"","date","AKER"
"1","2014-01-23",1057.920044
"2","2014-01-24",1017.599976
"3","2014-01-27",996.47998
"4","2014-01-28",996.47998
"5","2014-01-29",977.280029
"6","2014-01-30",996.47998
"7","2014-01-31",958.080017
"8","2014-02-03",977.280029
"9","2014-02-04",988.799988
"10","2014-02-05",986.880005
"11","2014-02-06",931.200012
"12","2014-02-07",931.583984
"13","2014-02-10",931.200012
"14","2014-02-11",896.640015
"15","2014-02-12",936.960022
"16","2014-02-13",894.719971
"17","2014-02-14",923.52002
"18","2014-02-18",912
"19","2014-02-19",887.039978
"20","2014-02-20",933.119995
"21","2014-02-21",921.599976
"22","2014-02-24",931.200012
"23","2014-02-25",912
"24","2014-02-26",888.960022
"25","2014-02-27",960
"26","2014-02-28",954.23999
"27","2014-03-03",969.599976
"28","2014-03-04",986.880005
"29","2014-03-05",977.280029
"30","2014-03-06",983.039978
"31","2014-03-07",988.799988
"32","2014-03-10",977.280029
"33","2014-03-11",958.080017
"34","2014-03-12",967.679993
"35","2014-03-13",950.400024
"36","2014-03-14",923.52002
"37","2014-03-17",898.559998
"38","2014-03-18",973.440002
"39","2014-03-19",950.400024
"40","2014-03-20",998.400024
"41","2014-03-21",927.359985
"42","2014-03-24",902.400024
"43","2014-03-25",931.200012
"44","2014-03-26",921.599976
"45","2014-03-27",904.512024
"46","2014-03-28",869.76001
"47","2014-03-31",875.52002
"48","2014-04-01",752.640015
"49","2014-04-02",781.440002
"50","2014-04-03",733.440002
"51","2014-04-04",762.23999
"52","2014-04-07",739.200012
"53","2014-04-08",720
"54","2014-04-09",758.400024
"55","2014-04-10",720
"56","2014-04-11",731.52002
"57","2014-04-14",723.840027
"58","2014-04-15",710.400024
"59","2014-04-16",737.280029
"60","2014-04-17",816
"61","2014-04-21",831.359985
"62","2014-04-22",796.799988
"63","2014-04-23",789.119995
"64","2014-04-24",748.799988
"65","2014-04-25",723.840027
"66","2014-04-28",729.599976
"67","2014-04-29",612.47998
"68","2014-04-30",681.599976
"69","2014-05-01",672
"70","2014-05-02",683.52002
"71","2014-05-05",673.919983
"72","2014-05-06",685.440002
"73","2014-05-07",677.76001
"74","2014-05-08",721.919983
"75","2014-05-09",716.159973
"76","2014-05-12",706.559998
"77","2014-05-13",739.200012
"78","2014-05-14",752.640015
"79","2014-05-15",725.76001
"80","2014-05-16",712.320007
"81","2014-05-19",756.47998
"82","2014-05-20",737.280029
"83","2014-05-21",739.200012
"84","2014-05-22",764.159973
"85","2014-05-23",752.640015
"86","2014-05-27",739.200012
"87","2014-05-28",739.200012
"88","2014-05-29",764.159973
"89","2014-05-30",750.143982
"90","2014-06-02",725.76001
"91","2014-06-03",736.703979
"92","2014-06-04",766.080017
"93","2014-06-05",792.960022
"94","2014-06-06",787.200012
"95","2014-06-09",768
"96","2014-06-10",725.76001
"97","2014-06-11",731.328003
"98","2014-06-12",758.400024
"99","2014-06-13",758.400024
"100","2014-06-16",754.559998
"101","2014-06-17",748.799988
"102","2014-06-18",750.719971
"103","2014-06-19",693.119995
"104","2014-06-20",735.359985
"105","2014-06-23",756.47998
"106","2014-06-24",758.400024
"107","2014-06-25",796.799988
"108","2014-06-26",810.23999
"109","2014-06-27",769.919983
"110","2014-06-30",817.919983
"111","2014-07-01",796.799988
"112","2014-07-02",821.76001
"113","2014-07-03",829.440002
"114","2014-07-07",817.919983
"115","2014-07-08",802.559998
"116","2014-07-09",806.400024
"117","2014-07-10",744.960022
"118","2014-07-11",781.440002
"119","2014-07-14",768
"120","2014-07-15",785.280029
"121","2014-07-16",748.607971
"122","2014-07-17",691.200012
"123","2014-07-18",743.424011
"124","2014-07-21",758.400024
"125","2014-07-22",775.679993
"126","2014-07-23",756.47998
"127","2014-07-24",739.392029
"128","2014-07-25",739.200012
"129","2014-07-28",710.400024
"130","2014-07-29",721.919983
"131","2014-07-30",712.320007
"132","2014-07-31",735.359985
"133","2014-08-01",708.47998
"134","2014-08-04",656.640015
"135","2014-08-05",660.47998
"136","2014-08-06",648.960022
"137","2014-08-07",662.400024
"138","2014-08-08",710.400024
"139","2014-08-11",748.799988
"140","2014-08-12",687.935974
"141","2014-08-13",662.400024
"142","2014-08-14",637.440002
"143","2014-08-15",629.76001
"144","2014-08-18",647.039978
"145","2014-08-19",614.400024
"146","2014-08-20",595.200012
"147","2014-08-21",624
"148","2014-08-22",604.799988
"149","2014-08-25",568.320007
"150","2014-08-26",595.200012
"151","2014-08-27",579.840027
"152","2014-08-28",587.52002
"153","2014-08-29",595.200012
"154","2014-09-02",552.960022
"155","2014-09-03",587.52002
"156","2014-09-04",668.159973
"157","2014-09-05",673.919983
"158","2014-09-08",687.359985
"159","2014-09-09",806.400024
"160","2014-09-10",873.599976
"161","2014-09-11",954.23999
"162","2014-09-12",908.159973
"163","2014-09-15",810.23999
"164","2014-09-16",913.919983
"165","2014-09-17",900.47998
"166","2014-09-18",833.280029
"167","2014-09-19",844.799988
"168","2014-09-22",796.799988
"169","2014-09-23",777.599976
"170","2014-09-24",752.640015
"171","2014-09-25",725.76001
"172","2014-09-26",725.184021
"173","2014-09-29",720
"174","2014-09-30",691.200012
"175","2014-10-01",721.919983
"176","2014-10-02",735.359985
"177","2014-10-03",672
"178","2014-10-06",668.159973
"179","2014-10-07",662.400024
"180","2014-10-08",650.880005
"181","2014-10-09",597.119995
"182","2014-10-10",634.752014
"183","2014-10-13",633.599976
"184","2014-10-14",614.400024
"185","2014-10-15",614.400024
"186","2014-10-16",597.119995
"187","2014-10-17",597.119995
"188","2014-10-20",687.359985
"189","2014-10-21",681.599976
