"","date","BPFH"
"1","2007-01-03",28.41
"2","2007-01-04",28.09
"3","2007-01-05",27.379999
"4","2007-01-08",27.26
"5","2007-01-09",27.190001
"6","2007-01-10",27.139999
"7","2007-01-11",27.110001
"8","2007-01-12",27.52
"9","2007-01-16",27.309999
"10","2007-01-17",26.879999
"11","2007-01-18",26.889999
"12","2007-01-19",27.18
"13","2007-01-22",26.700001
"14","2007-01-23",26.91
"15","2007-01-24",26.959999
"16","2007-01-25",26.59
"17","2007-01-26",27.190001
"18","2007-01-29",28.629999
"19","2007-01-30",28.959999
"20","2007-01-31",28.92
"21","2007-02-01",29
"22","2007-02-02",29.030001
"23","2007-02-05",29.15
"24","2007-02-06",29.76
"25","2007-02-07",29.889999
"26","2007-02-08",30.030001
"27","2007-02-09",29.51
"28","2007-02-12",29.629999
"29","2007-02-13",29.42
"30","2007-02-14",29.709999
"31","2007-02-15",29.84
"32","2007-02-16",29.91
"33","2007-02-20",30.129999
"34","2007-02-21",29.73
"35","2007-02-22",30.110001
"36","2007-02-23",30.200001
"37","2007-02-26",30
"38","2007-02-27",28.92
"39","2007-02-28",28.85
"40","2007-03-01",29.139999
"41","2007-03-02",29.209999
"42","2007-03-05",28.65
"43","2007-03-06",29.370001
"44","2007-03-07",29.07
"45","2007-03-08",29.059999
"46","2007-03-09",29.02
"47","2007-03-12",29.16
"48","2007-03-13",28.09
"49","2007-03-14",28.389999
"50","2007-03-15",28.9
"51","2007-03-16",28.35
"52","2007-03-19",28.799999
"53","2007-03-20",28.950001
"54","2007-03-21",29.950001
"55","2007-03-22",29.34
"56","2007-03-23",29.129999
"57","2007-03-26",29.02
"58","2007-03-27",28.4
"59","2007-03-28",28.030001
"60","2007-03-29",28.33
"61","2007-03-30",27.92
"62","2007-04-02",27.790001
"63","2007-04-03",28.09
"64","2007-04-04",28.139999
"65","2007-04-05",27.860001
"66","2007-04-09",27.68
"67","2007-04-10",27.34
"68","2007-04-11",27.09
"69","2007-04-12",27.120001
"70","2007-04-13",27.559999
"71","2007-04-16",27.940001
"72","2007-04-17",27.77
"73","2007-04-18",27.9
"74","2007-04-19",27.65
"75","2007-04-20",27.84
"76","2007-04-23",27.57
"77","2007-04-24",27.389999
"78","2007-04-25",27.58
"79","2007-04-26",28.9
"80","2007-04-27",28.5
"81","2007-04-30",27.809999
"82","2007-05-01",28.26
"83","2007-05-02",28.66
"84","2007-05-03",28.98
"85","2007-05-04",29.51
"86","2007-05-07",29.33
"87","2007-05-08",29.52
"88","2007-05-09",30.030001
"89","2007-05-10",29.48
"90","2007-05-11",30.129999
"91","2007-05-14",29.110001
"92","2007-05-15",28.549999
"93","2007-05-16",28.809999
"94","2007-05-17",28.91
"95","2007-05-18",28.77
"96","2007-05-21",29.440001
"97","2007-05-22",29.370001
"98","2007-05-23",29.32
"99","2007-05-24",28.6
"100","2007-05-25",28.780001
"101","2007-05-29",28.66
"102","2007-05-30",28.65
"103","2007-05-31",28.309999
"104","2007-06-01",28.309999
"105","2007-06-04",28.389999
"106","2007-06-05",28.08
"107","2007-06-06",27.790001
"108","2007-06-07",27.49
"109","2007-06-08",27.65
"110","2007-06-11",27.52
"111","2007-06-12",27.02
"112","2007-06-13",26.98
"113","2007-06-14",27.24
"114","2007-06-15",27.450001
"115","2007-06-18",27.66
"116","2007-06-19",28.26
"117","2007-06-20",27.74
"118","2007-06-21",27.940001
"119","2007-06-22",27.77
"120","2007-06-25",27.99
"121","2007-06-26",27.83
"122","2007-06-27",28.469999
"123","2007-06-28",27.24
"124","2007-06-29",26.870001
"125","2007-07-02",27.610001
"126","2007-07-03",27.5
"127","2007-07-05",27.68
"128","2007-07-06",27.67
"129","2007-07-09",27.58
"130","2007-07-10",27.290001
"131","2007-07-11",27.5
"132","2007-07-12",27.82
"133","2007-07-13",27.59
"134","2007-07-16",27.42
"135","2007-07-17",27.629999
"136","2007-07-18",27.52
"137","2007-07-19",27.629999
"138","2007-07-20",27.040001
"139","2007-07-23",26.93
"140","2007-07-24",25.860001
"141","2007-07-25",26.129999
"142","2007-07-26",25.48
"143","2007-07-27",25.58
"144","2007-07-30",25.809999
"145","2007-07-31",25.49
"146","2007-08-01",25.379999
"147","2007-08-02",25.690001
"148","2007-08-03",24.65
"149","2007-08-06",25.6
"150","2007-08-07",25.639999
"151","2007-08-08",26.41
"152","2007-08-09",26.299999
"153","2007-08-10",26.139999
"154","2007-08-13",26.09
"155","2007-08-14",25.1
"156","2007-08-15",25.370001
"157","2007-08-16",27
"158","2007-08-17",27.889999
"159","2007-08-20",27.66
"160","2007-08-21",27.809999
"161","2007-08-22",28.5
"162","2007-08-23",27.85
"163","2007-08-24",27.940001
"164","2007-08-27",27.58
"165","2007-08-28",26.67
"166","2007-08-29",27.07
"167","2007-08-30",26.889999
"168","2007-08-31",27.15
"169","2007-09-04",27.299999
"170","2007-09-05",26.74
"171","2007-09-06",27.290001
"172","2007-09-07",26.559999
"173","2007-09-10",26
"174","2007-09-11",26.280001
"175","2007-09-12",26.719999
"176","2007-09-13",26.639999
"177","2007-09-14",26.709999
"178","2007-09-17",26.200001
"179","2007-09-18",27.120001
"180","2007-09-19",27.52
"181","2007-09-20",28.059999
"182","2007-09-21",28.24
"183","2007-09-24",27.76
"184","2007-09-25",27.85
"185","2007-09-26",27.299999
"186","2007-09-27",27.809999
"187","2007-09-28",27.84
"188","2007-10-01",28.299999
"189","2007-10-02",27.76
"190","2007-10-03",27.74
"191","2007-10-04",27.790001
"192","2007-10-05",27.4
"193","2007-10-08",26.549999
"194","2007-10-09",26.690001
"195","2007-10-10",26.889999
"196","2007-10-11",26.57
"197","2007-10-12",26.4
"198","2007-10-15",25.709999
"199","2007-10-16",25.15
"200","2007-10-17",25.059999
"201","2007-10-18",24.889999
"202","2007-10-19",24.48
"203","2007-10-22",24.49
"204","2007-10-23",24.93
"205","2007-10-24",24.77
"206","2007-10-25",26.6
"207","2007-10-26",27.459999
"208","2007-10-29",28.049999
"209","2007-10-30",28.32
"210","2007-10-31",28.76
"211","2007-11-01",27.24
"212","2007-11-02",26.690001
"213","2007-11-05",27.18
"214","2007-11-06",27.700001
"215","2007-11-07",26.16
"216","2007-11-08",27.01
"217","2007-11-09",27.1
"218","2007-11-12",27.200001
"219","2007-11-13",27.84
"220","2007-11-14",27.75
"221","2007-11-15",27.33
"222","2007-11-16",26.969999
"223","2007-11-19",26.559999
"224","2007-11-20",26.299999
"225","2007-11-21",25.959999
"226","2007-11-23",26.280001
"227","2007-11-26",25.35
"228","2007-11-27",26.33
"229","2007-11-28",27.5
"230","2007-11-29",27.17
"231","2007-11-30",27.540001
"232","2007-12-03",27.17
"233","2007-12-04",26.719999
"234","2007-12-05",27.379999
"235","2007-12-06",28.030001
"236","2007-12-07",27.93
"237","2007-12-10",28.67
"238","2007-12-11",27.629999
"239","2007-12-12",27.67
"240","2007-12-13",27.32
"241","2007-12-14",27.059999
"242","2007-12-17",26.809999
"243","2007-12-18",27.219999
"244","2007-12-19",27.25
"245","2007-12-20",27.16
"246","2007-12-21",28.42
"247","2007-12-24",28.65
"248","2007-12-26",28.799999
"249","2007-12-27",27.129999
"250","2007-12-28",27.110001
"251","2007-12-31",27.08
"252","2008-01-02",26.120001
"253","2008-01-03",23.959999
"254","2008-01-04",23.690001
"255","2008-01-07",24.219999
"256","2008-01-08",22.950001
"257","2008-01-09",22.440001
"258","2008-01-10",22.889999
"259","2008-01-11",22.67
"260","2008-01-14",21.98
"261","2008-01-15",20.08
"262","2008-01-16",19.41
"263","2008-01-17",18.83
"264","2008-01-18",18.41
"265","2008-01-22",18.73
"266","2008-01-23",20.59
"267","2008-01-24",23.51
"268","2008-01-25",21.92
"269","2008-01-28",22.35
"270","2008-01-29",23.25
"271","2008-01-30",22.459999
"272","2008-01-31",22.83
"273","2008-02-01",23.68
"274","2008-02-04",23.07
"275","2008-02-05",22.09
"276","2008-02-06",21.66
"277","2008-02-07",21.450001
"278","2008-02-08",20.870001
"279","2008-02-11",21.049999
"280","2008-02-12",21.450001
"281","2008-02-13",20.99
"282","2008-02-14",20.950001
"283","2008-02-15",20.370001
"284","2008-02-19",19.84
"285","2008-02-20",20.049999
"286","2008-02-21",14.72
"287","2008-02-22",15.08
"288","2008-02-25",15.88
"289","2008-02-26",16.139999
"290","2008-02-27",16.07
"291","2008-02-28",14.58
"292","2008-02-29",13.77
"293","2008-03-03",13.6
"294","2008-03-04",13.6
"295","2008-03-05",13.65
"296","2008-03-06",13.12
"297","2008-03-07",13.05
"298","2008-03-10",13.19
"299","2008-03-11",14.2
"300","2008-03-12",14.05
"301","2008-03-13",14.24
"302","2008-03-14",13.5
"303","2008-03-17",10.31
"304","2008-03-18",11.35
"305","2008-03-19",11.19
"306","2008-03-20",10.96
"307","2008-03-24",11.69
"308","2008-03-25",11.99
"309","2008-03-26",11.18
"310","2008-03-27",10.81
"311","2008-03-28",10.42
"312","2008-03-31",10.59
"313","2008-04-01",11.12
"314","2008-04-02",10.94
"315","2008-04-03",10.88
"316","2008-04-04",10.81
"317","2008-04-07",11.07
"318","2008-04-08",10.96
"319","2008-04-09",10.3
