"","date","PEBO"
"1","2007-01-03",27.018183
"2","2007-01-04",27.545454
"3","2007-01-05",26.363636
"4","2007-01-08",26.299999
"5","2007-01-09",26
"6","2007-01-10",26.190908
"7","2007-01-11",26.309092
"8","2007-01-12",26.609091
"9","2007-01-16",26.00909
"10","2007-01-17",25.49091
"11","2007-01-18",24.963636
"12","2007-01-19",25.809092
"13","2007-01-22",25.136364
"14","2007-01-23",25.545454
"15","2007-01-24",25.854546
"16","2007-01-25",25.318182
"17","2007-01-26",25.527273
"18","2007-01-29",25.90909
"19","2007-01-30",26.318182
"20","2007-01-31",26.372726
"21","2007-02-01",26.218182
"22","2007-02-02",26.263636
"23","2007-02-05",26.1
"24","2007-02-06",26.245455
"25","2007-02-07",26.418182
"26","2007-02-08",26.481817
"27","2007-02-09",26.163637
"28","2007-02-12",26.454546
"29","2007-02-13",26.59091
"30","2007-02-14",26.045454
"31","2007-02-15",26.027273
"32","2007-02-16",26.127274
"33","2007-02-20",26.218182
"34","2007-02-21",26.081818
"35","2007-02-22",26.281818
"36","2007-02-23",26.1
"37","2007-02-26",25.836363
"38","2007-02-27",25.5
"39","2007-02-28",25.227272
"40","2007-03-01",24.709091
"41","2007-03-02",24.6
"42","2007-03-05",23.863636
"43","2007-03-06",24.836363
"44","2007-03-07",24.254545
"45","2007-03-08",24.145454
"46","2007-03-09",24.200001
"47","2007-03-12",24.145454
"48","2007-03-13",23.200001
"49","2007-03-14",23.472727
"50","2007-03-15",23.954546
"51","2007-03-16",23.781818
"52","2007-03-19",23.90909
"53","2007-03-20",24.209091
"54","2007-03-21",24.809092
"55","2007-03-22",25.336363
"56","2007-03-23",25.054546
"57","2007-03-26",25.218182
"58","2007-03-27",24.336363
"59","2007-03-28",24.036364
"60","2007-03-29",23.818182
"61","2007-03-30",24.00909
"62","2007-04-02",24.063637
"63","2007-04-03",24.527273
"64","2007-04-04",24.454546
"65","2007-04-05",24.254545
"66","2007-04-09",23.518183
"67","2007-04-10",23.954546
"68","2007-04-11",23.327272
"69","2007-04-12",23.363636
"70","2007-04-13",23.536364
"71","2007-04-16",24.427273
"72","2007-04-17",24.49091
"73","2007-04-18",24.118181
"74","2007-04-19",23.963636
"75","2007-04-20",24.372726
"76","2007-04-23",23.609091
"77","2007-04-24",23.290909
"78","2007-04-25",23.49091
"79","2007-04-26",24.218182
"80","2007-04-27",24.1
"81","2007-04-30",22.772728
"82","2007-05-01",23.427273
"83","2007-05-02",23.872726
"84","2007-05-03",23.618181
"85","2007-05-04",23.809092
"86","2007-05-07",24.09091
"87","2007-05-08",24.263636
"88","2007-05-09",24.172728
"89","2007-05-10",23.654545
"90","2007-05-11",24.236364
"91","2007-05-14",23.799999
"92","2007-05-15",23.200001
"93","2007-05-16",23.963636
"94","2007-05-17",23.618181
"95","2007-05-18",23.59091
"96","2007-05-21",23.827272
"97","2007-05-22",24.218182
"98","2007-05-23",24.363636
"99","2007-05-24",23.945454
"100","2007-05-25",23.963636
"101","2007-05-29",24.690908
"102","2007-05-30",25.018183
"103","2007-05-31",25.1
"104","2007-06-01",25.018183
"105","2007-06-04",25.4
"106","2007-06-05",24.754545
"107","2007-06-06",24.827272
"108","2007-06-07",24.4
"109","2007-06-08",24.90909
"110","2007-06-11",24.718182
"111","2007-06-12",24.290909
"112","2007-06-13",24.545454
"113","2007-06-14",24.200001
"114","2007-06-15",24.736364
"115","2007-06-18",25.154545
"116","2007-06-19",25.454546
"117","2007-06-20",24.472727
"118","2007-06-21",24.063637
"119","2007-06-22",24.172728
"120","2007-06-25",24.181818
"121","2007-06-26",24.545454
"122","2007-06-27",25.363636
"123","2007-06-28",25.200001
"124","2007-06-29",24.609091
"125","2007-07-02",24.40909
"126","2007-07-03",24.636364
"127","2007-07-05",24.190908
"128","2007-07-06",24.172728
"129","2007-07-09",23.845455
"130","2007-07-10",23.245455
"131","2007-07-11",23.245455
"132","2007-07-12",23.972727
"133","2007-07-13",24.063637
"134","2007-07-16",23.845455
"135","2007-07-17",23.772728
"136","2007-07-18",23.9
"137","2007-07-19",23.50909
"138","2007-07-20",22.700001
"139","2007-07-23",22.436363
"140","2007-07-24",21.045454
"141","2007-07-25",21.190908
"142","2007-07-26",21.563637
"143","2007-07-27",20.49091
"144","2007-07-30",20.954546
"145","2007-07-31",20.381819
"146","2007-08-01",21.145454
"147","2007-08-02",20.90909
"148","2007-08-03",19.709091
"149","2007-08-06",20.872726
"150","2007-08-07",21.345455
"151","2007-08-08",22.309092
"152","2007-08-09",21.663637
"153","2007-08-10",23.545454
"154","2007-08-13",23.227272
"155","2007-08-14",22.181818
"156","2007-08-15",22.363636
"157","2007-08-16",25.118181
"158","2007-08-17",24.972727
"159","2007-08-20",25.118181
"160","2007-08-21",25.154545
"161","2007-08-22",25.336363
"162","2007-08-23",24.536364
"163","2007-08-24",24.163637
"164","2007-08-27",23.90909
"165","2007-08-28",23.345455
"166","2007-08-29",23.854546
"167","2007-08-30",23.963636
"168","2007-08-31",23.936363
"169","2007-09-04",24.436363
"170","2007-09-05",24.118181
"171","2007-09-06",23.745455
"172","2007-09-07",23.127274
"173","2007-09-10",23.145454
"174","2007-09-11",23.781818
"175","2007-09-12",23.318182
"176","2007-09-13",23.281818
"177","2007-09-14",23.254545
"178","2007-09-17",22.690908
"179","2007-09-18",24.299999
"180","2007-09-19",25.427273
"181","2007-09-20",24.772728
"182","2007-09-21",24.581818
"183","2007-09-24",24.263636
"184","2007-09-25",24.236364
"185","2007-09-26",24.563637
"186","2007-09-27",25.027273
"187","2007-09-28",23.799999
"188","2007-10-01",25.445454
"189","2007-10-02",25.454546
"190","2007-10-03",24.1
"191","2007-10-04",24.245455
"192","2007-10-05",25
"193","2007-10-08",24.690908
"194","2007-10-09",24.963636
"195","2007-10-10",24.827272
"196","2007-10-11",24.236364
"197","2007-10-12",24.881819
"198","2007-10-15",23.918182
"199","2007-10-16",24.072727
"200","2007-10-17",24.136364
"201","2007-10-18",24.281818
"202","2007-10-19",22.672728
"203","2007-10-22",23.236364
"204","2007-10-23",23.445454
"205","2007-10-24",22.772728
"206","2007-10-25",22.054546
"207","2007-10-26",22.890909
"208","2007-10-29",22.981817
"209","2007-10-30",22.40909
"210","2007-10-31",22.700001
"211","2007-11-01",20.727272
"212","2007-11-02",20.5
"213","2007-11-05",20.381819
"214","2007-11-06",20.527273
"215","2007-11-07",19.718182
"216","2007-11-08",20.527273
"217","2007-11-09",20.763636
"218","2007-11-12",21.390909
"219","2007-11-13",22.545454
"220","2007-11-14",21.872726
"221","2007-11-15",21.309092
"222","2007-11-16",21.663637
"223","2007-11-19",21.581818
"224","2007-11-20",22.063637
"225","2007-11-21",22.145454
"226","2007-11-23",22.109091
"227","2007-11-26",21.4
"228","2007-11-27",21.981817
"229","2007-11-28",23.154545
"230","2007-11-29",22.709091
"231","2007-11-30",21.99091
"232","2007-12-03",21.636364
"233","2007-12-04",21.818182
"234","2007-12-05",22.236364
"235","2007-12-06",23.1
"236","2007-12-07",22.59091
"237","2007-12-10",22.954546
"238","2007-12-11",21.354546
"239","2007-12-12",21.799999
"240","2007-12-13",22.190908
"241","2007-12-14",21.436363
"242","2007-12-17",21.245455
"243","2007-12-18",22.681818
"244","2007-12-19",22.609091
"245","2007-12-20",23.045454
"246","2007-12-21",23.627274
"247","2007-12-24",24.545454
"248","2007-12-26",24.954546
"249","2007-12-27",23.672728
"250","2007-12-28",22.545454
"251","2007-12-31",22.627274
"252","2008-01-02",21.890909
"253","2008-01-03",21.027273
"254","2008-01-04",20.581818
"255","2008-01-07",21.109091
"256","2008-01-08",20.4
"257","2008-01-09",21.572727
"258","2008-01-10",21.681818
"259","2008-01-11",20.481817
"260","2008-01-14",20.49091
"261","2008-01-15",20.381819
"262","2008-01-16",21.072727
"263","2008-01-17",20.4
"264","2008-01-18",19.363636
"265","2008-01-22",20.072727
"266","2008-01-23",21.463636
"267","2008-01-24",20.309092
"268","2008-01-25",20.727272
"269","2008-01-28",21.327272
"270","2008-01-29",21.263636
"271","2008-01-30",21.00909
"272","2008-01-31",21.472727
"273","2008-02-01",22.290909
"274","2008-02-04",21.636364
"275","2008-02-05",20.681818
"276","2008-02-06",20.654545
"277","2008-02-07",21.554546
"278","2008-02-08",20.945454
"279","2008-02-11",20.745455
"280","2008-02-12",21.227272
"281","2008-02-13",22.309092
"282","2008-02-14",21.363636
"283","2008-02-15",21.109091
"284","2008-02-19",20.781818
"285","2008-02-20",21.609091
"286","2008-02-21",20.954546
"287","2008-02-22",21.136364
"288","2008-02-25",21.527273
"289","2008-02-26",21.390909
"290","2008-02-27",20.727272
"291","2008-02-28",20.181818
"292","2008-02-29",19.745455
"293","2008-03-03",19.690908
"294","2008-03-04",19.836363
"295","2008-03-05",19.581818
"296","2008-03-06",19.018183
"297","2008-03-07",18.809092
"298","2008-03-10",18.845455
"299","2008-03-11",21.09091
"300","2008-03-12",20.836363
"301","2008-03-13",20.427273
"302","2008-03-14",20.372726
"303","2008-03-17",20.818182
"304","2008-03-18",21.427273
"305","2008-03-19",21.281818
"306","2008-03-20",22.709091
"307","2008-03-24",22.681818
"308","2008-03-25",22.59091
"309","2008-03-26",22.736364
"310","2008-03-27",22.290909
"311","2008-03-28",22.054546
"312","2008-03-31",21.918182
"313","2008-04-01",23.40909
"314","2008-04-02",22.381819
"315","2008-04-03",21.927273
"316","2008-04-04",21.609091
"317","2008-04-07",21.472727
"318","2008-04-08",21.809092
"319","2008-04-09",20.690908
"320","2008-04-10",21.190908
"321","2008-04-11",20.354546
"322","2008-04-14",20.427273
"323","2008-04-15",20.818182
"324","2008-04-16",22.345455
"325","2008-04-17",21.954546
"326","2008-04-18",22.49091
"327","2008-04-21",21.936363
"328","2008-04-22",21.036364
"329","2008-04-23",20.527273
"330","2008-04-24",21.309092
"331","2008-04-25",21.645454
"332","2008-04-28",21.99091
"333","2008-04-29",22.372726
"334","2008-04-30",22.063637
"335","2008-05-01",22.618181
"336","2008-05-02",22.318182
"337","2008-05-05",22.327272
"338","2008-05-06",22.4
"339","2008-05-07",20.936363
"340","2008-05-08",21.200001
"341","2008-05-09",21.50909
"342","2008-05-12",21.963636
"343","2008-05-13",21.727272
"344","2008-05-14",21.299999
"345","2008-05-15",21.727272
"346","2008-05-16",21.245455
"347","2008-05-19",21.081818
