"","date","SVVC"
"574","2013-08-08",22.58
"575","2013-08-09",22.49
"576","2013-08-12",22.58
"577","2013-08-13",22.57
"578","2013-08-14",22.07
"579","2013-08-15",21.559999
"580","2013-08-16",21.639999
"581","2013-08-19",21.379999
"582","2013-08-20",21.690001
"583","2013-08-21",22.18
"584","2013-08-22",23.4
"585","2013-08-23",24.07
"586","2013-08-26",24.24
"587","2013-08-27",23.4
"588","2013-08-28",22.790001
"589","2013-08-29",23.16
"590","2013-08-30",22.639999
"591","2013-09-03",22.860001
"592","2013-09-04",23.280001
"593","2013-09-05",23.32
"594","2013-09-06",23.379999
"595","2013-09-09",23.51
"596","2013-09-10",23.459999
"597","2013-09-11",23.200001
"598","2013-09-12",22.91
"599","2013-09-13",24.389999
"600","2013-09-16",24.34
"601","2013-09-17",24.389999
"602","2013-09-18",24.35
"603","2013-09-19",24.08
"604","2013-09-20",23.969999
"605","2013-09-23",24.219999
"606","2013-09-24",24.33
"607","2013-09-25",24.5
"608","2013-09-26",24.620001
"609","2013-09-27",24.379999
"610","2013-09-30",24.48
"611","2013-10-01",24.440001
"612","2013-10-02",24.540001
"613","2013-10-03",24.59
"614","2013-10-04",24.77
"615","2013-10-07",25.17
"616","2013-10-08",25.139999
"617","2013-10-09",24.16
"618","2013-10-10",24.74
"619","2013-10-11",24.93
"620","2013-10-14",24.889999
"621","2013-10-15",24.690001
"622","2013-10-16",25
"623","2013-10-17",25.27
"624","2013-10-18",25.76
"625","2013-10-21",26.16
"626","2013-10-22",25.709999
"627","2013-10-23",25.700001
"628","2013-10-24",25.610001
"629","2013-10-25",24.639999
"630","2013-10-28",23.879999
"631","2013-10-29",24.66
"632","2013-10-30",24.129999
"633","2013-10-31",23.309999
"634","2013-11-01",23.969999
"635","2013-11-04",24.67
"636","2013-11-05",24.67
"637","2013-11-06",23.790001
"638","2013-11-07",22.299999
"639","2013-11-08",22.440001
"640","2013-11-11",21.700001
"641","2013-11-12",21.360001
"642","2013-11-13",21.84
"643","2013-11-14",21.809999
"644","2013-11-15",21.75
"645","2013-11-18",21.639999
"646","2013-11-19",21.709999
"647","2013-11-20",21.98
"648","2013-11-21",22.200001
"649","2013-11-22",22.16
"650","2013-11-25",21.559999
"651","2013-11-26",21.15
"652","2013-11-27",21.290001
"653","2013-11-29",21.15
"654","2013-12-02",21.43
"655","2013-12-03",21.459999
"656","2013-12-04",21.629999
"657","2013-12-05",21.82
"658","2013-12-06",21.76
"659","2013-12-09",22.049999
"660","2013-12-10",22.16
"661","2013-12-11",22.120001
"662","2013-12-12",22.34
"663","2013-12-13",22.48
"664","2013-12-16",22.4
"665","2013-12-17",22.52
"666","2013-12-18",22.66
"667","2013-12-19",22.709999
"668","2013-12-20",23
"669","2013-12-23",23.540001
"670","2013-12-24",24.25
"671","2013-12-26",24.200001
"672","2013-12-27",23.690001
"673","2013-12-30",22.879999
"674","2013-12-31",23.17
"675","2014-01-02",23.41
"676","2014-01-03",23.629999
"677","2014-01-06",23.549999
"678","2014-01-07",23.58
"679","2014-01-08",23.51
"680","2014-01-09",23.450001
"681","2014-01-10",23.620001
"682","2014-01-13",23.66
"683","2014-01-14",23.76
"684","2014-01-15",23.950001
"685","2014-01-16",24.049999
"686","2014-01-17",23.969999
"687","2014-01-21",23.92
"688","2014-01-22",23.709999
"689","2014-01-23",23.57
"690","2014-01-24",23.48
"691","2014-01-27",22.959999
"692","2014-01-28",22.950001
"693","2014-01-29",23.26
"694","2014-01-30",24.190001
"695","2014-01-31",23.959999
"696","2014-02-03",23.629999
"697","2014-02-04",24.030001
"698","2014-02-05",23.76
"699","2014-02-06",22.74
"700","2014-02-07",23.139999
"701","2014-02-10",23.030001
"702","2014-02-11",23.07
"703","2014-02-12",23
"704","2014-02-13",23.690001
"705","2014-02-14",23.65
"706","2014-02-18",23.969999
"707","2014-02-19",23.66
"708","2014-02-20",23.799999
"709","2014-02-21",23.99
"710","2014-02-24",23.98
"711","2014-02-25",23.6
"712","2014-02-26",23.85
"713","2014-02-27",23.93
"714","2014-02-28",23.889999
"715","2014-03-03",23.370001
"716","2014-03-04",23.73
"717","2014-03-05",23.549999
"718","2014-03-06",24
"719","2014-03-07",24.059999
"720","2014-03-10",23.959999
"721","2014-03-11",24.41
"722","2014-03-12",24.110001
"723","2014-03-13",23.59
"724","2014-03-14",23.459999
"725","2014-03-17",23.52
"726","2014-03-18",23.34
"727","2014-03-19",23.42
"728","2014-03-20",22.969999
"729","2014-03-21",22.969999
"730","2014-03-24",22.18
"731","2014-03-25",22.299999
"732","2014-03-26",21.440001
"733","2014-03-27",21.370001
"734","2014-03-28",21.059999
"735","2014-03-31",21.35
"736","2014-04-01",21.629999
"737","2014-04-02",21.549999
"738","2014-04-03",21.5
"739","2014-04-04",21.459999
"740","2014-04-07",20.76
"741","2014-04-08",21.049999
"742","2014-04-09",21.200001
"743","2014-04-10",20.65
"744","2014-04-11",20.35
"745","2014-04-14",20.43
"746","2014-04-15",20.370001
"747","2014-04-16",20.09
"748","2014-04-17",20.030001
"749","2014-04-21",20.52
"750","2014-04-22",20.860001
"751","2014-04-23",20.620001
"752","2014-04-24",20.809999
"753","2014-04-25",20.02
"754","2014-04-28",19.93
"755","2014-04-29",19.98
"756","2014-04-30",19.559999
"757","2014-05-01",19.57
"758","2014-05-02",21.309999
"759","2014-05-05",21.219999
"760","2014-05-06",20.73
"761","2014-05-07",20.709999
"762","2014-05-08",20.950001
"763","2014-05-09",20.639999
"764","2014-05-12",21
"765","2014-05-13",20.889999
"766","2014-05-14",20.76
"767","2014-05-15",20.540001
"768","2014-05-16",20.719999
"769","2014-05-19",20.9
"770","2014-05-20",20.709999
"771","2014-05-21",20.709999
"772","2014-05-22",20.77
"773","2014-05-23",20.65
"774","2014-05-27",20.83
"775","2014-05-28",20.92
"776","2014-05-29",21.02
"777","2014-05-30",20.809999
"778","2014-06-02",20.74
"779","2014-06-03",20.77
"780","2014-06-04",20.68
"781","2014-06-05",20.790001
"782","2014-06-06",20.98
"783","2014-06-09",20.950001
"784","2014-06-10",21.110001
"785","2014-06-11",21.07
"786","2014-06-12",21.059999
"787","2014-06-13",21.049999
"788","2014-06-16",21.120001
"789","2014-06-17",21.120001
"790","2014-06-18",21.1
"791","2014-06-19",21.08
"792","2014-06-20",20.9
"793","2014-06-23",20.950001
"794","2014-06-24",20.73
"795","2014-06-25",20.83
"796","2014-06-26",20.93
"797","2014-06-27",21.09
"798","2014-06-30",21.25
"799","2014-07-01",21.51
"800","2014-07-02",21.440001
"801","2014-07-03",21.25
"802","2014-07-07",21.139999
"803","2014-07-08",20.77
"804","2014-07-09",20.82
"805","2014-07-10",20.690001
"806","2014-07-11",20.76
"807","2014-07-14",20.85
"808","2014-07-15",20.73
"809","2014-07-16",20.77
"810","2014-07-17",20.42
"811","2014-07-18",20.57
"812","2014-07-21",20.700001
"813","2014-07-22",20.719999
"814","2014-07-23",20.870001
"815","2014-07-24",21.18
"816","2014-07-25",21.07
"817","2014-07-28",21.1
"818","2014-07-29",21.07
"819","2014-07-30",21.77
"820","2014-07-31",21.379999
"821","2014-08-01",21.389999
"822","2014-08-04",21.360001
"823","2014-08-05",21.290001
"824","2014-08-06",21.35
"825","2014-08-07",21.370001
"826","2014-08-08",21.440001
"827","2014-08-11",21.799999
"828","2014-08-12",21.99
"829","2014-08-13",22
"830","2014-08-14",22.280001
"831","2014-08-15",22.290001
"832","2014-08-18",22.49
"833","2014-08-19",22.530001
"834","2014-08-20",22.549999
"835","2014-08-21",22.52
"836","2014-08-22",22.469999
"837","2014-08-25",22.540001
"838","2014-08-26",22.67
"839","2014-08-27",22.6
"840","2014-08-28",22.719999
"841","2014-08-29",22.959999
"842","2014-09-02",23.07
"843","2014-09-03",23.1
"844","2014-09-04",23.15
"845","2014-09-05",23.27
"846","2014-09-08",23.52
"847","2014-09-09",23.65
"848","2014-09-10",24.059999
"849","2014-09-11",24.08
"850","2014-09-12",24.35
"851","2014-09-15",23.91
"852","2014-09-16",24.01
"853","2014-09-17",24.129999
"854","2014-09-18",24.110001
"855","2014-09-19",24.059999
"856","2014-09-22",23.83
"857","2014-09-23",23.700001
"858","2014-09-24",23.709999
"859","2014-09-25",23.5
"860","2014-09-26",23.530001
"861","2014-09-29",23.799999
"862","2014-09-30",24.01
"863","2014-10-01",23.860001
"864","2014-10-02",23.99
"865","2014-10-03",24.450001
"866","2014-10-06",24.35
"867","2014-10-07",24.57
"868","2014-10-08",24.629999
"869","2014-10-09",24.41
"870","2014-10-10",24.209999
"871","2014-10-13",23.440001
"872","2014-10-14",23.450001
"873","2014-10-15",23.6
"874","2014-10-16",23.76
"875","2014-10-17",24.040001
"876","2014-10-20",24.629999
"877","2014-10-21",24.99
"878","2014-10-22",24.98
"879","2014-10-23",25
"880","2014-10-24",25.030001
"881","2014-10-27",24.93
"882","2014-10-28",25.219999
"883","2014-10-29",21.940001
"884","2014-10-30",21.969999
"885","2014-10-31",22.51
"886","2014-11-03",22.67
"887","2014-11-04",22.4
"888","2014-11-05",22.219999
"889","2014-11-06",22.360001
"890","2014-11-07",22.540001
"891","2014-11-10",22.370001
"892","2014-11-11",22.620001
"893","2014-11-12",22.690001
"894","2014-11-13",22.59
"895","2014-11-14",22.5
"896","2014-11-17",22.35
"897","2014-11-18",22.389999
"898","2014-11-19",22.42
"899","2014-11-20",22.360001
"900","2014-11-21",22.360001
"901","2014-11-24",22.4
"902","2014-11-25",22.43
"903","2014-11-26",22.469999
"904","2014-11-28",22.530001
"905","2014-12-01",22.370001
"906","2014-12-02",22.65
"907","2014-12-03",19.700001
"908","2014-12-04",19.49
"909","2014-12-05",18.639999
"910","2014-12-08",18.57
"911","2014-12-09",18.33
"912","2014-12-10",18.309999
"913","2014-12-11",18.450001
"914","2014-12-12",19
"915","2014-12-15",18.98
"916","2014-12-16",18.940001
"917","2014-12-17",18.940001
"918","2014-12-18",18.92
"919","2014-12-19",18.799999
"920","2014-12-22",18.639999
"921","2014-12-23",18.6
"922","2014-12-24",18.57
"923","2014-12-26",18.59
"924","2014-12-29",18.620001
"925","2014-12-30",18.549999
"926","2014-12-31",18.65
"927","2015-01-02",18.74
"928","2015-01-05",18.76
"929","2015-01-06",18.66
"930","2015-01-07",18.67
"931","2015-01-08",18.75
"932","2015-01-09",18.73
"933","2015-01-12",18.719999
"934","2015-01-13",18.66
"935","2015-01-14",18.540001
"936","2015-01-15",18.43
"937","2015-01-16",18.49
"938","2015-01-20",18.48
"939","2015-01-21",18.25
"940","2015-01-22",18.4
"941","2015-01-23",17.379999
"942","2015-01-26",16.57
"943","2015-01-27",16.049999
"944","2015-01-28",15.87
"945","2015-01-29",15.95
"946","2015-01-30",15.89
"947","2015-02-02",15.75
"948","2015-02-03",15.45
"949","2015-02-04",15.14
"950","2015-02-05",15.01
"951","2015-02-06",14.82
"952","2015-02-09",14.9
"953","2015-02-10",14.91
"954","2015-02-11",14.89
"955","2015-02-12",14.53
"956","2015-02-13",14.84
"957","2015-02-17",14.7
"958","2015-02-18",14.4
"959","2015-02-19",13.8
"960","2015-02-20",13.7
"961","2015-02-23",13.73
"962","2015-02-24",13.7
"963","2015-02-25",13.84
"964","2015-02-26",14.07
"965","2015-02-27",14.19
"966","2015-03-02",14.34
"967","2015-03-03",14.28
"968","2015-03-04",14.18
"969","2015-03-05",14.11
"970","2015-03-06",14.15
"971","2015-03-09",14.13
"972","2015-03-10",14.06
"973","2015-03-11",13.93
"974","2015-03-12",14.23
"975","2015-03-13",14.15
