"","date","SVVC"
"1","2011-04-28",20
"2","2011-04-29",19.889999
"3","2011-05-02",18.07
"4","2011-05-03",16.99
"5","2011-05-04",18.98
"6","2011-05-05",18.75
"7","2011-05-06",18
"8","2011-05-09",18
"9","2011-05-10",17.17
"10","2011-05-11",17.02
"11","2011-05-12",17.24
"12","2011-05-13",16.68
"13","2011-05-16",16
"14","2011-05-17",16.57
"15","2011-05-18",17
"16","2011-05-19",16.620001
"17","2011-05-20",16.639999
"18","2011-05-23",16.75
"19","2011-05-24",16.74
"20","2011-05-25",16.65
"21","2011-05-26",16.879999
"22","2011-05-27",16.629999
"23","2011-05-31",17
"24","2011-06-01",16.5
"25","2011-06-02",16.299999
"26","2011-06-03",16.27
"27","2011-06-06",16.1
"28","2011-06-07",16.1
"29","2011-06-08",16.299999
"30","2011-06-09",16.030001
"31","2011-06-10",16.09
"32","2011-06-13",15.09
"33","2011-06-14",15.43
"34","2011-06-15",15.01
"35","2011-06-16",14.75
"36","2011-06-17",14.99
"37","2011-06-20",14.65
"38","2011-06-21",15
"39","2011-06-22",14.67
"40","2011-06-23",14.38
"41","2011-06-24",14.36
"42","2011-06-27",14.5
"43","2011-06-28",14.46
"44","2011-06-29",14.54
"45","2011-06-30",15.2
"46","2011-07-01",15.24
"47","2011-07-05",14.86
"48","2011-07-06",15.56
"49","2011-07-07",15.16
"50","2011-07-08",15.17
"51","2011-07-11",15.24
"52","2011-07-12",15.55
"53","2011-07-13",15.75
"54","2011-07-14",16.059999
"55","2011-07-15",16
"56","2011-07-18",16.549999
"57","2011-07-19",16.620001
"58","2011-07-20",16.09
"59","2011-07-21",16.02
"60","2011-07-22",15.6
"61","2011-07-25",16.26
"62","2011-07-26",16.27
"63","2011-07-27",16.02
"64","2011-07-28",15.92
"65","2011-07-29",15.63
"66","2011-08-01",15.71
"67","2011-08-02",15.52
"68","2011-08-03",15.6
"69","2011-08-04",15.73
"70","2011-08-05",15.75
"71","2011-08-08",14.53
"72","2011-08-09",14.51
"73","2011-08-10",16.5
"74","2011-08-11",18.26
"75","2011-08-12",18.07
"76","2011-08-15",17.66
"77","2011-08-16",16.700001
"78","2011-08-17",16.620001
"79","2011-08-18",16.75
"80","2011-08-19",16.6
"81","2011-08-22",16.209999
"82","2011-08-23",16.549999
"83","2011-08-24",16.299999
"84","2011-08-25",16.450001
"85","2011-08-26",16.200001
"86","2011-08-29",16.02
"87","2011-08-30",15.86
"88","2011-08-31",15.51
"89","2011-09-01",15.75
"90","2011-09-02",15.65
"91","2011-09-06",15.76
"92","2011-09-07",16.059999
"93","2011-09-08",15.85
"94","2011-09-09",15.1
"95","2011-09-12",15.02
"96","2011-09-13",16.190001
"97","2011-09-14",16.57
"98","2011-09-15",16.41
"99","2011-09-16",16.360001
"100","2011-09-19",16.01
"101","2011-09-20",15.7
"102","2011-09-21",15.8
"103","2011-09-22",15.61
"104","2011-09-23",14.67
"105","2011-09-26",14.65
"106","2011-09-27",15.07
"107","2011-09-28",14.91
"108","2011-09-29",14.99
"109","2011-09-30",14.65
"110","2011-10-03",14.75
"111","2011-10-04",14.6
"112","2011-10-05",14.4
"113","2011-10-06",14.49
"114","2011-10-07",14.67
"115","2011-10-10",15.39
"116","2011-10-11",15
"117","2011-10-12",15.16
"118","2011-10-13",14.95
"119","2011-10-14",15
"120","2011-10-17",14.63
"121","2011-10-18",14.95
"122","2011-10-19",15.91
"123","2011-10-20",16.440001
"124","2011-10-21",16.280001
"125","2011-10-24",16.34
"126","2011-10-25",16.299999
"127","2011-10-26",16.200001
"128","2011-10-27",15.96
"129","2011-10-28",15.35
"130","2011-10-31",15.02
"131","2011-11-01",14.82
"132","2011-11-02",14.86
"133","2011-11-03",15.08
"134","2011-11-04",15
"135","2011-11-07",14.55
"136","2011-11-08",14.45
"137","2011-11-09",14.55
"138","2011-11-10",14.7
"139","2011-11-11",14.75
"140","2011-11-14",14.34
"141","2011-11-15",14.45
"142","2011-11-16",14.4
"143","2011-11-17",14.3
"144","2011-11-18",14.3
"145","2011-11-21",14.3
"146","2011-11-22",14.3
"147","2011-11-23",14.35
"148","2011-11-25",14.48
"149","2011-11-28",14.32
"150","2011-11-29",14.26
"151","2011-11-30",14.32
"152","2011-12-01",14.35
"153","2011-12-02",14.33
"154","2011-12-05",14.37
"155","2011-12-06",14.36
"156","2011-12-07",14.35
"157","2011-12-08",14.35
"158","2011-12-09",14.35
"159","2011-12-12",14.25
"160","2011-12-13",14.35
"161","2011-12-14",14.36
"162","2011-12-15",14.42
"163","2011-12-16",14.51
"164","2011-12-19",14.61
"165","2011-12-20",14.81
"166","2011-12-21",14.66
"167","2011-12-22",14.64
"168","2011-12-23",14.67
"169","2011-12-27",14.65
"170","2011-12-28",14.64
"171","2011-12-29",14.64
"172","2011-12-30",14.33
"173","2012-01-03",14.51
"174","2012-01-04",14.5
"175","2012-01-05",14.54
"176","2012-01-06",14.57
"177","2012-01-09",14.55
"178","2012-01-10",14.58
"179","2012-01-11",15.47
"180","2012-01-12",15.5
"181","2012-01-13",15.35
"182","2012-01-17",15.45
"183","2012-01-18",15.12
"184","2012-01-19",14.9
"185","2012-01-20",15.4
"186","2012-01-23",15.47
"187","2012-01-24",15.65
"188","2012-01-25",15.54
"189","2012-01-26",15.65
"190","2012-01-27",17.25
"191","2012-01-30",20.49
"192","2012-01-31",20.76
"193","2012-02-01",21
"194","2012-02-02",24.02
"195","2012-02-03",27.6
"196","2012-02-06",26.27
"197","2012-02-07",22.85
"198","2012-02-08",22.42
"199","2012-02-09",23.65
"200","2012-02-10",22.82
"201","2012-02-13",23.07
"202","2012-02-14",22.719999
"203","2012-02-15",21.469999
"204","2012-02-16",20.610001
"205","2012-02-17",22.200001
"206","2012-02-21",22.629999
"207","2012-02-22",22.41
"208","2012-02-23",21.889999
"209","2012-02-24",22.25
"210","2012-02-27",23.32
"211","2012-02-28",25.190001
"212","2012-02-29",24.92
"213","2012-03-01",25.09
"214","2012-03-02",25.469999
"215","2012-03-05",24.6
"216","2012-03-06",24.49
"217","2012-03-07",24.799999
"218","2012-03-08",24.700001
"219","2012-03-09",24.26
"220","2012-03-12",25.799999
"221","2012-03-13",26.98
"222","2012-03-14",27.25
"223","2012-03-15",27.99
"224","2012-03-16",27.799999
"225","2012-03-19",27.959999
"226","2012-03-20",28.73
"227","2012-03-21",31.92
"228","2012-03-22",31.790001
"229","2012-03-23",35.540001
"230","2012-03-26",38.18
"231","2012-03-27",35.5
"232","2012-03-28",36.91
"233","2012-03-29",38.25
"234","2012-03-30",39.5
"235","2012-04-02",41.900002
"236","2012-04-03",43.490002
"237","2012-04-04",45.880001
"238","2012-04-05",38.93
"239","2012-04-09",35.450001
"240","2012-04-10",38
"241","2012-04-11",35.66
"242","2012-04-12",35.990002
"243","2012-04-13",36.73
"244","2012-04-16",34.790001
"245","2012-04-17",34
"246","2012-04-18",30.299999
"247","2012-04-19",26.24
"248","2012-04-20",26.5
"249","2012-04-23",26.35
"250","2012-04-24",26.219999
"251","2012-04-25",25.99
"252","2012-04-26",25.540001
"253","2012-04-27",25.879999
"254","2012-04-30",26.27
"255","2012-05-01",26.299999
"256","2012-05-02",27.76
"257","2012-05-03",26.99
"258","2012-05-04",27.91
"259","2012-05-07",27.860001
"260","2012-05-08",27.59
"261","2012-05-09",27.530001
"262","2012-05-10",27.799999
"263","2012-05-11",26.879999
"264","2012-05-14",28.690001
"265","2012-05-15",29.950001
"266","2012-05-16",27.9
"267","2012-05-17",26.799999
"268","2012-05-18",19.27
"269","2012-05-21",18.690001
"270","2012-05-22",19.59
"271","2012-05-23",20.6
"272","2012-05-24",20.540001
"273","2012-05-25",20.059999
"274","2012-05-29",19.75
"275","2012-05-30",19.33
"276","2012-05-31",19.110001
"277","2012-06-01",18.299999
"278","2012-06-04",18.15
"279","2012-06-05",17.950001
"280","2012-06-06",18.41
"281","2012-06-07",18.25
"282","2012-06-08",18.290001
"283","2012-06-11",18.24
"284","2012-06-12",18.24
"285","2012-06-13",18.23
"286","2012-06-14",18.16
"287","2012-06-15",18.35
"288","2012-06-18",18.93
"289","2012-06-19",18.719999
"290","2012-06-20",18.440001
"291","2012-06-21",18.360001
"292","2012-06-22",19.02
"293","2012-06-25",18.309999
"294","2012-06-26",18.1
"295","2012-06-27",18.040001
"296","2012-06-28",17.43
"297","2012-06-29",17.66
"298","2012-07-02",17.799999
"299","2012-07-03",17.59
"300","2012-07-05",17.51
"301","2012-07-06",17.42
"302","2012-07-09",17.67
"303","2012-07-10",17.58
"304","2012-07-11",17.629999
"305","2012-07-12",17.4
"306","2012-07-13",17.42
"307","2012-07-16",16.58
"308","2012-07-17",16.07
"309","2012-07-18",15.98
"310","2012-07-19",16.08
"311","2012-07-20",16.379999
"312","2012-07-23",16.01
"313","2012-07-24",16.129999
"314","2012-07-25",16.370001
"315","2012-07-26",15.95
"316","2012-07-27",15.78
"317","2012-07-30",15.82
"318","2012-07-31",16.129999
"319","2012-08-01",15.8
"320","2012-08-02",15.75
"321","2012-08-03",16.030001
"322","2012-08-06",16.1
"323","2012-08-07",16.129999
"324","2012-08-08",16.040001
"325","2012-08-09",16.049999
"326","2012-08-10",16.01
"327","2012-08-13",16.030001
"328","2012-08-14",15.96
"329","2012-08-15",16
"330","2012-08-16",15.98
"331","2012-08-17",16.08
"332","2012-08-20",16.030001
"333","2012-08-21",15.95
"334","2012-08-22",15.95
"335","2012-08-23",15.96
"336","2012-08-24",16.09
"337","2012-08-27",16.030001
"338","2012-08-28",16.09
"339","2012-08-29",16.059999
"340","2012-08-30",16.030001
"341","2012-08-31",16.049999
"342","2012-09-04",16.09
"343","2012-09-05",16.08
"344","2012-09-06",16.200001
"345","2012-09-07",16.16
"346","2012-09-10",16.059999
"347","2012-09-11",16.059999
"348","2012-09-12",16.08
"349","2012-09-13",16.09
"350","2012-09-14",16.23
"351","2012-09-17",16.190001
"352","2012-09-18",16.23
"353","2012-09-19",16.620001
"354","2012-09-20",16.809999
"355","2012-09-21",17.059999
"356","2012-09-24",17.02
"357","2012-09-25",17
"358","2012-09-26",17.16
"359","2012-09-27",17.530001
"360","2012-09-28",17.440001
"361","2012-10-01",17.459999
"362","2012-10-02",17.32
"363","2012-10-03",17.379999
"364","2012-10-04",17.459999
"365","2012-10-05",17.27
"366","2012-10-08",17.43
"367","2012-10-09",17.33
"368","2012-10-10",17.4
"369","2012-10-11",17.450001
"370","2012-10-12",17.5
"371","2012-10-15",17.42
"372","2012-10-16",17.360001
"373","2012-10-17",17.4
"374","2012-10-18",17.379999
"375","2012-10-19",17.370001
"376","2012-10-22",17.360001
"377","2012-10-23",17.309999
"378","2012-10-24",17.73
"379","2012-10-25",17.969999
"380","2012-10-26",17.98
"381","2012-10-31",17.940001
"382","2012-11-01",18.139999
"383","2012-11-02",17.940001
"384","2012-11-05",18.120001
"385","2012-11-06",18.23
"386","2012-11-07",17.889999
"387","2012-11-08",17.68
"388","2012-11-09",17.5
"389","2012-11-12",17.42
"390","2012-11-13",17.35
"391","2012-11-14",17.41
"392","2012-11-15",17.35
"393","2012-11-16",17.5
"394","2012-11-19",17.92
"395","2012-11-20",17.790001
"396","2012-11-21",18.08
"397","2012-11-23",18.120001
"398","2012-11-26",18.200001
"399","2012-11-27",18.200001
"400","2012-11-28",18.27
"401","2012-11-29",18.25
"402","2012-11-30",18.190001
"403","2012-12-03",18.129999
"404","2012-12-04",17.93
"405","2012-12-05",17.92
"406","2012-12-06",17.620001
"407","2012-12-07",17.67
"408","2012-12-10",17.719999
"409","2012-12-11",17.73
"410","2012-12-12",17.74
"411","2012-12-13",17.85
"412","2012-12-14",17.75
"413","2012-12-17",17.690001
"414","2012-12-18",17.790001
"415","2012-12-19",17.73
"416","2012-12-20",17.67
"417","2012-12-21",17.6
"418","2012-12-24",17.5
"419","2012-12-26",17.290001
"420","2012-12-27",17.290001
"421","2012-12-28",17.299999
"422","2012-12-31",17.440001
"423","2013-01-02",17.700001
"424","2013-01-03",17.59
"425","2013-01-04",17.790001
"426","2013-01-07",17.700001
"427","2013-01-08",17.620001
"428","2013-01-09",17.82
"429","2013-01-10",17.66
"430","2013-01-11",17.700001
"431","2013-01-14",17.700001
"432","2013-01-15",17.82
"433","2013-01-16",17.75
"434","2013-01-17",17.860001
"435","2013-01-18",17.700001
"436","2013-01-22",17.76
"437","2013-01-23",17.709999
"438","2013-01-24",17.889999
"439","2013-01-25",18
"440","2013-01-28",18.65
"441","2013-01-29",18.620001
"442","2013-01-30",18.370001
"443","2013-01-31",18.309999
"444","2013-02-01",18.43
"445","2013-02-04",18.309999
"446","2013-02-05",18.34
"447","2013-02-06",18.85
"448","2013-02-07",18.66
"449","2013-02-08",18.73
"450","2013-02-11",18.440001
"451","2013-02-12",18.66
"452","2013-02-13",18.610001
"453","2013-02-14",18.530001
"454","2013-02-15",18.51
"455","2013-02-19",18.42
"456","2013-02-20",18.299999
"457","2013-02-21",18.07
"458","2013-02-22",18.24
"459","2013-02-25",18.120001
"460","2013-02-26",18.33
"461","2013-02-27",18.42
"462","2013-02-28",18.610001
"463","2013-03-01",18.57
"464","2013-03-04",18.700001
"465","2013-03-05",18.73
"466","2013-03-06",18.91
"467","2013-03-07",18.9
"468","2013-03-08",18.77
"469","2013-03-11",18.870001
"470","2013-03-12",18.969999
"471","2013-03-13",19.16
"472","2013-03-14",19.32
"473","2013-03-15",19.6
"474","2013-03-18",19.48
"475","2013-03-19",19.469999
"476","2013-03-20",19.690001
"477","2013-03-21",19.690001
"478","2013-03-22",19.719999
"479","2013-03-25",19.549999
"480","2013-03-26",19.43
"481","2013-03-27",19.32
"482","2013-03-28",19.290001
"483","2013-04-01",19.16
"484","2013-04-02",19.07
"485","2013-04-03",19.030001
"486","2013-04-04",18.85
"487","2013-04-05",18.82
"488","2013-04-08",18.959999
"489","2013-04-09",18.92
"490","2013-04-10",19
"491","2013-04-11",18.99
"492","2013-04-12",18.959999
"493","2013-04-15",18.73
"494","2013-04-16",18.77
"495","2013-04-17",18.629999
"496","2013-04-18",18.530001
"497","2013-04-19",18.59
"498","2013-04-22",18.57
"499","2013-04-23",18.59
"500","2013-04-24",18.549999
"501","2013-04-25",18.549999
"502","2013-04-26",18.530001
"503","2013-04-29",18.540001
"504","2013-04-30",18.6
"505","2013-05-01",18.41
"506","2013-05-02",18.629999
"507","2013-05-03",18.85
"508","2013-05-06",18.799999
"509","2013-05-07",18.82
"510","2013-05-08",18.860001
"511","2013-05-09",18.639999
"512","2013-05-10",18.74
"513","2013-05-13",18.639999
"514","2013-05-14",18.75
"515","2013-05-15",18.629999
"516","2013-05-16",18.629999
"517","2013-05-17",18.719999
"518","2013-05-20",19.24
"519","2013-05-21",19.26
"520","2013-05-22",19.02
"521","2013-05-23",19.049999
"522","2013-05-24",19.1
"523","2013-05-28",19.370001
"524","2013-05-29",19.57
"525","2013-05-30",19.799999
"526","2013-05-31",19.6
"527","2013-06-03",19.809999
"528","2013-06-04",19.950001
"529","2013-06-05",19.84
"530","2013-06-06",19.84
"531","2013-06-07",19.860001
"532","2013-06-10",20.120001
"533","2013-06-11",19.9
"534","2013-06-12",19.98
"535","2013-06-13",20.040001
"536","2013-06-14",20
"537","2013-06-17",20.190001
"538","2013-06-18",20.120001
"539","2013-06-19",20
"540","2013-06-20",19.66
"541","2013-06-21",19.790001
"542","2013-06-24",19.5
"543","2013-06-25",19.469999
"544","2013-06-26",19.450001
"545","2013-06-27",19.620001
"546","2013-06-28",19.860001
"547","2013-07-01",20.360001
"548","2013-07-02",20.27
"549","2013-07-03",20.24
"550","2013-07-05",20.26
"551","2013-07-08",20.450001
"552","2013-07-09",20.41
"553","2013-07-10",20.299999
"554","2013-07-11",20.440001
"555","2013-07-12",20.42
"556","2013-07-15",20.610001
"557","2013-07-16",20.58
"558","2013-07-17",20.66
"559","2013-07-18",20.450001
"560","2013-07-19",20.42
"561","2013-07-22",20.299999
"562","2013-07-23",20.299999
"563","2013-07-24",20.190001
"564","2013-07-25",20.85
"565","2013-07-26",20.969999
"566","2013-07-29",20.66
"567","2013-07-30",21.16
"568","2013-07-31",21.42
"569","2013-08-01",21.41
"570","2013-08-02",21.379999
"571","2013-08-05",21.65
"572","2013-08-06",21.950001
"573","2013-08-07",21.389999
