"","date","MDGS"
"1","2015-08-05",180.800003
"2","2015-08-06",184
"3","2015-08-07",184
"4","2015-08-10",184
"5","2015-08-11",184
"6","2015-08-12",184
"7","2015-08-13",184
"8","2015-08-14",184
"9","2015-08-17",184
"10","2015-08-18",184
"11","2015-08-19",184
"12","2015-08-20",184
"13","2015-08-21",184
"14","2015-08-24",184
"15","2015-08-25",171.600006
"16","2015-08-26",171.600006
"17","2015-08-27",154
"18","2015-08-28",154
"19","2015-08-31",154
"20","2015-09-01",152
"21","2015-09-02",152
"22","2015-09-03",159.600006
"23","2015-09-04",159.600006
"24","2015-09-08",167.199997
"25","2015-09-09",167.199997
"26","2015-09-10",167.199997
"27","2015-09-11",167.199997
"28","2015-09-14",160
"29","2015-09-15",160
"30","2015-09-16",156
"31","2015-09-17",156
"32","2015-09-18",200
"33","2015-09-21",158.800003
"34","2015-09-22",162.119995
"35","2015-09-23",164
"36","2015-09-24",164.399994
"37","2015-09-25",162
"38","2015-09-28",162
"39","2015-09-29",162
"40","2015-09-30",179.199997
"41","2015-10-01",179.199997
"42","2015-10-02",179.199997
"43","2015-10-05",179.199997
"44","2015-10-06",179.199997
"45","2015-10-07",179.199997
"46","2015-10-08",179.199997
"47","2015-10-09",179.199997
"48","2015-10-12",156
"49","2015-10-13",156
"50","2015-10-14",156
"51","2015-10-15",156
"52","2015-10-16",156
"53","2015-10-19",158
"54","2015-10-20",158
"55","2015-10-21",158
"56","2015-10-22",158
"57","2015-10-23",132.800003
"58","2015-10-26",163.199997
"59","2015-10-27",163.600006
"60","2015-10-28",163.600006
"61","2015-10-29",163.600006
"62","2015-10-30",161.199997
"63","2015-11-02",154.800003
"64","2015-11-03",157.199997
"65","2015-11-04",158
"66","2015-11-05",158
"67","2015-11-06",158
"68","2015-11-09",158
"69","2015-11-10",138.800003
"70","2015-11-11",138.800003
"71","2015-11-12",138.800003
"72","2015-11-13",138.800003
"73","2015-11-16",138.800003
"74","2015-11-17",138.800003
"75","2015-11-18",150.800003
"76","2015-11-19",150.800003
"77","2015-11-20",150.800003
"78","2015-11-23",150.800003
"79","2015-11-24",150.800003
"80","2015-11-25",150.800003
"81","2015-11-27",150.800003
"82","2015-11-30",135.600006
"83","2015-12-01",135.600006
"84","2015-12-02",135.600006
"85","2015-12-03",135.600006
"86","2015-12-04",135.600006
"87","2015-12-07",124.400002
"88","2015-12-08",124.400002
"89","2015-12-09",124.400002
"90","2015-12-10",124.400002
"91","2015-12-11",124.400002
"92","2015-12-14",124.400002
"93","2015-12-15",124.400002
"94","2015-12-16",124.400002
"95","2015-12-17",121.199997
"96","2015-12-18",121.199997
"97","2015-12-21",121.199997
"98","2015-12-22",121.199997
"99","2015-12-23",116
"100","2015-12-24",116
"101","2015-12-28",115.599998
"102","2015-12-29",115.599998
"103","2015-12-30",115.599998
"104","2015-12-31",107.199997
"105","2016-01-04",107.199997
"106","2016-01-05",107.199997
"107","2016-01-06",107.199997
"108","2016-01-07",107.199997
"109","2016-01-08",107.199997
"110","2016-01-11",107.199997
"111","2016-01-12",107.199997
"112","2016-01-13",107.199997
"113","2016-01-14",107.199997
"114","2016-01-15",107.199997
