"","date","AEL"
"273","2008-02-01",8.56
"274","2008-02-04",8.54
"275","2008-02-05",8.8
"276","2008-02-06",8.49
"277","2008-02-07",8.59
"278","2008-02-08",8.35
"279","2008-02-11",8.15
"280","2008-02-12",8.4
"281","2008-02-13",8.75
"282","2008-02-14",8.41
"283","2008-02-15",8.61
"284","2008-02-19",8.57
"285","2008-02-20",8.44
"286","2008-02-21",9.01
"287","2008-02-22",9.54
"288","2008-02-25",9.86
"289","2008-02-26",9.73
"290","2008-02-27",10
"291","2008-02-28",9.47
"292","2008-02-29",9.55
"293","2008-03-03",9.43
"294","2008-03-04",9.78
"295","2008-03-05",9.25
"296","2008-03-06",8.71
"297","2008-03-07",8.58
"298","2008-03-10",8.64
"299","2008-03-11",9.01
"300","2008-03-12",8.99
"301","2008-03-13",9.24
"302","2008-03-14",8.52
"303","2008-03-17",8.48
"304","2008-03-18",9.17
"305","2008-03-19",9.02
"306","2008-03-20",9.51
"307","2008-03-24",9.84
"308","2008-03-25",9.9
"309","2008-03-26",9.88
"310","2008-03-27",9.65
"311","2008-03-28",9.53
"312","2008-03-31",9.28
"313","2008-04-01",10.01
"314","2008-04-02",9.79
"315","2008-04-03",9.94
"316","2008-04-04",9.97
"317","2008-04-07",9.82
"318","2008-04-08",9.93
"319","2008-04-09",9.73
"320","2008-04-10",9.96
"321","2008-04-11",9.8
"322","2008-04-14",9.83
"323","2008-04-15",9.79
"324","2008-04-16",10.08
"325","2008-04-17",9.85
"326","2008-04-18",9.69
"327","2008-04-21",9.54
"328","2008-04-22",9.51
"329","2008-04-23",9.34
"330","2008-04-24",9.66
"331","2008-04-25",9.6
"332","2008-04-28",9.65
"333","2008-04-29",9.62
"334","2008-04-30",9.65
"335","2008-05-01",9.89
"336","2008-05-02",9.91
"337","2008-05-05",9.77
"338","2008-05-06",9.91
"339","2008-05-07",9.62
"340","2008-05-08",10.17
"341","2008-05-09",10.2
"342","2008-05-12",10.35
"343","2008-05-13",10.72
"344","2008-05-14",10.65
"345","2008-05-15",10.62
"346","2008-05-16",10.46
"347","2008-05-19",10.46
"348","2008-05-20",10.3
"349","2008-05-21",10.32
"350","2008-05-22",10.33
"351","2008-05-23",10.62
"352","2008-05-27",10.6
"353","2008-05-28",10.47
"354","2008-05-29",10.73
"355","2008-05-30",10.57
"356","2008-06-02",10.65
"357","2008-06-03",10.62
"358","2008-06-04",10.59
"359","2008-06-05",10.84
"360","2008-06-06",10.77
"361","2008-06-09",10.81
"362","2008-06-10",10.93
"363","2008-06-11",10.85
"364","2008-06-12",11.13
"365","2008-06-13",11.29
"366","2008-06-16",11.6
"367","2008-06-17",11.34
"368","2008-06-18",11.53
"369","2008-06-19",11.55
"370","2008-06-20",11.43
"371","2008-06-23",11.53
"372","2008-06-24",10.85
"373","2008-06-25",10.58
"374","2008-06-26",8.01
"375","2008-06-27",8.15
"376","2008-06-30",8.15
"377","2008-07-01",8.26
"378","2008-07-02",8.14
"379","2008-07-03",8.16
"380","2008-07-07",7.87
"381","2008-07-08",8.49
"382","2008-07-09",8.06
"383","2008-07-10",8.33
"384","2008-07-11",7.9
"385","2008-07-14",7.83
"386","2008-07-15",7.87
"387","2008-07-16",8.38
"388","2008-07-17",8.64
"389","2008-07-18",8.47
"390","2008-07-21",8.5
"391","2008-07-22",9.02
"392","2008-07-23",9.47
"393","2008-07-24",9
"394","2008-07-25",8.98
"395","2008-07-28",8.58
"396","2008-07-29",8.94
"397","2008-07-30",8.72
"398","2008-07-31",8.74
"399","2008-08-01",8.81
"400","2008-08-04",8.94
"401","2008-08-05",8.9
"402","2008-08-06",8.75
"403","2008-08-07",8.56
"404","2008-08-08",8.6
"405","2008-08-11",8.86
"406","2008-08-12",8.81
"407","2008-08-13",9.01
"408","2008-08-14",9.34
"409","2008-08-15",9.45
"410","2008-08-18",9.29
"411","2008-08-19",8.98
"412","2008-08-20",9.07
"413","2008-08-21",8.79
"414","2008-08-22",8.9
"415","2008-08-25",8.71
"416","2008-08-26",8.7
"417","2008-08-27",9.07
"418","2008-08-28",9.31
"419","2008-08-29",9.19
"420","2008-09-02",9.32
"421","2008-09-03",9.67
"422","2008-09-04",9.58
"423","2008-09-05",9.64
"424","2008-09-08",9.96
"425","2008-09-09",9.17
"426","2008-09-10",9.32
"427","2008-09-11",9.05
"428","2008-09-12",8.88
"429","2008-09-15",8.47
"430","2008-09-16",9.1
"431","2008-09-17",8.42
"432","2008-09-18",9.11
"433","2008-09-19",9.8
"434","2008-09-22",9.71
"435","2008-09-23",9.54
"436","2008-09-24",9.07
"437","2008-09-25",9.11
"438","2008-09-26",9.01
"439","2008-09-29",7.35
"440","2008-09-30",7.5
"441","2008-10-01",6.02
"442","2008-10-02",6.13
"443","2008-10-03",6.19
"444","2008-10-06",7.3
"445","2008-10-07",7.43
"446","2008-10-08",7.5
"447","2008-10-09",4.75
"448","2008-10-10",4.98
"449","2008-10-13",5.8
"450","2008-10-14",5.62
"451","2008-10-15",4.83
"452","2008-10-16",5.2
"453","2008-10-17",4.68
"454","2008-10-20",4.83
"455","2008-10-21",4.66
"456","2008-10-22",4.35
"457","2008-10-23",4.39
"458","2008-10-24",4.25
"459","2008-10-27",3.94
"460","2008-10-28",4.05
"461","2008-10-29",4.16
"462","2008-10-30",4.42
"463","2008-10-31",4.52
"464","2008-11-03",4.65
"465","2008-11-04",4.72
"466","2008-11-05",4.16
"467","2008-11-06",5.16
"468","2008-11-07",5.35
"469","2008-11-10",5.45
"470","2008-11-11",5.39
"471","2008-11-12",4.89
"472","2008-11-13",5.03
"473","2008-11-14",4.39
"474","2008-11-17",4.51
"475","2008-11-18",4.57
"476","2008-11-19",4.35
"477","2008-11-20",4.17
"478","2008-11-21",4.6
"479","2008-11-24",4.79
"480","2008-11-25",5.47
"481","2008-11-26",5.89
"482","2008-11-28",6.22
"483","2008-12-01",5.28
"484","2008-12-02",5.77
"485","2008-12-03",6.05
"486","2008-12-04",6.1
"487","2008-12-05",6.59
"488","2008-12-08",6.89
"489","2008-12-09",6.87
"490","2008-12-10",7.19
"491","2008-12-11",5.48
"492","2008-12-12",5.79
"493","2008-12-15",5.49
"494","2008-12-16",5.74
"495","2008-12-17",5.81
"496","2008-12-18",5.98
"497","2008-12-19",6.44
"498","2008-12-22",6.86
"499","2008-12-23",6.66
"500","2008-12-24",6.54
"501","2008-12-26",6.75
"502","2008-12-29",6.14
"503","2008-12-30",6.66
"504","2008-12-31",7
"505","2009-01-02",7.09
"506","2009-01-05",7.03
"507","2009-01-06",7.32
"508","2009-01-07",6.9
"509","2009-01-08",7
"510","2009-01-09",6.86
"511","2009-01-12",6.79
"512","2009-01-13",6.84
"513","2009-01-14",6.58
"514","2009-01-15",6.71
"515","2009-01-16",6.96
"516","2009-01-20",6.02
"517","2009-01-21",6.74
"518","2009-01-22",6.14
"519","2009-01-23",6.24
"520","2009-01-26",6.2
"521","2009-01-27",6.55
"522","2009-01-28",7.11
"523","2009-01-29",6.76
"524","2009-01-30",6.69
"525","2009-02-02",6.77
"526","2009-02-03",6.56
"527","2009-02-04",6.43
"528","2009-02-05",6.47
"529","2009-02-06",6.37
"530","2009-02-09",6.29
"531","2009-02-10",6.03
"532","2009-02-11",6.14
"533","2009-02-12",5.91
"534","2009-02-13",5.59
"535","2009-02-17",5.03
"536","2009-02-18",4.93
"537","2009-02-19",4.55
"538","2009-02-20",4.28
"539","2009-02-23",3.75
"540","2009-02-24",4.13
"541","2009-02-25",3.86
"542","2009-02-26",3.5
"543","2009-02-27",3.84
"544","2009-03-02",3.64
"545","2009-03-03",3.4
"546","2009-03-04",3.61
"547","2009-03-05",3.25
"548","2009-03-06",3.19
"549","2009-03-09",3.09
"550","2009-03-10",3.29
"551","2009-03-11",3.25
"552","2009-03-12",3.52
"553","2009-03-13",3.6
"554","2009-03-16",3.39
"555","2009-03-17",3.74
"556","2009-03-18",4.07
"557","2009-03-19",3.99
"558","2009-03-20",3.73
"559","2009-03-23",4.32
"560","2009-03-24",4.39
"561","2009-03-25",4.42
"562","2009-03-26",4.86
"563","2009-03-27",4.56
"564","2009-03-30",4.01
"565","2009-03-31",4.16
"566","2009-04-01",4.62
"567","2009-04-02",5.19
"568","2009-04-03",5.05
"569","2009-04-06",5.09
"570","2009-04-07",4.89
"571","2009-04-08",5.09
"572","2009-04-09",5.2
"573","2009-04-13",5.57
"574","2009-04-14",5.12
"575","2009-04-15",5.28
"576","2009-04-16",5.41
"577","2009-04-17",5.59
"578","2009-04-20",5.01
"579","2009-04-21",5.55
"580","2009-04-22",5.42
"581","2009-04-23",5.56
"582","2009-04-24",5.42
"583","2009-04-27",5.34
"584","2009-04-28",5.29
"585","2009-04-29",5.62
"586","2009-04-30",5.63
"587","2009-05-01",5.69
"588","2009-05-04",6.13
"589","2009-05-05",6.07
"590","2009-05-06",6.53
"591","2009-05-07",6.98
"592","2009-05-08",7
"593","2009-05-11",6.94
"594","2009-05-12",6.79
"595","2009-05-13",6.24
"596","2009-05-14",6.54
"597","2009-05-15",6.25
"598","2009-05-18",5.95
"599","2009-05-19",5.79
"600","2009-05-20",5.84
"601","2009-05-21",5.81
"602","2009-05-22",5.8
"603","2009-05-26",5.91
"604","2009-05-27",5.77
"605","2009-05-28",5.85
"606","2009-05-29",5.81
"607","2009-06-01",5.89
"608","2009-06-02",5.83
"609","2009-06-03",5.7
"610","2009-06-04",5.85
"611","2009-06-05",5.8
"612","2009-06-08",5.53
"613","2009-06-09",5.29
"614","2009-06-10",5.16
"615","2009-06-11",5.07
"616","2009-06-12",5.03
"617","2009-06-15",5.07
"618","2009-06-16",4.82
"619","2009-06-17",4.94
"620","2009-06-18",5.19
"621","2009-06-19",5.59
"622","2009-06-22",5.2
"623","2009-06-23",5.21
"624","2009-06-24",5.19
"625","2009-06-25",5.39
"626","2009-06-26",5.64
"627","2009-06-29",5.63
"628","2009-06-30",5.58
"629","2009-07-01",5.9
"630","2009-07-02",5.44
"631","2009-07-06",5.54
"632","2009-07-07",5.42
"633","2009-07-08",5.72
"634","2009-07-09",5.52
"635","2009-07-10",5.51
"636","2009-07-13",5.92
"637","2009-07-14",6.1
"638","2009-07-15",6.64
"639","2009-07-16",6.8
"640","2009-07-17",6.72
"641","2009-07-20",6.99
"642","2009-07-21",6.95
"643","2009-07-22",6.8
"644","2009-07-23",6.84
"645","2009-07-24",6.87
"646","2009-07-27",7.08
"647","2009-07-28",7.03
"648","2009-07-29",6.81
"649","2009-07-30",7.32
"650","2009-07-31",7.24
"651","2009-08-03",7.62
"652","2009-08-04",7.67
"653","2009-08-05",7.59
"654","2009-08-06",7.4
"655","2009-08-07",7.9
"656","2009-08-10",7.96
"657","2009-08-11",7.87
"658","2009-08-12",8.05
"659","2009-08-13",8.15
"660","2009-08-14",8.1
"661","2009-08-17",7.86
"662","2009-08-18",7.78
"663","2009-08-19",8.06
"664","2009-08-20",8.15
"665","2009-08-21",8.28
"666","2009-08-24",8.16
"667","2009-08-25",8.36
"668","2009-08-26",8.22
"669","2009-08-27",8.36
"670","2009-08-28",8.46
"671","2009-08-31",8.07
"672","2009-09-01",7.45
"673","2009-09-02",7.23
"674","2009-09-03",7.29
"675","2009-09-04",7.25
"676","2009-09-08",7.4
"677","2009-09-09",7.51
"678","2009-09-10",7.4
"679","2009-09-11",7.38
"680","2009-09-14",7.51
"681","2009-09-15",7.32
"682","2009-09-16",7.91
"683","2009-09-17",7.76
"684","2009-09-18",7.7
"685","2009-09-21",7.73
"686","2009-09-22",7.65
"687","2009-09-23",7.22
"688","2009-09-24",7.1
"689","2009-09-25",7.14
"690","2009-09-28",7.35
"691","2009-09-29",7.21
"692","2009-09-30",7.02
"693","2009-10-01",6.43
"694","2009-10-02",6.46
"695","2009-10-05",6.54
"696","2009-10-06",6.77
"697","2009-10-07",6.81
"698","2009-10-08",6.74
"699","2009-10-09",6.89
"700","2009-10-12",6.82
"701","2009-10-13",6.74
"702","2009-10-14",6.96
"703","2009-10-15",7.16
"704","2009-10-16",7.75
"705","2009-10-19",8
"706","2009-10-20",7.7
"707","2009-10-21",7.71
"708","2009-10-22",7.58
"709","2009-10-23",7.5
"710","2009-10-26",7.11
"711","2009-10-27",7.04
"712","2009-10-28",6.76
"713","2009-10-29",6.88
"714","2009-10-30",6.57
"715","2009-11-02",6.56
"716","2009-11-03",6.9
"717","2009-11-04",6.52
"718","2009-11-05",6.81
"719","2009-11-06",6.68
"720","2009-11-09",6.63
"721","2009-11-10",7.17
"722","2009-11-11",7.45
"723","2009-11-12",7.13
"724","2009-11-13",7.13
"725","2009-11-16",7.5
"726","2009-11-17",7.54
"727","2009-11-18",7.53
"728","2009-11-19",7.32
"729","2009-11-20",7.37
"730","2009-11-23",7.5
"731","2009-11-24",7.48
"732","2009-11-25",7.59
"733","2009-11-27",7.19
"734","2009-11-30",7.32
"735","2009-12-01",7.7
"736","2009-12-02",7.72
"737","2009-12-03",7.59
"738","2009-12-04",7.8
"739","2009-12-07",7.79
"740","2009-12-08",7.72
"741","2009-12-09",7.69
"742","2009-12-10",7.8
"743","2009-12-11",7.75
"744","2009-12-14",8.2
"745","2009-12-15",7.73
"746","2009-12-16",7.75
"747","2009-12-17",7.46
"748","2009-12-18",7.11
"749","2009-12-21",7.02
"750","2009-12-22",7.01
"751","2009-12-23",7.19
"752","2009-12-24",7.23
"753","2009-12-28",7.27
"754","2009-12-29",7.41
"755","2009-12-30",7.35
"756","2009-12-31",7.44
"757","2010-01-04",7.63
"758","2010-01-05",7.47
"759","2010-01-06",7.73
"760","2010-01-07",7.89
"761","2010-01-08",7.83
"762","2010-01-11",7.81
"763","2010-01-12",7.79
"764","2010-01-13",7.95
"765","2010-01-14",8.03
"766","2010-01-15",8.02
"767","2010-01-19",8.05
"768","2010-01-20",7.99
"769","2010-01-21",7.97
"770","2010-01-22",7.61
"771","2010-01-25",7.71
"772","2010-01-26",7.5
"773","2010-01-27",7.63
"774","2010-01-28",7.58
"775","2010-01-29",7.34
"776","2010-02-01",7.34
"777","2010-02-02",7.31
"778","2010-02-03",7.39
"779","2010-02-04",7.17
"780","2010-02-05",7.21
"781","2010-02-08",6.9
"782","2010-02-09",7.01
"783","2010-02-10",6.95
"784","2010-02-11",7.01
"785","2010-02-12",7.1
"786","2010-02-16",7.13
"787","2010-02-17",7.42
"788","2010-02-18",7.57
"789","2010-02-19",7.72
"790","2010-02-22",7.84
"791","2010-02-23",7.77
"792","2010-02-24",7.91
"793","2010-02-25",8.55
"794","2010-02-26",8.8
"795","2010-03-01",9.24
"796","2010-03-02",9.38
"797","2010-03-03",9.3
"798","2010-03-04",9.6
"799","2010-03-05",9.6
"800","2010-03-08",9.84
"801","2010-03-09",9.85
"802","2010-03-10",10.19
"803","2010-03-11",10.28
"804","2010-03-12",10.27
"805","2010-03-15",10.24
"806","2010-03-16",10.47
"807","2010-03-17",10.69
"808","2010-03-18",10.68
"809","2010-03-19",10.84
"810","2010-03-22",10.76
"811","2010-03-23",10.43
"812","2010-03-24",10.58
"813","2010-03-25",10.32
"814","2010-03-26",10.38
"815","2010-03-29",10.6
"816","2010-03-30",10.72
"817","2010-03-31",10.65
"818","2010-04-01",10.76
"819","2010-04-05",10.79
"820","2010-04-06",10.87
"821","2010-04-07",10.87
"822","2010-04-08",10.8
"823","2010-04-09",10.73
"824","2010-04-12",10.77
"825","2010-04-13",10.91
"826","2010-04-14",11.32
"827","2010-04-15",11.39
"828","2010-04-16",10.97
"829","2010-04-19",11.25
"830","2010-04-20",11.25
"831","2010-04-21",11.26
"832","2010-04-22",11.13
"833","2010-04-23",11.3
"834","2010-04-26",11.24
"835","2010-04-27",10.58
"836","2010-04-28",10.7
"837","2010-04-29",10.84
"838","2010-04-30",10.52
"839","2010-05-03",10.65
"840","2010-05-04",10.29
"841","2010-05-05",10.01
"842","2010-05-06",9.7
"843","2010-05-07",9.45
"844","2010-05-10",10.3
"845","2010-05-11",10.13
"846","2010-05-12",10.3
"847","2010-05-13",10.25
"848","2010-05-14",9.86
"849","2010-05-17",9.78
"850","2010-05-18",9.45
"851","2010-05-19",9.53
"852","2010-05-20",9.03
"853","2010-05-21",9.11
"854","2010-05-24",8.83
"855","2010-05-25",8.98
"856","2010-05-26",9.17
"857","2010-05-27",9.76
"858","2010-05-28",9.41
"859","2010-06-01",9.1
"860","2010-06-02",9.56
"861","2010-06-03",9.56
"862","2010-06-04",9
"863","2010-06-07",8.85
"864","2010-06-08",8.88
"865","2010-06-09",8.84
"866","2010-06-10",9.18
"867","2010-06-11",9.27
"868","2010-06-14",9.28
"869","2010-06-15",9.88
"870","2010-06-16",9.82
"871","2010-06-17",9.83
"872","2010-06-18",10.2
"873","2010-06-21",10.17
"874","2010-06-22",9.97
"875","2010-06-23",9.95
"876","2010-06-24",10.02
"877","2010-06-25",11.39
"878","2010-06-28",10.89
"879","2010-06-29",10.59
"880","2010-06-30",10.32
"881","2010-07-01",10.17
"882","2010-07-02",10.37
"883","2010-07-06",10.04
"884","2010-07-07",10.48
"885","2010-07-08",10.64
"886","2010-07-09",10.73
"887","2010-07-12",10.46
"888","2010-07-13",10.83
"889","2010-07-14",10.7
"890","2010-07-15",10.36
"891","2010-07-16",10.03
"892","2010-07-19",10.06
"893","2010-07-20",10.18
"894","2010-07-21",9.8
"895","2010-07-22",10.17
"896","2010-07-23",10.41
"897","2010-07-26",10.73
"898","2010-07-27",10.73
"899","2010-07-28",10.62
"900","2010-07-29",10.82
"901","2010-07-30",10.8
"902","2010-08-02",10.82
"903","2010-08-03",10.82
"904","2010-08-04",10.95
"905","2010-08-05",11.06
"906","2010-08-06",11.01
"907","2010-08-09",10.93
"908","2010-08-10",10.81
"909","2010-08-11",10.36
"910","2010-08-12",10.26
"911","2010-08-13",10.15
"912","2010-08-16",10.28
"913","2010-08-17",10.46
"914","2010-08-18",10.61
"915","2010-08-19",10.08
"916","2010-08-20",10.07
"917","2010-08-23",9.68
"918","2010-08-24",9.35
"919","2010-08-25",9.51
"920","2010-08-26",9.38
"921","2010-08-27",9.77
"922","2010-08-30",9.38
"923","2010-08-31",9.49
"924","2010-09-01",10.07
"925","2010-09-02",10.08
"926","2010-09-03",10.31
"927","2010-09-07",10.15
"928","2010-09-08",10.31
"929","2010-09-09",10.36
"930","2010-09-10",10.44
"931","2010-09-13",10.74
"932","2010-09-14",10.84
"933","2010-09-15",10.87
"934","2010-09-16",10
"935","2010-09-17",10.02
"936","2010-09-20",10.26
"937","2010-09-21",10.49
"938","2010-09-22",10.37
"939","2010-09-23",10.17
"940","2010-09-24",10.33
"941","2010-09-27",10.39
"942","2010-09-28",10.5
"943","2010-09-29",10.4
"944","2010-09-30",10.24
"945","2010-10-01",10.37
"946","2010-10-04",10.25
"947","2010-10-05",10.56
"948","2010-10-06",10.69
"949","2010-10-07",10.63
"950","2010-10-08",10.73
"951","2010-10-11",10.73
"952","2010-10-12",10.84
"953","2010-10-13",10.84
"954","2010-10-14",10.77
"955","2010-10-15",10.85
"956","2010-10-18",10.88
"957","2010-10-19",10.72
"958","2010-10-20",10.81
"959","2010-10-21",11.09
"960","2010-10-22",11.25
"961","2010-10-25",11.07
"962","2010-10-26",11.15
"963","2010-10-27",10.92
"964","2010-10-28",10.88
"965","2010-10-29",10.85
"966","2010-11-01",10.7
"967","2010-11-02",11.01
"968","2010-11-03",11
"969","2010-11-04",11.28
"970","2010-11-05",11.41
"971","2010-11-08",11.27
"972","2010-11-09",11.29
"973","2010-11-10",11.49
"974","2010-11-11",11.44
"975","2010-11-12",11.27
"976","2010-11-15",11.1
"977","2010-11-16",10.94
"978","2010-11-17",10.99
"979","2010-11-18",11.07
"980","2010-11-19",11.01
"981","2010-11-22",11.12
"982","2010-11-23",10.98
"983","2010-11-24",11.16
"984","2010-11-26",11.15
"985","2010-11-29",10.97
"986","2010-11-30",10.98
"987","2010-12-01",11.25
"988","2010-12-02",11.38
"989","2010-12-03",11.99
"990","2010-12-06",11.95
"991","2010-12-07",12.04
"992","2010-12-08",12.18
"993","2010-12-09",12.51
"994","2010-12-10",12.51
"995","2010-12-13",12.6
"996","2010-12-14",12.8
"997","2010-12-15",12.6
"998","2010-12-16",12.63
"999","2010-12-17",12.76
"1000","2010-12-20",12.93
"1001","2010-12-21",12.95
