"","date","GNMK"
"141","2010-12-16",4.34
"142","2010-12-17",4.15
"143","2010-12-20",4.07
"144","2010-12-21",4.11
"145","2010-12-22",4.17
"146","2010-12-23",4.05
"147","2010-12-27",4.1
"148","2010-12-28",4.24
"149","2010-12-29",4.1
"150","2010-12-30",4.15
"151","2010-12-31",4.09
"152","2011-01-03",4.69
"153","2011-01-04",4.41
"154","2011-01-05",4.29
"155","2011-01-06",4.26
"156","2011-01-07",4.55
"157","2011-01-10",4.64
"158","2011-01-11",4.51
"159","2011-01-12",4.5
"160","2011-01-13",4.5
"161","2011-01-14",4.55
"162","2011-01-18",4.52
"163","2011-01-19",4.95
"164","2011-01-20",5
"165","2011-01-21",4.94
"166","2011-01-24",4.99
"167","2011-01-25",4.75
"168","2011-01-26",4.9
"169","2011-01-27",4.81
"170","2011-01-28",4.85
"171","2011-01-31",4.66
"172","2011-02-01",4.5
"173","2011-02-02",4.4
"174","2011-02-03",4.38
"175","2011-02-04",4.38
"176","2011-02-07",4.15
"177","2011-02-08",4.04
"178","2011-02-09",4.15
"179","2011-02-10",4.42
"180","2011-02-11",4.51
"181","2011-02-14",4.19
"182","2011-02-15",4.26
"183","2011-02-16",4.15
"184","2011-02-17",4.41
"185","2011-02-18",4.22
"186","2011-02-22",3.96
"187","2011-02-23",4
"188","2011-02-24",4.42
"189","2011-02-25",4.22
"190","2011-02-28",4.11
"191","2011-03-01",4.28
"192","2011-03-02",4.2
"193","2011-03-03",4.44
"194","2011-03-04",3.92
"195","2011-03-07",4.01
"196","2011-03-08",4.02
"197","2011-03-09",3.92
"198","2011-03-10",3.89
"199","2011-03-11",3.85
"200","2011-03-14",3.82
"201","2011-03-15",3.62
"202","2011-03-16",3.75
"203","2011-03-17",4.01
"204","2011-03-18",3.95
"205","2011-03-21",3.79
"206","2011-03-22",3.9
"207","2011-03-23",3.99
"208","2011-03-24",3.9
"209","2011-03-25",4.01
"210","2011-03-28",3.9
"211","2011-03-29",4.15
"212","2011-03-30",4
"213","2011-03-31",3.99
"214","2011-04-01",4
"215","2011-04-04",4.06
"216","2011-04-05",3.95
"217","2011-04-06",4.66
"218","2011-04-07",4.57
"219","2011-04-08",4.5
"220","2011-04-11",4.58
"221","2011-04-12",4.89
"222","2011-04-13",4.9
"223","2011-04-14",4.82
"224","2011-04-15",4.83
"225","2011-04-18",4.76
"226","2011-04-19",4.7
"227","2011-04-20",5
"228","2011-04-21",5.14
"229","2011-04-25",5.27
"230","2011-04-26",4.98
"231","2011-04-27",4.96
"232","2011-04-28",5.03
"233","2011-04-29",5.02
"234","2011-05-02",5.74
"235","2011-05-03",5.7
"236","2011-05-04",5.75
"237","2011-05-05",5.72
"238","2011-05-06",5.84
"239","2011-05-09",5.87
"240","2011-05-10",6.04
"241","2011-05-11",6
"242","2011-05-12",6
"243","2011-05-13",5.92
"244","2011-05-16",5.97
"245","2011-05-17",5.64
"246","2011-05-18",5.5
"247","2011-05-19",6.03
"248","2011-05-20",5.61
"249","2011-05-23",5.69
"250","2011-05-24",5.75
"251","2011-05-25",5.85
"252","2011-05-26",5.73
"253","2011-05-27",5.79
"254","2011-05-31",5.9
"255","2011-06-01",5.63
"256","2011-06-02",5.51
"257","2011-06-03",5.28
"258","2011-06-06",5.82
"259","2011-06-07",5.44
"260","2011-06-08",5.18
"261","2011-06-09",5.5
"262","2011-06-10",5.3
"263","2011-06-13",4.49
"264","2011-06-14",4.5
"265","2011-06-15",4.34
"266","2011-06-16",4.32
"267","2011-06-17",6.02
"268","2011-06-20",6.13
"269","2011-06-21",6.08
"270","2011-06-22",6.04
"271","2011-06-23",5.95
"272","2011-06-24",6.24
"273","2011-06-27",5.84
"274","2011-06-28",5.8
"275","2011-06-29",5.89
"276","2011-06-30",5.85
"277","2011-07-01",5.85
"278","2011-07-05",5.55
"279","2011-07-06",5.74
"280","2011-07-07",5.78
"281","2011-07-08",5.8
"282","2011-07-11",5.64
"283","2011-07-12",5.53
"284","2011-07-13",5.61
"285","2011-07-14",5.77
"286","2011-07-15",5.64
"287","2011-07-18",5.7
"288","2011-07-19",5.69
"289","2011-07-20",5.58
"290","2011-07-21",5.55
"291","2011-07-22",5.5
"292","2011-07-25",5.26
"293","2011-07-26",5.11
"294","2011-07-27",4.82
"295","2011-07-28",4.68
"296","2011-07-29",4.97
"297","2011-08-01",4.89
"298","2011-08-02",4.87
"299","2011-08-03",4.81
"300","2011-08-04",4.79
"301","2011-08-05",4.8
"302","2011-08-08",4.55
"303","2011-08-09",4.51
"304","2011-08-10",4.73
"305","2011-08-11",4.7
"306","2011-08-12",4.63
"307","2011-08-15",4.66
"308","2011-08-16",4.6
"309","2011-08-17",4.74
"310","2011-08-18",4.59
"311","2011-08-19",4.32
"312","2011-08-22",4.58
"313","2011-08-23",4.63
"314","2011-08-24",5
"315","2011-08-25",5.02
"316","2011-08-26",5.08
"317","2011-08-29",5.76
"318","2011-08-30",6.08
"319","2011-08-31",6.25
"320","2011-09-01",6.25
"321","2011-09-02",6.15
"322","2011-09-06",6.08
"323","2011-09-07",6.13
"324","2011-09-08",6.12
"325","2011-09-09",6.16
"326","2011-09-12",6
"327","2011-09-13",5.98
"328","2011-09-14",5.97
"329","2011-09-15",5.99
"330","2011-09-16",6.02
"331","2011-09-19",5.99
"332","2011-09-20",6
"333","2011-09-21",5.99
"334","2011-09-22",5.96
"335","2011-09-23",6
"336","2011-09-26",5.87
"337","2011-09-27",5.9
"338","2011-09-28",5.9
"339","2011-09-29",5.68
"340","2011-09-30",5.75
"341","2011-10-03",5.04
"342","2011-10-04",4.77
"343","2011-10-05",4.84
"344","2011-10-06",4.99
"345","2011-10-07",5.24
"346","2011-10-10",5.47
"347","2011-10-11",5.39
"348","2011-10-12",5.6
"349","2011-10-13",5.61
"350","2011-10-14",5.5
"351","2011-10-17",5.55
"352","2011-10-18",5.72
"353","2011-10-19",5.44
"354","2011-10-20",5.26
"355","2011-10-21",5.3
"356","2011-10-24",5.17
"357","2011-10-25",5.04
"358","2011-10-26",5.38
"359","2011-10-27",5.4
"360","2011-10-28",5.28
"361","2011-10-31",5.27
"362","2011-11-01",5.46
"363","2011-11-02",5.25
"364","2011-11-03",5.04
"365","2011-11-04",5.2
"366","2011-11-07",5
"367","2011-11-08",5.1
"368","2011-11-09",5.19
"369","2011-11-10",5.03
"370","2011-11-11",5.04
"371","2011-11-14",5.06
"372","2011-11-15",5.04
"373","2011-11-16",4.94
"374","2011-11-17",4.91
"375","2011-11-18",4.91
"376","2011-11-21",4.57
"377","2011-11-22",4.7
"378","2011-11-23",4.5
"379","2011-11-25",4.45
"380","2011-11-28",4.29
"381","2011-11-29",4.22
"382","2011-11-30",4.21
"383","2011-12-01",4.5
"384","2011-12-02",4.54
"385","2011-12-05",4.94
"386","2011-12-06",4.92
"387","2011-12-07",4.83
"388","2011-12-08",4
"389","2011-12-09",4.3
"390","2011-12-12",4.37
"391","2011-12-13",4.44
"392","2011-12-14",4.49
"393","2011-12-15",4.4
"394","2011-12-16",4.16
"395","2011-12-19",4.1
"396","2011-12-20",4.15
"397","2011-12-21",4.3
"398","2011-12-22",4.3
"399","2011-12-23",4.36
"400","2011-12-27",4.3
"401","2011-12-28",4.22
"402","2011-12-29",4.2
"403","2011-12-30",4.12
"404","2012-01-03",4.38
"405","2012-01-04",4.3
"406","2012-01-05",4.3
"407","2012-01-06",4.25
"408","2012-01-09",4.47
"409","2012-01-10",4.41
"410","2012-01-11",4.47
"411","2012-01-12",4.4
"412","2012-01-13",4.5
"413","2012-01-17",4.56
"414","2012-01-18",4.58
"415","2012-01-19",4.59
"416","2012-01-20",4.56
"417","2012-01-23",4.41
"418","2012-01-24",4.4
"419","2012-01-25",4.55
"420","2012-01-26",4.5
"421","2012-01-27",4.34
"422","2012-01-30",4.49
"423","2012-01-31",4.66
"424","2012-02-01",4.47
"425","2012-02-02",4.51
"426","2012-02-03",4.51
"427","2012-02-06",4.49
"428","2012-02-07",4.6
"429","2012-02-08",4.57
"430","2012-02-09",4.54
"431","2012-02-10",4.39
"432","2012-02-13",4.35
"433","2012-02-14",4.3
"434","2012-02-15",4.42
"435","2012-02-16",4.4
"436","2012-02-17",4.35
"437","2012-02-21",4.38
"438","2012-02-22",4.36
"439","2012-02-23",4.35
"440","2012-02-24",4.45
"441","2012-02-27",4.35
"442","2012-02-28",4.25
"443","2012-02-29",4.14
"444","2012-03-01",4.11
"445","2012-03-02",4.15
"446","2012-03-05",4.24
"447","2012-03-06",4.19
"448","2012-03-07",4.1
"449","2012-03-08",4.03
"450","2012-03-09",4.06
"451","2012-03-12",4.01
"452","2012-03-13",4.15
"453","2012-03-14",4.1
"454","2012-03-15",3.95
"455","2012-03-16",4.41
"456","2012-03-19",4.1
"457","2012-03-20",4.04
"458","2012-03-21",4.05
"459","2012-03-22",3.98
"460","2012-03-23",4.23
"461","2012-03-26",4.05
"462","2012-03-27",4.24
"463","2012-03-28",4.1
"464","2012-03-29",4.14
"465","2012-03-30",4.05
"466","2012-04-02",4.02
"467","2012-04-03",4.15
"468","2012-04-04",3.93
"469","2012-04-05",3.9
"470","2012-04-09",3.97
"471","2012-04-10",3.87
"472","2012-04-11",3.79
"473","2012-04-12",3.97
"474","2012-04-13",3.93
"475","2012-04-16",4.19
"476","2012-04-17",4.01
"477","2012-04-18",4.11
"478","2012-04-19",4.17
"479","2012-04-20",4.16
"480","2012-04-23",4.25
"481","2012-04-24",4.36
"482","2012-04-25",4.48
"483","2012-04-26",4.58
"484","2012-04-27",4.62
"485","2012-04-30",4.63
"486","2012-05-01",4.65
"487","2012-05-02",4.87
"488","2012-05-03",4.7
"489","2012-05-04",4.73
"490","2012-05-07",4.96
"491","2012-05-08",5
"492","2012-05-09",4.94
"493","2012-05-10",4.99
"494","2012-05-11",4.95
"495","2012-05-14",4.79
"496","2012-05-15",4.72
"497","2012-05-16",4.67
"498","2012-05-17",4.58
"499","2012-05-18",4.54
"500","2012-05-21",4.43
"501","2012-05-22",4.5
"502","2012-05-23",4.39
"503","2012-05-24",4.49
"504","2012-05-25",4.58
"505","2012-05-29",4.61
"506","2012-05-30",4.41
"507","2012-05-31",4.5
"508","2012-06-01",4.37
"509","2012-06-04",4.18
"510","2012-06-05",4.2
"511","2012-06-06",4.45
"512","2012-06-07",4.35
"513","2012-06-08",4.32
"514","2012-06-11",4.22
"515","2012-06-12",4.45
"516","2012-06-13",4.34
"517","2012-06-14",4.46
"518","2012-06-15",4.57
"519","2012-06-18",4.46
"520","2012-06-19",4.44
"521","2012-06-20",4.29
"522","2012-06-21",4.28
"523","2012-06-22",4.25
"524","2012-06-25",4.21
"525","2012-06-26",4.21
"526","2012-06-27",4.26
"527","2012-06-28",4.21
"528","2012-06-29",4.34
"529","2012-07-02",4.55
"530","2012-07-03",4.65
"531","2012-07-05",4.67
"532","2012-07-06",4.77
"533","2012-07-09",4.99
"534","2012-07-10",5.26
"535","2012-07-11",5.37
"536","2012-07-12",5.55
"537","2012-07-13",5.92
"538","2012-07-16",5.98
"539","2012-07-17",6.03
"540","2012-07-18",5.97
"541","2012-07-19",5.97
"542","2012-07-20",6
"543","2012-07-23",5.95
"544","2012-07-24",5.96
"545","2012-07-25",5.71
"546","2012-07-26",5.5
"547","2012-07-27",5.65
"548","2012-07-30",5.48
"549","2012-07-31",5.65
"550","2012-08-01",5.59
"551","2012-08-02",5.6
"552","2012-08-03",5.55
"553","2012-08-06",5.74
"554","2012-08-07",5.73
"555","2012-08-08",7.05
"556","2012-08-09",6.9
"557","2012-08-10",7.23
"558","2012-08-13",7.35
"559","2012-08-14",7.26
"560","2012-08-15",7.4
"561","2012-08-16",7.51
"562","2012-08-17",7.55
"563","2012-08-20",7.5
"564","2012-08-21",7.3
"565","2012-08-22",7.01
"566","2012-08-23",7.08
"567","2012-08-24",7.2
"568","2012-08-27",7.14
"569","2012-08-28",7.19
"570","2012-08-29",7.15
"571","2012-08-30",7.46
"572","2012-08-31",7.53
"573","2012-09-04",7.45
"574","2012-09-05",7.43
"575","2012-09-06",7.53
"576","2012-09-07",7.41
"577","2012-09-10",7.55
"578","2012-09-11",7.9
"579","2012-09-12",8.2
"580","2012-09-13",8.23
"581","2012-09-14",8.27
"582","2012-09-17",8.35
"583","2012-09-18",8.45
"584","2012-09-19",8.6
"585","2012-09-20",8.83
"586","2012-09-21",8.95
"587","2012-09-24",9.22
"588","2012-09-25",9.35
"589","2012-09-26",9.08
"590","2012-09-27",9.15
"591","2012-09-28",9.21
"592","2012-10-01",9.37
"593","2012-10-02",8.8
"594","2012-10-03",8.5
"595","2012-10-04",8.69
"596","2012-10-05",8.58
"597","2012-10-08",8.6
"598","2012-10-09",8.31
"599","2012-10-10",8.3
"600","2012-10-11",8.55
"601","2012-10-12",8.61
"602","2012-10-15",8.62
"603","2012-10-16",8.52
"604","2012-10-17",8.63
"605","2012-10-18",8.42
"606","2012-10-19",8.08
"607","2012-10-22",8.59
"608","2012-10-23",8.59
"609","2012-10-24",8.5
"610","2012-10-25",8.58
"611","2012-10-26",8.54
"612","2012-10-31",8.52
"613","2012-11-01",8.55
"614","2012-11-02",8.64
"615","2012-11-05",8.5
"616","2012-11-06",8.35
"617","2012-11-07",8.08
"618","2012-11-08",8.64
"619","2012-11-09",8.65
"620","2012-11-12",8.49
"621","2012-11-13",8.4
"622","2012-11-14",8.32
"623","2012-11-15",8.4
"624","2012-11-16",8.7
"625","2012-11-19",8.9
"626","2012-11-20",8.95
"627","2012-11-21",9.37
"628","2012-11-23",9.48
"629","2012-11-26",9.34
"630","2012-11-27",9.1
"631","2012-11-28",9.4
"632","2012-11-29",9.45
"633","2012-11-30",9.9
"634","2012-12-03",9.93
"635","2012-12-04",9.72
"636","2012-12-05",9.67
"637","2012-12-06",9.74
"638","2012-12-07",9.5
"639","2012-12-10",9.41
"640","2012-12-11",9.42
"641","2012-12-12",9.75
"642","2012-12-13",9.83
"643","2012-12-14",9.44
"644","2012-12-17",9.39
"645","2012-12-18",9.44
"646","2012-12-19",9.22
"647","2012-12-20",9.85
"648","2012-12-21",9.86
"649","2012-12-24",9.95
"650","2012-12-26",9.45
"651","2012-12-27",8.77
"652","2012-12-28",8.71
"653","2012-12-31",9
"654","2013-01-02",9.48
"655","2013-01-03",9.47
"656","2013-01-04",9.23
"657","2013-01-07",9.01
"658","2013-01-08",9
"659","2013-01-09",9.72
"660","2013-01-10",10.11
"661","2013-01-11",10.83
"662","2013-01-14",11.14
"663","2013-01-15",11.4
"664","2013-01-16",11.19
"665","2013-01-17",11.17
"666","2013-01-18",11.14
"667","2013-01-22",11.32
"668","2013-01-23",11.18
"669","2013-01-24",11.18
"670","2013-01-25",11.32
"671","2013-01-28",11.4
"672","2013-01-29",11.11
"673","2013-01-30",10.64
"674","2013-01-31",10.76
"675","2013-02-01",11.09
"676","2013-02-04",10.86
"677","2013-02-05",11.02
"678","2013-02-06",10.58
"679","2013-02-07",10.43
"680","2013-02-08",10.58
"681","2013-02-11",10.42
"682","2013-02-12",10.64
"683","2013-02-13",10.76
"684","2013-02-14",10.55
"685","2013-02-15",10.64
"686","2013-02-19",10.91
"687","2013-02-20",10.87
"688","2013-02-21",10.53
"689","2013-02-22",10.52
"690","2013-02-25",10.44
"691","2013-02-26",10.18
"692","2013-02-27",10.5
"693","2013-02-28",10.43
"694","2013-03-01",10.31
"695","2013-03-04",10.47
"696","2013-03-05",10.71
"697","2013-03-06",10.89
"698","2013-03-07",10.72
"699","2013-03-08",10.91
"700","2013-03-11",11.04
"701","2013-03-12",11.05
"702","2013-03-13",12.16
"703","2013-03-14",12.39
"704","2013-03-15",11.98
"705","2013-03-18",12.19
"706","2013-03-19",12.08
"707","2013-03-20",11.48
"708","2013-03-21",12.02
"709","2013-03-22",12.04
"710","2013-03-25",12.02
"711","2013-03-26",12.18
"712","2013-03-27",12.39
"713","2013-03-28",12.92
"714","2013-04-01",13.3
"715","2013-04-02",13.94
"716","2013-04-03",13.69
"717","2013-04-04",13.68
"718","2013-04-05",13.62
"719","2013-04-08",13.63
"720","2013-04-09",13.9
"721","2013-04-10",14.05
"722","2013-04-11",13.83
"723","2013-04-12",13.98
"724","2013-04-15",13.62
"725","2013-04-16",14.47
"726","2013-04-17",14.37
"727","2013-04-18",14.23
"728","2013-04-19",14.71
"729","2013-04-22",14.92
"730","2013-04-23",15.16
"731","2013-04-24",14.13
"732","2013-04-25",15
"733","2013-04-26",15.08
"734","2013-04-29",15.2
"735","2013-04-30",15.55
"736","2013-05-01",15.08
"737","2013-05-02",15.08
"738","2013-05-03",14.81
"739","2013-05-06",14.73
"740","2013-05-07",14.89
"741","2013-05-08",15.21
"742","2013-05-09",14.63
"743","2013-05-10",14.85
"744","2013-05-13",15.01
"745","2013-05-14",15.1
"746","2013-05-15",15.27
"747","2013-05-16",15.29
"748","2013-05-17",15.2
"749","2013-05-20",14.86
"750","2013-05-21",14.54
"751","2013-05-22",14
"752","2013-05-23",14.66
"753","2013-05-24",14.77
"754","2013-05-28",14.74
"755","2013-05-29",15.04
"756","2013-05-30",15
"757","2013-05-31",14.9
"758","2013-06-03",15.36
"759","2013-06-04",15.14
"760","2013-06-05",14.55
"761","2013-06-06",15.08
"762","2013-06-07",14.92
"763","2013-06-10",15.13
"764","2013-06-11",13.17
"765","2013-06-12",12.24
"766","2013-06-13",12.03
"767","2013-06-14",11.97
"768","2013-06-17",10.97
"769","2013-06-18",9.57
"770","2013-06-19",9.79
"771","2013-06-20",9.59
"772","2013-06-21",9.87
"773","2013-06-24",10.11
"774","2013-06-25",10.11
"775","2013-06-26",10.39
"776","2013-06-27",10.43
"777","2013-06-28",10.35
"778","2013-07-01",10.53
"779","2013-07-02",10.58
"780","2013-07-03",10.41
"781","2013-07-05",10.13
"782","2013-07-08",10.05
"783","2013-07-09",10.02
"784","2013-07-10",10.08
"785","2013-07-11",10.44
"786","2013-07-12",10.22
"787","2013-07-15",10.22
"788","2013-07-16",10.13
"789","2013-07-17",9.92
"790","2013-07-18",10.01
"791","2013-07-19",10.01
"792","2013-07-22",10.25
"793","2013-07-23",10.07
"794","2013-07-24",9.99
"795","2013-07-25",9.83
"796","2013-07-26",9.83
"797","2013-07-29",9.81
"798","2013-07-30",9.98
"799","2013-07-31",9.5
"800","2013-08-01",9.7
"801","2013-08-02",9.87
"802","2013-08-05",9.96
"803","2013-08-06",9.96
"804","2013-08-07",9.02
"805","2013-08-08",9.69
"806","2013-08-09",10.03
"807","2013-08-12",9.72
"808","2013-08-13",9.89
"809","2013-08-14",10.26
"810","2013-08-15",10.19
"811","2013-08-16",10.16
"812","2013-08-19",10.17
"813","2013-08-20",10.23
"814","2013-08-21",10.5
"815","2013-08-22",10.65
"816","2013-08-23",10.7
"817","2013-08-26",11.24
"818","2013-08-27",11.09
"819","2013-08-28",11.37
"820","2013-08-29",11.67
"821","2013-08-30",11.5
"822","2013-09-03",11.42
"823","2013-09-04",11.45
"824","2013-09-05",11.39
"825","2013-09-06",11.64
"826","2013-09-09",11.54
"827","2013-09-10",11.75
"828","2013-09-11",11.84
"829","2013-09-12",11.63
"830","2013-09-13",11.89
"831","2013-09-16",11.94
"832","2013-09-17",12.25
"833","2013-09-18",12.28
"834","2013-09-19",12.19
"835","2013-09-20",12.1
"836","2013-09-23",11.79
"837","2013-09-24",12.02
"838","2013-09-25",11.83
"839","2013-09-26",11.77
"840","2013-09-27",11.64
"841","2013-09-30",12.14
"842","2013-10-01",12.24
"843","2013-10-02",12.22
"844","2013-10-03",12.2
"845","2013-10-04",12.52
"846","2013-10-07",12.42
"847","2013-10-08",12.33
"848","2013-10-09",12.02
"849","2013-10-10",12.04
"850","2013-10-11",12.38
"851","2013-10-14",12.6
"852","2013-10-15",12.48
"853","2013-10-16",12.64
"854","2013-10-17",12.69
"855","2013-10-18",12.69
"856","2013-10-21",12.39
"857","2013-10-22",12.41
"858","2013-10-23",12.31
"859","2013-10-24",12.35
"860","2013-10-25",12.3
"861","2013-10-28",12.34
"862","2013-10-29",12.39
"863","2013-10-30",12.21
"864","2013-10-31",12.1
"865","2013-11-01",12.07
"866","2013-11-04",11.9
"867","2013-11-05",11.59
"868","2013-11-06",11.79
"869","2013-11-07",11.81
"870","2013-11-08",11.64
"871","2013-11-11",11.51
"872","2013-11-12",12.01
"873","2013-11-13",12.7
"874","2013-11-14",12.87
"875","2013-11-15",12.67
"876","2013-11-18",12.64
"877","2013-11-19",12.4
"878","2013-11-20",12.43
"879","2013-11-21",12.3
"880","2013-11-22",12.03
"881","2013-11-25",11.79
"882","2013-11-26",11.98
"883","2013-11-27",11.94
"884","2013-11-29",11.9
"885","2013-12-02",11.6
"886","2013-12-03",11.39
"887","2013-12-04",11.1
"888","2013-12-05",10.93
"889","2013-12-06",11.33
"890","2013-12-09",11.34
"891","2013-12-10",11.28
"892","2013-12-11",11.25
"893","2013-12-12",11.19
"894","2013-12-13",11.75
"895","2013-12-16",11.22
"896","2013-12-17",11.47
"897","2013-12-18",11.98
"898","2013-12-19",12.23
"899","2013-12-20",12.5
"900","2013-12-23",12.84
"901","2013-12-24",12.9
"902","2013-12-26",13.09
"903","2013-12-27",13.08
"904","2013-12-30",13.21
"905","2013-12-31",13.29
"906","2014-01-02",13.22
"907","2014-01-03",13.33
"908","2014-01-06",13.31
"909","2014-01-07",13.54
"910","2014-01-08",13.82
"911","2014-01-09",13.73
"912","2014-01-10",13.75
"913","2014-01-13",13.17
"914","2014-01-14",13.99
"915","2014-01-15",13.88
"916","2014-01-16",14.05
"917","2014-01-17",13.93
"918","2014-01-21",13.77
"919","2014-01-22",13.76
"920","2014-01-23",14.03
"921","2014-01-24",13.26
"922","2014-01-27",12.88
"923","2014-01-28",13.09
"924","2014-01-29",12.66
"925","2014-01-30",12.5
"926","2014-01-31",12.92
"927","2014-02-03",12.02
"928","2014-02-04",12.21
"929","2014-02-05",11.89
"930","2014-02-06",12.11
"931","2014-02-07",12.38
"932","2014-02-10",12.28
"933","2014-02-11",12.52
"934","2014-02-12",12.66
"935","2014-02-13",12.99
"936","2014-02-14",13.05
"937","2014-02-18",12.96
"938","2014-02-19",12.76
"939","2014-02-20",12.99
"940","2014-02-21",12.86
"941","2014-02-24",12.61
"942","2014-02-25",12.43
"943","2014-02-26",12.52
"944","2014-02-27",12.49
"945","2014-02-28",12.46
"946","2014-03-03",12.18
"947","2014-03-04",12.33
"948","2014-03-05",12.64
"949","2014-03-06",12.3
"950","2014-03-07",12.49
"951","2014-03-10",12.19
"952","2014-03-11",12.07
"953","2014-03-12",11.89
"954","2014-03-13",11.3
"955","2014-03-14",11.54
"956","2014-03-17",11.56
"957","2014-03-18",11.6
"958","2014-03-19",11.49
"959","2014-03-20",11.4
"960","2014-03-21",10.81
"961","2014-03-24",10.5
"962","2014-03-25",10.32
"963","2014-03-26",9.6
"964","2014-03-27",9.31
"965","2014-03-28",9.73
"966","2014-03-31",9.94
"967","2014-04-01",10.42
"968","2014-04-02",10.62
"969","2014-04-03",10.43
"970","2014-04-04",10.31
"971","2014-04-07",9.63
"972","2014-04-08",9.75
"973","2014-04-09",9.94
"974","2014-04-10",9.68
"975","2014-04-11",9.47
"976","2014-04-14",9.55
"977","2014-04-15",9.29
"978","2014-04-16",9.42
"979","2014-04-17",9.43
"980","2014-04-21",9.51
"981","2014-04-22",9.38
"982","2014-04-23",9.06
"983","2014-04-24",9.03
"984","2014-04-25",8.98
"985","2014-04-28",8.71
"986","2014-04-29",8.76
"987","2014-04-30",8.95
"988","2014-05-01",9.15
"989","2014-05-02",9.3
"990","2014-05-05",8.8
"991","2014-05-06",8.77
"992","2014-05-07",9.15
"993","2014-05-08",8.9
"994","2014-05-09",9.08
"995","2014-05-12",9.34
"996","2014-05-13",9.43
"997","2014-05-14",8.93
"998","2014-05-15",8.78
"999","2014-05-16",8.89
"1000","2014-05-19",9.02
"1001","2014-05-20",8.79
"1002","2014-05-21",9.26
