"","date","TDOC"
"269","2016-07-22",17.66
"270","2016-07-25",17.469999
"271","2016-07-26",17.15
"272","2016-07-27",17.41
"273","2016-07-28",17.780001
"274","2016-07-29",17.440001
"275","2016-08-01",17.540001
"276","2016-08-02",17.98
"277","2016-08-03",17.77
"278","2016-08-04",15.09
"279","2016-08-05",16.639999
"280","2016-08-08",16.360001
"281","2016-08-09",16.59
"282","2016-08-10",17.24
"283","2016-08-11",17.24
"284","2016-08-12",17.559999
"285","2016-08-15",18.219999
"286","2016-08-16",17.889999
"287","2016-08-17",18.780001
"288","2016-08-18",19
"289","2016-08-19",18.370001
"290","2016-08-22",17.98
"291","2016-08-23",18
"292","2016-08-24",17.51
"293","2016-08-25",16.690001
"294","2016-08-26",17.360001
"295","2016-08-29",17.549999
"296","2016-08-30",17.690001
"297","2016-08-31",17.83
"298","2016-09-01",17.98
"299","2016-09-02",18.5
"300","2016-09-06",18.91
"301","2016-09-07",18.950001
"302","2016-09-08",19.07
"303","2016-09-09",18.6
"304","2016-09-12",18.4
"305","2016-09-13",17.969999
"306","2016-09-14",18.360001
"307","2016-09-15",18.98
"308","2016-09-16",19.02
"309","2016-09-19",18.9
"310","2016-09-20",18.610001
"311","2016-09-21",18.99
"312","2016-09-22",18.950001
"313","2016-09-23",18.639999
"314","2016-09-26",18.549999
"315","2016-09-27",18.200001
"316","2016-09-28",18.110001
"317","2016-09-29",18.01
"318","2016-09-30",18.309999
"319","2016-10-03",17.83
"320","2016-10-04",17.65
"321","2016-10-05",17.610001
"322","2016-10-06",16.549999
"323","2016-10-07",16.700001
"324","2016-10-10",17.120001
"325","2016-10-11",16.48
"326","2016-10-12",16.309999
"327","2016-10-13",16.41
"328","2016-10-14",15.77
"329","2016-10-17",15.95
"330","2016-10-18",16.549999
"331","2016-10-19",16.35
"332","2016-10-20",16.700001
"333","2016-10-21",16.549999
"334","2016-10-24",16.450001
"335","2016-10-25",15.9
"336","2016-10-26",15.2
"337","2016-10-27",14.9
"338","2016-10-28",16.15
"339","2016-10-31",16.25
"340","2016-11-01",16.5
"341","2016-11-02",15.95
"342","2016-11-03",15.75
"343","2016-11-04",15.8
"344","2016-11-07",16.9
"345","2016-11-08",17.049999
"346","2016-11-09",17.1
"347","2016-11-10",17.700001
"348","2016-11-11",17.9
"349","2016-11-14",16.950001
"350","2016-11-15",16.950001
"351","2016-11-16",17.1
"352","2016-11-17",17.450001
"353","2016-11-18",17.4
"354","2016-11-21",17.700001
"355","2016-11-22",17.85
"356","2016-11-23",18.299999
"357","2016-11-25",18.15
"358","2016-11-28",17.950001
"359","2016-11-29",18.1
"360","2016-11-30",18.35
"361","2016-12-01",18.15
"362","2016-12-02",17.950001
"363","2016-12-05",18.450001
"364","2016-12-06",19
"365","2016-12-07",18.799999
"366","2016-12-08",18.5
"367","2016-12-09",17.700001
"368","2016-12-12",17.049999
"369","2016-12-13",16.200001
"370","2016-12-14",16.85
"371","2016-12-15",16.799999
"372","2016-12-16",16.85
"373","2016-12-19",16.4
"374","2016-12-20",16.35
"375","2016-12-21",16.6
"376","2016-12-22",16.75
"377","2016-12-23",16.85
"378","2016-12-27",16.75
"379","2016-12-28",16.549999
"380","2016-12-29",16.65
"381","2016-12-30",16.5
"382","2017-01-03",16.5
"383","2017-01-04",16.5
"384","2017-01-05",16.4
"385","2017-01-06",16.549999
"386","2017-01-09",17.4
"387","2017-01-10",18.049999
"388","2017-01-11",18.200001
"389","2017-01-12",17.9
"390","2017-01-13",18.35
"391","2017-01-17",17.4
"392","2017-01-18",17
"393","2017-01-19",18.4
"394","2017-01-20",18.65
"395","2017-01-23",18.75
"396","2017-01-24",18.9
"397","2017-01-25",18.950001
"398","2017-01-26",19.549999
"399","2017-01-27",20.549999
"400","2017-01-30",20.700001
"401","2017-01-31",20
"402","2017-02-01",19.700001
"403","2017-02-02",20.299999
"404","2017-02-03",20.450001
"405","2017-02-06",20.200001
"406","2017-02-07",20.5
"407","2017-02-08",21.4
"408","2017-02-09",21.25
"409","2017-02-10",21.700001
"410","2017-02-13",21.4
"411","2017-02-14",21.25
"412","2017-02-15",20.9
"413","2017-02-16",21.049999
"414","2017-02-17",20.75
"415","2017-02-21",20.799999
"416","2017-02-22",20.75
"417","2017-02-23",20.85
"418","2017-02-24",21.15
"419","2017-02-27",21.85
"420","2017-02-28",22.049999
"421","2017-03-01",22.450001
"422","2017-03-02",23.549999
"423","2017-03-03",22.299999
"424","2017-03-06",21
"425","2017-03-07",20
"426","2017-03-08",19.799999
"427","2017-03-09",19.85
"428","2017-03-10",21
"429","2017-03-13",21.15
"430","2017-03-14",20.950001
"431","2017-03-15",22.1
"432","2017-03-16",22.25
"433","2017-03-17",23.450001
"434","2017-03-20",23.299999
"435","2017-03-21",23.950001
"436","2017-03-22",23.9
"437","2017-03-23",23.950001
"438","2017-03-24",25.450001
"439","2017-03-27",25.65
"440","2017-03-28",25.700001
"441","2017-03-29",24.950001
"442","2017-03-30",25.200001
"443","2017-03-31",25
"444","2017-04-03",24.75
"445","2017-04-04",24.9
"446","2017-04-05",25.25
"447","2017-04-06",25.299999
"448","2017-04-07",24.85
"449","2017-04-10",24.75
"450","2017-04-11",24.75
"451","2017-04-12",24.15
"452","2017-04-13",24.700001
"453","2017-04-17",25.450001
"454","2017-04-18",25.799999
"455","2017-04-19",25.75
"456","2017-04-20",26.450001
"457","2017-04-21",25.75
"458","2017-04-24",25.549999
"459","2017-04-25",25.450001
"460","2017-04-26",25.75
"461","2017-04-27",25.1
"462","2017-04-28",24.799999
"463","2017-05-01",25.1
"464","2017-05-02",25
"465","2017-05-03",24.799999
"466","2017-05-04",24.85
"467","2017-05-05",23.200001
"468","2017-05-08",22.85
"469","2017-05-09",28.6
"470","2017-05-10",30.75
"471","2017-05-11",29.700001
"472","2017-05-12",29.450001
"473","2017-05-15",28.799999
"474","2017-05-16",28.549999
"475","2017-05-17",27.549999
"476","2017-05-18",28.549999
"477","2017-05-19",29.65
"478","2017-05-22",28.5
"479","2017-05-23",29.049999
"480","2017-05-24",29.1
"481","2017-05-25",30.5
"482","2017-05-26",30.299999
"483","2017-05-30",29.6
"484","2017-05-31",30.6
"485","2017-06-01",31
"486","2017-06-02",32.900002
"487","2017-06-05",32.349998
"488","2017-06-06",33.450001
"489","2017-06-07",33.950001
"490","2017-06-08",33
"491","2017-06-09",31.65
"492","2017-06-12",30.700001
"493","2017-06-13",32.599998
"494","2017-06-14",33
"495","2017-06-15",33.349998
"496","2017-06-16",34
"497","2017-06-19",35.799999
"498","2017-06-20",32.650002
"499","2017-06-21",33.849998
"500","2017-06-22",34.650002
"501","2017-06-23",36
"502","2017-06-26",35.650002
"503","2017-06-27",34.799999
"504","2017-06-28",36.150002
"505","2017-06-29",35.25
"506","2017-06-30",34.700001
"507","2017-07-03",34.25
"508","2017-07-05",35.099998
"509","2017-07-06",34.700001
"510","2017-07-07",35.150002
"511","2017-07-10",35
"512","2017-07-11",35.200001
"513","2017-07-12",35.349998
"514","2017-07-13",34.75
"515","2017-07-14",35.450001
"516","2017-07-17",34.950001
"517","2017-07-18",35.150002
"518","2017-07-19",35.25
"519","2017-07-20",34.450001
"520","2017-07-21",34.400002
"521","2017-07-24",34.299999
"522","2017-07-25",34.700001
"523","2017-07-26",34.349998
"524","2017-07-27",32.5
"525","2017-07-28",33.75
"526","2017-07-31",32.799999
"527","2017-08-01",32.549999
"528","2017-08-02",30.75
"529","2017-08-03",30.25
"530","2017-08-04",30.9
"531","2017-08-07",31.700001
"532","2017-08-08",32.650002
"533","2017-08-09",31.950001
"534","2017-08-10",30.700001
"535","2017-08-11",30.35
"536","2017-08-14",30.700001
"537","2017-08-15",31.200001
"538","2017-08-16",30.049999
"539","2017-08-17",30.15
"540","2017-08-18",29.5
"541","2017-08-21",28.950001
"542","2017-08-22",29.1
"543","2017-08-23",29.25
"544","2017-08-24",29.950001
"545","2017-08-25",29.85
"546","2017-08-28",32.650002
"547","2017-08-29",33.400002
"548","2017-08-30",33.25
"549","2017-08-31",33.549999
"550","2017-09-01",34.349998
"551","2017-09-05",33.200001
"552","2017-09-06",33
"553","2017-09-07",31.75
"554","2017-09-08",33
"555","2017-09-11",33.75
"556","2017-09-12",34
"557","2017-09-13",34.700001
"558","2017-09-14",37
"559","2017-09-15",35.950001
"560","2017-09-18",33.5
"561","2017-09-19",31.35
"562","2017-09-20",30.9
"563","2017-09-21",31.700001
"564","2017-09-22",32.700001
"565","2017-09-25",31.450001
"566","2017-09-26",31.1
"567","2017-09-27",31.35
"568","2017-09-28",32.650002
"569","2017-09-29",33.150002
"570","2017-10-02",34.200001
"571","2017-10-03",34.700001
"572","2017-10-04",34.799999
"573","2017-10-05",34.349998
"574","2017-10-06",34.349998
"575","2017-10-09",33.599998
"576","2017-10-10",32.299999
"577","2017-10-11",32.299999
"578","2017-10-12",32.849998
"579","2017-10-13",32.150002
"580","2017-10-16",32.700001
"581","2017-10-17",34
"582","2017-10-18",34.299999
"583","2017-10-19",34.049999
"584","2017-10-20",34.25
"585","2017-10-23",33.200001
"586","2017-10-24",32.950001
"587","2017-10-25",32
"588","2017-10-26",31.75
"589","2017-10-27",33
"590","2017-10-30",32
"591","2017-10-31",33.049999
"592","2017-11-01",30.799999
"593","2017-11-02",32.049999
"594","2017-11-03",32.5
"595","2017-11-06",31.25
"596","2017-11-07",31.35
"597","2017-11-08",29.6
"598","2017-11-09",29.65
"599","2017-11-10",29
"600","2017-11-13",29.4
"601","2017-11-14",28.299999
"602","2017-11-15",28.049999
"603","2017-11-16",28.700001
"604","2017-11-17",28.4
"605","2017-11-20",30.4
"606","2017-11-21",33.599998
"607","2017-11-22",34
"608","2017-11-24",35.25
"609","2017-11-27",36.75
"610","2017-11-28",36.75
"611","2017-11-29",35.549999
"612","2017-11-30",37.099998
"613","2017-12-01",35.700001
"614","2017-12-04",33.599998
"615","2017-12-05",32.799999
"616","2017-12-06",31.5
"617","2017-12-07",33.75
"618","2017-12-08",33.549999
"619","2017-12-11",32.299999
"620","2017-12-12",33.25
"621","2017-12-13",34.650002
"622","2017-12-14",34
"623","2017-12-15",35.950001
"624","2017-12-18",36.349998
"625","2017-12-19",35.599998
"626","2017-12-20",35.599998
"627","2017-12-21",35.200001
"628","2017-12-22",35.200001
"629","2017-12-26",35.900002
"630","2017-12-27",35.599998
"631","2017-12-28",35.450001
"632","2017-12-29",34.849998
"633","2018-01-02",36.200001
"634","2018-01-03",36.849998
"635","2018-01-04",37.200001
"636","2018-01-05",37.5
"637","2018-01-08",36.049999
"638","2018-01-09",34.5
"639","2018-01-10",33.099998
"640","2018-01-11",33.200001
"641","2018-01-12",32.650002
"642","2018-01-16",32.75
"643","2018-01-17",32.450001
"644","2018-01-18",31.299999
"645","2018-01-19",32.650002
"646","2018-01-22",32.75
"647","2018-01-23",34.549999
"648","2018-01-24",34.900002
"649","2018-01-25",35.299999
"650","2018-01-26",36.5
"651","2018-01-29",36.099998
"652","2018-01-30",36.299999
"653","2018-01-31",37.400002
"654","2018-02-01",37.049999
"655","2018-02-02",35.299999
"656","2018-02-05",33.950001
"657","2018-02-06",34.700001
"658","2018-02-07",34.099998
"659","2018-02-08",33.049999
"660","2018-02-09",32.950001
"661","2018-02-12",33.799999
"662","2018-02-13",34.150002
"663","2018-02-14",35.75
"664","2018-02-15",36.900002
"665","2018-02-16",37.150002
"666","2018-02-20",37.75
"667","2018-02-21",38.650002
"668","2018-02-22",38.799999
"669","2018-02-23",37.950001
"670","2018-02-26",38.549999
"671","2018-02-27",37.299999
"672","2018-02-28",40.099998
"673","2018-03-01",38.549999
"674","2018-03-02",41.950001
"675","2018-03-05",41.950001
"676","2018-03-06",43.450001
"677","2018-03-07",44.049999
"678","2018-03-08",43.049999
"679","2018-03-09",43.150002
"680","2018-03-12",43.25
"681","2018-03-13",42.799999
"682","2018-03-14",42.950001
"683","2018-03-15",42.5
"684","2018-03-16",41.25
"685","2018-03-19",41.549999
"686","2018-03-20",41.799999
"687","2018-03-21",43.099998
"688","2018-03-22",42.700001
"689","2018-03-23",42.299999
"690","2018-03-26",43.599998
"691","2018-03-27",41.150002
"692","2018-03-28",39.150002
"693","2018-03-29",40.299999
"694","2018-04-02",38.5
"695","2018-04-03",40
"696","2018-04-04",40.75
"697","2018-04-05",41.400002
"698","2018-04-06",39.150002
"699","2018-04-09",38.700001
"700","2018-04-10",39.700001
"701","2018-04-11",40.099998
"702","2018-04-12",41.450001
"703","2018-04-13",41.150002
"704","2018-04-16",41.650002
"705","2018-04-17",42.5
"706","2018-04-18",42.650002
"707","2018-04-19",43.049999
"708","2018-04-20",42.75
"709","2018-04-23",42.549999
"710","2018-04-24",41.150002
"711","2018-04-25",40.650002
"712","2018-04-26",42.099998
"713","2018-04-27",43
"714","2018-04-30",43
"715","2018-05-01",42.700001
"716","2018-05-02",45.450001
"717","2018-05-03",41.700001
"718","2018-05-04",42.200001
"719","2018-05-07",44.349998
"720","2018-05-08",45.299999
"721","2018-05-09",46.650002
"722","2018-05-10",47
"723","2018-05-11",47.849998
"724","2018-05-14",48.5
"725","2018-05-15",49.049999
"726","2018-05-16",49.450001
"727","2018-05-17",48.700001
"728","2018-05-18",49.349998
"729","2018-05-21",49.900002
"730","2018-05-22",49.599998
"731","2018-05-23",49.849998
"732","2018-05-24",50.599998
"733","2018-05-25",50.700001
"734","2018-05-29",50.799999
"735","2018-05-30",51.200001
"736","2018-05-31",50.900002
"737","2018-06-01",50.799999
"738","2018-06-04",51.900002
"739","2018-06-05",53.799999
"740","2018-06-06",54.299999
"741","2018-06-07",53
"742","2018-06-08",53.599998
"743","2018-06-11",54.700001
"744","2018-06-12",56.700001
"745","2018-06-13",59.049999
"746","2018-06-14",60.599998
"747","2018-06-15",60.849998
"748","2018-06-18",62.150002
"749","2018-06-19",60.450001
"750","2018-06-20",62.349998
"751","2018-06-21",61.450001
"752","2018-06-22",61.599998
"753","2018-06-25",59.549999
"754","2018-06-26",59.650002
"755","2018-06-27",55.700001
"756","2018-06-28",57.700001
"757","2018-06-29",58.049999
"758","2018-07-02",59.400002
"759","2018-07-03",59.849998
"760","2018-07-05",62.799999
"761","2018-07-06",63.349998
"762","2018-07-09",65.150002
"763","2018-07-10",62.200001
"764","2018-07-11",62.700001
"765","2018-07-12",65.449997
"766","2018-07-13",66.099998
"767","2018-07-16",67.050003
"768","2018-07-17",68.300003
"769","2018-07-18",69.150002
"770","2018-07-19",70.400002
"771","2018-07-20",68.550003
"772","2018-07-23",69.550003
"773","2018-07-24",63.700001
"774","2018-07-25",66.900002
"775","2018-07-26",65.900002
"776","2018-07-27",63.849998
"777","2018-07-30",61.049999
"778","2018-07-31",59.849998
"779","2018-08-01",61.849998
"780","2018-08-02",65.25
"781","2018-08-03",62.5
"782","2018-08-06",66
"783","2018-08-07",66.699997
"784","2018-08-08",69.349998
"785","2018-08-09",69
"786","2018-08-10",71.849998
"787","2018-08-13",69.5
"788","2018-08-14",71.699997
"789","2018-08-15",70.75
"790","2018-08-16",72.599998
"791","2018-08-17",73.949997
"792","2018-08-20",75.300003
"793","2018-08-21",74.849998
"794","2018-08-22",75.699997
"795","2018-08-23",75.800003
"796","2018-08-24",75.75
"797","2018-08-27",74.050003
"798","2018-08-28",74.5
"799","2018-08-29",74.050003
"800","2018-08-30",75.949997
"801","2018-08-31",77.550003
"802","2018-09-04",79.150002
"803","2018-09-05",77.300003
"804","2018-09-06",76.449997
"805","2018-09-07",77.050003
"806","2018-09-10",77.150002
"807","2018-09-11",78.150002
"808","2018-09-12",76.949997
"809","2018-09-13",77.75
"810","2018-09-14",77.300003
"811","2018-09-17",74.599998
"812","2018-09-18",76.949997
"813","2018-09-19",75.449997
"814","2018-09-20",75.400002
"815","2018-09-21",78.099998
"816","2018-09-24",78.5
"817","2018-09-25",80.75
"818","2018-09-26",78.550003
"819","2018-09-27",82.5
"820","2018-09-28",86.349998
"821","2018-10-01",83.720001
"822","2018-10-02",80.370003
"823","2018-10-03",79.900002
"824","2018-10-04",78.07
"825","2018-10-05",75.830002
"826","2018-10-08",71
"827","2018-10-09",69.25
"828","2018-10-10",63.43
"829","2018-10-11",62.43
"830","2018-10-12",65.940002
"831","2018-10-15",66.370003
"832","2018-10-16",70.870003
"833","2018-10-17",69.949997
"834","2018-10-18",68.230003
"835","2018-10-19",67.089996
"836","2018-10-22",69.139999
"837","2018-10-23",67.18
"838","2018-10-24",62.150002
"839","2018-10-25",65.959999
"840","2018-10-26",62.509998
"841","2018-10-29",63.220001
"842","2018-10-30",67.190002
"843","2018-10-31",69.339996
"844","2018-11-01",69.519997
"845","2018-11-02",72.510002
"846","2018-11-05",63.34
"847","2018-11-06",63.41
"848","2018-11-07",68.279999
"849","2018-11-08",65.330002
"850","2018-11-09",62.490002
"851","2018-11-12",60.560001
"852","2018-11-13",58.509998
"853","2018-11-14",57.400002
"854","2018-11-15",60.290001
"855","2018-11-16",59.080002
"856","2018-11-19",52.939999
"857","2018-11-20",54.759998
"858","2018-11-21",54.919998
"859","2018-11-23",55.75
"860","2018-11-26",58.41
"861","2018-11-27",59.349998
"862","2018-11-28",63.540001
"863","2018-11-29",64.089996
"864","2018-11-30",62.450001
"865","2018-12-03",64.879997
"866","2018-12-04",59.810001
"867","2018-12-06",55.810001
"868","2018-12-07",53.41
"869","2018-12-10",52.34
"870","2018-12-11",53.490002
"871","2018-12-12",53.709999
"872","2018-12-13",52.450001
"873","2018-12-14",51.169998
"874","2018-12-17",47.869999
"875","2018-12-18",47.990002
"876","2018-12-19",48.580002
"877","2018-12-20",45.869999
"878","2018-12-21",44.009998
"879","2018-12-24",42.880001
"880","2018-12-26",48.330002
"881","2018-12-27",48.330002
"882","2018-12-28",48.41
"883","2018-12-31",49.57
"884","2019-01-02",48.18
"885","2019-01-03",46.23
"886","2019-01-04",49.439999
"887","2019-01-07",52.130001
"888","2019-01-08",53.779999
"889","2019-01-09",55.07
"890","2019-01-10",55.549999
"891","2019-01-11",55.470001
"892","2019-01-14",57.130001
"893","2019-01-15",59.240002
"894","2019-01-16",60.43
"895","2019-01-17",63.290001
"896","2019-01-18",62.380001
"897","2019-01-22",60.48
"898","2019-01-23",60.169998
"899","2019-01-24",61.029999
"900","2019-01-25",63
"901","2019-01-28",62.040001
"902","2019-01-29",60.759998
"903","2019-01-30",62.07
"904","2019-01-31",64.199997
"905","2019-02-01",63.200001
"906","2019-02-04",64.419998
"907","2019-02-05",63.82
"908","2019-02-06",64
"909","2019-02-07",62.25
"910","2019-02-08",62.59
"911","2019-02-11",63.57
"912","2019-02-12",65.769997
"913","2019-02-13",66.650002
"914","2019-02-14",66.580002
"915","2019-02-15",69.43
"916","2019-02-19",69.989998
"917","2019-02-20",69.5
"918","2019-02-21",68.25
"919","2019-02-22",69.150002
"920","2019-02-25",69.980003
"921","2019-02-26",67.410004
"922","2019-02-27",68.989998
"923","2019-02-28",64.360001
"924","2019-03-01",67.550003
"925","2019-03-04",63.130001
"926","2019-03-05",63.75
"927","2019-03-06",60.16
"928","2019-03-07",59.32
"929","2019-03-08",58.919998
"930","2019-03-11",58.740002
"931","2019-03-12",58.09
"932","2019-03-13",60.150002
"933","2019-03-14",60.939999
"934","2019-03-15",62.860001
"935","2019-03-18",63.099998
"936","2019-03-19",63.119999
"937","2019-03-20",61.990002
"938","2019-03-21",63.259998
"939","2019-03-22",58.77
"940","2019-03-25",55.66
"941","2019-03-26",52.5
"942","2019-03-27",50.869999
"943","2019-03-28",53.68
"944","2019-03-29",55.599998
"945","2019-04-01",53.630001
"946","2019-04-02",55.52
"947","2019-04-03",55.459999
"948","2019-04-04",57.009998
"949","2019-04-05",58.490002
"950","2019-04-08",57.060001
"951","2019-04-09",55.93
"952","2019-04-10",56.57
"953","2019-04-11",55.150002
"954","2019-04-12",53.450001
"955","2019-04-15",54.029999
"956","2019-04-16",52.549999
"957","2019-04-17",49.860001
"958","2019-04-18",51.599998
"959","2019-04-22",54.959999
"960","2019-04-23",54.360001
"961","2019-04-24",54.459999
"962","2019-04-25",55.029999
"963","2019-04-26",57.75
"964","2019-04-29",59.189999
"965","2019-04-30",56.880001
"966","2019-05-01",58
"967","2019-05-02",58
"968","2019-05-03",60.93
"969","2019-05-06",62.549999
