"","date","FONR"
"199","2007-10-16",5.85
"200","2007-10-17",5.88
"201","2007-10-18",7.32
"202","2007-10-19",7.4
"203","2007-10-22",7.25
"204","2007-10-23",7.13
"205","2007-10-24",7.66
"206","2007-10-25",7.57
"207","2007-10-26",7.27
"208","2007-10-29",7.28
"209","2007-10-30",7.1
"210","2007-10-31",7.05
"211","2007-11-01",7.5
"212","2007-11-02",7.24
"213","2007-11-05",7.21
"214","2007-11-06",7.06
"215","2007-11-07",7.06
"216","2007-11-08",7
"217","2007-11-09",6.98
"218","2007-11-12",7
"219","2007-11-13",7.1
"220","2007-11-14",7.26
"221","2007-11-15",7.18
"222","2007-11-16",7.14
"223","2007-11-19",7
"224","2007-11-20",7.24
"225","2007-11-21",6.98
"226","2007-11-23",6.91
"227","2007-11-26",6.98
"228","2007-11-27",7.21
"229","2007-11-28",7.13
"230","2007-11-29",7.02
"231","2007-11-30",7
"232","2007-12-03",6.86
"233","2007-12-04",6.78
"234","2007-12-05",6.58
"235","2007-12-06",6.6
"236","2007-12-07",6.63
"237","2007-12-10",6.59
"238","2007-12-11",6.43
"239","2007-12-12",6.47
"240","2007-12-13",6.39
"241","2007-12-14",6.38
"242","2007-12-17",6.1
"243","2007-12-18",5.82
"244","2007-12-19",5.25
"245","2007-12-20",5.54
"246","2007-12-21",5.57
"247","2007-12-24",5.4
"248","2007-12-26",5.44
"249","2007-12-27",5.39
"250","2007-12-28",5.2
"251","2007-12-31",5.2
"252","2008-01-02",5.32
"253","2008-01-03",5.21
"254","2008-01-04",5.11
"255","2008-01-07",5.23
"256","2008-01-08",5.06
"257","2008-01-09",5
"258","2008-01-10",4.9
"259","2008-01-11",5.06
"260","2008-01-14",4.74
"261","2008-01-15",4.75
"262","2008-01-16",4.81
"263","2008-01-17",4.69
"264","2008-01-18",4.57
"265","2008-01-22",4.3
"266","2008-01-23",4.35
"267","2008-01-24",4.4
"268","2008-01-25",4.34
"269","2008-01-28",4.38
"270","2008-01-29",4.43
"271","2008-01-30",4.35
"272","2008-01-31",4.29
"273","2008-02-01",4.33
"274","2008-02-04",4.25
"275","2008-02-05",4.21
"276","2008-02-06",4.22
"277","2008-02-07",4.26
"278","2008-02-08",4.22
"279","2008-02-11",4.29
"280","2008-02-12",4.17
"281","2008-02-13",4.24
"282","2008-02-14",4.17
"283","2008-02-15",4.19
"284","2008-02-19",4.25
"285","2008-02-20",4.28
"286","2008-02-21",4.11
"287","2008-02-22",4.06
"288","2008-02-25",4.38
"289","2008-02-26",4.64
"290","2008-02-27",4.5
"291","2008-02-28",4.42
"292","2008-02-29",4.27
"293","2008-03-03",4.15
"294","2008-03-04",3.96
"295","2008-03-05",3.84
"296","2008-03-06",3.44
"297","2008-03-07",3.22
"298","2008-03-10",3.07
"299","2008-03-11",3.17
"300","2008-03-12",2.81
"301","2008-03-13",2.92
"302","2008-03-14",2.79
"303","2008-03-17",2.6
"304","2008-03-18",2.62
"305","2008-03-19",2.52
"306","2008-03-20",2.49
"307","2008-03-24",2.72
"308","2008-03-25",2.8
"309","2008-03-26",3
"310","2008-03-27",3.59
"311","2008-03-28",3.75
"312","2008-03-31",3.81
"313","2008-04-01",3.53
"314","2008-04-02",3.37
"315","2008-04-03",3.79
"316","2008-04-04",3.75
"317","2008-04-07",3.73
"318","2008-04-08",4.19
"319","2008-04-09",4.03
"320","2008-04-10",3.5
"321","2008-04-11",3.5
"322","2008-04-14",3.31
"323","2008-04-15",3.27
"324","2008-04-16",3.3
"325","2008-04-17",3.25
"326","2008-04-18",3.08
"327","2008-04-21",3.01
"328","2008-04-22",3.05
"329","2008-04-23",3.1
"330","2008-04-24",3.05
"331","2008-04-25",3.02
"332","2008-04-28",3.01
"333","2008-04-29",2.95
"334","2008-04-30",2.94
"335","2008-05-01",3.17
"336","2008-05-02",3.07
"337","2008-05-05",3.19
"338","2008-05-06",3.2
"339","2008-05-07",3.11
"340","2008-05-08",3.05
"341","2008-05-09",2.99
"342","2008-05-12",2.97
"343","2008-05-13",2.89
"344","2008-05-14",3.11
"345","2008-05-15",2.86
"346","2008-05-16",2.92
"347","2008-05-19",3.17
"348","2008-05-20",2.95
"349","2008-05-21",2.92
"350","2008-05-22",2.94
"351","2008-05-23",3.01
"352","2008-05-27",2.97
"353","2008-05-28",2.92
"354","2008-05-29",2.66
"355","2008-05-30",2.72
"356","2008-06-02",2.84
"357","2008-06-03",2.72
"358","2008-06-04",2.81
"359","2008-06-05",2.96
"360","2008-06-06",2.77
"361","2008-06-09",2.6
"362","2008-06-10",2.57
"363","2008-06-11",2.62
"364","2008-06-12",2.59
"365","2008-06-13",2.72
"366","2008-06-16",2.61
"367","2008-06-17",2.64
"368","2008-06-18",2.64
"369","2008-06-19",2.61
"370","2008-06-20",2.54
"371","2008-06-23",2.45
"372","2008-06-24",2.46
"373","2008-06-25",2.43
"374","2008-06-26",2.46
"375","2008-06-27",2.39
"376","2008-06-30",2.25
"377","2008-07-01",2.25
"378","2008-07-02",2.22
"379","2008-07-03",2.1
"380","2008-07-07",2.12
"381","2008-07-08",2.13
"382","2008-07-09",2.14
"383","2008-07-10",2.17
"384","2008-07-11",2.2
"385","2008-07-14",2.15
"386","2008-07-15",2.09
"387","2008-07-16",2.15
"388","2008-07-17",2.08
"389","2008-07-18",1.95
"390","2008-07-21",1.7
"391","2008-07-22",1.75
"392","2008-07-23",1.71
"393","2008-07-24",1.7
"394","2008-07-25",1.69
"395","2008-07-28",1.66
"396","2008-07-29",1.66
"397","2008-07-30",1.78
"398","2008-07-31",1.72
"399","2008-08-01",1.66
"400","2008-08-04",1.69
"401","2008-08-05",1.58
"402","2008-08-06",1.5
"403","2008-08-07",1.59
"404","2008-08-08",1.7
"405","2008-08-11",1.85
"406","2008-08-12",1.81
"407","2008-08-13",1.86
"408","2008-08-14",1.92
"409","2008-08-15",1.9
"410","2008-08-18",1.84
"411","2008-08-19",1.88
"412","2008-08-20",1.89
"413","2008-08-21",1.68
"414","2008-08-22",1.75
"415","2008-08-25",1.77
"416","2008-08-26",1.72
"417","2008-08-27",1.52
"418","2008-08-28",1.55
"419","2008-08-29",1.56
"420","2008-09-02",1.53
"421","2008-09-03",1.81
"422","2008-09-04",1.54
"423","2008-09-05",1.65
"424","2008-09-08",1.55
"425","2008-09-09",1.36
"426","2008-09-10",1.57
"427","2008-09-11",1.52
"428","2008-09-12",1.52
"429","2008-09-15",1.43
"430","2008-09-16",1.39
"431","2008-09-17",1.34
"432","2008-09-18",1.27
"433","2008-09-19",1.16
"434","2008-09-22",1.36
"435","2008-09-23",1.5
"436","2008-09-24",1.48
"437","2008-09-25",1.67
"438","2008-09-26",1.33
"439","2008-09-29",1.14
"440","2008-09-30",1.18
"441","2008-10-01",1.06
"442","2008-10-02",1.08
"443","2008-10-03",1.26
"444","2008-10-06",1.15
"445","2008-10-07",0.93
"446","2008-10-08",0.72
"447","2008-10-09",0.77
"448","2008-10-10",0.73
"449","2008-10-13",0.8
"450","2008-10-14",0.77
"451","2008-10-15",0.72
"452","2008-10-16",0.75
"453","2008-10-17",0.74
"454","2008-10-20",0.72
"455","2008-10-21",0.71
"456","2008-10-22",0.68
"457","2008-10-23",0.67
"458","2008-10-24",0.75
"459","2008-10-27",0.88
"460","2008-10-28",0.77
"461","2008-10-29",0.8
"462","2008-10-30",0.79
"463","2008-10-31",0.8
"464","2008-11-03",0.8
"465","2008-11-04",0.67
"466","2008-11-05",0.76
"467","2008-11-06",0.77
"468","2008-11-07",0.74
"469","2008-11-10",0.75
"470","2008-11-11",0.7
"471","2008-11-12",0.69
"472","2008-11-13",0.67
"473","2008-11-14",1.58
"474","2008-11-17",1.79
"475","2008-11-18",1.8
"476","2008-11-19",1.35
"477","2008-11-20",1.1
"478","2008-11-21",1.05
"479","2008-11-24",0.9
"480","2008-11-25",0.91
"481","2008-11-26",0.96
"482","2008-11-28",0.89
"483","2008-12-01",1.02
"484","2008-12-02",0.93
"485","2008-12-03",0.95
"486","2008-12-04",0.88
"487","2008-12-05",0.91
"488","2008-12-08",0.92
"489","2008-12-09",0.92
"490","2008-12-10",0.97
"491","2008-12-11",1
"492","2008-12-12",0.94
"493","2008-12-15",1.15
"494","2008-12-16",1.45
"495","2008-12-17",1.22
"496","2008-12-18",1.34
"497","2008-12-19",1.34
"498","2008-12-22",1.2
"499","2008-12-23",1.07
"500","2008-12-24",1.02
"501","2008-12-26",1.01
"502","2008-12-29",0.94
"503","2008-12-30",0.85
"504","2008-12-31",0.83
"505","2009-01-02",0.92
"506","2009-01-05",0.99
"507","2009-01-06",1
"508","2009-01-07",0.99
"509","2009-01-08",0.94
"510","2009-01-09",0.94
"511","2009-01-12",0.91
"512","2009-01-13",0.93
"513","2009-01-14",0.93
"514","2009-01-15",0.91
"515","2009-01-16",0.93
"516","2009-01-20",0.94
"517","2009-01-21",0.99
"518","2009-01-22",0.85
"519","2009-01-23",0.87
"520","2009-01-26",0.9
"521","2009-01-27",0.88
"522","2009-01-28",0.92
"523","2009-01-29",0.89
"524","2009-01-30",0.91
"525","2009-02-02",0.82
"526","2009-02-03",0.81
"527","2009-02-04",0.82
"528","2009-02-05",0.82
"529","2009-02-06",0.8
"530","2009-02-09",0.78
"531","2009-02-10",0.7
"532","2009-02-11",0.68
"533","2009-02-12",0.68
"534","2009-02-13",0.68
"535","2009-02-17",0.77
"536","2009-02-18",0.97
"537","2009-02-19",0.9
"538","2009-02-20",0.72
"539","2009-02-23",0.75
"540","2009-02-24",0.75
"541","2009-02-25",0.69
"542","2009-02-26",0.7
"543","2009-02-27",0.68
"544","2009-03-02",0.66
"545","2009-03-03",0.69
"546","2009-03-04",0.66
"547","2009-03-05",0.67
"548","2009-03-06",0.63
"549","2009-03-09",0.63
"550","2009-03-10",0.73
"551","2009-03-11",0.65
"552","2009-03-12",0.7
"553","2009-03-13",0.69
"554","2009-03-16",0.67
"555","2009-03-17",0.68
"556","2009-03-18",0.76
"557","2009-03-19",0.7
"558","2009-03-20",0.7
"559","2009-03-23",0.7
"560","2009-03-24",0.79
"561","2009-03-25",0.83
"562","2009-03-26",0.82
"563","2009-03-27",0.76
"564","2009-03-30",0.89
"565","2009-03-31",0.84
"566","2009-04-01",0.91
"567","2009-04-02",0.92
"568","2009-04-03",0.9
"569","2009-04-06",0.9
"570","2009-04-07",0.93
"571","2009-04-08",0.93
"572","2009-04-09",0.98
"573","2009-04-13",1.15
"574","2009-04-14",1.13
"575","2009-04-15",0.93
"576","2009-04-16",0.92
"577","2009-04-17",1
"578","2009-04-20",1.17
"579","2009-04-21",1.03
"580","2009-04-22",1.01
"581","2009-04-23",1.01
"582","2009-04-24",1.02
"583","2009-04-27",0.96
"584","2009-04-28",0.98
"585","2009-04-29",0.99
"586","2009-04-30",1.04
"587","2009-05-01",0.98
"588","2009-05-04",1
"589","2009-05-05",1.02
"590","2009-05-06",0.98
"591","2009-05-07",0.95
"592","2009-05-08",0.95
"593","2009-05-11",0.95
"594","2009-05-12",1.03
"595","2009-05-13",1.07
"596","2009-05-14",1.03
"597","2009-05-15",1.05
"598","2009-05-18",1.06
"599","2009-05-19",3.15
"600","2009-05-20",2.42
"601","2009-05-21",2.15
"602","2009-05-22",2.01
"603","2009-05-26",2.2
"604","2009-05-27",2.24
"605","2009-05-28",2.28
"606","2009-05-29",2.16
"607","2009-06-01",2.03
"608","2009-06-02",2.11
"609","2009-06-03",2.06
"610","2009-06-04",2.15
"611","2009-06-05",2.14
"612","2009-06-08",2.3
"613","2009-06-09",2.49
"614","2009-06-10",2.36
"615","2009-06-11",2.4
"616","2009-06-12",2.46
"617","2009-06-15",2.31
"618","2009-06-16",2.33
"619","2009-06-17",2.25
"620","2009-06-18",2.27
"621","2009-06-19",2.28
"622","2009-06-22",2.29
"623","2009-06-23",1.65
"624","2009-06-24",1.57
"625","2009-06-25",1.65
"626","2009-06-26",1.68
"627","2009-06-29",1.86
"628","2009-06-30",1.9
"629","2009-07-01",1.88
"630","2009-07-02",1.76
"631","2009-07-06",1.89
"632","2009-07-07",1.85
"633","2009-07-08",1.75
"634","2009-07-09",1.75
"635","2009-07-10",1.67
"636","2009-07-13",1.63
"637","2009-07-14",1.7
"638","2009-07-15",1.61
"639","2009-07-16",1.69
"640","2009-07-17",1.7
"641","2009-07-20",1.75
"642","2009-07-21",1.75
"643","2009-07-22",1.7
"644","2009-07-23",1.75
"645","2009-07-24",1.74
"646","2009-07-27",1.71
"647","2009-07-28",1.85
"648","2009-07-29",2.04
"649","2009-07-30",1.88
"650","2009-07-31",1.93
"651","2009-08-03",1.86
"652","2009-08-04",2
"653","2009-08-05",2.25
"654","2009-08-06",2.1
"655","2009-08-07",2.02
"656","2009-08-10",2.04
"657","2009-08-11",2.09
"658","2009-08-12",2.08
"659","2009-08-13",2.02
"660","2009-08-14",2
"661","2009-08-17",2.11
"662","2009-08-18",2.14
"663","2009-08-19",2.07
"664","2009-08-20",1.98
"665","2009-08-21",1.99
"666","2009-08-24",1.96
"667","2009-08-25",1.98
"668","2009-08-26",1.95
"669","2009-08-27",1.94
"670","2009-08-28",1.95
"671","2009-08-31",1.94
"672","2009-09-01",1.97
"673","2009-09-02",1.92
"674","2009-09-03",1.83
"675","2009-09-04",1.83
"676","2009-09-08",1.83
"677","2009-09-09",1.83
"678","2009-09-10",1.82
"679","2009-09-11",1.85
"680","2009-09-14",1.84
"681","2009-09-15",1.83
"682","2009-09-16",1.82
"683","2009-09-17",1.83
"684","2009-09-18",1.93
"685","2009-09-21",1.92
"686","2009-09-22",2.19
"687","2009-09-23",2.2
"688","2009-09-24",2.31
"689","2009-09-25",2.33
"690","2009-09-28",2.25
"691","2009-09-29",2.05
"692","2009-09-30",2.14
"693","2009-10-01",2.1
"694","2009-10-02",2.2
"695","2009-10-05",2.15
"696","2009-10-06",3.19
"697","2009-10-07",2.65
"698","2009-10-08",2.51
"699","2009-10-09",2.48
"700","2009-10-12",2.54
"701","2009-10-13",2.67
"702","2009-10-14",2.59
"703","2009-10-15",2.51
"704","2009-10-16",2.51
"705","2009-10-19",2.49
"706","2009-10-20",2.51
"707","2009-10-21",2.46
"708","2009-10-22",2.62
"709","2009-10-23",2.6
"710","2009-10-26",2.65
"711","2009-10-27",2.52
"712","2009-10-28",2.3
"713","2009-10-29",2.43
"714","2009-10-30",2.33
"715","2009-11-02",2.34
"716","2009-11-03",2.35
"717","2009-11-04",2.36
"718","2009-11-05",2.4
"719","2009-11-06",2.39
"720","2009-11-09",2.44
"721","2009-11-10",2.48
"722","2009-11-11",2.43
"723","2009-11-12",2.36
"724","2009-11-13",2.38
"725","2009-11-16",2.41
"726","2009-11-17",2.5
"727","2009-11-18",2.35
"728","2009-11-19",2.3
"729","2009-11-20",2.39
"730","2009-11-23",1.9
"731","2009-11-24",1.82
"732","2009-11-25",1.83
"733","2009-11-27",1.87
"734","2009-11-30",1.82
"735","2009-12-01",1.84
"736","2009-12-02",1.86
"737","2009-12-03",1.81
"738","2009-12-04",1.86
"739","2009-12-07",1.81
"740","2009-12-08",1.78
"741","2009-12-09",1.76
"742","2009-12-10",1.67
"743","2009-12-11",1.68
"744","2009-12-14",1.65
"745","2009-12-15",1.64
"746","2009-12-16",1.67
"747","2009-12-17",1.65
"748","2009-12-18",1.55
"749","2009-12-21",1.63
"750","2009-12-22",1.63
"751","2009-12-23",1.61
"752","2009-12-24",1.62
"753","2009-12-28",1.58
"754","2009-12-29",1.56
"755","2009-12-30",1.61
"756","2009-12-31",1.57
"757","2010-01-04",1.7
"758","2010-01-05",1.75
"759","2010-01-06",1.84
"760","2010-01-07",1.94
"761","2010-01-08",1.91
"762","2010-01-11",1.91
"763","2010-01-12",1.84
"764","2010-01-13",1.88
"765","2010-01-14",1.89
"766","2010-01-15",1.88
"767","2010-01-19",1.82
"768","2010-01-20",1.81
"769","2010-01-21",1.74
"770","2010-01-22",1.72
"771","2010-01-25",1.73
"772","2010-01-26",1.7
"773","2010-01-27",1.57
"774","2010-01-28",1.5
"775","2010-01-29",1.48
"776","2010-02-01",1.44
"777","2010-02-02",1.58
"778","2010-02-03",1.72
"779","2010-02-04",1.6
"780","2010-02-05",1.57
"781","2010-02-08",1.47
"782","2010-02-09",1.48
"783","2010-02-10",1.48
"784","2010-02-11",1.47
"785","2010-02-12",1.5
"786","2010-02-16",1.44
"787","2010-02-17",1.5
"788","2010-02-18",1.58
"789","2010-02-19",1.5
"790","2010-02-22",1.48
"791","2010-02-23",1.33
"792","2010-02-24",1.32
"793","2010-02-25",1.33
"794","2010-02-26",1.36
"795","2010-03-01",1.32
"796","2010-03-02",1.23
"797","2010-03-03",1.2
"798","2010-03-04",1.25
"799","2010-03-05",1.26
"800","2010-03-08",1.26
"801","2010-03-09",1.38
"802","2010-03-10",1.33
"803","2010-03-11",1.35
"804","2010-03-12",1.42
"805","2010-03-15",1.43
"806","2010-03-16",1.48
"807","2010-03-17",1.41
"808","2010-03-18",1.48
"809","2010-03-19",1.42
"810","2010-03-22",1.4
"811","2010-03-23",1.42
"812","2010-03-24",1.36
"813","2010-03-25",1.33
"814","2010-03-26",1.39
"815","2010-03-29",2.72
"816","2010-03-30",2.1
"817","2010-03-31",1.91
"818","2010-04-01",1.73
"819","2010-04-05",1.65
"820","2010-04-06",1.77
"821","2010-04-07",1.8
"822","2010-04-08",1.8
"823","2010-04-09",1.7
"824","2010-04-12",1.61
"825","2010-04-13",1.59
"826","2010-04-14",1.69
"827","2010-04-15",1.72
"828","2010-04-16",1.7
"829","2010-04-19",1.63
"830","2010-04-20",1.7
"831","2010-04-21",1.69
"832","2010-04-22",1.67
"833","2010-04-23",1.73
"834","2010-04-26",1.69
"835","2010-04-27",1.76
"836","2010-04-28",1.71
"837","2010-04-29",1.71
"838","2010-04-30",1.79
"839","2010-05-03",1.73
"840","2010-05-04",1.71
"841","2010-05-05",1.7
"842","2010-05-06",1.56
"843","2010-05-07",1.64
"844","2010-05-10",1.72
"845","2010-05-11",1.63
"846","2010-05-12",1.65
"847","2010-05-13",1.78
"848","2010-05-14",1.73
"849","2010-05-17",1.63
"850","2010-05-18",1.64
"851","2010-05-19",1.58
"852","2010-05-20",1.52
"853","2010-05-21",1.53
"854","2010-05-24",1.61
"855","2010-05-25",1.46
"856","2010-05-26",1.46
"857","2010-05-27",1.49
"858","2010-05-28",1.55
"859","2010-06-01",1.56
"860","2010-06-02",1.51
"861","2010-06-03",1.51
"862","2010-06-04",1.52
"863","2010-06-07",1.43
"864","2010-06-08",1.42
"865","2010-06-09",1.51
"866","2010-06-10",1.54
"867","2010-06-11",1.5
"868","2010-06-14",1.5
"869","2010-06-15",1.52
"870","2010-06-16",1.6
"871","2010-06-17",1.53
"872","2010-06-18",1.64
"873","2010-06-21",1.59
"874","2010-06-22",1.53
"875","2010-06-23",1.56
"876","2010-06-24",1.61
"877","2010-06-25",1.6
"878","2010-06-28",1.52
"879","2010-06-29",1.45
"880","2010-06-30",1.47
"881","2010-07-01",1.49
"882","2010-07-02",1.44
"883","2010-07-06",1.56
"884","2010-07-07",1.49
"885","2010-07-08",1.46
"886","2010-07-09",1.48
"887","2010-07-12",1.48
"888","2010-07-13",1.49
"889","2010-07-14",1.5
"890","2010-07-15",1.57
"891","2010-07-16",1.49
"892","2010-07-19",1.49
"893","2010-07-20",1.43
"894","2010-07-21",1.59
"895","2010-07-22",1.54
"896","2010-07-23",1.5
"897","2010-07-26",1.48
"898","2010-07-27",1.49
"899","2010-07-28",1.46
"900","2010-07-29",1.56
"901","2010-07-30",1.59
"902","2010-08-02",1.48
"903","2010-08-03",1.64
"904","2010-08-04",1.6
"905","2010-08-05",1.58
"906","2010-08-06",1.54
"907","2010-08-09",1.55
"908","2010-08-10",1.59
"909","2010-08-11",1.53
"910","2010-08-12",1.53
"911","2010-08-13",1.52
"912","2010-08-16",1.55
"913","2010-08-17",1.57
"914","2010-08-18",1.59
"915","2010-08-19",1.53
"916","2010-08-20",1.52
"917","2010-08-23",1.54
"918","2010-08-24",1.53
"919","2010-08-25",1.52
"920","2010-08-26",1.53
"921","2010-08-27",1.51
"922","2010-08-30",1.49
"923","2010-08-31",1.5
"924","2010-09-01",1.51
"925","2010-09-02",1.53
"926","2010-09-03",1.46
"927","2010-09-07",1.51
"928","2010-09-08",1.54
"929","2010-09-09",1.48
"930","2010-09-10",1.52
"931","2010-09-13",1.49
"932","2010-09-14",1.48
"933","2010-09-15",1.51
"934","2010-09-16",1.5
"935","2010-09-17",1.48
"936","2010-09-20",1.48
"937","2010-09-21",1.49
"938","2010-09-22",1.46
"939","2010-09-23",1.45
"940","2010-09-24",1.45
"941","2010-09-27",1.4
"942","2010-09-28",1.39
"943","2010-09-29",1.43
"944","2010-09-30",1.39
"945","2010-10-01",1.43
"946","2010-10-04",1.39
"947","2010-10-05",1.38
"948","2010-10-06",1.38
"949","2010-10-07",1.39
"950","2010-10-08",1.37
"951","2010-10-11",1.4
"952","2010-10-12",1.42
"953","2010-10-13",1.45
"954","2010-10-14",1.31
"955","2010-10-15",1.3
"956","2010-10-18",1.29
"957","2010-10-19",1.28
"958","2010-10-20",1.27
"959","2010-10-21",1.3
"960","2010-10-22",1.31
"961","2010-10-25",1.25
"962","2010-10-26",1.27
"963","2010-10-27",1.26
"964","2010-10-28",1.26
"965","2010-10-29",1.26
"966","2010-11-01",1.21
"967","2010-11-02",1.23
"968","2010-11-03",1.22
"969","2010-11-04",1.23
"970","2010-11-05",1.26
"971","2010-11-08",1.23
"972","2010-11-09",1.21
"973","2010-11-10",1.13
"974","2010-11-11",1.04
"975","2010-11-12",1.02
"976","2010-11-15",1.08
"977","2010-11-16",1.06
"978","2010-11-17",1.03
"979","2010-11-18",1.02
"980","2010-11-19",1.64
"981","2010-11-22",1.58
"982","2010-11-23",1.48
"983","2010-11-24",1.37
"984","2010-11-26",1.43
"985","2010-11-29",1.32
"986","2010-11-30",1.34
"987","2010-12-01",1.33
"988","2010-12-02",1.29
"989","2010-12-03",1.32
"990","2010-12-06",1.24
"991","2010-12-07",1.26
"992","2010-12-08",1.27
"993","2010-12-09",1.25
"994","2010-12-10",1.22
"995","2010-12-13",1.59
"996","2010-12-14",1.41
"997","2010-12-15",1.3
"998","2010-12-16",1.27
"999","2010-12-17",1.27
"1000","2010-12-20",1.27
"1001","2010-12-21",1.25
"1002","2010-12-22",1.27
"1003","2010-12-23",1.34
