"","date","HRZN"
"153","2011-06-08",15.77
"154","2011-06-09",15.8
"155","2011-06-10",15.6
"156","2011-06-13",15.36
"157","2011-06-14",15.21
"158","2011-06-15",15.26
"159","2011-06-16",15.31
"160","2011-06-17",15.23
"161","2011-06-20",15.43
"162","2011-06-21",15.45
"163","2011-06-22",15.42
"164","2011-06-23",15.8
"165","2011-06-24",15.85
"166","2011-06-27",15.78
"167","2011-06-28",15.77
"168","2011-06-29",15.75
"169","2011-06-30",15.83
"170","2011-07-01",15.77
"171","2011-07-05",15.83
"172","2011-07-06",15.91
"173","2011-07-07",15.96
"174","2011-07-08",16.15
"175","2011-07-11",16
"176","2011-07-12",15.9
"177","2011-07-13",15.99
"178","2011-07-14",15.93
"179","2011-07-15",15.93
"180","2011-07-18",15.94
"181","2011-07-19",16.110001
"182","2011-07-20",16.1
"183","2011-07-21",16.25
"184","2011-07-22",16.24
"185","2011-07-25",16.190001
"186","2011-07-26",15.96
"187","2011-07-27",15.69
"188","2011-07-28",15.33
"189","2011-07-29",15.3
"190","2011-08-01",15.25
"191","2011-08-02",15.05
"192","2011-08-03",15.19
"193","2011-08-04",15.07
"194","2011-08-05",15.11
"195","2011-08-08",13.88
"196","2011-08-09",14.24
"197","2011-08-10",14.93
"198","2011-08-11",15.86
"199","2011-08-12",15.84
"200","2011-08-15",15.98
"201","2011-08-16",16.01
"202","2011-08-17",16.040001
"203","2011-08-18",15.41
"204","2011-08-19",14.89
"205","2011-08-22",15.49
"206","2011-08-23",15.82
"207","2011-08-24",15.69
"208","2011-08-25",15.37
"209","2011-08-26",15.59
"210","2011-08-29",15.81
"211","2011-08-30",15.63
"212","2011-08-31",15.84
"213","2011-09-01",15.67
"214","2011-09-02",15.44
"215","2011-09-06",15.34
"216","2011-09-07",15.6
"217","2011-09-08",15.76
"218","2011-09-09",15.63
"219","2011-09-12",15.63
"220","2011-09-13",15.58
"221","2011-09-14",15.88
"222","2011-09-15",15.7
"223","2011-09-16",15.65
"224","2011-09-19",15.42
"225","2011-09-20",15.32
"226","2011-09-21",15.63
"227","2011-09-22",14.94
"228","2011-09-23",14.76
"229","2011-09-26",15.17
"230","2011-09-27",15
"231","2011-09-28",14.66
"232","2011-09-29",14.72
"233","2011-09-30",14.66
"234","2011-10-03",14.6
"235","2011-10-04",14.81
"236","2011-10-05",14.6
"237","2011-10-06",14.8
"238","2011-10-07",14.85
"239","2011-10-10",14.57
"240","2011-10-11",14.58
"241","2011-10-12",14.59
"242","2011-10-13",14.65
"243","2011-10-14",14.71
"244","2011-10-17",14.93
"245","2011-10-18",14.85
"246","2011-10-19",14.75
"247","2011-10-20",15.1
"248","2011-10-21",15.05
"249","2011-10-24",15.14
"250","2011-10-25",15.39
"251","2011-10-26",15.37
"252","2011-10-27",15.4
"253","2011-10-28",15.37
"254","2011-10-31",15.21
"255","2011-11-01",14.9
"256","2011-11-02",14.65
"257","2011-11-03",14.51
"258","2011-11-04",14.41
"259","2011-11-07",14.4
"260","2011-11-08",15.08
"261","2011-11-09",15.3
"262","2011-11-10",14.9
"263","2011-11-11",15.08
"264","2011-11-14",15.77
"265","2011-11-15",15.83
"266","2011-11-16",15.89
"267","2011-11-17",15.92
"268","2011-11-18",16.27
"269","2011-11-21",15.65
"270","2011-11-22",15.69
"271","2011-11-23",15.65
"272","2011-11-25",15.38
"273","2011-11-28",15.36
"274","2011-11-29",15.4
"275","2011-11-30",15.55
"276","2011-12-01",15.17
"277","2011-12-02",15.37
"278","2011-12-05",15.96
"279","2011-12-06",16
"280","2011-12-07",16.18
"281","2011-12-08",16.200001
"282","2011-12-09",16.17
"283","2011-12-12",15.98
"284","2011-12-13",15.89
"285","2011-12-14",16.02
"286","2011-12-15",16.18
"287","2011-12-16",16.01
"288","2011-12-19",15.99
"289","2011-12-20",15.99
"290","2011-12-21",15.8
"291","2011-12-22",16.08
"292","2011-12-23",16.25
"293","2011-12-27",15.94
"294","2011-12-28",15.91
"295","2011-12-29",15.76
"296","2011-12-30",16.32
"297","2012-01-03",16.299999
"298","2012-01-04",16.23
"299","2012-01-05",16.200001
"300","2012-01-06",16.049999
"301","2012-01-09",16.469999
"302","2012-01-10",16.5
"303","2012-01-11",16.35
"304","2012-01-12",16.360001
"305","2012-01-13",16.23
"306","2012-01-17",16.370001
"307","2012-01-18",16.389999
"308","2012-01-19",16.450001
"309","2012-01-20",16.41
"310","2012-01-23",16.41
"311","2012-01-24",16.17
"312","2012-01-25",16.190001
"313","2012-01-26",16.16
"314","2012-01-27",16.200001
"315","2012-01-30",16.299999
"316","2012-01-31",16.219999
"317","2012-02-01",16.75
"318","2012-02-02",16.74
"319","2012-02-03",16.73
"320","2012-02-06",16.6
"321","2012-02-07",16.52
"322","2012-02-08",16.389999
"323","2012-02-09",16.49
"324","2012-02-10",16.42
"325","2012-02-13",16.49
"326","2012-02-14",16.450001
"327","2012-02-15",16.280001
"328","2012-02-16",16.530001
"329","2012-02-17",16.84
"330","2012-02-21",16.5
"331","2012-02-22",16.42
"332","2012-02-23",16.42
"333","2012-02-24",16.280001
"334","2012-02-27",16.42
"335","2012-02-28",16.370001
"336","2012-02-29",16.549999
"337","2012-03-01",16.5
"338","2012-03-02",16.360001
"339","2012-03-05",16.379999
"340","2012-03-06",16.219999
"341","2012-03-07",16.360001
"342","2012-03-08",16.26
"343","2012-03-09",16.290001
"344","2012-03-12",16.4
"345","2012-03-13",16.440001
"346","2012-03-14",16.43
"347","2012-03-15",16.450001
"348","2012-03-16",16.85
"349","2012-03-19",17.049999
"350","2012-03-20",16.98
"351","2012-03-21",16.889999
"352","2012-03-22",16.73
"353","2012-03-23",16.73
"354","2012-03-26",16.57
"355","2012-03-27",16.42
"356","2012-03-28",16.389999
"357","2012-03-29",16.639999
"358","2012-03-30",16.610001
"359","2012-04-02",16.85
"360","2012-04-03",16.82
"361","2012-04-04",16.629999
"362","2012-04-05",16.77
"363","2012-04-09",16.690001
"364","2012-04-10",16.299999
"365","2012-04-11",16.469999
"366","2012-04-12",16.450001
"367","2012-04-13",16.57
"368","2012-04-16",16.75
"369","2012-04-17",16.83
"370","2012-04-18",16.719999
"371","2012-04-19",16.790001
"372","2012-04-20",16.700001
"373","2012-04-23",16.48
"374","2012-04-24",16.57
"375","2012-04-25",16.58
"376","2012-04-26",16.57
"377","2012-04-27",16.9
"378","2012-04-30",16.98
"379","2012-05-01",17.049999
"380","2012-05-02",17.09
"381","2012-05-03",17.120001
"382","2012-05-04",17
"383","2012-05-07",16.99
"384","2012-05-08",16.950001
"385","2012-05-09",16.75
"386","2012-05-10",16.75
"387","2012-05-11",16.73
"388","2012-05-14",16.76
"389","2012-05-15",16.4
"390","2012-05-16",16.799999
"391","2012-05-17",16.52
"392","2012-05-18",16.24
"393","2012-05-21",16.379999
"394","2012-05-22",16.389999
"395","2012-05-23",16.35
"396","2012-05-24",16.24
"397","2012-05-25",16.15
"398","2012-05-29",16.18
"399","2012-05-30",15.88
"400","2012-05-31",15.83
"401","2012-06-01",15.32
"402","2012-06-04",15.35
"403","2012-06-05",15.85
"404","2012-06-06",16.309999
"405","2012-06-07",16.360001
"406","2012-06-08",16.01
"407","2012-06-11",15.79
"408","2012-06-12",15.03
"409","2012-06-13",15.46
"410","2012-06-14",15.84
"411","2012-06-15",15.76
"412","2012-06-18",16.02
"413","2012-06-19",16.25
"414","2012-06-20",16.34
"415","2012-06-21",16.110001
"416","2012-06-22",15.87
"417","2012-06-25",16.120001
"418","2012-06-26",16.450001
"419","2012-06-27",16.68
"420","2012-06-28",16.43
"421","2012-06-29",16.49
"422","2012-07-02",16.74
"423","2012-07-03",16.75
"424","2012-07-05",16.73
"425","2012-07-06",16.58
"426","2012-07-09",16.639999
"427","2012-07-10",16.51
"428","2012-07-11",16.15
"429","2012-07-12",16.48
"430","2012-07-13",16.77
"431","2012-07-16",16.74
"432","2012-07-17",16.84
"433","2012-07-18",16.6
"434","2012-07-19",16.450001
"435","2012-07-20",16.58
"436","2012-07-23",16.290001
"437","2012-07-24",16.27
"438","2012-07-25",16.27
"439","2012-07-26",16.370001
"440","2012-07-27",16.57
"441","2012-07-30",16.67
"442","2012-07-31",16.379999
"443","2012-08-01",16.5
"444","2012-08-02",16.34
"445","2012-08-03",16.459999
"446","2012-08-06",16.549999
"447","2012-08-07",16.540001
"448","2012-08-08",16.51
"449","2012-08-09",16.52
"450","2012-08-10",16.389999
"451","2012-08-13",16.49
"452","2012-08-14",16.67
"453","2012-08-15",16.32
"454","2012-08-16",16.280001
"455","2012-08-17",16.370001
"456","2012-08-20",16.5
"457","2012-08-21",16.33
"458","2012-08-22",16.309999
"459","2012-08-23",16.209999
"460","2012-08-24",16.280001
"461","2012-08-27",16.35
"462","2012-08-28",16.49
"463","2012-08-29",16.559999
"464","2012-08-30",16.629999
"465","2012-08-31",16.75
"466","2012-09-04",16.74
"467","2012-09-05",16.540001
"468","2012-09-06",16.48
"469","2012-09-07",16.139999
"470","2012-09-10",16.17
"471","2012-09-11",15.93
"472","2012-09-12",15.97
"473","2012-09-13",16.16
"474","2012-09-14",16.16
"475","2012-09-17",16.190001
"476","2012-09-18",16.459999
"477","2012-09-19",16.77
"478","2012-09-20",16.75
"479","2012-09-21",16.700001
"480","2012-09-24",16.629999
"481","2012-09-25",16.24
"482","2012-09-26",16.16
"483","2012-09-27",16.16
"484","2012-09-28",16.16
"485","2012-10-01",16.299999
"486","2012-10-02",16.219999
"487","2012-10-03",16.16
"488","2012-10-04",16.32
"489","2012-10-05",16.450001
"490","2012-10-08",16.440001
"491","2012-10-09",16.299999
"492","2012-10-10",16.190001
"493","2012-10-11",16.129999
"494","2012-10-12",16.110001
"495","2012-10-15",16.24
"496","2012-10-16",16.4
"497","2012-10-17",16.450001
"498","2012-10-18",16.51
"499","2012-10-19",16.17
"500","2012-10-22",16.190001
"501","2012-10-23",16.15
"502","2012-10-24",16.43
"503","2012-10-25",16.299999
"504","2012-10-26",16.219999
"505","2012-10-31",16.309999
"506","2012-11-01",16.58
"507","2012-11-02",16.450001
"508","2012-11-05",16.450001
"509","2012-11-06",16.540001
"510","2012-11-07",16.01
"511","2012-11-08",15.02
"512","2012-11-09",15.14
"513","2012-11-12",14.82
"514","2012-11-13",14.53
"515","2012-11-14",13.77
"516","2012-11-15",14
"517","2012-11-16",14.86
"518","2012-11-19",14.69
"519","2012-11-20",14.24
"520","2012-11-21",14.18
"521","2012-11-23",14.17
"522","2012-11-26",14.15
"523","2012-11-27",14.17
"524","2012-11-28",14.09
"525","2012-11-29",14.19
"526","2012-11-30",14.05
"527","2012-12-03",13.95
"528","2012-12-04",13.56
"529","2012-12-05",14.02
"530","2012-12-06",13.99
"531","2012-12-07",13.97
"532","2012-12-10",14.15
"533","2012-12-11",14.34
"534","2012-12-12",14.41
"535","2012-12-13",14.3
"536","2012-12-14",14.33
"537","2012-12-17",14.73
"538","2012-12-18",15.32
"539","2012-12-19",15.13
"540","2012-12-20",15.04
"541","2012-12-21",14.99
"542","2012-12-24",14.86
"543","2012-12-26",14.82
"544","2012-12-27",14.74
"545","2012-12-28",14.63
"546","2012-12-31",14.92
"547","2013-01-02",15.19
"548","2013-01-03",15.32
"549","2013-01-04",15.49
"550","2013-01-07",15.61
"551","2013-01-08",15.6
"552","2013-01-09",15.82
"553","2013-01-10",15.93
"554","2013-01-11",15.76
"555","2013-01-14",15.1
"556","2013-01-15",15.12
"557","2013-01-16",14.89
"558","2013-01-17",14.77
"559","2013-01-18",14.82
"560","2013-01-22",15.08
"561","2013-01-23",15.09
"562","2013-01-24",15.13
"563","2013-01-25",15.37
"564","2013-01-28",15.25
"565","2013-01-29",15.47
"566","2013-01-30",15.29
"567","2013-01-31",15.37
"568","2013-02-01",15.45
"569","2013-02-04",15.37
"570","2013-02-05",15.45
"571","2013-02-06",15.56
"572","2013-02-07",15.47
"573","2013-02-08",15.62
"574","2013-02-11",15.6
"575","2013-02-12",15.59
"576","2013-02-13",15.65
"577","2013-02-14",15.65
"578","2013-02-15",15.41
"579","2013-02-19",15.3
"580","2013-02-20",15.32
"581","2013-02-21",14.85
"582","2013-02-22",14.94
"583","2013-02-25",14.62
"584","2013-02-26",14.62
"585","2013-02-27",14.61
"586","2013-02-28",14.72
"587","2013-03-01",15.06
"588","2013-03-04",15.18
"589","2013-03-05",15.53
"590","2013-03-06",15.17
"591","2013-03-07",15.35
"592","2013-03-08",15.09
"593","2013-03-11",15.15
"594","2013-03-12",15.23
"595","2013-03-13",14.78
"596","2013-03-14",14.81
"597","2013-03-15",14.92
"598","2013-03-18",14.85
"599","2013-03-19",14.89
"600","2013-03-20",14.6
"601","2013-03-21",14.54
"602","2013-03-22",14.68
"603","2013-03-25",14.54
"604","2013-03-26",14.38
"605","2013-03-27",15.14
"606","2013-03-28",14.61
"607","2013-04-01",14.09
"608","2013-04-02",14.08
"609","2013-04-03",13.64
"610","2013-04-04",13.68
"611","2013-04-05",13.79
"612","2013-04-08",14.06
"613","2013-04-09",14.18
"614","2013-04-10",14.34
"615","2013-04-11",14.4
"616","2013-04-12",14.27
"617","2013-04-15",14.09
"618","2013-04-16",14.09
"619","2013-04-17",13.39
"620","2013-04-18",13.59
"621","2013-04-19",13.84
"622","2013-04-22",14.16
"623","2013-04-23",14.39
"624","2013-04-24",14.23
"625","2013-04-25",14.29
"626","2013-04-26",14.29
"627","2013-04-29",14.41
"628","2013-04-30",14.69
"629","2013-05-01",14.12
"630","2013-05-02",14.37
"631","2013-05-03",14.48
"632","2013-05-06",14.52
"633","2013-05-07",14.48
"634","2013-05-08",14.68
"635","2013-05-09",14.4
"636","2013-05-10",14.46
"637","2013-05-13",14.3
"638","2013-05-14",14.57
"639","2013-05-15",14.54
"640","2013-05-16",14.39
"641","2013-05-17",14.36
"642","2013-05-20",14.42
"643","2013-05-21",14.36
"644","2013-05-22",14.32
"645","2013-05-23",14.28
"646","2013-05-24",14.45
"647","2013-05-28",14.58
"648","2013-05-29",14.18
"649","2013-05-30",14.16
"650","2013-05-31",14.02
"651","2013-06-03",13.69
"652","2013-06-04",13.73
"653","2013-06-05",13.74
"654","2013-06-06",13.82
"655","2013-06-07",13.87
"656","2013-06-10",14.07
"657","2013-06-11",14
"658","2013-06-12",13.81
"659","2013-06-13",13.93
"660","2013-06-14",13.97
"661","2013-06-17",14.11
"662","2013-06-18",13.96
"663","2013-06-19",14.05
"664","2013-06-20",13.58
"665","2013-06-21",13.55
"666","2013-06-24",12.93
"667","2013-06-25",13.14
"668","2013-06-26",13.33
"669","2013-06-27",13.71
"670","2013-06-28",13.74
"671","2013-07-01",14.09
"672","2013-07-02",13.94
"673","2013-07-03",13.92
"674","2013-07-05",14.19
"675","2013-07-08",14.17
"676","2013-07-09",14.13
"677","2013-07-10",14.12
"678","2013-07-11",14.35
"679","2013-07-12",14.25
"680","2013-07-15",14.21
"681","2013-07-16",14.21
"682","2013-07-17",14.22
"683","2013-07-18",14.32
"684","2013-07-19",14.38
"685","2013-07-22",14.38
"686","2013-07-23",14.47
"687","2013-07-24",14.37
"688","2013-07-25",14.3
"689","2013-07-26",14.32
"690","2013-07-29",14.28
"691","2013-07-30",14.18
"692","2013-07-31",13.99
"693","2013-08-01",13.97
"694","2013-08-02",14
"695","2013-08-05",13.97
"696","2013-08-06",13.93
"697","2013-08-07",13.99
"698","2013-08-08",14.06
"699","2013-08-09",14.04
"700","2013-08-12",14.15
"701","2013-08-13",14.14
"702","2013-08-14",14.05
"703","2013-08-15",13.79
"704","2013-08-16",13.59
"705","2013-08-19",13.5
"706","2013-08-20",13.61
"707","2013-08-21",13.55
"708","2013-08-22",13.55
"709","2013-08-23",13.72
"710","2013-08-26",13.64
"711","2013-08-27",13.47
"712","2013-08-28",13.27
"713","2013-08-29",13.34
"714","2013-08-30",13.35
"715","2013-09-03",13.26
"716","2013-09-04",13.54
"717","2013-09-05",13.56
"718","2013-09-06",13.54
"719","2013-09-09",13.5
"720","2013-09-10",13.54
"721","2013-09-11",13.53
"722","2013-09-12",13.45
"723","2013-09-13",13.53
"724","2013-09-16",13.42
"725","2013-09-17",13.44
"726","2013-09-18",13.45
"727","2013-09-19",13.49
"728","2013-09-20",13.5
"729","2013-09-23",13.48
"730","2013-09-24",13.49
"731","2013-09-25",13.41
"732","2013-09-26",13.43
"733","2013-09-27",13.38
"734","2013-09-30",13.32
"735","2013-10-01",13.4
"736","2013-10-02",13.21
"737","2013-10-03",13
"738","2013-10-04",13
"739","2013-10-07",13.08
"740","2013-10-08",13.03
"741","2013-10-09",12.95
"742","2013-10-10",13.12
"743","2013-10-11",13.34
"744","2013-10-14",13.43
"745","2013-10-15",13.21
"746","2013-10-16",13.19
"747","2013-10-17",13.31
"748","2013-10-18",13.44
"749","2013-10-21",13.36
"750","2013-10-22",13.38
"751","2013-10-23",13.41
"752","2013-10-24",13.49
"753","2013-10-25",13.54
"754","2013-10-28",13.63
"755","2013-10-29",13.58
"756","2013-10-30",13.6
"757","2013-10-31",13.48
"758","2013-11-01",13.5
"759","2013-11-04",13.58
"760","2013-11-05",13.76
"761","2013-11-06",13.89
"762","2013-11-07",13.87
"763","2013-11-08",13.87
"764","2013-11-11",13.91
"765","2013-11-12",14
"766","2013-11-13",14.15
"767","2013-11-14",14.05
"768","2013-11-15",13.8
"769","2013-11-18",13.95
"770","2013-11-19",13.88
"771","2013-11-20",13.96
"772","2013-11-21",13.94
"773","2013-11-22",14.14
"774","2013-11-25",14.17
"775","2013-11-26",14.17
"776","2013-11-27",14.2
"777","2013-11-29",14.2
"778","2013-12-02",14.05
"779","2013-12-03",14.03
"780","2013-12-04",14.16
"781","2013-12-05",13.98
"782","2013-12-06",14.16
"783","2013-12-09",14.32
"784","2013-12-10",14.2
"785","2013-12-11",14.25
"786","2013-12-12",14.08
"787","2013-12-13",14
"788","2013-12-16",14.05
"789","2013-12-17",14.02
"790","2013-12-18",14.14
"791","2013-12-19",13.95
"792","2013-12-20",13.75
"793","2013-12-23",14.1
"794","2013-12-24",14.34
"795","2013-12-26",14.21
"796","2013-12-27",14.21
"797","2013-12-30",14.16
"798","2013-12-31",14.21
"799","2014-01-02",14.2
"800","2014-01-03",14.27
"801","2014-01-06",14.31
"802","2014-01-07",14.37
"803","2014-01-08",14.28
"804","2014-01-09",14.15
"805","2014-01-10",14.26
"806","2014-01-13",14.32
"807","2014-01-14",14.45
"808","2014-01-15",14.38
"809","2014-01-16",14.35
"810","2014-01-17",14.43
"811","2014-01-21",14.6
"812","2014-01-22",14.59
"813","2014-01-23",14.48
"814","2014-01-24",14.31
"815","2014-01-27",14.34
"816","2014-01-28",14.44
"817","2014-01-29",14.44
"818","2014-01-30",14.53
"819","2014-01-31",14.47
"820","2014-02-03",14.19
"821","2014-02-04",14.3
"822","2014-02-05",14.22
"823","2014-02-06",14.34
"824","2014-02-07",14.35
"825","2014-02-10",14.45
"826","2014-02-11",14.6
"827","2014-02-12",14.46
"828","2014-02-13",14.48
"829","2014-02-14",14.46
"830","2014-02-18",14.61
"831","2014-02-19",14.58
"832","2014-02-20",14.55
"833","2014-02-21",14.6
"834","2014-02-24",14.6
"835","2014-02-25",14.4
"836","2014-02-26",14.36
"837","2014-02-27",14.51
"838","2014-02-28",14.57
"839","2014-03-03",14.34
"840","2014-03-04",14.27
"841","2014-03-05",14.14
"842","2014-03-06",14.18
"843","2014-03-07",14.15
"844","2014-03-10",13.92
"845","2014-03-11",14.1
"846","2014-03-12",12.43
"847","2014-03-13",12.67
"848","2014-03-14",12.88
"849","2014-03-17",12.86
"850","2014-03-18",12.71
"851","2014-03-19",12.78
"852","2014-03-20",12.77
"853","2014-03-21",12.73
"854","2014-03-24",12.6
"855","2014-03-25",12.65
"856","2014-03-26",12.46
"857","2014-03-27",12.47
"858","2014-03-28",12.53
"859","2014-03-31",12.51
"860","2014-04-01",12.61
"861","2014-04-02",12.59
"862","2014-04-03",12.91
"863","2014-04-04",13.09
"864","2014-04-07",12.83
"865","2014-04-08",13.02
"866","2014-04-09",13.07
"867","2014-04-10",13
"868","2014-04-11",12.9
"869","2014-04-14",13.05
"870","2014-04-15",13.16
"871","2014-04-16",13.17
"872","2014-04-17",13.13
"873","2014-04-21",13.09
"874","2014-04-22",13.43
"875","2014-04-23",13.3
"876","2014-04-24",13.43
"877","2014-04-25",13.29
"878","2014-04-28",12.99
"879","2014-04-29",13.02
"880","2014-04-30",13.1
"881","2014-05-01",13.22
"882","2014-05-02",13.41
"883","2014-05-05",13.39
"884","2014-05-06",13.21
"885","2014-05-07",13.37
"886","2014-05-08",13.39
"887","2014-05-09",13.54
"888","2014-05-12",13.87
"889","2014-05-13",13.76
"890","2014-05-14",13.63
"891","2014-05-15",13.62
"892","2014-05-16",13.76
"893","2014-05-19",13.73
"894","2014-05-20",13.65
"895","2014-05-21",13.91
"896","2014-05-22",13.87
"897","2014-05-23",13.84
"898","2014-05-27",13.7
"899","2014-05-28",13.74
"900","2014-05-29",13.59
"901","2014-05-30",13.57
"902","2014-06-02",13.42
"903","2014-06-03",13.68
"904","2014-06-04",13.61
"905","2014-06-05",13.78
"906","2014-06-06",13.51
"907","2014-06-09",13.71
"908","2014-06-10",13.78
"909","2014-06-11",13.79
"910","2014-06-12",13.92
"911","2014-06-13",14.1
"912","2014-06-16",14.07
"913","2014-06-17",14.19
"914","2014-06-18",14.08
"915","2014-06-19",14.05
"916","2014-06-20",13.98
"917","2014-06-23",14.18
"918","2014-06-24",14.15
"919","2014-06-25",14.24
"920","2014-06-26",14.66
"921","2014-06-27",14.89
"922","2014-06-30",14.62
"923","2014-07-01",14.55
"924","2014-07-02",14.72
"925","2014-07-03",14.29
"926","2014-07-07",14.22
"927","2014-07-08",14.09
"928","2014-07-09",14.25
"929","2014-07-10",14.2
"930","2014-07-11",14.23
"931","2014-07-14",14.32
"932","2014-07-15",14.49
"933","2014-07-16",14.52
"934","2014-07-17",14.31
"935","2014-07-18",14.31
"936","2014-07-21",14.27
"937","2014-07-22",14.21
"938","2014-07-23",14.22
"939","2014-07-24",14.21
"940","2014-07-25",14.44
"941","2014-07-28",14.19
"942","2014-07-29",14.23
"943","2014-07-30",14.13
"944","2014-07-31",13.78
"945","2014-08-01",13.67
"946","2014-08-04",13.5
"947","2014-08-05",12.9
"948","2014-08-06",13.6
"949","2014-08-07",13.62
"950","2014-08-08",13.62
"951","2014-08-11",14.11
"952","2014-08-12",14.13
"953","2014-08-13",14.27
"954","2014-08-14",14.31
"955","2014-08-15",14.26
"956","2014-08-18",14.19
"957","2014-08-19",14.2
"958","2014-08-20",14.28
"959","2014-08-21",14.24
"960","2014-08-22",14.27
"961","2014-08-25",14.34
"962","2014-08-26",14.31
"963","2014-08-27",14.26
"964","2014-08-28",14.22
"965","2014-08-29",14.2
"966","2014-09-02",14.24
"967","2014-09-03",14.26
"968","2014-09-04",14.25
"969","2014-09-05",14.29
"970","2014-09-08",14.4
"971","2014-09-09",14.31
"972","2014-09-10",14.37
"973","2014-09-11",14.36
"974","2014-09-12",14.33
"975","2014-09-15",14.4
"976","2014-09-16",14.26
"977","2014-09-17",14.27
"978","2014-09-18",14.07
"979","2014-09-19",13.95
"980","2014-09-22",13.9
"981","2014-09-23",13.93
"982","2014-09-24",13.89
"983","2014-09-25",13.99
"984","2014-09-26",14.19
"985","2014-09-29",13.99
"986","2014-09-30",13.46
"987","2014-10-01",13.74
"988","2014-10-02",13.65
"989","2014-10-03",13.64
"990","2014-10-06",13.64
"991","2014-10-07",13.62
"992","2014-10-08",13.59
"993","2014-10-09",13.67
"994","2014-10-10",13.69
