"","date","LRMR"
"1","2014-06-19",2844
"2","2014-06-20",2851.199951
"3","2014-06-23",2872.800049
"4","2014-06-24",2855.52002
"5","2014-06-25",2844
"6","2014-06-26",2844
"7","2014-06-27",2844
"8","2014-06-30",2848.320068
"9","2014-07-01",2854.080078
"10","2014-07-02",2841.120117
"11","2014-07-03",2854.080078
"12","2014-07-07",2808
"13","2014-07-08",2737.439941
"14","2014-07-09",2711.52002
"15","2014-07-10",2682.719971
"16","2014-07-11",2697.120117
"17","2014-07-14",2655.360107
"18","2014-07-15",2638.080078
"19","2014-07-16",2635.199951
"20","2014-07-17",2589.120117
"21","2014-07-18",2571.840088
"22","2014-07-21",2592
"23","2014-07-22",2570.399902
"24","2014-07-23",2619.360107
"25","2014-07-24",2734.560059
"26","2014-07-25",2730.23999
"27","2014-07-28",2712.959961
"28","2014-07-29",2707.199951
"29","2014-07-30",2623.679932
"30","2014-07-31",2520
"31","2014-08-01",2505.600098
"32","2014-08-04",2507.040039
"33","2014-08-05",2532.959961
"34","2014-08-06",2534.399902
"35","2014-08-07",2522.879883
"36","2014-08-08",2502.719971
"37","2014-08-11",2551.679932
"38","2014-08-12",2554.560059
"39","2014-08-13",2567.52002
"40","2014-08-14",2553.120117
"41","2014-08-15",2553.120117
"42","2014-08-18",2750.399902
"43","2014-08-19",2746.080078
"44","2014-08-20",2757.600098
"45","2014-08-21",2766.23999
"46","2014-08-22",2764.800049
"47","2014-08-25",2756.159912
"48","2014-08-26",2823.840088
"49","2014-08-27",2836.800049
"50","2014-08-28",3045.600098
"51","2014-08-29",3015.360107
"52","2014-09-02",3054.959961
"53","2014-09-03",2848.320068
"54","2014-09-04",2900.159912
"55","2014-09-05",2831.040039
"56","2014-09-08",2841.120117
"57","2014-09-09",2764.800049
"58","2014-09-10",2806.560059
"59","2014-09-11",2705.76001
"60","2014-09-12",2628
"61","2014-09-15",2777.76001
"62","2014-09-16",2728.800049
"63","2014-09-17",2718.719971
"64","2014-09-18",2753.280029
"65","2014-09-19",2730.23999
"66","2014-09-22",2737.439941
"67","2014-09-23",2759.040039
"68","2014-09-24",2854.080078
"69","2014-09-25",2826.719971
"70","2014-09-26",2880
"71","2014-09-29",2828.159912
"72","2014-09-30",2829.600098
"73","2014-10-01",2757.600098
"74","2014-10-02",2805.120117
"75","2014-10-03",2747.52002
"76","2014-10-06",2812.320068
"77","2014-10-07",2645.280029
"78","2014-10-08",2626.560059
"79","2014-10-09",2594.879883
"80","2014-10-10",2537.280029
"81","2014-10-13",2449.439941
"82","2014-10-14",2377.439941
"83","2014-10-15",2543.040039
"84","2014-10-16",2580.47998
"85","2014-10-17",2450.879883
"86","2014-10-20",2502.719971
"87","2014-10-21",2556
"88","2014-10-22",2551.679932
"89","2014-10-23",2594.879883
"90","2014-10-24",2632.320068
"91","2014-10-27",2750.399902
"92","2014-10-28",2954.879883
"93","2014-10-29",3024
"94","2014-10-30",3072.959961
"95","2014-10-31",3067.199951
"96","2014-11-03",3016.800049
"97","2014-11-04",2763.360107
"98","2014-11-05",2679.840088
"99","2014-11-06",2780.639893
"100","2014-11-07",2761.919922
"101","2014-11-10",2874.23999
"102","2014-11-11",2797.919922
"103","2014-11-12",2773.439941
"104","2014-11-13",2773.439941
"105","2014-11-14",2792.159912
"106","2014-11-17",2897.280029
"107","2014-11-18",2973.600098
"108","2014-11-19",2966.399902
"109","2014-11-20",2989.439941
"110","2014-11-21",2983.679932
"111","2014-11-24",3133.439941
"112","2014-11-25",3263.040039
"113","2014-11-26",3316.320068
"114","2014-11-28",3399.840088
"115","2014-12-01",3121.919922
"116","2014-12-02",3232.800049
"117","2014-12-03",3247.199951
"118","2014-12-04",3234.23999
"119","2014-12-05",3365.280029
"120","2014-12-08",3349.439941
"121","2014-12-09",3268.800049
"122","2014-12-10",3221.280029
"123","2014-12-11",3237.120117
"124","2014-12-12",3248.639893
"125","2014-12-15",3132
"126","2014-12-16",3120.47998
"127","2014-12-17",3407.040039
"128","2014-12-18",3477.600098
"129","2014-12-19",3720.959961
"130","2014-12-22",4086.719971
"131","2014-12-23",4366.080078
"132","2014-12-24",4462.560059
"133","2014-12-26",4584.959961
"134","2014-12-29",4554.720215
"135","2014-12-30",4435.200195
"136","2014-12-31",4440.959961
"137","2015-01-02",4452.47998
"138","2015-01-05",4557.600098
"139","2015-01-06",4632.47998
"140","2015-01-07",5580
"141","2015-01-08",5765.759766
"142","2015-01-09",5696.640137
"143","2015-01-12",5407.200195
"144","2015-01-13",5408.640137
"145","2015-01-14",5391.359863
"146","2015-01-15",5068.799805
"147","2015-01-16",5274.720215
"148","2015-01-20",5153.759766
"149","2015-01-21",4789.439941
"150","2015-01-22",5336.640137
"151","2015-01-23",5610.959961
"152","2015-01-26",5811.839844
"153","2015-01-27",5880.959961
"154","2015-01-28",5826.240234
"155","2015-01-29",5832
"156","2015-01-30",5473.439941
"157","2015-02-02",5438.879883
"158","2015-02-03",5594.399902
"159","2015-02-04",5326.560059
"160","2015-02-05",5224.319824
"161","2015-02-06",5434.560059
"162","2015-02-09",5436
"163","2015-02-10",5430.240234
"164","2015-02-11",5440.319824
"165","2015-02-12",5492.160156
"166","2015-02-13",5624.640137
"167","2015-02-17",5620.319824
"168","2015-02-18",5588.640137
"169","2015-02-19",5626.080078
"170","2015-02-20",5852.160156
"171","2015-02-23",6045.120117
"172","2015-02-24",5440.319824
"173","2015-02-25",5470.560059
"174","2015-02-26",5578.560059
"175","2015-02-27",5565.600098
"176","2015-03-02",5519.52002
"177","2015-03-03",5519.52002
"178","2015-03-04",5722.560059
"179","2015-03-05",5644.799805
"180","2015-03-06",5580
"181","2015-03-09",6039.359863
"182","2015-03-10",6278.399902
"183","2015-03-11",6425.279785
"184","2015-03-12",6455.52002
"185","2015-03-13",6379.200195
"186","2015-03-16",6521.759766
"187","2015-03-17",6562.080078
"188","2015-03-18",6818.399902
"189","2015-03-19",7392.959961
"190","2015-03-20",6759.359863
"191","2015-03-23",6523.200195
"192","2015-03-24",6006.240234
"193","2015-03-25",5941.439941
"194","2015-03-26",5968.799805
"195","2015-03-27",5757.120117
"196","2015-03-30",5781.600098
"197","2015-03-31",5703.839844
"198","2015-04-01",5425.919922
"199","2015-04-02",5353.919922
"200","2015-04-06",5332.319824
"201","2015-04-07",5078.879883
"202","2015-04-08",5266.080078
"203","2015-04-09",5454.720215
"204","2015-04-10",5476.319824
"205","2015-04-13",5443.200195
"206","2015-04-14",5685.120117
"207","2015-04-15",5715.359863
"208","2015-04-16",5338.080078
"209","2015-04-17",5106.240234
"210","2015-04-20",5267.52002
"211","2015-04-21",5572.799805
"212","2015-04-22",5624.640137
"213","2015-04-23",5834.879883
"214","2015-04-24",5745.600098
"215","2015-04-27",5181.120117
"216","2015-04-28",4933.439941
"217","2015-04-29",4733.279785
"218","2015-04-30",4481.279785
"219","2015-05-01",4625.279785
"220","2015-05-04",4949.279785
"221","2015-05-05",4560.47998
"222","2015-05-06",4710.240234
"223","2015-05-07",4842.720215
"224","2015-05-08",4996.799805
"225","2015-05-11",4893.120117
"226","2015-05-12",4929.120117
"227","2015-05-13",4533.120117
"228","2015-05-14",4534.560059
"229","2015-05-15",4360.319824
"230","2015-05-18",4381.919922
"231","2015-05-19",4233.600098
"232","2015-05-20",4212
"233","2015-05-21",4384.799805
"234","2015-05-22",4502.879883
"235","2015-05-26",4554.720215
"236","2015-05-27",4595.040039
"237","2015-05-28",4661.279785
"238","2015-05-29",4688.640137
"239","2015-06-01",4595.040039
"240","2015-06-02",4727.52002
"241","2015-06-03",4835.52002
"242","2015-06-04",4777.919922
"243","2015-06-05",4772.160156
"244","2015-06-08",4878.720215
"245","2015-06-09",4819.680176
"246","2015-06-10",5005.439941
"247","2015-06-11",5127.839844
"248","2015-06-12",5087.52002
