"","date","KALA"
"1","2017-07-20",18.49
"2","2017-07-21",19.1
"3","2017-07-24",19.42
"4","2017-07-25",19.200001
"5","2017-07-26",18.98
"6","2017-07-27",20.15
"7","2017-07-28",20.370001
"8","2017-07-31",20.08
"9","2017-08-01",19.9
"10","2017-08-02",19.9
"11","2017-08-03",19.92
"12","2017-08-04",20.049999
"13","2017-08-07",19.99
"14","2017-08-08",19.85
"15","2017-08-09",20.01
"16","2017-08-10",19.049999
"17","2017-08-11",19.66
"18","2017-08-14",21.49
"19","2017-08-15",22
"20","2017-08-16",22.35
"21","2017-08-17",21.719999
"22","2017-08-18",21.360001
"23","2017-08-21",21.5
"24","2017-08-22",21.629999
"25","2017-08-23",21.809999
"26","2017-08-24",21.76
"27","2017-08-25",21.370001
"28","2017-08-28",22.559999
"29","2017-08-29",22.6
"30","2017-08-30",23.719999
"31","2017-08-31",25.299999
"32","2017-09-01",24.99
"33","2017-09-05",25.190001
"34","2017-09-06",25.799999
"35","2017-09-07",25.75
"36","2017-09-08",25.41
"37","2017-09-11",25.75
"38","2017-09-12",26.09
"39","2017-09-13",26.200001
"40","2017-09-14",26.530001
"41","2017-09-15",25.27
"42","2017-09-18",21.99
"43","2017-09-19",20.610001
"44","2017-09-20",19.860001
"45","2017-09-21",20.549999
"46","2017-09-22",20.690001
"47","2017-09-25",21.68
"48","2017-09-26",23.450001
"49","2017-09-27",23.530001
"50","2017-09-28",23.08
"51","2017-09-29",22.84
"52","2017-10-02",22.59
"53","2017-10-03",23.17
"54","2017-10-04",22.91
"55","2017-10-05",23.01
"56","2017-10-06",22.610001
"57","2017-10-09",22.85
"58","2017-10-10",22.82
"59","2017-10-11",22.32
"60","2017-10-12",22.15
"61","2017-10-13",22.15
"62","2017-10-16",20.440001
"63","2017-10-17",18.75
"64","2017-10-18",17.290001
"65","2017-10-19",17.02
"66","2017-10-20",16.870001
"67","2017-10-23",16.85
"68","2017-10-24",16.5
"69","2017-10-25",16.5
"70","2017-10-26",15.41
"71","2017-10-27",15.2
"72","2017-10-30",15.67
"73","2017-10-31",16.059999
"74","2017-11-01",15.03
"75","2017-11-02",13.68
"76","2017-11-03",16.32
"77","2017-11-06",18.700001
"78","2017-11-07",18.200001
"79","2017-11-08",18.030001
"80","2017-11-09",18.41
"81","2017-11-10",19.190001
"82","2017-11-13",19.940001
"83","2017-11-14",20.07
"84","2017-11-15",19.17
"85","2017-11-16",18.559999
"86","2017-11-17",18.700001
"87","2017-11-20",19.6
"88","2017-11-21",20.700001
"89","2017-11-22",21.35
"90","2017-11-24",20.42
"91","2017-11-27",19.950001
"92","2017-11-28",19.639999
"93","2017-11-29",19.389999
"94","2017-11-30",19.15
"95","2017-12-01",18.9
"96","2017-12-04",18.02
"97","2017-12-05",18.200001
"98","2017-12-06",17.530001
"99","2017-12-07",19.02
"100","2017-12-08",19.139999
"101","2017-12-11",17.9
"102","2017-12-12",18.040001
"103","2017-12-13",16.74
"104","2017-12-14",16.309999
"105","2017-12-15",16.65
"106","2017-12-18",17.49
"107","2017-12-19",16.799999
"108","2017-12-20",17.219999
"109","2017-12-21",17.4
"110","2017-12-22",17.27
"111","2017-12-26",18.17
"112","2017-12-27",19
"113","2017-12-28",19
"114","2017-12-29",18.49
"115","2018-01-02",18.98
"116","2018-01-03",17.67
"117","2018-01-04",17.33
"118","2018-01-05",12.255
"119","2018-01-08",13.61
"120","2018-01-09",12.95
"121","2018-01-10",13
"122","2018-01-11",13.85
"123","2018-01-12",15.6
"124","2018-01-16",16.469999
"125","2018-01-17",15.5
"126","2018-01-18",15.42
"127","2018-01-19",14.93
"128","2018-01-22",14.99
"129","2018-01-23",15.05
"130","2018-01-24",14.92
"131","2018-01-25",14.93
"132","2018-01-26",15.05
"133","2018-01-29",15.11
"134","2018-01-30",14.9
"135","2018-01-31",15.22
"136","2018-02-01",14.98
"137","2018-02-02",14.71
"138","2018-02-05",13.71
"139","2018-02-06",12.26
"140","2018-02-07",12.86
"141","2018-02-08",12.94
"142","2018-02-09",12.47
"143","2018-02-12",13.61
"144","2018-02-13",14.37
"145","2018-02-14",14.43
"146","2018-02-15",15.04
"147","2018-02-16",14.77
"148","2018-02-20",14.84
"149","2018-02-21",14.48
"150","2018-02-22",14.07
"151","2018-02-23",14.2
"152","2018-02-26",14.71
"153","2018-02-27",14.11
"154","2018-02-28",14.05
"155","2018-03-01",14.71
"156","2018-03-02",14.82
"157","2018-03-05",14.56
"158","2018-03-06",15.07
"159","2018-03-07",15.08
"160","2018-03-08",17.02
"161","2018-03-09",17.52
"162","2018-03-12",17.42
"163","2018-03-13",16.629999
"164","2018-03-14",16.85
"165","2018-03-15",16.799999
"166","2018-03-16",18.1
"167","2018-03-19",17.67
"168","2018-03-20",17.139999
"169","2018-03-21",16.959999
"170","2018-03-22",16.93
"171","2018-03-23",17.09
"172","2018-03-26",14.735
"173","2018-03-27",15.88
"174","2018-03-28",16.32
"175","2018-03-29",15.83
"176","2018-04-02",15.48
"177","2018-04-03",15.74
"178","2018-04-04",16.110001
"179","2018-04-05",16.620001
"180","2018-04-06",16.41
"181","2018-04-09",17.49
"182","2018-04-10",17.209999
"183","2018-04-11",16.379999
"184","2018-04-12",16.34
"185","2018-04-13",16.389999
"186","2018-04-16",16.57
"187","2018-04-17",16.5
"188","2018-04-18",16.040001
"189","2018-04-19",15.82
"190","2018-04-20",16
"191","2018-04-23",15.77
"192","2018-04-24",15.45
"193","2018-04-25",15.83
"194","2018-04-26",15.91
"195","2018-04-27",15.49
"196","2018-04-30",15.02
"197","2018-05-01",15.49
"198","2018-05-02",15.82
"199","2018-05-03",15.76
"200","2018-05-04",15.75
"201","2018-05-07",15.95
"202","2018-05-08",16.27
"203","2018-05-09",16.389999
"204","2018-05-10",16.959999
"205","2018-05-11",16.719999
"206","2018-05-14",17.299999
"207","2018-05-15",17
"208","2018-05-16",16.969999
"209","2018-05-17",16.809999
"210","2018-05-18",16.59
"211","2018-05-21",15.4
"212","2018-05-22",14.79
"213","2018-05-23",15.16
"214","2018-05-24",15.12
"215","2018-05-25",15.4
"216","2018-05-29",14.43
"217","2018-05-30",15.15
"218","2018-05-31",15.24
"219","2018-06-01",15.74
"220","2018-06-04",15.15
"221","2018-06-05",15.5
"222","2018-06-06",15.19
"223","2018-06-07",13.87
"224","2018-06-08",13.77
"225","2018-06-11",13.38
"226","2018-06-12",13.73
"227","2018-06-13",13.61
"228","2018-06-14",13.72
"229","2018-06-15",13.3
"230","2018-06-18",13.75
"231","2018-06-19",13.35
"232","2018-06-20",13.93
"233","2018-06-21",13.94
"234","2018-06-22",13.73
"235","2018-06-25",13.65
"236","2018-06-26",13.81
"237","2018-06-27",13.52
"238","2018-06-28",13.85
"239","2018-06-29",13.73
"240","2018-07-02",13.4
"241","2018-07-03",13.2
"242","2018-07-05",13.14
"243","2018-07-06",13.3
"244","2018-07-09",13.13
"245","2018-07-10",13.04
"246","2018-07-11",12.83
"247","2018-07-12",12.55
"248","2018-07-13",12.67
"249","2018-07-16",12.58
"250","2018-07-17",12.48
"251","2018-07-18",12.34
"252","2018-07-19",12.46
"253","2018-07-20",12.31
"254","2018-07-23",12.63
"255","2018-07-24",12.8
"256","2018-07-25",12.99
"257","2018-07-26",12.46
"258","2018-07-27",12.23
"259","2018-07-30",12.24
"260","2018-07-31",12.69
"261","2018-08-01",12.65
"262","2018-08-02",12.83
"263","2018-08-03",12.62
"264","2018-08-06",12.56
"265","2018-08-07",12.48
"266","2018-08-08",12.4
"267","2018-08-09",12.84
"268","2018-08-10",12.6
"269","2018-08-13",12.4
"270","2018-08-14",11.92
"271","2018-08-15",11.7
"272","2018-08-16",12.46
"273","2018-08-17",12.14
"274","2018-08-20",12.73
"275","2018-08-21",13.87
"276","2018-08-22",13.48
"277","2018-08-23",12.51
"278","2018-08-24",12.83
"279","2018-08-27",12.92
"280","2018-08-28",12.9
"281","2018-08-29",12.93
"282","2018-08-30",13.4
"283","2018-08-31",13.51
"284","2018-09-04",13.18
"285","2018-09-05",12.64
"286","2018-09-06",11.31
"287","2018-09-07",11.34
"288","2018-09-10",11.27
"289","2018-09-11",10.98
"290","2018-09-12",10.85
"291","2018-09-13",11.29
"292","2018-09-14",11.12
"293","2018-09-17",10.68
"294","2018-09-18",10.72
"295","2018-09-19",10.7
"296","2018-09-20",10.96
"297","2018-09-21",10.75
"298","2018-09-24",10.85
"299","2018-09-25",10.38
"300","2018-09-26",9.54
"301","2018-09-27",9.95
"302","2018-09-28",9.87
"303","2018-10-01",9.63
"304","2018-10-02",9.28
"305","2018-10-03",7.84
"306","2018-10-04",7.905
"307","2018-10-05",7.73
"308","2018-10-08",8.3
"309","2018-10-09",8.35
"310","2018-10-10",8.25
"311","2018-10-11",8.06
"312","2018-10-12",8.56
"313","2018-10-15",8.96
"314","2018-10-16",9.94
"315","2018-10-17",9.86
"316","2018-10-18",9.54
"317","2018-10-19",9.23
"318","2018-10-22",8.98
"319","2018-10-23",9.13
"320","2018-10-24",8.2
"321","2018-10-25",8.45
"322","2018-10-26",7.93
"323","2018-10-29",7.65
"324","2018-10-30",7.45
"325","2018-10-31",7.25
"326","2018-11-01",7.78
"327","2018-11-02",7.6
"328","2018-11-05",7.46
"329","2018-11-06",7.5
"330","2018-11-07",7.61
"331","2018-11-08",7.65
"332","2018-11-09",7.2
"333","2018-11-12",6.47
"334","2018-11-13",6.56
"335","2018-11-14",6.34
"336","2018-11-15",6.61
"337","2018-11-16",6.62
"338","2018-11-19",6.27
"339","2018-11-20",6.1
"340","2018-11-21",6.45
"341","2018-11-23",6.18
"342","2018-11-26",6.22
"343","2018-11-27",6.05
"344","2018-11-28",6.34
"345","2018-11-29",6.09
"346","2018-11-30",6.3
"347","2018-12-03",6.3
"348","2018-12-04",6.02
"349","2018-12-06",5.97
"350","2018-12-07",5.64
"351","2018-12-10",5.76
"352","2018-12-11",5.72
"353","2018-12-12",5.72
"354","2018-12-13",5.51
"355","2018-12-14",5.15
"356","2018-12-17",5.01
"357","2018-12-18",4.97
"358","2018-12-19",4.76
"359","2018-12-20",4.59
"360","2018-12-21",4.29
"361","2018-12-24",4.6
"362","2018-12-26",4.6
"363","2018-12-27",4.91
"364","2018-12-28",5.02
"365","2018-12-31",4.89
"366","2019-01-02",5.19
"367","2019-01-03",5.2
"368","2019-01-04",5.83
"369","2019-01-07",6.19
"370","2019-01-08",6.36
"371","2019-01-09",6.08
"372","2019-01-10",6.03
"373","2019-01-11",6.1
"374","2019-01-14",6.2
"375","2019-01-15",6.24
"376","2019-01-16",6.04
"377","2019-01-17",5.78
"378","2019-01-18",5.89
"379","2019-01-22",5.53
"380","2019-01-23",5.58
"381","2019-01-24",5.3
"382","2019-01-25",5.52
"383","2019-01-28",5.24
"384","2019-01-29",5.26
"385","2019-01-30",5.34
"386","2019-01-31",5.53
"387","2019-02-01",5.83
"388","2019-02-04",6.24
"389","2019-02-05",6.79
"390","2019-02-06",6.66
"391","2019-02-07",6.76
"392","2019-02-08",6.51
"393","2019-02-11",6.65
"394","2019-02-12",6.88
"395","2019-02-13",6.93
"396","2019-02-14",7.22
"397","2019-02-15",7.21
"398","2019-02-19",7.73
"399","2019-02-20",8.29
"400","2019-02-21",8.53
"401","2019-02-22",8.97
"402","2019-02-25",8.8
"403","2019-02-26",8.52
"404","2019-02-27",8.39
"405","2019-02-28",8.39
"406","2019-03-01",8.89
