"","date","RDHL"
"158","2013-08-21",10.59
"159","2013-08-22",10.55
"160","2013-08-23",10.4
"161","2013-08-26",10.39
"162","2013-08-27",10
"163","2013-08-28",9.85
"164","2013-08-29",10
"165","2013-08-30",10.49
"166","2013-09-03",10.48
"167","2013-09-04",9.9
"168","2013-09-05",9.89
"169","2013-09-06",9.99
"170","2013-09-09",9.99
"171","2013-09-10",10.1
"172","2013-09-11",10.06
"173","2013-09-12",9.73
"174","2013-09-13",9.9
"175","2013-09-16",9.85
"176","2013-09-17",9.8
"177","2013-09-18",9.8
"178","2013-09-19",10.2
"179","2013-09-20",9.811
"180","2013-09-23",9.99
"181","2013-09-24",10.2
"182","2013-09-25",10.2
"183","2013-09-26",10.3
"184","2013-09-27",10.7
"185","2013-09-30",10.73
"186","2013-10-01",10.77
"187","2013-10-02",11.15
"188","2013-10-03",10.92
"189","2013-10-04",10.65
"190","2013-10-07",10.75
"191","2013-10-08",9.8
"192","2013-10-09",10
"193","2013-10-10",10
"194","2013-10-11",9.8
"195","2013-10-14",10
"196","2013-10-15",10.05
"197","2013-10-16",9.801
"198","2013-10-17",9.8
"199","2013-10-18",9.91
"200","2013-10-21",10.55
"201","2013-10-22",10.92
"202","2013-10-23",10.67
"203","2013-10-24",10.739
"204","2013-10-25",10.34
"205","2013-10-28",10.79
"206","2013-10-29",10.7
"207","2013-10-30",10.74
"208","2013-10-31",10.99
"209","2013-11-01",10.969
"210","2013-11-04",10.78
"211","2013-11-05",10.51
"212","2013-11-06",10.38
"213","2013-11-07",10.36
"214","2013-11-08",10.5
"215","2013-11-11",10.185
"216","2013-11-12",10.065
"217","2013-11-13",10
"218","2013-11-14",10
"219","2013-11-15",9.945
"220","2013-11-18",9.992
"221","2013-11-19",9.992
"222","2013-11-20",9.51
"223","2013-11-21",10.05
"224","2013-11-22",10.5
"225","2013-11-25",10.62
"226","2013-11-26",10.62
"227","2013-11-27",10.7
"228","2013-11-29",10.52
"229","2013-12-02",10.6
"230","2013-12-03",10.56
"231","2013-12-04",10.085
"232","2013-12-05",10.19
"233","2013-12-06",10.19
"234","2013-12-09",10.39
"235","2013-12-10",10.39
"236","2013-12-11",10
"237","2013-12-12",10.159
"238","2013-12-13",9.76
"239","2013-12-16",9.94
"240","2013-12-17",10.21
"241","2013-12-18",9.97
"242","2013-12-19",9.75
"243","2013-12-20",9.86
"244","2013-12-23",10.254
"245","2013-12-24",10.3
"246","2013-12-26",11.25
"247","2013-12-27",11.17
"248","2013-12-30",10.9
"249","2013-12-31",11.8
"250","2014-01-02",12.38
"251","2014-01-03",12.43
"252","2014-01-06",13.49
"253","2014-01-07",13.09
"254","2014-01-08",13.21
"255","2014-01-09",12.82
"256","2014-01-10",12.57
"257","2014-01-13",13.144
"258","2014-01-14",13.15
"259","2014-01-15",13.65
"260","2014-01-16",13.25
"261","2014-01-17",13.76
"262","2014-01-21",13
"263","2014-01-22",13.05
"264","2014-01-23",13.22
"265","2014-01-24",13.05
"266","2014-01-27",12.65
"267","2014-01-28",12.63
"268","2014-01-29",12.64
"269","2014-01-30",12.62
"270","2014-01-31",12.55
"271","2014-02-03",13.4
"272","2014-02-04",13.48
"273","2014-02-05",12.85
"274","2014-02-06",12.96
"275","2014-02-07",12.806
"276","2014-02-10",12.8
"277","2014-02-11",12.73
"278","2014-02-12",12.7
"279","2014-02-13",12.92
"280","2014-02-14",12.89
"281","2014-02-18",13.36
"282","2014-02-19",12.9
"283","2014-02-20",12.9
"284","2014-02-21",12.9
"285","2014-02-24",12.979
"286","2014-02-25",12.91
"287","2014-02-26",13.17
"288","2014-02-27",14.38
"289","2014-02-28",14.25
"290","2014-03-03",13.978
"291","2014-03-04",13.86
"292","2014-03-05",13.94
"293","2014-03-06",13.95
"294","2014-03-07",13.95
"295","2014-03-10",13.89
"296","2014-03-11",13.95
"297","2014-03-12",14.5
"298","2014-03-13",14.5
"299","2014-03-14",14.26
"300","2014-03-17",14.26
"301","2014-03-18",14.4
"302","2014-03-19",14.29
"303","2014-03-20",14.5
"304","2014-03-21",14.01
"305","2014-03-24",14
"306","2014-03-25",14.25
"307","2014-03-26",14.15
"308","2014-03-27",14.151
"309","2014-03-28",14.151
"310","2014-03-31",14.09
"311","2014-04-01",14.6
"312","2014-04-02",14.77
"313","2014-04-03",14.89
"314","2014-04-04",14.49
"315","2014-04-07",14.36
"316","2014-04-08",14.13
"317","2014-04-09",14.32
"318","2014-04-10",14.4
"319","2014-04-11",14.02
"320","2014-04-14",14.03
"321","2014-04-15",14.15
"322","2014-04-16",14.41
"323","2014-04-17",14.01
"324","2014-04-21",14.34
"325","2014-04-22",14.37
"326","2014-04-23",14.4
"327","2014-04-24",14.4
"328","2014-04-25",14.29
"329","2014-04-28",14.23
"330","2014-04-29",14.18
"331","2014-04-30",14.24
"332","2014-05-01",14.47
"333","2014-05-02",14.5
"334","2014-05-05",14.6
"335","2014-05-06",14.25
"336","2014-05-07",14.49
"337","2014-05-08",14.6
"338","2014-05-09",14.6
"339","2014-05-12",14.24
"340","2014-05-13",14.4
"341","2014-05-14",15.34
"342","2014-05-15",15.54
"343","2014-05-16",15.57
"344","2014-05-19",15.9
"345","2014-05-20",16.16
"346","2014-05-21",16.09
"347","2014-05-22",16.48
"348","2014-05-23",16.35
"349","2014-05-27",16.6
"350","2014-05-28",17.040001
"351","2014-05-29",16.4
"352","2014-05-30",16.629999
"353","2014-06-02",16.84
"354","2014-06-03",16.860001
"355","2014-06-04",16.48
"356","2014-06-05",16.5
"357","2014-06-06",16.57
"358","2014-06-09",16.98
"359","2014-06-10",17.73
"360","2014-06-11",17.950001
"361","2014-06-12",19.200001
"362","2014-06-13",18.85
"363","2014-06-16",18.950001
"364","2014-06-17",18.34
"365","2014-06-18",18.1
"366","2014-06-19",19
"367","2014-06-20",18.139999
"368","2014-06-23",17.91
"369","2014-06-24",17.879999
"370","2014-06-25",17.25
"371","2014-06-26",17.243999
"372","2014-06-27",17.450001
"373","2014-06-30",17.49
"374","2014-07-01",17.35
"375","2014-07-02",17.120001
"376","2014-07-03",16.93
"377","2014-07-07",16
"378","2014-07-08",14.86
"379","2014-07-09",14.92
"380","2014-07-10",15.63
"381","2014-07-11",15.52
"382","2014-07-14",15.75
"383","2014-07-15",15.65
"384","2014-07-16",15.09
"385","2014-07-17",15.8
"386","2014-07-18",15.49
"387","2014-07-21",15.05
"388","2014-07-22",15.26
"389","2014-07-23",14.99
"390","2014-07-24",14.75
"391","2014-07-25",14.59
"392","2014-07-28",14.37
"393","2014-07-29",14.51
"394","2014-07-30",14.95
"395","2014-07-31",14.48
"396","2014-08-01",14.25
"397","2014-08-04",13.58
"398","2014-08-05",15
"399","2014-08-06",14.24
"400","2014-08-07",13.6
"401","2014-08-08",13.68
"402","2014-08-11",13.05
"403","2014-08-12",12.14
"404","2014-08-13",12.26
"405","2014-08-14",12.31
"406","2014-08-15",12.35
"407","2014-08-18",14.45
"408","2014-08-19",14.35
"409","2014-08-20",13.84
"410","2014-08-21",13.85
"411","2014-08-22",14.16
"412","2014-08-25",13.7
"413","2014-08-26",14.1
"414","2014-08-27",14.45
"415","2014-08-28",14.45
"416","2014-08-29",14.85
"417","2014-09-02",14.3
"418","2014-09-03",14.33
"419","2014-09-04",15.89
"420","2014-09-05",14.98
"421","2014-09-08",14.94
"422","2014-09-09",14.3
"423","2014-09-10",14.29
"424","2014-09-11",14.47
"425","2014-09-12",14.3
"426","2014-09-15",13.5
"427","2014-09-16",13.5
"428","2014-09-17",14.2
"429","2014-09-18",13.35
"430","2014-09-19",13.88
"431","2014-09-22",13.17
"432","2014-09-23",13.16
"433","2014-09-24",13.3
"434","2014-09-25",13.07
"435","2014-09-26",13.22
"436","2014-09-29",13.22
"437","2014-09-30",13.17
"438","2014-10-01",12.99
"439","2014-10-02",13.09
"440","2014-10-03",12.66
"441","2014-10-06",12.79
"442","2014-10-07",12.84
"443","2014-10-08",10.88
"444","2014-10-09",11.1
"445","2014-10-10",11.14
"446","2014-10-13",10.58
"447","2014-10-14",10.2
"448","2014-10-15",9.8
"449","2014-10-16",9.81
"450","2014-10-17",10.25
"451","2014-10-20",9.8
"452","2014-10-21",9.94
"453","2014-10-22",9.85
"454","2014-10-23",9.89
"455","2014-10-24",9.6
"456","2014-10-27",9.2
"457","2014-10-28",9.48
"458","2014-10-29",9.3
"459","2014-10-30",9.32
"460","2014-10-31",9.24
"461","2014-11-03",9.05
"462","2014-11-04",9.2
"463","2014-11-05",9.2
"464","2014-11-06",9.2
"465","2014-11-07",9.29
"466","2014-11-10",8.79
"467","2014-11-11",8.29
"468","2014-11-12",8.32
"469","2014-11-13",8.3
"470","2014-11-14",8.34
"471","2014-11-17",8.03
"472","2014-11-18",8.1
"473","2014-11-19",8.04
"474","2014-11-20",8.23
"475","2014-11-21",8.66
"476","2014-11-24",9
"477","2014-11-25",8.89
"478","2014-11-26",8.73
"479","2014-11-28",8.8
"480","2014-12-01",8.783
"481","2014-12-02",8.91
"482","2014-12-03",10
"483","2014-12-04",10.05
"484","2014-12-05",10.9
"485","2014-12-08",11.35
"486","2014-12-09",12.265
"487","2014-12-10",13.4
"488","2014-12-11",12.18
"489","2014-12-12",12.98
"490","2014-12-15",12.16
"491","2014-12-16",10.75
"492","2014-12-17",11.49
"493","2014-12-18",12.64
"494","2014-12-19",12.15
"495","2014-12-22",12.67
"496","2014-12-23",12.35
"497","2014-12-24",12.22
"498","2014-12-26",11.74
"499","2014-12-29",10.865
"500","2014-12-30",10.73
"501","2014-12-31",13.33
"502","2015-01-02",13.79
"503","2015-01-05",15.07
"504","2015-01-06",14.14
"505","2015-01-07",14.4
"506","2015-01-08",14.02
"507","2015-01-09",14.25
"508","2015-01-12",14.91
"509","2015-01-13",15.045
"510","2015-01-14",15.13
"511","2015-01-15",15.88
"512","2015-01-16",15.8
"513","2015-01-20",15.92
"514","2015-01-21",15.297
"515","2015-01-22",15.07
"516","2015-01-23",15.6
"517","2015-01-26",15.29
"518","2015-01-27",15.52
"519","2015-01-28",14.93
"520","2015-01-29",15.5
"521","2015-01-30",15.02
"522","2015-02-02",14.81
"523","2015-02-03",14.95
"524","2015-02-04",14.46
"525","2015-02-05",15.16
"526","2015-02-06",15.18
"527","2015-02-09",14.5
"528","2015-02-10",12.52
"529","2015-02-11",12.69
"530","2015-02-12",12.65
"531","2015-02-13",12.69
"532","2015-02-17",13.19
"533","2015-02-18",13.26
"534","2015-02-19",12.92
"535","2015-02-20",13.01
"536","2015-02-23",12.96
"537","2015-02-24",13.23
"538","2015-02-25",13.36
"539","2015-02-26",14.05
"540","2015-02-27",14.17
"541","2015-03-02",14.52
"542","2015-03-03",14.19
"543","2015-03-04",14.2
"544","2015-03-05",14.24
"545","2015-03-06",13.76
"546","2015-03-09",14.01
"547","2015-03-10",13.42
"548","2015-03-11",13.4
"549","2015-03-12",13.89
"550","2015-03-13",13.64
"551","2015-03-16",13.44
"552","2015-03-17",13.61
"553","2015-03-18",14.22
"554","2015-03-19",13.822
"555","2015-03-20",13.97
"556","2015-03-23",13.86
"557","2015-03-24",14.31
"558","2015-03-25",14.11
"559","2015-03-26",13.42
"560","2015-03-27",13.77
"561","2015-03-30",14.47
"562","2015-03-31",14.55
"563","2015-04-01",14.72
"564","2015-04-02",14.69
"565","2015-04-06",14.845
"566","2015-04-07",14.78
"567","2015-04-08",14.59
"568","2015-04-09",14.15
"569","2015-04-10",14.34
"570","2015-04-13",14.22
"571","2015-04-14",14.21
"572","2015-04-15",14.3
"573","2015-04-16",14.57
"574","2015-04-17",14.69
"575","2015-04-20",14.72
"576","2015-04-21",14.56
"577","2015-04-22",14.61
"578","2015-04-23",14.68
"579","2015-04-24",14.7
"580","2015-04-27",14.84
"581","2015-04-28",14.63
"582","2015-04-29",14.5
"583","2015-04-30",14.51
"584","2015-05-01",14.48
"585","2015-05-04",14.57
"586","2015-05-05",14.55
"587","2015-05-06",14.03
"588","2015-05-07",14.68
"589","2015-05-08",14.76
"590","2015-05-11",14.83
"591","2015-05-12",15
"592","2015-05-13",15.69
"593","2015-05-14",15.84
"594","2015-05-15",15.9
"595","2015-05-18",15.61
"596","2015-05-19",15.76
"597","2015-05-20",15.9
"598","2015-05-21",16.17
"599","2015-05-22",16
"600","2015-05-26",15.91
"601","2015-05-27",15.98
"602","2015-05-28",15.96
"603","2015-05-29",16.25
"604","2015-06-01",16
"605","2015-06-02",15.71
"606","2015-06-03",16.389999
"607","2015-06-04",16.6
"608","2015-06-05",16.469999
"609","2015-06-08",16.59
"610","2015-06-09",16.200001
"611","2015-06-10",16.405001
"612","2015-06-11",16.209999
"613","2015-06-12",16.459999
"614","2015-06-15",19.07
"615","2015-06-16",19.790001
"616","2015-06-17",19.610001
"617","2015-06-18",19.43
"618","2015-06-19",18.639999
"619","2015-06-22",17.65
"620","2015-06-23",17.799999
"621","2015-06-24",19.360001
"622","2015-06-25",18.48
"623","2015-06-26",18.4
"624","2015-06-29",17.629999
"625","2015-06-30",17.610001
"626","2015-07-01",17.809999
"627","2015-07-02",17.52
"628","2015-07-06",17.549999
"629","2015-07-07",18.360001
"630","2015-07-08",17.709999
"631","2015-07-09",18.35
"632","2015-07-10",18.459999
"633","2015-07-13",18.299999
"634","2015-07-14",17.68
"635","2015-07-15",17.02
"636","2015-07-16",18.190001
"637","2015-07-17",16.25
"638","2015-07-20",16.219999
"639","2015-07-21",16.76
"640","2015-07-22",17.35
"641","2015-07-23",16.66
"642","2015-07-24",16.879999
"643","2015-07-27",16.299999
"644","2015-07-28",15.41
"645","2015-07-29",14.81
"646","2015-07-30",14.9
"647","2015-07-31",14.82
"648","2015-08-03",14.63
"649","2015-08-04",14.35
"650","2015-08-05",14.07
"651","2015-08-06",13.61
"652","2015-08-07",13.66
"653","2015-08-10",13.78
"654","2015-08-11",13.15
"655","2015-08-12",13.07
"656","2015-08-13",13.7
"657","2015-08-14",13.8
"658","2015-08-17",14.18
"659","2015-08-18",14.3
"660","2015-08-19",13.73
"661","2015-08-20",13.78
"662","2015-08-21",13.18
"663","2015-08-24",12.16
"664","2015-08-25",12.72
"665","2015-08-26",12.55
"666","2015-08-27",12.92
"667","2015-08-28",12.77
"668","2015-08-31",12.875
"669","2015-09-01",12.78
"670","2015-09-02",12.9
"671","2015-09-03",13.18
"672","2015-09-04",12.97
"673","2015-09-08",13.65
"674","2015-09-09",13.32
"675","2015-09-10",13.85
"676","2015-09-11",14.47
"677","2015-09-14",15.28
"678","2015-09-15",14.88
"679","2015-09-16",15.25
"680","2015-09-17",15.21
"681","2015-09-18",15.2
"682","2015-09-21",14.65
"683","2015-09-22",13.48
"684","2015-09-23",13.85
"685","2015-09-24",14.33
"686","2015-09-25",13.25
"687","2015-09-28",12.79
"688","2015-09-29",12.82
"689","2015-09-30",12.91
"690","2015-10-01",12.78
"691","2015-10-02",12.55
"692","2015-10-05",12.88
"693","2015-10-06",12.36
"694","2015-10-07",12.6
"695","2015-10-08",12.27
"696","2015-10-09",12.8
"697","2015-10-12",12.63
"698","2015-10-13",12.2
"699","2015-10-14",12.15
"700","2015-10-15",12.93
"701","2015-10-16",12.96
"702","2015-10-19",13.44
"703","2015-10-20",13.72
"704","2015-10-21",12.99
"705","2015-10-22",11.77
"706","2015-10-23",12.47
"707","2015-10-26",12.54
"708","2015-10-27",12.43
"709","2015-10-28",12.215
"710","2015-10-29",11.49
"711","2015-10-30",11.31
"712","2015-11-02",11.49
"713","2015-11-03",11.35
"714","2015-11-04",11.35
"715","2015-11-05",11.05
"716","2015-11-06",11.2
"717","2015-11-09",11.9
"718","2015-11-10",13.17
"719","2015-11-11",13.59
"720","2015-11-12",13.16
"721","2015-11-13",13.46
"722","2015-11-16",13.7
"723","2015-11-17",13.34
"724","2015-11-18",13.11
"725","2015-11-19",12.58
"726","2015-11-20",12.54
"727","2015-11-23",12.36
"728","2015-11-24",12.09
"729","2015-11-25",12.68
"730","2015-11-27",12.69
"731","2015-11-30",12.99
"732","2015-12-01",12.9
"733","2015-12-02",12.69
"734","2015-12-03",12.52
"735","2015-12-04",12.79
"736","2015-12-07",12.88
"737","2015-12-08",12.73
"738","2015-12-09",12.38
"739","2015-12-10",12.64
"740","2015-12-11",12.27
"741","2015-12-14",11.93
"742","2015-12-15",12.01
"743","2015-12-16",12.36
"744","2015-12-17",12.18
"745","2015-12-18",11.99
"746","2015-12-21",11.64
"747","2015-12-22",11.7
"748","2015-12-23",11.93
"749","2015-12-24",11.91
"750","2015-12-28",11.75
"751","2015-12-29",12.23
"752","2015-12-30",12.64
"753","2015-12-31",12.88
"754","2016-01-04",12.22
"755","2016-01-05",12.61
"756","2016-01-06",12.45
"757","2016-01-07",11.6
"758","2016-01-08",11.64
"759","2016-01-11",11.49
"760","2016-01-12",11.11
"761","2016-01-13",10.39
"762","2016-01-14",10.31
"763","2016-01-15",10.04
"764","2016-01-19",10.21
"765","2016-01-20",10.13
"766","2016-01-21",9.99
"767","2016-01-22",9.99
"768","2016-01-25",10
"769","2016-01-26",9.99
"770","2016-01-27",9.86
"771","2016-01-28",9.75
"772","2016-01-29",9.9
"773","2016-02-01",9.23
"774","2016-02-02",8.35
"775","2016-02-03",8.64
"776","2016-02-04",8.65
"777","2016-02-05",8.52
"778","2016-02-08",8.21
"779","2016-02-09",8.44
"780","2016-02-10",8.715
"781","2016-02-11",8.6
"782","2016-02-12",8.75
"783","2016-02-16",8.98
"784","2016-02-17",9.15
"785","2016-02-18",9.43
"786","2016-02-19",9.36
"787","2016-02-22",9.37
"788","2016-02-23",9.54
"789","2016-02-24",9.38
"790","2016-02-25",9.35
"791","2016-02-26",9.54
"792","2016-02-29",9.695
"793","2016-03-01",10.01
"794","2016-03-02",10.24
"795","2016-03-03",10.37
"796","2016-03-04",10.87
"797","2016-03-07",11.44
"798","2016-03-08",12.28
"799","2016-03-09",11.86
"800","2016-03-10",11.36
"801","2016-03-11",11.91
"802","2016-03-14",12.24
"803","2016-03-15",12.15
"804","2016-03-16",12.18
"805","2016-03-17",12.05
"806","2016-03-18",11.8
"807","2016-03-21",11.63
"808","2016-03-22",11.58
"809","2016-03-23",11.31
"810","2016-03-24",11.41
"811","2016-03-28",11.55
"812","2016-03-29",12.12
"813","2016-03-30",11.94
"814","2016-03-31",12.25
"815","2016-04-01",12.16
"816","2016-04-04",12.38
"817","2016-04-05",12.33
"818","2016-04-06",12.415
"819","2016-04-07",12.49
"820","2016-04-08",12.1
"821","2016-04-11",12.05
"822","2016-04-12",12.02
"823","2016-04-13",12.3
"824","2016-04-14",12.65
"825","2016-04-15",12.95
"826","2016-04-18",13.79
"827","2016-04-19",13.76
"828","2016-04-20",13.41
"829","2016-04-21",13.037
"830","2016-04-22",13.24
"831","2016-04-25",13.08
"832","2016-04-26",12.82
"833","2016-04-27",12.76
"834","2016-04-28",13.05
"835","2016-04-29",12.82
"836","2016-05-02",12.68
"837","2016-05-03",12.4
"838","2016-05-04",12.48
"839","2016-05-05",12.31
"840","2016-05-06",12.05
"841","2016-05-09",12
"842","2016-05-10",11.83
"843","2016-05-11",11.59
"844","2016-05-12",10.84
"845","2016-05-13",10.88
"846","2016-05-16",10.92
"847","2016-05-17",10.81
"848","2016-05-18",11.18
"849","2016-05-19",10.89
"850","2016-05-20",11.183
"851","2016-05-23",10.88
"852","2016-05-24",10.99
"853","2016-05-25",10.99
"854","2016-05-26",10.98
"855","2016-05-27",11.02
"856","2016-05-31",10.95
"857","2016-06-01",10.82
"858","2016-06-02",11.17
"859","2016-06-03",10.99
"860","2016-06-06",10.98
"861","2016-06-07",10.78
"862","2016-06-08",10.89
"863","2016-06-09",10.78
"864","2016-06-10",10.58
"865","2016-06-13",10.21
"866","2016-06-14",10.02
"867","2016-06-15",10
"868","2016-06-16",10.93
"869","2016-06-17",10.1
"870","2016-06-20",10.12
"871","2016-06-21",10.38
"872","2016-06-22",10.72
"873","2016-06-23",10.87
"874","2016-06-24",10.59
"875","2016-06-27",10.02
"876","2016-06-28",10.4
"877","2016-06-29",10.58
"878","2016-06-30",10.865
"879","2016-07-01",10.85
"880","2016-07-05",10.801
"881","2016-07-06",10.96
"882","2016-07-07",10.95
"883","2016-07-08",11.3
"884","2016-07-11",11.75
"885","2016-07-12",11.76
"886","2016-07-13",11.55
"887","2016-07-14",11.55
"888","2016-07-15",11.54
"889","2016-07-18",11.74
"890","2016-07-19",11.5
"891","2016-07-20",11.899
"892","2016-07-21",11.75
"893","2016-07-22",12.14
"894","2016-07-25",12.3
"895","2016-07-26",12.46
"896","2016-07-27",12.4
"897","2016-07-28",12.7
"898","2016-07-29",13.13
"899","2016-08-01",14.55
"900","2016-08-02",14.73
"901","2016-08-03",15.31
"902","2016-08-04",16.290001
"903","2016-08-05",16.069
"904","2016-08-08",15.34
"905","2016-08-09",14.55
"906","2016-08-10",14.69
"907","2016-08-11",15.52
"908","2016-08-12",15.69
"909","2016-08-15",15.37
"910","2016-08-16",15.26
"911","2016-08-17",15.625
"912","2016-08-18",15.61
"913","2016-08-19",15.52
"914","2016-08-22",15.36
"915","2016-08-23",15.4
"916","2016-08-24",14.95
"917","2016-08-25",14.919
"918","2016-08-26",14.8
"919","2016-08-29",14.89
"920","2016-08-30",15
"921","2016-08-31",14.97
"922","2016-09-01",14.88
"923","2016-09-02",15.11
"924","2016-09-06",15.23
"925","2016-09-07",15.24
"926","2016-09-08",15.03
"927","2016-09-09",14.66
"928","2016-09-12",15.02
"929","2016-09-13",14.67
"930","2016-09-14",14.87
"931","2016-09-15",14.766
"932","2016-09-16",14.63
"933","2016-09-19",14.63
"934","2016-09-20",14.7
"935","2016-09-21",14.69
"936","2016-09-22",14.77
"937","2016-09-23",14.78
"938","2016-09-26",14.58
"939","2016-09-27",14.69
"940","2016-09-28",14.74
"941","2016-09-29",14.1
"942","2016-09-30",13.89
"943","2016-10-03",14.07
"944","2016-10-04",13.98
"945","2016-10-05",13.31
"946","2016-10-06",13.79
"947","2016-10-07",13.79
"948","2016-10-10",14.47
"949","2016-10-11",14.03
"950","2016-10-12",14.271
"951","2016-10-13",14.04
"952","2016-10-14",13.53
"953","2016-10-17",13.61
"954","2016-10-18",13.72
"955","2016-10-19",13.78
"956","2016-10-20",13.71
"957","2016-10-21",13.76
"958","2016-10-24",13.68
"959","2016-10-25",13.49
"960","2016-10-26",13.03
"961","2016-10-27",12.5
"962","2016-10-28",12.12
"963","2016-10-31",11.92
"964","2016-11-01",11.69
"965","2016-11-02",11.99
"966","2016-11-03",11.56
"967","2016-11-04",11.32
"968","2016-11-07",11.76
"969","2016-11-08",11.84
"970","2016-11-09",12.19
"971","2016-11-10",11.99
"972","2016-11-11",11.99
"973","2016-11-14",11.31
"974","2016-11-15",11.51
"975","2016-11-16",11.36
"976","2016-11-17",11.43
"977","2016-11-18",11.45
"978","2016-11-21",11.41
"979","2016-11-22",11.26
"980","2016-11-23",11.44
"981","2016-11-25",11.55
"982","2016-11-28",11.36
"983","2016-11-29",11.25
"984","2016-11-30",10.91
"985","2016-12-01",11.09
"986","2016-12-02",11.16
"987","2016-12-05",11.18
"988","2016-12-06",11.36
"989","2016-12-07",11.28
"990","2016-12-08",11.29
"991","2016-12-09",11.33
"992","2016-12-12",11.43
"993","2016-12-13",11.33
"994","2016-12-14",11.3
"995","2016-12-15",11.29
"996","2016-12-16",11.2
"997","2016-12-19",10.71
"998","2016-12-20",10.8
"999","2016-12-21",9.69
"1000","2016-12-22",9.65
"1001","2016-12-23",10.2
"1002","2016-12-27",10.25
