"","date","TUFN"
"86","2019-08-13",18
"87","2019-08-14",16.540001
"88","2019-08-15",15.78
"89","2019-08-16",16
"90","2019-08-19",15.85
"91","2019-08-20",16.4
"92","2019-08-21",17.41
"93","2019-08-22",17.969999
"94","2019-08-23",17.299999
"95","2019-08-26",17.459999
"96","2019-08-27",17.360001
"97","2019-08-28",17.23
"98","2019-08-29",17.84
"99","2019-08-30",18.02
"100","2019-09-03",17.290001
"101","2019-09-04",16.620001
"102","2019-09-05",16.99
"103","2019-09-06",16.91
"104","2019-09-09",15.87
"105","2019-09-10",17.24
"106","2019-09-11",17.99
"107","2019-09-12",17.309999
"108","2019-09-13",17.709999
"109","2019-09-16",17.030001
"110","2019-09-17",17.540001
"111","2019-09-18",16.969999
"112","2019-09-19",16.66
"113","2019-09-20",17.92
"114","2019-09-23",18.9
"115","2019-09-24",16.91
"116","2019-09-25",17.42
"117","2019-09-26",16.969999
"118","2019-09-27",16.83
"119","2019-09-30",16.459999
"120","2019-10-01",16.68
"121","2019-10-02",16.120001
"122","2019-10-03",16.6
"123","2019-10-04",16.59
"124","2019-10-07",16.389999
"125","2019-10-08",16.860001
"126","2019-10-09",17.690001
"127","2019-10-10",15.55
"128","2019-10-11",15.73
"129","2019-10-14",15.37
"130","2019-10-15",16.030001
"131","2019-10-16",16.02
"132","2019-10-17",16.450001
"133","2019-10-18",15.45
"134","2019-10-21",16.02
"135","2019-10-22",16
"136","2019-10-23",16.18
"137","2019-10-24",16.91
"138","2019-10-25",17.02
"139","2019-10-28",16.860001
"140","2019-10-29",17.16
"141","2019-10-30",17.870001
"142","2019-10-31",17.07
"143","2019-11-01",17.700001
"144","2019-11-04",17.02
"145","2019-11-05",17.16
"146","2019-11-06",17.379999
"147","2019-11-07",17.139999
"148","2019-11-08",17.16
"149","2019-11-11",17.139999
"150","2019-11-12",17.969999
"151","2019-11-13",18.33
"152","2019-11-14",18.52
"153","2019-11-15",17.35
"154","2019-11-18",17.33
"155","2019-11-19",16.82
"156","2019-11-20",17.120001
"157","2019-11-21",17.48
"158","2019-11-22",17.459999
"159","2019-11-25",18.16
"160","2019-11-26",18.780001
"161","2019-11-27",18.82
"162","2019-11-29",19.209999
"163","2019-12-02",19.09
"164","2019-12-03",17.23
"165","2019-12-04",17.629999
"166","2019-12-05",16.32
"167","2019-12-06",16.41
"168","2019-12-09",16.6
"169","2019-12-10",16.709999
"170","2019-12-11",16.75
"171","2019-12-12",16.49
"172","2019-12-13",16.73
"173","2019-12-16",16.82
"174","2019-12-17",17
"175","2019-12-18",16.66
"176","2019-12-19",16.73
"177","2019-12-20",16.59
"178","2019-12-23",17.75
"179","2019-12-24",17.5
"180","2019-12-26",18.02
"181","2019-12-27",17.4
"182","2019-12-30",17.889999
"183","2019-12-31",17.59
"184","2020-01-02",17.709999
"185","2020-01-03",17.99
"186","2020-01-06",17.620001
"187","2020-01-07",17.450001
"188","2020-01-08",17.219999
"189","2020-01-09",13.08
"190","2020-01-10",13.39
"191","2020-01-13",14.1
"192","2020-01-14",14.21
"193","2020-01-15",14.25
"194","2020-01-16",14.85
"195","2020-01-17",14.41
"196","2020-01-21",14.48
"197","2020-01-22",14.27
"198","2020-01-23",14.56
"199","2020-01-24",14.76
"200","2020-01-27",14.79
"201","2020-01-28",15
"202","2020-01-29",14.77
"203","2020-01-30",14.75
"204","2020-01-31",14.62
"205","2020-02-03",14.3
"206","2020-02-04",14.65
"207","2020-02-05",14.75
"208","2020-02-06",14.71
"209","2020-02-07",14.61
"210","2020-02-10",15.21
"211","2020-02-11",14.78
"212","2020-02-12",14.69
"213","2020-02-13",14.22
"214","2020-02-14",14.58
"215","2020-02-18",14.4
"216","2020-02-19",14.5
"217","2020-02-20",14.42
"218","2020-02-21",14.27
"219","2020-02-24",13.81
"220","2020-02-25",13.1
"221","2020-02-26",12.15
"222","2020-02-27",11.94
"223","2020-02-28",11.7
"224","2020-03-02",11.4
"225","2020-03-03",11.37
"226","2020-03-04",11.24
"227","2020-03-05",10.98
"228","2020-03-06",10.11
"229","2020-03-09",8.51
"230","2020-03-10",9.16
"231","2020-03-11",8.16
"232","2020-03-12",7.25
"233","2020-03-13",7.24
"234","2020-03-16",7.52
"235","2020-03-17",7.92
"236","2020-03-18",6.19
"237","2020-03-19",6.84
"238","2020-03-20",6.71
"239","2020-03-23",7.24
"240","2020-03-24",7.32
"241","2020-03-25",8.45
"242","2020-03-26",9.23
"243","2020-03-27",9.04
"244","2020-03-30",8.68
"245","2020-03-31",8.78
"246","2020-04-01",8.19
"247","2020-04-02",7.91
"248","2020-04-03",7.6
"249","2020-04-06",7.89
"250","2020-04-07",7.99
"251","2020-04-08",8.52
"252","2020-04-09",8.54
"253","2020-04-13",8.69
"254","2020-04-14",9.3
"255","2020-04-15",9.04
"256","2020-04-16",9.1
"257","2020-04-17",8.96
"258","2020-04-20",8.79
"259","2020-04-21",8.49
"260","2020-04-22",8.85
"261","2020-04-23",9.23
"262","2020-04-24",9.26
"263","2020-04-27",9.51
"264","2020-04-28",9.65
"265","2020-04-29",10.68
"266","2020-04-30",9.62
"267","2020-05-01",9.27
"268","2020-05-04",9.13
"269","2020-05-05",9.58
"270","2020-05-06",9.48
"271","2020-05-07",10.14
"272","2020-05-08",10.19
"273","2020-05-11",10.5
"274","2020-05-12",9.95
"275","2020-05-13",8.26
"276","2020-05-14",8.41
"277","2020-05-15",8.91
"278","2020-05-18",9.25
"279","2020-05-19",9.27
"280","2020-05-20",9.51
"281","2020-05-21",9.46
"282","2020-05-22",9.73
"283","2020-05-26",9.85
"284","2020-05-27",9.96
"285","2020-05-28",9.72
"286","2020-05-29",10.31
"287","2020-06-01",10.15
"288","2020-06-02",10.3
"289","2020-06-03",10.58
"290","2020-06-04",10.4
"291","2020-06-05",10.77
"292","2020-06-08",10.8
"293","2020-06-09",10.76
"294","2020-06-10",10.83
"295","2020-06-11",10.55
"296","2020-06-12",10.65
"297","2020-06-15",10.15
"298","2020-06-16",10.45
"299","2020-06-17",10.64
"300","2020-06-18",11.13
"301","2020-06-19",11.28
"302","2020-06-22",10.86
"303","2020-06-23",9.74
"304","2020-06-24",9.21
"305","2020-06-25",8.81
"306","2020-06-26",9.07
"307","2020-06-29",9.1
"308","2020-06-30",9.55
"309","2020-07-01",9.69
"310","2020-07-02",9.81
"311","2020-07-06",10.08
"312","2020-07-07",9.13
"313","2020-07-08",9.27
"314","2020-07-09",9.73
"315","2020-07-10",10.07
"316","2020-07-13",9.73
"317","2020-07-14",9.7
"318","2020-07-15",10
"319","2020-07-16",9.83
"320","2020-07-17",10.26
"321","2020-07-20",10.84
"322","2020-07-21",10.5
"323","2020-07-22",10.54
"324","2020-07-23",10.47
"325","2020-07-24",9.92
"326","2020-07-27",9.9
"327","2020-07-28",9.83
"328","2020-07-29",9.7
"329","2020-07-30",9.57
"330","2020-07-31",9.45
"331","2020-08-03",9.77
"332","2020-08-04",9.43
"333","2020-08-05",9.59
"334","2020-08-06",9.86
"335","2020-08-07",9.92
"336","2020-08-10",10.09
"337","2020-08-11",10.39
"338","2020-08-12",11.6
"339","2020-08-13",11.02
"340","2020-08-14",10.44
"341","2020-08-17",10.09
"342","2020-08-18",9.9
"343","2020-08-19",10.13
"344","2020-08-20",10.2
"345","2020-08-21",9.81
"346","2020-08-24",10.05
"347","2020-08-25",10.45
"348","2020-08-26",10.53
"349","2020-08-27",10.34
"350","2020-08-28",10.56
"351","2020-08-31",10.11
"352","2020-09-01",10.02
"353","2020-09-02",10.01
"354","2020-09-03",9.85
"355","2020-09-04",9.79
"356","2020-09-08",9.5
"357","2020-09-09",9.39
"358","2020-09-10",9.25
"359","2020-09-11",9.1
"360","2020-09-14",8.92
"361","2020-09-15",9.44
"362","2020-09-16",9.48
"363","2020-09-17",9.59
"364","2020-09-18",9.09
"365","2020-09-21",8.83
"366","2020-09-22",8.79
"367","2020-09-23",8.24
"368","2020-09-24",7.93
"369","2020-09-25",7.97
"370","2020-09-28",8.52
"371","2020-09-29",8.3
"372","2020-09-30",8.25
"373","2020-10-01",8.45
"374","2020-10-02",8.63
"375","2020-10-05",8.54
"376","2020-10-06",8.6
"377","2020-10-07",8.83
"378","2020-10-08",8.58
"379","2020-10-09",9.07
"380","2020-10-12",7.69
"381","2020-10-13",7.55
"382","2020-10-14",7.93
"383","2020-10-15",7.48
"384","2020-10-16",7.51
"385","2020-10-19",7.45
"386","2020-10-20",7.37
"387","2020-10-21",7.21
"388","2020-10-22",7.23
"389","2020-10-23",7.2
"390","2020-10-26",6.89
"391","2020-10-27",6.87
"392","2020-10-28",6.42
"393","2020-10-29",6.77
"394","2020-10-30",6.44
"395","2020-11-02",6.5
"396","2020-11-03",6.79
"397","2020-11-04",6.7
"398","2020-11-05",6.78
"399","2020-11-06",6.77
"400","2020-11-09",7.43
"401","2020-11-10",7.15
"402","2020-11-11",7.33
"403","2020-11-12",7.14
"404","2020-11-13",7.2
"405","2020-11-16",7.18
"406","2020-11-17",7.29
"407","2020-11-18",7.69
"408","2020-11-19",7.82
"409","2020-11-20",7.79
"410","2020-11-23",7.78
"411","2020-11-24",7.84
"412","2020-11-25",7.83
"413","2020-11-27",7.9
