"","date","MTG"
"1","2007-01-03",63.459999
"2","2007-01-04",63.700001
"3","2007-01-05",63.279999
"4","2007-01-08",62.880001
"5","2007-01-09",62.41
"6","2007-01-10",61.59
"7","2007-01-11",61.25
"8","2007-01-12",62.07
"9","2007-01-16",61.860001
"10","2007-01-17",61.759998
"11","2007-01-18",61.720001
"12","2007-01-19",61.98
"13","2007-01-22",61.439999
"14","2007-01-23",61.23
"15","2007-01-24",62.23
"16","2007-01-25",60.869999
"17","2007-01-26",61.09
"18","2007-01-29",60.73
"19","2007-01-30",61.380001
"20","2007-01-31",61.720001
"21","2007-02-01",62.439999
"22","2007-02-02",63.450001
"23","2007-02-05",62.93
"24","2007-02-06",70.089996
"25","2007-02-07",68.839996
"26","2007-02-08",66.760002
"27","2007-02-09",65.540001
"28","2007-02-12",64.199997
"29","2007-02-13",65.239998
"30","2007-02-14",66.160004
"31","2007-02-15",65.970001
"32","2007-02-16",65.589996
"33","2007-02-20",66.25
"34","2007-02-21",65.790001
"35","2007-02-22",64.5
"36","2007-02-23",63.529999
"37","2007-02-26",62.830002
"38","2007-02-27",60.599998
"39","2007-02-28",60.349998
"40","2007-03-01",59.27
"41","2007-03-02",57.630001
"42","2007-03-05",56.560001
"43","2007-03-06",58.700001
"44","2007-03-07",59.060001
"45","2007-03-08",59.02
"46","2007-03-09",58.650002
"47","2007-03-12",58.91
"48","2007-03-13",57.509998
"49","2007-03-14",56.650002
"50","2007-03-15",58.43
"51","2007-03-16",57.119999
"52","2007-03-19",57.439999
"53","2007-03-20",58.91
"54","2007-03-21",61.5
"55","2007-03-22",60.25
"56","2007-03-23",60.41
"57","2007-03-26",59.939999
"58","2007-03-27",58.959999
"59","2007-03-28",58.110001
"60","2007-03-29",58.32
"61","2007-03-30",58.919998
"62","2007-04-02",57.669998
"63","2007-04-03",58.59
"64","2007-04-04",57.580002
"65","2007-04-05",57.130001
"66","2007-04-09",56.650002
"67","2007-04-10",57.389999
"68","2007-04-11",57.130001
"69","2007-04-12",56.990002
"70","2007-04-13",58.48
"71","2007-04-16",58.900002
"72","2007-04-17",60.549999
"73","2007-04-18",62.419998
"74","2007-04-19",62.59
"75","2007-04-20",63.290001
"76","2007-04-23",61.959999
"77","2007-04-24",61.529999
"78","2007-04-25",63.049999
"79","2007-04-26",64.190002
"80","2007-04-27",63.59
"81","2007-04-30",61.610001
"82","2007-05-01",61.639999
"83","2007-05-02",62.32
"84","2007-05-03",62.740002
"85","2007-05-04",62.75
"86","2007-05-07",62.700001
"87","2007-05-08",62.880001
"88","2007-05-09",64.800003
"89","2007-05-10",64.889999
"90","2007-05-11",65.699997
"91","2007-05-14",65.519997
"92","2007-05-15",65.010002
"93","2007-05-16",65.669998
"94","2007-05-17",65.75
"95","2007-05-18",66.040001
"96","2007-05-21",66.300003
"97","2007-05-22",66.120003
"98","2007-05-23",66.529999
"99","2007-05-24",65.199997
"100","2007-05-25",65.709999
"101","2007-05-29",66.050003
"102","2007-05-30",65.75
"103","2007-05-31",65
"104","2007-06-01",65.150002
"105","2007-06-04",65.25
"106","2007-06-05",64.720001
"107","2007-06-06",64.339996
"108","2007-06-07",61.919998
"109","2007-06-08",62.650002
"110","2007-06-11",63.080002
"111","2007-06-12",61.610001
"112","2007-06-13",61.110001
"113","2007-06-14",61.849998
"114","2007-06-15",61.91
"115","2007-06-18",61.790001
"116","2007-06-19",61.610001
"117","2007-06-20",59.77
"118","2007-06-21",60.330002
"119","2007-06-22",59.450001
"120","2007-06-25",58.650002
"121","2007-06-26",58
"122","2007-06-27",57.900002
"123","2007-06-28",57.830002
"124","2007-06-29",56.860001
"125","2007-07-02",57.290001
"126","2007-07-03",56.400002
"127","2007-07-05",56.029999
"128","2007-07-06",57.790001
"129","2007-07-09",57.950001
"130","2007-07-10",56.009998
"131","2007-07-11",56.459999
"132","2007-07-12",57.029999
"133","2007-07-13",56.98
"134","2007-07-16",56.75
"135","2007-07-17",56.610001
"136","2007-07-18",56
"137","2007-07-19",55.810001
"138","2007-07-20",53.490002
"139","2007-07-23",52.59
"140","2007-07-24",49.27
"141","2007-07-25",49.830002
"142","2007-07-26",48
"143","2007-07-27",46.490002
"144","2007-07-30",45.439999
"145","2007-07-31",38.66
"146","2007-08-01",34.759998
"147","2007-08-02",35.48
"148","2007-08-03",33.849998
"149","2007-08-06",33.279999
"150","2007-08-07",34.84
"151","2007-08-08",40.900002
"152","2007-08-09",41.790001
"153","2007-08-10",36.209999
"154","2007-08-13",34.98
"155","2007-08-14",34.209999
"156","2007-08-15",33.169998
"157","2007-08-16",35.07
"158","2007-08-17",36.639999
"159","2007-08-20",35.639999
"160","2007-08-21",36.439999
"161","2007-08-22",37.32
"162","2007-08-23",36.82
"163","2007-08-24",36.509998
"164","2007-08-27",34.91
"165","2007-08-28",32.290001
"166","2007-08-29",31.58
"167","2007-08-30",29.99
"168","2007-08-31",30.16
"169","2007-09-04",30.34
"170","2007-09-05",30.049999
"171","2007-09-06",29.18
"172","2007-09-07",28.049999
"173","2007-09-10",27.52
"174","2007-09-11",27.959999
"175","2007-09-12",28.93
"176","2007-09-13",30.5
"177","2007-09-14",30.379999
"178","2007-09-17",30.799999
"179","2007-09-18",33.5
"180","2007-09-19",34.93
"181","2007-09-20",33.700001
"182","2007-09-21",34.049999
"183","2007-09-24",33.400002
"184","2007-09-25",33.639999
"185","2007-09-26",33.57
