"","date","SBPH"
"141","2016-11-23",8.42
"142","2016-11-25",8.43
"143","2016-11-28",8.39
"144","2016-11-29",8.25
"145","2016-11-30",7.92
"146","2016-12-01",7.742
"147","2016-12-02",7.419
"148","2016-12-05",7.77
"149","2016-12-06",7.9
"150","2016-12-07",7.9
"151","2016-12-08",7.65
"152","2016-12-09",7.71
"153","2016-12-12",7.63
"154","2016-12-13",7.82
"155","2016-12-14",8.43
"156","2016-12-15",7.81
"157","2016-12-16",7.75
"158","2016-12-19",7.68
"159","2016-12-20",7.71
"160","2016-12-21",7.715
"161","2016-12-22",7.72
"162","2016-12-23",7.62
"163","2016-12-27",7.7
"164","2016-12-28",7.936
"165","2016-12-29",8
"166","2016-12-30",7.99
"167","2017-01-03",7.86
"168","2017-01-04",7.79
"169","2017-01-05",7.71
"170","2017-01-06",7.664
"171","2017-01-09",7.7
"172","2017-01-10",7.601
"173","2017-01-11",7.8
"174","2017-01-12",7.84
"175","2017-01-13",7.751
"176","2017-01-17",7.75
"177","2017-01-18",7.781
"178","2017-01-19",7.49
"179","2017-01-20",7.4
"180","2017-01-23",7.281
"181","2017-01-24",7.07
"182","2017-01-25",6.41
"183","2017-01-26",6.99
"184","2017-01-27",7.206
"185","2017-01-30",7.09
"186","2017-01-31",7.74
"187","2017-02-01",7.829
"188","2017-02-02",7.06
"189","2017-02-03",7.72
"190","2017-02-06",7.805
"191","2017-02-07",7.31
"192","2017-02-08",7.5
"193","2017-02-09",7.66
"194","2017-02-10",7.85
"195","2017-02-13",7.672
"196","2017-02-14",7.816
"197","2017-02-15",7.94
"198","2017-02-16",8.5
"199","2017-02-17",8.3
"200","2017-02-21",8.4
"201","2017-02-22",8.74
"202","2017-02-23",9.12
"203","2017-02-24",9
"204","2017-02-27",9.85
"205","2017-02-28",10.53
"206","2017-03-01",10.47
"207","2017-03-02",11.45
"208","2017-03-03",11.1
"209","2017-03-06",9.82
"210","2017-03-07",9.44
"211","2017-03-08",10.01
"212","2017-03-09",10.34
"213","2017-03-10",9.76
"214","2017-03-13",10.46
"215","2017-03-14",10
"216","2017-03-15",9.76
"217","2017-03-16",9.42
"218","2017-03-17",10.41
"219","2017-03-20",10.06
"220","2017-03-21",9.33
"221","2017-03-22",9.18
"222","2017-03-23",8.96
"223","2017-03-24",9.43
"224","2017-03-27",9.33
"225","2017-03-28",9.13
"226","2017-03-29",9.1
"227","2017-03-30",9.1
"228","2017-03-31",8.9
"229","2017-04-03",8.67
"230","2017-04-04",8.48
"231","2017-04-05",8.337
"232","2017-04-06",8.05
"233","2017-04-07",8.08
"234","2017-04-10",8.15
"235","2017-04-11",8.06
"236","2017-04-12",8.05
"237","2017-04-13",8.27
"238","2017-04-17",8.08
"239","2017-04-18",8.75
"240","2017-04-19",9.18
"241","2017-04-20",8.94
"242","2017-04-21",9.08
"243","2017-04-24",9.29
"244","2017-04-25",9.02
"245","2017-04-26",9.05
"246","2017-04-27",9.2
"247","2017-04-28",9.55
"248","2017-05-01",9.62
"249","2017-05-02",10
"250","2017-05-03",10.51
"251","2017-05-04",10.355
"252","2017-05-05",10.51
"253","2017-05-08",10.51
"254","2017-05-09",10.65
"255","2017-05-10",10.76
"256","2017-05-11",11.13
"257","2017-05-12",11.19
"258","2017-05-15",11.5
"259","2017-05-16",11.56
"260","2017-05-17",12
"261","2017-05-18",11.81
"262","2017-05-19",12
"263","2017-05-22",11.998
"264","2017-05-23",12
"265","2017-05-24",13.65
"266","2017-05-25",13.95
"267","2017-05-26",13.8
"268","2017-05-30",13.21
"269","2017-05-31",12.41
"270","2017-06-01",14
"271","2017-06-02",14.15
"272","2017-06-05",14.731
"273","2017-06-06",14.6
"274","2017-06-07",15.09
"275","2017-06-08",15.84
"276","2017-06-09",14.4
"277","2017-06-12",14.76
"278","2017-06-13",14.8
"279","2017-06-14",14.76
"280","2017-06-15",14.27
"281","2017-06-16",14.25
"282","2017-06-19",14.32
"283","2017-06-20",14.01
"284","2017-06-21",13.76
"285","2017-06-22",13
"286","2017-06-23",13.33
"287","2017-06-26",13.1
"288","2017-06-27",13.05
"289","2017-06-28",13.16
"290","2017-06-29",13.19
"291","2017-06-30",13.54
"292","2017-07-03",15.02
"293","2017-07-05",16.030001
"294","2017-07-06",16.709999
"295","2017-07-07",15.14
"296","2017-07-10",15.41
"297","2017-07-11",16.709999
"298","2017-07-12",16.34
"299","2017-07-13",16.07
"300","2017-07-14",15.48
"301","2017-07-17",15.71
"302","2017-07-18",14.32
"303","2017-07-19",14.2
"304","2017-07-20",15.19
"305","2017-07-21",14.38
"306","2017-07-24",13.95
"307","2017-07-25",14.07
"308","2017-07-26",14.08
"309","2017-07-27",14
"310","2017-07-28",13.59
"311","2017-07-31",13.47
"312","2017-08-01",13.05
"313","2017-08-02",12.67
"314","2017-08-03",12.65
"315","2017-08-04",13.02
"316","2017-08-07",13
"317","2017-08-08",13.37
"318","2017-08-09",12.01
"319","2017-08-10",11.85
"320","2017-08-11",11.99
"321","2017-08-14",12
"322","2017-08-15",13.1
"323","2017-08-16",14.19
"324","2017-08-17",13.15
"325","2017-08-18",12.9
"326","2017-08-21",12.5
"327","2017-08-22",12.96
"328","2017-08-23",12.87
"329","2017-08-24",12.82
"330","2017-08-25",12.67
"331","2017-08-28",13.72
"332","2017-08-29",14.23
"333","2017-08-30",13.74
"334","2017-08-31",14.56
"335","2017-09-01",14.97
"336","2017-09-05",15.06
"337","2017-09-06",15.65
"338","2017-09-07",60.279999
"339","2017-09-08",13.87
"340","2017-09-11",13.79
"341","2017-09-12",13.79
"342","2017-09-13",14.62
"343","2017-09-14",14.77
"344","2017-09-15",15.73
"345","2017-09-18",15.44
"346","2017-09-19",15.22
"347","2017-09-20",15.39
"348","2017-09-21",15.51
"349","2017-09-22",15.49
"350","2017-09-25",15.73
"351","2017-09-26",15.39
"352","2017-09-27",14.95
"353","2017-09-28",15.94
"354","2017-09-29",16.84
"355","2017-10-02",15.3
"356","2017-10-03",15
"357","2017-10-04",14.91
"358","2017-10-05",15.219
"359","2017-10-06",16.4
"360","2017-10-09",15.88
"361","2017-10-10",15.41
"362","2017-10-11",15.9
"363","2017-10-12",15.09
"364","2017-10-13",15.99
"365","2017-10-16",15
"366","2017-10-17",15.11
"367","2017-10-18",17.76
"368","2017-10-19",17.469999
"369","2017-10-20",16.59
"370","2017-10-23",16.35
"371","2017-10-24",16.02
"372","2017-10-25",15.74
"373","2017-10-26",15.17
"374","2017-10-27",15.88
"375","2017-10-30",15.58
"376","2017-10-31",15.29
"377","2017-11-01",15.12
"378","2017-11-02",14.88
"379","2017-11-03",15.73
"380","2017-11-06",16.77
"381","2017-11-07",17.25
"382","2017-11-08",18.4
"383","2017-11-09",18.190001
"384","2017-11-10",18.719999
"385","2017-11-13",18.1
"386","2017-11-14",16.57
"387","2017-11-15",17.02
"388","2017-11-16",15.89
"389","2017-11-17",15.64
"390","2017-11-20",14.52
"391","2017-11-21",14.83
"392","2017-11-22",15.18
"393","2017-11-24",15.29
"394","2017-11-27",14.97
"395","2017-11-28",15.18
"396","2017-11-29",13.8
"397","2017-11-30",14.04
"398","2017-12-01",13.5
"399","2017-12-04",13.73
"400","2017-12-05",13.43
"401","2017-12-06",12.8
"402","2017-12-07",12.69
"403","2017-12-08",12.4
"404","2017-12-11",13.46
"405","2017-12-12",12.47
"406","2017-12-13",12.62
"407","2017-12-14",12.09
"408","2017-12-15",12.13
"409","2017-12-18",12.5
"410","2017-12-19",12.13
"411","2017-12-20",12.06
"412","2017-12-21",12.17
"413","2017-12-22",12.71
"414","2017-12-26",12.42
"415","2017-12-27",12.34
"416","2017-12-28",12.51
"417","2017-12-29",13.44
"418","2018-01-02",12.97
"419","2018-01-03",12.75
"420","2018-01-04",12.6
"421","2018-01-05",12.47
"422","2018-01-08",12.02
"423","2018-01-09",12.1
"424","2018-01-10",12.66
"425","2018-01-11",12.13
"426","2018-01-12",12.46
"427","2018-01-16",12.1
"428","2018-01-17",12.31
"429","2018-01-18",11.33
"430","2018-01-19",11.49
"431","2018-01-22",11.89
"432","2018-01-23",12.21
"433","2018-01-24",12.21
"434","2018-01-25",12.33
"435","2018-01-26",12.28
"436","2018-01-29",12.225
"437","2018-01-30",12.2
"438","2018-01-31",12.385
"439","2018-02-01",13.08
"440","2018-02-02",12.87
"441","2018-02-05",12.15
"442","2018-02-06",12.01
"443","2018-02-07",12.25
"444","2018-02-08",12.18
"445","2018-02-09",11.81
"446","2018-02-12",11.89
"447","2018-02-13",12.09
"448","2018-02-14",11.99
"449","2018-02-15",12.09
"450","2018-02-16",11.89
"451","2018-02-20",11.75
"452","2018-02-21",11.66
"453","2018-02-22",11.92
"454","2018-02-23",12.05
"455","2018-02-26",12.36
"456","2018-02-27",12.6
"457","2018-02-28",12.8
"458","2018-03-01",13.1
"459","2018-03-02",13.1
"460","2018-03-05",14.52
"461","2018-03-06",14.71
"462","2018-03-07",15.15
"463","2018-03-08",15.33
"464","2018-03-09",15.79
"465","2018-03-12",15.52
"466","2018-03-13",15.555
"467","2018-03-14",15.19
"468","2018-03-15",15.45
"469","2018-03-16",15.18
"470","2018-03-19",15.27
"471","2018-03-20",15.37
"472","2018-03-21",15.28
"473","2018-03-22",15.25
"474","2018-03-23",15.21
"475","2018-03-26",15.23
"476","2018-03-27",15.35
"477","2018-03-28",14.98
"478","2018-03-29",15.38
"479","2018-04-02",15.48
"480","2018-04-03",15.16
"481","2018-04-04",14.98
"482","2018-04-05",14.25
"483","2018-04-06",13.5
"484","2018-04-09",14.1
"485","2018-04-10",14.27
"486","2018-04-11",13.72
"487","2018-04-12",13.97
"488","2018-04-13",13.99
"489","2018-04-16",13.52
"490","2018-04-17",14.135
"491","2018-04-18",14.16
"492","2018-04-19",14.26
"493","2018-04-20",14.27
"494","2018-04-23",14.38
"495","2018-04-24",14.57
"496","2018-04-25",14.4
"497","2018-04-26",14.35
"498","2018-04-27",14.25
"499","2018-04-30",14.43
"500","2018-05-01",14.49
"501","2018-05-02",14.6
"502","2018-05-03",13.94
"503","2018-05-04",14.3
"504","2018-05-07",14.44
"505","2018-05-08",14.49
"506","2018-05-09",14.42
"507","2018-05-10",14.49
"508","2018-05-11",14.42
"509","2018-05-14",14.05
"510","2018-05-15",13.9
"511","2018-05-16",14
"512","2018-05-17",14.115
"513","2018-05-18",13.97
"514","2018-05-21",14.21
"515","2018-05-22",13.89
"516","2018-05-23",13.89
"517","2018-05-24",13.61
"518","2018-05-25",13.445
"519","2018-05-29",13.12
"520","2018-05-30",12.79
"521","2018-05-31",13.5
"522","2018-06-01",14.1
"523","2018-06-04",13.69
"524","2018-06-05",14.02
"525","2018-06-06",13.95
"526","2018-06-07",13.58
"527","2018-06-08",13.42
"528","2018-06-11",13.8
"529","2018-06-12",13.91
"530","2018-06-13",13.96
"531","2018-06-14",14.07
"532","2018-06-15",14.03
"533","2018-06-18",13.99
"534","2018-06-19",14.07
"535","2018-06-20",13.7
"536","2018-06-21",12.01
"537","2018-06-22",12.6
"538","2018-06-25",11.77
"539","2018-06-26",12.38
"540","2018-06-27",12.18
"541","2018-06-28",12.48
"542","2018-06-29",11.85
"543","2018-07-02",11.75
"544","2018-07-03",12.22
"545","2018-07-05",12.22
"546","2018-07-06",12
"547","2018-07-09",12.23
"548","2018-07-10",12.1
"549","2018-07-11",11.28
"550","2018-07-12",12.1
"551","2018-07-13",12.57
"552","2018-07-16",11.73
"553","2018-07-17",11.87
"554","2018-07-18",12.15
"555","2018-07-19",12.44
"556","2018-07-20",12.56
"557","2018-07-23",12.66
"558","2018-07-24",12.84
"559","2018-07-25",13.1
"560","2018-07-26",13.12
"561","2018-07-27",12.27
"562","2018-07-30",12.62
"563","2018-07-31",12.83
"564","2018-08-01",12.64
"565","2018-08-02",14.05
"566","2018-08-03",14.12
"567","2018-08-06",14.2
"568","2018-08-07",14.4
"569","2018-08-08",14.1
"570","2018-08-09",12.3
"571","2018-08-10",12.03
"572","2018-08-13",11.8
"573","2018-08-14",11.9
"574","2018-08-15",11.34
"575","2018-08-16",11.54
"576","2018-08-17",11.5
"577","2018-08-20",11.51
"578","2018-08-21",11.79
"579","2018-08-22",11.95
"580","2018-08-23",12.51
"581","2018-08-24",12.8
"582","2018-08-27",13.83
"583","2018-08-28",13.94
"584","2018-08-29",13.98
"585","2018-08-30",14.41
"586","2018-08-31",14.19
"587","2018-09-04",13.7
"588","2018-09-05",13.68
"589","2018-09-06",13.69
"590","2018-09-07",13.32
"591","2018-09-10",12.74
"592","2018-09-11",12.45
"593","2018-09-12",12.23
"594","2018-09-13",12.15
"595","2018-09-14",12.15
"596","2018-09-17",11.46
"597","2018-09-18",11.54
"598","2018-09-19",11.96
"599","2018-09-20",11.9
"600","2018-09-21",11.69
"601","2018-09-24",11.96
"602","2018-09-25",11.07
"603","2018-09-26",11.72
"604","2018-09-27",11.87
"605","2018-09-28",12.05
"606","2018-10-01",11.88
"607","2018-10-02",11.73
"608","2018-10-03",12.05
"609","2018-10-04",12.5
"610","2018-10-05",13.12
"611","2018-10-08",13.9
"612","2018-10-09",14.61
"613","2018-10-10",13.7
"614","2018-10-11",13.85
"615","2018-10-12",14.2
"616","2018-10-15",14.28
"617","2018-10-16",14.61
"618","2018-10-17",14.39
"619","2018-10-18",13.99
"620","2018-10-19",13.22
"621","2018-10-22",12.71
"622","2018-10-23",11.62
"623","2018-10-24",11.46
"624","2018-10-25",10.84
"625","2018-10-26",9.5
"626","2018-10-29",9.03
"627","2018-10-30",9.49
"628","2018-10-31",10.05
"629","2018-11-01",9.53
"630","2018-11-02",10.19
"631","2018-11-05",11.03
"632","2018-11-06",11.62
"633","2018-11-07",11.81
"634","2018-11-08",11.78
"635","2018-11-09",11.18
"636","2018-11-12",10.47
"637","2018-11-13",10.17
"638","2018-11-14",10.01
"639","2018-11-15",10.65
"640","2018-11-16",11.73
"641","2018-11-19",11.61
"642","2018-11-20",11.6
"643","2018-11-21",11.73
"644","2018-11-23",11.79
"645","2018-11-26",11.97
"646","2018-11-27",11.08
"647","2018-11-28",11.05
"648","2018-11-29",11.15
"649","2018-11-30",11.24
"650","2018-12-03",11.41
"651","2018-12-04",10.51
"652","2018-12-06",10.94
"653","2018-12-07",10.8
"654","2018-12-10",10.2
"655","2018-12-11",10.02
"656","2018-12-12",9.96
"657","2018-12-13",10.04
"658","2018-12-14",10.02
"659","2018-12-17",10.06
"660","2018-12-18",9.64
"661","2018-12-19",9.6
"662","2018-12-20",9.655
"663","2018-12-21",9.6
"664","2018-12-24",8.86
"665","2018-12-26",8.47
"666","2018-12-27",8.82
"667","2018-12-28",9.12
"668","2018-12-31",10.39
"669","2019-01-02",10.96
"670","2019-01-03",10.31
"671","2019-01-04",10.54
"672","2019-01-07",11.42
"673","2019-01-08",11.79
"674","2019-01-09",11.815
"675","2019-01-10",11.35
"676","2019-01-11",11.36
"677","2019-01-14",11.32
"678","2019-01-15",10.99
"679","2019-01-16",11.07
"680","2019-01-17",11.2
"681","2019-01-18",11.3
"682","2019-01-22",10.46
"683","2019-01-23",10.62
"684","2019-01-24",10.35
"685","2019-01-25",10.98
"686","2019-01-28",10.68
"687","2019-01-29",10.23
"688","2019-01-30",10.75
"689","2019-01-31",10.83
"690","2019-02-01",10.69
"691","2019-02-04",10.57
"692","2019-02-05",10.64
"693","2019-02-06",10.81
"694","2019-02-07",10.34
"695","2019-02-08",10.11
"696","2019-02-11",10.13
"697","2019-02-12",10.45
"698","2019-02-13",10.59
"699","2019-02-14",10.25
"700","2019-02-15",10.6
"701","2019-02-19",10.39
"702","2019-02-20",9.84
"703","2019-02-21",9.85
"704","2019-02-22",10.03
"705","2019-02-25",10.15
"706","2019-02-26",10.35
"707","2019-02-27",10.52
"708","2019-02-28",10.4
"709","2019-03-01",9.87
"710","2019-03-04",10.14
"711","2019-03-05",10.1
"712","2019-03-06",10.15
"713","2019-03-07",10.1
"714","2019-03-08",9.91
"715","2019-03-11",10.4
"716","2019-03-12",10.47
"717","2019-03-13",10.51
"718","2019-03-14",10.44
"719","2019-03-15",10.85
"720","2019-03-18",10.65
"721","2019-03-19",10.46
"722","2019-03-20",10.74
"723","2019-03-21",10.24
"724","2019-03-22",9.59
"725","2019-03-25",9.68
"726","2019-03-26",9.88
"727","2019-03-27",10.16
"728","2019-03-28",10.52
"729","2019-03-29",10.49
"730","2019-04-01",10.765
"731","2019-04-02",10.79
"732","2019-04-03",10.77
"733","2019-04-04",10.82
"734","2019-04-05",10.83
"735","2019-04-08",10.21
"736","2019-04-09",9.87
"737","2019-04-10",9.93
"738","2019-04-11",9.82
"739","2019-04-12",9.55
"740","2019-04-15",8.82
"741","2019-04-16",9
"742","2019-04-17",7.77
"743","2019-04-18",7.13
"744","2019-04-22",6.72
"745","2019-04-23",6.38
"746","2019-04-24",6.44
"747","2019-04-25",6.595
"748","2019-04-26",7
"749","2019-04-29",7
"750","2019-04-30",7.41
"751","2019-05-01",6.76
"752","2019-05-02",6.89
"753","2019-05-03",7.05
"754","2019-05-06",7.13
"755","2019-05-07",6.96
"756","2019-05-08",6.79
"757","2019-05-09",6.66
"758","2019-05-10",6.955
"759","2019-05-13",7.1
"760","2019-05-14",7.36
"761","2019-05-15",7.08
"762","2019-05-16",6.95
"763","2019-05-17",6.92
"764","2019-05-20",6.95
"765","2019-05-21",6.65
"766","2019-05-22",7.17
"767","2019-05-23",6.73
"768","2019-05-24",6.53
"769","2019-05-28",6.11
"770","2019-05-29",6.01
"771","2019-05-30",5.85
"772","2019-05-31",5.61
"773","2019-06-03",5.07
"774","2019-06-04",5.03
"775","2019-06-05",4.98
"776","2019-06-06",5.11
"777","2019-06-07",5.17
"778","2019-06-10",4.9
"779","2019-06-11",4.81
"780","2019-06-12",4.65
"781","2019-06-13",4.71
"782","2019-06-14",4.59
"783","2019-06-17",4.35
"784","2019-06-18",4.29
"785","2019-06-19",4.2
"786","2019-06-20",4.36
"787","2019-06-21",4.23
"788","2019-06-24",4.06
"789","2019-06-25",4.1
"790","2019-06-26",3.8
"791","2019-06-27",3.92
"792","2019-06-28",3.69
"793","2019-07-01",3.98
"794","2019-07-02",4
"795","2019-07-03",4.79
"796","2019-07-05",5.03
"797","2019-07-08",4.91
"798","2019-07-09",4.63
"799","2019-07-10",4.62
"800","2019-07-11",4.35
"801","2019-07-12",4.78
"802","2019-07-15",4.73
"803","2019-07-16",5.07
"804","2019-07-17",5.11
"805","2019-07-18",5.056
"806","2019-07-19",5.12
"807","2019-07-22",4.66
"808","2019-07-23",4.43
"809","2019-07-24",4.72
"810","2019-07-25",4.53
"811","2019-07-26",4.45
"812","2019-07-29",4.52
"813","2019-07-30",4.63
"814","2019-07-31",4.74
"815","2019-08-01",4.66
"816","2019-08-02",4.49
"817","2019-08-05",4.13
"818","2019-08-06",4.18
"819","2019-08-07",4.15
"820","2019-08-08",4.19
"821","2019-08-09",4.09
"822","2019-08-12",3.99
"823","2019-08-13",4.04
"824","2019-08-14",4.11
"825","2019-08-15",3.89
"826","2019-08-16",3.9
"827","2019-08-19",4.04
"828","2019-08-20",3.95
"829","2019-08-21",4.01
"830","2019-08-22",3.91
"831","2019-08-23",3.8
"832","2019-08-26",3.84
"833","2019-08-27",3.91
"834","2019-08-28",3.735
"835","2019-08-29",3.68
"836","2019-08-30",3.69
"837","2019-09-03",3.6
"838","2019-09-04",3.7
"839","2019-09-05",3.75
"840","2019-09-06",3.9
"841","2019-09-09",3.77
"842","2019-09-10",4.01
"843","2019-09-11",3.98
"844","2019-09-12",4
"845","2019-09-13",3.79
"846","2019-09-16",3.8
"847","2019-09-17",3.57
"848","2019-09-18",3.58
"849","2019-09-19",3.69
"850","2019-09-20",3.49
"851","2019-09-23",3.47
"852","2019-09-24",3.39
"853","2019-09-25",3.25
"854","2019-09-26",3.15
"855","2019-09-27",3.13
"856","2019-09-30",3.44
"857","2019-10-01",3.59
"858","2019-10-02",3.18
"859","2019-10-03",3.19
"860","2019-10-04",3.17
"861","2019-10-07",2.95
"862","2019-10-08",3.075
"863","2019-10-09",3.08
"864","2019-10-10",3.1
"865","2019-10-11",3.18
"866","2019-10-14",3.18
"867","2019-10-15",3.24
"868","2019-10-16",2.95
"869","2019-10-17",2.83
"870","2019-10-18",2.82
"871","2019-10-21",3.11
"872","2019-10-22",3.15
"873","2019-10-23",2.9
"874","2019-10-24",3.15
"875","2019-10-25",3.2
"876","2019-10-28",3.21
"877","2019-10-29",3.1
"878","2019-10-30",3.11
"879","2019-10-31",2.97
"880","2019-11-01",3.06
"881","2019-11-04",3.21
"882","2019-11-05",3.5
"883","2019-11-06",3.355
"884","2019-11-07",3.06
"885","2019-11-08",2.96
"886","2019-11-11",2.97
"887","2019-11-12",3.01
"888","2019-11-13",2.78
"889","2019-11-14",3.18
"890","2019-11-15",3.2
"891","2019-11-18",3.04
"892","2019-11-19",3.23
"893","2019-11-20",3.2
"894","2019-11-21",3.03
"895","2019-11-22",3.01
"896","2019-11-25",3.11
"897","2019-11-26",3.25
"898","2019-11-27",3.7
"899","2019-11-29",4.34
"900","2019-12-02",4.08
"901","2019-12-03",3.95
"902","2019-12-04",3.78
"903","2019-12-05",3.45
"904","2019-12-06",3.46
"905","2019-12-09",3.4
"906","2019-12-10",3.38
"907","2019-12-11",3.42
"908","2019-12-12",3.95
"909","2019-12-13",4
"910","2019-12-16",3.78
"911","2019-12-17",3.66
"912","2019-12-18",3.55
"913","2019-12-19",3.6
"914","2019-12-20",3.58
"915","2019-12-23",3.67
"916","2019-12-24",3.61
"917","2019-12-26",1.2
"918","2019-12-27",1.265
"919","2019-12-30",1.32
"920","2019-12-31",1.58
"921","2020-01-02",1.57
"922","2020-01-03",1.5
"923","2020-01-06",1.45
"924","2020-01-07",1.45
"925","2020-01-08",1.5
"926","2020-01-09",1.52
"927","2020-01-10",1.5
"928","2020-01-13",1.45
"929","2020-01-14",1.44
"930","2020-01-15",1.46
"931","2020-01-16",1.87
"932","2020-01-17",1.84
"933","2020-01-21",1.78
"934","2020-01-22",2.04
"935","2020-01-23",2.02
"936","2020-01-24",1.84
"937","2020-01-27",1.77
"938","2020-01-28",1.7
"939","2020-01-29",1.33
"940","2020-01-30",1.3
"941","2020-01-31",1.25
"942","2020-02-03",1.19
"943","2020-02-04",1.131
"944","2020-02-05",1.15
"945","2020-02-06",1.17
"946","2020-02-07",1.18
"947","2020-02-10",1.18
"948","2020-02-11",1.26
"949","2020-02-12",1.22
"950","2020-02-13",1.18
"951","2020-02-14",1.15
"952","2020-02-18",1.1
"953","2020-02-19",1.15
"954","2020-02-20",1.16
"955","2020-02-21",1.19
"956","2020-02-24",1.2
"957","2020-02-25",1.33
"958","2020-02-26",1.28
"959","2020-02-27",1.315
"960","2020-02-28",1.35
"961","2020-03-02",1.34
"962","2020-03-03",1.33
"963","2020-03-04",1.365
"964","2020-03-05",1.41
"965","2020-03-06",1.3
"966","2020-03-09",1.215
"967","2020-03-10",1.185
"968","2020-03-11",1.16
"969","2020-03-12",1.04
"970","2020-03-13",0.96
"971","2020-03-16",0.8
"972","2020-03-17",0.893
"973","2020-03-18",0.92
"974","2020-03-19",0.895
"975","2020-03-20",0.945
"976","2020-03-23",0.972
"977","2020-03-24",0.998
"978","2020-03-25",1.04
"979","2020-03-26",1.055
"980","2020-03-27",1
"981","2020-03-30",0.96
"982","2020-03-31",0.93
"983","2020-04-01",0.898
"984","2020-04-02",0.897
"985","2020-04-03",0.88
"986","2020-04-06",0.905
"987","2020-04-07",0.928
"988","2020-04-08",1.02
"989","2020-04-09",1.22
"990","2020-04-13",1.36
"991","2020-04-14",1.307
"992","2020-04-15",1.29
"993","2020-04-16",1.22
"994","2020-04-17",1.22
"995","2020-04-20",1.21
"996","2020-04-21",1.34
"997","2020-04-22",1.34
"998","2020-04-23",1.32
"999","2020-04-24",1.3
"1000","2020-04-27",1.34
"1001","2020-04-28",1.31
"1002","2020-04-29",1.34
