"","date","ESRT"
"149","2014-05-06",15.38
"150","2014-05-07",15.82
"151","2014-05-08",16.17
"152","2014-05-09",16.440001
"153","2014-05-12",16.75
"154","2014-05-13",16.809999
"155","2014-05-14",17.040001
"156","2014-05-15",16.83
"157","2014-05-16",16.940001
"158","2014-05-19",16.91
"159","2014-05-20",16.799999
"160","2014-05-21",16.59
"161","2014-05-22",16.59
"162","2014-05-23",16.620001
"163","2014-05-27",16.6
"164","2014-05-28",16.65
"165","2014-05-29",16.49
"166","2014-05-30",16.389999
"167","2014-06-02",16.5
"168","2014-06-03",16.85
"169","2014-06-04",16.76
"170","2014-06-05",17.18
"171","2014-06-06",17.17
"172","2014-06-09",17.08
"173","2014-06-10",16.809999
"174","2014-06-11",16.540001
"175","2014-06-12",16.379999
"176","2014-06-13",16.68
"177","2014-06-16",16.530001
"178","2014-06-17",16.370001
"179","2014-06-18",16.459999
"180","2014-06-19",16.66
"181","2014-06-20",16.74
"182","2014-06-23",16.77
"183","2014-06-24",16.74
"184","2014-06-25",16.530001
"185","2014-06-26",16.5
"186","2014-06-27",16.629999
"187","2014-06-30",16.5
"188","2014-07-01",16.639999
"189","2014-07-02",16.65
"190","2014-07-03",16.549999
"191","2014-07-07",16.639999
"192","2014-07-08",16.74
"193","2014-07-09",16.66
"194","2014-07-10",16.51
"195","2014-07-11",16.42
"196","2014-07-14",16.51
"197","2014-07-15",16.51
"198","2014-07-16",16.51
"199","2014-07-17",16.35
"200","2014-07-18",16.41
"201","2014-07-21",16.299999
"202","2014-07-22",16.450001
"203","2014-07-23",16.549999
"204","2014-07-24",16.49
"205","2014-07-25",16.4
"206","2014-07-28",16.450001
"207","2014-07-29",16.4
"208","2014-07-30",16.32
"209","2014-07-31",16.24
"210","2014-08-01",16.299999
"211","2014-08-04",16.469999
"212","2014-08-05",16.299999
"213","2014-08-06",15.88
"214","2014-08-07",16.08
"215","2014-08-08",16.07
"216","2014-08-11",16.290001
"217","2014-08-12",16.15
"218","2014-08-13",16.33
"219","2014-08-14",16.41
"220","2014-08-15",16.49
"221","2014-08-18",16.49
"222","2014-08-19",16.440001
"223","2014-08-20",16.620001
"224","2014-08-21",16.65
"225","2014-08-22",16.469999
"226","2014-08-25",16.530001
"227","2014-08-26",16.540001
"228","2014-08-27",16.440001
"229","2014-08-28",16.35
"230","2014-08-29",16.440001
"231","2014-09-02",16.459999
"232","2014-09-03",16.309999
"233","2014-09-04",16.370001
"234","2014-09-05",16.35
"235","2014-09-08",16.51
"236","2014-09-09",16.35
"237","2014-09-10",16.139999
"238","2014-09-11",16.129999
"239","2014-09-12",15.72
"240","2014-09-15",15.57
"241","2014-09-16",15.52
"242","2014-09-17",15.59
"243","2014-09-18",15.61
"244","2014-09-19",15.67
"245","2014-09-22",15.24
"246","2014-09-23",15.15
"247","2014-09-24",15.19
"248","2014-09-25",15.04
"249","2014-09-26",15.19
"250","2014-09-29",15.07
"251","2014-09-30",15.02
"252","2014-10-01",14.91
"253","2014-10-02",14.92
"254","2014-10-03",14.94
"255","2014-10-06",15.01
"256","2014-10-07",14.89
"257","2014-10-08",14.97
"258","2014-10-09",14.89
"259","2014-10-10",14.9
"260","2014-10-13",14.93
"261","2014-10-14",15.14
"262","2014-10-15",15.05
"263","2014-10-16",15.06
"264","2014-10-17",15.16
"265","2014-10-20",15.41
"266","2014-10-21",15.71
"267","2014-10-22",15.77
"268","2014-10-23",15.81
"269","2014-10-24",15.73
"270","2014-10-27",15.76
"271","2014-10-28",15.91
"272","2014-10-29",15.92
"273","2014-10-30",15.91
"274","2014-10-31",15.96
"275","2014-11-03",16.049999
"276","2014-11-04",15.95
"277","2014-11-05",16.040001
"278","2014-11-06",15.94
"279","2014-11-07",15.85
"280","2014-11-10",16.02
"281","2014-11-11",15.99
"282","2014-11-12",15.96
"283","2014-11-13",16.01
"284","2014-11-14",16.040001
"285","2014-11-17",16.18
"286","2014-11-18",16.25
"287","2014-11-19",16.219999
"288","2014-11-20",16.33
"289","2014-11-21",16.530001
"290","2014-11-24",16.59
"291","2014-11-25",16.6
"292","2014-11-26",16.809999
"293","2014-11-28",16.76
"294","2014-12-01",16.700001
"295","2014-12-02",16.799999
"296","2014-12-03",16.82
"297","2014-12-04",16.82
"298","2014-12-05",16.889999
"299","2014-12-08",17.01
"300","2014-12-09",17.09
"301","2014-12-10",17.389999
"302","2014-12-11",17.190001
"303","2014-12-12",17.280001
"304","2014-12-15",17.139999
"305","2014-12-16",17.200001
"306","2014-12-17",17.709999
"307","2014-12-18",17.59
"308","2014-12-19",17.65
"309","2014-12-22",17.620001
"310","2014-12-23",17.65
"311","2014-12-24",17.67
"312","2014-12-26",17.809999
"313","2014-12-29",17.799999
"314","2014-12-30",17.879999
"315","2014-12-31",17.58
"316","2015-01-02",18
"317","2015-01-05",17.950001
"318","2015-01-06",17.950001
"319","2015-01-07",18.23
"320","2015-01-08",18.120001
"321","2015-01-09",18.200001
"322","2015-01-12",18.030001
"323","2015-01-13",17.99
"324","2015-01-14",18.02
"325","2015-01-15",17.959999
"326","2015-01-16",18
"327","2015-01-20",17.9
"328","2015-01-21",17.959999
"329","2015-01-22",18.18
"330","2015-01-23",18.33
"331","2015-01-26",18.620001
"332","2015-01-27",18.5
"333","2015-01-28",18.32
"334","2015-01-29",18.360001
"335","2015-01-30",18.200001
"336","2015-02-02",17.92
"337","2015-02-03",18.209999
"338","2015-02-04",18.15
"339","2015-02-05",18.620001
"340","2015-02-06",18.120001
"341","2015-02-09",18.059999
"342","2015-02-10",17.870001
"343","2015-02-11",17.889999
"344","2015-02-12",18.25
"345","2015-02-13",18.030001
"346","2015-02-17",18.110001
"347","2015-02-18",18.16
"348","2015-02-19",18.25
"349","2015-02-20",17.99
"350","2015-02-23",17.99
"351","2015-02-24",17.85
"352","2015-02-25",17.98
"353","2015-02-26",17.809999
"354","2015-02-27",17.700001
"355","2015-03-02",17.73
"356","2015-03-03",18
"357","2015-03-04",17.790001
"358","2015-03-05",17.65
"359","2015-03-06",17.41
"360","2015-03-09",17.709999
"361","2015-03-10",17.639999
"362","2015-03-11",17.58
"363","2015-03-12",18.01
"364","2015-03-13",17.93
"365","2015-03-16",18.1
"366","2015-03-17",17.940001
"367","2015-03-18",18.4
"368","2015-03-19",18.540001
"369","2015-03-20",18.959999
"370","2015-03-23",18.959999
"371","2015-03-24",18.91
"372","2015-03-25",18.75
"373","2015-03-26",18.780001
"374","2015-03-27",18.75
"375","2015-03-30",18.91
"376","2015-03-31",18.809999
"377","2015-04-01",18.6
"378","2015-04-02",18.84
"379","2015-04-06",18.85
"380","2015-04-07",18.66
"381","2015-04-08",18.870001
"382","2015-04-09",18.41
"383","2015-04-10",18.59
"384","2015-04-13",18.469999
"385","2015-04-14",18.469999
"386","2015-04-15",18.219999
"387","2015-04-16",18.200001
"388","2015-04-17",17.950001
"389","2015-04-20",17.99
"390","2015-04-21",18.110001
"391","2015-04-22",18.120001
"392","2015-04-23",18
"393","2015-04-24",18.25
"394","2015-04-27",18.09
"395","2015-04-28",17.959999
"396","2015-04-29",18.02
"397","2015-04-30",18
"398","2015-05-01",17.969999
"399","2015-05-04",17.959999
"400","2015-05-05",17.75
"401","2015-05-06",17.68
"402","2015-05-07",17.84
"403","2015-05-08",17.99
"404","2015-05-11",17.940001
"405","2015-05-12",18.01
"406","2015-05-13",17.870001
"407","2015-05-14",18.1
"408","2015-05-15",18.219999
"409","2015-05-18",18.110001
"410","2015-05-19",18.1
"411","2015-05-20",18.129999
"412","2015-05-21",18.15
"413","2015-05-22",18.200001
"414","2015-05-26",18.129999
"415","2015-05-27",18.370001
"416","2015-05-28",18.43
"417","2015-05-29",18.08
"418","2015-06-01",18.139999
"419","2015-06-02",18.030001
"420","2015-06-03",17.959999
"421","2015-06-04",17.879999
"422","2015-06-05",17.76
"423","2015-06-08",17.809999
"424","2015-06-09",17.700001
"425","2015-06-10",17.790001
"426","2015-06-11",17.83
"427","2015-06-12",17.870001
"428","2015-06-15",17.549999
"429","2015-06-16",17.540001
"430","2015-06-17",17.700001
"431","2015-06-18",18.129999
"432","2015-06-19",18.01
"433","2015-06-22",17.799999
"434","2015-06-23",17.67
"435","2015-06-24",17.33
"436","2015-06-25",17.219999
"437","2015-06-26",17.209999
"438","2015-06-29",17.030001
"439","2015-06-30",17.059999
"440","2015-07-01",17.17
"441","2015-07-02",17.200001
"442","2015-07-06",17.15
"443","2015-07-07",17.540001
"444","2015-07-08",17.530001
"445","2015-07-09",17.6
"446","2015-07-10",17.75
"447","2015-07-13",17.75
"448","2015-07-14",17.639999
"449","2015-07-15",17.58
"450","2015-07-16",17.76
"451","2015-07-17",17.690001
"452","2015-07-20",17.65
"453","2015-07-21",17.549999
"454","2015-07-22",17.68
"455","2015-07-23",17.35
"456","2015-07-24",17.379999
"457","2015-07-27",17.370001
"458","2015-07-28",17.48
"459","2015-07-29",17.43
"460","2015-07-30",17.57
"461","2015-07-31",17.780001
"462","2015-08-03",17.84
"463","2015-08-04",17.780001
"464","2015-08-05",17.629999
"465","2015-08-06",17.66
"466","2015-08-07",17.59
"467","2015-08-10",17.459999
"468","2015-08-11",17.58
"469","2015-08-12",17.57
"470","2015-08-13",17.629999
"471","2015-08-14",17.65
"472","2015-08-17",17.77
"473","2015-08-18",17.91
"474","2015-08-19",17.879999
"475","2015-08-20",17.67
"476","2015-08-21",17.379999
"477","2015-08-24",16.41
"478","2015-08-25",15.99
"479","2015-08-26",16.299999
"480","2015-08-27",16.620001
"481","2015-08-28",16.639999
"482","2015-08-31",16.209999
"483","2015-09-01",15.94
"484","2015-09-02",16.129999
"485","2015-09-03",16.4
"486","2015-09-04",16.07
"487","2015-09-08",16.360001
"488","2015-09-09",16.290001
"489","2015-09-10",16.49
"490","2015-09-11",16.68
"491","2015-09-14",16.719999
"492","2015-09-15",17.02
"493","2015-09-16",17.129999
"494","2015-09-17",17.209999
"495","2015-09-18",17.110001
"496","2015-09-21",17.209999
"497","2015-09-22",16.93
"498","2015-09-23",17.18
"499","2015-09-24",16.99
"500","2015-09-25",16.93
"501","2015-09-28",16.799999
"502","2015-09-29",17.059999
"503","2015-09-30",17.030001
"504","2015-10-01",17.09
"505","2015-10-02",17.01
"506","2015-10-05",17.379999
"507","2015-10-06",17.389999
"508","2015-10-07",17.6
"509","2015-10-08",17.870001
"510","2015-10-09",17.809999
"511","2015-10-12",17.809999
"512","2015-10-13",17.82
"513","2015-10-14",17.639999
"514","2015-10-15",17.83
"515","2015-10-16",17.809999
"516","2015-10-19",18.01
"517","2015-10-20",17.870001
"518","2015-10-21",17.790001
"519","2015-10-22",17.799999
"520","2015-10-23",17.82
"521","2015-10-26",17.77
"522","2015-10-27",17.68
"523","2015-10-28",17.68
"524","2015-10-29",17.92
"525","2015-10-30",17.82
"526","2015-11-02",18
"527","2015-11-03",18.16
"528","2015-11-04",18.25
"529","2015-11-05",18.25
"530","2015-11-06",17.91
"531","2015-11-09",17.5
"532","2015-11-10",17.860001
"533","2015-11-11",17.969999
"534","2015-11-12",17.92
"535","2015-11-13",17.709999
"536","2015-11-16",17.75
"537","2015-11-17",18.110001
"538","2015-11-18",18.33
"539","2015-11-19",18.299999
"540","2015-11-20",18.49
"541","2015-11-23",18.5
"542","2015-11-24",18.52
"543","2015-11-25",18.530001
"544","2015-11-27",18.5
"545","2015-11-30",18.389999
"546","2015-12-01",18.530001
"547","2015-12-02",18.129999
"548","2015-12-03",17.879999
"549","2015-12-04",18.26
"550","2015-12-07",18.15
"551","2015-12-08",18.1
"552","2015-12-09",18.049999
"553","2015-12-10",18
"554","2015-12-11",17.59
"555","2015-12-14",17.559999
"556","2015-12-15",17.84
"557","2015-12-16",18.059999
"558","2015-12-17",18.27
"559","2015-12-18",18
"560","2015-12-21",17.99
"561","2015-12-22",17.84
"562","2015-12-23",17.9
"563","2015-12-24",17.950001
"564","2015-12-28",18.09
"565","2015-12-29",18.200001
"566","2015-12-30",18.059999
"567","2015-12-31",18.07
"568","2016-01-04",17.700001
"569","2016-01-05",17.809999
"570","2016-01-06",17.92
"571","2016-01-07",17.5
"572","2016-01-08",17.360001
"573","2016-01-11",17.559999
"574","2016-01-12",17.48
"575","2016-01-13",17.27
"576","2016-01-14",17.24
"577","2016-01-15",17.200001
"578","2016-01-19",17.18
"579","2016-01-20",16.6
"580","2016-01-21",16.43
"581","2016-01-22",16.719999
"582","2016-01-25",16.709999
"583","2016-01-26",16.9
"584","2016-01-27",16.74
"585","2016-01-28",16.1
"586","2016-01-29",16.549999
"587","2016-02-01",16.549999
"588","2016-02-02",16.1
"589","2016-02-03",16.049999
"590","2016-02-04",16.200001
"591","2016-02-05",16.040001
"592","2016-02-08",15.42
"593","2016-02-09",15.07
"594","2016-02-10",15.32
"595","2016-02-11",14.67
"596","2016-02-12",14.88
"597","2016-02-16",15.11
"598","2016-02-17",15.15
"599","2016-02-18",15.3
"600","2016-02-19",15.3
"601","2016-02-22",15.6
"602","2016-02-23",15.47
"603","2016-02-24",15.66
"604","2016-02-25",15.8
"605","2016-02-26",15.92
"606","2016-02-29",15.68
"607","2016-03-01",16.200001
"608","2016-03-02",16.219999
"609","2016-03-03",16.280001
"610","2016-03-04",16.209999
"611","2016-03-07",16.139999
"612","2016-03-08",15.99
"613","2016-03-09",16.32
"614","2016-03-10",16.25
"615","2016-03-11",16.74
"616","2016-03-14",16.690001
"617","2016-03-15",16.799999
"618","2016-03-16",16.93
"619","2016-03-17",17.139999
"620","2016-03-18",17.57
"621","2016-03-21",17.440001
"622","2016-03-22",17.5
"623","2016-03-23",17.23
"624","2016-03-24",17.23
"625","2016-03-28",17.280001
"626","2016-03-29",17.65
"627","2016-03-30",17.51
"628","2016-03-31",17.530001
"629","2016-04-01",17.59
"630","2016-04-04",17.65
"631","2016-04-05",17.65
"632","2016-04-06",17.860001
"633","2016-04-07",17.719999
"634","2016-04-08",18.049999
"635","2016-04-11",17.82
"636","2016-04-12",17.91
"637","2016-04-13",17.9
"638","2016-04-14",17.92
"639","2016-04-15",18.290001
"640","2016-04-18",18.309999
"641","2016-04-19",18.33
"642","2016-04-20",17.809999
"643","2016-04-21",17.93
"644","2016-04-22",18.309999
"645","2016-04-25",18.51
"646","2016-04-26",18.450001
"647","2016-04-27",18.610001
"648","2016-04-28",18.73
"649","2016-04-29",18.51
"650","2016-05-02",18.879999
"651","2016-05-03",18.92
"652","2016-05-04",19.1
"653","2016-05-05",19.08
"654","2016-05-06",19.360001
"655","2016-05-09",19.67
"656","2016-05-10",19.559999
"657","2016-05-11",19.25
"658","2016-05-12",19.530001
"659","2016-05-13",19.309999
"660","2016-05-16",19.549999
"661","2016-05-17",19.280001
"662","2016-05-18",18.92
"663","2016-05-19",18.790001
"664","2016-05-20",18.889999
"665","2016-05-23",18.889999
"666","2016-05-24",18.950001
"667","2016-05-25",18.99
"668","2016-05-26",18.950001
"669","2016-05-27",19.16
"670","2016-05-31",18.950001
"671","2016-06-01",19.139999
"672","2016-06-02",19.15
"673","2016-06-03",19.17
"674","2016-06-06",18.77
"675","2016-06-07",18.959999
"676","2016-06-08",19.32
"677","2016-06-09",19.549999
"678","2016-06-10",19.35
"679","2016-06-13",19.16
"680","2016-06-14",18.940001
"681","2016-06-15",19.07
"682","2016-06-16",19.110001
"683","2016-06-17",19.139999
"684","2016-06-20",19.16
"685","2016-06-21",19.200001
"686","2016-06-22",19.08
"687","2016-06-23",19.16
"688","2016-06-24",18.77
"689","2016-06-27",18.33
"690","2016-06-28",18.639999
"691","2016-06-29",18.84
"692","2016-06-30",18.99
"693","2016-07-01",19.110001
"694","2016-07-05",19.190001
"695","2016-07-06",19.049999
"696","2016-07-07",18.790001
"697","2016-07-08",19.41
"698","2016-07-11",19.5
"699","2016-07-12",19.450001
"700","2016-07-13",19.700001
"701","2016-07-14",19.700001
"702","2016-07-15",19.6
"703","2016-07-18",19.66
"704","2016-07-19",19.76
"705","2016-07-20",19.73
"706","2016-07-21",20.07
"707","2016-07-22",20.370001
"708","2016-07-25",20.59
"709","2016-07-26",20.42
"710","2016-07-27",20.5
"711","2016-07-28",20.790001
"712","2016-07-29",20.99
"713","2016-08-01",21.01
"714","2016-08-02",20.540001
"715","2016-08-03",20.73
"716","2016-08-04",20.889999
"717","2016-08-05",21.030001
"718","2016-08-08",20.780001
"719","2016-08-09",20.809999
"720","2016-08-10",20.76
"721","2016-08-11",20.620001
"722","2016-08-12",20.68
"723","2016-08-15",20.629999
"724","2016-08-16",20.700001
"725","2016-08-17",20.799999
"726","2016-08-18",20.889999
"727","2016-08-19",20.66
"728","2016-08-22",20.58
"729","2016-08-23",20.52
"730","2016-08-24",20.74
"731","2016-08-25",20.98
"732","2016-08-26",20.709999
"733","2016-08-29",21.200001
"734","2016-08-30",21.299999
"735","2016-08-31",21.469999
"736","2016-09-01",21.639999
"737","2016-09-02",21.84
"738","2016-09-06",21.91
"739","2016-09-07",22.17
"740","2016-09-08",22.01
"741","2016-09-09",21.280001
"742","2016-09-12",21.4
"743","2016-09-13",20.879999
"744","2016-09-14",20.620001
"745","2016-09-15",20.65
"746","2016-09-16",20.77
"747","2016-09-19",20.790001
"748","2016-09-20",20.690001
"749","2016-09-21",21.059999
"750","2016-09-22",21.32
"751","2016-09-23",21.59
"752","2016-09-26",21.530001
"753","2016-09-27",21.34
"754","2016-09-28",21.66
"755","2016-09-29",21.299999
"756","2016-09-30",20.950001
"757","2016-10-03",20.6
"758","2016-10-04",20.27
"759","2016-10-05",19.83
"760","2016-10-06",19.73
"761","2016-10-07",19.799999
"762","2016-10-10",19.99
"763","2016-10-11",19.59
"764","2016-10-12",19.889999
"765","2016-10-13",20.23
"766","2016-10-14",20.26
"767","2016-10-17",20.219999
"768","2016-10-18",20.25
"769","2016-10-19",20.27
"770","2016-10-20",20.200001
"771","2016-10-21",20.040001
"772","2016-10-24",20
"773","2016-10-25",20
"774","2016-10-26",19.74
"775","2016-10-27",19.34
"776","2016-10-28",19.18
"777","2016-10-31",19.57
"778","2016-11-01",19.280001
"779","2016-11-02",19.02
"780","2016-11-03",18.809999
"781","2016-11-04",18.940001
"782","2016-11-07",19.25
"783","2016-11-08",19.34
"784","2016-11-09",19.110001
"785","2016-11-10",19.24
"786","2016-11-11",19.35
"787","2016-11-14",20
"788","2016-11-15",19.459999
"789","2016-11-16",19.27
"790","2016-11-17",19.57
"791","2016-11-18",19.690001
"792","2016-11-21",19.57
"793","2016-11-22",19.82
"794","2016-11-23",19.799999
"795","2016-11-25",19.92
"796","2016-11-28",20.08
"797","2016-11-29",20.24
"798","2016-11-30",20.17
"799","2016-12-01",19.51
"800","2016-12-02",19.780001
"801","2016-12-05",19.75
"802","2016-12-06",19.91
"803","2016-12-07",20.360001
"804","2016-12-08",20.51
"805","2016-12-09",20.469999
"806","2016-12-12",20.49
"807","2016-12-13",20.309999
"808","2016-12-14",20.01
"809","2016-12-15",19.67
"810","2016-12-16",19.93
"811","2016-12-19",19.98
"812","2016-12-20",20.09
"813","2016-12-21",20.02
"814","2016-12-22",20.049999
"815","2016-12-23",19.76
"816","2016-12-27",19.75
"817","2016-12-28",19.6
"818","2016-12-29",19.84
"819","2016-12-30",20.190001
"820","2017-01-03",20.360001
"821","2017-01-04",20.51
"822","2017-01-05",20.26
"823","2017-01-06",20.25
"824","2017-01-09",19.790001
"825","2017-01-10",19.98
"826","2017-01-11",19.780001
"827","2017-01-12",19.809999
"828","2017-01-13",19.76
"829","2017-01-17",20.17
"830","2017-01-18",20.290001
"831","2017-01-19",20.17
"832","2017-01-20",20.24
"833","2017-01-23",20.530001
"834","2017-01-24",20.42
"835","2017-01-25",20.82
"836","2017-01-26",20.709999
"837","2017-01-27",20.530001
"838","2017-01-30",20.469999
"839","2017-01-31",20.49
"840","2017-02-01",20.040001
"841","2017-02-02",20.209999
"842","2017-02-03",20.459999
"843","2017-02-06",20.610001
"844","2017-02-07",20.32
"845","2017-02-08",20.530001
"846","2017-02-09",20.57
"847","2017-02-10",20.860001
"848","2017-02-13",20.84
"849","2017-02-14",20.9
"850","2017-02-15",20.75
"851","2017-02-16",20.83
"852","2017-02-17",21.09
"853","2017-02-21",21.49
"854","2017-02-22",21.6
"855","2017-02-23",21.780001
"856","2017-02-24",21.780001
"857","2017-02-27",21.92
"858","2017-02-28",21.809999
"859","2017-03-01",21.700001
"860","2017-03-02",21.26
"861","2017-03-03",21.27
"862","2017-03-06",21.110001
"863","2017-03-07",21.1
"864","2017-03-08",20.879999
"865","2017-03-09",20.49
"866","2017-03-10",20.4
"867","2017-03-13",20.33
"868","2017-03-14",20.190001
"869","2017-03-15",20.57
"870","2017-03-16",20.5
"871","2017-03-17",20.610001
"872","2017-03-20",20.610001
"873","2017-03-21",20.639999
"874","2017-03-22",20.67
"875","2017-03-23",20.84
"876","2017-03-24",20.9
"877","2017-03-27",20.67
"878","2017-03-28",20.549999
"879","2017-03-29",20.540001
"880","2017-03-30",20.58
"881","2017-03-31",20.639999
"882","2017-04-03",20.76
"883","2017-04-04",20.969999
"884","2017-04-05",20.950001
"885","2017-04-06",21.139999
"886","2017-04-07",21.219999
"887","2017-04-10",21.34
"888","2017-04-11",21.43
"889","2017-04-12",21.440001
"890","2017-04-13",21.32
"891","2017-04-17",21.629999
"892","2017-04-18",21.549999
"893","2017-04-19",21.59
"894","2017-04-20",21.530001
"895","2017-04-21",21.58
"896","2017-04-24",21.48
"897","2017-04-25",21.610001
"898","2017-04-26",21.33
"899","2017-04-27",20.91
"900","2017-04-28",20.799999
"901","2017-05-01",20.959999
"902","2017-05-02",20.91
"903","2017-05-03",20.639999
"904","2017-05-04",20.629999
"905","2017-05-05",20.959999
"906","2017-05-08",20.780001
"907","2017-05-09",20.799999
"908","2017-05-10",21.18
"909","2017-05-11",20.690001
"910","2017-05-12",20.629999
"911","2017-05-15",20.540001
"912","2017-05-16",20.52
"913","2017-05-17",20.52
"914","2017-05-18",20.610001
"915","2017-05-19",20.780001
"916","2017-05-22",20.75
"917","2017-05-23",20.76
"918","2017-05-24",20.99
"919","2017-05-25",21.030001
"920","2017-05-26",20.860001
"921","2017-05-30",20.709999
"922","2017-05-31",20.799999
"923","2017-06-01",21.1
"924","2017-06-02",21.32
"925","2017-06-05",21.059999
"926","2017-06-06",20.73
"927","2017-06-07",21.219999
"928","2017-06-08",21.110001
"929","2017-06-09",21.25
"930","2017-06-12",21.549999
"931","2017-06-13",21.299999
"932","2017-06-14",21.370001
"933","2017-06-15",21.24
"934","2017-06-16",21.23
"935","2017-06-19",21.200001
"936","2017-06-20",21.190001
"937","2017-06-21",21.059999
"938","2017-06-22",21.110001
"939","2017-06-23",21.049999
"940","2017-06-26",21.110001
"941","2017-06-27",20.940001
"942","2017-06-28",20.75
"943","2017-06-29",20.629999
"944","2017-06-30",20.77
"945","2017-07-03",20.91
"946","2017-07-05",20.99
"947","2017-07-06",20.35
"948","2017-07-07",20.379999
"949","2017-07-10",19.83
"950","2017-07-11",19.91
"951","2017-07-12",20.120001
"952","2017-07-13",20.379999
"953","2017-07-14",20.530001
"954","2017-07-17",20.610001
"955","2017-07-18",20.32
"956","2017-07-19",20.52
"957","2017-07-20",20.32
"958","2017-07-21",20.17
"959","2017-07-24",20.15
"960","2017-07-25",20.040001
"961","2017-07-26",20.26
"962","2017-07-27",20.75
"963","2017-07-28",20.68
"964","2017-07-31",20.889999
"965","2017-08-01",20.940001
"966","2017-08-02",21.030001
"967","2017-08-03",21.040001
"968","2017-08-04",21.07
"969","2017-08-07",20.83
"970","2017-08-08",20.73
"971","2017-08-09",20.559999
"972","2017-08-10",20.469999
"973","2017-08-11",20.209999
"974","2017-08-14",20.629999
"975","2017-08-15",20.52
