"","date","RNDB"
"231","2017-06-01",15.16
"232","2017-06-02",15.49
"233","2017-06-05",15.43
"234","2017-06-06",15.64
"235","2017-06-07",15.42
"236","2017-06-08",15.66
"237","2017-06-09",15.51
"238","2017-06-12",14.65
"239","2017-06-13",15.42
"240","2017-06-14",15.21
"241","2017-06-15",15.65
"242","2017-06-16",15.65
"243","2017-06-19",15.6
"244","2017-06-20",15.627
"245","2017-06-21",15.1
"246","2017-06-22",15.55
"247","2017-06-23",15.4
"248","2017-06-26",15.25
"249","2017-06-27",15.45
"250","2017-06-28",15.5
"251","2017-06-29",15.89
"252","2017-06-30",15.9
"253","2017-07-03",15.76
"254","2017-07-05",14.94
"255","2017-07-06",15.2
"256","2017-07-07",15.3
"257","2017-07-10",15.11
"258","2017-07-11",14.88
"259","2017-07-12",15.045
"260","2017-07-13",14.88
"261","2017-07-14",15
"262","2017-07-17",14.95
"263","2017-07-18",14.92
"264","2017-07-19",14.95
"265","2017-07-20",14.95
"266","2017-07-21",14.93
"267","2017-07-24",15
"268","2017-07-25",15
"269","2017-07-26",15.06
"270","2017-07-27",15.02
"271","2017-07-28",15
"272","2017-07-31",15.03
"273","2017-08-01",14.93
"274","2017-08-02",14.975
"275","2017-08-03",15
"276","2017-08-04",14.985
"277","2017-08-07",14.98
"278","2017-08-08",14.99
"279","2017-08-09",14.78
"280","2017-08-10",14.79
"281","2017-08-11",14.79
"282","2017-08-14",14.69
"283","2017-08-15",14.635
"284","2017-08-16",14.595
"285","2017-08-17",14.4
"286","2017-08-18",14.68
"287","2017-08-21",14.68
"288","2017-08-22",14.47
"289","2017-08-23",14.47
"290","2017-08-24",14.495
"291","2017-08-25",14.42
"292","2017-08-28",14.35
"293","2017-08-29",14.33
"294","2017-08-30",14.4
"295","2017-08-31",14.32
"296","2017-09-01",14.14
"297","2017-09-05",14.17
"298","2017-09-06",14.03
"299","2017-09-07",14.1
"300","2017-09-08",14.225
"301","2017-09-11",14.22
"302","2017-09-12",14.26
"303","2017-09-13",14.21
"304","2017-09-14",14.25
"305","2017-09-15",14.52
"306","2017-09-18",14.7
"307","2017-09-19",14.5
"308","2017-09-20",14.73
"309","2017-09-21",14.72
"310","2017-09-22",14.48
"311","2017-09-25",14.4
"312","2017-09-26",14.945
"313","2017-09-27",14.9
"314","2017-09-28",15
"315","2017-09-29",15.31
"316","2017-10-02",15.16
"317","2017-10-03",14.59
"318","2017-10-04",14.51
"319","2017-10-05",14.51
"320","2017-10-06",14.45
"321","2017-10-09",14.45
"322","2017-10-10",14.66
"323","2017-10-11",14.895
"324","2017-10-12",14.66
"325","2017-10-13",15.05
"326","2017-10-16",14.78
"327","2017-10-17",14.773
"328","2017-10-18",14.81
"329","2017-10-19",14.88
"330","2017-10-20",14.8
"331","2017-10-23",14.76
"332","2017-10-24",14.77
"333","2017-10-25",15
"334","2017-10-26",14.95
"335","2017-10-27",14.84
"336","2017-10-30",14.9
"337","2017-10-31",14.918
"338","2017-11-01",14.75
"339","2017-11-02",14.801
"340","2017-11-03",14.83
"341","2017-11-06",14.83
"342","2017-11-07",14.81
"343","2017-11-08",14.75
"344","2017-11-09",14.78
"345","2017-11-10",14.75
"346","2017-11-13",14.76
"347","2017-11-14",14.76
"348","2017-11-15",14.768
"349","2017-11-16",14.795
"350","2017-11-17",14.79
"351","2017-11-20",14.75
"352","2017-11-21",14.78
"353","2017-11-22",14.76
"354","2017-11-24",14.84
"355","2017-11-27",14.79
"356","2017-11-28",14.9
"357","2017-11-29",14.96
"358","2017-11-30",15.27
"359","2017-12-01",15.19
"360","2017-12-04",15.12
"361","2017-12-05",15.37
"362","2017-12-06",15.08
"363","2017-12-07",15.679
"364","2017-12-08",15.31
"365","2017-12-11",15.5
"366","2017-12-12",15.5
"367","2017-12-13",15.48
"368","2017-12-14",15.341
"369","2017-12-15",15.5
"370","2017-12-18",15.4
"371","2017-12-19",15.49
"372","2017-12-20",15.4
"373","2017-12-21",15.31
"374","2017-12-22",15.49
"375","2017-12-26",15.4
"376","2017-12-27",15.218
"377","2017-12-28",15.65
"378","2017-12-29",15.354
"379","2018-01-02",15.4
"380","2018-01-03",15.45
"381","2018-01-04",15.44
"382","2018-01-05",15.41
"383","2018-01-08",15.45
"384","2018-01-09",15.41
"385","2018-01-10",15.44
"386","2018-01-11",15.59
"387","2018-01-12",15.55
"388","2018-01-16",15.66
"389","2018-01-17",15.648
"390","2018-01-18",15.74
"391","2018-01-19",15.78
"392","2018-01-22",15.78
"393","2018-01-23",15.85
"394","2018-01-24",15.6
"395","2018-01-25",15.8
"396","2018-01-26",15.767
"397","2018-01-29",15.662
"398","2018-01-30",15.73
"399","2018-01-31",15.75
"400","2018-02-01",15.65
"401","2018-02-02",15.97
"402","2018-02-05",15.61
"403","2018-02-06",15.61
"404","2018-02-07",15.6
"405","2018-02-08",15.61
"406","2018-02-09",15.54
"407","2018-02-12",15.52
"408","2018-02-13",15.59
"409","2018-02-14",15.633
"410","2018-02-15",15.649
"411","2018-02-16",15.777
"412","2018-02-20",15.61
"413","2018-02-21",15.7
"414","2018-02-22",15.66
"415","2018-02-23",15.93
"416","2018-02-26",15.89
"417","2018-02-27",15.77
"418","2018-02-28",15.6
"419","2018-03-01",15.53
"420","2018-03-02",15.6
"421","2018-03-05",15.71
"422","2018-03-06",15.61
"423","2018-03-07",15.75
"424","2018-03-08",15.75
"425","2018-03-09",15.75
"426","2018-03-12",15.828
"427","2018-03-13",15.853
"428","2018-03-14",15.8
"429","2018-03-15",16.07
"430","2018-03-16",16.25
"431","2018-03-19",16.190001
"432","2018-03-20",16.24
"433","2018-03-21",16.172001
"434","2018-03-22",16.313999
"435","2018-03-23",16.4
"436","2018-03-26",16.4
"437","2018-03-27",16.059999
"438","2018-03-28",16.059999
"439","2018-03-29",16.235001
"440","2018-04-02",16.129999
"441","2018-04-03",16.02
"442","2018-04-04",16.02
"443","2018-04-05",16.299999
"444","2018-04-06",16.299999
"445","2018-04-09",16.371
"446","2018-04-10",16.371
"447","2018-04-11",16.323
"448","2018-04-12",16.4
"449","2018-04-13",16.433001
"450","2018-04-16",16.261
"451","2018-04-17",16.261
"452","2018-04-18",16.26
"453","2018-04-19",16.26
"454","2018-04-20",16.291
"455","2018-04-23",16.299999
"456","2018-04-24",16.25
"457","2018-04-25",16.101
"458","2018-04-26",16
"459","2018-04-27",16.040001
"460","2018-04-30",15.99
"461","2018-05-01",16.09
"462","2018-05-02",15.96
"463","2018-05-03",15.9
"464","2018-05-04",15.985
"465","2018-05-07",15.99
"466","2018-05-08",15.88
"467","2018-05-09",15.9
"468","2018-05-10",15.9
"469","2018-05-11",15.98
"470","2018-05-14",15.92
"471","2018-05-15",15.99
"472","2018-05-16",15.92
"473","2018-05-17",16.122
"474","2018-05-18",16.120001
"475","2018-05-21",16.1
"476","2018-05-22",16.063
"477","2018-05-23",16.25
"478","2018-05-24",16.02
"479","2018-05-25",16.02
"480","2018-05-29",16.030001
"481","2018-05-30",15.95
"482","2018-05-31",15.985
"483","2018-06-01",16
"484","2018-06-04",15.96
"485","2018-06-05",15.976
"486","2018-06-06",15.95
"487","2018-06-07",16.049999
"488","2018-06-08",15.96
"489","2018-06-11",16.145
"490","2018-06-12",16.120001
"491","2018-06-13",16.200001
"492","2018-06-14",16.33
"493","2018-06-15",16.34
"494","2018-06-18",16.59
"495","2018-06-19",17
"496","2018-06-20",17.15
"497","2018-06-21",17.120001
"498","2018-06-22",17.120001
"499","2018-06-25",16.700001
"500","2018-06-26",16.700001
"501","2018-06-27",16.459999
"502","2018-06-28",16.584
"503","2018-06-29",16.799999
"504","2018-07-02",16.35
"505","2018-07-03",16.35
"506","2018-07-05",16.43
"507","2018-07-06",16.4
"508","2018-07-09",16.421
"509","2018-07-10",16.549999
"510","2018-07-11",16.700001
"511","2018-07-12",16.700001
"512","2018-07-13",16.650999
"513","2018-07-16",16.650999
"514","2018-07-17",16.604
"515","2018-07-18",16.690001
"516","2018-07-19",16.5
"517","2018-07-20",16.5
"518","2018-07-23",16.5
"519","2018-07-24",16.583
"520","2018-07-25",16.77
"521","2018-07-26",16.6
"522","2018-07-27",16.6
"523","2018-07-30",16.6
"524","2018-07-31",16.5
"525","2018-08-01",16.5
"526","2018-08-02",16.6
"527","2018-08-03",16.639999
"528","2018-08-06",16.790001
"529","2018-08-07",16.91
"530","2018-08-08",17
"531","2018-08-09",17.200001
"532","2018-08-10",16.799999
"533","2018-08-13",17.129999
"534","2018-08-14",17.129999
"535","2018-08-15",16.75
"536","2018-08-16",17.042
"537","2018-08-17",16.75
"538","2018-08-20",17.18
"539","2018-08-21",17
"540","2018-08-22",17
"541","2018-08-23",17
"542","2018-08-24",17.190001
"543","2018-08-27",16.85
"544","2018-08-28",17.15
"545","2018-08-29",17.003
"546","2018-08-30",17.1
"547","2018-08-31",17.1
"548","2018-09-04",16.870001
"549","2018-09-05",16.870001
"550","2018-09-06",17.034
"551","2018-09-07",17
"552","2018-09-10",17
"553","2018-09-11",16.75
"554","2018-09-12",16.75
"555","2018-09-13",16.85
"556","2018-09-14",16.799999
"557","2018-09-17",16.799999
"558","2018-09-18",16.799999
"559","2018-09-19",16.799999
"560","2018-09-20",16.775
"561","2018-09-21",17.09
"562","2018-09-24",16.709999
"563","2018-09-25",16.709999
"564","2018-09-26",16.702
"565","2018-09-27",16.700001
"566","2018-09-28",16.530001
"567","2018-10-01",16.51
"568","2018-10-02",16.514
"569","2018-10-03",16.514
"570","2018-10-04",16.622
"571","2018-10-05",16.622
"572","2018-10-08",16.622
"573","2018-10-09",16.23
"574","2018-10-10",16.07
"575","2018-10-11",16.07
"576","2018-10-12",16.59
"577","2018-10-15",17.09
"578","2018-10-16",16.6
"579","2018-10-17",16.6
"580","2018-10-18",16.24
"581","2018-10-19",16.24
"582","2018-10-22",16
"583","2018-10-23",16.24
"584","2018-10-24",15.4
"585","2018-10-25",15.38
"586","2018-10-26",14.86
"587","2018-10-29",15.35
"588","2018-10-30",15.25
"589","2018-10-31",15.28
"590","2018-11-01",15.25
"591","2018-11-02",15.25
"592","2018-11-05",15.25
"593","2018-11-06",15.25
"594","2018-11-07",15.25
"595","2018-11-08",15.33
"596","2018-11-09",15.33
"597","2018-11-12",15.25
"598","2018-11-13",15.25
"599","2018-11-14",15.25
"600","2018-11-15",15.82
"601","2018-11-16",15.28
"602","2018-11-19",15.26
"603","2018-11-20",15.26
"604","2018-11-21",15.25
"605","2018-11-23",15.25
"606","2018-11-26",15.25
"607","2018-11-27",14.95
"608","2018-11-28",15.15
"609","2018-11-29",15.06
"610","2018-11-30",14.82
"611","2018-12-03",14.85
"612","2018-12-04",14.9
"613","2018-12-06",14.9
"614","2018-12-07",15.14
"615","2018-12-10",15.14
"616","2018-12-11",15.14
"617","2018-12-12",14
"618","2018-12-13",14.51
"619","2018-12-14",14.2
"620","2018-12-17",14.4
"621","2018-12-18",14.5
"622","2018-12-19",14.4
"623","2018-12-20",14.15
"624","2018-12-21",13.16
"625","2018-12-24",13.95
"626","2018-12-26",14
"627","2018-12-27",14
"628","2018-12-28",13.95
"629","2018-12-31",14.15
"630","2019-01-02",13.975
"631","2019-01-03",13.95
"632","2019-01-04",13.96
"633","2019-01-07",13.985
"634","2019-01-08",13.97
"635","2019-01-09",13.9
"636","2019-01-10",13.9
"637","2019-01-11",13.873
"638","2019-01-14",13.873
"639","2019-01-15",13.98
"640","2019-01-16",13.98
"641","2019-01-17",13.92
"642","2019-01-18",13.46
"643","2019-01-22",13.5
"644","2019-01-23",13.77
"645","2019-01-24",13.75
"646","2019-01-25",13.62
"647","2019-01-28",13.88
"648","2019-01-29",14.255
"649","2019-01-30",14.49
"650","2019-01-31",14.5
"651","2019-02-01",15
"652","2019-02-04",15
"653","2019-02-05",14.7
"654","2019-02-06",14.8
"655","2019-02-07",14.99
"656","2019-02-08",14.75
"657","2019-02-11",15
"658","2019-02-12",15
"659","2019-02-13",15.3
"660","2019-02-14",15
"661","2019-02-15",15.07
"662","2019-02-19",14.76
"663","2019-02-20",14.75
"664","2019-02-21",14.75
"665","2019-02-22",15.2
"666","2019-02-25",15.2
"667","2019-02-26",14.9
"668","2019-02-27",15.1
"669","2019-02-28",15.1
"670","2019-03-01",15
"671","2019-03-04",15.075
"672","2019-03-05",15.25
"673","2019-03-06",15
"674","2019-03-07",14.9
"675","2019-03-08",15.25
"676","2019-03-11",15.1
"677","2019-03-12",15.13
"678","2019-03-13",15.23
"679","2019-03-14",15.2
"680","2019-03-15",17.049999
"681","2019-03-18",15.89
"682","2019-03-19",15.9
"683","2019-03-20",15.9
"684","2019-03-21",15.17
"685","2019-03-22",15.3
"686","2019-03-25",15.02
"687","2019-03-26",15.29
"688","2019-03-27",15.2
"689","2019-03-28",15.2
"690","2019-03-29",15.11
"691","2019-04-01",15.11
"692","2019-04-02",15.2
"693","2019-04-03",15.2
"694","2019-04-04",15.465
"695","2019-04-05",15.35
"696","2019-04-08",15.21
"697","2019-04-09",15.355
"698","2019-04-10",15.2
"699","2019-04-11",15.2
"700","2019-04-12",15
"701","2019-04-15",15
"702","2019-04-16",15.25
"703","2019-04-17",15.1
"704","2019-04-18",15.1
"705","2019-04-22",15.1
"706","2019-04-23",15.39
"707","2019-04-24",15.1
"708","2019-04-25",15.1
"709","2019-04-26",15.1
"710","2019-04-29",15.2
"711","2019-04-30",15.25
"712","2019-05-01",15.07
"713","2019-05-02",15.5
"714","2019-05-03",15
"715","2019-05-06",15
"716","2019-05-07",15
"717","2019-05-08",15.32
"718","2019-05-09",15.02
"719","2019-05-10",15
"720","2019-05-13",15.01
"721","2019-05-14",15
"722","2019-05-15",15.145
"723","2019-05-16",15.02
"724","2019-05-17",15.02
"725","2019-05-20",15.145
"726","2019-05-21",15.05
"727","2019-05-22",15.1
"728","2019-05-23",15
"729","2019-05-24",15
"730","2019-05-28",15
"731","2019-05-29",14.97
"732","2019-05-30",15
"733","2019-05-31",15
"734","2019-06-03",15
"735","2019-06-04",14.97
"736","2019-06-05",14.87
"737","2019-06-06",14.87
"738","2019-06-07",14.901
"739","2019-06-10",14.901
"740","2019-06-11",14.91
"741","2019-06-12",14.837
"742","2019-06-13",14.9
"743","2019-06-14",14.9
"744","2019-06-17",14.845
"745","2019-06-18",14.875
"746","2019-06-19",14.93
"747","2019-06-20",15
"748","2019-06-21",15.29
"749","2019-06-24",15
"750","2019-06-25",15
"751","2019-06-26",14.971
"752","2019-06-27",14.98
"753","2019-06-28",15.1
"754","2019-07-01",14.98
"755","2019-07-02",14.95
"756","2019-07-03",14.95
"757","2019-07-05",14.95
"758","2019-07-08",14.94
"759","2019-07-09",14.92
"760","2019-07-10",14.97
"761","2019-07-11",14.985
"762","2019-07-12",14.94
"763","2019-07-15",14.94
"764","2019-07-16",14.94
"765","2019-07-17",14.94
"766","2019-07-18",14.845
"767","2019-07-19",15.01
"768","2019-07-22",15.01
"769","2019-07-23",14.94
"770","2019-07-24",14.99
"771","2019-07-25",15
"772","2019-07-26",14.98
"773","2019-07-29",14.92
"774","2019-07-30",15
"775","2019-07-31",15.01
"776","2019-08-01",15
"777","2019-08-02",15.01
"778","2019-08-05",14.97
"779","2019-08-06",14.91
"780","2019-08-07",15.04
"781","2019-08-08",14.96
"782","2019-08-09",14.95
"783","2019-08-12",14.91
"784","2019-08-13",15
"785","2019-08-14",14.99
"786","2019-08-15",14.99
"787","2019-08-16",14.965
"788","2019-08-19",14.9
"789","2019-08-20",15
"790","2019-08-21",15
"791","2019-08-22",15
"792","2019-08-23",15
"793","2019-08-26",14.96
"794","2019-08-27",14.95
"795","2019-08-28",14.95
"796","2019-08-29",14.95
"797","2019-08-30",14.99
"798","2019-09-03",14.932
"799","2019-09-04",14.96
"800","2019-09-05",14.903
"801","2019-09-06",14.82
"802","2019-09-09",14.77
"803","2019-09-10",14.79
"804","2019-09-11",14.72
"805","2019-09-12",14.72
"806","2019-09-13",14.87
"807","2019-09-16",14.76
"808","2019-09-17",14.87
"809","2019-09-18",14.88
"810","2019-09-19",14.98
"811","2019-09-20",14.85
"812","2019-09-23",14.82
"813","2019-09-24",14.72
"814","2019-09-25",14.72
"815","2019-09-26",14.42
"816","2019-09-27",14.63
"817","2019-09-30",14.52
"818","2019-10-01",14.8
"819","2019-10-02",14.8
"820","2019-10-03",14.728
"821","2019-10-04",14.61
"822","2019-10-07",14.52
"823","2019-10-08",14.44
"824","2019-10-09",14.44
"825","2019-10-10",14.5
"826","2019-10-11",14.69
"827","2019-10-14",14.58
"828","2019-10-15",14.8
"829","2019-10-16",14.78
"830","2019-10-17",14.84
"831","2019-10-18",14.8
"832","2019-10-21",14.95
"833","2019-10-22",14.9
"834","2019-10-23",15.11
"835","2019-10-24",15.05
"836","2019-10-25",14.996
"837","2019-10-28",15.09
"838","2019-10-29",15.06
"839","2019-10-30",15.13
"840","2019-10-31",15.13
"841","2019-11-01",15.125
"842","2019-11-04",15.12
"843","2019-11-05",15.355
"844","2019-11-06",15.355
"845","2019-11-07",15.5
"846","2019-11-08",15.497
"847","2019-11-11",15.51
"848","2019-11-12",15.56
"849","2019-11-13",16.43
"850","2019-11-14",16.1
"851","2019-11-15",16.01
"852","2019-11-18",16.200001
"853","2019-11-19",16.200001
"854","2019-11-20",15.8
"855","2019-11-21",16
"856","2019-11-22",16
"857","2019-11-25",16
"858","2019-11-26",16.049999
"859","2019-11-27",16.1
"860","2019-11-29",16.01
"861","2019-12-02",16
"862","2019-12-03",16
"863","2019-12-04",16
"864","2019-12-05",16.045
"865","2019-12-06",16.049999
"866","2019-12-09",16.030001
"867","2019-12-10",16.719999
"868","2019-12-11",16.75
"869","2019-12-12",16.57
"870","2019-12-13",16.67
"871","2019-12-16",16.1
"872","2019-12-17",16.200001
"873","2019-12-18",16.389999
"874","2019-12-19",16.309999
"875","2019-12-20",16.26
"876","2019-12-23",16.34
"877","2019-12-24",16.530001
"878","2019-12-26",16.576
"879","2019-12-27",16.700001
"880","2019-12-30",16.940001
"881","2019-12-31",17.65
"882","2020-01-02",17.26
"883","2020-01-03",17.299999
"884","2020-01-06",17.9
"885","2020-01-07",17.65
"886","2020-01-08",17.59
"887","2020-01-09",17.790001
"888","2020-01-10",17.503
"889","2020-01-13",17.950001
"890","2020-01-14",17.52
"891","2020-01-15",17.52
"892","2020-01-16",17.57
"893","2020-01-17",16.9
"894","2020-01-21",17.389999
"895","2020-01-22",17.07
"896","2020-01-23",17.629999
"897","2020-01-24",17.5
"898","2020-01-27",17.5
"899","2020-01-28",17.25
"900","2020-01-29",16.01
"901","2020-01-30",15.95
"902","2020-01-31",15.84
"903","2020-02-03",16.5
"904","2020-02-04",16.299999
"905","2020-02-05",16.25
"906","2020-02-06",16.274
"907","2020-02-07",15.97
"908","2020-02-10",15.94
"909","2020-02-11",15.92
"910","2020-02-12",15.789
"911","2020-02-13",15.745
"912","2020-02-14",15.82
"913","2020-02-18",15.765
"914","2020-02-19",15.67
"915","2020-02-20",15.525
"916","2020-02-21",15.49
"917","2020-02-24",15.54
"918","2020-02-25",15.56
"919","2020-02-26",15.585
"920","2020-02-27",15.51
"921","2020-02-28",15.02
"922","2020-03-02",15.02
"923","2020-03-03",14.75
"924","2020-03-04",14.6
"925","2020-03-05",14.05
"926","2020-03-06",13.6
"927","2020-03-09",11.8
"928","2020-03-10",12
"929","2020-03-11",12.1
"930","2020-03-12",10.55
"931","2020-03-13",10.81
"932","2020-03-16",10
"933","2020-03-17",9.2
"934","2020-03-18",7.92
"935","2020-03-19",8.98
"936","2020-03-20",8.92
"937","2020-03-23",8.93
"938","2020-03-24",8.8
"939","2020-03-25",9
"940","2020-03-26",10.64
"941","2020-03-27",9.65
"942","2020-03-30",9.63
"943","2020-03-31",9.59
"944","2020-04-01",8.78
"945","2020-04-02",8.51
"946","2020-04-03",8.15
"947","2020-04-06",8.4
"948","2020-04-07",9.69
"949","2020-04-08",9.01
"950","2020-04-09",9.3
"951","2020-04-13",9.16
"952","2020-04-14",9.2
"953","2020-04-15",8.9
"954","2020-04-16",8.76
"955","2020-04-17",8.81
"956","2020-04-20",8.66
"957","2020-04-21",8.7
"958","2020-04-22",8.65
"959","2020-04-23",8.75
"960","2020-04-24",8.75
"961","2020-04-27",9.2
"962","2020-04-28",9.33
"963","2020-04-29",10.1
"964","2020-04-30",10.25
"965","2020-05-01",9.76
"966","2020-05-04",10
"967","2020-05-05",9.683
"968","2020-05-06",9.765
"969","2020-05-07",10
"970","2020-05-08",10
"971","2020-05-11",9.75
"972","2020-05-12",9.75
"973","2020-05-13",9.47
"974","2020-05-14",9
"975","2020-05-15",9.32
"976","2020-05-18",9.546
"977","2020-05-19",9.3
"978","2020-05-20",9.78
"979","2020-05-21",9.41
"980","2020-05-22",9.9
"981","2020-05-26",9.5
"982","2020-05-27",9.51
"983","2020-05-28",9.52
"984","2020-05-29",9.46
"985","2020-06-01",9.32
"986","2020-06-02",9.16
"987","2020-06-03",9.46
"988","2020-06-04",9.82
"989","2020-06-05",10.35
"990","2020-06-08",9.74
"991","2020-06-09",10
"992","2020-06-10",9.71
"993","2020-06-11",9.3
"994","2020-06-12",9.31
"995","2020-06-15",9.25
"996","2020-06-16",9.46
"997","2020-06-17",9.52
"998","2020-06-18",10
"999","2020-06-19",10.23
"1000","2020-06-22",10.12
"1001","2020-06-23",10.49
"1002","2020-06-24",9.82
"1003","2020-06-25",9.89
