"","date","ATCX"
"1","2019-02-06",9.55
"2","2019-02-07",9.55
"3","2019-02-08",9.59
"4","2019-02-11",9.63
"5","2019-02-12",9.66
"6","2019-02-13",9.66
"7","2019-02-14",9.75
"8","2019-02-15",9.73
"9","2019-02-19",9.72
"10","2019-02-20",9.72
"11","2019-02-21",9.73
"12","2019-02-22",9.73
"13","2019-02-25",9.73
"14","2019-02-26",9.73
"15","2019-02-27",9.73
"16","2019-02-28",9.81
"17","2019-03-01",9.81
"18","2019-03-04",9.81
"19","2019-03-05",9.81
"20","2019-03-06",9.81
"21","2019-03-07",9.81
"22","2019-03-08",9.81
"23","2019-03-11",9.81
"24","2019-03-12",9.7
"25","2019-03-13",9.7
"26","2019-03-14",9.7
"27","2019-03-15",9.7
"28","2019-03-18",9.7
"29","2019-03-19",9.7
"30","2019-03-20",9.71
"31","2019-03-21",9.71
"32","2019-03-22",9.71
"33","2019-03-25",9.71
"34","2019-03-26",9.72
"35","2019-03-27",9.72
"36","2019-03-28",9.77
"37","2019-03-29",9.72
"38","2019-04-01",9.72
"39","2019-04-02",9.73
"40","2019-04-03",9.73
"41","2019-04-04",9.75
"42","2019-04-05",9.74
"43","2019-04-08",9.74
"44","2019-04-09",9.74
"45","2019-04-10",9.73
"46","2019-04-11",9.73
"47","2019-04-12",9.73
"48","2019-04-15",9.8
"49","2019-04-16",9.8
"50","2019-04-17",9.8
"51","2019-04-18",9.8
"52","2019-04-22",9.8
"53","2019-04-23",9.762
"54","2019-04-24",9.762
"55","2019-04-25",9.76
"56","2019-04-26",9.76
"57","2019-04-29",9.76
"58","2019-04-30",9.76
"59","2019-05-01",9.75
"60","2019-05-02",9.75
"61","2019-05-03",9.8
"62","2019-05-06",9.76
"63","2019-05-07",9.77
"64","2019-05-08",9.77
"65","2019-05-09",9.77
"66","2019-05-10",9.76
"67","2019-05-13",9.75
"68","2019-05-14",9.75
"69","2019-05-15",9.78
"70","2019-05-16",9.78
"71","2019-05-17",9.76
"72","2019-05-20",9.77
"73","2019-05-21",9.77
"74","2019-05-22",9.77
"75","2019-05-23",9.77
"76","2019-05-24",9.77
"77","2019-05-28",9.78
"78","2019-05-29",9.78
"79","2019-05-30",9.78
"80","2019-05-31",9.78
"81","2019-06-03",9.76
"82","2019-06-04",9.78
"83","2019-06-05",9.8
"84","2019-06-06",9.81
"85","2019-06-07",9.82
"86","2019-06-10",9.82
"87","2019-06-11",9.82
"88","2019-06-12",9.82
"89","2019-06-13",9.88
"90","2019-06-14",9.85
"91","2019-06-17",9.85
"92","2019-06-18",9.84
"93","2019-06-19",9.84
"94","2019-06-20",9.84
"95","2019-06-21",9.84
"96","2019-06-24",9.84
"97","2019-06-25",9.8
"98","2019-06-26",9.834
"99","2019-06-27",9.85
"100","2019-06-28",9.85
"101","2019-07-01",9.85
"102","2019-07-02",9.82
"103","2019-07-03",9.82
"104","2019-07-05",9.82
"105","2019-07-08",9.84
"106","2019-07-09",9.84
"107","2019-07-10",9.82
"108","2019-07-11",9.82
"109","2019-07-12",9.83
"110","2019-07-15",9.82
"111","2019-07-16",9.82
"112","2019-07-17",9.82
"113","2019-07-18",9.83
"114","2019-07-19",9.83
"115","2019-07-22",9.84
"116","2019-07-23",9.84
"117","2019-07-24",9.83
"118","2019-07-25",9.83
"119","2019-07-26",10
"120","2019-07-29",9.9
"121","2019-07-30",9.82
"122","2019-07-31",9.82
"123","2019-08-01",9.776
"124","2019-08-02",9.81
"125","2019-08-05",9.88
"126","2019-08-06",9.88
"127","2019-08-07",9.88
"128","2019-08-08",9.89
"129","2019-08-09",9.89
"130","2019-08-12",9.89
"131","2019-08-13",10.04
"132","2019-08-14",10.045
"133","2019-08-15",10.04
"134","2019-08-16",10.05
"135","2019-08-19",10.042
"136","2019-08-20",10.05
"137","2019-08-21",10.05
"138","2019-08-22",10.05
"139","2019-08-23",10.04
"140","2019-08-26",10.05
"141","2019-08-27",10.05
"142","2019-08-28",10.055
"143","2019-08-29",10.05
"144","2019-08-30",10.05
"145","2019-09-03",10.07
"146","2019-09-04",10.05
"147","2019-09-05",10.08
"148","2019-09-06",10.07
"149","2019-09-09",10.05
"150","2019-09-10",10.04
"151","2019-09-11",10.04
"152","2019-09-12",10.08
"153","2019-09-13",10.04
"154","2019-09-16",10.02
"155","2019-09-17",10.04
"156","2019-09-18",10.04
"157","2019-09-19",10.05
"158","2019-09-20",10.05
"159","2019-09-23",10.03
"160","2019-09-24",10.06
"161","2019-09-25",10.06
"162","2019-09-26",10.061
"163","2019-09-27",10.07
"164","2019-09-30",10.075
"165","2019-10-01",10.069
"166","2019-10-02",10.07
"167","2019-10-03",10.075
"168","2019-10-04",10.077
"169","2019-10-07",10.083
"170","2019-10-08",10.073
"171","2019-10-09",10.066
"172","2019-10-10",10.071
"173","2019-10-11",10.09
"174","2019-10-14",10.09
"175","2019-10-15",10.082
"176","2019-10-16",10.088
"177","2019-10-17",10.075
"178","2019-10-18",10.077
"179","2019-10-21",10.06
"180","2019-10-22",10.075
"181","2019-10-23",10.075
"182","2019-10-24",10.06
"183","2019-10-25",10.09
"184","2019-10-28",10.07
"185","2019-10-29",10.081
"186","2019-10-30",10.091
"187","2019-10-31",10.102
"188","2019-11-01",10.08
"189","2019-11-04",10.095
"190","2019-11-05",10.092
"191","2019-11-06",10.095
"192","2019-11-07",10.095
"193","2019-11-08",10.105
"194","2019-11-11",10.1
"195","2019-11-12",10.11
"196","2019-11-13",10.1
"197","2019-11-14",10.113
"198","2019-11-15",10.12
"199","2019-11-18",10.1
"200","2019-11-19",10.1
"201","2019-11-20",10.1
"202","2019-11-21",10.115
"203","2019-11-22",10.113
"204","2019-11-25",10.11
"205","2019-11-26",10.08
"206","2019-11-27",10.08
"207","2019-11-29",10.07
"208","2019-12-02",10.077
"209","2019-12-03",10.1
"210","2019-12-04",10.08
"211","2019-12-05",10.067
"212","2019-12-06",10.12
"213","2019-12-09",8.6
"214","2019-12-10",10.079
"215","2019-12-11",10.04
"216","2019-12-12",10.09
"217","2019-12-13",10.08
"218","2019-12-16",10.12
"219","2019-12-17",10.07
"220","2019-12-18",10.09
"221","2019-12-19",10.09
"222","2019-12-20",10.141
"223","2019-12-23",10.15
"224","2019-12-24",10.13
"225","2019-12-26",10.132
"226","2019-12-27",10.196
"227","2019-12-30",10.16
"228","2019-12-31",10.16
"229","2020-01-02",10.181
"230","2020-01-03",10.123
"231","2020-01-06",10.16
"232","2020-01-07",10.1
"233","2020-01-08",10.15
"234","2020-01-09",10.18
"235","2020-01-10",10.155
"236","2020-01-13",10.179
"237","2020-01-14",10.15
"238","2020-01-15",10.15
"239","2020-01-16",10.17
"240","2020-01-17",10.182
"241","2020-01-21",10.15
"242","2020-01-22",10.16
"243","2020-01-23",10.19
"244","2020-01-24",10.19
"245","2020-01-27",10.2
"246","2020-01-28",10.23
"247","2020-01-29",10.2
"248","2020-01-30",10.15
"249","2020-01-31",10.205
"250","2020-02-03",10.205
"251","2020-02-04",10.22
"252","2020-02-05",9.3
"253","2020-02-06",9.89
"254","2020-02-07",10.057
"255","2020-02-10",10.105
"256","2020-02-11",10.75
"257","2020-02-12",10.42
"258","2020-02-13",10.33
"259","2020-02-14",10.076
"260","2020-02-18",13
"261","2020-02-19",11.95
"262","2020-02-20",9.62
"263","2020-02-21",9.719
"264","2020-02-24",9.66
"265","2020-02-25",9.5
"266","2020-02-26",9.65
"267","2020-02-27",9.96
"268","2020-02-28",9.9
"269","2020-03-02",9.34
"270","2020-03-03",10.03
"271","2020-03-04",9.35
"272","2020-03-05",9.09
"273","2020-03-06",9
"274","2020-03-09",8
"275","2020-03-10",8.44
"276","2020-03-11",8.35
"277","2020-03-12",5.28
"278","2020-03-13",5.605
"279","2020-03-16",5.3
"280","2020-03-17",5.27
"281","2020-03-18",5.81
"282","2020-03-19",6.14
"283","2020-03-20",5.01
"284","2020-03-23",5.4
"285","2020-03-24",6.15
"286","2020-03-25",7.08
"287","2020-03-26",8.8
"288","2020-03-27",9.2
"289","2020-03-30",8.14
"290","2020-03-31",8.59
"291","2020-04-01",7.052
"292","2020-04-02",7.12
"293","2020-04-03",8.2
"294","2020-04-06",9.14
"295","2020-04-07",9.14
"296","2020-04-08",8.8
"297","2020-04-09",9
"298","2020-04-13",8.7
"299","2020-04-14",8.69
"300","2020-04-15",8.7
"301","2020-04-16",8.99
"302","2020-04-17",8.7
"303","2020-04-20",8.515
"304","2020-04-21",8.85
"305","2020-04-22",9.5
"306","2020-04-23",8.694
"307","2020-04-24",9.48
"308","2020-04-27",9.25
"309","2020-04-28",9.25
"310","2020-04-29",9.06
"311","2020-04-30",9.1
"312","2020-05-01",9.09
"313","2020-05-04",9.09
"314","2020-05-05",9.09
"315","2020-05-06",10.1
"316","2020-05-07",10.5
"317","2020-05-08",10.68
"318","2020-05-11",9.31
"319","2020-05-12",9.15
"320","2020-05-13",9.38
"321","2020-05-14",8.825
"322","2020-05-15",8.95
"323","2020-05-18",9.03
"324","2020-05-19",9.75
"325","2020-05-20",10.2
"326","2020-05-21",9.97
"327","2020-05-22",10.01
"328","2020-05-26",10.56
"329","2020-05-27",10.43
"330","2020-05-28",10.4
"331","2020-05-29",10.5
"332","2020-06-01",10.5
"333","2020-06-02",10.5
"334","2020-06-03",10.25
"335","2020-06-04",10.01
"336","2020-06-05",10.2
"337","2020-06-08",10.24
"338","2020-06-09",10.29
"339","2020-06-10",10.25
"340","2020-06-11",9.55
"341","2020-06-12",9.96
"342","2020-06-15",8.415
"343","2020-06-16",8.305
"344","2020-06-17",8
"345","2020-06-18",8.21
"346","2020-06-19",8.44
"347","2020-06-22",7.94
"348","2020-06-23",8.05
"349","2020-06-24",7.83
"350","2020-06-25",7.9
"351","2020-06-26",6.88
"352","2020-06-29",6.255
"353","2020-06-30",6.544
"354","2020-07-01",6.474
"355","2020-07-02",6.9
"356","2020-07-06",7.77
"357","2020-07-07",7.24
"358","2020-07-08",7.39
"359","2020-07-09",7.08
"360","2020-07-10",7.64
"361","2020-07-13",7.9
"362","2020-07-14",7.59
"363","2020-07-15",8.12
"364","2020-07-16",7.69
"365","2020-07-17",8
"366","2020-07-20",8.4
"367","2020-07-21",8.26
"368","2020-07-22",8.06
"369","2020-07-23",8.379
"370","2020-07-24",8.015
"371","2020-07-27",8.44
"372","2020-07-28",8.01
"373","2020-07-29",8.35
"374","2020-07-30",8.45
"375","2020-07-31",8.5
"376","2020-08-03",8.55
"377","2020-08-04",8.65
"378","2020-08-05",8.65
"379","2020-08-06",8.887
"380","2020-08-07",9.054
"381","2020-08-10",9.2
"382","2020-08-11",8.95
"383","2020-08-12",8.5
"384","2020-08-13",7.67
"385","2020-08-14",8.365
"386","2020-08-17",8.672
"387","2020-08-18",9
"388","2020-08-19",8.5
"389","2020-08-20",8.582
"390","2020-08-21",8.03
"391","2020-08-24",8.52
"392","2020-08-25",8.147
"393","2020-08-26",8.157
"394","2020-08-27",7.66
"395","2020-08-28",8.2
"396","2020-08-31",8.235
"397","2020-09-01",8.5
"398","2020-09-02",8.405
"399","2020-09-03",8.26
"400","2020-09-04",8.5
"401","2020-09-08",8.72
"402","2020-09-09",9.047
"403","2020-09-10",8.85
"404","2020-09-11",8.3
"405","2020-09-14",8.22
"406","2020-09-15",8.68
"407","2020-09-16",8.74
"408","2020-09-17",9.07
"409","2020-09-18",9.15
"410","2020-09-21",8.93
"411","2020-09-22",8.91
"412","2020-09-23",8.845
"413","2020-09-24",8.75
"414","2020-09-25",8.67
"415","2020-09-28",9
"416","2020-09-29",9
"417","2020-09-30",8.825
"418","2020-10-01",8.7
"419","2020-10-02",8.61
"420","2020-10-05",9.05
"421","2020-10-06",9.05
"422","2020-10-07",8.98
"423","2020-10-08",8.98
"424","2020-10-09",9.16
"425","2020-10-12",8.9
"426","2020-10-13",9
"427","2020-10-14",8.85
"428","2020-10-15",8.85
"429","2020-10-16",9.15
"430","2020-10-19",8.965
"431","2020-10-20",7.307
"432","2020-10-21",7.32
"433","2020-10-22",6.717
"434","2020-10-23",6.9
"435","2020-10-26",6.714
"436","2020-10-27",6.65
"437","2020-10-28",6.25
"438","2020-10-29",6.505
"439","2020-10-30",6.85
"440","2020-11-02",6.85
"441","2020-11-03",6.75
"442","2020-11-04",6.9
"443","2020-11-05",7.03
"444","2020-11-06",6.78
"445","2020-11-09",6.92
"446","2020-11-10",7.055
"447","2020-11-11",7.105
"448","2020-11-12",7
"449","2020-11-13",6.86
"450","2020-11-16",6.72
"451","2020-11-17",6.4
"452","2020-11-18",6.2
"453","2020-11-19",5.85
"454","2020-11-20",5.23
"455","2020-11-23",5.09
"456","2020-11-24",5.095
"457","2020-11-25",5.209
"458","2020-11-27",5.19
