"","date","ESBK"
"1","2007-01-03",19.677292
"2","2007-01-04",19.677292
"3","2007-01-05",19.677292
"4","2007-01-08",19.365057
"5","2007-01-09",19.189426
"6","2007-01-10",19.189426
"7","2007-01-11",19.189426
"8","2007-01-12",19.189426
"9","2007-01-16",19.189426
"10","2007-01-17",19.19593
"11","2007-01-18",19.19593
"12","2007-01-19",19.19593
"13","2007-01-22",19.19593
"14","2007-01-23",19.19593
"15","2007-01-24",19.286999
"16","2007-01-25",19.286999
"17","2007-01-26",19.286999
"18","2007-01-29",19.189426
"19","2007-01-30",19.189426
"20","2007-01-31",19.189426
"21","2007-02-01",19.286999
"22","2007-02-02",19.286999
"23","2007-02-05",19.16991
"24","2007-02-06",19.026804
"25","2007-02-07",19.026804
"26","2007-02-08",19.130882
"27","2007-02-09",19.111366
"28","2007-02-12",18.92923
"29","2007-02-13",19.352047
"30","2007-02-14",18.948744
"31","2007-02-15",18.94224
"32","2007-02-16",18.94224
"33","2007-02-20",19.078842
"34","2007-02-21",18.864182
"35","2007-02-22",18.864182
"36","2007-02-23",18.864182
"37","2007-02-26",19.046318
"38","2007-02-27",19.059328
"39","2007-02-28",18.864182
"40","2007-03-01",18.864182
"41","2007-03-02",18.864182
"42","2007-03-05",18.864182
"43","2007-03-06",18.864182
"44","2007-03-07",18.864182
"45","2007-03-08",19.059328
"46","2007-03-09",19.059328
"47","2007-03-12",19.059328
"48","2007-03-13",19.059328
"49","2007-03-14",18.851171
"50","2007-03-15",18.851171
"51","2007-03-16",18.864182
"52","2007-03-19",18.389324
"53","2007-03-20",18.233208
"54","2007-03-21",18.233208
"55","2007-03-22",18.252722
"56","2007-03-23",18.252722
"57","2007-03-26",17.946991
"58","2007-03-27",17.309513
"59","2007-03-28",16.90621
"60","2007-03-29",16.90621
"61","2007-03-30",17.224949
"62","2007-04-02",17.205435
"63","2007-04-03",17.205435
"64","2007-04-04",17.205435
"65","2007-04-05",17.263979
"66","2007-04-09",17.263979
"67","2007-04-10",16.912714
"68","2007-04-11",16.912714
"69","2007-04-12",17.010288
"70","2007-04-13",17.237959
"71","2007-04-16",16.951744
"72","2007-04-17",17.413591
"73","2007-04-18",17.250969
"74","2007-04-19",17.660776
"75","2007-04-20",17.185919
"76","2007-04-23",17.185919
"77","2007-04-24",17.888447
"78","2007-04-25",17.348541
"79","2007-04-26",17.77136
"80","2007-04-27",17.355047
"81","2007-04-30",17.244463
"82","2007-05-01",17.563204
"83","2007-05-02",17.45262
"84","2007-05-03",17.563204
"85","2007-05-04",17.146891
"86","2007-05-07",17.368057
"87","2007-05-08",16.984268
"88","2007-05-09",17.224949
"89","2007-05-10",16.925724
"90","2007-05-11",16.912714
"91","2007-05-14",16.912714
"92","2007-05-15",16.750092
"93","2007-05-16",17.43961
"94","2007-05-17",17.433105
"95","2007-05-18",17.081841
"96","2007-05-21",17.368057
"97","2007-05-22",17.368057
"98","2007-05-23",18.031555
"99","2007-05-24",18.246216
"100","2007-05-25",18.025051
"101","2007-05-29",17.602232
"102","2007-05-30",17.615242
"103","2007-05-31",17.881943
"104","2007-06-01",17.881943
"105","2007-06-04",17.790874
"106","2007-06-05",18.33078
"107","2007-06-06",18.868734
"108","2007-06-07",19.684448
"109","2007-06-08",19.154949
"110","2007-06-11",18.768559
"111","2007-06-12",18.768559
"112","2007-06-13",17.931379
"113","2007-06-14",17.652321
"114","2007-06-15",17.437658
"115","2007-06-18",17.451969
"116","2007-06-19",17.451969
"117","2007-06-20",17.451969
"118","2007-06-21",17.101357
"119","2007-06-22",16.979715
"120","2007-06-25",17.172909
"121","2007-06-26",16.579014
"122","2007-06-27",16.457373
"123","2007-06-28",16.278488
"124","2007-06-29",16.428751
"125","2007-07-02",16.772209
"126","2007-07-03",16.772209
"127","2007-07-05",17.079889
"128","2007-07-06",17.079889
"129","2007-07-09",17.079889
"130","2007-07-10",16.922472
"131","2007-07-11",16.621946
"132","2007-07-12",16.593325
