"","date","INTU"
"1","2007-01-03",29.49
"2","2007-01-04",29.9
"3","2007-01-05",29.83
"4","2007-01-08",28.83
"5","2007-01-09",28.93
"6","2007-01-10",29.389999
"7","2007-01-11",29.67
"8","2007-01-12",30.290001
"9","2007-01-16",30.219999
"10","2007-01-17",30.58
"11","2007-01-18",31.18
"12","2007-01-19",31.360001
"13","2007-01-22",31.030001
"14","2007-01-23",31.780001
"15","2007-01-24",31.969999
"16","2007-01-25",31.379999
"17","2007-01-26",31.120001
"18","2007-01-29",31.219999
"19","2007-01-30",30.92
"20","2007-01-31",31.450001
"21","2007-02-01",31.33
"22","2007-02-02",31.18
"23","2007-02-05",31.57
"24","2007-02-06",31.309999
"25","2007-02-07",31.67
"26","2007-02-08",31.85
"27","2007-02-09",31.440001
"28","2007-02-12",31
"29","2007-02-13",31.07
"30","2007-02-14",31.49
"31","2007-02-15",31.24
"32","2007-02-16",30.959999
"33","2007-02-20",31.049999
"34","2007-02-21",31.25
"35","2007-02-22",30.860001
"36","2007-02-23",31.280001
"37","2007-02-26",30.879999
"38","2007-02-27",29.48
"39","2007-02-28",29.51
"40","2007-03-01",29.059999
"41","2007-03-02",29.120001
"42","2007-03-05",28.549999
"43","2007-03-06",28.700001
"44","2007-03-07",28.23
"45","2007-03-08",27.98
"46","2007-03-09",28.219999
"47","2007-03-12",28.120001
"48","2007-03-13",27.6
"49","2007-03-14",28.15
"50","2007-03-15",28.940001
"51","2007-03-16",28.73
"52","2007-03-19",29
"53","2007-03-20",29.309999
"54","2007-03-21",30
"55","2007-03-22",27.540001
"56","2007-03-23",27.389999
"57","2007-03-26",27.370001
"58","2007-03-27",27.549999
"59","2007-03-28",26.98
"60","2007-03-29",27.049999
"61","2007-03-30",27.360001
"62","2007-04-02",27.120001
"63","2007-04-03",27.43
"64","2007-04-04",27.34
"65","2007-04-05",27.67
"66","2007-04-09",28.16
"67","2007-04-10",28.34
"68","2007-04-11",28.370001
"69","2007-04-12",28.58
"70","2007-04-13",28.629999
"71","2007-04-16",29.209999
"72","2007-04-17",29.4
"73","2007-04-18",29.450001
"74","2007-04-19",29.530001
"75","2007-04-20",29.58
"76","2007-04-23",29.67
"77","2007-04-24",29.129999
"78","2007-04-25",29.370001
"79","2007-04-26",29.16
"80","2007-04-27",29.110001
"81","2007-04-30",28.450001
"82","2007-05-01",28.219999
"83","2007-05-02",28.43
"84","2007-05-03",28.540001
"85","2007-05-04",28.280001
"86","2007-05-07",28.35
"87","2007-05-08",28.25
"88","2007-05-09",28.120001
"89","2007-05-10",27.969999
"90","2007-05-11",27.889999
"91","2007-05-14",27.799999
"92","2007-05-15",27.41
"93","2007-05-16",28
"94","2007-05-17",27.719999
"95","2007-05-18",31.559999
"96","2007-05-21",31.209999
"97","2007-05-22",30.969999
"98","2007-05-23",30.82
"99","2007-05-24",30.360001
"100","2007-05-25",30.280001
"101","2007-05-29",30.290001
"102","2007-05-30",30.530001
"103","2007-05-31",30.5
"104","2007-06-01",30.77
"105","2007-06-04",30.26
"106","2007-06-05",29.940001
"107","2007-06-06",29.77
"108","2007-06-07",29.08
"109","2007-06-08",29.5
"110","2007-06-11",29.84
"111","2007-06-12",29.42
"112","2007-06-13",29.719999
"113","2007-06-14",29.9
"114","2007-06-15",29.83
"115","2007-06-18",29.370001
"116","2007-06-19",29.41
"117","2007-06-20",29.33
"118","2007-06-21",29.940001
"119","2007-06-22",29.84
"120","2007-06-25",29.879999
"121","2007-06-26",30.049999
"122","2007-06-27",30.35
"123","2007-06-28",30.41
"124","2007-06-29",30.08
"125","2007-07-02",29.610001
"126","2007-07-03",29.75
"127","2007-07-05",29.860001
"128","2007-07-06",29.559999
"129","2007-07-09",29.459999
"130","2007-07-10",29.59
"131","2007-07-11",29.76
"132","2007-07-12",30.450001
"133","2007-07-13",30.18
"134","2007-07-16",30.07
"135","2007-07-17",29.940001
"136","2007-07-18",29.809999
"137","2007-07-19",29.85
"138","2007-07-20",30.040001
"139","2007-07-23",30.26
"140","2007-07-24",29.969999
"141","2007-07-25",30.07
"142","2007-07-26",29.459999
"143","2007-07-27",28.99
"144","2007-07-30",29.01
"145","2007-07-31",28.639999
"146","2007-08-01",28.76
"147","2007-08-02",28.780001
"148","2007-08-03",28.1
"149","2007-08-06",30.26
"150","2007-08-07",29.610001
"151","2007-08-08",28.33
"152","2007-08-09",26.540001
"153","2007-08-10",28.23
"154","2007-08-13",28.120001
"155","2007-08-14",27.799999
"156","2007-08-15",28.209999
"157","2007-08-16",29.049999
"158","2007-08-17",28.65
"159","2007-08-20",27.98
"160","2007-08-21",28.5
"161","2007-08-22",28.940001
"162","2007-08-23",28.01
"163","2007-08-24",27.9
"164","2007-08-27",27.35
"165","2007-08-28",26.629999
"166","2007-08-29",27.120001
"167","2007-08-30",27.17
"168","2007-08-31",27.309999
"169","2007-09-04",27.77
"170","2007-09-05",27.209999
"171","2007-09-06",27.23
"172","2007-09-07",26.67
"173","2007-09-10",26.73
"174","2007-09-11",27.32
"175","2007-09-12",28.049999
"176","2007-09-13",28.51
"177","2007-09-14",28.459999
"178","2007-09-17",28.379999
"179","2007-09-18",29.4
"180","2007-09-19",29.76
"181","2007-09-20",29.889999
"182","2007-09-21",29.700001
"183","2007-09-24",29.32
"184","2007-09-25",29.389999
"185","2007-09-26",29.389999
"186","2007-09-27",29.5
"187","2007-09-28",30.299999
"188","2007-10-01",31.15
"189","2007-10-02",31.040001
"190","2007-10-03",31.139999
"191","2007-10-04",31.209999
"192","2007-10-05",31.74
"193","2007-10-08",31.93
"194","2007-10-09",32.23
"195","2007-10-10",32.52
"196","2007-10-11",32.380001
"197","2007-10-12",32.700001
"198","2007-10-15",31.84
"199","2007-10-16",31.879999
"200","2007-10-17",32.07
"201","2007-10-18",32.689999
"202","2007-10-19",31.35
"203","2007-10-22",31.629999
"204","2007-10-23",31.440001
"205","2007-10-24",31.379999
"206","2007-10-25",31.370001
"207","2007-10-26",31.33
"208","2007-10-29",31.27
"209","2007-10-30",31.16
"210","2007-10-31",32.169998
"211","2007-11-01",31.83
"212","2007-11-02",32.540001
"213","2007-11-05",32.360001
"214","2007-11-06",32.16
"215","2007-11-07",30.969999
"216","2007-11-08",30.42
"217","2007-11-09",29.73
"218","2007-11-12",30.59
"219","2007-11-13",30.540001
"220","2007-11-14",29.41
"221","2007-11-15",29.26
"222","2007-11-16",30.27
"223","2007-11-19",29.74
"224","2007-11-20",29.32
"225","2007-11-21",29.01
"226","2007-11-23",29.17
"227","2007-11-26",28.4
"228","2007-11-27",29.190001
"229","2007-11-28",30.01
"230","2007-11-29",29.85
"231","2007-11-30",29.32
"232","2007-12-03",29.23
"233","2007-12-04",29.129999
"234","2007-12-05",29.690001
"235","2007-12-06",29.75
"236","2007-12-07",29.709999
"237","2007-12-10",30.129999
"238","2007-12-11",29.639999
"239","2007-12-12",29.85
"240","2007-12-13",30.27
"241","2007-12-14",29.780001
"242","2007-12-17",29.370001
"243","2007-12-18",29.77
"244","2007-12-19",30.09
"245","2007-12-20",30.43
"246","2007-12-21",31.690001
"247","2007-12-24",31.700001
"248","2007-12-26",32.099998
"249","2007-12-27",31.6
"250","2007-12-28",31.82
"251","2007-12-31",31.610001
"252","2008-01-02",31.129999
"253","2008-01-03",30.969999
"254","2008-01-04",30.129999
"255","2008-01-07",31.379999
"256","2008-01-08",30.549999
"257","2008-01-09",30.709999
"258","2008-01-10",30.889999
"259","2008-01-11",30.299999
"260","2008-01-14",30.51
"261","2008-01-15",30.6
"262","2008-01-16",31.780001
"263","2008-01-17",30.52
"264","2008-01-18",30.59
"265","2008-01-22",28.98
"266","2008-01-23",29.459999
"267","2008-01-24",29.540001
"268","2008-01-25",29.610001
"269","2008-01-28",29.6
"270","2008-01-29",30.1
"271","2008-01-30",30.450001
"272","2008-01-31",30.690001
"273","2008-02-01",31.16
"274","2008-02-04",31.110001
"275","2008-02-05",29.870001
"276","2008-02-06",29.32
"277","2008-02-07",29.26
"278","2008-02-08",29.75
"279","2008-02-11",30
"280","2008-02-12",30.059999
"281","2008-02-13",31.49
"282","2008-02-14",30.469999
"283","2008-02-15",30.379999
"284","2008-02-19",30.23
"285","2008-02-20",30.459999
"286","2008-02-21",29.790001
"287","2008-02-22",27.049999
"288","2008-02-25",27.360001
"289","2008-02-26",27.73
"290","2008-02-27",27.610001
"291","2008-02-28",27.75
"292","2008-02-29",26.559999
"293","2008-03-03",26.889999
"294","2008-03-04",27.09
"295","2008-03-05",27.17
"296","2008-03-06",26.879999
"297","2008-03-07",26.76
"298","2008-03-10",26.48
"299","2008-03-11",26.58
"300","2008-03-12",26.530001
"301","2008-03-13",26.370001
"302","2008-03-14",25.52
"303","2008-03-17",25.42
