"","date","NYMTO"
"1","2015-05-06",23.950001
"2","2015-05-07",23.5
"3","2015-05-08",23.969999
"4","2015-05-11",23.6
"5","2015-05-12",23.51
"6","2015-05-13",23.4
"7","2015-05-14",23.33
"8","2015-05-15",23.360001
"9","2015-05-18",23.34
"10","2015-05-19",23.309999
"11","2015-05-20",23.450001
"12","2015-05-21",23.799999
"13","2015-05-22",23.9
"14","2015-05-26",23.440001
"15","2015-05-27",23.549999
"16","2015-05-28",23.49
"17","2015-05-29",23.43
"18","2015-06-01",23.472
"19","2015-06-02",23.459999
"20","2015-06-03",23.410999
"21","2015-06-04",23.49
"22","2015-06-05",23.43
"23","2015-06-08",23.26
"24","2015-06-09",23.379999
"25","2015-06-10",23.25
"26","2015-06-11",23.34
"27","2015-06-12",23.1
"28","2015-06-15",22.809999
"29","2015-06-16",23
"30","2015-06-17",23
"31","2015-06-18",22.799999
"32","2015-06-19",23.02
"33","2015-06-22",23.049999
"34","2015-06-23",23.07
"35","2015-06-24",23.120001
"36","2015-06-25",22.987
"37","2015-06-26",22.9
"38","2015-06-29",22.700001
"39","2015-06-30",23.969999
"40","2015-07-01",23.549999
"41","2015-07-02",23.360001
"42","2015-07-06",23.26
"43","2015-07-07",23.190001
"44","2015-07-08",23.110001
"45","2015-07-09",22.969999
"46","2015-07-10",22.91
"47","2015-07-13",22.85
"48","2015-07-14",22.716999
"49","2015-07-15",22.440001
"50","2015-07-16",22.4
"51","2015-07-17",22.299999
"52","2015-07-20",21.809999
"53","2015-07-21",21.530001
"54","2015-07-22",21.25
"55","2015-07-23",21.280001
"56","2015-07-24",21.280001
"57","2015-07-27",21.01
"58","2015-07-28",21.07
"59","2015-07-29",21.190001
"60","2015-07-30",21.41
"61","2015-07-31",21.530001
"62","2015-08-03",21.610001
"63","2015-08-04",21.33
"64","2015-08-05",21.290001
"65","2015-08-06",21.1
"66","2015-08-07",21.190001
"67","2015-08-10",20.83
"68","2015-08-11",20.68
"69","2015-08-12",20.709999
"70","2015-08-13",20.68
"71","2015-08-14",20.9
"72","2015-08-17",20.799999
"73","2015-08-18",20.783001
"74","2015-08-19",20.84
"75","2015-08-20",20.809999
"76","2015-08-21",20.85
"77","2015-08-24",20.77
"78","2015-08-25",20.790001
"79","2015-08-26",20.879999
"80","2015-08-27",20.75
"81","2015-08-28",20.76
"82","2015-08-31",20.709999
"83","2015-09-01",20.718
"84","2015-09-02",20.870001
"85","2015-09-03",20.790001
"86","2015-09-04",20.639999
"87","2015-09-08",20.58
"88","2015-09-09",20.620001
"89","2015-09-10",20.780001
"90","2015-09-11",20.709999
"91","2015-09-14",20.74
"92","2015-09-15",20.84
"93","2015-09-16",20.76
"94","2015-09-17",20.940001
"95","2015-09-18",21.209999
"96","2015-09-21",21.66
"97","2015-09-22",21.700001
"98","2015-09-23",21.76
"99","2015-09-24",21.780001
"100","2015-09-25",21.84
"101","2015-09-28",21.559999
"102","2015-09-29",21
"103","2015-09-30",20.93
"104","2015-10-01",20.82
"105","2015-10-02",20.809999
"106","2015-10-05",20.889999
"107","2015-10-06",20.92
"108","2015-10-07",21
"109","2015-10-08",21.08
"110","2015-10-09",21.16
"111","2015-10-12",21
"112","2015-10-13",20.85
"113","2015-10-14",21
"114","2015-10-15",21.24
"115","2015-10-16",21.139999
"116","2015-10-19",21.07
"117","2015-10-20",21.030001
"118","2015-10-21",21.200001
"119","2015-10-22",21.040001
"120","2015-10-23",21.16
"121","2015-10-26",21.09
"122","2015-10-27",21.08
"123","2015-10-28",20.940001
"124","2015-10-29",20.889999
"125","2015-10-30",21.120001
"126","2015-11-02",20.790001
"127","2015-11-03",20.905001
"128","2015-11-04",20.799999
"129","2015-11-05",20.879999
"130","2015-11-06",20.841999
"131","2015-11-09",21.059999
"132","2015-11-10",21.5
"133","2015-11-11",21.43
"134","2015-11-12",21.41
"135","2015-11-13",21.370001
"136","2015-11-16",21.360001
"137","2015-11-17",21.379999
"138","2015-11-18",21.231001
"139","2015-11-19",20.9
"140","2015-11-20",20.981001
"141","2015-11-23",20.73
"142","2015-11-24",20.77
"143","2015-11-25",20.879999
"144","2015-11-27",20.9
"145","2015-11-30",20.98
"146","2015-12-01",20.790001
"147","2015-12-02",20.75
"148","2015-12-03",20.610001
"149","2015-12-04",20.83
"150","2015-12-07",20.32
"151","2015-12-08",19.93
"152","2015-12-09",19.379999
"153","2015-12-10",19.459999
"154","2015-12-11",18.440001
"155","2015-12-14",17.440001
"156","2015-12-15",18.370001
"157","2015-12-16",18.940001
"158","2015-12-17",19.26
"159","2015-12-18",19.27
"160","2015-12-21",19.129999
"161","2015-12-22",19.02
"162","2015-12-23",19.18
"163","2015-12-24",19.222
"164","2015-12-28",18.92
"165","2015-12-29",18.41
"166","2015-12-30",17.99
"167","2015-12-31",18.75
"168","2016-01-04",18.43
"169","2016-01-05",18.709999
"170","2016-01-06",18.829
"171","2016-01-07",18.639999
"172","2016-01-08",18.129999
"173","2016-01-11",18.5
"174","2016-01-12",18.84
"175","2016-01-13",18.799999
"176","2016-01-14",18.809999
"177","2016-01-15",18.629999
"178","2016-01-19",18.530001
"179","2016-01-20",18.43
"180","2016-01-21",18.49
"181","2016-01-22",18.92
"182","2016-01-25",19.1
"183","2016-01-26",19.379999
"184","2016-01-27",19.42
"185","2016-01-28",19.691
"186","2016-01-29",20.16
"187","2016-02-01",20.690001
"188","2016-02-02",20.23
"189","2016-02-03",21
"190","2016-02-04",21.1
"191","2016-02-05",20.6
"192","2016-02-08",20.690001
"193","2016-02-09",20.49
"194","2016-02-10",20.16
"195","2016-02-11",20.27
"196","2016-02-12",20.299999
"197","2016-02-16",20.6
"198","2016-02-17",20.23
"199","2016-02-18",19.99
"200","2016-02-19",20.43
"201","2016-02-22",20.450001
"202","2016-02-23",20.68
"203","2016-02-24",19.690001
"204","2016-02-25",19.729
"205","2016-02-26",19.65
"206","2016-02-29",19.74
"207","2016-03-01",19.73
"208","2016-03-02",19.73
"209","2016-03-03",19.74
"210","2016-03-04",19.75
"211","2016-03-07",20.049999
"212","2016-03-08",19.870001
"213","2016-03-09",19.690001
"214","2016-03-10",19.77
"215","2016-03-11",19.870001
"216","2016-03-14",19.799999
"217","2016-03-15",19.857
"218","2016-03-16",19.740999
"219","2016-03-17",19.790001
"220","2016-03-18",19.85
"221","2016-03-21",19.99
"222","2016-03-22",19.969999
"223","2016-03-23",19.92
"224","2016-03-24",20.200001
"225","2016-03-28",20.219999
"226","2016-03-29",20.25
"227","2016-03-30",20.040001
"228","2016-03-31",19.950001
"229","2016-04-01",19.985001
"230","2016-04-04",19.969999
"231","2016-04-05",19.99
"232","2016-04-06",20
"233","2016-04-07",19.781
"234","2016-04-08",19.860001
"235","2016-04-11",20.190001
"236","2016-04-12",20.198999
"237","2016-04-13",20.25
"238","2016-04-14",20.259001
"239","2016-04-15",20.273001
"240","2016-04-18",20.49
"241","2016-04-19",20.74
"242","2016-04-20",20.889999
"243","2016-04-21",20.84
"244","2016-04-22",20.98
"245","2016-04-25",20.889999
"246","2016-04-26",21.249001
"247","2016-04-27",21.24
"248","2016-04-28",21
"249","2016-04-29",21.202
"250","2016-05-02",21.01
"251","2016-05-03",21.360001
"252","2016-05-04",21.280001
"253","2016-05-05",21.263
"254","2016-05-06",21.620001
"255","2016-05-09",21.719999
"256","2016-05-10",21.700001
"257","2016-05-11",21.73
"258","2016-05-12",22.219999
"259","2016-05-13",22.26
"260","2016-05-16",22.17
"261","2016-05-17",22.23
"262","2016-05-18",21.780001
"263","2016-05-19",21.49
"264","2016-05-20",21.73
"265","2016-05-23",21.690001
"266","2016-05-24",21.690001
"267","2016-05-25",21.43
"268","2016-05-26",21.6
"269","2016-05-27",21.51
"270","2016-05-31",21.629999
"271","2016-06-01",21.58
"272","2016-06-02",21.65
"273","2016-06-03",21.809999
"274","2016-06-06",22.16
"275","2016-06-07",22.16
"276","2016-06-08",22.27
"277","2016-06-09",22.16
"278","2016-06-10",22.16
"279","2016-06-13",22.25
"280","2016-06-14",22.18
"281","2016-06-15",22.41
"282","2016-06-16",22.49
"283","2016-06-17",22.59
"284","2016-06-20",22.9
"285","2016-06-21",23.200001
"286","2016-06-22",23.07
"287","2016-06-23",23.370001
"288","2016-06-24",23.35
"289","2016-06-27",23.32
"290","2016-06-28",23.389999
"291","2016-06-29",23.049999
"292","2016-06-30",23.209999
"293","2016-07-01",23.212999
"294","2016-07-05",23.200001
"295","2016-07-06",23.190001
"296","2016-07-07",23.190001
"297","2016-07-08",23.188999
"298","2016-07-11",23.142
"299","2016-07-12",23.129999
"300","2016-07-13",23.188999
"301","2016-07-14",23.1
"302","2016-07-15",23.09
"303","2016-07-18",23.184
"304","2016-07-19",23.190001
"305","2016-07-20",23.25
"306","2016-07-21",23.24
"307","2016-07-22",23.34
"308","2016-07-25",23.43
"309","2016-07-26",23.440001
"310","2016-07-27",23.57
"311","2016-07-28",23.58
"312","2016-07-29",23.58
"313","2016-08-01",23.708
"314","2016-08-02",23.65
"315","2016-08-03",23.629999
"316","2016-08-04",23.548
"317","2016-08-05",23.690001
"318","2016-08-08",23.73
"319","2016-08-09",23.860001
"320","2016-08-10",23.870001
"321","2016-08-11",23.799999
"322","2016-08-12",23.9
"323","2016-08-15",23.879999
"324","2016-08-16",23.940001
"325","2016-08-17",23.790001
"326","2016-08-18",23.719999
"327","2016-08-19",23.700001
"328","2016-08-22",23.58
"329","2016-08-23",23.620001
"330","2016-08-24",23.67
"331","2016-08-25",23.549999
"332","2016-08-26",23.639999
"333","2016-08-29",23.67
"334","2016-08-30",23.59
"335","2016-08-31",23.58
"336","2016-09-01",23.469999
"337","2016-09-02",23.23
"338","2016-09-06",23.27
"339","2016-09-07",23.4
"340","2016-09-08",23.440001
"341","2016-09-09",23.392
"342","2016-09-12",23.370001
"343","2016-09-13",23.25
"344","2016-09-14",23.25
"345","2016-09-15",23.209999
"346","2016-09-16",23.559999
"347","2016-09-19",23.59
"348","2016-09-20",23.73
"349","2016-09-21",23.620001
"350","2016-09-22",23.84
"351","2016-09-23",23.700001
"352","2016-09-26",23.93
"353","2016-09-27",23.93
"354","2016-09-28",23.790001
"355","2016-09-29",23.639999
"356","2016-09-30",23.809999
"357","2016-10-03",23.91
"358","2016-10-04",23.57
"359","2016-10-05",23.709
"360","2016-10-06",23.610001
"361","2016-10-07",23.540001
"362","2016-10-10",23.540001
"363","2016-10-11",23.040001
"364","2016-10-12",23.01
"365","2016-10-13",22.959999
"366","2016-10-14",22.975
"367","2016-10-17",22.9
"368","2016-10-18",23.370001
"369","2016-10-19",23.379999
"370","2016-10-20",23.299999
"371","2016-10-21",23.349001
"372","2016-10-24",23.25
"373","2016-10-25",23.219999
"374","2016-10-26",23.190001
"375","2016-10-27",23.219999
"376","2016-10-28",23.120001
"377","2016-10-31",23.120001
"378","2016-11-01",23.120001
"379","2016-11-02",22.84
"380","2016-11-03",22.622
"381","2016-11-04",22.450001
"382","2016-11-07",22.32
"383","2016-11-08",22.299999
"384","2016-11-09",22.639999
"385","2016-11-10",22.51
"386","2016-11-11",22.49
"387","2016-11-14",22.09
"388","2016-11-15",22.32
"389","2016-11-16",22
"390","2016-11-17",22.049999
"391","2016-11-18",22.66
"392","2016-11-21",22.615
"393","2016-11-22",22.663
"394","2016-11-23",22.889999
"395","2016-11-25",22.959999
"396","2016-11-28",22.601999
"397","2016-11-29",22.66
"398","2016-11-30",22.700001
"399","2016-12-01",22.889999
"400","2016-12-02",22.799999
"401","2016-12-05",22.711
"402","2016-12-06",22.799999
"403","2016-12-07",22.896999
"404","2016-12-08",22.889999
"405","2016-12-09",23.120001
"406","2016-12-12",23.110001
"407","2016-12-13",23.07
"408","2016-12-14",23
"409","2016-12-15",23
"410","2016-12-16",22.879999
"411","2016-12-19",23.040001
"412","2016-12-20",23.18
"413","2016-12-21",23.190001
"414","2016-12-22",23.190001
"415","2016-12-23",23.34
"416","2016-12-27",23.43
"417","2016-12-28",23.120001
"418","2016-12-29",23.040001
"419","2016-12-30",22.914
"420","2017-01-03",22.940001
"421","2017-01-04",23.021
"422","2017-01-05",23.091999
"423","2017-01-06",22.955
"424","2017-01-09",23.195
"425","2017-01-10",23.1
"426","2017-01-11",23.163
"427","2017-01-12",23.16
"428","2017-01-13",23.110001
"429","2017-01-17",23.250999
"430","2017-01-18",23.18
"431","2017-01-19",23.110001
"432","2017-01-20",23.110001
"433","2017-01-23",23.219999
"434","2017-01-24",23.200001
"435","2017-01-25",23.32
"436","2017-01-26",23.190001
"437","2017-01-27",23.190001
"438","2017-01-30",23.25
"439","2017-01-31",23.1
"440","2017-02-01",23.129999
"441","2017-02-02",23.120001
"442","2017-02-03",23.142
"443","2017-02-06",23.34
"444","2017-02-07",23.139999
"445","2017-02-08",23.4
"446","2017-02-09",23.4
"447","2017-02-10",23.4
"448","2017-02-13",23.4
"449","2017-02-14",23.444
"450","2017-02-15",23.66
"451","2017-02-16",23.6
"452","2017-02-17",23.622
"453","2017-02-21",23.698999
"454","2017-02-22",23.896
"455","2017-02-23",23.76
"456","2017-02-24",23.93
"457","2017-02-27",23.940001
"458","2017-02-28",23.950001
"459","2017-03-01",23.940001
"460","2017-03-02",23.959999
"461","2017-03-03",23.84
"462","2017-03-06",23.959999
"463","2017-03-07",24
"464","2017-03-08",23.84
"465","2017-03-09",23.84
"466","2017-03-10",23.690001
"467","2017-03-13",23.67
"468","2017-03-14",23.690001
"469","2017-03-15",23.719999
"470","2017-03-16",23.98
"471","2017-03-17",23.889999
"472","2017-03-20",23.99
"473","2017-03-21",24.08
"474","2017-03-22",24.1
"475","2017-03-23",24.025
"476","2017-03-24",23.969999
"477","2017-03-27",24.125999
"478","2017-03-28",24.1
"479","2017-03-29",23.559999
"480","2017-03-30",23.858
"481","2017-03-31",23.84
"482","2017-04-03",23.870001
"483","2017-04-04",23.858999
"484","2017-04-05",23.75
"485","2017-04-06",23.700001
"486","2017-04-07",23.75
"487","2017-04-10",23.679001
"488","2017-04-11",23.806
"489","2017-04-12",23.860001
"490","2017-04-13",23.870001
"491","2017-04-17",24
"492","2017-04-18",24
"493","2017-04-19",24
"494","2017-04-20",23.84
"495","2017-04-21",23.85
"496","2017-04-24",23.9
"497","2017-04-25",24.040001
"498","2017-04-26",24.030001
"499","2017-04-27",24.030001
"500","2017-04-28",24.164
"501","2017-05-01",24.200001
"502","2017-05-02",24.200001
"503","2017-05-03",24.5
"504","2017-05-04",24.219999
"505","2017-05-05",24.360001
"506","2017-05-08",23.950001
"507","2017-05-09",24.110001
"508","2017-05-10",24.1
"509","2017-05-11",24.190001
"510","2017-05-12",24.361
"511","2017-05-15",24.372
"512","2017-05-16",24.365
"513","2017-05-17",24.388
"514","2017-05-18",24.299999
"515","2017-05-19",24.35
"516","2017-05-22",24.27
"517","2017-05-23",24.398001
"518","2017-05-24",24.379999
"519","2017-05-25",24.379999
"520","2017-05-26",24.5
"521","2017-05-30",24.5
"522","2017-05-31",24.455
"523","2017-06-01",24.469999
"524","2017-06-02",24.5
"525","2017-06-05",24.6
"526","2017-06-06",24.690001
"527","2017-06-07",24.693001
"528","2017-06-08",24.639999
"529","2017-06-09",24.639999
"530","2017-06-12",24.690001
"531","2017-06-13",24.690001
"532","2017-06-14",24.587
"533","2017-06-15",24.68
"534","2017-06-16",24.700001
"535","2017-06-19",24.68
"536","2017-06-20",24.719
"537","2017-06-21",24.701
"538","2017-06-22",24.811001
"539","2017-06-23",24.99
"540","2017-06-26",24.950001
"541","2017-06-27",25
"542","2017-06-28",24.709999
"543","2017-06-29",24.92
"544","2017-06-30",24.809999
"545","2017-07-03",24.51
"546","2017-07-05",24.530001
"547","2017-07-06",24.5
"548","2017-07-07",24.579
"549","2017-07-10",24.620001
"550","2017-07-11",24.65
"551","2017-07-12",24.51
"552","2017-07-13",24.75
"553","2017-07-14",24.709999
"554","2017-07-17",24.700001
"555","2017-07-18",24.700001
"556","2017-07-19",24.780001
"557","2017-07-20",24.77
"558","2017-07-21",24.806
"559","2017-07-24",24.724001
"560","2017-07-25",24.736
"561","2017-07-26",24.775999
"562","2017-07-27",24.790001
"563","2017-07-28",24.809999
"564","2017-07-31",24.799999
"565","2017-08-01",24.747
"566","2017-08-02",24.799999
"567","2017-08-03",24.799999
"568","2017-08-04",24.785999
"569","2017-08-07",24.9
"570","2017-08-08",24.860001
"571","2017-08-09",24.827
"572","2017-08-10",24.860001
"573","2017-08-11",24.9
"574","2017-08-14",24.875999
"575","2017-08-15",24.861
"576","2017-08-16",24.9
"577","2017-08-17",24.889999
"578","2017-08-18",24.870001
"579","2017-08-21",24.84
"580","2017-08-22",24.82
"581","2017-08-23",24.851
"582","2017-08-24",24.855
"583","2017-08-25",24.85
