"","date","FDX"
"1","2007-01-03",109.769997
"2","2007-01-04",108.480003
"3","2007-01-05",107.529999
"4","2007-01-08",107.849998
"5","2007-01-09",108.169998
"6","2007-01-10",107.589996
"7","2007-01-11",107.669998
"8","2007-01-12",108.860001
"9","2007-01-16",111.68
"10","2007-01-17",111.25
"11","2007-01-18",110.809998
"12","2007-01-19",110.980003
"13","2007-01-22",109.620003
"14","2007-01-23",109.220001
"15","2007-01-24",110.580002
"16","2007-01-25",110.559998
"17","2007-01-26",109.889999
"18","2007-01-29",110.800003
"19","2007-01-30",109.209999
"20","2007-01-31",110.400002
"21","2007-02-01",111.889999
"22","2007-02-02",114.980003
"23","2007-02-05",113.849998
"24","2007-02-06",115
"25","2007-02-07",115.230003
"26","2007-02-08",113.75
"27","2007-02-09",113.389999
"28","2007-02-12",113.18
"29","2007-02-13",113.540001
"30","2007-02-14",117.580002
"31","2007-02-15",117.290001
"32","2007-02-16",117.050003
"33","2007-02-20",118.290001
"34","2007-02-21",119.129997
"35","2007-02-22",119.010002
"36","2007-02-23",120.970001
"37","2007-02-26",116.989998
"38","2007-02-27",113.720001
"39","2007-02-28",114.230003
"40","2007-03-01",114.160004
"41","2007-03-02",112.5
"42","2007-03-05",111.169998
"43","2007-03-06",112.57
"44","2007-03-07",112.349998
"45","2007-03-08",113.589996
"46","2007-03-09",114.669998
"47","2007-03-12",115.139999
"48","2007-03-13",112.690002
"49","2007-03-14",112.620003
"50","2007-03-15",111.879997
"51","2007-03-16",111.139999
"52","2007-03-19",112.480003
"53","2007-03-20",112.290001
"54","2007-03-21",110.989998
"55","2007-03-22",110.629997
"56","2007-03-23",112.709999
"57","2007-03-26",110.830002
"58","2007-03-27",110.050003
"59","2007-03-28",107.669998
"60","2007-03-29",107.699997
"61","2007-03-30",107.43
"62","2007-04-02",106.07
"63","2007-04-03",107.629997
"64","2007-04-04",108.110001
"65","2007-04-05",108.82
"66","2007-04-09",109.260002
"67","2007-04-10",108.330002
"68","2007-04-11",107.209999
"69","2007-04-12",108.550003
"70","2007-04-13",107.910004
"71","2007-04-16",108.470001
"72","2007-04-17",108.550003
"73","2007-04-18",107.889999
"74","2007-04-19",107.300003
"75","2007-04-20",109.029999
"76","2007-04-23",107.940002
"77","2007-04-24",107.150002
"78","2007-04-25",108.120003
"79","2007-04-26",108.269997
"80","2007-04-27",107.220001
"81","2007-04-30",105.440002
"82","2007-05-01",106.110001
"83","2007-05-02",107.709999
"84","2007-05-03",109.339996
"85","2007-05-04",109.5
"86","2007-05-07",108.970001
"87","2007-05-08",108.720001
"88","2007-05-09",108.540001
"89","2007-05-10",107.239998
"90","2007-05-11",108.260002
"91","2007-05-14",107.410004
"92","2007-05-15",106.849998
"93","2007-05-16",108.940002
"94","2007-05-17",107.230003
"95","2007-05-18",106.550003
"96","2007-05-21",105.82
"97","2007-05-22",104.489998
"98","2007-05-23",106.059998
"99","2007-05-24",105.919998
"100","2007-05-25",105.959999
"101","2007-05-29",108.489998
"102","2007-05-30",108.809998
"103","2007-05-31",111.620003
"104","2007-06-01",111.290001
"105","2007-06-04",110.919998
"106","2007-06-05",110.5
"107","2007-06-06",109.279999
"108","2007-06-07",107.400002
"109","2007-06-08",109.400002
"110","2007-06-11",108.629997
"111","2007-06-12",107.050003
"112","2007-06-13",108.82
"113","2007-06-14",110.779999
"114","2007-06-15",111.370003
"115","2007-06-18",109.919998
"116","2007-06-19",108.059998
"117","2007-06-20",109.800003
"118","2007-06-21",110.919998
"119","2007-06-22",109.959999
"120","2007-06-25",111.580002
"121","2007-06-26",111.690002
"122","2007-06-27",111.599998
"123","2007-06-28",112.370003
"124","2007-06-29",110.970001
"125","2007-07-02",110.790001
"126","2007-07-03",111
"127","2007-07-05",110.379997
"128","2007-07-06",110.839996
"129","2007-07-09",116.169998
"130","2007-07-10",112.809998
"131","2007-07-11",113.519997
"132","2007-07-12",114.419998
"133","2007-07-13",117.25
"134","2007-07-16",115.639999
"135","2007-07-17",116.419998
"136","2007-07-18",116.559998
"137","2007-07-19",117.199997
"138","2007-07-20",115.669998
"139","2007-07-23",115.629997
"140","2007-07-24",113.389999
"141","2007-07-25",112.949997
"142","2007-07-26",110.900002
"143","2007-07-27",109.629997
"144","2007-07-30",112.019997
"145","2007-07-31",110.739998
"146","2007-08-01",111.139999
"147","2007-08-02",110.889999
"148","2007-08-03",108.559998
"149","2007-08-06",110.830002
"150","2007-08-07",111.309998
"151","2007-08-08",110.089996
"152","2007-08-09",109.5
"153","2007-08-10",109.040001
"154","2007-08-13",110.080002
"155","2007-08-14",107.57
"156","2007-08-15",106.669998
"157","2007-08-16",104.169998
"158","2007-08-17",108
"159","2007-08-20",108.93
"160","2007-08-21",108.809998
"161","2007-08-22",110.57
"162","2007-08-23",110.309998
"163","2007-08-24",111.080002
"164","2007-08-27",110.540001
"165","2007-08-28",107.779999
"166","2007-08-29",109.919998
"167","2007-08-30",108.970001
"168","2007-08-31",109.68
"169","2007-09-04",110.849998
"170","2007-09-05",109.919998
"171","2007-09-06",110.169998
"172","2007-09-07",108.209999
"173","2007-09-10",108
"174","2007-09-11",108.629997
"175","2007-09-12",107.830002
"176","2007-09-13",108.919998
"177","2007-09-14",109.18
"178","2007-09-17",108.110001
"179","2007-09-18",108.989998
"180","2007-09-19",107.510002
"181","2007-09-20",104.449997
"182","2007-09-21",104.099998
"183","2007-09-24",102.860001
"184","2007-09-25",104.589996
"185","2007-09-26",104.730003
"186","2007-09-27",104.639999
"187","2007-09-28",104.75
"188","2007-10-01",106.199997
"189","2007-10-02",106.5
"190","2007-10-03",105.290001
"191","2007-10-04",104.75
"192","2007-10-05",106.059998
"193","2007-10-08",106.099998
"194","2007-10-09",107.110001
"195","2007-10-10",107.290001
"196","2007-10-11",106.389999
"197","2007-10-12",107.510002
"198","2007-10-15",105.779999
"199","2007-10-16",104.889999
"200","2007-10-17",104.870003
"201","2007-10-18",105.309998
"202","2007-10-19",103.32
"203","2007-10-22",103.029999
"204","2007-10-23",104.220001
"205","2007-10-24",104.199997
"206","2007-10-25",103.300003
"207","2007-10-26",103.940002
"208","2007-10-29",103.389999
"209","2007-10-30",103.230003
"210","2007-10-31",103.339996
"211","2007-11-01",101.209999
"212","2007-11-02",102.43
"213","2007-11-05",102.589996
"214","2007-11-06",103.830002
"215","2007-11-07",100.639999
"216","2007-11-08",102.440002
"217","2007-11-09",99.739998
"218","2007-11-12",99.480003
"219","2007-11-13",101.949997
"220","2007-11-14",101.25
"221","2007-11-15",101.370003
"222","2007-11-16",96.800003
"223","2007-11-19",94.050003
"224","2007-11-20",93.349998
"225","2007-11-21",91.709999
"226","2007-11-23",93.599998
"227","2007-11-26",91.650002
"228","2007-11-27",93.209999
"229","2007-11-28",97.120003
"230","2007-11-29",96.190002
"231","2007-11-30",98.470001
"232","2007-12-03",97.25
"233","2007-12-04",97.209999
"234","2007-12-05",97.379997
"235","2007-12-06",98.489998
"236","2007-12-07",100.220001
"237","2007-12-10",100.870003
"238","2007-12-11",97.669998
"239","2007-12-12",97.970001
"240","2007-12-13",97.190002
"241","2007-12-14",95.919998
"242","2007-12-17",95.900002
"243","2007-12-18",96.760002
"244","2007-12-19",94.629997
"245","2007-12-20",93.629997
"246","2007-12-21",94.290001
"247","2007-12-24",92.129997
"248","2007-12-26",92.910004
"249","2007-12-27",91.900002
"250","2007-12-28",90.620003
"251","2007-12-31",89.169998
"252","2008-01-02",86.160004
"253","2008-01-03",87.309998
"254","2008-01-04",84.099998
"255","2008-01-07",83.489998
"256","2008-01-08",82.779999
"257","2008-01-09",82.779999
"258","2008-01-10",85.019997
"259","2008-01-11",84.040001
"260","2008-01-14",84.639999
"261","2008-01-15",83.269997
"262","2008-01-16",84.410004
"263","2008-01-17",82.779999
"264","2008-01-18",84.010002
"265","2008-01-22",84.169998
"266","2008-01-23",88.989998
"267","2008-01-24",88.510002
"268","2008-01-25",89.959999
"269","2008-01-28",91.949997
"270","2008-01-29",92.830002
"271","2008-01-30",92.040001
"272","2008-01-31",93.32
"273","2008-02-01",93.419998
"274","2008-02-04",91.75
"275","2008-02-05",89
"276","2008-02-06",89.57
"277","2008-02-07",90.160004
"278","2008-02-08",88
"279","2008-02-11",88.449997
"280","2008-02-12",88.099998
"281","2008-02-13",89.18
"282","2008-02-14",88.010002
"283","2008-02-15",87.919998
"284","2008-02-19",89.25
"285","2008-02-20",89.940002
"286","2008-02-21",89.32
"287","2008-02-22",89.089996
"288","2008-02-25",89.720001
"289","2008-02-26",90.970001
"290","2008-02-27",90.830002
"291","2008-02-28",89.190002
"292","2008-02-29",88.129997
"293","2008-03-03",89.220001
"294","2008-03-04",90.309998
"295","2008-03-05",90.349998
"296","2008-03-06",88.849998
"297","2008-03-07",86.699997
"298","2008-03-10",84.970001
"299","2008-03-11",88.160004
"300","2008-03-12",87.059998
"301","2008-03-13",87.07
"302","2008-03-14",84.800003
"303","2008-03-17",82.550003
"304","2008-03-18",86.919998
"305","2008-03-19",86.230003
"306","2008-03-20",87.019997
"307","2008-03-24",90.769997
"308","2008-03-25",91.449997
"309","2008-03-26",91.25
"310","2008-03-27",91.720001
"311","2008-03-28",91.269997
"312","2008-03-31",92.669998
"313","2008-04-01",97.709999
"314","2008-04-02",97.330002
"315","2008-04-03",97.669998
"316","2008-04-04",96.870003
"317","2008-04-07",96.480003
"318","2008-04-08",96.050003
"319","2008-04-09",93.110001
"320","2008-04-10",94.339996
"321","2008-04-11",92.900002
"322","2008-04-14",92.82
"323","2008-04-15",93.669998
"324","2008-04-16",97.029999
"325","2008-04-17",94.959999
"326","2008-04-18",96.709999
"327","2008-04-21",95.449997
"328","2008-04-22",93.57
"329","2008-04-23",93.110001
"330","2008-04-24",94.75
"331","2008-04-25",94.459999
"332","2008-04-28",95.559998
"333","2008-04-29",97.360001
"334","2008-04-30",95.870003
"335","2008-05-01",98.650002
"336","2008-05-02",96.860001
"337","2008-05-05",95.459999
"338","2008-05-06",97.669998
"339","2008-05-07",93.75
"340","2008-05-08",93.209999
"341","2008-05-09",90.370003
"342","2008-05-12",90.5
"343","2008-05-13",89.610001
"344","2008-05-14",91.07
"345","2008-05-15",90.860001
"346","2008-05-16",90.949997
"347","2008-05-19",91.07
"348","2008-05-20",89.82
"349","2008-05-21",88.309998
"350","2008-05-22",88.830002
"351","2008-05-23",86.830002
"352","2008-05-27",89.669998
"353","2008-05-28",90.82
"354","2008-05-29",92.169998
"355","2008-05-30",91.709999
"356","2008-06-02",90.650002
"357","2008-06-03",89.940002
"358","2008-06-04",91.550003
"359","2008-06-05",93.690002
"360","2008-06-06",88.860001
"361","2008-06-09",89.129997
"362","2008-06-10",90.279999
"363","2008-06-11",86.57
"364","2008-06-12",87.440002
"365","2008-06-13",85.980003
"366","2008-06-16",86.029999
"367","2008-06-17",84.330002
"368","2008-06-18",82.599998
"369","2008-06-19",81.730003
"370","2008-06-20",80.540001
"371","2008-06-23",80.129997
"372","2008-06-24",79.980003
"373","2008-06-25",79.769997
"374","2008-06-26",78.089996
"375","2008-06-27",77.25
"376","2008-06-30",78.790001
"377","2008-07-01",76.370003
"378","2008-07-02",74.699997
"379","2008-07-03",74.970001
"380","2008-07-07",75
"381","2008-07-08",77.489998
"382","2008-07-09",75.629997
"383","2008-07-10",75.220001
"384","2008-07-11",73.940002
"385","2008-07-14",73.120003
"386","2008-07-15",73.010002
"387","2008-07-16",76.959999
"388","2008-07-17",79.050003
"389","2008-07-18",79.519997
"390","2008-07-21",77.809998
"391","2008-07-22",80.480003
"392","2008-07-23",83.040001
"393","2008-07-24",79.790001
"394","2008-07-25",79.489998
"395","2008-07-28",78.040001
"396","2008-07-29",82.120003
"397","2008-07-30",79.660004
"398","2008-07-31",78.839996
"399","2008-08-01",77.339996
"400","2008-08-04",78.669998
"401","2008-08-05",83.989998
"402","2008-08-06",82.959999
"403","2008-08-07",83.220001
"404","2008-08-08",88.160004
"405","2008-08-11",87.970001
"406","2008-08-12",87.629997
"407","2008-08-13",84.82
"408","2008-08-14",86.959999
"409","2008-08-15",87.849998
"410","2008-08-18",85.919998
"411","2008-08-19",82.910004
"412","2008-08-20",82.18
"413","2008-08-21",81.269997
"414","2008-08-22",82.68
"415","2008-08-25",80.910004
"416","2008-08-26",80.879997
"417","2008-08-27",81.519997
"418","2008-08-28",83.93
"419","2008-08-29",82.82
"420","2008-09-02",84.669998
"421","2008-09-03",85.010002
"422","2008-09-04",82.800003
"423","2008-09-05",82.279999
"424","2008-09-08",84.860001
"425","2008-09-09",84.75
"426","2008-09-10",87.860001
"427","2008-09-11",90.470001
"428","2008-09-12",90.839996
"429","2008-09-15",90.5
"430","2008-09-16",92
"431","2008-09-17",88.07
"432","2008-09-18",91.129997
"433","2008-09-19",90.080002
"434","2008-09-22",85.68
"435","2008-09-23",84.790001
"436","2008-09-24",82.5
"437","2008-09-25",81.879997
"438","2008-09-26",81.559998
"439","2008-09-29",79.610001
"440","2008-09-30",79.040001
"441","2008-10-01",80.739998
"442","2008-10-02",77.5
"443","2008-10-03",78
"444","2008-10-06",77.339996
"445","2008-10-07",74.660004
"446","2008-10-08",70.970001
"447","2008-10-09",66.800003
"448","2008-10-10",68.360001
"449","2008-10-13",73.699997
"450","2008-10-14",70.75
"451","2008-10-15",65.260002
"452","2008-10-16",66.239998
"453","2008-10-17",62.549999
"454","2008-10-20",64.160004
"455","2008-10-21",62.439999
"456","2008-10-22",58
"457","2008-10-23",60
"458","2008-10-24",56.810001
"459","2008-10-27",54.939999
"460","2008-10-28",58.16
"461","2008-10-29",58.080002
"462","2008-10-30",61.009998
"463","2008-10-31",65.370003
"464","2008-11-03",66
"465","2008-11-04",68.82
"466","2008-11-05",63.919998
"467","2008-11-06",62.540001
"468","2008-11-07",64.580002
"469","2008-11-10",66.290001
"470","2008-11-11",66.5
"471","2008-11-12",63.099998
"472","2008-11-13",67.139999
"473","2008-11-14",64.370003
"474","2008-11-17",62.759998
"475","2008-11-18",64.790001
"476","2008-11-19",60.580002
"477","2008-11-20",56.75
"478","2008-11-21",60.91
"479","2008-11-24",66.43
"480","2008-11-25",67.120003
"481","2008-11-26",69.230003
"482","2008-11-28",70.650002
"483","2008-12-01",63.450001
"484","2008-12-02",67.080002
"485","2008-12-03",70.080002
"486","2008-12-04",70.93
"487","2008-12-05",73.709999
"488","2008-12-08",74.43
"489","2008-12-09",63.650002
"490","2008-12-10",61.02
"491","2008-12-11",58.610001
"492","2008-12-12",61.34
"493","2008-12-15",60.209999
"494","2008-12-16",63.389999
"495","2008-12-17",63.970001
"496","2008-12-18",62.599998
"497","2008-12-19",63.59
"498","2008-12-22",62.959999
"499","2008-12-23",60.860001
"500","2008-12-24",61.200001
"501","2008-12-26",60.970001
"502","2008-12-29",60.139999
"503","2008-12-30",62.220001
"504","2008-12-31",64.150002
"505","2009-01-02",64.440002
"506","2009-01-05",63.950001
"507","2009-01-06",64.080002
"508","2009-01-07",62.650002
"509","2009-01-08",62.09
"510","2009-01-09",60.32
