"","date","MOFG"
"367","2009-07-13",7.11
"368","2009-07-14",7.01
"369","2009-07-15",7.01
"370","2009-07-16",7.02
"371","2009-07-17",7.1
"372","2009-07-20",7.1
"373","2009-07-21",7.11
"374","2009-07-22",7.36
"375","2009-07-23",7.36
"376","2009-07-24",7.36
"377","2009-07-27",7.29
"378","2009-07-28",7.3
"379","2009-07-29",7.5
"380","2009-07-30",7.6
"381","2009-07-31",8
"382","2009-08-03",8.05
"383","2009-08-04",8.4
"384","2009-08-05",8.5
"385","2009-08-06",8.5
"386","2009-08-07",8.37
"387","2009-08-10",8.3
"388","2009-08-11",8.3
"389","2009-08-12",8.3
"390","2009-08-13",8.69
"391","2009-08-14",8.3
"392","2009-08-17",8.25
"393","2009-08-18",8.3
"394","2009-08-19",8.65
"395","2009-08-20",8.89
"396","2009-08-21",9.26
"397","2009-08-24",9.35
"398","2009-08-25",9.5
"399","2009-08-26",9.2
"400","2009-08-27",9.2
"401","2009-08-28",9.45
"402","2009-08-31",9.1
"403","2009-09-01",9.1
"404","2009-09-02",9.1
"405","2009-09-03",9.1
"406","2009-09-04",9.11
"407","2009-09-08",9.11
"408","2009-09-09",9.3
"409","2009-09-10",9.3
"410","2009-09-11",8.95
"411","2009-09-14",9
"412","2009-09-15",9
"413","2009-09-16",9
"414","2009-09-17",9.25
"415","2009-09-18",8.96
"416","2009-09-21",9
"417","2009-09-22",9
"418","2009-09-23",8.9
"419","2009-09-24",9
"420","2009-09-25",9
"421","2009-09-28",9
"422","2009-09-29",9
"423","2009-09-30",8.94
"424","2009-10-01",9
"425","2009-10-02",9
"426","2009-10-05",8.85
"427","2009-10-06",8.32
"428","2009-10-07",9
"429","2009-10-08",8.52
"430","2009-10-09",8.52
"431","2009-10-12",8.52
"432","2009-10-13",8.97
"433","2009-10-14",8.5
"434","2009-10-15",8.5
"435","2009-10-16",8.5
"436","2009-10-19",8.55
"437","2009-10-20",8.42
"438","2009-10-21",8.39
"439","2009-10-22",8.38
"440","2009-10-23",8.35
"441","2009-10-26",8.37
"442","2009-10-27",8.35
"443","2009-10-28",8.3
"444","2009-10-29",8.35
"445","2009-10-30",8.35
"446","2009-11-02",8.29
"447","2009-11-03",7.95
"448","2009-11-04",8.25
"449","2009-11-05",8
"450","2009-11-06",8.05
"451","2009-11-09",7.9
"452","2009-11-10",8.01
"453","2009-11-11",8
"454","2009-11-12",8
"455","2009-11-13",8
"456","2009-11-16",7.85
"457","2009-11-17",8
"458","2009-11-18",8.05
"459","2009-11-19",8.05
"460","2009-11-20",7.9
"461","2009-11-23",7.9
"462","2009-11-24",7.92
"463","2009-11-25",8
"464","2009-11-27",7.65
"465","2009-11-30",7.98
"466","2009-12-01",7.8
"467","2009-12-02",8
"468","2009-12-03",7.95
"469","2009-12-04",8
"470","2009-12-07",7.84
"471","2009-12-08",7.84
"472","2009-12-09",7.8
"473","2009-12-10",7.8
"474","2009-12-11",7.81
"475","2009-12-14",7.81
"476","2009-12-15",7.81
"477","2009-12-16",7.8
"478","2009-12-17",7.84
"479","2009-12-18",7.95
"480","2009-12-21",7.84
"481","2009-12-22",7.9
"482","2009-12-23",7.95
"483","2009-12-24",7.95
"484","2009-12-28",8.17
"485","2009-12-29",8.35
"486","2009-12-30",8.35
"487","2009-12-31",8.74
"488","2010-01-04",8.66
"489","2010-01-05",8.09
"490","2010-01-06",8.49
"491","2010-01-07",8.49
"492","2010-01-08",8.6
"493","2010-01-11",8.68
"494","2010-01-12",8.79
"495","2010-01-13",8.76
"496","2010-01-14",9.1
"497","2010-01-15",8.99
"498","2010-01-19",9.38
"499","2010-01-20",9.38
"500","2010-01-21",9.35
"501","2010-01-22",9.26
"502","2010-01-25",9.26
"503","2010-01-26",9.1
"504","2010-01-27",9.35
"505","2010-01-28",9.5
"506","2010-01-29",9.5
"507","2010-02-01",9.54
"508","2010-02-02",9.5
"509","2010-02-03",9.4
"510","2010-02-04",9.2
"511","2010-02-05",9.3
"512","2010-02-08",9.45
"513","2010-02-09",9.89
"514","2010-02-10",10.09
"515","2010-02-11",10.1
"516","2010-02-12",10.4
"517","2010-02-16",10.6
"518","2010-02-17",10.61
"519","2010-02-18",11
"520","2010-02-19",10.63
"521","2010-02-22",11.4
"522","2010-02-23",11.24
"523","2010-02-24",11.45
"524","2010-02-25",11.12
"525","2010-02-26",11.25
"526","2010-03-01",11.25
"527","2010-03-02",11.25
"528","2010-03-03",11.1
"529","2010-03-04",11.35
"530","2010-03-05",11.15
"531","2010-03-08",11.2
"532","2010-03-09",11.35
"533","2010-03-10",11.25
"534","2010-03-11",11.41
"535","2010-03-12",11.25
"536","2010-03-15",11.25
"537","2010-03-16",11.51
"538","2010-03-17",11.75
"539","2010-03-18",11.58
"540","2010-03-19",11.8
"541","2010-03-22",11.5
"542","2010-03-23",11.6
"543","2010-03-24",11.6
"544","2010-03-25",11.6
"545","2010-03-26",11.67
"546","2010-03-29",11.58
"547","2010-03-30",11.6
"548","2010-03-31",11.79
"549","2010-04-01",12.17
"550","2010-04-05",12.15
"551","2010-04-06",12.19
"552","2010-04-07",12.07
"553","2010-04-08",12.2
"554","2010-04-09",12.22
"555","2010-04-12",12.49
"556","2010-04-13",12.74
"557","2010-04-14",13.15
"558","2010-04-15",13.75
"559","2010-04-16",13.75
"560","2010-04-19",13.75
"561","2010-04-20",13.85
"562","2010-04-21",13.79
"563","2010-04-22",13.78
"564","2010-04-23",13.83
"565","2010-04-26",14.05
"566","2010-04-27",14.05
"567","2010-04-28",14.25
"568","2010-04-29",14.4
"569","2010-04-30",14.39
"570","2010-05-03",14.39
"571","2010-05-04",14.48
"572","2010-05-05",14.3
"573","2010-05-06",14.5
"574","2010-05-07",14.37
"575","2010-05-10",14.78
"576","2010-05-11",15.08
"577","2010-05-12",15.14
"578","2010-05-13",15.8
"579","2010-05-14",15.62
"580","2010-05-17",15.68
"581","2010-05-18",15.9
"582","2010-05-19",15.77
"583","2010-05-20",15.45
"584","2010-05-21",15.68
"585","2010-05-24",15.59
"586","2010-05-25",16
"587","2010-05-26",15.87
"588","2010-05-27",16.18
"589","2010-05-28",16.719999
"590","2010-06-01",16.6
"591","2010-06-02",16.690001
"592","2010-06-03",16.540001
"593","2010-06-04",16.07
"594","2010-06-07",16.09
"595","2010-06-08",16
"596","2010-06-09",16.190001
"597","2010-06-10",16.07
"598","2010-06-11",16.26
"599","2010-06-14",16.540001
"600","2010-06-15",16.75
"601","2010-06-16",16.719999
"602","2010-06-17",16.59
"603","2010-06-18",16.5
"604","2010-06-21",16.4
"605","2010-06-22",16.200001
"606","2010-06-23",16.08
"607","2010-06-24",16.34
"608","2010-06-25",16.52
"609","2010-06-28",16.17
"610","2010-06-29",15.78
"611","2010-06-30",15.48
"612","2010-07-01",15.14
"613","2010-07-02",14.64
"614","2010-07-06",13.97
"615","2010-07-07",14.73
"616","2010-07-08",14.8
"617","2010-07-09",14.39
"618","2010-07-12",14.33
"619","2010-07-13",15
"620","2010-07-14",14.5
"621","2010-07-15",14.35
"622","2010-07-16",14.01
"623","2010-07-19",14.38
"624","2010-07-20",14.77
"625","2010-07-21",14.64
"626","2010-07-22",15.49
"627","2010-07-23",14.99
"628","2010-07-26",15.11
"629","2010-07-27",15.2
"630","2010-07-28",14.72
"631","2010-07-29",14.78
"632","2010-07-30",14.99
"633","2010-08-02",14.87
"634","2010-08-03",14.81
"635","2010-08-04",14.78
"636","2010-08-05",14.4
"637","2010-08-06",15.02
"638","2010-08-09",14.99
"639","2010-08-10",14.35
"640","2010-08-11",13.93
"641","2010-08-12",13.67
"642","2010-08-13",12.77
"643","2010-08-16",13.02
"644","2010-08-17",13.82
"645","2010-08-18",13.96
"646","2010-08-19",13.59
"647","2010-08-20",13.42
"648","2010-08-23",12.76
"649","2010-08-24",12.37
"650","2010-08-25",12.75
"651","2010-08-26",12.89
"652","2010-08-27",13.33
"653","2010-08-30",13.22
"654","2010-08-31",13.11
"655","2010-09-01",13.45
"656","2010-09-02",13.63
"657","2010-09-03",13.56
"658","2010-09-07",13
"659","2010-09-08",13.1
"660","2010-09-09",13.25
"661","2010-09-10",13.51
"662","2010-09-13",13.95
"663","2010-09-14",13.78
"664","2010-09-15",13.93
"665","2010-09-16",13.8
"666","2010-09-17",13.88
"667","2010-09-20",14.25
"668","2010-09-21",14.31
"669","2010-09-22",14.13
"670","2010-09-23",13.88
"671","2010-09-24",14.94
"672","2010-09-27",14.97
"673","2010-09-28",15.02
"674","2010-09-29",14.98
"675","2010-09-30",14.66
"676","2010-10-01",14.89
"677","2010-10-04",14.44
"678","2010-10-05",14.98
"679","2010-10-06",15.03
"680","2010-10-07",14.85
"681","2010-10-08",14.89
"682","2010-10-11",14.82
"683","2010-10-12",14.98
"684","2010-10-13",14.99
"685","2010-10-14",14.57
"686","2010-10-15",14.73
"687","2010-10-18",15.02
"688","2010-10-19",14.79
"689","2010-10-20",15.05
"690","2010-10-21",14.47
"691","2010-10-22",14.56
"692","2010-10-25",14.65
"693","2010-10-26",14.58
"694","2010-10-27",14.57
"695","2010-10-28",14.52
"696","2010-10-29",14.71
"697","2010-11-01",14.1
"698","2010-11-02",14.48
"699","2010-11-03",14.71
"700","2010-11-04",15.09
"701","2010-11-05",15.09
"702","2010-11-08",15.26
"703","2010-11-09",15.08
"704","2010-11-10",15.13
"705","2010-11-11",15.02
"706","2010-11-12",14.77
"707","2010-11-15",15.02
"708","2010-11-16",14.62
"709","2010-11-17",14.79
"710","2010-11-18",14.65
"711","2010-11-19",14.84
"712","2010-11-22",14.83
"713","2010-11-23",14.57
"714","2010-11-24",14.97
"715","2010-11-26",14.77
"716","2010-11-29",14.73
"717","2010-11-30",14.45
"718","2010-12-01",14.88
"719","2010-12-02",14.79
"720","2010-12-03",14.79
"721","2010-12-06",15.02
"722","2010-12-07",15.15
"723","2010-12-08",15.12
"724","2010-12-09",15.28
"725","2010-12-10",15.31
"726","2010-12-13",15.24
"727","2010-12-14",15.21
"728","2010-12-15",15.07
"729","2010-12-16",15.21
"730","2010-12-17",15.49
"731","2010-12-20",15.74
"732","2010-12-21",15.64
"733","2010-12-22",15.48
"734","2010-12-23",15.38
"735","2010-12-27",15.47
"736","2010-12-28",15.26
"737","2010-12-29",15.38
"738","2010-12-30",15.3
"739","2010-12-31",15.11
"740","2011-01-03",15.37
"741","2011-01-04",15.16
"742","2011-01-05",15.45
"743","2011-01-06",15.32
"744","2011-01-07",15.19
"745","2011-01-10",15.01
"746","2011-01-11",15.1
"747","2011-01-12",15.19
"748","2011-01-13",14.91
"749","2011-01-14",14.8
"750","2011-01-18",14.75
"751","2011-01-19",14.63
"752","2011-01-20",14.21
"753","2011-01-21",13.99
"754","2011-01-24",13.99
"755","2011-01-25",13.79
"756","2011-01-26",14
"757","2011-01-27",13.98
"758","2011-01-28",13.87
"759","2011-01-31",14.07
"760","2011-02-01",14.44
"761","2011-02-02",14.64
"762","2011-02-03",14.43
"763","2011-02-04",14.45
"764","2011-02-07",14.47
"765","2011-02-08",14.42
"766","2011-02-09",14.44
"767","2011-02-10",14.46
"768","2011-02-11",14.7
"769","2011-02-14",14.67
"770","2011-02-15",14.69
"771","2011-02-16",14.49
"772","2011-02-17",14.4
"773","2011-02-18",14.45
"774","2011-02-22",14.26
"775","2011-02-23",14.44
"776","2011-02-24",14.63
"777","2011-02-25",14.58
"778","2011-02-28",14.5
"779","2011-03-01",14.45
"780","2011-03-02",14.5
"781","2011-03-03",14.76
"782","2011-03-04",14.52
"783","2011-03-07",14.47
"784","2011-03-08",14.69
"785","2011-03-09",14.84
"786","2011-03-10",14.46
"787","2011-03-11",14.45
"788","2011-03-14",14.27
"789","2011-03-15",14.1
"790","2011-03-16",13.75
"791","2011-03-17",13.81
"792","2011-03-18",13.94
"793","2011-03-21",14
"794","2011-03-22",13.85
"795","2011-03-23",13.94
"796","2011-03-24",14.05
"797","2011-03-25",13.92
"798","2011-03-28",13.65
"799","2011-03-29",14.26
"800","2011-03-30",14.42
"801","2011-03-31",14.84
"802","2011-04-01",14.75
"803","2011-04-04",14.89
"804","2011-04-05",14.57
"805","2011-04-06",14.61
"806","2011-04-07",14.68
"807","2011-04-08",14.6
"808","2011-04-11",14.2
"809","2011-04-12",13.89
"810","2011-04-13",13.82
"811","2011-04-14",14.02
"812","2011-04-15",14.18
"813","2011-04-18",13.86
"814","2011-04-19",13.9
"815","2011-04-20",14.21
"816","2011-04-21",14.55
"817","2011-04-25",14.59
"818","2011-04-26",14.26
"819","2011-04-27",14.21
"820","2011-04-28",14.25
"821","2011-04-29",14.69
"822","2011-05-02",14.26
"823","2011-05-03",14.05
"824","2011-05-04",14.15
"825","2011-05-05",14.1
"826","2011-05-06",14.32
"827","2011-05-09",14.36
"828","2011-05-10",14.53
"829","2011-05-11",14.15
"830","2011-05-12",14
"831","2011-05-13",13.93
"832","2011-05-16",13.46
"833","2011-05-17",13.15
"834","2011-05-18",13.27
"835","2011-05-19",13.26
"836","2011-05-20",13.21
"837","2011-05-23",13.15
"838","2011-05-24",13.16
"839","2011-05-25",13.08
"840","2011-05-26",13.23
"841","2011-05-27",13.53
"842","2011-05-31",13.73
"843","2011-06-01",12.9
"844","2011-06-02",13.08
"845","2011-06-03",12.89
"846","2011-06-06",12.74
"847","2011-06-07",12.72
"848","2011-06-08",12.59
"849","2011-06-09",12.6
"850","2011-06-10",12.4
"851","2011-06-13",12.21
"852","2011-06-14",12.48
"853","2011-06-15",12.3
"854","2011-06-16",12.31
"855","2011-06-17",12.89
"856","2011-06-20",12.82
"857","2011-06-21",13.19
"858","2011-06-22",13.15
"859","2011-06-23",13.52
"860","2011-06-24",13.67
"861","2011-06-27",13.92
"862","2011-06-28",13.93
"863","2011-06-29",13.99
"864","2011-06-30",14.45
"865","2011-07-01",13.95
"866","2011-07-05",14
"867","2011-07-06",14.1
"868","2011-07-07",14.3
"869","2011-07-08",14.59
"870","2011-07-11",14.36
"871","2011-07-12",14.84
"872","2011-07-13",14.75
"873","2011-07-14",14.6
"874","2011-07-15",14.41
"875","2011-07-18",14.48
"876","2011-07-19",14.55
"877","2011-07-20",14.5
"878","2011-07-21",14.64
"879","2011-07-22",14.56
"880","2011-07-25",14.56
"881","2011-07-26",14.65
"882","2011-07-27",14.65
"883","2011-07-28",14.54
"884","2011-07-29",14.61
"885","2011-08-01",14.72
"886","2011-08-02",14.76
"887","2011-08-03",14.75
"888","2011-08-04",14.75
"889","2011-08-05",14.84
"890","2011-08-08",14.62
"891","2011-08-09",14.99
"892","2011-08-10",14.65
"893","2011-08-11",14.7
"894","2011-08-12",14.71
"895","2011-08-15",14.94
"896","2011-08-16",14.79
"897","2011-08-17",14.79
"898","2011-08-18",14.7
"899","2011-08-19",14.43
"900","2011-08-22",14.5
"901","2011-08-23",14.55
"902","2011-08-24",14.57
"903","2011-08-25",14.71
"904","2011-08-26",14.51
"905","2011-08-29",14.87
"906","2011-08-30",14.75
"907","2011-08-31",14.8
"908","2011-09-01",14.49
"909","2011-09-02",14.43
"910","2011-09-06",14.41
"911","2011-09-07",14.5
"912","2011-09-08",14.48
"913","2011-09-09",14.54
"914","2011-09-12",14.39
"915","2011-09-13",14.45
"916","2011-09-14",14.48
"917","2011-09-15",14.5
"918","2011-09-16",14.53
"919","2011-09-19",14.45
"920","2011-09-20",14.45
"921","2011-09-21",14.54
"922","2011-09-22",14.41
"923","2011-09-23",14.42
"924","2011-09-26",14.45
"925","2011-09-27",14.5
"926","2011-09-28",14.53
"927","2011-09-29",14.4
"928","2011-09-30",14.34
"929","2011-10-03",14.15
"930","2011-10-04",14.2
"931","2011-10-05",14.1
"932","2011-10-06",14.05
"933","2011-10-07",14.14
"934","2011-10-10",14.05
"935","2011-10-11",14.08
"936","2011-10-12",14.09
"937","2011-10-13",14.26
"938","2011-10-14",14.12
"939","2011-10-17",14.21
"940","2011-10-18",14.24
"941","2011-10-19",14.24
"942","2011-10-20",14.02
"943","2011-10-21",14.04
"944","2011-10-24",14.18
"945","2011-10-25",14.23
"946","2011-10-26",14.3
"947","2011-10-27",14.44
"948","2011-10-28",14.39
"949","2011-10-31",14.4
"950","2011-11-01",14.35
"951","2011-11-02",14.81
"952","2011-11-03",15
"953","2011-11-04",14.94
"954","2011-11-07",14.98
"955","2011-11-08",14.98
"956","2011-11-09",14.89
"957","2011-11-10",15.03
"958","2011-11-11",15.01
"959","2011-11-14",14.94
"960","2011-11-15",14.99
"961","2011-11-16",14.72
"962","2011-11-17",14.85
"963","2011-11-18",15
"964","2011-11-21",15
"965","2011-11-22",15
"966","2011-11-23",15.04
"967","2011-11-25",15.03
"968","2011-11-28",15.05
"969","2011-11-29",14.73
"970","2011-11-30",14.9
"971","2011-12-01",14.9
"972","2011-12-02",14.87
"973","2011-12-05",14.6
"974","2011-12-06",14.7
"975","2011-12-07",14.38
"976","2011-12-08",14.25
"977","2011-12-09",14.32
"978","2011-12-12",14.21
"979","2011-12-13",14.3
"980","2011-12-14",14.26
"981","2011-12-15",14.31
"982","2011-12-16",14.46
"983","2011-12-19",14.3
"984","2011-12-20",14.3
"985","2011-12-21",14.4
"986","2011-12-22",14.3
"987","2011-12-23",14.4
"988","2011-12-27",14.48
"989","2011-12-28",14.74
"990","2011-12-29",14.68
"991","2011-12-30",14.62
"992","2012-01-03",14.91
"993","2012-01-04",14.93
"994","2012-01-05",14.85
"995","2012-01-06",14.8
"996","2012-01-09",15.02
"997","2012-01-10",14.78
"998","2012-01-11",15
"999","2012-01-12",15.2
"1000","2012-01-13",15.18
"1001","2012-01-17",15.1
"1002","2012-01-18",15.75
"1003","2012-01-19",15.75
"1004","2012-01-20",15.75
"1005","2012-01-23",15.84
"1006","2012-01-24",16
"1007","2012-01-25",16.25
"1008","2012-01-26",16.16
