"","date","CHT"
"1","2007-01-03",22.738409
"2","2007-01-04",22.727045
"3","2007-01-05",22.261141
"4","2007-01-08",22.397503
"5","2007-01-09",22.329323
"6","2007-01-10",22.136143
"7","2007-01-11",22.431593
"8","2007-01-12",22.374777
"9","2007-01-16",22.954315
"10","2007-01-17",22.999769
"11","2007-01-18",22.613411
"12","2007-01-19",22.772499
"13","2007-01-22",22.761135
"14","2007-01-23",23.056587
"15","2007-01-24",23.317949
"16","2007-01-25",22.658865
"17","2007-01-26",22.829317
"18","2007-01-29",22.999769
"19","2007-01-30",23.329311
"20","2007-01-31",23.533855
"21","2007-02-01",23.658854
"22","2007-02-02",23.727036
"23","2007-02-05",23.306585
"24","2007-02-06",23.522491
"25","2007-02-07",23.306585
"26","2007-02-08",23.340675
"27","2007-02-09",22.965679
"28","2007-02-12",22.522503
"29","2007-02-13",22.852045
"30","2007-02-14",23.374765
"31","2007-02-15",23.386129
"32","2007-02-16",23.295221
"33","2007-02-20",23.204313
"34","2007-02-21",23.090677
"35","2007-02-22",23.192949
"36","2007-02-23",23.124769
"37","2007-02-26",22.852045
"38","2007-02-27",21.442966
"39","2007-02-28",21.897509
"40","2007-03-01",21.852055
"41","2007-03-02",21.931599
"42","2007-03-05",21.761147
"43","2007-03-06",22.261141
"44","2007-03-07",22.113415
"45","2007-03-08",22.454321
"46","2007-03-09",22.329323
"47","2007-03-12",22.408867
"48","2007-03-13",21.829327
"49","2007-03-14",21.920235
"50","2007-03-15",21.749783
"51","2007-03-16",21.806601
"52","2007-03-19",22.045235
"53","2007-03-20",22.454321
"54","2007-03-21",23.317949
"55","2007-03-22",23.045223
"56","2007-03-23",22.897499
"57","2007-03-26",23.033861
"58","2007-03-27",22.567957
"59","2007-03-28",22.363413
"60","2007-03-29",22.658865
"61","2007-03-30",22.636137
"62","2007-04-02",22.704319
"63","2007-04-03",22.829317
"64","2007-04-04",22.613411
"65","2007-04-05",22.499775
"66","2007-04-09",22.658865
"67","2007-04-10",22.681591
"68","2007-04-11",22.158869
"69","2007-04-12",21.931599
"70","2007-04-13",22.454321
"71","2007-04-16",22.817953
"72","2007-04-17",22.840681
"73","2007-04-18",23.158859
"74","2007-04-19",22.931589
