"","date","MGY"
"163","2018-02-21",9.72
"164","2018-02-22",9.72
"165","2018-02-23",9.72
"166","2018-02-26",9.72
"167","2018-02-27",9.72
"168","2018-02-28",9.74
"169","2018-03-01",9.75
"170","2018-03-02",9.75
"171","2018-03-05",9.75
"172","2018-03-06",9.75
"173","2018-03-07",9.75
"174","2018-03-08",9.75
"175","2018-03-09",9.75
"176","2018-03-12",9.75
"177","2018-03-13",9.75
"178","2018-03-14",9.75
"179","2018-03-15",9.75
"180","2018-03-16",9.75
"181","2018-03-19",9.73
"182","2018-03-20",10.16
"183","2018-03-21",10.18
"184","2018-03-22",10.15
"185","2018-03-23",10.13
"186","2018-03-26",10.15
"187","2018-03-27",10.12
"188","2018-03-28",10.09
"189","2018-03-29",10.11
"190","2018-04-02",10.1
"191","2018-04-03",10.07
"192","2018-04-04",10.09
"193","2018-04-05",10.08
"194","2018-04-06",10.06
"195","2018-04-09",10.1
"196","2018-04-10",10.07
"197","2018-04-11",10.1
"198","2018-04-12",10.06
"199","2018-04-13",10.09
"200","2018-04-16",10.09
"201","2018-04-17",10.06
"202","2018-04-18",10.14
"203","2018-04-19",10.14
"204","2018-04-20",10.12
"205","2018-04-23",10.135
"206","2018-04-24",10.13
"207","2018-04-25",10.15
"208","2018-04-26",10.18
"209","2018-04-27",10.27
"210","2018-04-30",10.32
"211","2018-05-01",10.33
"212","2018-05-02",10.33
"213","2018-05-03",10.3
"214","2018-05-04",10.31
"215","2018-05-07",10.34
"216","2018-05-08",10.26
"217","2018-05-09",10.3
"218","2018-05-10",10.38
"219","2018-05-11",10.38
"220","2018-05-14",10.5
"221","2018-05-15",10.62
"222","2018-05-16",10.67
"223","2018-05-17",10.765
"224","2018-05-18",10.745
"225","2018-05-21",10.76
"226","2018-05-22",10.68
"227","2018-05-23",10.5
"228","2018-05-24",10.35
"229","2018-05-25",10.28
"230","2018-05-29",10.32
"231","2018-05-30",10.42
"232","2018-05-31",10.5
"233","2018-06-01",10.5
"234","2018-06-04",10.51
"235","2018-06-05",10.49
"236","2018-06-06",10.54
"237","2018-06-07",10.65
"238","2018-06-08",10.7
"239","2018-06-11",10.74
"240","2018-06-12",10.77
"241","2018-06-13",10.82
"242","2018-06-14",10.82
"243","2018-06-15",10.71
"244","2018-06-18",10.62
"245","2018-06-19",10.52
"246","2018-06-20",10.56
"247","2018-06-21",10.53
"248","2018-06-22",10.69
"249","2018-06-25",10.59
"250","2018-06-26",10.67
"251","2018-06-27",10.75
"252","2018-06-28",10.8
"253","2018-06-29",10.87
"254","2018-07-02",10.9
"255","2018-07-03",10.89
"256","2018-07-05",10.89
"257","2018-07-06",10.97
"258","2018-07-09",11
"259","2018-07-10",11.05
"260","2018-07-11",11.3
"261","2018-07-12",11.47
"262","2018-07-13",11.59
"263","2018-07-16",11.49
"264","2018-07-17",11.78
"265","2018-07-18",11.82
"266","2018-07-19",11.93
"267","2018-07-20",12.55
"268","2018-07-23",12.69
"269","2018-07-24",12.78
"270","2018-07-25",12.76
"271","2018-07-26",12.39
"272","2018-07-27",12.18
"273","2018-07-30",12.26
"274","2018-07-31",12.3
"275","2018-08-01",12.53
"276","2018-08-02",12.9
"277","2018-08-03",13.09
"278","2018-08-06",12.85
"279","2018-08-07",12.95
"280","2018-08-08",12.83
"281","2018-08-09",12.88
"282","2018-08-10",12.8
"283","2018-08-13",12.5
"284","2018-08-14",12.92
"285","2018-08-15",12.66
"286","2018-08-16",13.04
"287","2018-08-17",13.1
"288","2018-08-20",13.4
"289","2018-08-21",13.7
"290","2018-08-22",13.91
"291","2018-08-23",13.9
"292","2018-08-24",13.93
"293","2018-08-27",13.91
"294","2018-08-28",13.6
"295","2018-08-29",13.68
"296","2018-08-30",13.95
"297","2018-08-31",13.86
"298","2018-09-04",13.87
"299","2018-09-05",13.76
"300","2018-09-06",13.6
"301","2018-09-07",13.39
"302","2018-09-10",13.75
"303","2018-09-11",13.82
"304","2018-09-12",13.99
"305","2018-09-13",14.22
"306","2018-09-14",14.53
"307","2018-09-17",14.09
"308","2018-09-18",14.36
"309","2018-09-19",14.45
"310","2018-09-20",14.58
"311","2018-09-21",14.39
"312","2018-09-24",14.53
"313","2018-09-25",14.45
"314","2018-09-26",14.67
"315","2018-09-27",14.94
"316","2018-09-28",15.01
"317","2018-10-01",15.11
"318","2018-10-02",14.85
"319","2018-10-03",15.2
"320","2018-10-04",14.83
"321","2018-10-05",14.94
"322","2018-10-08",14.58
"323","2018-10-09",14.59
"324","2018-10-10",14.08
"325","2018-10-11",13.67
"326","2018-10-12",14.15
"327","2018-10-15",14.23
"328","2018-10-16",14.51
"329","2018-10-17",14.03
"330","2018-10-18",14.06
"331","2018-10-19",13.97
"332","2018-10-22",13.67
"333","2018-10-23",13.5
"334","2018-10-24",12.88
"335","2018-10-25",13.14
"336","2018-10-26",13.12
"337","2018-10-29",12.54
"338","2018-10-30",12.42
"339","2018-10-31",12.45
"340","2018-11-01",12.44
"341","2018-11-02",12.29
"342","2018-11-05",12.6
"343","2018-11-06",12.59
"344","2018-11-07",12.59
"345","2018-11-08",12.25
"346","2018-11-09",12.07
"347","2018-11-12",11.7
"348","2018-11-13",11.94
"349","2018-11-14",12.11
"350","2018-11-15",12.88
"351","2018-11-16",12.95
"352","2018-11-19",12.71
"353","2018-11-20",12.16
"354","2018-11-21",12.56
"355","2018-11-23",12.28
"356","2018-11-26",12.67
"357","2018-11-27",12.43
"358","2018-11-28",12.29
"359","2018-11-29",12.52
"360","2018-11-30",12.18
"361","2018-12-03",12.59
"362","2018-12-04",12.2
"363","2018-12-06",11.69
"364","2018-12-07",11.95
"365","2018-12-10",11.51
"366","2018-12-11",11.31
"367","2018-12-12",11.12
"368","2018-12-13",11.4
"369","2018-12-14",11
"370","2018-12-17",10.73
"371","2018-12-18",10.67
"372","2018-12-19",10.79
"373","2018-12-20",10.6
"374","2018-12-21",10.66
"375","2018-12-24",10.09
"376","2018-12-26",10.86
"377","2018-12-27",10.78
"378","2018-12-28",10.76
"379","2018-12-31",11.21
"380","2019-01-02",11.29
"381","2019-01-03",11.28
"382","2019-01-04",11.88
"383","2019-01-07",11.93
"384","2019-01-08",12.17
"385","2019-01-09",12.31
"386","2019-01-10",12.4
"387","2019-01-11",12.16
"388","2019-01-14",12.3
"389","2019-01-15",12.34
"390","2019-01-16",12.21
"391","2019-01-17",12.41
"392","2019-01-18",12.64
"393","2019-01-22",12.11
"394","2019-01-23",11.96
"395","2019-01-24",12.39
"396","2019-01-25",12.3
"397","2019-01-28",11.99
"398","2019-01-29",11.8
"399","2019-01-30",12.2
"400","2019-01-31",12.04
"401","2019-02-01",11.94
"402","2019-02-04",11.94
"403","2019-02-05",11.47
"404","2019-02-06",11.55
"405","2019-02-07",11.18
"406","2019-02-08",11.05
"407","2019-02-11",11.27
"408","2019-02-12",12.03
"409","2019-02-13",12.23
"410","2019-02-14",12.39
"411","2019-02-15",12.73
"412","2019-02-19",12.64
"413","2019-02-20",12.67
"414","2019-02-21",12.24
"415","2019-02-22",12.56
"416","2019-02-25",12.52
"417","2019-02-26",12.26
"418","2019-02-27",12.47
"419","2019-02-28",12.3
"420","2019-03-01",12.41
"421","2019-03-04",12.79
"422","2019-03-05",12.66
"423","2019-03-06",12.24
"424","2019-03-07",12.24
"425","2019-03-08",12.22
"426","2019-03-11",12.4
"427","2019-03-12",12.31
"428","2019-03-13",12.57
"429","2019-03-14",12.6
"430","2019-03-15",12.55
"431","2019-03-18",12.77
"432","2019-03-19",12.33
"433","2019-03-20",12.44
"434","2019-03-21",12.49
"435","2019-03-22",11.92
"436","2019-03-25",11.98
"437","2019-03-26",12.11
"438","2019-03-27",12.14
"439","2019-03-28",12.12
"440","2019-03-29",12
"441","2019-04-01",12.44
"442","2019-04-02",12.47
"443","2019-04-03",12.5
"444","2019-04-04",12.78
"445","2019-04-05",12.8
"446","2019-04-08",12.97
"447","2019-04-09",13.28
"448","2019-04-10",13.34
"449","2019-04-11",13.28
"450","2019-04-12",13.66
"451","2019-04-15",13.39
"452","2019-04-16",13.33
"453","2019-04-17",13.61
"454","2019-04-18",13.55
"455","2019-04-22",13.77
"456","2019-04-23",13.92
"457","2019-04-24",13.84
"458","2019-04-25",13.69
"459","2019-04-26",13.49
"460","2019-04-29",13.39
"461","2019-04-30",13.18
"462","2019-05-01",12.96
"463","2019-05-02",12.62
"464","2019-05-03",12.98
"465","2019-05-06",13.13
"466","2019-05-07",12.56
"467","2019-05-08",12.9
"468","2019-05-09",12.84
"469","2019-05-10",12.65
"470","2019-05-13",12.4
"471","2019-05-14",12.4
"472","2019-05-15",12.39
"473","2019-05-16",12.57
"474","2019-05-17",12.36
"475","2019-05-20",12.45
"476","2019-05-21",12.63
"477","2019-05-22",12.28
"478","2019-05-23",11.76
"479","2019-05-24",11.57
"480","2019-05-28",11.48
"481","2019-05-29",11.42
"482","2019-05-30",11.29
"483","2019-05-31",11.03
"484","2019-06-03",11.05
"485","2019-06-04",11.03
"486","2019-06-05",10.72
"487","2019-06-06",10.87
"488","2019-06-07",11.67
"489","2019-06-10",11.2
"490","2019-06-11",11.18
"491","2019-06-12",10.73
"492","2019-06-13",10.86
"493","2019-06-14",10.6
"494","2019-06-17",10.84
"495","2019-06-18",11.17
"496","2019-06-19",11.09
"497","2019-06-20",11.58
"498","2019-06-21",11.48
"499","2019-06-24",11.38
"500","2019-06-25",11.18
"501","2019-06-26",11.53
"502","2019-06-27",11.51
"503","2019-06-28",11.58
"504","2019-07-01",11.7
"505","2019-07-02",11.37
"506","2019-07-03",11.31
"507","2019-07-05",11.34
"508","2019-07-08",11.45
"509","2019-07-09",11.27
"510","2019-07-10",11.29
"511","2019-07-11",10.87
"512","2019-07-12",10.87
"513","2019-07-15",10.95
"514","2019-07-16",10.86
"515","2019-07-17",10.67
"516","2019-07-18",10.67
"517","2019-07-19",10.8
"518","2019-07-22",10.84
"519","2019-07-23",11.1
"520","2019-07-24",11.09
"521","2019-07-25",10.93
"522","2019-07-26",10.79
"523","2019-07-29",10.6
"524","2019-07-30",11.18
"525","2019-07-31",11.18
"526","2019-08-01",10.36
"527","2019-08-02",10.4
"528","2019-08-05",9.97
"529","2019-08-06",9.94
"530","2019-08-07",9.83
"531","2019-08-08",9.94
"532","2019-08-09",10.09
"533","2019-08-12",9.98
"534","2019-08-13",10.13
"535","2019-08-14",9.8
"536","2019-08-15",9.84
"537","2019-08-16",10.12
"538","2019-08-19",10.47
"539","2019-08-20",10.25
"540","2019-08-21",10.39
"541","2019-08-22",10.24
"542","2019-08-23",9.91
"543","2019-08-26",9.96
"544","2019-08-27",9.86
"545","2019-08-28",10.11
"546","2019-08-29",10.24
"547","2019-08-30",10.21
"548","2019-09-03",10.26
"549","2019-09-04",10.28
"550","2019-09-05",10.34
"551","2019-09-06",10.33
"552","2019-09-09",10.7
"553","2019-09-10",10.8
"554","2019-09-11",10.94
"555","2019-09-12",10.78
"556","2019-09-13",10.75
"557","2019-09-16",12.17
"558","2019-09-17",11.74
"559","2019-09-18",11.78
"560","2019-09-19",11.6
"561","2019-09-20",11.65
"562","2019-09-23",11.75
"563","2019-09-24",11.25
"564","2019-09-25",11.26
"565","2019-09-26",11.02
"566","2019-09-27",11.16
"567","2019-09-30",11.1
"568","2019-10-01",10.66
"569","2019-10-02",10.29
"570","2019-10-03",10.45
"571","2019-10-04",10.53
"572","2019-10-07",10.25
"573","2019-10-08",9.98
"574","2019-10-09",10
"575","2019-10-10",10.26
"576","2019-10-11",10.55
"577","2019-10-14",10.23
"578","2019-10-15",10.21
"579","2019-10-16",10.09
"580","2019-10-17",10.19
"581","2019-10-18",10.05
"582","2019-10-21",10.29
"583","2019-10-22",10.46
"584","2019-10-23",10.47
"585","2019-10-24",10.38
"586","2019-10-25",10.49
"587","2019-10-28",10.5
"588","2019-10-29",10.56
"589","2019-10-30",10.21
"590","2019-10-31",9.82
"591","2019-11-01",10.15
"592","2019-11-04",10.52
"593","2019-11-05",11.19
"594","2019-11-06",11.05
"595","2019-11-07",11.63
"596","2019-11-08",11.8
"597","2019-11-11",11.49
"598","2019-11-12",11.63
"599","2019-11-13",11.65
"600","2019-11-14",11.62
"601","2019-11-15",11.71
"602","2019-11-18",11.47
"603","2019-11-19",11.24
"604","2019-11-20",11.5
"605","2019-11-21",11.6
"606","2019-11-22",11.5
"607","2019-11-25",11.59
"608","2019-11-26",11.38
"609","2019-11-27",11.29
"610","2019-11-29",10.86
"611","2019-12-02",11.19
"612","2019-12-03",11.04
"613","2019-12-04",11.3
"614","2019-12-05",11.15
"615","2019-12-06",11.51
"616","2019-12-09",11.67
"617","2019-12-10",11.8
"618","2019-12-11",11.76
"619","2019-12-12",12.03
"620","2019-12-13",11.87
"621","2019-12-16",12.2
"622","2019-12-17",12.55
"623","2019-12-18",12.38
"624","2019-12-19",12.62
"625","2019-12-20",12.41
"626","2019-12-23",12.63
"627","2019-12-24",12.56
"628","2019-12-26",12.66
"629","2019-12-27",12.59
"630","2019-12-30",12.52
"631","2019-12-31",12.58
"632","2020-01-02",12.63
"633","2020-01-03",12.92
"634","2020-01-06",13.1
"635","2020-01-07",12.9
"636","2020-01-08",12.42
"637","2020-01-09",12.5
"638","2020-01-10",12.5
"639","2020-01-13",12.32
"640","2020-01-14",12.41
"641","2020-01-15",12.41
"642","2020-01-16",12.46
"643","2020-01-17",12.36
"644","2020-01-21",12.14
"645","2020-01-22",11.89
"646","2020-01-23",11.49
"647","2020-01-24",11.26
"648","2020-01-27",10.98
"649","2020-01-28",10.93
"650","2020-01-29",10.71
"651","2020-01-30",10.84
"652","2020-01-31",10.52
"653","2020-02-03",10.3
"654","2020-02-04",10.33
"655","2020-02-05",10.54
"656","2020-02-06",10.29
"657","2020-02-07",10.15
"658","2020-02-10",9.82
"659","2020-02-11",9.61
"660","2020-02-12",9.57
"661","2020-02-13",9.5
"662","2020-02-14",9.66
"663","2020-02-18",9.18
"664","2020-02-19",9.27
"665","2020-02-20",8.86
"666","2020-02-21",8.57
"667","2020-02-24",8.14
"668","2020-02-25",7.42
"669","2020-02-26",7.37
"670","2020-02-27",7.07
"671","2020-02-28",7.51
"672","2020-03-02",7.6
"673","2020-03-03",7.63
"674","2020-03-04",7.64
"675","2020-03-05",7.11
"676","2020-03-06",6.26
"677","2020-03-09",5.15
"678","2020-03-10",5.34
"679","2020-03-11",4.81
"680","2020-03-12",4.45
"681","2020-03-13",4.98
"682","2020-03-16",4.02
"683","2020-03-17",3.64
"684","2020-03-18",3.38
"685","2020-03-19",4.19
"686","2020-03-20",3.98
"687","2020-03-23",3.85
"688","2020-03-24",4.07
"689","2020-03-25",4.04
"690","2020-03-26",4.52
"691","2020-03-27",4.11
"692","2020-03-30",3.9
"693","2020-03-31",4
"694","2020-04-01",3.61
"695","2020-04-02",3.97
"696","2020-04-03",3.91
"697","2020-04-06",3.91
"698","2020-04-07",3.97
"699","2020-04-08",4.36
"700","2020-04-09",4.47
"701","2020-04-13",4.44
"702","2020-04-14",4.56
"703","2020-04-15",4.22
"704","2020-04-16",3.77
"705","2020-04-17",4.01
"706","2020-04-20",3.88
"707","2020-04-21",3.98
"708","2020-04-22",4.45
"709","2020-04-23",5.16
"710","2020-04-24",5.15
"711","2020-04-27",5.17
"712","2020-04-28",5.52
"713","2020-04-29",6.18
"714","2020-04-30",6.47
"715","2020-05-01",5.82
"716","2020-05-04",5.95
"717","2020-05-05",5.47
"718","2020-05-06",5.12
"719","2020-05-07",4.93
"720","2020-05-08",5.01
"721","2020-05-11",5.04
"722","2020-05-12",5.44
"723","2020-05-13",5.08
"724","2020-05-14",5.02
"725","2020-05-15",5.49
"726","2020-05-18",6.11
"727","2020-05-19",5.95
"728","2020-05-20",6.28
"729","2020-05-21",6.26
"730","2020-05-22",5.93
"731","2020-05-26",6.25
"732","2020-05-27",6.18
"733","2020-05-28",5.91
"734","2020-05-29",5.55
"735","2020-06-01",5.55
"736","2020-06-02",5.89
"737","2020-06-03",6.32
"738","2020-06-04",6.24
"739","2020-06-05",7.22
"740","2020-06-08",7.55
"741","2020-06-09",7.04
"742","2020-06-10",6.59
"743","2020-06-11",5.84
"744","2020-06-12",6.24
"745","2020-06-15",6.24
"746","2020-06-16",6.39
"747","2020-06-17",6.04
"748","2020-06-18",6.01
"749","2020-06-19",5.86
"750","2020-06-22",5.93
"751","2020-06-23",6
"752","2020-06-24",5.59
"753","2020-06-25",5.79
"754","2020-06-26",5.49
"755","2020-06-29",6.23
"756","2020-06-30",6.06
"757","2020-07-01",6.32
"758","2020-07-02",6.65
"759","2020-07-06",6.52
"760","2020-07-07",6.38
"761","2020-07-08",6.31
"762","2020-07-09",6.06
"763","2020-07-10",6.35
"764","2020-07-13",6.05
"765","2020-07-14",6.49
"766","2020-07-15",6.82
"767","2020-07-16",6.69
"768","2020-07-17",6.56
"769","2020-07-20",6.63
"770","2020-07-21",7.15
"771","2020-07-22",7.01
"772","2020-07-23",6.85
"773","2020-07-24",6.68
"774","2020-07-27",6.43
"775","2020-07-28",5.97
"776","2020-07-29",6.06
"777","2020-07-30",5.92
"778","2020-07-31",5.98
"779","2020-08-03",5.91
"780","2020-08-04",6.12
"781","2020-08-05",6.36
"782","2020-08-06",6.11
"783","2020-08-07",6.29
"784","2020-08-10",6.61
"785","2020-08-11",6.74
"786","2020-08-12",6.92
"787","2020-08-13",6.88
"788","2020-08-14",6.94
"789","2020-08-17",6.83
"790","2020-08-18",6.52
"791","2020-08-19",6.44
"792","2020-08-20",6.2
"793","2020-08-21",5.98
"794","2020-08-24",6.23
"795","2020-08-25",6.3
"796","2020-08-26",6.03
"797","2020-08-27",6.4
"798","2020-08-28",6.63
"799","2020-08-31",6.44
"800","2020-09-01",6.49
"801","2020-09-02",6.23
"802","2020-09-03",6.05
"803","2020-09-04",6.1
"804","2020-09-08",5.69
"805","2020-09-09",5.81
"806","2020-09-10",5.86
"807","2020-09-11",5.94
"808","2020-09-14",5.9
"809","2020-09-15",5.89
"810","2020-09-16",6.07
"811","2020-09-17",6.27
"812","2020-09-18",6.1
"813","2020-09-21",5.55
"814","2020-09-22",5.5
"815","2020-09-23",5.15
"816","2020-09-24",5.38
"817","2020-09-25",5.49
"818","2020-09-28",5.6
"819","2020-09-29",5.45
"820","2020-09-30",5.17
"821","2020-10-01",5.09
"822","2020-10-02",5.29
"823","2020-10-05",5.4
"824","2020-10-06",5.11
"825","2020-10-07",5.26
"826","2020-10-08",5.35
"827","2020-10-09",5.16
"828","2020-10-12",5.12
"829","2020-10-13",5.06
"830","2020-10-14",5.14
"831","2020-10-15",5.25
"832","2020-10-16",5.02
"833","2020-10-19",4.93
"834","2020-10-20",4.99
"835","2020-10-21",4.99
"836","2020-10-22",5.2
"837","2020-10-23",5.02
"838","2020-10-26",4.72
"839","2020-10-27",4.7
"840","2020-10-28",4.35
"841","2020-10-29",4.45
"842","2020-10-30",4.34
"843","2020-11-02",4.53
"844","2020-11-03",4.44
"845","2020-11-04",4.14
"846","2020-11-05",4.13
"847","2020-11-06",4.17
"848","2020-11-09",4.99
"849","2020-11-10",5.15
"850","2020-11-11",5.2
"851","2020-11-12",5.15
"852","2020-11-13",5.44
"853","2020-11-16",5.85
"854","2020-11-17",6.02
"855","2020-11-18",5.77
"856","2020-11-19",5.97
"857","2020-11-20",6
"858","2020-11-23",6.63
"859","2020-11-24",6.97
"860","2020-11-25",6.9
"861","2020-11-27",7
