"","date","REXR"
"74","2013-10-31",13.62
"75","2013-11-01",13.65
"76","2013-11-04",13.6
"77","2013-11-05",13.53
"78","2013-11-06",13.56
"79","2013-11-07",13.5
"80","2013-11-08",13.07
"81","2013-11-11",13.07
"82","2013-11-12",13.11
"83","2013-11-13",13.22
"84","2013-11-14",13.45
"85","2013-11-15",13.55
"86","2013-11-18",13.86
"87","2013-11-19",13.72
"88","2013-11-20",13.79
"89","2013-11-21",13.86
"90","2013-11-22",13.8
"91","2013-11-25",13.76
"92","2013-11-26",13.86
"93","2013-11-27",13.92
"94","2013-11-29",13.93
"95","2013-12-02",13.96
"96","2013-12-03",13.79
"97","2013-12-04",13.85
"98","2013-12-05",13.88
"99","2013-12-06",13.98
"100","2013-12-09",13.86
"101","2013-12-10",13.8
"102","2013-12-11",13.46
"103","2013-12-12",13.17
"104","2013-12-13",13.22
"105","2013-12-16",13.14
"106","2013-12-17",13.1
"107","2013-12-18",13.21
"108","2013-12-19",13.15
"109","2013-12-20",13.2
"110","2013-12-23",13.39
"111","2013-12-24",13.43
"112","2013-12-26",13.06
"113","2013-12-27",13.19
"114","2013-12-30",13.29
"115","2013-12-31",13.2
"116","2014-01-02",12.83
"117","2014-01-03",13.33
"118","2014-01-06",13.31
"119","2014-01-07",13.17
"120","2014-01-08",13.13
"121","2014-01-09",13.15
"122","2014-01-10",13.29
"123","2014-01-13",13.19
"124","2014-01-14",13.21
"125","2014-01-15",13.17
"126","2014-01-16",13.17
"127","2014-01-17",13.13
"128","2014-01-21",13.11
"129","2014-01-22",13.12
"130","2014-01-23",13.29
"131","2014-01-24",13.38
"132","2014-01-27",13
"133","2014-01-28",13.03
"134","2014-01-29",13.06
"135","2014-01-30",13.31
"136","2014-01-31",13.65
"137","2014-02-03",13.34
"138","2014-02-04",13.49
"139","2014-02-05",13.2
"140","2014-02-06",13.17
"141","2014-02-07",13.31
"142","2014-02-10",13.46
"143","2014-02-11",13.46
"144","2014-02-12",13.4
"145","2014-02-13",13.7
"146","2014-02-14",13.59
"147","2014-02-18",13.74
"148","2014-02-19",13.6
"149","2014-02-20",13.74
"150","2014-02-21",13.45
"151","2014-02-24",13.6
"152","2014-02-25",13.5
"153","2014-02-26",13.85
"154","2014-02-27",14.32
"155","2014-02-28",14.19
"156","2014-03-03",14.05
"157","2014-03-04",14.62
"158","2014-03-05",14.75
"159","2014-03-06",14.62
"160","2014-03-07",14.44
"161","2014-03-10",14.48
"162","2014-03-11",14.59
"163","2014-03-12",14.4
"164","2014-03-13",14.24
"165","2014-03-14",14.27
"166","2014-03-17",14.29
"167","2014-03-18",14.3
"168","2014-03-19",14.19
"169","2014-03-20",14.09
"170","2014-03-21",14.07
"171","2014-03-24",14.22
"172","2014-03-25",14.17
"173","2014-03-26",14.05
"174","2014-03-27",14.15
"175","2014-03-28",14.07
"176","2014-03-31",14.18
"177","2014-04-01",14.12
"178","2014-04-02",14.35
"179","2014-04-03",14.26
"180","2014-04-04",14.14
"181","2014-04-07",14.09
"182","2014-04-08",14.24
"183","2014-04-09",14.21
"184","2014-04-10",14.16
"185","2014-04-11",14.02
"186","2014-04-14",14.07
"187","2014-04-15",14.03
"188","2014-04-16",14.08
"189","2014-04-17",14.16
"190","2014-04-21",14.28
"191","2014-04-22",14.43
"192","2014-04-23",14.42
"193","2014-04-24",14.39
"194","2014-04-25",14.34
"195","2014-04-28",14.27
"196","2014-04-29",14.12
"197","2014-04-30",14.22
"198","2014-05-01",14.33
"199","2014-05-02",14.37
"200","2014-05-05",14.28
"201","2014-05-06",14.24
"202","2014-05-07",14.32
"203","2014-05-08",14.28
"204","2014-05-09",14.34
"205","2014-05-12",14.46
"206","2014-05-13",14.25
"207","2014-05-14",14
"208","2014-05-15",13.98
"209","2014-05-16",14.12
"210","2014-05-19",14.21
"211","2014-05-20",14.03
"212","2014-05-21",14.01
"213","2014-05-22",14.01
"214","2014-05-23",14.24
"215","2014-05-27",14.37
"216","2014-05-28",14.14
"217","2014-05-29",13.98
"218","2014-05-30",13.98
"219","2014-06-02",14.15
"220","2014-06-03",14.24
"221","2014-06-04",14.25
"222","2014-06-05",14.45
"223","2014-06-06",14.5
"224","2014-06-09",14.44
"225","2014-06-10",14.34
"226","2014-06-11",14.12
"227","2014-06-12",14.08
"228","2014-06-13",14.13
"229","2014-06-16",14.34
"230","2014-06-17",14.41
"231","2014-06-18",14.36
"232","2014-06-19",14.33
"233","2014-06-20",14.3
"234","2014-06-23",14.3
"235","2014-06-24",14.3
"236","2014-06-25",14.3
"237","2014-06-26",14.3
"238","2014-06-27",14.21
"239","2014-06-30",14.24
"240","2014-07-01",14.29
"241","2014-07-02",14.26
"242","2014-07-03",14.27
"243","2014-07-07",14.23
"244","2014-07-08",14.14
"245","2014-07-09",14.16
"246","2014-07-10",14.15
"247","2014-07-11",14.12
"248","2014-07-14",14.12
"249","2014-07-15",14.12
"250","2014-07-16",14.11
"251","2014-07-17",13.9
"252","2014-07-18",14.03
"253","2014-07-21",13.92
"254","2014-07-22",13.95
"255","2014-07-23",14.25
"256","2014-07-24",14.11
"257","2014-07-25",13.9
"258","2014-07-28",14
"259","2014-07-29",13.91
"260","2014-07-30",13.98
"261","2014-07-31",13.83
"262","2014-08-01",13.84
"263","2014-08-04",13.88
"264","2014-08-05",13.85
"265","2014-08-06",13.95
"266","2014-08-07",13.88
"267","2014-08-08",13.98
"268","2014-08-11",13.95
"269","2014-08-12",13.88
"270","2014-08-13",13.59
"271","2014-08-14",13.9
"272","2014-08-15",14.12
"273","2014-08-18",14.44
"274","2014-08-19",14.62
"275","2014-08-20",14.59
"276","2014-08-21",14.64
"277","2014-08-22",14.57
"278","2014-08-25",14.59
"279","2014-08-26",14.65
"280","2014-08-27",14.65
"281","2014-08-28",14.74
"282","2014-08-29",14.74
"283","2014-09-02",14.87
"284","2014-09-03",14.67
"285","2014-09-04",14.55
"286","2014-09-05",14.65
"287","2014-09-08",14.8
"288","2014-09-09",14.65
"289","2014-09-10",14.57
"290","2014-09-11",14.58
"291","2014-09-12",14.19
"292","2014-09-15",13.99
"293","2014-09-16",13.97
"294","2014-09-17",14.03
"295","2014-09-18",14.14
"296","2014-09-19",14.15
"297","2014-09-22",13.99
"298","2014-09-23",14
"299","2014-09-24",14
"300","2014-09-25",13.99
"301","2014-09-26",14.01
"302","2014-09-29",14.04
"303","2014-09-30",13.84
"304","2014-10-01",13.66
"305","2014-10-02",13.85
"306","2014-10-03",13.96
"307","2014-10-06",14
"308","2014-10-07",13.83
"309","2014-10-08",14.15
"310","2014-10-09",13.93
"311","2014-10-10",13.82
"312","2014-10-13",14
"313","2014-10-14",14.2
"314","2014-10-15",14.19
"315","2014-10-16",14.4
"316","2014-10-17",14.35
"317","2014-10-20",14.3
"318","2014-10-21",14.58
"319","2014-10-22",14.54
"320","2014-10-23",14.76
"321","2014-10-24",14.79
"322","2014-10-27",15
"323","2014-10-28",15.1
"324","2014-10-29",15.1
"325","2014-10-30",15.23
"326","2014-10-31",15.45
"327","2014-11-03",15.54
"328","2014-11-04",15.55
"329","2014-11-05",15.5
"330","2014-11-06",15.54
"331","2014-11-07",15.22
"332","2014-11-10",15.34
"333","2014-11-11",15.22
"334","2014-11-12",15.22
"335","2014-11-13",15.29
"336","2014-11-14",15.03
"337","2014-11-17",15.06
"338","2014-11-18",15.09
"339","2014-11-19",14.9
"340","2014-11-20",15.05
"341","2014-11-21",15.01
"342","2014-11-24",15.08
"343","2014-11-25",15.1
"344","2014-11-26",15.2
"345","2014-11-28",15.19
"346","2014-12-01",15
"347","2014-12-02",15.24
"348","2014-12-03",15.3
"349","2014-12-04",15.33
"350","2014-12-05",15.32
"351","2014-12-08",15.35
"352","2014-12-09",15.33
"353","2014-12-10",15.44
"354","2014-12-11",15.65
"355","2014-12-12",15.43
"356","2014-12-15",15.2
"357","2014-12-16",15.28
"358","2014-12-17",15.77
"359","2014-12-18",15.71
"360","2014-12-19",15.86
"361","2014-12-22",15.93
"362","2014-12-23",15.98
"363","2014-12-24",15.95
"364","2014-12-26",16
"365","2014-12-29",15.91
"366","2014-12-30",15.97
"367","2014-12-31",15.71
"368","2015-01-02",15.84
"369","2015-01-05",15.89
"370","2015-01-06",15.85
"371","2015-01-07",16.15
"372","2015-01-08",16.209999
"373","2015-01-09",16.17
"374","2015-01-12",16.190001
"375","2015-01-13",16.139999
"376","2015-01-14",16.379999
"377","2015-01-15",16.08
"378","2015-01-16",16.129999
"379","2015-01-20",16.040001
"380","2015-01-21",15.91
"381","2015-01-22",16.440001
"382","2015-01-23",16.65
"383","2015-01-26",16.690001
"384","2015-01-27",16.59
"385","2015-01-28",16.459999
"386","2015-01-29",16.18
"387","2015-01-30",16.02
"388","2015-02-02",15.86
"389","2015-02-03",15.87
"390","2015-02-04",15.86
"391","2015-02-05",16.110001
"392","2015-02-06",15.84
"393","2015-02-09",15.75
"394","2015-02-10",15.77
"395","2015-02-11",15.58
"396","2015-02-12",15.61
"397","2015-02-13",15.68
"398","2015-02-17",15.8
"399","2015-02-18",15.86
"400","2015-02-19",15.64
"401","2015-02-20",15.68
"402","2015-02-23",15.82
"403","2015-02-24",15.52
"404","2015-02-25",15.57
"405","2015-02-26",15.6
"406","2015-02-27",16.040001
"407","2015-03-02",16.370001
"408","2015-03-03",16.190001
"409","2015-03-04",16.16
"410","2015-03-05",16.16
"411","2015-03-06",15.82
"412","2015-03-09",15.83
"413","2015-03-10",15.83
"414","2015-03-11",15.88
"415","2015-03-12",16
"416","2015-03-13",15.95
"417","2015-03-16",15.97
"418","2015-03-17",16.01
"419","2015-03-18",16.17
"420","2015-03-19",16.26
"421","2015-03-20",16.51
"422","2015-03-23",16.629999
"423","2015-03-24",16.52
"424","2015-03-25",16
"425","2015-03-26",15.81
"426","2015-03-27",15.6
"427","2015-03-30",15.71
"428","2015-03-31",15.81
"429","2015-04-01",15.67
"430","2015-04-02",15.73
"431","2015-04-06",16.08
"432","2015-04-07",16.01
"433","2015-04-08",16.049999
"434","2015-04-09",15.79
"435","2015-04-10",15.91
"436","2015-04-13",15.89
"437","2015-04-14",15.87
"438","2015-04-15",15.72
"439","2015-04-16",15.6
"440","2015-04-17",15.46
"441","2015-04-20",15.75
"442","2015-04-21",15.88
"443","2015-04-22",15.88
"444","2015-04-23",15.82
"445","2015-04-24",15.88
"446","2015-04-27",15.76
"447","2015-04-28",15.72
"448","2015-04-29",15.36
"449","2015-04-30",14.86
"450","2015-05-01",14.94
"451","2015-05-04",15.05
"452","2015-05-05",14.64
"453","2015-05-06",14.6
"454","2015-05-07",14.63
"455","2015-05-08",14.77
"456","2015-05-11",14.56
"457","2015-05-12",14.6
"458","2015-05-13",14.48
"459","2015-05-14",14.7
"460","2015-05-15",14.82
"461","2015-05-18",14.9
"462","2015-05-19",14.9
"463","2015-05-20",14.88
"464","2015-05-21",14.78
"465","2015-05-22",14.78
"466","2015-05-26",14.69
"467","2015-05-27",14.76
"468","2015-05-28",14.66
"469","2015-05-29",14.59
"470","2015-06-01",14.77
"471","2015-06-02",14.79
"472","2015-06-03",14.68
"473","2015-06-04",14.69
"474","2015-06-05",14.66
"475","2015-06-08",14.69
"476","2015-06-09",14.65
"477","2015-06-10",14.77
"478","2015-06-11",14.79
"479","2015-06-12",14.7
"480","2015-06-15",14.58
"481","2015-06-16",14.63
"482","2015-06-17",14.67
"483","2015-06-18",14.95
"484","2015-06-19",15.08
"485","2015-06-22",15.04
"486","2015-06-23",15.01
"487","2015-06-24",14.89
"488","2015-06-25",14.75
"489","2015-06-26",14.75
"490","2015-06-29",14.53
"491","2015-06-30",14.58
"492","2015-07-01",14.7
"493","2015-07-02",14.65
"494","2015-07-06",14.72
"495","2015-07-07",14.89
"496","2015-07-08",14.76
"497","2015-07-09",14.68
"498","2015-07-10",14.94
"499","2015-07-13",14.97
"500","2015-07-14",15.07
"501","2015-07-15",15.01
"502","2015-07-16",15.1
"503","2015-07-17",14.99
"504","2015-07-20",14.97
"505","2015-07-21",14.84
"506","2015-07-22",14.76
"507","2015-07-23",14.46
"508","2015-07-24",14.32
"509","2015-07-27",14.26
"510","2015-07-28",14.38
"511","2015-07-29",14.53
"512","2015-07-30",14.49
"513","2015-07-31",14.57
"514","2015-08-03",14.63
"515","2015-08-04",14.48
"516","2015-08-05",14.43
"517","2015-08-06",14.17
"518","2015-08-07",14
"519","2015-08-10",13.9
"520","2015-08-11",13.88
"521","2015-08-12",13.92
"522","2015-08-13",13.88
"523","2015-08-14",14.04
"524","2015-08-17",14.18
"525","2015-08-18",14.16
"526","2015-08-19",14.11
"527","2015-08-20",14.09
"528","2015-08-21",13.76
"529","2015-08-24",13.17
"530","2015-08-25",12.81
"531","2015-08-26",12.99
"532","2015-08-27",13.02
"533","2015-08-28",13.01
"534","2015-08-31",12.92
"535","2015-09-01",12.86
"536","2015-09-02",13.01
"537","2015-09-03",13.03
"538","2015-09-04",12.82
"539","2015-09-08",12.94
"540","2015-09-09",12.69
"541","2015-09-10",12.77
"542","2015-09-11",13
"543","2015-09-14",12.92
"544","2015-09-15",13.09
"545","2015-09-16",13.17
"546","2015-09-17",13.43
"547","2015-09-18",13.62
"548","2015-09-21",13.59
"549","2015-09-22",13.45
"550","2015-09-23",13.58
"551","2015-09-24",13.51
"552","2015-09-25",13.76
"553","2015-09-28",13.45
"554","2015-09-29",13.66
"555","2015-09-30",13.79
"556","2015-10-01",13.95
"557","2015-10-02",13.92
"558","2015-10-05",14.33
"559","2015-10-06",14.3
"560","2015-10-07",14.39
"561","2015-10-08",14.63
"562","2015-10-09",14.74
"563","2015-10-12",14.7
"564","2015-10-13",14.72
"565","2015-10-14",14.54
"566","2015-10-15",14.61
"567","2015-10-16",14.69
"568","2015-10-19",14.9
"569","2015-10-20",14.98
"570","2015-10-21",14.95
"571","2015-10-22",15.24
"572","2015-10-23",15.28
"573","2015-10-26",15.25
"574","2015-10-27",15.34
"575","2015-10-28",15.32
"576","2015-10-29",15.28
"577","2015-10-30",15.15
"578","2015-11-02",15.36
"579","2015-11-03",15.32
"580","2015-11-04",15.24
"581","2015-11-05",15.17
"582","2015-11-06",15.01
"583","2015-11-09",15.07
"584","2015-11-10",15.18
"585","2015-11-11",15.34
"586","2015-11-12",15.28
"587","2015-11-13",15.3
"588","2015-11-16",15.4
"589","2015-11-17",15.56
"590","2015-11-18",15.97
"591","2015-11-19",16.09
"592","2015-11-20",16.41
"593","2015-11-23",16.5
"594","2015-11-24",16.379999
"595","2015-11-25",16.43
"596","2015-11-27",16.66
"597","2015-11-30",16.110001
"598","2015-12-01",16.110001
"599","2015-12-02",15.83
"600","2015-12-03",15.55
"601","2015-12-04",15.78
"602","2015-12-07",15.72
"603","2015-12-08",15.83
"604","2015-12-09",15.89
"605","2015-12-10",15.9
"606","2015-12-11",15.82
"607","2015-12-14",15.85
"608","2015-12-15",15.9
"609","2015-12-16",16.35
"610","2015-12-17",16.35
"611","2015-12-18",16.1
"612","2015-12-21",16.059999
"613","2015-12-22",16.389999
"614","2015-12-23",16.610001
"615","2015-12-24",16.530001
"616","2015-12-28",16.629999
"617","2015-12-29",16.57
"618","2015-12-30",16.52
"619","2015-12-31",16.360001
"620","2016-01-04",16.059999
"621","2016-01-05",16.290001
"622","2016-01-06",16.34
"623","2016-01-07",15.97
"624","2016-01-08",15.59
"625","2016-01-11",15.85
"626","2016-01-12",15.91
"627","2016-01-13",15.63
"628","2016-01-14",15.75
"629","2016-01-15",15.7
"630","2016-01-19",15.79
"631","2016-01-20",15.47
"632","2016-01-21",15.43
"633","2016-01-22",15.82
"634","2016-01-25",15.88
"635","2016-01-26",16.18
"636","2016-01-27",15.76
"637","2016-01-28",15.86
"638","2016-01-29",16.290001
"639","2016-02-01",16.549999
"640","2016-02-02",16.59
"641","2016-02-03",16.83
"642","2016-02-04",16.9
"643","2016-02-05",16.74
"644","2016-02-08",16.459999
"645","2016-02-09",16.280001
"646","2016-02-10",16.360001
"647","2016-02-11",16.09
"648","2016-02-12",16.389999
"649","2016-02-16",16.75
"650","2016-02-17",16.84
"651","2016-02-18",17.02
"652","2016-02-19",17.34
"653","2016-02-22",17.200001
"654","2016-02-23",17.15
"655","2016-02-24",16.99
"656","2016-02-25",17.299999
"657","2016-02-26",17.040001
"658","2016-02-29",16.85
"659","2016-03-01",17.129999
"660","2016-03-02",17.190001
"661","2016-03-03",17.129999
"662","2016-03-04",17.1
"663","2016-03-07",17.24
"664","2016-03-08",17.209999
"665","2016-03-09",17.309999
"666","2016-03-10",17.290001
"667","2016-03-11",17.620001
"668","2016-03-14",17.290001
"669","2016-03-15",17.5
"670","2016-03-16",17.74
"671","2016-03-17",18.15
"672","2016-03-18",18.360001
"673","2016-03-21",17.809999
"674","2016-03-22",18.02
"675","2016-03-23",17.709999
"676","2016-03-24",17.6
"677","2016-03-28",17.709999
"678","2016-03-29",18.17
"679","2016-03-30",18.129999
"680","2016-03-31",18.16
"681","2016-04-01",18.200001
"682","2016-04-04",18
"683","2016-04-05",17.85
"684","2016-04-06",17.860001
"685","2016-04-07",17.9
"686","2016-04-08",17.85
"687","2016-04-11",18.01
"688","2016-04-12",18.049999
"689","2016-04-13",18.43
"690","2016-04-14",18.24
"691","2016-04-15",18.549999
"692","2016-04-18",18.75
"693","2016-04-19",18.780001
"694","2016-04-20",18.639999
"695","2016-04-21",18.440001
"696","2016-04-22",18.790001
"697","2016-04-25",18.92
"698","2016-04-26",19.120001
"699","2016-04-27",19.16
"700","2016-04-28",18.940001
"701","2016-04-29",18.77
"702","2016-05-02",19.209999
"703","2016-05-03",19.040001
"704","2016-05-04",19.370001
"705","2016-05-05",19.459999
"706","2016-05-06",19.690001
"707","2016-05-09",19.690001
"708","2016-05-10",19.99
"709","2016-05-11",19.450001
"710","2016-05-12",19.639999
"711","2016-05-13",19.74
"712","2016-05-16",19.91
"713","2016-05-17",19.59
"714","2016-05-18",19.49
"715","2016-05-19",19.27
"716","2016-05-20",19.4
"717","2016-05-23",19.43
"718","2016-05-24",19.91
"719","2016-05-25",19.67
"720","2016-05-26",19.83
"721","2016-05-27",19.889999
"722","2016-05-31",19.9
"723","2016-06-01",19.98
"724","2016-06-02",19.959999
"725","2016-06-03",20.09
"726","2016-06-06",20.040001
"727","2016-06-07",20.1
"728","2016-06-08",20.35
"729","2016-06-09",20.719999
"730","2016-06-10",20.84
"731","2016-06-13",20.75
"732","2016-06-14",20.57
"733","2016-06-15",20.77
"734","2016-06-16",20.870001
"735","2016-06-17",21.07
"736","2016-06-20",20.84
"737","2016-06-21",20.98
"738","2016-06-22",21.01
"739","2016-06-23",20.99
"740","2016-06-24",20.9
"741","2016-06-27",20.43
"742","2016-06-28",20.559999
"743","2016-06-29",21.1
"744","2016-06-30",21.09
"745","2016-07-01",21.08
"746","2016-07-05",21.290001
"747","2016-07-06",21.190001
"748","2016-07-07",20.91
"749","2016-07-08",21.389999
"750","2016-07-11",21.67
"751","2016-07-12",21.57
"752","2016-07-13",21.690001
"753","2016-07-14",21.4
"754","2016-07-15",21.59
"755","2016-07-18",21.74
"756","2016-07-19",22.120001
"757","2016-07-20",22.290001
"758","2016-07-21",22.07
"759","2016-07-22",22.049999
"760","2016-07-25",22.16
"761","2016-07-26",22.15
"762","2016-07-27",22.129999
"763","2016-07-28",22.42
"764","2016-07-29",22.860001
"765","2016-08-01",22.969999
"766","2016-08-02",22.450001
"767","2016-08-03",22.190001
"768","2016-08-04",22.209999
"769","2016-08-05",22.15
"770","2016-08-08",21.99
"771","2016-08-09",22.25
"772","2016-08-10",22.34
"773","2016-08-11",22.469999
"774","2016-08-12",22.469999
"775","2016-08-15",22.41
"776","2016-08-16",22.030001
"777","2016-08-17",22
"778","2016-08-18",22.209999
"779","2016-08-19",21.940001
"780","2016-08-22",22.07
"781","2016-08-23",22.139999
"782","2016-08-24",21.959999
"783","2016-08-25",22.059999
"784","2016-08-26",21.969999
"785","2016-08-29",22.299999
"786","2016-08-30",22.27
"787","2016-08-31",22.33
"788","2016-09-01",22.49
"789","2016-09-02",22.82
"790","2016-09-06",22.790001
"791","2016-09-07",22.98
"792","2016-09-08",22.66
"793","2016-09-09",21.67
"794","2016-09-12",21.93
"795","2016-09-13",21.440001
"796","2016-09-14",21.48
"797","2016-09-15",21.379999
"798","2016-09-16",21.459999
"799","2016-09-19",21.959999
"800","2016-09-20",21.99
"801","2016-09-21",22.25
"802","2016-09-22",22.809999
"803","2016-09-23",23.09
"804","2016-09-26",23.17
"805","2016-09-27",23.07
"806","2016-09-28",23.049999
"807","2016-09-29",22.9
"808","2016-09-30",22.889999
"809","2016-10-03",22.34
"810","2016-10-04",22.01
"811","2016-10-05",21.5
"812","2016-10-06",21.49
"813","2016-10-07",21.33
"814","2016-10-10",21.780001
"815","2016-10-11",21.299999
"816","2016-10-12",21.68
"817","2016-10-13",21.950001
"818","2016-10-14",21.870001
"819","2016-10-17",21.99
"820","2016-10-18",22.200001
"821","2016-10-19",22.23
"822","2016-10-20",22.15
"823","2016-10-21",21.99
"824","2016-10-24",21.950001
"825","2016-10-25",21.76
"826","2016-10-26",21.41
"827","2016-10-27",21.059999
"828","2016-10-28",20.93
"829","2016-10-31",21.059999
"830","2016-11-01",20.68
"831","2016-11-02",20.57
"832","2016-11-03",20.57
"833","2016-11-04",20.67
"834","2016-11-07",21.02
"835","2016-11-08",21.059999
"836","2016-11-09",20.68
"837","2016-11-10",20.469999
"838","2016-11-11",20.27
"839","2016-11-14",21.030001
"840","2016-11-15",20.950001
"841","2016-11-16",21.200001
"842","2016-11-17",21.33
"843","2016-11-18",22.01
"844","2016-11-21",21.85
"845","2016-11-22",22.530001
"846","2016-11-23",22.190001
"847","2016-11-25",22.219999
"848","2016-11-28",22.23
"849","2016-11-29",22.450001
"850","2016-11-30",22.09
"851","2016-12-01",21.77
"852","2016-12-02",21.74
"853","2016-12-05",21.969999
"854","2016-12-06",22
"855","2016-12-07",22.41
"856","2016-12-08",22.959999
"857","2016-12-09",23.01
"858","2016-12-12",23.139999
"859","2016-12-13",23.24
"860","2016-12-14",22.59
"861","2016-12-15",22.76
"862","2016-12-16",23.16
"863","2016-12-19",23.16
"864","2016-12-20",23.27
"865","2016-12-21",23.09
"866","2016-12-22",23.02
"867","2016-12-23",23.15
"868","2016-12-27",23.139999
"869","2016-12-28",22.709999
"870","2016-12-29",23.07
"871","2016-12-30",23.190001
"872","2017-01-03",23.280001
"873","2017-01-04",23.879999
"874","2017-01-05",23.969999
"875","2017-01-06",24.15
"876","2017-01-09",23.940001
"877","2017-01-10",23.879999
"878","2017-01-11",23.66
"879","2017-01-12",23.700001
"880","2017-01-13",23.49
"881","2017-01-17",23.700001
"882","2017-01-18",23.85
"883","2017-01-19",23.48
"884","2017-01-20",23.780001
"885","2017-01-23",23.99
"886","2017-01-24",24.059999
"887","2017-01-25",23.940001
"888","2017-01-26",23.610001
"889","2017-01-27",22.84
"890","2017-01-30",22.51
"891","2017-01-31",22.709999
"892","2017-02-01",22.4
"893","2017-02-02",22.52
"894","2017-02-03",22.950001
"895","2017-02-06",22.52
"896","2017-02-07",22.16
"897","2017-02-08",22.370001
"898","2017-02-09",22.48
"899","2017-02-10",22.75
"900","2017-02-13",22.68
"901","2017-02-14",22.67
"902","2017-02-15",22.48
"903","2017-02-16",22.68
"904","2017-02-17",22.92
"905","2017-02-21",23.280001
"906","2017-02-22",23.1
"907","2017-02-23",23.030001
"908","2017-02-24",23.200001
"909","2017-02-27",23.26
"910","2017-02-28",22.98
"911","2017-03-01",23.040001
"912","2017-03-02",22.969999
"913","2017-03-03",22.790001
"914","2017-03-06",22.51
"915","2017-03-07",22.450001
"916","2017-03-08",22.08
"917","2017-03-09",21.719999
"918","2017-03-10",21.65
"919","2017-03-13",21.66
"920","2017-03-14",21.540001
"921","2017-03-15",21.959999
"922","2017-03-16",21.98
"923","2017-03-17",22.110001
"924","2017-03-20",22.02
"925","2017-03-21",22
"926","2017-03-22",21.879999
"927","2017-03-23",22.18
"928","2017-03-24",22.370001
"929","2017-03-27",22.049999
"930","2017-03-28",22.139999
"931","2017-03-29",22.16
"932","2017-03-30",22.200001
"933","2017-03-31",22.52
"934","2017-04-03",22.6
"935","2017-04-04",22.77
"936","2017-04-05",22.940001
"937","2017-04-06",23.299999
"938","2017-04-07",23.540001
"939","2017-04-10",23.809999
"940","2017-04-11",24.24
"941","2017-04-12",24.379999
"942","2017-04-13",24.34
"943","2017-04-17",24.67
"944","2017-04-18",24.6
"945","2017-04-19",24.59
"946","2017-04-20",24.67
"947","2017-04-21",24.799999
"948","2017-04-24",24.6
"949","2017-04-25",24.91
"950","2017-04-26",25.129999
"951","2017-04-27",25.27
"952","2017-04-28",24.940001
"953","2017-05-01",25.190001
"954","2017-05-02",25.01
"955","2017-05-03",24.83
"956","2017-05-04",25.290001
"957","2017-05-05",25.57
"958","2017-05-08",25.41
"959","2017-05-09",25.190001
"960","2017-05-10",25.309999
"961","2017-05-11",25.32
"962","2017-05-12",25.370001
"963","2017-05-15",25.370001
"964","2017-05-16",25.440001
"965","2017-05-17",25.719999
"966","2017-05-18",25.719999
"967","2017-05-19",26.24
"968","2017-05-22",26.33
"969","2017-05-23",26.549999
"970","2017-05-24",26.950001
"971","2017-05-25",27.35
"972","2017-05-26",27.35
"973","2017-05-30",27.17
"974","2017-05-31",27.25
"975","2017-06-01",27.469999
"976","2017-06-02",28.08
"977","2017-06-05",27.74
"978","2017-06-06",27.530001
"979","2017-06-07",27.57
"980","2017-06-08",27.48
"981","2017-06-09",27.889999
"982","2017-06-12",27.879999
"983","2017-06-13",27.959999
"984","2017-06-14",27.65
"985","2017-06-15",27.82
"986","2017-06-16",27.540001
"987","2017-06-19",27.65
"988","2017-06-20",27.41
