"","date","FOLD"
"208","2008-03-27",11.6
"209","2008-03-28",11.34
"210","2008-03-31",10.7
"211","2008-04-01",11.49
"212","2008-04-02",10.89
"213","2008-04-03",11.06
"214","2008-04-04",11.07
"215","2008-04-07",11.06
"216","2008-04-08",10.94
"217","2008-04-09",10.17
"218","2008-04-10",10.48
"219","2008-04-11",10.8
"220","2008-04-14",10.25
"221","2008-04-15",10
"222","2008-04-16",10.55
"223","2008-04-17",10.58
"224","2008-04-18",10.79
"225","2008-04-21",10.61
"226","2008-04-22",9.83
"227","2008-04-23",9.02
"228","2008-04-24",9.97
"229","2008-04-25",10.45
"230","2008-04-28",10.61
"231","2008-04-29",10.53
"232","2008-04-30",10.54
"233","2008-05-01",10.81
"234","2008-05-02",10.4
"235","2008-05-05",10.32
"236","2008-05-06",10.5
"237","2008-05-07",9.88
"238","2008-05-08",9.86
"239","2008-05-09",9.94
"240","2008-05-12",10.45
"241","2008-05-13",10.04
"242","2008-05-14",10.75
"243","2008-05-15",10.31
"244","2008-05-16",10.69
"245","2008-05-19",10.31
"246","2008-05-20",10.32
"247","2008-05-21",10.34
"248","2008-05-22",10.52
"249","2008-05-23",10.36
"250","2008-05-27",10.51
"251","2008-05-28",10.13
"252","2008-05-29",10.35
"253","2008-05-30",10.4
"254","2008-06-02",10.2
"255","2008-06-03",10.48
"256","2008-06-04",10.42
"257","2008-06-05",10.4
"258","2008-06-06",10.38
"259","2008-06-09",10.29
"260","2008-06-10",10.53
"261","2008-06-11",10.54
"262","2008-06-12",10.96
"263","2008-06-13",11.83
"264","2008-06-16",11.28
"265","2008-06-17",11.01
"266","2008-06-18",11.03
"267","2008-06-19",11.09
"268","2008-06-20",11.47
"269","2008-06-23",10.39
"270","2008-06-24",10.35
"271","2008-06-25",11.55
"272","2008-06-26",11.21
"273","2008-06-27",11.24
"274","2008-06-30",10.68
"275","2008-07-01",10.81
"276","2008-07-02",11.03
"277","2008-07-03",10.98
"278","2008-07-07",11.21
"279","2008-07-08",11.96
"280","2008-07-09",11.67
"281","2008-07-10",12.09
"282","2008-07-11",12.55
"283","2008-07-14",12.6
"284","2008-07-15",13.08
"285","2008-07-16",13.21
"286","2008-07-17",13.66
"287","2008-07-18",14.06
"288","2008-07-21",14.51
"289","2008-07-22",15.09
"290","2008-07-23",14.82
"291","2008-07-24",15.16
"292","2008-07-25",15.29
"293","2008-07-28",15.25
"294","2008-07-29",15.56
"295","2008-07-30",15.01
"296","2008-07-31",15.5
"297","2008-08-01",15.61
"298","2008-08-04",15.5
"299","2008-08-05",15.59
"300","2008-08-06",16.709999
"301","2008-08-07",16.280001
"302","2008-08-08",16.82
"303","2008-08-11",17.469999
"304","2008-08-12",17.950001
"305","2008-08-13",17.49
"306","2008-08-14",16.9
"307","2008-08-15",16.370001
"308","2008-08-18",15.02
"309","2008-08-19",14.05
"310","2008-08-20",13.79
"311","2008-08-21",13.49
"312","2008-08-22",13.85
"313","2008-08-25",13.92
"314","2008-08-26",14.01
"315","2008-08-27",14.07
"316","2008-08-28",14.15
"317","2008-08-29",13.95
"318","2008-09-02",13.86
"319","2008-09-03",13.78
"320","2008-09-04",14.01
"321","2008-09-05",13.84
"322","2008-09-08",14.74
"323","2008-09-09",13.71
"324","2008-09-10",14.75
"325","2008-09-11",14.6
"326","2008-09-12",14.22
"327","2008-09-15",14
"328","2008-09-16",15.51
"329","2008-09-17",14.18
"330","2008-09-18",16.35
"331","2008-09-19",15.77
"332","2008-09-22",16.49
"333","2008-09-23",16
"334","2008-09-24",16.030001
"335","2008-09-25",15.02
"336","2008-09-26",15.24
"337","2008-09-29",15.05
"338","2008-09-30",15.12
"339","2008-10-01",15.1
"340","2008-10-02",15.01
"341","2008-10-03",14.9
"342","2008-10-06",14.69
"343","2008-10-07",13.17
"344","2008-10-08",11.93
"345","2008-10-09",10.5
"346","2008-10-10",12.5
"347","2008-10-13",12.75
"348","2008-10-14",12.26
"349","2008-10-15",10.5
"350","2008-10-16",11
"351","2008-10-17",10.5
"352","2008-10-20",11
"353","2008-10-21",10.53
"354","2008-10-22",10
"355","2008-10-23",10.07
"356","2008-10-24",9.42
"357","2008-10-27",7.76
"358","2008-10-28",8.13
"359","2008-10-29",9.9
"360","2008-10-30",9.86
"361","2008-10-31",10.63
"362","2008-11-03",10.45
"363","2008-11-04",10.61
"364","2008-11-05",9.72
"365","2008-11-06",9.04
"366","2008-11-07",9.01
"367","2008-11-10",9.08
"368","2008-11-11",9.54
"369","2008-11-12",9.4
"370","2008-11-13",9.9
"371","2008-11-14",9.05
"372","2008-11-17",9.14
"373","2008-11-18",9.23
"374","2008-11-19",8.91
"375","2008-11-20",8.25
"376","2008-11-21",8.46
"377","2008-11-24",9
"378","2008-11-25",8.41
"379","2008-11-26",8.99
"380","2008-11-28",8.9
"381","2008-12-01",7.98
"382","2008-12-02",8.5
"383","2008-12-03",7.98
"384","2008-12-04",8.05
"385","2008-12-05",8.05
"386","2008-12-08",8.05
"387","2008-12-09",7.92
"388","2008-12-10",8.08
"389","2008-12-11",7.65
"390","2008-12-12",7.91
"391","2008-12-15",7.78
"392","2008-12-16",8.01
"393","2008-12-17",7.9
"394","2008-12-18",7.5
"395","2008-12-19",7.9
"396","2008-12-22",7.81
"397","2008-12-23",7.94
"398","2008-12-24",8
"399","2008-12-26",7.98
"400","2008-12-29",7.76
"401","2008-12-30",8
"402","2008-12-31",7.98
"403","2009-01-02",8
"404","2009-01-05",8
"405","2009-01-06",8
"406","2009-01-07",8
"407","2009-01-08",8.01
"408","2009-01-09",7.6
"409","2009-01-12",7.96
"410","2009-01-13",8
"411","2009-01-14",7.48
"412","2009-01-15",7.71
"413","2009-01-16",7.91
"414","2009-01-20",7.78
"415","2009-01-21",8.02
"416","2009-01-22",8.25
"417","2009-01-23",8.08
"418","2009-01-26",8.85
"419","2009-01-27",8.66
"420","2009-01-28",8.47
"421","2009-01-29",8.68
"422","2009-01-30",8.69
"423","2009-02-02",9.22
"424","2009-02-03",10.36
"425","2009-02-04",11.31
"426","2009-02-05",11.97
"427","2009-02-06",12.27
"428","2009-02-09",10.99
"429","2009-02-10",9.35
"430","2009-02-11",9.1
"431","2009-02-12",9.56
"432","2009-02-13",9.16
"433","2009-02-17",9.1
"434","2009-02-18",9.08
"435","2009-02-19",9.91
"436","2009-02-20",10.3
"437","2009-02-23",9.65
"438","2009-02-24",10.04
"439","2009-02-25",9.2
"440","2009-02-26",9.51
"441","2009-02-27",8.06
"442","2009-03-02",7.86
"443","2009-03-03",8.1
"444","2009-03-04",8.11
"445","2009-03-05",6.5
"446","2009-03-06",7.26
"447","2009-03-09",7.59
"448","2009-03-10",8.27
"449","2009-03-11",7.61
"450","2009-03-12",8.7
"451","2009-03-13",8.73
"452","2009-03-16",8.51
"453","2009-03-17",9.25
"454","2009-03-18",9.84
"455","2009-03-19",8.63
"456","2009-03-20",8.66
"457","2009-03-23",10
"458","2009-03-24",9.36
"459","2009-03-25",9.59
"460","2009-03-26",10
"461","2009-03-27",9.54
"462","2009-03-30",9.37
"463","2009-03-31",9.13
"464","2009-04-01",8.8
"465","2009-04-02",9.25
"466","2009-04-03",8.9
"467","2009-04-06",8.98
"468","2009-04-07",8.72
"469","2009-04-08",8.99
"470","2009-04-09",9
"471","2009-04-13",9.05
"472","2009-04-14",8.71
"473","2009-04-15",8.93
"474","2009-04-16",9.24
"475","2009-04-17",9.17
"476","2009-04-20",8.6
"477","2009-04-21",8.98
"478","2009-04-22",8.84
"479","2009-04-23",8.78
"480","2009-04-24",8.98
"481","2009-04-27",8.52
"482","2009-04-28",8.81
"483","2009-04-29",9.05
"484","2009-04-30",8.95
"485","2009-05-01",8.77
"486","2009-05-04",8.66
"487","2009-05-05",8.62
"488","2009-05-06",8.41
"489","2009-05-07",8.22
"490","2009-05-08",7.68
"491","2009-05-11",7.5
"492","2009-05-12",7.77
"493","2009-05-13",7.08
"494","2009-05-14",7.64
"495","2009-05-15",6.86
"496","2009-05-18",7.84
"497","2009-05-19",7.94
"498","2009-05-20",7.51
"499","2009-05-21",7.12
"500","2009-05-22",6.71
"501","2009-05-26",6.95
"502","2009-05-27",6.9
"503","2009-05-28",6.75
"504","2009-05-29",6.64
"505","2009-06-01",6.83
"506","2009-06-02",6.97
"507","2009-06-03",7.06
"508","2009-06-04",7.03
"509","2009-06-05",7.06
"510","2009-06-08",7.09
"511","2009-06-09",7.17
"512","2009-06-10",7.15
"513","2009-06-11",7.43
"514","2009-06-12",7.49
"515","2009-06-15",7.87
"516","2009-06-16",7.79
"517","2009-06-17",8.19
"518","2009-06-18",7.9
"519","2009-06-19",7.81
"520","2009-06-22",8.16
"521","2009-06-23",8.85
"522","2009-06-24",8.99
"523","2009-06-25",9.19
"524","2009-06-26",10.87
"525","2009-06-29",11.18
"526","2009-06-30",11.45
"527","2009-07-01",11.58
"528","2009-07-02",10.62
"529","2009-07-06",11.37
"530","2009-07-07",10.89
"531","2009-07-08",10.81
"532","2009-07-09",9.97
"533","2009-07-10",9.97
"534","2009-07-13",10.22
"535","2009-07-14",10.4
"536","2009-07-15",10.79
"537","2009-07-16",10.61
"538","2009-07-17",10.38
"539","2009-07-20",10.47
"540","2009-07-21",10.65
"541","2009-07-22",11.2
"542","2009-07-23",11.3
"543","2009-07-24",11.07
"544","2009-07-27",10.7
"545","2009-07-28",10.83
"546","2009-07-29",10.91
"547","2009-07-30",11.24
"548","2009-07-31",11.39
"549","2009-08-03",10.82
"550","2009-08-04",11.19
"551","2009-08-05",10.41
"552","2009-08-06",10.07
"553","2009-08-07",10.41
"554","2009-08-10",10.29
"555","2009-08-11",9.9
"556","2009-08-12",10.36
"557","2009-08-13",10.05
"558","2009-08-14",9.88
"559","2009-08-17",9.82
"560","2009-08-18",10.69
"561","2009-08-19",10.5
"562","2009-08-20",10.18
"563","2009-08-21",10.31
"564","2009-08-24",10.36
"565","2009-08-25",10.28
"566","2009-08-26",10.19
"567","2009-08-27",10.26
"568","2009-08-28",9.95
"569","2009-08-31",9.83
"570","2009-09-01",9.84
"571","2009-09-02",10.12
"572","2009-09-03",10.1
"573","2009-09-04",10.48
"574","2009-09-08",10.11
"575","2009-09-09",10.23
"576","2009-09-10",10.51
"577","2009-09-11",10.12
"578","2009-09-14",10.12
"579","2009-09-15",10.01
"580","2009-09-16",10
"581","2009-09-17",10.06
"582","2009-09-18",10.16
"583","2009-09-21",10.02
"584","2009-09-22",9.93
"585","2009-09-23",9.77
"586","2009-09-24",9.65
"587","2009-09-25",9.58
"588","2009-09-28",9.29
"589","2009-09-29",9.19
"590","2009-09-30",8.75
"591","2009-10-01",8.33
"592","2009-10-02",8.5
"593","2009-10-05",5.56
"594","2009-10-06",5.26
"595","2009-10-07",5.04
"596","2009-10-08",4.97
"597","2009-10-09",4.88
"598","2009-10-12",4.86
"599","2009-10-13",4.75
"600","2009-10-14",4.75
"601","2009-10-15",4.68
"602","2009-10-16",4.48
"603","2009-10-19",4.35
"604","2009-10-20",4.29
"605","2009-10-21",4.3
"606","2009-10-22",4.25
"607","2009-10-23",4.2
"608","2009-10-26",4.3
"609","2009-10-27",4.27
"610","2009-10-28",4.18
"611","2009-10-29",4.21
"612","2009-10-30",3.84
"613","2009-11-02",4.18
"614","2009-11-03",4.24
"615","2009-11-04",4.1
"616","2009-11-05",4.3
"617","2009-11-06",4.15
"618","2009-11-09",4.28
"619","2009-11-10",4.25
"620","2009-11-11",4.3
"621","2009-11-12",4.01
"622","2009-11-13",4.01
"623","2009-11-16",4.16
"624","2009-11-17",4.07
"625","2009-11-18",4.04
"626","2009-11-19",3.98
"627","2009-11-20",3.83
"628","2009-11-23",3.94
"629","2009-11-24",3.9
"630","2009-11-25",3.74
"631","2009-11-27",3.5
"632","2009-11-30",3.36
"633","2009-12-01",3.59
"634","2009-12-02",4
"635","2009-12-03",3.95
"636","2009-12-04",3.98
"637","2009-12-07",3.99
"638","2009-12-08",3.82
"639","2009-12-09",3.99
"640","2009-12-10",3.82
"641","2009-12-11",3.75
"642","2009-12-14",3.84
"643","2009-12-15",3.84
"644","2009-12-16",3.8
"645","2009-12-17",3.53
"646","2009-12-18",3.41
"647","2009-12-21",3.88
"648","2009-12-22",3.7
"649","2009-12-23",3.82
"650","2009-12-24",3.88
"651","2009-12-28",3.89
"652","2009-12-29",3.89
"653","2009-12-30",3.82
"654","2009-12-31",3.97
"655","2010-01-04",3.84
"656","2010-01-05",3.79
"657","2010-01-06",3.73
"658","2010-01-07",3.77
"659","2010-01-08",3.78
"660","2010-01-11",4.1
"661","2010-01-12",3.96
"662","2010-01-13",3.87
"663","2010-01-14",3.83
"664","2010-01-15",3.91
"665","2010-01-19",3.98
"666","2010-01-20",3.92
"667","2010-01-21",3.79
"668","2010-01-22",3.93
"669","2010-01-25",3.86
"670","2010-01-26",3.76
"671","2010-01-27",3.92
"672","2010-01-28",3.85
"673","2010-01-29",3.77
"674","2010-02-01",3.94
"675","2010-02-02",3.71
"676","2010-02-03",3.77
"677","2010-02-04",3.61
"678","2010-02-05",3.52
"679","2010-02-08",3.44
"680","2010-02-09",3.49
"681","2010-02-10",3.34
"682","2010-02-11",3.72
"683","2010-02-12",3.62
"684","2010-02-16",3.84
"685","2010-02-17",3.91
"686","2010-02-18",3.96
"687","2010-02-19",3.87
"688","2010-02-22",3.85
"689","2010-02-23",3.76
"690","2010-02-24",3.69
"691","2010-02-25",3.51
"692","2010-02-26",3.31
"693","2010-03-01",3.4
"694","2010-03-02",3.32
"695","2010-03-03",3.2
"696","2010-03-04",3.2
"697","2010-03-05",3.21
"698","2010-03-08",3.12
"699","2010-03-09",3.3
"700","2010-03-10",3.32
"701","2010-03-11",3.4
"702","2010-03-12",3.43
"703","2010-03-15",3.37
"704","2010-03-16",3.32
"705","2010-03-17",3.36
"706","2010-03-18",3.31
"707","2010-03-19",3.33
"708","2010-03-22",3.33
"709","2010-03-23",3.31
"710","2010-03-24",3.26
"711","2010-03-25",3.33
"712","2010-03-26",3.38
"713","2010-03-29",3.36
"714","2010-03-30",3.38
"715","2010-03-31",3.19
"716","2010-04-01",3.28
"717","2010-04-05",3.3
"718","2010-04-06",3.3
"719","2010-04-07",3.27
"720","2010-04-08",3.23
"721","2010-04-09",3.28
"722","2010-04-12",3.32
"723","2010-04-13",3.3
"724","2010-04-14",3.3
"725","2010-04-15",3.29
"726","2010-04-16",3.26
"727","2010-04-19",3.26
"728","2010-04-20",3.3
"729","2010-04-21",3.3
"730","2010-04-22",3.3
"731","2010-04-23",3.3
"732","2010-04-26",3.29
"733","2010-04-27",3.21
"734","2010-04-28",3.21
"735","2010-04-29",3.31
"736","2010-04-30",3.25
"737","2010-05-03",3.25
"738","2010-05-04",3.21
"739","2010-05-05",3.17
"740","2010-05-06",3.05
"741","2010-05-07",2.79
"742","2010-05-10",3.01
"743","2010-05-11",3.1
"744","2010-05-12",3.3
"745","2010-05-13",3.3
"746","2010-05-14",3.21
"747","2010-05-17",3.28
"748","2010-05-18",3.22
"749","2010-05-19",3.17
"750","2010-05-20",2.99
"751","2010-05-21",2.92
"752","2010-05-24",2.99
"753","2010-05-25",2.86
"754","2010-05-26",2.98
"755","2010-05-27",3.09
"756","2010-05-28",2.99
"757","2010-06-01",2.83
"758","2010-06-02",3.03
"759","2010-06-03",3.02
"760","2010-06-04",2.8
"761","2010-06-07",2.83
"762","2010-06-08",2.77
"763","2010-06-09",2.66
"764","2010-06-10",2.74
"765","2010-06-11",2.71
"766","2010-06-14",2.73
"767","2010-06-15",2.81
"768","2010-06-16",2.73
"769","2010-06-17",2.77
"770","2010-06-18",2.78
"771","2010-06-21",2.67
"772","2010-06-22",2.65
"773","2010-06-23",2.62
"774","2010-06-24",2.57
"775","2010-06-25",2.53
"776","2010-06-28",2.29
"777","2010-06-29",2.05
"778","2010-06-30",2.24
"779","2010-07-01",2.2
"780","2010-07-02",2.11
"781","2010-07-06",2.18
"782","2010-07-07",1.95
"783","2010-07-08",2.04
"784","2010-07-09",2.03
"785","2010-07-12",2.07
"786","2010-07-13",2.04
"787","2010-07-14",2.01
"788","2010-07-15",2.2
"789","2010-07-16",2.26
"790","2010-07-19",2.29
"791","2010-07-20",2.45
"792","2010-07-21",2.63
"793","2010-07-22",2.61
"794","2010-07-23",2.57
"795","2010-07-26",2.49
"796","2010-07-27",2.48
"797","2010-07-28",2.52
"798","2010-07-29",2.5
"799","2010-07-30",2.53
"800","2010-08-02",2.63
"801","2010-08-03",2.6
"802","2010-08-04",2.65
"803","2010-08-05",2.51
"804","2010-08-06",2.68
"805","2010-08-09",2.76
"806","2010-08-10",2.88
"807","2010-08-11",3.05
"808","2010-08-12",3.31
"809","2010-08-13",3.02
"810","2010-08-16",2.96
"811","2010-08-17",3.14
"812","2010-08-18",3.03
"813","2010-08-19",3.06
"814","2010-08-20",3
"815","2010-08-23",2.96
"816","2010-08-24",3.09
"817","2010-08-25",3.17
"818","2010-08-26",3.2
"819","2010-08-27",3.26
"820","2010-08-30",3.27
"821","2010-08-31",3.28
"822","2010-09-01",3.18
"823","2010-09-02",3.16
"824","2010-09-03",3.16
"825","2010-09-07",3.18
"826","2010-09-08",3.28
"827","2010-09-09",3.29
"828","2010-09-10",3.29
"829","2010-09-13",3.35
"830","2010-09-14",3.4
"831","2010-09-15",3.55
"832","2010-09-16",3.75
"833","2010-09-17",3.97
"834","2010-09-20",4.02
"835","2010-09-21",4
"836","2010-09-22",3.95
"837","2010-09-23",3.99
"838","2010-09-24",3.82
"839","2010-09-27",3.82
"840","2010-09-28",3.77
"841","2010-09-29",3.8
"842","2010-09-30",3.92
"843","2010-10-01",3.67
"844","2010-10-04",3.78
"845","2010-10-05",3.86
"846","2010-10-06",3.85
"847","2010-10-07",3.8
"848","2010-10-08",3.84
"849","2010-10-11",3.92
"850","2010-10-12",4.04
"851","2010-10-13",3.96
"852","2010-10-14",3.94
"853","2010-10-15",4
"854","2010-10-18",4.04
"855","2010-10-19",3.88
"856","2010-10-20",3.85
"857","2010-10-21",3.91
"858","2010-10-22",3.89
"859","2010-10-25",3.76
"860","2010-10-26",4.29
"861","2010-10-27",4.09
"862","2010-10-28",3.95
"863","2010-10-29",4.11
"864","2010-11-01",4.05
"865","2010-11-02",4.4
"866","2010-11-03",4.35
"867","2010-11-04",4.31
"868","2010-11-05",4.3
"869","2010-11-08",4.35
"870","2010-11-09",4.32
"871","2010-11-10",4.24
"872","2010-11-11",4.3
"873","2010-11-12",4.45
"874","2010-11-15",4.23
"875","2010-11-16",4.21
"876","2010-11-17",4.08
"877","2010-11-18",4.18
"878","2010-11-19",4.18
"879","2010-11-22",4.16
"880","2010-11-23",4.25
"881","2010-11-24",4.28
"882","2010-11-26",4.35
"883","2010-11-29",4.27
"884","2010-11-30",4.15
"885","2010-12-01",4.09
"886","2010-12-02",4.12
"887","2010-12-03",4.03
"888","2010-12-06",4
"889","2010-12-07",3.87
"890","2010-12-08",3.8
"891","2010-12-09",4.01
"892","2010-12-10",4.05
"893","2010-12-13",3.98
"894","2010-12-14",4.01
"895","2010-12-15",4.04
"896","2010-12-16",4.05
"897","2010-12-17",4.16
"898","2010-12-20",4.33
"899","2010-12-21",4.48
"900","2010-12-22",4.51
"901","2010-12-23",4.5
"902","2010-12-27",4.59
"903","2010-12-28",4.56
"904","2010-12-29",4.8
"905","2010-12-30",4.79
"906","2010-12-31",4.7
"907","2011-01-03",4.56
"908","2011-01-04",4.17
"909","2011-01-05",4.25
"910","2011-01-06",4.38
"911","2011-01-07",4.26
"912","2011-01-10",4.29
"913","2011-01-11",4.59
"914","2011-01-12",4.69
"915","2011-01-13",5.35
"916","2011-01-14",5.88
"917","2011-01-18",6.32
"918","2011-01-19",5.96
"919","2011-01-20",5.79
"920","2011-01-21",6.21
"921","2011-01-24",6.15
"922","2011-01-25",6.08
"923","2011-01-26",6.03
"924","2011-01-27",5.73
"925","2011-01-28",5.42
"926","2011-01-31",5.69
"927","2011-02-01",5.92
"928","2011-02-02",5.92
"929","2011-02-03",5.99
"930","2011-02-04",6.14
"931","2011-02-07",6.11
"932","2011-02-08",6.18
"933","2011-02-09",6.18
"934","2011-02-10",6.35
"935","2011-02-11",6.41
"936","2011-02-14",6.7
"937","2011-02-15",6.13
"938","2011-02-16",6.1
"939","2011-02-17",6.59
"940","2011-02-18",6.53
"941","2011-02-22",6.26
"942","2011-02-23",6.32
"943","2011-02-24",6.44
"944","2011-02-25",6.39
"945","2011-02-28",6.13
"946","2011-03-01",6.06
"947","2011-03-02",6.16
"948","2011-03-03",6.12
"949","2011-03-04",6
"950","2011-03-07",5.85
"951","2011-03-08",5.81
"952","2011-03-09",5.89
"953","2011-03-10",6.03
"954","2011-03-11",6.13
"955","2011-03-14",5.92
"956","2011-03-15",5.99
"957","2011-03-16",5.75
"958","2011-03-17",5.75
"959","2011-03-18",6
"960","2011-03-21",6.11
"961","2011-03-22",6.14
"962","2011-03-23",6.17
"963","2011-03-24",6.2
"964","2011-03-25",6.28
"965","2011-03-28",6.3
"966","2011-03-29",6.37
"967","2011-03-30",7.06
"968","2011-03-31",7.09
"969","2011-04-01",6.81
"970","2011-04-04",6.79
"971","2011-04-05",6.78
"972","2011-04-06",6.88
"973","2011-04-07",6.86
"974","2011-04-08",6.9
"975","2011-04-11",6.9
"976","2011-04-12",7.08
"977","2011-04-13",7.24
"978","2011-04-14",7.3
"979","2011-04-15",7.2
"980","2011-04-18",7.21
"981","2011-04-19",7.34
"982","2011-04-20",7.37
"983","2011-04-21",7.4
"984","2011-04-25",7.3
"985","2011-04-26",7.04
"986","2011-04-27",6.97
"987","2011-04-28",7.4
"988","2011-04-29",7.2
"989","2011-05-02",7.12
"990","2011-05-03",7.45
"991","2011-05-04",7.35
"992","2011-05-05",7.21
"993","2011-05-06",7.27
"994","2011-05-09",6.94
"995","2011-05-10",6.86
"996","2011-05-11",6.41
"997","2011-05-12",6.39
"998","2011-05-13",6.76
"999","2011-05-16",6.52
"1000","2011-05-17",6.98
"1001","2011-05-18",7.26
"1002","2011-05-19",7.18
