"","date","WRK"
"1","2015-06-24",57.104244
"2","2015-06-25",55.77079
"3","2015-06-26",55.77079
"4","2015-06-29",54.779709
"5","2015-06-30",54.869808
"6","2015-07-01",56.221283
"7","2015-07-02",58.554825
"8","2015-07-06",57.437607
"9","2015-07-07",56.284351
"10","2015-07-08",53.797638
"11","2015-07-09",53.617443
"12","2015-07-10",55.320297
"13","2015-07-13",55.969006
"14","2015-07-14",56.032074
"15","2015-07-15",55.518517
"16","2015-07-16",56.149204
"17","2015-07-17",55.635643
"18","2015-07-20",55.455448
"19","2015-07-21",53.923779
"20","2015-07-22",54.185062
"21","2015-07-23",53.923779
"22","2015-07-24",53.076855
"23","2015-07-27",52.428146
"24","2015-07-28",53.464275
"25","2015-07-29",53.509327
"26","2015-07-30",56.608704
"27","2015-07-31",56.815929
"28","2015-08-03",56.915039
"29","2015-08-04",56.374447
"30","2015-08-05",56.536625
"31","2015-08-06",55.626633
"32","2015-08-07",56.365437
"33","2015-08-10",56.743851
"34","2015-08-11",57.122265
"35","2015-08-12",57.041176
"36","2015-08-13",56.878998
"37","2015-08-14",56.969097
"38","2015-08-17",57.068203
"39","2015-08-18",56.906029
"40","2015-08-19",55.923958
"41","2015-08-20",54.671593
"42","2015-08-21",53.16695
"43","2015-08-24",50.869446
"44","2015-08-25",50.004505
"45","2015-08-26",50.860439
"46","2015-08-27",53.356159
"47","2015-08-28",54.293179
"48","2015-08-31",53.473286
"49","2015-09-01",52.644382
"50","2015-09-02",52.410126
"51","2015-09-03",52.905666
"52","2015-09-04",51.671322
"53","2015-09-08",52.79755
"54","2015-09-09",52.482204
"55","2015-09-10",52.923687
"56","2015-09-11",52.932697
"57","2015-09-14",53.680511
"58","2015-09-15",53.770611
"59","2015-09-16",52.968735
"60","2015-09-17",52.013695
"61","2015-09-18",50.1847
"62","2015-09-21",50.328857
"63","2015-09-22",48.598972
"64","2015-09-23",47.562843
"65","2015-09-24",47.130371
"66","2015-09-25",46.806019
"67","2015-09-28",45.022076
"68","2015-09-29",45.562664
"69","2015-09-30",46.346519
"70","2015-10-01",46.851067
"71","2015-10-02",47.761059
"72","2015-10-05",48.74313
"73","2015-10-06",48.932335
"74","2015-10-07",48.707092
"75","2015-10-08",48.824219
"76","2015-10-09",51.869537
"77","2015-10-12",50.752319
"78","2015-10-13",50.040543
"79","2015-10-14",50.238762
"80","2015-10-15",50.464005
"81","2015-10-16",50.265789
"82","2015-10-19",48.896297
"83","2015-10-20",48.436794
"84","2015-10-21",47.364628
"85","2015-10-22",47.301559
"86","2015-10-23",48.085415
"87","2015-10-26",47.986305
"88","2015-10-27",47.815117
"89","2015-10-28",49.022434
"90","2015-10-29",48.707092
"91","2015-10-30",48.436794
"92","2015-11-02",48.74313
"93","2015-11-03",47.950264
"94","2015-11-04",47.977295
"95","2015-11-05",46.292458
"96","2015-11-06",48.346699
"97","2015-11-09",46.760971
"98","2015-11-10",46.24741
"99","2015-11-11",46.454636
"100","2015-11-12",44.391388
"101","2015-11-13",43.74268
"102","2015-11-16",43.184071
"103","2015-11-17",43.021893
"104","2015-11-18",44.661682
"105","2015-11-19",45.211281
"106","2015-11-20",45.148212
"107","2015-11-23",45.409496
"108","2015-11-24",45.499596
"109","2015-11-25",45.30138
"110","2015-11-27",45.418507
"111","2015-11-30",45.616722
"112","2015-12-01",45.968105
"113","2015-12-02",45.382465
"114","2015-12-03",45.526623
"115","2015-12-04",45.427517
"116","2015-12-07",44.112083
"117","2015-12-08",43.247139
"118","2015-12-09",43.292187
"119","2015-12-10",42.265068
"120","2015-12-11",41.228939
"121","2015-12-14",39.778358
"122","2015-12-15",39.255791
"123","2015-12-16",40.472115
"124","2015-12-17",40.427067
"125","2015-12-18",39.7243
"126","2015-12-21",40.075684
"127","2015-12-22",39.679249
"128","2015-12-23",41.003693
"129","2015-12-24",41.003693
"130","2015-12-28",41.111813
"131","2015-12-29",41.328049
"132","2015-12-30",41.228939
"133","2015-12-31",41.102802
"134","2016-01-04",41.012703
"135","2016-01-05",40.985676
"136","2016-01-06",39.850437
"137","2016-01-07",39.454006
"138","2016-01-08",37.778179
"139","2016-01-11",35.823048
"140","2016-01-12",34.552662
"141","2016-01-13",34.201279
"142","2016-01-14",34.687809
"143","2016-01-15",33.381386
"144","2016-01-19",32.849808
"145","2016-01-20",32.480404
"146","2016-01-21",32.804756
"147","2016-01-22",34.003063
"148","2016-01-25",28.930534
"149","2016-01-26",28.903505
"150","2016-01-27",29.372015
"151","2016-01-28",28.516083
"152","2016-01-29",31.786648
"153","2016-02-01",31.543383
"154","2016-02-02",30.056763
"155","2016-02-03",30.011713
"156","2016-02-04",31.020813
"157","2016-02-05",30.092802
"158","2016-02-08",29.002613
"159","2016-02-09",29.453104
"160","2016-02-10",28.245789
"161","2016-02-11",26.975403
"162","2016-02-12",27.957474
"163","2016-02-16",28.389946
"164","2016-02-17",29.471123
"165","2016-02-18",29.489143
"166","2016-02-19",28.434994
"167","2016-02-22",29.14677
"168","2016-02-23",29.353996
"169","2016-02-24",29.110731
"170","2016-02-25",29.209839
"171","2016-02-26",30.236958
"172","2016-02-29",30.426165
"173","2016-03-01",31.894766
"174","2016-03-02",33.246239
"175","2016-03-03",33.949005
"176","2016-03-04",33.120102
"177","2016-03-07",32.651588
"178","2016-03-08",31.858727
"179","2016-03-09",32.074963
"180","2016-03-10",31.570412
"181","2016-03-11",33.300297
"182","2016-03-14",34.255337
"183","2016-03-15",33.354355
"184","2016-03-16",34.22831
"185","2016-03-17",35.489685
"186","2016-03-18",35.525723
"187","2016-03-21",36.13839
"188","2016-03-22",36.210468
"189","2016-03-23",35.318497
"190","2016-03-24",34.71484
"191","2016-03-28",34.651772
"192","2016-03-29",35.102261
"193","2016-03-30",34.462563
"194","2016-03-31",35.165329
"195","2016-04-01",35.318497
"196","2016-04-04",34.093163
"197","2016-04-05",32.858814
"198","2016-04-06",33.65168
"199","2016-04-07",33.336338
"200","2016-04-08",33.507523
"201","2016-04-11",33.543564
"202","2016-04-12",34.183258
"203","2016-04-13",35.237408
"204","2016-04-14",34.516624
"205","2016-04-15",34.795929
"206","2016-04-18",35.147312
"207","2016-04-19",35.850075
"208","2016-04-20",35.633842
"209","2016-04-21",35.507702
"210","2016-04-22",36.706009
"211","2016-04-25",35.805027
"212","2016-04-26",36.760067
"213","2016-04-27",37.507885
"214","2016-04-28",37.616001
"215","2016-04-29",37.7061
"216","2016-05-02",37.22858
"217","2016-05-03",35.976215
"218","2016-05-04",35.102261
"219","2016-05-05",36.210468
"220","2016-05-06",36.850166
"221","2016-05-09",37.453823
"222","2016-05-10",38.228668
"223","2016-05-11",38.544014
"224","2016-05-12",38.300747
"225","2016-05-13",38.345798
"226","2016-05-16",39.630001
"227","2016-05-17",37.970001
"228","2016-05-18",37.400002
"229","2016-05-19",37
"230","2016-05-20",37.900002
"231","2016-05-23",38.049999
"232","2016-05-24",38.689999
"233","2016-05-25",39.400002
"234","2016-05-26",39.32
"235","2016-05-27",39.779999
"236","2016-05-31",39.610001
"237","2016-06-01",39.59
"238","2016-06-02",39.869999
"239","2016-06-03",39.740002
"240","2016-06-06",40.240002
"241","2016-06-07",40.16
"242","2016-06-08",40.470001
"243","2016-06-09",40.299999
"244","2016-06-10",39
"245","2016-06-13",37.970001
"246","2016-06-14",37.84
"247","2016-06-15",38.369999
"248","2016-06-16",38.939999
"249","2016-06-17",39.73
"250","2016-06-20",40.75
"251","2016-06-21",40.900002
"252","2016-06-22",40.459999
"253","2016-06-23",41.509998
"254","2016-06-24",38.59
"255","2016-06-27",35.869999
"256","2016-06-28",37.27
"257","2016-06-29",37.98
"258","2016-06-30",38.869999
"259","2016-07-01",39.049999
"260","2016-07-05",37.040001
"261","2016-07-06",37.419998
"262","2016-07-07",37.16
"263","2016-07-08",38.549999
"264","2016-07-11",38.869999
"265","2016-07-12",39.740002
"266","2016-07-13",39.610001
"267","2016-07-14",40.209999
"268","2016-07-15",42.509998
"269","2016-07-18",43.25
"270","2016-07-19",42.919998
"271","2016-07-20",43.580002
"272","2016-07-21",43.290001
"273","2016-07-22",43.130001
"274","2016-07-25",42.84
"275","2016-07-26",43.630001
"276","2016-07-27",43.240002
"277","2016-07-28",42.77
"278","2016-07-29",42.91
"279","2016-08-01",41.919998
"280","2016-08-02",41.009998
"281","2016-08-03",41.950001
"282","2016-08-04",43.720001
"283","2016-08-05",44.080002
"284","2016-08-08",44.009998
"285","2016-08-09",43.830002
"286","2016-08-10",43.860001
"287","2016-08-11",45.27
"288","2016-08-12",44.470001
"289","2016-08-15",44
"290","2016-08-16",44.860001
"291","2016-08-17",45.490002
"292","2016-08-18",45.57
"293","2016-08-19",45.41
"294","2016-08-22",44.349998
"295","2016-08-23",44.68
"296","2016-08-24",44.470001
"297","2016-08-25",47.07
"298","2016-08-26",48.049999
"299","2016-08-29",48.59
"300","2016-08-30",48.540001
"301","2016-08-31",47.900002
"302","2016-09-01",48.509998
"303","2016-09-02",48.549999
"304","2016-09-06",48.830002
"305","2016-09-07",49.080002
"306","2016-09-08",48.189999
"307","2016-09-09",46.490002
"308","2016-09-12",47.290001
"309","2016-09-13",46.560001
"310","2016-09-14",45.970001
"311","2016-09-15",46.529999
"312","2016-09-16",47.720001
"313","2016-09-19",47.669998
"314","2016-09-20",47.240002
"315","2016-09-21",48.290001
"316","2016-09-22",48.360001
"317","2016-09-23",48.400002
"318","2016-09-26",47.689999
"319","2016-09-27",47.599998
"320","2016-09-28",47.740002
"321","2016-09-29",47.310001
"322","2016-09-30",48.48
"323","2016-10-03",48.209999
"324","2016-10-04",47.869999
"325","2016-10-05",46.540001
"326","2016-10-06",47.450001
"327","2016-10-07",46.5
"328","2016-10-10",46.98
"329","2016-10-11",45.66
"330","2016-10-12",46
"331","2016-10-13",45.049999
"332","2016-10-14",46.709999
"333","2016-10-17",47.59
"334","2016-10-18",47.799999
"335","2016-10-19",48.650002
"336","2016-10-20",46.91
"337","2016-10-21",46.439999
"338","2016-10-24",47.209999
"339","2016-10-25",46.959999
"340","2016-10-26",46.950001
"341","2016-10-27",46.330002
"342","2016-10-28",46.16
"343","2016-10-31",46.189999
"344","2016-11-01",45.310001
"345","2016-11-02",45.830002
"346","2016-11-03",45.619999
"347","2016-11-04",46.349998
"348","2016-11-07",45.27
"349","2016-11-08",45.689999
"350","2016-11-09",47.689999
"351","2016-11-10",48.380001
"352","2016-11-11",47.950001
"353","2016-11-14",49.419998
"354","2016-11-15",49.650002
"355","2016-11-16",50.040001
"356","2016-11-17",49.779999
"357","2016-11-18",50.27
"358","2016-11-21",50.459999
"359","2016-11-22",50.73
"360","2016-11-23",50.860001
"361","2016-11-25",51.110001
"362","2016-11-28",50.919998
"363","2016-11-29",50.889999
"364","2016-11-30",51.200001
"365","2016-12-01",50.919998
