"","date","APEX"
"1","2007-01-03",1275.900024
"2","2007-01-04",1318.199951
"3","2007-01-05",1284.599976
"4","2007-01-08",1285.800049
"5","2007-01-09",1288.5
"6","2007-01-10",1299.900024
"7","2007-01-11",1346.400024
"8","2007-01-12",1380
"9","2007-01-16",1355.699951
"10","2007-01-17",1329.900024
"11","2007-01-18",1311.900024
"12","2007-01-19",1298.400024
"13","2007-01-22",1344
"14","2007-01-23",1316.699951
"15","2007-01-24",1332.300049
"16","2007-01-25",1308
"17","2007-01-26",1292.400024
"18","2007-01-29",1307.699951
"19","2007-01-30",1295.099976
"20","2007-01-31",1296.300049
"21","2007-02-01",1294.199951
"22","2007-02-02",1325.099976
"23","2007-02-05",1308.599976
"24","2007-02-06",1309.199951
"25","2007-02-07",1313.699951
"26","2007-02-08",1319.699951
"27","2007-02-09",1305
"28","2007-02-12",1319.699951
"29","2007-02-13",1334.699951
"30","2007-02-14",1326
"31","2007-02-15",1323.599976
"32","2007-02-16",1319.699951
"33","2007-02-20",1360.800049
"34","2007-02-21",1348.199951
"35","2007-02-22",1371.900024
"36","2007-02-23",1369.199951
"37","2007-02-26",1405.5
"38","2007-02-27",1320.900024
"39","2007-02-28",1314
"40","2007-03-01",1304.099976
"41","2007-03-02",1273.199951
"42","2007-03-05",1236
"43","2007-03-06",1251.599976
"44","2007-03-07",1252.199951
"45","2007-03-08",1266.900024
"46","2007-03-09",1270.199951
"47","2007-03-12",1275.599976
"48","2007-03-13",1241.099976
"49","2007-03-14",1263
"50","2007-03-15",1267.199951
"51","2007-03-16",1269.599976
"52","2007-03-19",1277.699951
"53","2007-03-20",1308
"54","2007-03-21",1343.400024
"55","2007-03-22",1352.699951
"56","2007-03-23",1352.099976
"57","2007-03-26",1349.400024
"58","2007-03-27",1319.699951
"59","2007-03-28",1309.5
"60","2007-03-29",1302.599976
"61","2007-03-30",1291.800049
"62","2007-04-02",1299
"63","2007-04-03",1345.5
"64","2007-04-04",1295.699951
"65","2007-04-05",1313.099976
"66","2007-04-09",1297.199951
"67","2007-04-10",1301.400024
"68","2007-04-11",1325.400024
"69","2007-04-12",1337.400024
"70","2007-04-13",1328.400024
"71","2007-04-16",1362.900024
"72","2007-04-17",1348.800049
"73","2007-04-18",1395.300049
"74","2007-04-19",1365.599976
"75","2007-04-20",1385.699951
"76","2007-04-23",1391.099976
"77","2007-04-24",1391.400024
"78","2007-04-25",1396.5
"79","2007-04-26",1403.699951
"80","2007-04-27",1404
"81","2007-04-30",1377.599976
"82","2007-05-01",1353.900024
"83","2007-05-02",1401.599976
"84","2007-05-03",1387.800049
"85","2007-05-04",1408.5
"86","2007-05-07",1386
"87","2007-05-08",1376.699951
"88","2007-05-09",1393.5
"89","2007-05-10",1347.900024
"90","2007-05-11",1356
"91","2007-05-14",1358.699951
"92","2007-05-15",1345.199951
"93","2007-05-16",1344.300049
"94","2007-05-17",1362.900024
"95","2007-05-18",1352.400024
"96","2007-05-21",1365.300049
"97","2007-05-22",1373.400024
"98","2007-05-23",1367.400024
"99","2007-05-24",1373.699951
"100","2007-05-25",1377
"101","2007-05-29",1386.599976
"102","2007-05-30",1414.5
"103","2007-05-31",1404.300049
"104","2007-06-01",1448.400024
"105","2007-06-04",1418.400024
"106","2007-06-05",1402.5
"107","2007-06-06",1386
"108","2007-06-07",1393.5
"109","2007-06-08",1455
"110","2007-06-11",1416.900024
"111","2007-06-12",1400.699951
"112","2007-06-13",1420.199951
"113","2007-06-14",1348.5
"114","2007-06-15",1293.300049
"115","2007-06-18",1301.699951
"116","2007-06-19",1296.599976
"117","2007-06-20",1203.900024
"118","2007-06-21",1125.300049
"119","2007-06-22",1128.599976
"120","2007-06-25",1095
"121","2007-06-26",1082.699951
"122","2007-06-27",1083
"123","2007-06-28",1085.400024
"124","2007-06-29",1096.199951
"125","2007-07-02",1080.900024
"126","2007-07-03",1098
"127","2007-07-05",1112.099976
"128","2007-07-06",1123.800049
"129","2007-07-09",1131.599976
"130","2007-07-10",1092.900024
"131","2007-07-11",1111.199951
"132","2007-07-12",1159.800049
"133","2007-07-13",1163.699951
"134","2007-07-16",1149.300049
"135","2007-07-17",1120.199951
"136","2007-07-18",1123.800049
"137","2007-07-19",1140
"138","2007-07-20",1112.400024
"139","2007-07-23",1109.099976
"140","2007-07-24",1092
"141","2007-07-25",1080.599976
"142","2007-07-26",1051.5
"143","2007-07-27",1039.800049
"144","2007-07-30",1062
"145","2007-07-31",1058.099976
"146","2007-08-01",1070.099976
"147","2007-08-02",1071.900024
"148","2007-08-03",1035.900024
"149","2007-08-06",1088.699951
"150","2007-08-07",1151.699951
"151","2007-08-08",1231.5
"152","2007-08-09",1218.300049
"153","2007-08-10",1129.5
"154","2007-08-13",1104.900024
"155","2007-08-14",1086.300049
"156","2007-08-15",1101.300049
"157","2007-08-16",1143.599976
"158","2007-08-17",1172.400024
"159","2007-08-20",1174.800049
"160","2007-08-21",1137
"161","2007-08-22",1117.199951
"162","2007-08-23",1103.099976
"163","2007-08-24",1117.199951
"164","2007-08-27",1110
"165","2007-08-28",1117.800049
"166","2007-08-29",1147.199951
"167","2007-08-30",1147.800049
"168","2007-08-31",1140
"169","2007-09-04",1143.900024
"170","2007-09-05",1126.800049
"171","2007-09-06",1125.599976
"172","2007-09-07",1105.199951
"173","2007-09-10",1113.900024
"174","2007-09-11",1143.900024
"175","2007-09-12",1137.300049
"176","2007-09-13",1128.300049
"177","2007-09-14",1140.300049
"178","2007-09-17",1144.800049
"179","2007-09-18",1176
"180","2007-09-19",1168.5
"181","2007-09-20",1120.5
"182","2007-09-21",1135.199951
"183","2007-09-24",1142.699951
"184","2007-09-25",1142.099976
"185","2007-09-26",1138.5
"186","2007-09-27",1165.199951
"187","2007-09-28",1150.800049
"188","2007-10-01",1174.800049
"189","2007-10-02",1174.5
"190","2007-10-03",1145.099976
"191","2007-10-04",1148.699951
"192","2007-10-05",1165.5
"193","2007-10-08",1164
"194","2007-10-09",1169.400024
"195","2007-10-10",1178.400024
"196","2007-10-11",1141.199951
"197","2007-10-12",1141.5
"198","2007-10-15",1116
"199","2007-10-16",1113.900024
"200","2007-10-17",1109.699951
