"","date","GLOB"
"283","2015-08-31",27.200001
"284","2015-09-01",26.200001
"285","2015-09-02",27.040001
"286","2015-09-03",27.67
"287","2015-09-04",27.440001
"288","2015-09-08",28.719999
"289","2015-09-09",28.65
"290","2015-09-10",29.290001
"291","2015-09-11",29.6
"292","2015-09-14",29.879999
"293","2015-09-15",31.23
"294","2015-09-16",31.870001
"295","2015-09-17",32.98
"296","2015-09-18",32.709999
"297","2015-09-21",32.299999
"298","2015-09-22",31.959999
"299","2015-09-23",33.490002
"300","2015-09-24",32.59
"301","2015-09-25",31.790001
"302","2015-09-28",30.48
"303","2015-09-29",30.43
"304","2015-09-30",30.59
"305","2015-10-01",29.969999
"306","2015-10-02",30.91
"307","2015-10-05",31.65
"308","2015-10-06",31.82
"309","2015-10-07",31.110001
"310","2015-10-08",31.15
"311","2015-10-09",31.92
"312","2015-10-12",32.060001
"313","2015-10-13",31.700001
"314","2015-10-14",31.48
"315","2015-10-15",33.689999
"316","2015-10-16",34.779999
"317","2015-10-19",34.990002
"318","2015-10-20",33.57
"319","2015-10-21",32.990002
"320","2015-10-22",33.360001
"321","2015-10-23",34.060001
"322","2015-10-26",33.73
"323","2015-10-27",33.599998
"324","2015-10-28",34.52
"325","2015-10-29",34.150002
"326","2015-10-30",34.57
"327","2015-11-02",34.110001
"328","2015-11-03",34.029999
"329","2015-11-04",35.34
"330","2015-11-05",34.240002
"331","2015-11-06",35.080002
"332","2015-11-09",34.200001
"333","2015-11-10",34.18
"334","2015-11-11",34.209999
"335","2015-11-12",34.209999
"336","2015-11-13",34.049999
"337","2015-11-16",34.849998
"338","2015-11-17",37.939999
"339","2015-11-18",36.240002
"340","2015-11-19",36.09
"341","2015-11-20",36.950001
"342","2015-11-23",37.450001
"343","2015-11-24",36.400002
"344","2015-11-25",35.689999
"345","2015-11-27",36.220001
"346","2015-11-30",35.16
"347","2015-12-01",35.009998
"348","2015-12-02",35
"349","2015-12-03",35.049999
"350","2015-12-04",35.919998
"351","2015-12-07",36.189999
"352","2015-12-08",36.990002
"353","2015-12-09",36.700001
"354","2015-12-10",36.959999
"355","2015-12-11",35.200001
"356","2015-12-14",35.169998
"357","2015-12-15",35.349998
"358","2015-12-16",36.02
"359","2015-12-17",37.799999
"360","2015-12-18",35.66
"361","2015-12-21",35.169998
"362","2015-12-22",34.189999
"363","2015-12-23",33.599998
"364","2015-12-24",34.709999
"365","2015-12-28",36.32
"366","2015-12-29",37.59
"367","2015-12-30",37.549999
"368","2015-12-31",37.509998
"369","2016-01-04",36.779999
"370","2016-01-05",37.540001
"371","2016-01-06",37.689999
"372","2016-01-07",36.299999
"373","2016-01-08",35.509998
"374","2016-01-11",33.349998
"375","2016-01-12",33.599998
"376","2016-01-13",32.299999
"377","2016-01-14",32.41
"378","2016-01-15",31.99
"379","2016-01-19",31.51
"380","2016-01-20",31.030001
"381","2016-01-21",31.32
"382","2016-01-22",31.65
"383","2016-01-25",30.620001
"384","2016-01-26",29.629999
"385","2016-01-27",29.23
"386","2016-01-28",29.48
"387","2016-01-29",30.42
"388","2016-02-01",31.030001
"389","2016-02-02",30.049999
"390","2016-02-03",28.639999
"391","2016-02-04",29.18
"392","2016-02-05",26.24
"393","2016-02-08",23.5
"394","2016-02-09",23.32
"395","2016-02-10",23.889999
"396","2016-02-11",23.52
"397","2016-02-12",23.129999
"398","2016-02-16",25.030001
"399","2016-02-17",25.66
"400","2016-02-18",26.23
"401","2016-02-19",28.110001
"402","2016-02-22",29.24
"403","2016-02-23",29.01
"404","2016-02-24",29.690001
"405","2016-02-25",30.85
"406","2016-02-26",31.379999
"407","2016-02-29",30.85
"408","2016-03-01",31.9
"409","2016-03-02",30.200001
"410","2016-03-03",29.940001
"411","2016-03-04",30.5
"412","2016-03-07",30.360001
"413","2016-03-08",29.35
"414","2016-03-09",29.18
"415","2016-03-10",28.719999
"416","2016-03-11",28.98
"417","2016-03-14",29.99
"418","2016-03-15",31.139999
"419","2016-03-16",30.76
"420","2016-03-17",31.35
"421","2016-03-18",31.870001
"422","2016-03-21",30.99
"423","2016-03-22",30.67
"424","2016-03-23",29.92
"425","2016-03-24",29.09
"426","2016-03-28",29.67
"427","2016-03-29",31.43
"428","2016-03-30",30.98
"429","2016-03-31",30.860001
"430","2016-04-01",31.82
"431","2016-04-04",32.330002
"432","2016-04-05",32.43
"433","2016-04-06",32.27
"434","2016-04-07",31.17
"435","2016-04-08",31.209999
"436","2016-04-11",31.4
"437","2016-04-12",30.85
"438","2016-04-13",32.970001
"439","2016-04-14",33.52
"440","2016-04-15",33.970001
"441","2016-04-18",34.009998
"442","2016-04-19",33.310001
"443","2016-04-20",33.970001
"444","2016-04-21",34.5
"445","2016-04-22",35.740002
"446","2016-04-25",34.849998
"447","2016-04-26",35.709999
"448","2016-04-27",35.25
"449","2016-04-28",34.66
"450","2016-04-29",35.490002
"451","2016-05-02",35.139999
"452","2016-05-03",34.310001
"453","2016-05-04",34.400002
"454","2016-05-05",34.799999
"455","2016-05-06",35.32
"456","2016-05-09",36.060001
"457","2016-05-10",38.200001
"458","2016-05-11",38.349998
"459","2016-05-12",39.580002
"460","2016-05-13",38.080002
"461","2016-05-16",37.950001
"462","2016-05-17",36.970001
"463","2016-05-18",37.240002
"464","2016-05-19",37.290001
"465","2016-05-20",37.610001
"466","2016-05-23",38.43
"467","2016-05-24",38.349998
"468","2016-05-25",37.869999
"469","2016-05-26",38.110001
"470","2016-05-27",38.740002
"471","2016-05-31",40.139999
"472","2016-06-01",39.009998
"473","2016-06-02",38.759998
"474","2016-06-03",38.34
"475","2016-06-06",38.830002
"476","2016-06-07",40.380001
"477","2016-06-08",40.07
"478","2016-06-09",39.41
"479","2016-06-10",38.66
"480","2016-06-13",38.849998
"481","2016-06-14",39.639999
"482","2016-06-15",39.599998
"483","2016-06-16",39.669998
"484","2016-06-17",39.060001
"485","2016-06-20",39.959999
"486","2016-06-21",39.830002
"487","2016-06-22",39.700001
"488","2016-06-23",40.139999
"489","2016-06-24",38
"490","2016-06-27",37.02
"491","2016-06-28",37.5
"492","2016-06-29",39.259998
"493","2016-06-30",39.349998
"494","2016-07-01",39.400002
"495","2016-07-05",39.540001
"496","2016-07-06",39.549999
"497","2016-07-07",39.279999
"498","2016-07-08",40.029999
"499","2016-07-11",40.119999
"500","2016-07-12",41.34
"501","2016-07-13",42.52
"502","2016-07-14",42.02
"503","2016-07-15",41.139999
"504","2016-07-18",40.66
"505","2016-07-19",40.029999
"506","2016-07-20",40.720001
"507","2016-07-21",39.439999
"508","2016-07-22",40.200001
"509","2016-07-25",40.59
"510","2016-07-26",40.939999
"511","2016-07-27",41.369999
"512","2016-07-28",42.099998
"513","2016-07-29",42.189999
"514","2016-08-01",43.099998
"515","2016-08-02",43.27
"516","2016-08-03",43.380001
"517","2016-08-04",42.599998
"518","2016-08-05",43.07
"519","2016-08-08",43.82
"520","2016-08-09",43.02
"521","2016-08-10",42.330002
"522","2016-08-11",43.91
"523","2016-08-12",42.299999
"524","2016-08-15",41.130001
"525","2016-08-16",40.240002
"526","2016-08-17",41.209999
"527","2016-08-18",41
"528","2016-08-19",40.639999
"529","2016-08-22",40.16
"530","2016-08-23",40.380001
"531","2016-08-24",40.259998
"532","2016-08-25",39.279999
"533","2016-08-26",39.369999
"534","2016-08-29",38.419998
"535","2016-08-30",38.990002
"536","2016-08-31",39.049999
"537","2016-09-01",39.380001
"538","2016-09-02",40.189999
"539","2016-09-06",39.950001
"540","2016-09-07",40.009998
"541","2016-09-08",39.41
"542","2016-09-09",38.990002
"543","2016-09-12",39.580002
"544","2016-09-13",39.34
"545","2016-09-14",40.639999
"546","2016-09-15",41.84
"547","2016-09-16",40
"548","2016-09-19",40.07
"549","2016-09-20",40.119999
"550","2016-09-21",41.119999
"551","2016-09-22",41.400002
"552","2016-09-23",41.880001
"553","2016-09-26",40.400002
"554","2016-09-27",40.619999
"555","2016-09-28",41.740002
"556","2016-09-29",41.130001
"557","2016-09-30",42.119999
"558","2016-10-03",42.34
"559","2016-10-04",43.139999
"560","2016-10-05",44.259998
"561","2016-10-06",43.98
"562","2016-10-07",43.990002
"563","2016-10-10",44.869999
"564","2016-10-11",43.919998
"565","2016-10-12",43.98
"566","2016-10-13",43.5
"567","2016-10-14",43.689999
"568","2016-10-17",43.66
"569","2016-10-18",44.34
"570","2016-10-19",44.759998
"571","2016-10-20",44.27
"572","2016-10-21",44.25
"573","2016-10-24",47.130001
"574","2016-10-25",46.389999
"575","2016-10-26",45.470001
"576","2016-10-27",44.029999
"577","2016-10-28",43.700001
"578","2016-10-31",43.5
"579","2016-11-01",42.77
"580","2016-11-02",41.360001
"581","2016-11-03",41.900002
"582","2016-11-04",41.790001
"583","2016-11-07",43.169998
"584","2016-11-08",43.009998
"585","2016-11-09",44.080002
"586","2016-11-10",43.369999
"587","2016-11-11",44.509998
"588","2016-11-14",45.490002
"589","2016-11-15",40.52
"590","2016-11-16",38.799999
"591","2016-11-17",38.959999
"592","2016-11-18",38.43
"593","2016-11-21",37.740002
"594","2016-11-22",37.580002
"595","2016-11-23",36.400002
"596","2016-11-25",36.32
"597","2016-11-28",36.349998
"598","2016-11-29",35.389999
"599","2016-11-30",34.259998
"600","2016-12-01",33.200001
"601","2016-12-02",33
"602","2016-12-05",32.889999
"603","2016-12-06",32.450001
"604","2016-12-07",32.490002
"605","2016-12-08",33.369999
"606","2016-12-09",33.330002
"607","2016-12-12",32.830002
"608","2016-12-13",33.5
"609","2016-12-14",33.560001
"610","2016-12-15",33.740002
"611","2016-12-16",33.619999
"612","2016-12-19",33.639999
"613","2016-12-20",33.790001
"614","2016-12-21",33.450001
"615","2016-12-22",32.610001
"616","2016-12-23",32.580002
"617","2016-12-27",32.91
"618","2016-12-28",32.360001
"619","2016-12-29",32.709999
"620","2016-12-30",33.349998
"621","2017-01-03",32.990002
"622","2017-01-04",32.919998
"623","2017-01-05",32.439999
"624","2017-01-06",32.150002
"625","2017-01-09",31.68
"626","2017-01-10",31.41
"627","2017-01-11",30.959999
"628","2017-01-12",32.919998
"629","2017-01-13",34.509998
"630","2017-01-17",34.490002
"631","2017-01-18",34.900002
"632","2017-01-19",34.860001
"633","2017-01-20",34.689999
"634","2017-01-23",34.060001
"635","2017-01-24",34.330002
"636","2017-01-25",35.299999
"637","2017-01-26",35.080002
"638","2017-01-27",34.02
"639","2017-01-30",33.860001
"640","2017-01-31",33.150002
"641","2017-02-01",32.77
"642","2017-02-02",32.299999
"643","2017-02-03",33.43
"644","2017-02-06",33.209999
"645","2017-02-07",33.310001
"646","2017-02-08",33.310001
"647","2017-02-09",33.66
"648","2017-02-10",34.66
"649","2017-02-13",34.57
"650","2017-02-14",34.779999
"651","2017-02-15",35.509998
"652","2017-02-16",35.959999
"653","2017-02-17",34.52
"654","2017-02-21",35.630001
"655","2017-02-22",36.490002
"656","2017-02-23",37.040001
"657","2017-02-24",37.150002
"658","2017-02-27",36.959999
"659","2017-02-28",36.299999
"660","2017-03-01",37.310001
"661","2017-03-02",36.740002
"662","2017-03-03",36.400002
"663","2017-03-06",36.150002
"664","2017-03-07",35.540001
"665","2017-03-08",36.299999
"666","2017-03-09",36.619999
"667","2017-03-10",36.759998
"668","2017-03-13",36.59
"669","2017-03-14",36.189999
"670","2017-03-15",36.07
"671","2017-03-16",35.889999
"672","2017-03-17",35.779999
"673","2017-03-20",35.77
"674","2017-03-21",34.66
"675","2017-03-22",34.91
"676","2017-03-23",35.310001
"677","2017-03-24",36.110001
"678","2017-03-27",36.209999
"679","2017-03-28",36.799999
"680","2017-03-29",36.400002
"681","2017-03-30",36.400002
"682","2017-03-31",36.400002
"683","2017-04-03",36.09
"684","2017-04-04",35.650002
"685","2017-04-05",34.619999
"686","2017-04-06",34.07
"687","2017-04-07",33.990002
"688","2017-04-10",33.830002
"689","2017-04-11",33.98
"690","2017-04-12",33.950001
"691","2017-04-13",33.830002
"692","2017-04-17",34.09
"693","2017-04-18",34.169998
"694","2017-04-19",35.09
"695","2017-04-20",35.080002
"696","2017-04-21",34.959999
"697","2017-04-24",35.439999
"698","2017-04-25",35.549999
"699","2017-04-26",36.529999
"700","2017-04-27",37.040001
"701","2017-04-28",37.889999
"702","2017-05-01",37.529999
"703","2017-05-02",37.290001
"704","2017-05-03",37.139999
"705","2017-05-04",37.139999
"706","2017-05-05",37.41
"707","2017-05-08",37.040001
"708","2017-05-09",37.349998
"709","2017-05-10",37.439999
"710","2017-05-11",37.029999
"711","2017-05-12",36.990002
"712","2017-05-15",37.490002
"713","2017-05-16",38.310001
"714","2017-05-17",37.75
"715","2017-05-18",37.27
"716","2017-05-19",38.900002
"717","2017-05-22",37.299999
"718","2017-05-23",37
"719","2017-05-24",38.209999
"720","2017-05-25",39.599998
"721","2017-05-26",39.860001
"722","2017-05-30",38.689999
"723","2017-05-31",39.16
"724","2017-06-01",40.98
"725","2017-06-02",41.380001
"726","2017-06-05",41.23
"727","2017-06-06",42.810001
"728","2017-06-07",42.759998
"729","2017-06-08",43.939999
"730","2017-06-09",43.330002
"731","2017-06-12",42.32
"732","2017-06-13",42.299999
"733","2017-06-14",42.16
"734","2017-06-15",42.029999
"735","2017-06-16",41.630001
"736","2017-06-19",42.540001
"737","2017-06-20",42.990002
"738","2017-06-21",43.290001
"739","2017-06-22",43.25
"740","2017-06-23",43.209999
"741","2017-06-26",43.709999
"742","2017-06-27",42.389999
"743","2017-06-28",43.150002
"744","2017-06-29",42.939999
"745","2017-06-30",43.439999
"746","2017-07-03",42.509998
"747","2017-07-05",43.23
"748","2017-07-06",42.810001
"749","2017-07-07",40.849998
"750","2017-07-10",40.299999
"751","2017-07-11",41.049999
"752","2017-07-12",41.59
"753","2017-07-13",41.450001
"754","2017-07-14",43.18
"755","2017-07-17",42.790001
"756","2017-07-18",43.080002
"757","2017-07-19",44.290001
"758","2017-07-20",44.509998
"759","2017-07-21",45.349998
"760","2017-07-24",45.689999
"761","2017-07-25",46.610001
"762","2017-07-26",47.34
"763","2017-07-27",45.25
"764","2017-07-28",45.73
"765","2017-07-31",45.970001
"766","2017-08-01",46.240002
"767","2017-08-02",43.439999
"768","2017-08-03",43.470001
"769","2017-08-04",43.73
"770","2017-08-07",43.419998
"771","2017-08-08",43.220001
"772","2017-08-09",43.369999
"773","2017-08-10",42.919998
"774","2017-08-11",42.959999
"775","2017-08-14",43.68
"776","2017-08-15",42.450001
"777","2017-08-16",42.900002
"778","2017-08-17",42.259998
"779","2017-08-18",39.560001
"780","2017-08-21",38.91
"781","2017-08-22",39.23
"782","2017-08-23",39.220001
"783","2017-08-24",39.48
"784","2017-08-25",39.48
"785","2017-08-28",38.810001
"786","2017-08-29",38.490002
"787","2017-08-30",38.490002
"788","2017-08-31",38.889999
"789","2017-09-01",38.689999
"790","2017-09-05",37.75
"791","2017-09-06",37.599998
"792","2017-09-07",37.07
"793","2017-09-08",37.84
"794","2017-09-11",38.82
"795","2017-09-12",38.75
"796","2017-09-13",39
"797","2017-09-14",38.849998
"798","2017-09-15",38.849998
"799","2017-09-18",39
"800","2017-09-19",37.93
"801","2017-09-20",37.790001
"802","2017-09-21",38.450001
"803","2017-09-22",38.34
"804","2017-09-25",38.529999
"805","2017-09-26",38.16
"806","2017-09-27",38.990002
"807","2017-09-28",39.700001
"808","2017-09-29",40.07
"809","2017-10-02",41.299999
"810","2017-10-03",40.970001
"811","2017-10-04",41.200001
"812","2017-10-05",41.049999
"813","2017-10-06",41.099998
"814","2017-10-09",41.52
"815","2017-10-10",41.48
"816","2017-10-11",41.900002
"817","2017-10-12",42.450001
"818","2017-10-13",42
"819","2017-10-16",41.200001
"820","2017-10-17",42.02
"821","2017-10-18",41.860001
"822","2017-10-19",40.599998
"823","2017-10-20",40.709999
"824","2017-10-23",40.389999
"825","2017-10-24",39.919998
"826","2017-10-25",38.349998
"827","2017-10-26",38.130001
"828","2017-10-27",37.799999
"829","2017-10-30",37.470001
"830","2017-10-31",37.720001
"831","2017-11-01",36.91
"832","2017-11-02",36.25
"833","2017-11-03",36.599998
"834","2017-11-06",37.220001
"835","2017-11-07",35.880001
"836","2017-11-08",36.060001
"837","2017-11-09",36.299999
"838","2017-11-10",35.939999
"839","2017-11-13",35.689999
"840","2017-11-14",35.290001
"841","2017-11-15",35.150002
"842","2017-11-16",35.810001
"843","2017-11-17",40.580002
"844","2017-11-20",40.740002
"845","2017-11-21",40.75
"846","2017-11-22",40.25
"847","2017-11-24",41.439999
"848","2017-11-27",39.720001
"849","2017-11-28",40.09
"850","2017-11-29",39.919998
"851","2017-11-30",40
"852","2017-12-01",39.310001
"853","2017-12-04",38.110001
"854","2017-12-05",38.669998
"855","2017-12-06",39.07
"856","2017-12-07",39.169998
"857","2017-12-08",39.110001
"858","2017-12-11",40.75
"859","2017-12-12",40.779999
"860","2017-12-13",41.91
"861","2017-12-14",41.619999
"862","2017-12-15",42.369999
"863","2017-12-18",43.169998
"864","2017-12-19",44.360001
"865","2017-12-20",44.799999
"866","2017-12-21",44.5
"867","2017-12-22",44.990002
"868","2017-12-26",44.799999
"869","2017-12-27",45.279999
"870","2017-12-28",45.689999
"871","2017-12-29",46.459999
"872","2018-01-02",45.119999
"873","2018-01-03",44.970001
"874","2018-01-04",45.360001
"875","2018-01-05",45.419998
"876","2018-01-08",46.41
"877","2018-01-09",46.799999
"878","2018-01-10",46.73
"879","2018-01-11",47.299999
"880","2018-01-12",47.279999
"881","2018-01-16",48.139999
"882","2018-01-17",46.77
"883","2018-01-18",46.950001
"884","2018-01-19",48.27
"885","2018-01-22",47.619999
"886","2018-01-23",48.09
"887","2018-01-24",47.889999
"888","2018-01-25",45.880001
"889","2018-01-26",46.75
"890","2018-01-29",46.169998
"891","2018-01-30",45.380001
"892","2018-01-31",45.439999
"893","2018-02-01",45.23
"894","2018-02-02",44.880001
"895","2018-02-05",43.84
"896","2018-02-06",44.560001
"897","2018-02-07",44.200001
"898","2018-02-08",43.189999
"899","2018-02-09",42.689999
"900","2018-02-12",44.209999
"901","2018-02-13",45.5
"902","2018-02-14",46.380001
"903","2018-02-15",47.139999
"904","2018-02-16",51.389999
"905","2018-02-20",52.450001
"906","2018-02-21",51.630001
"907","2018-02-22",51.5
"908","2018-02-23",52.220001
"909","2018-02-26",51.709999
"910","2018-02-27",51.599998
"911","2018-02-28",52.080002
"912","2018-03-01",52.189999
"913","2018-03-02",52.130001
"914","2018-03-05",52.310001
"915","2018-03-06",52.040001
"916","2018-03-07",52.98
"917","2018-03-08",53.369999
"918","2018-03-09",54.040001
"919","2018-03-12",54.439999
"920","2018-03-13",53.5
"921","2018-03-14",53.049999
"922","2018-03-15",53.130001
"923","2018-03-16",53.290001
"924","2018-03-19",52.02
"925","2018-03-20",53.630001
"926","2018-03-21",53.52
"927","2018-03-22",51.790001
"928","2018-03-23",50.689999
"929","2018-03-26",52.299999
"930","2018-03-27",51.630001
"931","2018-03-28",50.75
"932","2018-03-29",51.540001
"933","2018-04-02",49.939999
"934","2018-04-03",48.830002
"935","2018-04-04",48.18
"936","2018-04-05",48.349998
"937","2018-04-06",47.759998
"938","2018-04-09",45.919998
"939","2018-04-10",45.75
"940","2018-04-11",44.790001
"941","2018-04-12",45.18
"942","2018-04-13",44.77
"943","2018-04-16",44.650002
"944","2018-04-17",45.360001
"945","2018-04-18",44.779999
"946","2018-04-19",44.880001
"947","2018-04-20",44.099998
"948","2018-04-23",44.369999
"949","2018-04-24",43.939999
"950","2018-04-25",44.169998
"951","2018-04-26",45.220001
"952","2018-04-27",44.360001
"953","2018-04-30",45.009998
"954","2018-05-01",44.799999
"955","2018-05-02",45.02
"956","2018-05-03",45.970001
"957","2018-05-04",46
"958","2018-05-07",47.23
"959","2018-05-08",47.689999
"960","2018-05-09",47.360001
"961","2018-05-10",47.5
"962","2018-05-11",51.830002
