"","date","QADA"
"230","2011-11-11",11.95
"231","2011-11-14",11.68
"232","2011-11-15",12.47
"233","2011-11-16",12.07
"234","2011-11-17",11.98
"235","2011-11-18",12.13
"236","2011-11-21",11.66
"237","2011-11-22",12.03
"238","2011-11-23",11.38
"239","2011-11-25",10.67
"240","2011-11-28",11.5
"241","2011-11-29",11.04
"242","2011-11-30",11
"243","2011-12-01",11
"244","2011-12-02",11.29
"245","2011-12-05",11.2
"246","2011-12-06",11.06
"247","2011-12-07",10.93
"248","2011-12-08",10.65
"249","2011-12-09",11.39
"250","2011-12-12",10.94
"251","2011-12-13",10.56
"252","2011-12-14",10.94
"253","2011-12-15",10.9
"254","2011-12-16",10.7
"255","2011-12-19",10.4
"256","2011-12-20",10.85
"257","2011-12-21",10.77
"258","2011-12-22",10.77
"259","2011-12-23",10.62
"260","2011-12-27",10.73
"261","2011-12-28",10.41
"262","2011-12-29",10.51
"263","2011-12-30",10.5
"264","2012-01-03",11.14
"265","2012-01-04",11.02
"266","2012-01-05",11.4
"267","2012-01-06",11.34
"268","2012-01-09",11.46
"269","2012-01-10",11.8
"270","2012-01-11",12.09
"271","2012-01-12",11.92
"272","2012-01-13",11.37
"273","2012-01-17",11.6
"274","2012-01-18",12.11
"275","2012-01-19",12.16
"276","2012-01-20",12.49
"277","2012-01-23",12.54
"278","2012-01-24",12.5
"279","2012-01-25",12.46
"280","2012-01-26",12.59
"281","2012-01-27",13.2
"282","2012-01-30",12.53
"283","2012-01-31",12.93
"284","2012-02-01",13.73
"285","2012-02-02",13.77
"286","2012-02-03",14.15
"287","2012-02-06",13.93
"288","2012-02-07",13.81
"289","2012-02-08",13.99
"290","2012-02-09",13.62
"291","2012-02-10",13.81
"292","2012-02-13",14.12
"293","2012-02-14",13.72
"294","2012-02-15",13.95
"295","2012-02-16",13.96
"296","2012-02-17",13.93
"297","2012-02-21",13.91
"298","2012-02-22",13.81
"299","2012-02-23",14
"300","2012-02-24",14.12
"301","2012-02-27",13.93
"302","2012-02-28",13.99
"303","2012-02-29",13.65
"304","2012-03-01",13.66
"305","2012-03-02",12.5
"306","2012-03-05",12.93
"307","2012-03-06",12.85
"308","2012-03-07",12.85
"309","2012-03-08",13.35
"310","2012-03-09",13.75
"311","2012-03-12",13.69
"312","2012-03-13",14
"313","2012-03-14",13.71
"314","2012-03-15",13.7
"315","2012-03-16",13.85
"316","2012-03-19",13.9
"317","2012-03-20",13.67
"318","2012-03-21",13.73
"319","2012-03-22",13.52
"320","2012-03-23",13.9
"321","2012-03-26",13.55
"322","2012-03-27",13.56
"323","2012-03-28",13.32
"324","2012-03-29",13.19
"325","2012-03-30",13.1
"326","2012-04-02",13.28
"327","2012-04-03",13.04
"328","2012-04-04",12.6
"329","2012-04-05",12.93
"330","2012-04-09",12.33
"331","2012-04-10",12.08
"332","2012-04-11",12.49
"333","2012-04-12",12.26
"334","2012-04-13",12.27
"335","2012-04-16",12.69
"336","2012-04-17",12.82
"337","2012-04-18",12.42
"338","2012-04-19",12.55
"339","2012-04-20",12.7
"340","2012-04-23",12.51
"341","2012-04-24",12.45
"342","2012-04-25",12.61
"343","2012-04-26",12.59
"344","2012-04-27",12.79
"345","2012-04-30",12.35
"346","2012-05-01",12.06
"347","2012-05-02",12.07
"348","2012-05-03",11.95
"349","2012-05-04",11.7
"350","2012-05-07",12.11
"351","2012-05-08",12.22
"352","2012-05-09",12.05
"353","2012-05-10",12.25
"354","2012-05-11",12.3
"355","2012-05-14",12.29
"356","2012-05-15",12
"357","2012-05-16",12.04
"358","2012-05-17",11.6
"359","2012-05-18",11.76
"360","2012-05-21",11.64
"361","2012-05-22",11.53
"362","2012-05-23",11.67
"363","2012-05-24",11.87
"364","2012-05-25",11.87
"365","2012-05-29",12.11
"366","2012-05-30",11.82
"367","2012-05-31",12.39
"368","2012-06-01",11.85
"369","2012-06-04",11.86
"370","2012-06-05",12.48
"371","2012-06-06",12.57
"372","2012-06-07",12.38
"373","2012-06-08",12.23
"374","2012-06-11",12.54
"375","2012-06-12",12.85
"376","2012-06-13",12.56
"377","2012-06-14",13.19
"378","2012-06-15",13.34
"379","2012-06-18",13.29
"380","2012-06-19",13.54
"381","2012-06-20",12.9
"382","2012-06-21",12.77
"383","2012-06-22",14.19
"384","2012-06-25",13.82
"385","2012-06-26",13.84
"386","2012-06-27",14.15
"387","2012-06-28",13.84
"388","2012-06-29",14.22
"389","2012-07-02",14.23
"390","2012-07-03",14
"391","2012-07-05",13.75
"392","2012-07-06",13.67
"393","2012-07-09",13.8
"394","2012-07-10",13.68
"395","2012-07-11",13.93
"396","2012-07-12",13.95
"397","2012-07-13",14.01
"398","2012-07-16",13.88
"399","2012-07-17",14
"400","2012-07-18",13.97
"401","2012-07-19",14.05
"402","2012-07-20",13.87
"403","2012-07-23",13.58
"404","2012-07-24",13.51
"405","2012-07-25",13.31
"406","2012-07-26",13.62
"407","2012-07-27",13.91
"408","2012-07-30",13.85
"409","2012-07-31",13.95
"410","2012-08-01",13.55
"411","2012-08-02",13.67
"412","2012-08-03",13.78
"413","2012-08-06",13.8
"414","2012-08-07",13.79
"415","2012-08-08",13.67
"416","2012-08-09",13.52
"417","2012-08-10",13.3
"418","2012-08-13",13.17
"419","2012-08-14",13.04
"420","2012-08-15",13.09
"421","2012-08-16",13.59
"422","2012-08-17",13.59
"423","2012-08-20",13.53
"424","2012-08-21",13.39
"425","2012-08-22",13.3
"426","2012-08-23",13.35
"427","2012-08-24",13.23
"428","2012-08-27",13.19
"429","2012-08-28",13.18
"430","2012-08-29",12.99
"431","2012-08-30",12.12
"432","2012-08-31",12.25
"433","2012-09-04",12.25
"434","2012-09-05",12.36
"435","2012-09-06",13.66
"436","2012-09-07",13.21
"437","2012-09-10",13.35
"438","2012-09-11",13.39
"439","2012-09-12",13.37
"440","2012-09-13",13.68
"441","2012-09-14",13.94
"442","2012-09-17",13.63
"443","2012-09-18",13.48
"444","2012-09-19",13.59
"445","2012-09-20",13.38
"446","2012-09-21",13.09
"447","2012-09-24",13.44
"448","2012-09-25",13.57
"449","2012-09-26",13.43
"450","2012-09-27",13.62
"451","2012-09-28",13.58
"452","2012-10-01",13.47
"453","2012-10-02",13.4
"454","2012-10-03",13.36
"455","2012-10-04",13.37
"456","2012-10-05",13.43
"457","2012-10-08",13.25
"458","2012-10-09",12.97
"459","2012-10-10",12.58
"460","2012-10-11",12.77
"461","2012-10-12",12.34
"462","2012-10-15",12.49
"463","2012-10-16",12.51
"464","2012-10-17",12.74
"465","2012-10-18",12.62
"466","2012-10-19",12.08
"467","2012-10-22",12.19
"468","2012-10-23",12.22
"469","2012-10-24",11.97
"470","2012-10-25",12.13
"471","2012-10-26",12
"472","2012-10-31",12.23
"473","2012-11-01",12.26
"474","2012-11-02",12.31
"475","2012-11-05",12.35
"476","2012-11-06",12.45
"477","2012-11-07",11.97
"478","2012-11-08",11.82
"479","2012-11-09",12.12
"480","2012-11-12",11.84
"481","2012-11-13",12.03
"482","2012-11-14",11.7
"483","2012-11-15",11.76
"484","2012-11-16",12.05
"485","2012-11-19",12.17
"486","2012-11-20",11.91
"487","2012-11-21",12.54
"488","2012-11-23",12.34
"489","2012-11-26",12.6
"490","2012-11-27",12.77
"491","2012-11-28",12.85
"492","2012-11-29",13.09
"493","2012-11-30",13.18
"494","2012-12-03",13.25
"495","2012-12-04",12.98
"496","2012-12-05",13.19
"497","2012-12-06",13.2
"498","2012-12-07",13.3
"499","2012-12-10",13.53
"500","2012-12-11",13.9
"501","2012-12-12",13.67
"502","2012-12-13",13.13
"503","2012-12-14",12.97
"504","2012-12-17",13.3
"505","2012-12-18",13.53
"506","2012-12-19",13.64
"507","2012-12-20",13.86
"508","2012-12-21",14.01
"509","2012-12-24",14.08
"510","2012-12-26",13.95
"511","2012-12-27",14.06
"512","2012-12-28",13.92
"513","2012-12-31",14.4
"514","2013-01-02",13.84
"515","2013-01-03",13.71
"516","2013-01-04",13.93
"517","2013-01-07",13.82
"518","2013-01-08",13.68
"519","2013-01-09",13.79
"520","2013-01-10",13.87
"521","2013-01-11",13.41
"522","2013-01-14",13.68
"523","2013-01-15",13.52
"524","2013-01-16",13.45
"525","2013-01-17",13.31
"526","2013-01-18",13.28
"527","2013-01-22",13.52
"528","2013-01-23",13.75
"529","2013-01-24",13.53
"530","2013-01-25",13.31
"531","2013-01-28",13.61
"532","2013-01-29",13.95
"533","2013-01-30",13.85
"534","2013-01-31",13.89
"535","2013-02-01",13.95
"536","2013-02-04",13.68
"537","2013-02-05",13.99
"538","2013-02-06",13.96
"539","2013-02-07",13.65
"540","2013-02-08",13.52
"541","2013-02-11",13.36
"542","2013-02-12",13.34
"543","2013-02-13",13.2
"544","2013-02-14",13.14
"545","2013-02-15",13.01
"546","2013-02-19",12.9
"547","2013-02-20",12.59
"548","2013-02-21",13.19
"549","2013-02-22",13.25
"550","2013-02-25",13.02
"551","2013-02-26",13.08
"552","2013-02-27",13.29
"553","2013-02-28",13.05
"554","2013-03-01",13.11
"555","2013-03-04",13.11
"556","2013-03-05",13.14
"557","2013-03-06",13.03
"558","2013-03-07",13.02
"559","2013-03-08",13.07
"560","2013-03-11",13.42
"561","2013-03-12",13.4
"562","2013-03-13",13.42
"563","2013-03-14",13.35
"564","2013-03-15",12.67
"565","2013-03-18",12.62
"566","2013-03-19",12.62
"567","2013-03-20",12.96
"568","2013-03-21",12.91
"569","2013-03-22",12.9
"570","2013-03-25",13.07
"571","2013-03-26",12.95
"572","2013-03-27",12.86
"573","2013-03-28",12.84
"574","2013-04-01",12.93
"575","2013-04-02",12.68
"576","2013-04-03",12.55
"577","2013-04-04",12.47
"578","2013-04-05",12.25
"579","2013-04-08",12.28
"580","2013-04-09",12.21
"581","2013-04-10",12.57
"582","2013-04-11",12.6
"583","2013-04-12",12.43
"584","2013-04-15",12.08
"585","2013-04-16",12.18
"586","2013-04-17",12.12
"587","2013-04-18",12.05
"588","2013-04-19",12.25
"589","2013-04-22",12.28
"590","2013-04-23",12.23
"591","2013-04-24",12.36
"592","2013-04-25",12.61
"593","2013-04-26",12.25
"594","2013-04-29",12.18
"595","2013-04-30",12.08
"596","2013-05-01",11.67
"597","2013-05-02",11.99
"598","2013-05-03",12.27
"599","2013-05-06",13.02
"600","2013-05-07",13.58
"601","2013-05-08",13.4
"602","2013-05-09",13.1
"603","2013-05-10",13.03
"604","2013-05-13",12.81
"605","2013-05-14",12.87
"606","2013-05-15",12.37
"607","2013-05-16",12.95
"608","2013-05-17",12.92
"609","2013-05-20",12.9
"610","2013-05-21",12.85
"611","2013-05-22",12.71
"612","2013-05-23",12.51
"613","2013-05-24",12.76
"614","2013-05-28",13.16
"615","2013-05-29",12.63
"616","2013-05-30",12.65
"617","2013-05-31",12.53
"618","2013-06-03",12.14
"619","2013-06-04",11.86
"620","2013-06-05",11.64
"621","2013-06-06",11.65
"622","2013-06-07",11.65
"623","2013-06-10",12.07
"624","2013-06-11",11.81
"625","2013-06-12",11.85
"626","2013-06-13",12.1
"627","2013-06-14",11.94
"628","2013-06-17",11.82
"629","2013-06-18",11.83
"630","2013-06-19",11.67
"631","2013-06-20",11.49
"632","2013-06-21",11.43
"633","2013-06-24",11.11
"634","2013-06-25",11.33
"635","2013-06-26",11.31
"636","2013-06-27",11.46
"637","2013-06-28",11.48
"638","2013-07-01",11.7
"639","2013-07-02",12.06
"640","2013-07-03",12.12
"641","2013-07-05",12.29
"642","2013-07-08",12.24
"643","2013-07-09",12.46
"644","2013-07-10",12.57
"645","2013-07-11",12.71
"646","2013-07-12",12.74
"647","2013-07-15",12.91
"648","2013-07-16",12.89
"649","2013-07-17",12.85
"650","2013-07-18",12.99
"651","2013-07-19",12.93
"652","2013-07-22",12.99
"653","2013-07-23",13.06
"654","2013-07-24",12.97
"655","2013-07-25",13.17
"656","2013-07-26",13.31
"657","2013-07-29",13.17
"658","2013-07-30",13.04
"659","2013-07-31",12.76
"660","2013-08-01",13.04
"661","2013-08-02",13.05
"662","2013-08-05",12.97
"663","2013-08-06",12.73
"664","2013-08-07",12.65
"665","2013-08-08",12.46
"666","2013-08-09",12.59
"667","2013-08-12",12.47
"668","2013-08-13",12.46
"669","2013-08-14",12.41
"670","2013-08-15",11.91
"671","2013-08-16",11.85
"672","2013-08-19",11.56
"673","2013-08-20",11.94
"674","2013-08-21",11.67
"675","2013-08-22",11.96
"676","2013-08-23",11.92
"677","2013-08-26",11.95
"678","2013-08-27",11.69
"679","2013-08-28",12.26
"680","2013-08-29",12.6
"681","2013-08-30",12.38
"682","2013-09-03",12.53
"683","2013-09-04",12.72
"684","2013-09-05",12.97
"685","2013-09-06",13.04
"686","2013-09-09",13.24
"687","2013-09-10",13.18
"688","2013-09-11",13.2
"689","2013-09-12",13.21
"690","2013-09-13",13.24
"691","2013-09-16",13.25
"692","2013-09-17",13.39
"693","2013-09-18",13.42
"694","2013-09-19",13.36
"695","2013-09-20",13.38
"696","2013-09-23",14.15
"697","2013-09-24",13.89
"698","2013-09-25",13.84
"699","2013-09-26",14.18
"700","2013-09-27",13.79
"701","2013-09-30",13.64
"702","2013-10-01",13.79
"703","2013-10-02",13.65
"704","2013-10-03",13.68
"705","2013-10-04",13.61
"706","2013-10-07",13.43
"707","2013-10-08",13.5
"708","2013-10-09",13.52
"709","2013-10-10",13.75
"710","2013-10-11",13.8
"711","2013-10-14",13.75
"712","2013-10-15",13.88
"713","2013-10-16",13.76
"714","2013-10-17",13.85
"715","2013-10-18",13.83
"716","2013-10-21",13.94
"717","2013-10-22",13.83
"718","2013-10-23",13.59
"719","2013-10-24",13.74
"720","2013-10-25",13.89
"721","2013-10-28",14.41
"722","2013-10-29",15.03
"723","2013-10-30",14.89
"724","2013-10-31",14.92
"725","2013-11-01",14.46
"726","2013-11-04",14.64
"727","2013-11-05",14.6
"728","2013-11-06",14.71
"729","2013-11-07",14.66
"730","2013-11-08",15.04
"731","2013-11-11",15.5
"732","2013-11-12",15.5
"733","2013-11-13",15.52
"734","2013-11-14",15.39
"735","2013-11-15",15.48
"736","2013-11-18",15.24
"737","2013-11-19",15.35
"738","2013-11-20",15.29
"739","2013-11-21",15.44
"740","2013-11-22",15.69
"741","2013-11-25",15.8
"742","2013-11-26",16.030001
"743","2013-11-27",16.85
"744","2013-11-29",17.08
"745","2013-12-02",16.49
"746","2013-12-03",16.15
"747","2013-12-04",16.120001
"748","2013-12-05",15.85
"749","2013-12-06",15.69
"750","2013-12-09",15.5
"751","2013-12-10",15.4
"752","2013-12-11",15.24
"753","2013-12-12",14.88
"754","2013-12-13",15.1
"755","2013-12-16",15.39
"756","2013-12-17",15.8
"757","2013-12-18",15.84
"758","2013-12-19",16
"759","2013-12-20",16.68
"760","2013-12-23",16.92
"761","2013-12-24",17.43
"762","2013-12-26",17.360001
"763","2013-12-27",17.700001
"764","2013-12-30",17.85
"765","2013-12-31",17.66
"766","2014-01-02",16.889999
"767","2014-01-03",17.01
"768","2014-01-06",16.82
"769","2014-01-07",17.120001
"770","2014-01-08",17.02
"771","2014-01-09",17.27
"772","2014-01-10",17.18
"773","2014-01-13",17.27
"774","2014-01-14",17.459999
"775","2014-01-15",17.43
"776","2014-01-16",17.299999
"777","2014-01-17",17.309999
"778","2014-01-21",17.450001
"779","2014-01-22",17.5
"780","2014-01-23",17.450001
"781","2014-01-24",17.299999
"782","2014-01-27",17.26
"783","2014-01-28",17.35
"784","2014-01-29",17.120001
"785","2014-01-30",17.75
"786","2014-01-31",18.190001
"787","2014-02-03",17.52
"788","2014-02-04",17.43
"789","2014-02-05",17.25
"790","2014-02-06",17.35
"791","2014-02-07",17.469999
"792","2014-02-10",17.879999
"793","2014-02-11",18.139999
"794","2014-02-12",18.18
"795","2014-02-13",18.66
"796","2014-02-14",18.26
"797","2014-02-18",19.370001
"798","2014-02-19",18.290001
"799","2014-02-20",18.690001
"800","2014-02-21",18.459999
"801","2014-02-24",18.639999
"802","2014-02-25",18.639999
"803","2014-02-26",18.82
"804","2014-02-27",18.91
"805","2014-02-28",18.889999
"806","2014-03-03",18.91
"807","2014-03-04",19.18
"808","2014-03-05",19.09
"809","2014-03-06",19.049999
"810","2014-03-07",19.07
"811","2014-03-10",19.299999
"812","2014-03-11",19.190001
"813","2014-03-12",19.17
"814","2014-03-13",18.959999
"815","2014-03-14",20.9
"816","2014-03-17",21.27
"817","2014-03-18",21.200001
"818","2014-03-19",20.85
"819","2014-03-20",21.15
"820","2014-03-21",20.9
"821","2014-03-24",20.799999
"822","2014-03-25",20.870001
"823","2014-03-26",20.469999
"824","2014-03-27",20.620001
"825","2014-03-28",20.190001
"826","2014-03-31",20.43
"827","2014-04-01",20.450001
"828","2014-04-02",20.58
"829","2014-04-03",20.139999
"830","2014-04-04",20.049999
"831","2014-04-07",19.9
"832","2014-04-08",20.139999
"833","2014-04-09",20
"834","2014-04-10",19.98
"835","2014-04-11",19.629999
"836","2014-04-14",19.440001
"837","2014-04-15",19.379999
"838","2014-04-16",19.780001
"839","2014-04-17",19.690001
"840","2014-04-21",19.799999
"841","2014-04-22",19.889999
"842","2014-04-23",19.67
"843","2014-04-24",19.4
"844","2014-04-25",18.59
"845","2014-04-28",18.370001
"846","2014-04-29",18.27
"847","2014-04-30",19.049999
"848","2014-05-01",18.52
"849","2014-05-02",18.559999
"850","2014-05-05",18.27
"851","2014-05-06",18.200001
"852","2014-05-07",18.33
"853","2014-05-08",18.5
"854","2014-05-09",18.879999
"855","2014-05-12",19.77
"856","2014-05-13",19.799999
"857","2014-05-14",19.76
"858","2014-05-15",19.870001
"859","2014-05-16",19.93
"860","2014-05-19",20.34
"861","2014-05-20",19.93
"862","2014-05-21",20.190001
"863","2014-05-22",20.190001
"864","2014-05-23",20.360001
"865","2014-05-27",20.84
"866","2014-05-28",21.110001
"867","2014-05-29",21.309999
"868","2014-05-30",22.49
"869","2014-06-02",21.870001
"870","2014-06-03",21.809999
"871","2014-06-04",22.24
"872","2014-06-05",22.25
"873","2014-06-06",22.43
"874","2014-06-09",22.6
"875","2014-06-10",22.49
"876","2014-06-11",22.18
"877","2014-06-12",21.969999
"878","2014-06-13",21.93
"879","2014-06-16",21.940001
"880","2014-06-17",21.98
"881","2014-06-18",21.84
"882","2014-06-19",22.01
"883","2014-06-20",21.34
"884","2014-06-23",21.139999
"885","2014-06-24",20.85
"886","2014-06-25",20.889999
"887","2014-06-26",20.93
"888","2014-06-27",21.68
"889","2014-06-30",21.32
"890","2014-07-01",21.639999
"891","2014-07-02",21.469999
"892","2014-07-03",21.790001
"893","2014-07-07",21.459999
"894","2014-07-08",20.91
"895","2014-07-09",20.77
"896","2014-07-10",20.5
"897","2014-07-11",20.51
"898","2014-07-14",20.209999
"899","2014-07-15",19.809999
"900","2014-07-16",20
"901","2014-07-17",19.379999
"902","2014-07-18",20.950001
"903","2014-07-21",20.16
"904","2014-07-22",20.49
"905","2014-07-23",20.389999
"906","2014-07-24",20.389999
"907","2014-07-25",19.549999
"908","2014-07-28",19.690001
"909","2014-07-29",19.1
"910","2014-07-30",19.709999
"911","2014-07-31",18.9
"912","2014-08-01",19.02
"913","2014-08-04",19.309999
"914","2014-08-05",19.219999
"915","2014-08-06",19.1
"916","2014-08-07",19.16
"917","2014-08-08",19.17
"918","2014-08-11",19.18
"919","2014-08-12",19.09
"920","2014-08-13",19.190001
"921","2014-08-14",19.200001
"922","2014-08-15",19.59
"923","2014-08-18",19.969999
"924","2014-08-19",20.07
"925","2014-08-20",20.049999
"926","2014-08-21",20.07
"927","2014-08-22",20.4
"928","2014-08-25",20.15
"929","2014-08-26",20.860001
"930","2014-08-27",20.75
"931","2014-08-28",20.799999
"932","2014-08-29",20.690001
"933","2014-09-02",20.74
"934","2014-09-03",20.620001
"935","2014-09-04",20.389999
"936","2014-09-05",20.629999
"937","2014-09-08",20.75
"938","2014-09-09",21.27
"939","2014-09-10",21.32
"940","2014-09-11",21
"941","2014-09-12",21.01
"942","2014-09-15",20.530001
"943","2014-09-16",20.280001
"944","2014-09-17",19.98
"945","2014-09-18",20.02
"946","2014-09-19",19.76
"947","2014-09-22",19.389999
"948","2014-09-23",18.85
"949","2014-09-24",19.23
"950","2014-09-25",18.76
"951","2014-09-26",18.99
"952","2014-09-29",18.719999
"953","2014-09-30",18.620001
"954","2014-10-01",18.379999
"955","2014-10-02",18.68
"956","2014-10-03",18.82
"957","2014-10-06",18.719999
"958","2014-10-07",18.280001
"959","2014-10-08",18.42
"960","2014-10-09",18.030001
"961","2014-10-10",18.02
"962","2014-10-13",18.780001
"963","2014-10-14",18.77
"964","2014-10-15",18.85
"965","2014-10-16",18.969999
"966","2014-10-17",18.93
"967","2014-10-20",19.190001
"968","2014-10-21",19.290001
"969","2014-10-22",18.9
"970","2014-10-23",19.02
"971","2014-10-24",19.58
"972","2014-10-27",19.299999
"973","2014-10-28",20.280001
"974","2014-10-29",20.82
"975","2014-10-30",21.25
"976","2014-10-31",21.51
"977","2014-11-03",21.18
"978","2014-11-04",21.299999
"979","2014-11-05",21.23
"980","2014-11-06",21.040001
"981","2014-11-07",20.75
"982","2014-11-10",21.1
"983","2014-11-11",21.08
"984","2014-11-12",21.139999
"985","2014-11-13",21.049999
"986","2014-11-14",20.99
"987","2014-11-17",20.67
"988","2014-11-18",20.799999
"989","2014-11-19",19.67
"990","2014-11-20",19.65
"991","2014-11-21",19.719999
"992","2014-11-24",19.6
"993","2014-11-25",19.639999
