"","date","WH"
"1","2018-05-21",61.639999
"2","2018-05-22",61.639999
"3","2018-05-23",58.25
"4","2018-05-24",58.25
"5","2018-05-25",57.650002
"6","2018-05-29",58.490002
"7","2018-05-30",59.84
"8","2018-05-31",59.5
"9","2018-06-01",61.400002
"10","2018-06-04",63.16
"11","2018-06-05",66.43
"12","2018-06-06",62.470001
"13","2018-06-07",61.889999
"14","2018-06-08",62.880001
"15","2018-06-11",61.32
"16","2018-06-12",60.52
"17","2018-06-13",59.66
"18","2018-06-14",60.549999
"19","2018-06-15",61.84
"20","2018-06-18",61.450001
"21","2018-06-19",61.5
"22","2018-06-20",61.900002
"23","2018-06-21",62.09
"24","2018-06-22",63.380001
"25","2018-06-25",61.900002
"26","2018-06-26",61.16
"27","2018-06-27",59.93
"28","2018-06-28",58.73
"29","2018-06-29",58.830002
"30","2018-07-02",57.68
"31","2018-07-03",57.549999
"32","2018-07-05",59.049999
"33","2018-07-06",59.459999
"34","2018-07-09",58.970001
"35","2018-07-10",58.5
"36","2018-07-11",58.66
"37","2018-07-12",58.709999
"38","2018-07-13",58.709999
"39","2018-07-16",58.5
"40","2018-07-17",57.75
"41","2018-07-18",59.009998
"42","2018-07-19",58.299999
"43","2018-07-20",58.34
"44","2018-07-23",57.779999
"45","2018-07-24",57.900002
"46","2018-07-25",57.419998
"47","2018-07-26",58.790001
"48","2018-07-27",57.419998
"49","2018-07-30",56.98
"50","2018-07-31",58
"51","2018-08-01",59.560001
"52","2018-08-02",61.16
"53","2018-08-03",60.779999
"54","2018-08-06",61.950001
"55","2018-08-07",60.919998
"56","2018-08-08",58.470001
"57","2018-08-09",56.869999
"58","2018-08-10",56.310001
"59","2018-08-13",55.599998
"60","2018-08-14",56.619999
"61","2018-08-15",56.740002
"62","2018-08-16",57.41
"63","2018-08-17",57.43
"64","2018-08-20",57.540001
"65","2018-08-21",56.75
"66","2018-08-22",56.040001
"67","2018-08-23",54.939999
"68","2018-08-24",55.599998
"69","2018-08-27",56.290001
"70","2018-08-28",56.630001
"71","2018-08-29",56.459999
"72","2018-08-30",56.91
"73","2018-08-31",56.75
"74","2018-09-04",56.709999
"75","2018-09-05",55.349998
"76","2018-09-06",54.389999
"77","2018-09-07",55.27
"78","2018-09-10",54.990002
"79","2018-09-11",54.709999
"80","2018-09-12",55.68
"81","2018-09-13",56.27
"82","2018-09-14",56.68
"83","2018-09-17",55.400002
"84","2018-09-18",56.240002
"85","2018-09-19",56.259998
"86","2018-09-20",56.59
"87","2018-09-21",55.130001
"88","2018-09-24",55.169998
"89","2018-09-25",55.27
"90","2018-09-26",56.09
"91","2018-09-27",56.23
"92","2018-09-28",55.57
"93","2018-10-01",54.450001
"94","2018-10-02",53.849998
"95","2018-10-03",52.84
"96","2018-10-04",52.650002
"97","2018-10-05",52.450001
"98","2018-10-08",52.939999
"99","2018-10-09",52.759998
"100","2018-10-10",51.41
"101","2018-10-11",49.919998
"102","2018-10-12",50.77
"103","2018-10-15",50.48
"104","2018-10-16",51.580002
"105","2018-10-17",51.049999
"106","2018-10-18",50.23
"107","2018-10-19",48
"108","2018-10-22",48.16
"109","2018-10-23",46.68
"110","2018-10-24",44.369999
"111","2018-10-25",45.950001
"112","2018-10-26",45.650002
"113","2018-10-29",45.32
"114","2018-10-30",47.490002
"115","2018-10-31",49.290001
"116","2018-11-01",49.860001
"117","2018-11-02",49.48
"118","2018-11-05",48.830002
"119","2018-11-06",48.23
"120","2018-11-07",49.119999
"121","2018-11-08",48.650002
"122","2018-11-09",47.779999
"123","2018-11-12",46.650002
"124","2018-11-13",46.650002
"125","2018-11-14",46.5
"126","2018-11-15",46.740002
"127","2018-11-16",47.360001
"128","2018-11-19",47.150002
"129","2018-11-20",46.939999
"130","2018-11-21",47.529999
"131","2018-11-23",47.380001
"132","2018-11-26",48.740002
"133","2018-11-27",48.830002
"134","2018-11-28",50.040001
"135","2018-11-29",50.150002
"136","2018-11-30",50.130001
"137","2018-12-03",51.040001
"138","2018-12-04",50.380001
"139","2018-12-06",50.48
"140","2018-12-07",49.580002
"141","2018-12-10",48.34
"142","2018-12-11",47.860001
"143","2018-12-12",48.619999
"144","2018-12-13",48.330002
"145","2018-12-14",47.779999
"146","2018-12-17",47.25
"147","2018-12-18",46.939999
"148","2018-12-19",45.18
"149","2018-12-20",44.91
"150","2018-12-21",44
"151","2018-12-24",43.5
"152","2018-12-26",44.860001
"153","2018-12-27",45.310001
"154","2018-12-28",45.049999
"155","2018-12-31",45.369999
"156","2019-01-02",45.490002
"157","2019-01-03",44.27
"158","2019-01-04",46.669998
"159","2019-01-07",47.639999
"160","2019-01-08",48.619999
"161","2019-01-09",48.360001
"162","2019-01-10",48.41
"163","2019-01-11",48.599998
"164","2019-01-14",48.52
"165","2019-01-15",49.049999
"166","2019-01-16",48.919998
"167","2019-01-17",49.119999
"168","2019-01-18",49.98
"169","2019-01-22",48.619999
"170","2019-01-23",48.57
"171","2019-01-24",49.139999
"172","2019-01-25",49.450001
"173","2019-01-28",48.950001
"174","2019-01-29",49.259998
"175","2019-01-30",49.349998
"176","2019-01-31",49.09
"177","2019-02-01",50.740002
"178","2019-02-04",50.830002
"179","2019-02-05",51.279999
"180","2019-02-06",51.18
"181","2019-02-07",51.130001
"182","2019-02-08",50.57
"183","2019-02-11",50.34
"184","2019-02-12",51.169998
"185","2019-02-13",50.82
"186","2019-02-14",51
"187","2019-02-15",51.849998
"188","2019-02-19",52.290001
"189","2019-02-20",53.220001
"190","2019-02-21",53.52
"191","2019-02-22",54.290001
"192","2019-02-25",54.360001
"193","2019-02-26",53.610001
"194","2019-02-27",52.439999
"195","2019-02-28",52.57
"196","2019-03-01",53.470001
"197","2019-03-04",53.130001
"198","2019-03-05",53.549999
"199","2019-03-06",53.279999
"200","2019-03-07",52.169998
"201","2019-03-08",52
"202","2019-03-11",51.669998
"203","2019-03-12",51.860001
"204","2019-03-13",51.73
"205","2019-03-14",50.91
"206","2019-03-15",51.240002
"207","2019-03-18",51.970001
"208","2019-03-19",51.52
"209","2019-03-20",50.93
"210","2019-03-21",51.400002
"211","2019-03-22",50.459999
"212","2019-03-25",50.02
"213","2019-03-26",49.529999
"214","2019-03-27",49.380001
"215","2019-03-28",50.09
"216","2019-03-29",49.990002
"217","2019-04-01",51.029999
"218","2019-04-02",50.369999
"219","2019-04-03",50.91
"220","2019-04-04",50.919998
"221","2019-04-05",51.34
"222","2019-04-08",51.82
"223","2019-04-09",52.630001
"224","2019-04-10",53.009998
"225","2019-04-11",53.5
"226","2019-04-12",53.77
"227","2019-04-15",53.5
"228","2019-04-16",54.599998
"229","2019-04-17",54.529999
"230","2019-04-18",53.759998
"231","2019-04-22",53.689999
"232","2019-04-23",54.330002
"233","2019-04-24",54.32
"234","2019-04-25",53.91
"235","2019-04-26",54.869999
"236","2019-04-29",55.25
"237","2019-04-30",55.720001
"238","2019-05-01",56.630001
"239","2019-05-02",56.889999
"240","2019-05-03",56.580002
"241","2019-05-06",56.77
"242","2019-05-07",56.060001
"243","2019-05-08",55.810001
"244","2019-05-09",55.919998
"245","2019-05-10",55.75
"246","2019-05-13",53.990002
"247","2019-05-14",54.889999
"248","2019-05-15",54.880001
"249","2019-05-16",55.900002
"250","2019-05-17",55.389999
"251","2019-05-20",53.860001
"252","2019-05-21",55.130001
"253","2019-05-22",55.919998
"254","2019-05-23",54.759998
"255","2019-05-24",54.580002
"256","2019-05-28",53.580002
"257","2019-05-29",53.450001
"258","2019-05-30",53.73
