"","date","WH"
"259","2019-05-31",53.34
"260","2019-06-03",52.75
"261","2019-06-04",54.040001
"262","2019-06-05",55.150002
"263","2019-06-06",55.32
"264","2019-06-07",56.369999
"265","2019-06-10",56.279999
"266","2019-06-11",56.130001
"267","2019-06-12",56.5
"268","2019-06-13",56.16
"269","2019-06-14",56.5
"270","2019-06-17",55.900002
"271","2019-06-18",56.529999
"272","2019-06-19",56.34
"273","2019-06-20",56.959999
"274","2019-06-21",55.82
"275","2019-06-24",55.77
"276","2019-06-25",55.279999
"277","2019-06-26",55.599998
"278","2019-06-27",55.900002
"279","2019-06-28",55.740002
"280","2019-07-01",56.169998
"281","2019-07-02",58.299999
"282","2019-07-03",59.740002
"283","2019-07-05",60.299999
"284","2019-07-08",59.869999
"285","2019-07-09",60.259998
"286","2019-07-10",61.040001
"287","2019-07-11",61.220001
"288","2019-07-12",60.720001
"289","2019-07-15",60.759998
"290","2019-07-16",61.16
"291","2019-07-17",59.639999
"292","2019-07-18",59.970001
"293","2019-07-19",58.790001
"294","2019-07-22",58.450001
"295","2019-07-23",59.619999
"296","2019-07-24",59.52
"297","2019-07-25",57.349998
"298","2019-07-26",56.73
"299","2019-07-29",57.09
"300","2019-07-30",57.880001
"301","2019-07-31",56.549999
"302","2019-08-01",56.110001
"303","2019-08-02",55.700001
"304","2019-08-05",53.52
"305","2019-08-06",54.27
"306","2019-08-07",53.610001
"307","2019-08-08",54.91
"308","2019-08-09",54.509998
"309","2019-08-12",53.75
"310","2019-08-13",54.220001
"311","2019-08-14",49.650002
"312","2019-08-15",49.43
"313","2019-08-16",49.939999
"314","2019-08-19",50.68
"315","2019-08-20",50.73
"316","2019-08-21",50.73
"317","2019-08-22",50.779999
"318","2019-08-23",49.869999
"319","2019-08-26",50.099998
"320","2019-08-27",49.540001
"321","2019-08-28",50.34
"322","2019-08-29",51.169998
"323","2019-08-30",51.380001
"324","2019-09-03",51.419998
"325","2019-09-04",51.82
"326","2019-09-05",52.849998
"327","2019-09-06",52.139999
"328","2019-09-09",53.279999
"329","2019-09-10",53.23
"330","2019-09-11",53.57
"331","2019-09-12",53.610001
"332","2019-09-13",53.720001
"333","2019-09-16",53.25
"334","2019-09-17",53.009998
"335","2019-09-18",52.889999
"336","2019-09-19",53.110001
"337","2019-09-20",53.220001
"338","2019-09-23",53.040001
"339","2019-09-24",51.619999
"340","2019-09-25",52.07
"341","2019-09-26",51.41
"342","2019-09-27",51.27
"343","2019-09-30",51.740002
"344","2019-10-01",51.529999
"345","2019-10-02",50.830002
"346","2019-10-03",51.59
"347","2019-10-04",51.139999
"348","2019-10-07",50.790001
"349","2019-10-08",49.689999
"350","2019-10-09",49.599998
"351","2019-10-10",48.959999
"352","2019-10-11",49.919998
"353","2019-10-14",49.689999
"354","2019-10-15",50.099998
"355","2019-10-16",50.759998
"356","2019-10-17",50.880001
"357","2019-10-18",50.799999
"358","2019-10-21",50.970001
"359","2019-10-22",50.59
"360","2019-10-23",50.610001
"361","2019-10-24",51.75
"362","2019-10-25",53
"363","2019-10-28",53.25
"364","2019-10-29",52.290001
"365","2019-10-30",53.610001
"366","2019-10-31",53.970001
"367","2019-11-01",54.889999
"368","2019-11-04",54.68
"369","2019-11-05",55.139999
"370","2019-11-06",55.389999
"371","2019-11-07",54.990002
"372","2019-11-08",55.779999
"373","2019-11-11",54.860001
"374","2019-11-12",54.75
"375","2019-11-13",54.099998
"376","2019-11-14",54.389999
"377","2019-11-15",55.48
"378","2019-11-18",56.25
"379","2019-11-19",56.799999
"380","2019-11-20",56.150002
"381","2019-11-21",55.950001
"382","2019-11-22",57.119999
"383","2019-11-25",57.32
"384","2019-11-26",57.880001
"385","2019-11-27",58.43
"386","2019-11-29",57.93
"387","2019-12-02",57.689999
"388","2019-12-03",56.299999
"389","2019-12-04",56.939999
"390","2019-12-05",57.02
"391","2019-12-06",58.02
"392","2019-12-09",57.959999
"393","2019-12-10",57.689999
"394","2019-12-11",58.459999
"395","2019-12-12",58.490002
"396","2019-12-13",59.41
"397","2019-12-16",60.369999
"398","2019-12-17",60.439999
"399","2019-12-18",61.369999
"400","2019-12-19",61.48
"401","2019-12-20",61.900002
"402","2019-12-23",62.990002
"403","2019-12-24",62.59
"404","2019-12-26",63.189999
"405","2019-12-27",63.220001
"406","2019-12-30",63.07
"407","2019-12-31",62.810001
"408","2020-01-02",62.57
"409","2020-01-03",61.880001
"410","2020-01-06",61.459999
"411","2020-01-07",60.490002
"412","2020-01-08",60.5
"413","2020-01-09",60.490002
"414","2020-01-10",59.66
"415","2020-01-13",60.040001
"416","2020-01-14",59.939999
"417","2020-01-15",60.310001
"418","2020-01-16",60.849998
"419","2020-01-17",61.310001
"420","2020-01-21",60.380001
"421","2020-01-22",60.189999
"422","2020-01-23",59.400002
"423","2020-01-24",58.599998
"424","2020-01-27",56.889999
"425","2020-01-28",58.27
"426","2020-01-29",58.84
"427","2020-01-30",59.220001
"428","2020-01-31",57.169998
"429","2020-02-03",58.150002
"430","2020-02-04",59.779999
"431","2020-02-05",60.939999
"432","2020-02-06",59.490002
"433","2020-02-07",58.830002
"434","2020-02-10",58.650002
"435","2020-02-11",59.330002
"436","2020-02-12",59.860001
"437","2020-02-13",59.099998
"438","2020-02-14",58.93
"439","2020-02-18",58.490002
"440","2020-02-19",59.959999
"441","2020-02-20",59.110001
"442","2020-02-21",59.060001
"443","2020-02-24",56.169998
"444","2020-02-25",53.400002
"445","2020-02-26",52.099998
"446","2020-02-27",50.689999
"447","2020-02-28",50.950001
"448","2020-03-02",52.959999
"449","2020-03-03",50.529999
"450","2020-03-04",52.349998
"451","2020-03-05",49
"452","2020-03-06",48.700001
"453","2020-03-09",44.009998
"454","2020-03-10",45.52
"455","2020-03-11",39.990002
"456","2020-03-12",36.02
"457","2020-03-13",39.060001
"458","2020-03-16",30.700001
"459","2020-03-17",26.969999
"460","2020-03-18",21.879999
"461","2020-03-19",21.59
"462","2020-03-20",25.540001
"463","2020-03-23",25.030001
"464","2020-03-24",28.83
"465","2020-03-25",33.139999
"466","2020-03-26",34.029999
"467","2020-03-27",31.969999
"468","2020-03-30",31.98
"469","2020-03-31",31.51
"470","2020-04-01",28.09
"471","2020-04-02",27.110001
"472","2020-04-03",26.290001
"473","2020-04-06",29.85
"474","2020-04-07",29.969999
"475","2020-04-08",33.169998
"476","2020-04-09",34.32
"477","2020-04-13",32.060001
"478","2020-04-14",33.34
"479","2020-04-15",33.169998
"480","2020-04-16",33.549999
"481","2020-04-17",35.080002
"482","2020-04-20",32.990002
"483","2020-04-21",31.700001
"484","2020-04-22",32.900002
"485","2020-04-23",34.380001
"486","2020-04-24",34.439999
"487","2020-04-27",36.939999
"488","2020-04-28",37.290001
"489","2020-04-29",40.470001
"490","2020-04-30",37.709999
"491","2020-05-01",36.150002
"492","2020-05-04",35.82
"493","2020-05-05",38.5
"494","2020-05-06",39.040001
"495","2020-05-07",42.560001
"496","2020-05-08",43.5
"497","2020-05-11",42.189999
"498","2020-05-12",41.59
"499","2020-05-13",39.630001
"500","2020-05-14",40.470001
"501","2020-05-15",41.16
"502","2020-05-18",44.419998
"503","2020-05-19",45.470001
"504","2020-05-20",46.5
"505","2020-05-21",46.509998
"506","2020-05-22",46.970001
"507","2020-05-26",47.48
"508","2020-05-27",48.490002
"509","2020-05-28",46.900002
"510","2020-05-29",45.93
"511","2020-06-01",48.419998
"512","2020-06-02",48.16
"513","2020-06-03",49.75
"514","2020-06-04",50.41
"515","2020-06-05",51.869999
"516","2020-06-08",50.880001
"517","2020-06-09",49.490002
"518","2020-06-10",47.040001
"519","2020-06-11",43.959999
"520","2020-06-12",44.869999
"521","2020-06-15",45.330002
"522","2020-06-16",47
"523","2020-06-17",45.73
"524","2020-06-18",46.720001
"525","2020-06-19",45.849998
"526","2020-06-22",45.419998
"527","2020-06-23",44.299999
"528","2020-06-24",42.299999
"529","2020-06-25",41.439999
"530","2020-06-26",40.889999
"531","2020-06-29",42.310001
"532","2020-06-30",42.619999
"533","2020-07-01",43.48
"534","2020-07-02",43.860001
"535","2020-07-06",45.470001
"536","2020-07-07",43.279999
"537","2020-07-08",43.810001
"538","2020-07-09",42
"539","2020-07-10",42.380001
"540","2020-07-13",41.93
"541","2020-07-14",42.68
"542","2020-07-15",46.939999
"543","2020-07-16",46.700001
"544","2020-07-17",46.34
"545","2020-07-20",45.27
"546","2020-07-21",47.419998
"547","2020-07-22",47.560001
"548","2020-07-23",46.349998
"549","2020-07-24",45.709999
"550","2020-07-27",46.509998
"551","2020-07-28",46.049999
"552","2020-07-29",45.810001
"553","2020-07-30",45.119999
"554","2020-07-31",44.16
"555","2020-08-03",44
"556","2020-08-04",46.310001
"557","2020-08-05",46.41
"558","2020-08-06",47.790001
"559","2020-08-07",48.869999
"560","2020-08-10",50.09
"561","2020-08-11",50.720001
"562","2020-08-12",50.419998
"563","2020-08-13",50.599998
"564","2020-08-14",50.77
"565","2020-08-17",49.040001
"566","2020-08-18",48.59
"567","2020-08-19",49.130001
"568","2020-08-20",50.290001
"569","2020-08-21",50.349998
"570","2020-08-24",51.889999
"571","2020-08-25",52.41
"572","2020-08-26",51.93
"573","2020-08-27",52.849998
"574","2020-08-28",54.48
"575","2020-08-31",52.360001
"576","2020-09-01",52.540001
"577","2020-09-02",53.220001
"578","2020-09-03",52.119999
"579","2020-09-04",53.07
"580","2020-09-08",52.209999
"581","2020-09-09",52.389999
"582","2020-09-10",52.669998
"583","2020-09-11",52.669998
"584","2020-09-14",54.790001
"585","2020-09-15",54.599998
"586","2020-09-16",54.619999
"587","2020-09-17",53.900002
"588","2020-09-18",53.040001
"589","2020-09-21",49.990002
"590","2020-09-22",49
"591","2020-09-23",48.23
"592","2020-09-24",47.080002
"593","2020-09-25",49.279999
"594","2020-09-28",50.860001
"595","2020-09-29",50.560001
"596","2020-09-30",50.5
"597","2020-10-01",50.93
"598","2020-10-02",50.27
"599","2020-10-05",51.060001
"600","2020-10-06",51
"601","2020-10-07",52.48
"602","2020-10-08",53.029999
"603","2020-10-09",51.970001
"604","2020-10-12",51.380001
"605","2020-10-13",49.32
"606","2020-10-14",49.669998
"607","2020-10-15",50.029999
"608","2020-10-16",50.279999
"609","2020-10-19",49.259998
"610","2020-10-20",50.59
"611","2020-10-21",50.040001
"612","2020-10-22",52.5
"613","2020-10-23",52.349998
"614","2020-10-26",50.009998
"615","2020-10-27",47.889999
"616","2020-10-28",46.970001
"617","2020-10-29",46.830002
"618","2020-10-30",46.509998
"619","2020-11-02",48.189999
"620","2020-11-03",50.41
"621","2020-11-04",51.040001
"622","2020-11-05",52.259998
"623","2020-11-06",51.669998
"624","2020-11-09",55.18
"625","2020-11-10",53.32
"626","2020-11-11",53.68
"627","2020-11-12",52.439999
"628","2020-11-13",54.48
"629","2020-11-16",55.599998
"630","2020-11-17",55.689999
"631","2020-11-18",54.75
"632","2020-11-19",55.27
"633","2020-11-20",54.700001
"634","2020-11-23",57.169998
"635","2020-11-24",58.990002
"636","2020-11-25",58.360001
"637","2020-11-27",57.98
