"","date","LW"
"1","2016-11-10",30.33
"2","2016-11-11",29.889999
"3","2016-11-14",30.190001
"4","2016-11-15",30.43
"5","2016-11-16",31.700001
"6","2016-11-17",32.509998
"7","2016-11-18",32.68
"8","2016-11-21",31.74
"9","2016-11-22",32.700001
"10","2016-11-23",33.02
"11","2016-11-25",32.59
"12","2016-11-28",32.740002
"13","2016-11-29",33.189999
"14","2016-11-30",33.48
"15","2016-12-01",32.509998
"16","2016-12-02",32.990002
"17","2016-12-05",33.650002
"18","2016-12-06",33.82
"19","2016-12-07",34.75
"20","2016-12-08",35.93
"21","2016-12-09",36.380001
"22","2016-12-12",36.73
"23","2016-12-13",36.580002
"24","2016-12-14",35.150002
"25","2016-12-15",34.380001
"26","2016-12-16",35.259998
"27","2016-12-19",34.48
"28","2016-12-20",34.950001
"29","2016-12-21",35.02
"30","2016-12-22",36.330002
"31","2016-12-23",36.849998
"32","2016-12-27",37.34
"33","2016-12-28",37.23
"34","2016-12-29",37.77
"35","2016-12-30",37.849998
"36","2017-01-03",37.490002
"37","2017-01-04",36.98
"38","2017-01-05",36.619999
"39","2017-01-06",36.830002
"40","2017-01-09",36.889999
"41","2017-01-10",36.84
"42","2017-01-11",36.889999
"43","2017-01-12",36.959999
"44","2017-01-13",37.220001
"45","2017-01-17",36.889999
"46","2017-01-18",36.639999
"47","2017-01-19",36.959999
"48","2017-01-20",37.110001
"49","2017-01-23",36.77
"50","2017-01-24",37.490002
"51","2017-01-25",36.669998
"52","2017-01-26",36.330002
"53","2017-01-27",36.439999
"54","2017-01-30",36.779999
"55","2017-01-31",37.360001
"56","2017-02-01",37.77
"57","2017-02-02",38.419998
"58","2017-02-03",38.900002
"59","2017-02-06",39.240002
"60","2017-02-07",39.41
"61","2017-02-08",39.16
"62","2017-02-09",39.080002
"63","2017-02-10",39.27
"64","2017-02-13",39.43
"65","2017-02-14",39.650002
"66","2017-02-15",39.630001
"67","2017-02-16",39.900002
"68","2017-02-17",39.619999
"69","2017-02-21",39.619999
"70","2017-02-22",39.849998
"71","2017-02-23",39.5
"72","2017-02-24",39.580002
"73","2017-02-27",39.48
"74","2017-02-28",39.189999
"75","2017-03-01",39.950001
"76","2017-03-02",40.220001
"77","2017-03-03",40.400002
"78","2017-03-06",40.419998
"79","2017-03-07",40.740002
"80","2017-03-08",40.720001
"81","2017-03-09",40.98
"82","2017-03-10",41.400002
"83","2017-03-13",41.529999
"84","2017-03-14",42.209999
"85","2017-03-15",42.360001
"86","2017-03-16",41.990002
"87","2017-03-17",42.25
"88","2017-03-20",42.48
"89","2017-03-21",42.869999
"90","2017-03-22",42.439999
"91","2017-03-23",43.009998
"92","2017-03-24",42.669998
"93","2017-03-27",42.959999
"94","2017-03-28",42.919998
"95","2017-03-29",42.639999
"96","2017-03-30",42.09
"97","2017-03-31",42.060001
"98","2017-04-03",42
"99","2017-04-04",42.189999
"100","2017-04-05",41.740002
"101","2017-04-06",43.139999
"102","2017-04-07",42.990002
"103","2017-04-10",42.759998
"104","2017-04-11",42.880001
"105","2017-04-12",42.16
"106","2017-04-13",41.869999
"107","2017-04-17",42.23
"108","2017-04-18",42.380001
"109","2017-04-19",42.200001
"110","2017-04-20",42.599998
"111","2017-04-21",42.259998
"112","2017-04-24",42.669998
"113","2017-04-25",42.459999
"114","2017-04-26",42.240002
"115","2017-04-27",42.639999
"116","2017-04-28",41.75
"117","2017-05-01",41.799999
"118","2017-05-02",41.389999
"119","2017-05-03",40.900002
"120","2017-05-04",41.259998
"121","2017-05-05",41.57
"122","2017-05-08",41.580002
"123","2017-05-09",41.75
"124","2017-05-10",42.470001
"125","2017-05-11",42.200001
"126","2017-05-12",42.200001
"127","2017-05-15",42.93
"128","2017-05-16",44.470001
"129","2017-05-17",44.169998
"130","2017-05-18",43.939999
"131","2017-05-19",44.380001
"132","2017-05-22",44.580002
"133","2017-05-23",44.220001
"134","2017-05-24",45.490002
"135","2017-05-25",45.630001
"136","2017-05-26",45.66
"137","2017-05-30",46.169998
"138","2017-05-31",46.41
"139","2017-06-01",47.32
"140","2017-06-02",47.380001
"141","2017-06-05",46.709999
"142","2017-06-06",46.669998
"143","2017-06-07",46.91
"144","2017-06-08",46.5
"145","2017-06-09",46.029999
"146","2017-06-12",45.43
"147","2017-06-13",45.98
"148","2017-06-14",45.59
"149","2017-06-15",45.32
"150","2017-06-16",45.07
"151","2017-06-19",45.549999
"152","2017-06-20",45.73
"153","2017-06-21",45.82
"154","2017-06-22",45.59
"155","2017-06-23",45.560001
"156","2017-06-26",45.34
"157","2017-06-27",44.689999
"158","2017-06-28",45.369999
"159","2017-06-29",44.130001
"160","2017-06-30",44.040001
"161","2017-07-03",43.860001
"162","2017-07-05",43.27
"163","2017-07-06",42.900002
"164","2017-07-07",43.099998
"165","2017-07-10",42.740002
"166","2017-07-11",43.790001
"167","2017-07-12",44
"168","2017-07-13",43.77
"169","2017-07-14",43.650002
"170","2017-07-17",43.990002
"171","2017-07-18",44.130001
"172","2017-07-19",44.380001
"173","2017-07-20",44.279999
"174","2017-07-21",45
"175","2017-07-24",44.75
"176","2017-07-25",45.68
"177","2017-07-26",44.279999
"178","2017-07-27",43.860001
"179","2017-07-28",43.82
"180","2017-07-31",43.98
"181","2017-08-01",44.040001
"182","2017-08-02",43.759998
"183","2017-08-03",43.220001
"184","2017-08-04",43.619999
"185","2017-08-07",43.860001
"186","2017-08-08",43.560001
"187","2017-08-09",43.509998
"188","2017-08-10",44.34
"189","2017-08-11",44.810001
"190","2017-08-14",44.810001
"191","2017-08-15",45.02
"192","2017-08-16",45.360001
"193","2017-08-17",45.369999
"194","2017-08-18",45.27
"195","2017-08-21",45.450001
"196","2017-08-22",45.66
"197","2017-08-23",45.59
"198","2017-08-24",45
"199","2017-08-25",45.040001
"200","2017-08-28",44.880001
"201","2017-08-29",45.07
"202","2017-08-30",45.169998
"203","2017-08-31",45.48
"204","2017-09-01",45.990002
"205","2017-09-05",45.740002
"206","2017-09-06",45.32
"207","2017-09-07",45.279999
"208","2017-09-08",45.439999
"209","2017-09-11",45.630001
"210","2017-09-12",46
"211","2017-09-13",46.549999
"212","2017-09-14",46.07
"213","2017-09-15",46.389999
"214","2017-09-18",46.279999
"215","2017-09-19",46.389999
"216","2017-09-20",46.650002
"217","2017-09-21",45.860001
"218","2017-09-22",45.380001
"219","2017-09-25",45.169998
