"","date","JCS"
"243","2007-12-18",11.57
"244","2007-12-19",11.81
"245","2007-12-20",11.87
"246","2007-12-21",11.65
"247","2007-12-24",11.65
"248","2007-12-26",11.93
"249","2007-12-27",11.94
"250","2007-12-28",11.73
"251","2007-12-31",11.87
"252","2008-01-02",11.65
"253","2008-01-03",11.72
"254","2008-01-04",11.21
"255","2008-01-07",11
"256","2008-01-08",11.15
"257","2008-01-09",11.2
"258","2008-01-10",10.43
"259","2008-01-11",10.46
"260","2008-01-14",10.75
"261","2008-01-15",10.56
"262","2008-01-16",10.69
"263","2008-01-17",10.47
"264","2008-01-18",10.95
"265","2008-01-22",10.35
"266","2008-01-23",10.18
"267","2008-01-24",10.2
"268","2008-01-25",10.2
"269","2008-01-28",10.25
"270","2008-01-29",10.47
"271","2008-01-30",10.43
"272","2008-01-31",10.65
"273","2008-02-01",10.78
"274","2008-02-04",11.24
"275","2008-02-05",11
"276","2008-02-06",10.88
"277","2008-02-07",10.83
"278","2008-02-08",10.73
"279","2008-02-11",11.14
"280","2008-02-12",11.15
"281","2008-02-13",11.18
"282","2008-02-14",11.39
"283","2008-02-15",11.67
"284","2008-02-19",11.61
"285","2008-02-20",11.7
"286","2008-02-21",11.74
"287","2008-02-22",11.61
"288","2008-02-25",11.53
"289","2008-02-26",11.7
"290","2008-02-27",11.62
"291","2008-02-28",11.46
"292","2008-02-29",11.25
"293","2008-03-03",11.15
"294","2008-03-04",10.91
"295","2008-03-05",10.5
"296","2008-03-06",10.43
"297","2008-03-07",10.75
"298","2008-03-10",10.73
"299","2008-03-11",10.89
"300","2008-03-12",11
"301","2008-03-13",10.82
"302","2008-03-14",10.88
"303","2008-03-17",10.66
"304","2008-03-18",10.5
"305","2008-03-19",10.5
"306","2008-03-20",10.49
"307","2008-03-24",10.37
"308","2008-03-25",10.65
"309","2008-03-26",10.7
"310","2008-03-27",10.65
"311","2008-03-28",10.38
"312","2008-03-31",10.77
"313","2008-04-01",10.72
"314","2008-04-02",11
"315","2008-04-03",11.24
"316","2008-04-04",11.33
"317","2008-04-07",11.42
"318","2008-04-08",11.5
"319","2008-04-09",11.6
"320","2008-04-10",11.48
"321","2008-04-11",11.5
"322","2008-04-14",11.35
"323","2008-04-15",11.33
"324","2008-04-16",11.4
"325","2008-04-17",11.37
"326","2008-04-18",11.25
"327","2008-04-21",11.5
"328","2008-04-22",11.47
"329","2008-04-23",11.24
"330","2008-04-24",11.25
"331","2008-04-25",11.26
"332","2008-04-28",11.17
"333","2008-04-29",11.33
"334","2008-04-30",11.45
"335","2008-05-01",11.4
"336","2008-05-02",11.36
"337","2008-05-05",11.3
"338","2008-05-06",11
"339","2008-05-07",11.07
"340","2008-05-08",11.15
"341","2008-05-09",11.18
"342","2008-05-12",11.14
"343","2008-05-13",11.1
"344","2008-05-14",11.1
"345","2008-05-15",11.11
"346","2008-05-16",11.48
"347","2008-05-19",11.44
"348","2008-05-20",11.5
"349","2008-05-21",11.41
"350","2008-05-22",11.38
"351","2008-05-23",11.5
"352","2008-05-27",11.42
"353","2008-05-28",11.42
"354","2008-05-29",11.24
"355","2008-05-30",11.3
"356","2008-06-02",11.24
"357","2008-06-03",11.14
"358","2008-06-04",10.71
"359","2008-06-05",11.05
"360","2008-06-06",10.98
"361","2008-06-09",10.66
"362","2008-06-10",10.65
"363","2008-06-11",10.68
"364","2008-06-12",10.45
"365","2008-06-13",10.66
"366","2008-06-16",11.25
"367","2008-06-17",11.22
"368","2008-06-18",10.8
"369","2008-06-19",11.18
"370","2008-06-20",11.07
"371","2008-06-23",11
"372","2008-06-24",10.88
"373","2008-06-25",10.98
"374","2008-06-26",10.91
"375","2008-06-27",10.8
"376","2008-06-30",10.98
"377","2008-07-01",10.78
"378","2008-07-02",10.9
"379","2008-07-03",10.8
"380","2008-07-07",11.04
"381","2008-07-08",10.75
"382","2008-07-09",10.94
"383","2008-07-10",10.7
"384","2008-07-11",10.87
"385","2008-07-14",10.9
"386","2008-07-15",10.69
"387","2008-07-16",10.62
"388","2008-07-17",10.69
"389","2008-07-18",10.74
"390","2008-07-21",11
"391","2008-07-22",10.93
"392","2008-07-23",11
"393","2008-07-24",10.9
"394","2008-07-25",10.73
"395","2008-07-28",10.7
"396","2008-07-29",10.48
"397","2008-07-30",10.74
"398","2008-07-31",10.73
"399","2008-08-01",10.74
"400","2008-08-04",10.47
"401","2008-08-05",10.46
"402","2008-08-06",10.32
"403","2008-08-07",10.16
"404","2008-08-08",9.99
"405","2008-08-11",9.78
"406","2008-08-12",9.9
"407","2008-08-13",10.1
"408","2008-08-14",10.17
"409","2008-08-15",10.02
"410","2008-08-18",10.08
"411","2008-08-19",10.45
"412","2008-08-20",10.84
"413","2008-08-21",10.84
"414","2008-08-22",10.84
"415","2008-08-25",10.51
"416","2008-08-26",10.55
"417","2008-08-27",10.59
"418","2008-08-28",10.49
"419","2008-08-29",10.48
"420","2008-09-02",10.36
"421","2008-09-03",10.41
"422","2008-09-04",10.32
"423","2008-09-05",10.26
"424","2008-09-08",10.5
"425","2008-09-09",10.46
"426","2008-09-10",10.31
"427","2008-09-11",10.22
"428","2008-09-12",10.26
"429","2008-09-15",10.05
"430","2008-09-16",10
"431","2008-09-17",10.13
"432","2008-09-18",10.24
"433","2008-09-19",11.62
"434","2008-09-22",10.7
"435","2008-09-23",10.7
"436","2008-09-24",10.75
"437","2008-09-25",10.75
"438","2008-09-26",10.9
"439","2008-09-29",9.79
"440","2008-09-30",10.98
"441","2008-10-01",10.86
"442","2008-10-02",10.55
"443","2008-10-03",10.25
"444","2008-10-06",9.75
"445","2008-10-07",8.95
"446","2008-10-08",8.25
"447","2008-10-09",8.23
"448","2008-10-10",7.91
"449","2008-10-13",8.19
"450","2008-10-14",8.26
"451","2008-10-15",8.36
"452","2008-10-16",8.21
"453","2008-10-17",8.16
"454","2008-10-20",8.03
"455","2008-10-21",8.21
"456","2008-10-22",7.83
"457","2008-10-23",7.24
"458","2008-10-24",7.32
"459","2008-10-27",7.57
"460","2008-10-28",7.55
"461","2008-10-29",7.96
"462","2008-10-30",7.08
"463","2008-10-31",8
"464","2008-11-03",7.84
"465","2008-11-04",8.5
"466","2008-11-05",8.97
"467","2008-11-06",8.53
"468","2008-11-07",7.89
"469","2008-11-10",8.64
"470","2008-11-11",8.12
"471","2008-11-12",8.52
"472","2008-11-13",8.82
"473","2008-11-14",8.74
"474","2008-11-17",8.28
"475","2008-11-18",9.08
"476","2008-11-19",8.85
"477","2008-11-20",8.06
"478","2008-11-21",7.75
"479","2008-11-24",7.75
"480","2008-11-25",7.8
"481","2008-11-26",8.1
"482","2008-11-28",8.34
"483","2008-12-01",8.27
"484","2008-12-02",7.9
"485","2008-12-03",7.84
"486","2008-12-04",7.61
"487","2008-12-05",7.5
"488","2008-12-08",7.75
"489","2008-12-09",7.66
"490","2008-12-10",7.5
"491","2008-12-11",7.42
"492","2008-12-12",7.41
"493","2008-12-15",7.88
"494","2008-12-16",8.41
"495","2008-12-17",8.2
"496","2008-12-18",8.1
"497","2008-12-19",8.2
"498","2008-12-22",8.1
"499","2008-12-23",7.82
"500","2008-12-24",7.77
"501","2008-12-26",7.6
"502","2008-12-29",7.11
"503","2008-12-30",7.25
"504","2008-12-31",7.8
"505","2009-01-02",8.04
"506","2009-01-05",8.44
"507","2009-01-06",8.78
"508","2009-01-07",8.57
"509","2009-01-08",8.51
"510","2009-01-09",9.54
"511","2009-01-12",9.02
"512","2009-01-13",8.99
"513","2009-01-14",9.45
"514","2009-01-15",9.05
"515","2009-01-16",8.88
"516","2009-01-20",8.93
"517","2009-01-21",9.45
"518","2009-01-22",8.7
"519","2009-01-23",8.15
"520","2009-01-26",9.07
"521","2009-01-27",8.5
"522","2009-01-28",8.6
"523","2009-01-29",9.02
"524","2009-01-30",7.87
"525","2009-02-02",7.51
"526","2009-02-03",9.06
"527","2009-02-04",8.6
"528","2009-02-05",8.14
"529","2009-02-06",8.09
"530","2009-02-09",8.26
"531","2009-02-10",8.42
"532","2009-02-11",8.53
"533","2009-02-12",8.44
"534","2009-02-13",8.53
"535","2009-02-17",8
"536","2009-02-18",8
"537","2009-02-19",8.01
"538","2009-02-20",8.02
"539","2009-02-23",8.02
"540","2009-02-24",7.96
"541","2009-02-25",7.56
"542","2009-02-26",7.85
"543","2009-02-27",7.72
"544","2009-03-02",7.55
"545","2009-03-03",7.44
"546","2009-03-04",7.3
"547","2009-03-05",7.26
"548","2009-03-06",7.01
"549","2009-03-09",7
"550","2009-03-10",7.22
"551","2009-03-11",7.19
"552","2009-03-12",7.2
"553","2009-03-13",7.34
"554","2009-03-16",7.41
"555","2009-03-17",7.79
"556","2009-03-18",8.05
"557","2009-03-19",7.61
"558","2009-03-20",7.59
"559","2009-03-23",7.65
"560","2009-03-24",7.79
"561","2009-03-25",8.06
"562","2009-03-26",8
"563","2009-03-27",7.7
"564","2009-03-30",7.84
"565","2009-03-31",7.63
"566","2009-04-01",7.74
"567","2009-04-02",8.24
"568","2009-04-03",7.55
"569","2009-04-06",7.79
"570","2009-04-07",7.65
"571","2009-04-08",7.65
"572","2009-04-09",7.89
"573","2009-04-13",7.78
"574","2009-04-14",7.63
"575","2009-04-15",7.83
"576","2009-04-16",7.8
"577","2009-04-17",7.61
"578","2009-04-20",7.72
"579","2009-04-21",7.85
"580","2009-04-22",7.85
"581","2009-04-23",7.95
"582","2009-04-24",7.9
"583","2009-04-27",8
"584","2009-04-28",7.86
"585","2009-04-29",8.35
"586","2009-04-30",8.35
"587","2009-05-01",8.43
"588","2009-05-04",8.6
"589","2009-05-05",8.6
"590","2009-05-06",8.69
"591","2009-05-07",8.99
"592","2009-05-08",9.5
"593","2009-05-11",9.36
"594","2009-05-12",9.36
"595","2009-05-13",9.1
"596","2009-05-14",9.2
"597","2009-05-15",9.03
"598","2009-05-18",9.8
"599","2009-05-19",9.92
"600","2009-05-20",9.95
"601","2009-05-21",9.73
"602","2009-05-22",9.95
"603","2009-05-26",10.02
"604","2009-05-27",9.99
"605","2009-05-28",10.1
"606","2009-05-29",9.79
"607","2009-06-01",10.47
"608","2009-06-02",10.38
"609","2009-06-03",10.65
"610","2009-06-04",11.2
"611","2009-06-05",11
"612","2009-06-08",11.08
"613","2009-06-09",10.96
"614","2009-06-10",10.46
"615","2009-06-11",10.79
"616","2009-06-12",9.72
"617","2009-06-15",9.8
"618","2009-06-16",9.69
"619","2009-06-17",9.77
"620","2009-06-18",9.8
"621","2009-06-19",9.8
"622","2009-06-22",9.59
"623","2009-06-23",9.55
"624","2009-06-24",9.81
"625","2009-06-25",9.56
"626","2009-06-26",10.06
"627","2009-06-29",9.66
"628","2009-06-30",9.8
"629","2009-07-01",10.28
"630","2009-07-02",9.67
"631","2009-07-06",10.28
"632","2009-07-07",10.82
"633","2009-07-08",10.09
"634","2009-07-09",10.07
"635","2009-07-10",10.5
"636","2009-07-13",10.6
"637","2009-07-14",10.59
"638","2009-07-15",10.8
"639","2009-07-16",10.8
"640","2009-07-17",10.56
"641","2009-07-20",10.49
"642","2009-07-21",10.64
"643","2009-07-22",10.64
"644","2009-07-23",11
"645","2009-07-24",11.37
"646","2009-07-27",11.72
"647","2009-07-28",12
"648","2009-07-29",12.04
"649","2009-07-30",12.85
"650","2009-07-31",11.95
"651","2009-08-03",11.68
"652","2009-08-04",11.47
"653","2009-08-05",11.13
"654","2009-08-06",10.32
"655","2009-08-07",10.81
"656","2009-08-10",11.65
"657","2009-08-11",11.68
"658","2009-08-12",11.97
"659","2009-08-13",12.02
"660","2009-08-14",11.35
"661","2009-08-17",11.49
"662","2009-08-18",11.67
"663","2009-08-19",11.85
"664","2009-08-20",12.11
"665","2009-08-21",12.68
"666","2009-08-24",12.5
"667","2009-08-25",12.52
"668","2009-08-26",12.34
"669","2009-08-27",12.64
"670","2009-08-28",12.14
"671","2009-08-31",11.8
"672","2009-09-01",11.7
"673","2009-09-02",11.8
"674","2009-09-03",11.66
"675","2009-09-04",11.68
"676","2009-09-08",11.51
"677","2009-09-09",11.67
"678","2009-09-10",11.81
"679","2009-09-11",11.41
"680","2009-09-14",11.76
"681","2009-09-15",11.98
"682","2009-09-16",12.18
"683","2009-09-17",12.13
"684","2009-09-18",11.8
"685","2009-09-21",11.74
"686","2009-09-22",11.63
"687","2009-09-23",11.4
"688","2009-09-24",11.69
"689","2009-09-25",11.68
"690","2009-09-28",11.45
"691","2009-09-29",11.37
"692","2009-09-30",11.68
"693","2009-10-01",11.66
"694","2009-10-02",11.59
"695","2009-10-05",11.79
"696","2009-10-06",11.53
"697","2009-10-07",11.44
"698","2009-10-08",11.35
"699","2009-10-09",11.19
"700","2009-10-12",11.45
"701","2009-10-13",11.13
"702","2009-10-14",11.42
"703","2009-10-15",11.12
"704","2009-10-16",10.92
"705","2009-10-19",11.08
"706","2009-10-20",10.92
"707","2009-10-21",11.09
"708","2009-10-22",11.56
"709","2009-10-23",10.85
"710","2009-10-26",11.02
"711","2009-10-27",10.84
"712","2009-10-28",10.66
"713","2009-10-29",11.07
"714","2009-10-30",10.98
"715","2009-11-02",11.01
"716","2009-11-03",10.8
"717","2009-11-04",10.95
"718","2009-11-05",11.12
"719","2009-11-06",10.88
"720","2009-11-09",11.14
"721","2009-11-10",10.9
"722","2009-11-11",11.25
"723","2009-11-12",10.85
"724","2009-11-13",11.02
"725","2009-11-16",11.28
"726","2009-11-17",11.35
"727","2009-11-18",11.38
"728","2009-11-19",11.03
"729","2009-11-20",11.19
"730","2009-11-23",11.42
"731","2009-11-24",11.7
"732","2009-11-25",11.83
"733","2009-11-27",11.51
"734","2009-11-30",11.35
"735","2009-12-01",11.35
"736","2009-12-02",11.92
"737","2009-12-03",11.89
"738","2009-12-04",12.14
"739","2009-12-07",12.2
"740","2009-12-08",12.09
"741","2009-12-09",12.24
"742","2009-12-10",12.21
"743","2009-12-11",12.4
"744","2009-12-14",12.23
"745","2009-12-15",12
"746","2009-12-16",12.17
"747","2009-12-17",12
"748","2009-12-18",12.44
"749","2009-12-21",12.85
"750","2009-12-22",12.61
"751","2009-12-23",13.01
"752","2009-12-24",12.88
"753","2009-12-28",12.69
"754","2009-12-29",12.42
"755","2009-12-30",12.53
"756","2009-12-31",12.44
"757","2010-01-04",13.29
"758","2010-01-05",13.12
"759","2010-01-06",12.74
"760","2010-01-07",13.03
"761","2010-01-08",13.04
"762","2010-01-11",13.03
"763","2010-01-12",12.55
"764","2010-01-13",12.6
"765","2010-01-14",12.62
"766","2010-01-15",12.19
"767","2010-01-19",12.72
"768","2010-01-20",12.27
"769","2010-01-21",11.98
"770","2010-01-22",11.83
"771","2010-01-25",12.04
"772","2010-01-26",11.8
"773","2010-01-27",11.82
"774","2010-01-28",11.62
"775","2010-01-29",11.91
"776","2010-02-01",12.13
"777","2010-02-02",11.99
"778","2010-02-03",11.8
"779","2010-02-04",11.77
"780","2010-02-05",11.91
"781","2010-02-08",12.13
"782","2010-02-09",12.06
"783","2010-02-10",12.06
"784","2010-02-11",12.22
"785","2010-02-12",12.45
"786","2010-02-16",12.33
"787","2010-02-17",12.11
"788","2010-02-18",12.44
"789","2010-02-19",12.17
"790","2010-02-22",12.41
"791","2010-02-23",12.15
"792","2010-02-24",12.1
"793","2010-02-25",12.05
"794","2010-02-26",11.96
"795","2010-03-01",12.27
"796","2010-03-02",12.29
"797","2010-03-03",12.51
"798","2010-03-04",12.52
"799","2010-03-05",12.55
"800","2010-03-08",12.69
"801","2010-03-09",13.2
"802","2010-03-10",13.15
"803","2010-03-11",13.49
"804","2010-03-12",13.27
"805","2010-03-15",13.34
"806","2010-03-16",13.39
"807","2010-03-17",13.13
"808","2010-03-18",12.78
"809","2010-03-19",12.95
"810","2010-03-22",13.05
"811","2010-03-23",13
"812","2010-03-24",12.87
"813","2010-03-25",13.02
"814","2010-03-26",12.94
"815","2010-03-29",13.02
"816","2010-03-30",12.95
"817","2010-03-31",12.93
"818","2010-04-01",12.52
"819","2010-04-05",12.7
"820","2010-04-06",12.6
"821","2010-04-07",12.73
"822","2010-04-08",12.6
"823","2010-04-09",12.69
"824","2010-04-12",12.63
"825","2010-04-13",12.56
"826","2010-04-14",13.05
"827","2010-04-15",12.87
"828","2010-04-16",12.68
"829","2010-04-19",12.63
"830","2010-04-20",13.05
"831","2010-04-21",13.01
"832","2010-04-22",13.02
"833","2010-04-23",13.05
"834","2010-04-26",12.97
"835","2010-04-27",12.65
"836","2010-04-28",12.66
"837","2010-04-29",12.98
"838","2010-04-30",12.84
"839","2010-05-03",13.03
"840","2010-05-04",12.8
"841","2010-05-05",12.54
"842","2010-05-06",11.88
"843","2010-05-07",11.6
"844","2010-05-10",12.31
"845","2010-05-11",12.37
"846","2010-05-12",12.15
"847","2010-05-13",12.15
"848","2010-05-14",11.92
"849","2010-05-17",11.74
"850","2010-05-18",11.82
"851","2010-05-19",11.76
"852","2010-05-20",11.17
"853","2010-05-21",10.95
"854","2010-05-24",10.65
"855","2010-05-25",10.49
"856","2010-05-26",10.67
"857","2010-05-27",11.33
"858","2010-05-28",10.95
"859","2010-06-01",10.62
"860","2010-06-02",11.23
"861","2010-06-03",10.94
"862","2010-06-04",10.61
"863","2010-06-07",10.64
"864","2010-06-08",10.43
"865","2010-06-09",10.2
"866","2010-06-10",10.42
"867","2010-06-11",10.93
"868","2010-06-14",11.06
"869","2010-06-15",11.1
"870","2010-06-16",11.4
"871","2010-06-17",11.34
"872","2010-06-18",11.09
"873","2010-06-21",11.45
"874","2010-06-22",11.33
"875","2010-06-23",10.97
"876","2010-06-24",10.57
"877","2010-06-25",10.37
"878","2010-06-28",10.5
"879","2010-06-29",10.45
"880","2010-06-30",10.42
"881","2010-07-01",10.33
"882","2010-07-02",10.36
"883","2010-07-06",10.22
"884","2010-07-07",10.16
"885","2010-07-08",10.15
"886","2010-07-09",10.6
"887","2010-07-12",10.17
"888","2010-07-13",10.5
"889","2010-07-14",10.33
"890","2010-07-15",10.29
"891","2010-07-16",10.18
"892","2010-07-19",10.45
"893","2010-07-20",10.58
"894","2010-07-21",10.43
"895","2010-07-22",10.45
"896","2010-07-23",10.5
"897","2010-07-26",10.44
"898","2010-07-27",10.17
"899","2010-07-28",10.18
"900","2010-07-29",10.36
"901","2010-07-30",10.26
"902","2010-08-02",10.24
"903","2010-08-03",10.2
"904","2010-08-04",10.08
"905","2010-08-05",10.12
"906","2010-08-06",10.2
"907","2010-08-09",10.09
"908","2010-08-10",10.84
"909","2010-08-11",10.54
"910","2010-08-12",10.33
"911","2010-08-13",10.37
"912","2010-08-16",10.28
"913","2010-08-17",10.5
"914","2010-08-18",10.85
"915","2010-08-19",10.6
"916","2010-08-20",10.71
"917","2010-08-23",11.05
"918","2010-08-24",10.7
"919","2010-08-25",11
"920","2010-08-26",10.8
"921","2010-08-27",10.55
"922","2010-08-30",10.72
"923","2010-08-31",10.91
"924","2010-09-01",10.99
"925","2010-09-02",10.76
"926","2010-09-03",10.8
"927","2010-09-07",10.5
"928","2010-09-08",10.55
"929","2010-09-09",10.63
"930","2010-09-10",10.77
"931","2010-09-13",10.83
"932","2010-09-14",10.96
"933","2010-09-15",10.86
"934","2010-09-16",10.74
"935","2010-09-17",10.95
"936","2010-09-20",10.94
"937","2010-09-21",10.9
"938","2010-09-22",10.79
"939","2010-09-23",10.75
"940","2010-09-24",10.87
"941","2010-09-27",10.95
"942","2010-09-28",11.01
"943","2010-09-29",11.41
"944","2010-09-30",11.38
"945","2010-10-01",11.24
"946","2010-10-04",11.29
"947","2010-10-05",11.62
"948","2010-10-06",11.33
"949","2010-10-07",11.3
"950","2010-10-08",11.31
"951","2010-10-11",11.24
"952","2010-10-12",11.25
"953","2010-10-13",11.41
"954","2010-10-14",11.43
"955","2010-10-15",11.6
"956","2010-10-18",11.72
"957","2010-10-19",11.7
"958","2010-10-20",11.54
"959","2010-10-21",11.5
"960","2010-10-22",11.5
"961","2010-10-25",11.59
"962","2010-10-26",11.6
"963","2010-10-27",11.42
"964","2010-10-28",11.3
"965","2010-10-29",12.14
"966","2010-11-01",12.13
"967","2010-11-02",12.38
"968","2010-11-03",12.37
"969","2010-11-04",12.4
"970","2010-11-05",12.34
"971","2010-11-08",12.06
"972","2010-11-09",12.2
"973","2010-11-10",14.44
"974","2010-11-11",14.03
"975","2010-11-12",13.9
"976","2010-11-15",14.03
"977","2010-11-16",13.76
"978","2010-11-17",13.77
"979","2010-11-18",13.7
"980","2010-11-19",13.81
"981","2010-11-22",13.88
"982","2010-11-23",13.61
"983","2010-11-24",13.8
"984","2010-11-26",13.8
"985","2010-11-29",14.4
"986","2010-11-30",14.19
"987","2010-12-01",14.2
"988","2010-12-02",14.08
"989","2010-12-03",13.55
"990","2010-12-06",13.71
"991","2010-12-07",13.75
"992","2010-12-08",14.07
"993","2010-12-09",14.1
"994","2010-12-10",14.16
"995","2010-12-13",14.42
"996","2010-12-14",14.2
"997","2010-12-15",13.73
"998","2010-12-16",13.91
"999","2010-12-17",14.2
"1000","2010-12-20",14.05
"1001","2010-12-21",14.14
"1002","2010-12-22",13.94
