"","date","WAL"
"1","2007-01-03",34.34
"2","2007-01-04",34.779999
"3","2007-01-05",33.349998
"4","2007-01-08",34.68
"5","2007-01-09",33.939999
"6","2007-01-10",34.02
"7","2007-01-11",35.029999
"8","2007-01-12",34.439999
"9","2007-01-16",33.799999
"10","2007-01-17",33.720001
"11","2007-01-18",33.529999
"12","2007-01-19",35.299999
"13","2007-01-22",34.709999
"14","2007-01-23",34.799999
"15","2007-01-24",34.599998
"16","2007-01-25",33.57
"17","2007-01-26",33.869999
"18","2007-01-29",33.470001
"19","2007-01-30",33.669998
"20","2007-01-31",33.599998
"21","2007-02-01",34.490002
"22","2007-02-02",34.84
"23","2007-02-05",34.459999
"24","2007-02-06",34.68
"25","2007-02-07",34.779999
"26","2007-02-08",34.779999
"27","2007-02-09",34.459999
"28","2007-02-12",34.25
"29","2007-02-13",34.25
"30","2007-02-14",33.849998
"31","2007-02-15",33.779999
"32","2007-02-16",33.77
"33","2007-02-20",34.5
"34","2007-02-21",34.330002
"35","2007-02-22",34.779999
"36","2007-02-23",34.290001
"37","2007-02-26",33.830002
"38","2007-02-27",33
"39","2007-02-28",33.459999
"40","2007-03-01",32.860001
"41","2007-03-02",32.799999
"42","2007-03-05",31.360001
"43","2007-03-06",32.049999
"44","2007-03-07",31.85
"45","2007-03-08",31.75
"46","2007-03-09",31.41
"47","2007-03-12",31.950001
"48","2007-03-13",31.110001
"49","2007-03-14",31.559999
"50","2007-03-15",31.73
"51","2007-03-16",31.059999
"52","2007-03-19",31.719999
"53","2007-03-20",31.879999
"54","2007-03-21",32.709999
"55","2007-03-22",33.040001
"56","2007-03-23",33.259998
"57","2007-03-26",33.23
"58","2007-03-27",31.85
"59","2007-03-28",31.1
"60","2007-03-29",31.139999
"61","2007-03-30",31.040001
"62","2007-04-02",30.440001
"63","2007-04-03",30.889999
"64","2007-04-04",30.5
"65","2007-04-05",30.139999
"66","2007-04-09",30.16
"67","2007-04-10",30.4
"68","2007-04-11",30.51
"69","2007-04-12",30.540001
"70","2007-04-13",30.969999
"71","2007-04-16",31.190001
"72","2007-04-17",31.1
"73","2007-04-18",31.190001
"74","2007-04-19",31.5
"75","2007-04-20",31.700001
"76","2007-04-23",32.169998
"77","2007-04-24",31.33
"78","2007-04-25",31.450001
"79","2007-04-26",32.759998
"80","2007-04-27",32.259998
"81","2007-04-30",32.240002
"82","2007-05-01",32.02
"83","2007-05-02",32.32
"84","2007-05-03",32.110001
"85","2007-05-04",32.419998
"86","2007-05-07",32.119999
"87","2007-05-08",32.130001
"88","2007-05-09",32.220001
"89","2007-05-10",31.85
"90","2007-05-11",32.119999
"91","2007-05-14",31.459999
"92","2007-05-15",31.07
"93","2007-05-16",31.73
"94","2007-05-17",30.879999
"95","2007-05-18",30.75
"96","2007-05-21",30.99
"97","2007-05-22",31.4
"98","2007-05-23",31.16
"99","2007-05-24",31
"100","2007-05-25",31.110001
"101","2007-05-29",31.389999
"102","2007-05-30",31.49
"103","2007-05-31",31.190001
"104","2007-06-01",31.450001
"105","2007-06-04",31.299999
"106","2007-06-05",31.200001
"107","2007-06-06",31.360001
"108","2007-06-07",30.68
"109","2007-06-08",31.18
"110","2007-06-11",30.799999
"111","2007-06-12",30.01
"112","2007-06-13",30.299999
"113","2007-06-14",29.700001
"114","2007-06-15",30.34
"115","2007-06-18",30.4
"116","2007-06-19",30.68
"117","2007-06-20",30.559999
"118","2007-06-21",29.98
"119","2007-06-22",29.41
"120","2007-06-25",29.15
"121","2007-06-26",29.129999
"122","2007-06-27",29.700001
"123","2007-06-28",30.360001
"124","2007-06-29",29.85
"125","2007-07-02",30.17
"126","2007-07-03",28.52
"127","2007-07-05",27.9
"128","2007-07-06",28.030001
"129","2007-07-09",27.809999
"130","2007-07-10",26.74
"131","2007-07-11",26.41
"132","2007-07-12",27.15
"133","2007-07-13",26.950001
"134","2007-07-16",26.4
"135","2007-07-17",26.58
"136","2007-07-18",26.139999
"137","2007-07-19",25.85
"138","2007-07-20",25.24
"139","2007-07-23",25.26
"140","2007-07-24",24.190001
"141","2007-07-25",24.52
"142","2007-07-26",23.049999
"143","2007-07-27",23.76
"144","2007-07-30",24.92
"145","2007-07-31",26.309999
"146","2007-08-01",25.620001
"147","2007-08-02",25.75
"148","2007-08-03",24
"149","2007-08-06",25.68
"150","2007-08-07",27.290001
"151","2007-08-08",28.98
"152","2007-08-09",28.469999
"153","2007-08-10",27.200001
"154","2007-08-13",26.309999
"155","2007-08-14",28
"156","2007-08-15",24.940001
"157","2007-08-16",28.48
"158","2007-08-17",29.209999
"159","2007-08-20",28.209999
"160","2007-08-21",27.959999
"161","2007-08-22",28.92
"162","2007-08-23",27.799999
"163","2007-08-24",28.23
"164","2007-08-27",27.41
"165","2007-08-28",27.379999
"166","2007-08-29",27.290001
"167","2007-08-30",26.16
"168","2007-08-31",26.860001
"169","2007-09-04",26.83
"170","2007-09-05",25.49
"171","2007-09-06",25.48
"172","2007-09-07",25.1
"173","2007-09-10",24.879999
"174","2007-09-11",25.93
"175","2007-09-12",25.09
"176","2007-09-13",25.379999
"177","2007-09-14",25.6
"178","2007-09-17",25.75
"179","2007-09-18",27
"180","2007-09-19",27.459999
"181","2007-09-20",27.18
"182","2007-09-21",27.030001
"183","2007-09-24",25.83
"184","2007-09-25",24.98
"185","2007-09-26",24.4
"186","2007-09-27",24.24
"187","2007-09-28",23.57
"188","2007-10-01",23.65
"189","2007-10-02",24.120001
"190","2007-10-03",23.690001
"191","2007-10-04",24.450001
"192","2007-10-05",24.870001
"193","2007-10-08",24.200001
"194","2007-10-09",24.18
"195","2007-10-10",24.01
"196","2007-10-11",24.1
"197","2007-10-12",23.51
"198","2007-10-15",23.02
"199","2007-10-16",22.110001
"200","2007-10-17",21.959999
"201","2007-10-18",21.42
"202","2007-10-19",21.6
"203","2007-10-22",21.290001
"204","2007-10-23",21.23
"205","2007-10-24",21.08
"206","2007-10-25",20.99
"207","2007-10-26",22.469999
"208","2007-10-29",22.780001
"209","2007-10-30",22.469999
"210","2007-10-31",22.74
"211","2007-11-01",21.209999
"212","2007-11-02",20.139999
"213","2007-11-05",19.85
"214","2007-11-06",20.52
"215","2007-11-07",19.860001
"216","2007-11-08",20.299999
"217","2007-11-09",20.1
"218","2007-11-12",20.549999
"219","2007-11-13",21.6
"220","2007-11-14",21.389999
"221","2007-11-15",20.9
"222","2007-11-16",20.18
"223","2007-11-19",20.290001
"224","2007-11-20",19.879999
"225","2007-11-21",20.15
"226","2007-11-23",20.32
"227","2007-11-26",19.85
"228","2007-11-27",19.9
"229","2007-11-28",21.389999
"230","2007-11-29",22.5
"231","2007-11-30",22.059999
"232","2007-12-03",21.85
"233","2007-12-04",22.02
"234","2007-12-05",22.389999
"235","2007-12-06",23.040001
"236","2007-12-07",25.15
"237","2007-12-10",25.950001
"238","2007-12-11",25.5
"239","2007-12-12",22.85
"240","2007-12-13",21.799999
"241","2007-12-14",19.65
"242","2007-12-17",19.219999
"243","2007-12-18",20.110001
"244","2007-12-19",20.389999
"245","2007-12-20",19.299999
"246","2007-12-21",19.35
"247","2007-12-24",19.34
"248","2007-12-26",19.5
"249","2007-12-27",19
"250","2007-12-28",18.200001
"251","2007-12-31",18.77
"252","2008-01-02",17.4
"253","2008-01-03",16.9
"254","2008-01-04",16.440001
"255","2008-01-07",16.129999
"256","2008-01-08",15.55
"257","2008-01-09",15.3
"258","2008-01-10",15.76
"259","2008-01-11",15.5
"260","2008-01-14",15.01
"261","2008-01-15",15.13
"262","2008-01-16",14.79
"263","2008-01-17",13.39
"264","2008-01-18",13.18
"265","2008-01-22",13.32
"266","2008-01-23",15.9
"267","2008-01-24",15.66
"268","2008-01-25",14.7
"269","2008-01-28",15.41
"270","2008-01-29",16.35
"271","2008-01-30",16.200001
"272","2008-01-31",16.049999
"273","2008-02-01",16
"274","2008-02-04",15.56
"275","2008-02-05",14.95
"276","2008-02-06",14.88
"277","2008-02-07",15
"278","2008-02-08",13.97
"279","2008-02-11",14.09
"280","2008-02-12",14.31
"281","2008-02-13",14.62
"282","2008-02-14",14.1
"283","2008-02-15",13.75
"284","2008-02-19",13.62
"285","2008-02-20",13.66
"286","2008-02-21",12.95
"287","2008-02-22",12.7
"288","2008-02-25",12.6
"289","2008-02-26",13.39
"290","2008-02-27",13.77
"291","2008-02-28",13.26
"292","2008-02-29",11.98
"293","2008-03-03",11.84
"294","2008-03-04",11.66
"295","2008-03-05",11.44
"296","2008-03-06",10.38
"297","2008-03-07",10.46
"298","2008-03-10",10.65
"299","2008-03-11",11.37
"300","2008-03-12",11.71
"301","2008-03-13",11.98
"302","2008-03-14",11.27
"303","2008-03-17",10.95
"304","2008-03-18",11.56
"305","2008-03-19",11.25
"306","2008-03-20",13.16
"307","2008-03-24",13.31
"308","2008-03-25",13.48
"309","2008-03-26",13.1
"310","2008-03-27",12.97
"311","2008-03-28",12.98
"312","2008-03-31",12.86
"313","2008-04-01",13.1
"314","2008-04-02",13.58
"315","2008-04-03",13.49
"316","2008-04-04",12.65
"317","2008-04-07",12.83
"318","2008-04-08",12.23
"319","2008-04-09",11.44
"320","2008-04-10",11.22
"321","2008-04-11",11.32
"322","2008-04-14",10.81
"323","2008-04-15",10.93
"324","2008-04-16",11.52
"325","2008-04-17",11.77
"326","2008-04-18",11.66
"327","2008-04-21",11.26
"328","2008-04-22",10.7
"329","2008-04-23",11.26
"330","2008-04-24",11.7
"331","2008-04-25",12.26
"332","2008-04-28",13.36
"333","2008-04-29",12.86
"334","2008-04-30",12.77
"335","2008-05-01",13.22
"336","2008-05-02",12.87
"337","2008-05-05",12.58
"338","2008-05-06",13.02
"339","2008-05-07",12.12
"340","2008-05-08",12.26
"341","2008-05-09",11.97
"342","2008-05-12",12.38
"343","2008-05-13",12.21
"344","2008-05-14",12.13
"345","2008-05-15",12.08
"346","2008-05-16",11.51
"347","2008-05-19",11.59
"348","2008-05-20",11.08
"349","2008-05-21",10.7
"350","2008-05-22",10.55
"351","2008-05-23",10.42
"352","2008-05-27",10.79
"353","2008-05-28",10.43
"354","2008-05-29",10.42
"355","2008-05-30",10.59
"356","2008-06-02",9.54
"357","2008-06-03",9.68
"358","2008-06-04",9.67
"359","2008-06-05",9.84
"360","2008-06-06",9.7
"361","2008-06-09",9.75
"362","2008-06-10",9.82
"363","2008-06-11",9.66
"364","2008-06-12",9.12
"365","2008-06-13",8.97
"366","2008-06-16",9.15
"367","2008-06-17",8.58
"368","2008-06-18",8.78
"369","2008-06-19",8.38
"370","2008-06-20",8.27
"371","2008-06-23",7.88
"372","2008-06-24",7.94
"373","2008-06-25",8.32
"374","2008-06-26",8.11
"375","2008-06-27",8.11
"376","2008-06-30",7.76
"377","2008-07-01",8.06
"378","2008-07-02",7.53
"379","2008-07-03",7.62
"380","2008-07-07",7.5
"381","2008-07-08",8.39
"382","2008-07-09",8.33
"383","2008-07-10",8.44
"384","2008-07-11",8.4
"385","2008-07-14",7.25
"386","2008-07-15",7.18
"387","2008-07-16",8.42
"388","2008-07-17",10.1
"389","2008-07-18",9.46
"390","2008-07-21",10.12
"391","2008-07-22",10.1
"392","2008-07-23",10.88
"393","2008-07-24",9.9
"394","2008-07-25",10.77
"395","2008-07-28",10.1
"396","2008-07-29",11.59
"397","2008-07-30",11.14
"398","2008-07-31",10.04
"399","2008-08-01",10.56
"400","2008-08-04",10.66
"401","2008-08-05",12.66
"402","2008-08-06",13.97
"403","2008-08-07",13.09
"404","2008-08-08",13.81
"405","2008-08-11",15.24
"406","2008-08-12",15.32
"407","2008-08-13",15.14
"408","2008-08-14",14.7
"409","2008-08-15",14.08
"410","2008-08-18",12.95
"411","2008-08-19",12.28
"412","2008-08-20",13.2
"413","2008-08-21",13.25
"414","2008-08-22",13.39
"415","2008-08-25",12.34
"416","2008-08-26",12.22
"417","2008-08-27",12.7
"418","2008-08-28",12.92
"419","2008-08-29",13
"420","2008-09-02",13.62
"421","2008-09-03",14.46
"422","2008-09-04",13.89
"423","2008-09-05",13.95
"424","2008-09-08",14.53
"425","2008-09-09",14.34
"426","2008-09-10",14.26
"427","2008-09-11",14.87
"428","2008-09-12",14.84
"429","2008-09-15",14.83
"430","2008-09-16",16.299999
"431","2008-09-17",15.75
"432","2008-09-18",25.75
"433","2008-09-19",15.61
"434","2008-09-22",14.85
"435","2008-09-23",14.73
"436","2008-09-24",14.68
"437","2008-09-25",15.78
"438","2008-09-26",15.64
"439","2008-09-29",15.5
"440","2008-09-30",15.46
"441","2008-10-01",15.24
"442","2008-10-02",15.7
"443","2008-10-03",15.34
"444","2008-10-06",14.87
"445","2008-10-07",14.11
"446","2008-10-08",13.65
"447","2008-10-09",10.3
"448","2008-10-10",12.75
"449","2008-10-13",14.72
"450","2008-10-14",14.4
"451","2008-10-15",12.85
"452","2008-10-16",13.75
"453","2008-10-17",13
"454","2008-10-20",14.5
"455","2008-10-21",14.15
"456","2008-10-22",12.83
"457","2008-10-23",12.74
"458","2008-10-24",12.05
"459","2008-10-27",11.68
"460","2008-10-28",12.95
"461","2008-10-29",12.9
"462","2008-10-30",13.78
"463","2008-10-31",14.81
"464","2008-11-03",14.47
"465","2008-11-04",14.59
"466","2008-11-05",12.64
"467","2008-11-06",13.34
"468","2008-11-07",13
"469","2008-11-10",12.13
"470","2008-11-11",11.97
"471","2008-11-12",11.35
"472","2008-11-13",12.52
"473","2008-11-14",11.15
"474","2008-11-17",10.99
"475","2008-11-18",11
"476","2008-11-19",9.34
"477","2008-11-20",9.8
"478","2008-11-21",10.17
"479","2008-11-24",9.92
"480","2008-11-25",10.43
"481","2008-11-26",10.7
"482","2008-11-28",11.02
"483","2008-12-01",9.33
"484","2008-12-02",10.54
"485","2008-12-03",10.95
"486","2008-12-04",11.05
"487","2008-12-05",11.18
"488","2008-12-08",11.12
"489","2008-12-09",10.36
"490","2008-12-10",10.27
"491","2008-12-11",9.78
"492","2008-12-12",9.97
"493","2008-12-15",9.29
"494","2008-12-16",10.24
"495","2008-12-17",9.89
"496","2008-12-18",9.86
"497","2008-12-19",9.01
"498","2008-12-22",9.27
"499","2008-12-23",9.58
"500","2008-12-24",9.59
"501","2008-12-26",9.47
"502","2008-12-29",8.95
"503","2008-12-30",9.9
"504","2008-12-31",10.09
"505","2009-01-02",10.12
"506","2009-01-05",10.2
"507","2009-01-06",10.38
"508","2009-01-07",9.78
"509","2009-01-08",9.84
"510","2009-01-09",9.11
"511","2009-01-12",8.8
"512","2009-01-13",9.01
"513","2009-01-14",8.66
"514","2009-01-15",8.49
"515","2009-01-16",8.12
"516","2009-01-20",7.6
"517","2009-01-21",8.05
"518","2009-01-22",7.43
"519","2009-01-23",7.54
"520","2009-01-26",7.62
"521","2009-01-27",7.75
"522","2009-01-28",8.55
"523","2009-01-29",7.8
"524","2009-01-30",7.61
"525","2009-02-02",7.34
"526","2009-02-03",7.15
"527","2009-02-04",6.93
"528","2009-02-05",6.98
"529","2009-02-06",7.17
"530","2009-02-09",7.16
"531","2009-02-10",6.87
"532","2009-02-11",6.45
"533","2009-02-12",6.41
"534","2009-02-13",6.13
"535","2009-02-17",5.44
"536","2009-02-18",5.59
"537","2009-02-19",4.76
"538","2009-02-20",4.43
"539","2009-02-23",4.45
"540","2009-02-24",5.07
"541","2009-02-25",4.91
"542","2009-02-26",5.35
"543","2009-02-27",5.07
"544","2009-03-02",4.58
"545","2009-03-03",4.25
"546","2009-03-04",4.95
"547","2009-03-05",4.4
"548","2009-03-06",4.32
"549","2009-03-09",4.46
"550","2009-03-10",5.07
"551","2009-03-11",4.84
"552","2009-03-12",5.43
"553","2009-03-13",5.59
"554","2009-03-16",5.44
"555","2009-03-17",5.76
"556","2009-03-18",6.2
"557","2009-03-19",5.83
"558","2009-03-20",4.73
"559","2009-03-23",5.2
"560","2009-03-24",5.05
"561","2009-03-25",5.19
"562","2009-03-26",5.16
"563","2009-03-27",4.94
"564","2009-03-30",4.59
"565","2009-03-31",4.56
"566","2009-04-01",4.65
"567","2009-04-02",5.05
"568","2009-04-03",5.04
"569","2009-04-06",4.94
"570","2009-04-07",4.31
"571","2009-04-08",4.26
"572","2009-04-09",5.15
"573","2009-04-13",5.1
"574","2009-04-14",4.57
"575","2009-04-15",4.85
"576","2009-04-16",4.8
"577","2009-04-17",5.35
"578","2009-04-20",4.63
"579","2009-04-21",4.75
"580","2009-04-22",4.89
"581","2009-04-23",5.07
"582","2009-04-24",5.47
"583","2009-04-27",5.3
"584","2009-04-28",5.16
"585","2009-04-29",5.69
"586","2009-04-30",6.51
"587","2009-05-01",6.39
"588","2009-05-04",6.9
"589","2009-05-05",7.54
"590","2009-05-06",8.09
"591","2009-05-07",8.03
"592","2009-05-08",9.15
"593","2009-05-11",8.73
"594","2009-05-12",8.06
"595","2009-05-13",6.24
"596","2009-05-14",6.26
"597","2009-05-15",6.02
"598","2009-05-18",6.42
"599","2009-05-19",6.67
"600","2009-05-20",6.37
"601","2009-05-21",6.39
"602","2009-05-22",6.18
"603","2009-05-26",6.62
"604","2009-05-27",6.3
"605","2009-05-28",6.72
"606","2009-05-29",6.92
"607","2009-06-01",7.43
"608","2009-06-02",7.39
"609","2009-06-03",6.92
"610","2009-06-04",7.1
"611","2009-06-05",6.81
"612","2009-06-08",6.76
"613","2009-06-09",6.77
"614","2009-06-10",6.98
"615","2009-06-11",6.65
"616","2009-06-12",6.79
"617","2009-06-15",6.5
"618","2009-06-16",6.65
"619","2009-06-17",6.56
"620","2009-06-18",6.56
"621","2009-06-19",6.65
"622","2009-06-22",6.2
"623","2009-06-23",6.22
"624","2009-06-24",6.26
"625","2009-06-25",6.63
"626","2009-06-26",6.97
"627","2009-06-29",6.68
"628","2009-06-30",6.84
"629","2009-07-01",7.03
"630","2009-07-02",6.98
"631","2009-07-06",6.64
"632","2009-07-07",6.56
"633","2009-07-08",6.45
"634","2009-07-09",6.44
"635","2009-07-10",6.21
"636","2009-07-13",6.6
"637","2009-07-14",6.78
"638","2009-07-15",7
