"","date","KTCC"
"315","2008-04-03",2.44
"316","2008-04-04",2.45
"317","2008-04-07",2.5
"318","2008-04-08",2.43
"319","2008-04-09",2.51
"320","2008-04-10",2.45
"321","2008-04-11",2.58
"322","2008-04-14",2.58
"323","2008-04-15",2.6
"324","2008-04-16",2.57
"325","2008-04-17",2.52
"326","2008-04-18",2.56
"327","2008-04-21",2.62
"328","2008-04-22",2.55
"329","2008-04-23",2.56
"330","2008-04-24",2.59
"331","2008-04-25",2.56
"332","2008-04-28",2.6
"333","2008-04-29",2.6
"334","2008-04-30",3.67
"335","2008-05-01",3.6
"336","2008-05-02",3.58
"337","2008-05-05",3.53
"338","2008-05-06",3.54
"339","2008-05-07",3.59
"340","2008-05-08",3.51
"341","2008-05-09",3.75
"342","2008-05-12",3.63
"343","2008-05-13",3.63
"344","2008-05-14",3.69
"345","2008-05-15",3.7
"346","2008-05-16",3.63
"347","2008-05-19",3.52
"348","2008-05-20",3.53
"349","2008-05-21",3.52
"350","2008-05-22",3.57
"351","2008-05-23",3.6
"352","2008-05-27",3.6
"353","2008-05-28",3.7
"354","2008-05-29",3.52
"355","2008-05-30",3.6
"356","2008-06-02",3.57
"357","2008-06-03",3.54
"358","2008-06-04",3.53
"359","2008-06-05",3.59
"360","2008-06-06",3.61
"361","2008-06-09",3.54
"362","2008-06-10",3.55
"363","2008-06-11",3.57
"364","2008-06-12",3.55
"365","2008-06-13",3.61
"366","2008-06-16",3.67
"367","2008-06-17",3.57
"368","2008-06-18",3.65
"369","2008-06-19",3.57
"370","2008-06-20",3.56
"371","2008-06-23",3.5
"372","2008-06-24",3.6
"373","2008-06-25",3.7
"374","2008-06-26",3.53
"375","2008-06-27",3.54
"376","2008-06-30",3.51
"377","2008-07-01",3.46
"378","2008-07-02",3.63
"379","2008-07-03",3.52
"380","2008-07-07",3.75
"381","2008-07-08",3.78
"382","2008-07-09",3.72
"383","2008-07-10",3.78
"384","2008-07-11",3.6
"385","2008-07-14",3.53
"386","2008-07-15",3.68
"387","2008-07-16",3.53
"388","2008-07-17",3.57
"389","2008-07-18",3.56
"390","2008-07-21",3.72
"391","2008-07-22",3.73
"392","2008-07-23",3.57
"393","2008-07-24",3.57
"394","2008-07-25",3.55
"395","2008-07-28",3.55
"396","2008-07-29",3.71
"397","2008-07-30",3.56
"398","2008-07-31",3.53
"399","2008-08-01",3.5
"400","2008-08-04",3.53
"401","2008-08-05",3.53
"402","2008-08-06",3.65
"403","2008-08-07",3.66
"404","2008-08-08",3.58
"405","2008-08-11",3.56
"406","2008-08-12",3.63
"407","2008-08-13",3.6
"408","2008-08-14",3.81
"409","2008-08-15",3.84
"410","2008-08-18",3.76
"411","2008-08-19",3.73
"412","2008-08-20",3.31
"413","2008-08-21",3.24
"414","2008-08-22",3.39
"415","2008-08-25",3.31
"416","2008-08-26",3.31
"417","2008-08-27",3.35
"418","2008-08-28",3.31
"419","2008-08-29",3.36
"420","2008-09-02",3.39
"421","2008-09-03",3.39
"422","2008-09-04",3.18
"423","2008-09-05",3.25
"424","2008-09-08",3.23
"425","2008-09-09",3.24
"426","2008-09-10",3.55
"427","2008-09-11",3.41
"428","2008-09-12",3.33
"429","2008-09-15",3.22
"430","2008-09-16",3.24
"431","2008-09-17",3.02
"432","2008-09-18",2.91
"433","2008-09-19",2.8
"434","2008-09-22",2.7
"435","2008-09-23",2.76
"436","2008-09-24",2.62
"437","2008-09-25",2.47
"438","2008-09-26",2.48
"439","2008-09-29",2.4
"440","2008-09-30",2.28
"441","2008-10-01",2.56
"442","2008-10-02",2.4
"443","2008-10-03",2.41
"444","2008-10-06",2.12
"445","2008-10-07",1.87
"446","2008-10-08",1.74
"447","2008-10-09",1.71
"448","2008-10-10",1.48
"449","2008-10-13",1.66
"450","2008-10-14",1.71
"451","2008-10-15",1.68
"452","2008-10-16",1.64
"453","2008-10-17",1.73
"454","2008-10-20",1.67
"455","2008-10-21",1.68
"456","2008-10-22",1.67
"457","2008-10-23",1.45
"458","2008-10-24",1.4
"459","2008-10-27",1.38
"460","2008-10-28",1.41
"461","2008-10-29",1.4
"462","2008-10-30",1.51
"463","2008-10-31",1.58
"464","2008-11-03",1.66
"465","2008-11-04",1.68
"466","2008-11-05",1.57
"467","2008-11-06",1.47
"468","2008-11-07",1.5
"469","2008-11-10",1.43
"470","2008-11-11",1.5
"471","2008-11-12",1.27
"472","2008-11-13",1.33
"473","2008-11-14",1.28
"474","2008-11-17",1.32
"475","2008-11-18",1.03
"476","2008-11-19",1.1
"477","2008-11-20",1
"478","2008-11-21",0.99
"479","2008-11-24",1.02
"480","2008-11-25",1
"481","2008-11-26",0.97
"482","2008-11-28",1.16
"483","2008-12-01",1.1
"484","2008-12-02",1.01
"485","2008-12-03",1.1
"486","2008-12-04",1.03
"487","2008-12-05",1.04
"488","2008-12-08",1.07
"489","2008-12-09",1.21
"490","2008-12-10",1.06
"491","2008-12-11",0.97
"492","2008-12-12",1.06
"493","2008-12-15",1.03
"494","2008-12-16",1.07
"495","2008-12-17",1.04
"496","2008-12-18",1.08
"497","2008-12-19",1.02
"498","2008-12-22",1.09
"499","2008-12-23",1.03
"500","2008-12-24",1
"501","2008-12-26",1
"502","2008-12-29",0.94
"503","2008-12-30",0.91
"504","2008-12-31",0.97
"505","2009-01-02",1.19
"506","2009-01-05",1.2
"507","2009-01-06",1.2
"508","2009-01-07",1.2
"509","2009-01-08",1.18
"510","2009-01-09",1.18
"511","2009-01-12",1.08
"512","2009-01-13",1.08
"513","2009-01-14",1.1
"514","2009-01-15",1.05
"515","2009-01-16",1.05
"516","2009-01-20",0.99
"517","2009-01-21",1.02
"518","2009-01-22",1.02
"519","2009-01-23",1.01
"520","2009-01-26",1
"521","2009-01-27",1.04
"522","2009-01-28",1.04
"523","2009-01-29",1.03
"524","2009-01-30",1.16
"525","2009-02-02",1.19
"526","2009-02-03",1.22
"527","2009-02-04",1.2
"528","2009-02-05",1.18
"529","2009-02-06",1.18
"530","2009-02-09",1.15
"531","2009-02-10",1.13
"532","2009-02-11",1.15
"533","2009-02-12",1.16
"534","2009-02-13",1.2
"535","2009-02-17",1.15
"536","2009-02-18",1.15
"537","2009-02-19",1.11
"538","2009-02-20",1.01
"539","2009-02-23",1.03
"540","2009-02-24",1.03
"541","2009-02-25",1.03
"542","2009-02-26",1.04
"543","2009-02-27",1
"544","2009-03-02",0.94
"545","2009-03-03",0.91
"546","2009-03-04",0.91
"547","2009-03-05",0.91
"548","2009-03-06",0.9
"549","2009-03-09",0.9
"550","2009-03-10",0.86
"551","2009-03-11",0.88
"552","2009-03-12",0.9
"553","2009-03-13",0.9
"554","2009-03-16",0.92
"555","2009-03-17",0.96
"556","2009-03-18",0.97
"557","2009-03-19",0.98
"558","2009-03-20",0.96
"559","2009-03-23",1.02
"560","2009-03-24",1.02
"561","2009-03-25",1.08
"562","2009-03-26",1.09
"563","2009-03-27",1.01
"564","2009-03-30",1
"565","2009-03-31",0.94
"566","2009-04-01",0.91
"567","2009-04-02",0.95
"568","2009-04-03",0.97
"569","2009-04-06",1.03
"570","2009-04-07",1
"571","2009-04-08",0.98
"572","2009-04-09",1
"573","2009-04-13",1.04
"574","2009-04-14",1
"575","2009-04-15",1.03
"576","2009-04-16",1.14
"577","2009-04-17",1.09
"578","2009-04-20",1.12
"579","2009-04-21",1.06
"580","2009-04-22",1.14
"581","2009-04-23",1.19
"582","2009-04-24",1.13
"583","2009-04-27",1.15
"584","2009-04-28",1.11
"585","2009-04-29",1.45
"586","2009-04-30",1.45
"587","2009-05-01",1.46
"588","2009-05-04",1.4
"589","2009-05-05",1.34
"590","2009-05-06",1.49
"591","2009-05-07",1.45
"592","2009-05-08",1.55
"593","2009-05-11",1.94
"594","2009-05-12",1.87
"595","2009-05-13",1.6
"596","2009-05-14",1.7
"597","2009-05-15",1.6
"598","2009-05-18",1.45
"599","2009-05-19",1.63
"600","2009-05-20",1.72
"601","2009-05-21",1.63
"602","2009-05-22",1.67
"603","2009-05-26",1.68
"604","2009-05-27",1.75
"605","2009-05-28",1.65
"606","2009-05-29",1.65
"607","2009-06-01",1.72
"608","2009-06-02",1.68
"609","2009-06-03",1.65
"610","2009-06-04",1.74
"611","2009-06-05",1.66
"612","2009-06-08",1.63
"613","2009-06-09",1.66
"614","2009-06-10",1.67
"615","2009-06-11",1.58
"616","2009-06-12",1.85
"617","2009-06-15",1.68
"618","2009-06-16",1.75
"619","2009-06-17",1.6
"620","2009-06-18",1.65
"621","2009-06-19",1.64
"622","2009-06-22",1.58
"623","2009-06-23",1.58
"624","2009-06-24",1.6
"625","2009-06-25",1.67
"626","2009-06-26",1.65
"627","2009-06-29",1.73
"628","2009-06-30",1.6
"629","2009-07-01",1.72
"630","2009-07-02",1.74
"631","2009-07-06",1.77
"632","2009-07-07",1.72
"633","2009-07-08",1.7
"634","2009-07-09",1.7
"635","2009-07-10",1.76
"636","2009-07-13",1.81
"637","2009-07-14",1.72
"638","2009-07-15",1.67
"639","2009-07-16",1.76
"640","2009-07-17",1.77
"641","2009-07-20",1.67
"642","2009-07-21",1.76
"643","2009-07-22",1.75
"644","2009-07-23",1.76
"645","2009-07-24",1.72
"646","2009-07-27",1.8
"647","2009-07-28",1.75
"648","2009-07-29",1.75
"649","2009-07-30",1.76
"650","2009-07-31",1.78
"651","2009-08-03",1.93
"652","2009-08-04",1.89
"653","2009-08-05",1.92
"654","2009-08-06",1.94
"655","2009-08-07",1.95
"656","2009-08-10",2.1
"657","2009-08-11",2.05
"658","2009-08-12",2.13
"659","2009-08-13",2.09
"660","2009-08-14",2.08
"661","2009-08-17",2.05
"662","2009-08-18",1.91
"663","2009-08-19",2.05
"664","2009-08-20",2.01
"665","2009-08-21",2.08
"666","2009-08-24",2.04
"667","2009-08-25",1.99
"668","2009-08-26",2.14
"669","2009-08-27",2.04
"670","2009-08-28",2.05
"671","2009-08-31",2.19
"672","2009-09-01",2.16
"673","2009-09-02",2.17
"674","2009-09-03",2.17
"675","2009-09-04",2.13
"676","2009-09-08",2.06
"677","2009-09-09",2.14
"678","2009-09-10",2.2
"679","2009-09-11",2.07
"680","2009-09-14",2.04
"681","2009-09-15",2.05
"682","2009-09-16",2.1
"683","2009-09-17",2.11
"684","2009-09-18",2
"685","2009-09-21",2.2
"686","2009-09-22",2.29
"687","2009-09-23",2.4
"688","2009-09-24",2.28
"689","2009-09-25",2.25
"690","2009-09-28",2.37
"691","2009-09-29",2.39
"692","2009-09-30",2.35
"693","2009-10-01",2.39
"694","2009-10-02",2.38
"695","2009-10-05",2.44
"696","2009-10-06",2.41
"697","2009-10-07",2.49
"698","2009-10-08",2.44
"699","2009-10-09",2.51
"700","2009-10-12",2.53
"701","2009-10-13",2.51
"702","2009-10-14",2.38
"703","2009-10-15",2.4
"704","2009-10-16",2.38
"705","2009-10-19",2.42
"706","2009-10-20",2.38
"707","2009-10-21",2.42
"708","2009-10-22",2.4
"709","2009-10-23",2.4
"710","2009-10-26",2.42
"711","2009-10-27",2.41
"712","2009-10-28",2.29
"713","2009-10-29",2.3
"714","2009-10-30",2.26
"715","2009-11-02",2.33
"716","2009-11-03",2.38
"717","2009-11-04",2.39
"718","2009-11-05",2.42
"719","2009-11-06",2.53
"720","2009-11-09",2.74
"721","2009-11-10",2.67
"722","2009-11-11",2.77
"723","2009-11-12",2.78
"724","2009-11-13",2.71
"725","2009-11-16",2.74
"726","2009-11-17",2.75
"727","2009-11-18",2.73
"728","2009-11-19",2.65
"729","2009-11-20",2.65
"730","2009-11-23",2.65
"731","2009-11-24",2.62
"732","2009-11-25",2.6
"733","2009-11-27",2.67
"734","2009-11-30",2.64
"735","2009-12-01",2.66
"736","2009-12-02",2.66
"737","2009-12-03",3.34
"738","2009-12-04",3.4
"739","2009-12-07",3.44
"740","2009-12-08",3.31
"741","2009-12-09",3.36
"742","2009-12-10",3.3
"743","2009-12-11",3.24
"744","2009-12-14",3.26
"745","2009-12-15",3.29
"746","2009-12-16",3.29
"747","2009-12-17",3.25
"748","2009-12-18",3.28
"749","2009-12-21",3.47
"750","2009-12-22",3.59
"751","2009-12-23",3.6
"752","2009-12-24",3.55
"753","2009-12-28",3.7
"754","2009-12-29",3.69
"755","2009-12-30",3.69
"756","2009-12-31",3.85
"757","2010-01-04",3.9
"758","2010-01-05",3.96
"759","2010-01-06",3.88
"760","2010-01-07",3.9
"761","2010-01-08",3.9
"762","2010-01-11",3.9
"763","2010-01-12",3.9
"764","2010-01-13",3.82
"765","2010-01-14",3.95
"766","2010-01-15",3.89
"767","2010-01-19",3.9
"768","2010-01-20",3.85
"769","2010-01-21",3.8
"770","2010-01-22",3.78
"771","2010-01-25",3.86
"772","2010-01-26",3.95
"773","2010-01-27",4.78
"774","2010-01-28",5
"775","2010-01-29",4.86
"776","2010-02-01",4.89
"777","2010-02-02",5.01
"778","2010-02-03",5.05
"779","2010-02-04",4.95
"780","2010-02-05",5.02
"781","2010-02-08",5.18
"782","2010-02-09",5.15
"783","2010-02-10",5.25
"784","2010-02-11",5.42
"785","2010-02-12",5.49
"786","2010-02-16",5.41
"787","2010-02-17",5.62
"788","2010-02-18",5.85
"789","2010-02-19",5.55
"790","2010-02-22",5.7
"791","2010-02-23",5.33
"792","2010-02-24",5.18
"793","2010-02-25",5.37
"794","2010-02-26",5.27
"795","2010-03-01",5.35
"796","2010-03-02",5.59
"797","2010-03-03",5.7
"798","2010-03-04",5.56
"799","2010-03-05",5.73
"800","2010-03-08",5.73
"801","2010-03-09",5.87
"802","2010-03-10",6.02
"803","2010-03-11",5.84
"804","2010-03-12",5.73
"805","2010-03-15",5.77
"806","2010-03-16",5.5
"807","2010-03-17",5.39
"808","2010-03-18",5.24
"809","2010-03-19",5.24
"810","2010-03-22",5.38
"811","2010-03-23",5.46
"812","2010-03-24",5.46
"813","2010-03-25",5.62
"814","2010-03-26",5.32
"815","2010-03-29",5.54
"816","2010-03-30",5.22
"817","2010-03-31",5.15
"818","2010-04-01",5.23
"819","2010-04-05",5.31
"820","2010-04-06",5.19
"821","2010-04-07",5.46
"822","2010-04-08",5.46
"823","2010-04-09",5.67
"824","2010-04-12",5.82
"825","2010-04-13",5.72
"826","2010-04-14",5.86
"827","2010-04-15",5.72
"828","2010-04-16",5.54
"829","2010-04-19",5.8
"830","2010-04-20",5.66
"831","2010-04-21",5.71
"832","2010-04-22",5.64
"833","2010-04-23",5.7
"834","2010-04-26",5.77
"835","2010-04-27",5.81
"836","2010-04-28",6.61
"837","2010-04-29",6.54
"838","2010-04-30",6.35
"839","2010-05-03",6.41
"840","2010-05-04",6.14
"841","2010-05-05",6.06
"842","2010-05-06",5.76
"843","2010-05-07",5.71
"844","2010-05-10",5.99
"845","2010-05-11",6
"846","2010-05-12",6.2
"847","2010-05-13",6.19
"848","2010-05-14",5.89
"849","2010-05-17",5.81
"850","2010-05-18",5.75
"851","2010-05-19",5.59
"852","2010-05-20",5.18
"853","2010-05-21",5.18
"854","2010-05-24",5.17
"855","2010-05-25",5.11
"856","2010-05-26",5.41
"857","2010-05-27",5.56
"858","2010-05-28",5.56
"859","2010-06-01",5.41
"860","2010-06-02",5.45
"861","2010-06-03",5.92
"862","2010-06-04",5.5
"863","2010-06-07",5.2
"864","2010-06-08",5.19
"865","2010-06-09",5.23
"866","2010-06-10",5.3
"867","2010-06-11",5.27
"868","2010-06-14",5.3
"869","2010-06-15",5.5
"870","2010-06-16",5.41
"871","2010-06-17",5.44
"872","2010-06-18",5.32
"873","2010-06-21",5.4
"874","2010-06-22",5.3
"875","2010-06-23",5.42
"876","2010-06-24",5.33
"877","2010-06-25",5.47
"878","2010-06-28",5.36
"879","2010-06-29",5.24
"880","2010-06-30",5.15
"881","2010-07-01",4.91
"882","2010-07-02",4.88
"883","2010-07-06",4.81
"884","2010-07-07",5.09
"885","2010-07-08",5.22
"886","2010-07-09",5.36
"887","2010-07-12",5.31
"888","2010-07-13",5.51
"889","2010-07-14",5.64
"890","2010-07-15",5.63
"891","2010-07-16",5.61
"892","2010-07-19",5.59
"893","2010-07-20",5.5
"894","2010-07-21",5.48
"895","2010-07-22",5.55
"896","2010-07-23",5.51
"897","2010-07-26",5.63
"898","2010-07-27",5.35
"899","2010-07-28",5.4
"900","2010-07-29",5.31
"901","2010-07-30",5.25
"902","2010-08-02",5.23
"903","2010-08-03",5.2
"904","2010-08-04",5.16
"905","2010-08-05",5.15
"906","2010-08-06",5.16
"907","2010-08-09",5.25
"908","2010-08-10",5.26
"909","2010-08-11",5.05
"910","2010-08-12",4.74
"911","2010-08-13",4.69
"912","2010-08-16",4.72
"913","2010-08-17",4.86
"914","2010-08-18",5.27
"915","2010-08-19",5.06
"916","2010-08-20",4.96
"917","2010-08-23",5.06
"918","2010-08-24",5.03
"919","2010-08-25",5.11
"920","2010-08-26",5.02
"921","2010-08-27",5.06
"922","2010-08-30",5.2
"923","2010-08-31",5.22
"924","2010-09-01",5.13
"925","2010-09-02",5.16
"926","2010-09-03",5.25
"927","2010-09-07",5.33
"928","2010-09-08",5.33
"929","2010-09-09",5.3
"930","2010-09-10",5.21
"931","2010-09-13",5.23
"932","2010-09-14",5.26
"933","2010-09-15",5.31
"934","2010-09-16",5.31
"935","2010-09-17",5.45
"936","2010-09-20",5.84
"937","2010-09-21",5.96
"938","2010-09-22",5.89
"939","2010-09-23",5.93
"940","2010-09-24",5.88
"941","2010-09-27",5.7
"942","2010-09-28",5.87
"943","2010-09-29",6
"944","2010-09-30",5.95
"945","2010-10-01",6.03
"946","2010-10-04",6.08
"947","2010-10-05",6.32
"948","2010-10-06",6.41
"949","2010-10-07",6.36
"950","2010-10-08",6.42
"951","2010-10-11",6.2
"952","2010-10-12",6.03
"953","2010-10-13",6.03
"954","2010-10-14",5.95
"955","2010-10-15",5.93
"956","2010-10-18",5.97
"957","2010-10-19",5.96
"958","2010-10-20",5.96
"959","2010-10-21",5.92
"960","2010-10-22",5.94
"961","2010-10-25",6.05
"962","2010-10-26",6.18
"963","2010-10-27",6.5
"964","2010-10-28",6.3
"965","2010-10-29",6.4
"966","2010-11-01",6.12
"967","2010-11-02",6.22
"968","2010-11-03",6.41
"969","2010-11-04",6.3
"970","2010-11-05",6.29
"971","2010-11-08",6.45
"972","2010-11-09",6.39
"973","2010-11-10",6.29
"974","2010-11-11",6.22
"975","2010-11-12",5.94
"976","2010-11-15",5.82
"977","2010-11-16",5.69
"978","2010-11-17",5.61
"979","2010-11-18",5.6
"980","2010-11-19",5.61
"981","2010-11-22",5.59
"982","2010-11-23",5.79
"983","2010-11-24",5.69
"984","2010-11-26",5.66
"985","2010-11-29",5.57
"986","2010-11-30",5.46
"987","2010-12-01",5.54
"988","2010-12-02",5.53
"989","2010-12-03",5.5
"990","2010-12-06",5.31
"991","2010-12-07",5.25
"992","2010-12-08",5.08
"993","2010-12-09",5.12
"994","2010-12-10",5.14
"995","2010-12-13",5.27
"996","2010-12-14",5.26
"997","2010-12-15",5.14
"998","2010-12-16",5.27
"999","2010-12-17",5.2
"1000","2010-12-20",5.11
"1001","2010-12-21",5.2
