"","date","STFC"
"1","2007-01-03",34.830002
"2","2007-01-04",34.84
"3","2007-01-05",33.860001
"4","2007-01-08",33.299999
"5","2007-01-09",33.27
"6","2007-01-10",32.900002
"7","2007-01-11",33.110001
"8","2007-01-12",33.330002
"9","2007-01-16",32.919998
"10","2007-01-17",32.919998
"11","2007-01-18",32.529999
"12","2007-01-19",32.84
"13","2007-01-22",32.799999
"14","2007-01-23",32.619999
"15","2007-01-24",32.889999
"16","2007-01-25",32.310001
"17","2007-01-26",32.299999
"18","2007-01-29",32.25
"19","2007-01-30",32.369999
"20","2007-01-31",32.18
"21","2007-02-01",32.73
"22","2007-02-02",32.77
"23","2007-02-05",33.049999
"24","2007-02-06",33.189999
"25","2007-02-07",33.48
"26","2007-02-08",33.27
"27","2007-02-09",33
"28","2007-02-12",33.18
"29","2007-02-13",32.73
"30","2007-02-14",32.889999
"31","2007-02-15",33.93
"32","2007-02-16",33.630001
"33","2007-02-20",33.75
"34","2007-02-21",33.599998
"35","2007-02-22",33.639999
"36","2007-02-23",33.57
"37","2007-02-26",33.470001
"38","2007-02-27",32.43
"39","2007-02-28",32.41
"40","2007-03-01",32.560001
"41","2007-03-02",32.09
"42","2007-03-05",31.75
"43","2007-03-06",31.969999
"44","2007-03-07",31.809999
"45","2007-03-08",31.76
"46","2007-03-09",31.92
"47","2007-03-12",32.18
"48","2007-03-13",31.309999
"49","2007-03-14",31.280001
"50","2007-03-15",31.66
"51","2007-03-16",31.379999
"52","2007-03-19",31.82
"53","2007-03-20",31.9
"54","2007-03-21",32.349998
"55","2007-03-22",32.27
"56","2007-03-23",32.25
"57","2007-03-26",32.23
"58","2007-03-27",32.040001
"59","2007-03-28",31.889999
"60","2007-03-29",31.93
"61","2007-03-30",32.130001
"62","2007-04-02",32.27
"63","2007-04-03",32.900002
"64","2007-04-04",32.73
"65","2007-04-05",32.560001
"66","2007-04-09",32.66
"67","2007-04-10",32.959999
"68","2007-04-11",32.720001
"69","2007-04-12",32.880001
"70","2007-04-13",33.150002
"71","2007-04-16",33.970001
"72","2007-04-17",33.66
"73","2007-04-18",33.419998
"74","2007-04-19",33.400002
"75","2007-04-20",33.830002
"76","2007-04-23",33.68
"77","2007-04-24",31.51
"78","2007-04-25",31.6
"79","2007-04-26",31.5
"80","2007-04-27",31.379999
"81","2007-04-30",30.049999
"82","2007-05-01",29.639999
"83","2007-05-02",29.559999
"84","2007-05-03",29.530001
"85","2007-05-04",29.77
"86","2007-05-07",30.24
"87","2007-05-08",30.110001
"88","2007-05-09",30.129999
"89","2007-05-10",29.48
"90","2007-05-11",30.049999
"91","2007-05-14",29.379999
"92","2007-05-15",28.940001
"93","2007-05-16",29.16
"94","2007-05-17",29.17
"95","2007-05-18",29.15
"96","2007-05-21",29.66
"97","2007-05-22",29.719999
"98","2007-05-23",29.809999
"99","2007-05-24",29.549999
"100","2007-05-25",29.620001
"101","2007-05-29",30.23
"102","2007-05-30",30.4
"103","2007-05-31",30.940001
"104","2007-06-01",31.68
"105","2007-06-04",31.52
"106","2007-06-05",31.450001
"107","2007-06-06",31.629999
"108","2007-06-07",31.5
"109","2007-06-08",31.370001
"110","2007-06-11",31.799999
"111","2007-06-12",31.48
"112","2007-06-13",31.969999
"113","2007-06-14",31.77
"114","2007-06-15",32
"115","2007-06-18",31.93
"116","2007-06-19",32.27
"117","2007-06-20",31.51
"118","2007-06-21",31.52
"119","2007-06-22",31.42
"120","2007-06-25",31
"121","2007-06-26",31.01
"122","2007-06-27",31.09
"123","2007-06-28",31.15
"124","2007-06-29",30.65
"125","2007-07-02",31.040001
"126","2007-07-03",31.040001
"127","2007-07-05",30.790001
"128","2007-07-06",30.83
"129","2007-07-09",30.799999
"130","2007-07-10",29.860001
"131","2007-07-11",29.84
"132","2007-07-12",30.190001
"133","2007-07-13",30.1
"134","2007-07-16",29.629999
"135","2007-07-17",29.34
"136","2007-07-18",29.540001
"137","2007-07-19",29.4
"138","2007-07-20",28.190001
"139","2007-07-23",28.67
"140","2007-07-24",26.65
"141","2007-07-25",26.6
"142","2007-07-26",25.76
"143","2007-07-27",25.700001
"144","2007-07-30",25.93
"145","2007-07-31",25.860001
"146","2007-08-01",26.08
"147","2007-08-02",25.76
"148","2007-08-03",24.42
"149","2007-08-06",25.610001
"150","2007-08-07",25.34
"151","2007-08-08",28.440001
"152","2007-08-09",28.91
"153","2007-08-10",29.16
"154","2007-08-13",27.219999
"155","2007-08-14",27.200001
"156","2007-08-15",26.85
"157","2007-08-16",30
"158","2007-08-17",29.91
"159","2007-08-20",29.879999
"160","2007-08-21",30.58
"161","2007-08-22",30.77
"162","2007-08-23",29.6
"163","2007-08-24",30.57
"164","2007-08-27",29.75
"165","2007-08-28",29.1
"166","2007-08-29",29.790001
"167","2007-08-30",29.73
"168","2007-08-31",29.92
"169","2007-09-04",30.48
"170","2007-09-05",30.629999
"171","2007-09-06",30.440001
"172","2007-09-07",29.6
"173","2007-09-10",29.42
"174","2007-09-11",29.870001
"175","2007-09-12",29.34
"176","2007-09-13",29.540001
"177","2007-09-14",29.530001
"178","2007-09-17",28.9
"179","2007-09-18",30.459999
"180","2007-09-19",30.809999
"181","2007-09-20",30.4
"182","2007-09-21",30.26
"183","2007-09-24",29.57
"184","2007-09-25",29.110001
"185","2007-09-26",29.530001
"186","2007-09-27",29.98
"187","2007-09-28",29.25
"188","2007-10-01",30.889999
"189","2007-10-02",31.450001
"190","2007-10-03",31.07
"191","2007-10-04",31.17
"192","2007-10-05",31.940001
"193","2007-10-08",32.299999
"194","2007-10-09",30.700001
"195","2007-10-10",30
"196","2007-10-11",30.889999
"197","2007-10-12",31.09
"198","2007-10-15",30.790001
"199","2007-10-16",29.870001
"200","2007-10-17",29.58
"201","2007-10-18",29.059999
"202","2007-10-19",28.290001
"203","2007-10-22",29.940001
"204","2007-10-23",28.4
"205","2007-10-24",27.870001
"206","2007-10-25",27.610001
"207","2007-10-26",28.040001
"208","2007-10-29",27.6
"209","2007-10-30",27.700001
"210","2007-10-31",27.52
"211","2007-11-01",26.07
"212","2007-11-02",26.299999
"213","2007-11-05",25.719999
"214","2007-11-06",26.030001
"215","2007-11-07",25.41
"216","2007-11-08",26.26
"217","2007-11-09",27.4
"218","2007-11-12",27.34
"219","2007-11-13",28.4
"220","2007-11-14",27.889999
"221","2007-11-15",27.98
"222","2007-11-16",27.98
"223","2007-11-19",27.719999
"224","2007-11-20",28.35
"225","2007-11-21",27.969999
"226","2007-11-23",28.73
"227","2007-11-26",27.1
"228","2007-11-27",27.92
"229","2007-11-28",29.379999
"230","2007-11-29",26.57
"231","2007-11-30",27.879999
"232","2007-12-03",27.549999
"233","2007-12-04",27.200001
"234","2007-12-05",27.700001
"235","2007-12-06",27.969999
"236","2007-12-07",27.52
"237","2007-12-10",27.76
"238","2007-12-11",26.629999
"239","2007-12-12",26.700001
"240","2007-12-13",26.92
"241","2007-12-14",26.059999
"242","2007-12-17",26.09
"243","2007-12-18",27
"244","2007-12-19",26.690001
"245","2007-12-20",27.280001
"246","2007-12-21",28.35
"247","2007-12-24",28.469999
"248","2007-12-26",28.49
"249","2007-12-27",27.27
"250","2007-12-28",27.190001
"251","2007-12-31",26.299999
"252","2008-01-02",25.77
"253","2008-01-03",25.43
