"","date","GHC"
"1","2007-01-03",452.870087
"2","2007-01-04",458.53775
"3","2007-01-05",458.61026
"4","2007-01-08",459.812683
"5","2007-01-09",459.867065
"6","2007-01-10",460.422974
"7","2007-01-11",462.688812
"8","2007-01-12",463.123871
"9","2007-01-16",464.652557
"10","2007-01-17",461.238678
"11","2007-01-18",460.948639
"12","2007-01-19",456.574005
"13","2007-01-22",455.287018
"14","2007-01-23",459.154083
"15","2007-01-24",459.818726
"16","2007-01-25",459.208466
"17","2007-01-26",459.667664
"18","2007-01-29",458.61026
"19","2007-01-30",460.906342
"20","2007-01-31",460.845917
"21","2007-02-01",457.280975
"22","2007-02-02",453.41391
"23","2007-02-05",453.92749
"24","2007-02-06",457.552856
"25","2007-02-07",458.580048
"26","2007-02-08",463.141998
"27","2007-02-09",466.042297
"28","2007-02-12",467.425995
"29","2007-02-13",468.338379
"30","2007-02-14",476.900299
"31","2007-02-15",476.211487
"32","2007-02-16",478.501495
"33","2007-02-20",479.673706
"34","2007-02-21",477.945618
"35","2007-02-22",477.202423
"36","2007-02-23",476.525665
"37","2007-02-26",469.184296
"38","2007-02-27",464.797577
"39","2007-02-28",462.839874
"40","2007-03-01",463.746216
"41","2007-03-02",462.598175
"42","2007-03-05",456.56192
"43","2007-03-06",456.495483
"44","2007-03-07",454.114807
"45","2007-03-08",452.265869
"46","2007-03-09",450.827789
"47","2007-03-12",450.815704
"48","2007-03-13",451.123871
"49","2007-03-14",455.528687
"50","2007-03-15",458.61026
"51","2007-03-16",459.141998
"52","2007-03-19",460.362549
"53","2007-03-20",460.422974
"54","2007-03-21",461.027191
"55","2007-03-22",464.531708
"56","2007-03-23",463.444122
"57","2007-03-26",460.404846
"58","2007-03-27",461.027191
"59","2007-03-28",459.057404
"60","2007-03-29",462.090637
"61","2007-03-30",461.329315
"62","2007-04-02",459.214508
"63","2007-04-03",456.404846
"64","2007-04-04",451.359528
"65","2007-04-05",454.235657
"66","2007-04-09",451.661621
"67","2007-04-10",453.172211
"68","2007-04-11",452.567963
"69","2007-04-12",449.667664
"70","2007-04-13",452.163147
"71","2007-04-16",456.495483
"72","2007-04-17",456.193359
"73","2007-04-18",456.193359
"74","2007-04-19",455.945618
"75","2007-04-20",455.830811
"76","2007-04-23",452.392761
"77","2007-04-24",448.942596
"78","2007-04-25",449.97583
"79","2007-04-26",448.61026
"80","2007-04-27",449.661621
"81","2007-04-30",449.546814
"82","2007-05-01",462.416931
"83","2007-05-02",464.132935
"84","2007-05-03",464.592133
"85","2007-05-04",463.172211
"86","2007-05-07",462.314209
"87","2007-05-08",462.864044
"88","2007-05-09",461.190338
"89","2007-05-10",459.891235
"90","2007-05-11",459.655579
"91","2007-05-14",461.716003
"92","2007-05-15",461.987915
"93","2007-05-16",462.53775
"94","2007-05-17",462.235657
"95","2007-05-18",463.740173
"96","2007-05-21",464.030212
"97","2007-05-22",462.839874
"98","2007-05-23",462.14502
"99","2007-05-24",462.199402
"100","2007-05-25",461.800598
"101","2007-05-29",461.510559
"102","2007-05-30",461.661621
"103","2007-05-31",464.652557
"104","2007-06-01",466.308167
"105","2007-06-04",467.987915
"106","2007-06-05",464.04834
"107","2007-06-06",464.507538
"108","2007-06-07",464.471313
"109","2007-06-08",462.235657
"110","2007-06-11",460.725067
"111","2007-06-12",462.386719
"112","2007-06-13",463.178253
"113","2007-06-14",466.465271
"114","2007-06-15",466.646515
"115","2007-06-18",466.465271
"116","2007-06-19",467.46225
"117","2007-06-20",466.882172
"118","2007-06-21",466.465271
"119","2007-06-22",466.163147
"120","2007-06-25",466.465271
"121","2007-06-26",466.283997
"122","2007-06-27",468.126892
"123","2007-06-28",468.51358
"124","2007-06-29",468.936554
"125","2007-07-02",469.897278
"126","2007-07-03",470.09668
"127","2007-07-05",469.691833
"128","2007-07-06",471.299103
"129","2007-07-09",468.761322
"130","2007-07-10",464.652557
"131","2007-07-11",471.148041
"132","2007-07-12",475.43808
"133","2007-07-13",483.383698
"134","2007-07-16",479.425995
"135","2007-07-17",478.549835
"136","2007-07-18",479.033234
"137","2007-07-19",477.528687
"138","2007-07-20",476.737152
"139","2007-07-23",477.039276
"140","2007-07-24",477.425995
"141","2007-07-25",475.709961
"142","2007-07-26",475.196381
"143","2007-07-27",477.3414
"144","2007-07-30",475.546814
"145","2007-07-31",477.794556
"146","2007-08-01",479.24472
"147","2007-08-02",478.489441
"148","2007-08-03",498.791534
"149","2007-08-06",480.060425
"150","2007-08-07",480.664642
"151","2007-08-08",506.948639
"152","2007-08-09",492.386719
"153","2007-08-10",479.003021
"154","2007-08-13",478.833832
"155","2007-08-14",478.132935
"156","2007-08-15",477.3414
"157","2007-08-16",479.154083
"158","2007-08-17",480.362549
"159","2007-08-20",477.885193
"160","2007-08-21",484.175232
"161","2007-08-22",471.051361
