"","date","BOCH"
"314","2008-04-02",8
"315","2008-04-03",8.25
"316","2008-04-04",8.25
"317","2008-04-07",8
"318","2008-04-08",8.25
"319","2008-04-09",7.9
"320","2008-04-10",7.9
"321","2008-04-11",8
"322","2008-04-14",7.75
"323","2008-04-15",7.75
"324","2008-04-16",7.12
"325","2008-04-17",7.25
"326","2008-04-18",6.95
"327","2008-04-21",6.9
"328","2008-04-22",6.88
"329","2008-04-23",6.95
"330","2008-04-24",6.95
"331","2008-04-25",7
"332","2008-04-28",7.25
"333","2008-04-29",7.1
"334","2008-04-30",7
"335","2008-05-01",7
"336","2008-05-02",6.96
"337","2008-05-05",7.15
"338","2008-05-06",7.15
"339","2008-05-07",6.85
"340","2008-05-08",6.8
"341","2008-05-09",7
"342","2008-05-12",7
"343","2008-05-13",6.75
"344","2008-05-14",7
"345","2008-05-15",7
"346","2008-05-16",7.2
"347","2008-05-19",6.86
"348","2008-05-20",7.25
"349","2008-05-21",7.3
"350","2008-05-22",7.3
"351","2008-05-23",7.3
"352","2008-05-27",7.3
"353","2008-05-28",7.2
"354","2008-05-29",7.1
"355","2008-05-30",7.1
"356","2008-06-02",7.01
"357","2008-06-03",7.5
"358","2008-06-04",7.5
"359","2008-06-05",7.01
"360","2008-06-06",6.95
"361","2008-06-09",7.98
"362","2008-06-10",7.24
"363","2008-06-11",6.9
"364","2008-06-12",7.23
"365","2008-06-13",7.23
"366","2008-06-16",6.9
"367","2008-06-17",6.9
"368","2008-06-18",6.25
"369","2008-06-19",6.1
"370","2008-06-20",6.78
"371","2008-06-23",6.78
"372","2008-06-24",6.78
"373","2008-06-25",7.13
"374","2008-06-26",6.35
"375","2008-06-27",6.96
"376","2008-06-30",6.96
"377","2008-07-01",6.96
"378","2008-07-02",6.96
"379","2008-07-03",6.96
"380","2008-07-07",6.5
"381","2008-07-08",6.35
"382","2008-07-09",6.75
"383","2008-07-10",6.75
"384","2008-07-11",6.75
"385","2008-07-14",6.88
"386","2008-07-15",6.8
"387","2008-07-16",6.6
"388","2008-07-17",6.6
"389","2008-07-18",6.6
"390","2008-07-21",6.6
"391","2008-07-22",6.6
"392","2008-07-23",6.6
"393","2008-07-24",6.5
"394","2008-07-25",6.6
"395","2008-07-28",6.41
"396","2008-07-29",6.25
"397","2008-07-30",6.08
"398","2008-07-31",6.08
"399","2008-08-01",5.95
"400","2008-08-04",6.45
"401","2008-08-05",6.45
"402","2008-08-06",6.45
"403","2008-08-07",6.5
"404","2008-08-08",6.35
"405","2008-08-11",6.45
"406","2008-08-12",6.5
"407","2008-08-13",6.5
"408","2008-08-14",6.5
"409","2008-08-15",6.44
"410","2008-08-18",6.44
"411","2008-08-19",6.44
"412","2008-08-20",6.44
"413","2008-08-21",6.35
"414","2008-08-22",6.35
"415","2008-08-25",6.6
"416","2008-08-26",6.54
"417","2008-08-27",6.47
"418","2008-08-28",6.5
"419","2008-08-29",6.5
"420","2008-09-02",6.5
"421","2008-09-03",6.5
"422","2008-09-04",6.5
"423","2008-09-05",6.5
"424","2008-09-08",6.4
"425","2008-09-09",6.25
"426","2008-09-10",6.25
"427","2008-09-11",6.5
"428","2008-09-12",6.95
"429","2008-09-15",6.74
"430","2008-09-16",6.35
"431","2008-09-17",6.49
"432","2008-09-18",6.49
"433","2008-09-19",6.49
"434","2008-09-22",6.49
"435","2008-09-23",6.5
"436","2008-09-24",6.5
"437","2008-09-25",6.5
"438","2008-09-26",6.08
"439","2008-09-29",6.88
"440","2008-09-30",6.88
"441","2008-10-01",6.88
"442","2008-10-02",6.5
"443","2008-10-03",6
"444","2008-10-06",6.4
"445","2008-10-07",6
"446","2008-10-08",6.25
"447","2008-10-09",6.25
"448","2008-10-10",6
"449","2008-10-13",5.8
"450","2008-10-14",6.5
"451","2008-10-15",5.7
"452","2008-10-16",5.7
"453","2008-10-17",6.6
"454","2008-10-20",6.48
"455","2008-10-21",6.2
"456","2008-10-22",6.03
"457","2008-10-23",6.03
"458","2008-10-24",6
"459","2008-10-27",5.95
"460","2008-10-28",5.8
"461","2008-10-29",4.99
"462","2008-10-30",5
"463","2008-10-31",5
"464","2008-11-03",5.25
"465","2008-11-04",4.98
"466","2008-11-05",5.5
"467","2008-11-06",5.5
"468","2008-11-07",5.27
"469","2008-11-10",5.5
"470","2008-11-11",5.16
"471","2008-11-12",5.19
"472","2008-11-13",5.24
"473","2008-11-14",5.25
"474","2008-11-17",5.25
"475","2008-11-18",4.5
"476","2008-11-19",5.06
"477","2008-11-20",4.5
"478","2008-11-21",5
"479","2008-11-24",4.97
"480","2008-11-25",5
"481","2008-11-26",4.5
"482","2008-11-28",4.5
"483","2008-12-01",4.5
"484","2008-12-02",4.5
"485","2008-12-03",4.47
"486","2008-12-04",4.5
"487","2008-12-05",4.5
"488","2008-12-08",4.5
"489","2008-12-09",4.26
"490","2008-12-10",4.26
"491","2008-12-11",4.26
"492","2008-12-12",4.26
"493","2008-12-15",4
"494","2008-12-16",4
"495","2008-12-17",4.25
"496","2008-12-18",4.25
"497","2008-12-19",4.25
"498","2008-12-22",4.25
"499","2008-12-23",4.15
"500","2008-12-24",4.15
"501","2008-12-26",4.25
"502","2008-12-29",4.25
"503","2008-12-30",4
"504","2008-12-31",4.23
"505","2009-01-02",4.23
"506","2009-01-05",4.23
"507","2009-01-06",4.25
"508","2009-01-07",4.25
"509","2009-01-08",4.22
"510","2009-01-09",4.15
"511","2009-01-12",4
"512","2009-01-13",4.2
"513","2009-01-14",4.12
"514","2009-01-15",4.12
"515","2009-01-16",4
"516","2009-01-20",4.19
"517","2009-01-21",3.92
"518","2009-01-22",3.92
"519","2009-01-23",3.92
"520","2009-01-26",4
"521","2009-01-27",3.92
"522","2009-01-28",4
"523","2009-01-29",4
"524","2009-01-30",3.95
"525","2009-02-02",3.95
"526","2009-02-03",3.95
"527","2009-02-04",3.95
"528","2009-02-05",4.05
"529","2009-02-06",4.03
"530","2009-02-09",3.98
"531","2009-02-10",3.98
"532","2009-02-11",3.95
"533","2009-02-12",3.95
"534","2009-02-13",4.03
"535","2009-02-17",4
"536","2009-02-18",4.05
"537","2009-02-19",4.03
"538","2009-02-20",4.05
"539","2009-02-23",4.11
"540","2009-02-24",3.92
"541","2009-02-25",4
"542","2009-02-26",4
"543","2009-02-27",4.1
"544","2009-03-02",4
"545","2009-03-03",4
"546","2009-03-04",4
"547","2009-03-05",4
"548","2009-03-06",3.94
"549","2009-03-09",4
"550","2009-03-10",4
"551","2009-03-11",4
"552","2009-03-12",4
"553","2009-03-13",4.5
"554","2009-03-16",4.5
"555","2009-03-17",4.47
"556","2009-03-18",4.47
"557","2009-03-19",4.62
"558","2009-03-20",5
"559","2009-03-23",5
"560","2009-03-24",5
"561","2009-03-25",5
"562","2009-03-26",5
"563","2009-03-27",5
"564","2009-03-30",5
"565","2009-03-31",5.04
"566","2009-04-01",5.04
"567","2009-04-02",5
"568","2009-04-03",5
"569","2009-04-06",5
"570","2009-04-07",5.25
"571","2009-04-08",5
"572","2009-04-09",5
"573","2009-04-13",4.51
"574","2009-04-14",4.5
"575","2009-04-15",4.5
"576","2009-04-16",5
"577","2009-04-17",5
"578","2009-04-20",5
"579","2009-04-21",5
"580","2009-04-22",4.81
"581","2009-04-23",5
"582","2009-04-24",5
"583","2009-04-27",5
"584","2009-04-28",5
"585","2009-04-29",4.9
"586","2009-04-30",5.25
"587","2009-05-01",5.86
"588","2009-05-04",5.86
"589","2009-05-05",5.4
"590","2009-05-06",5.5
"591","2009-05-07",5.93
"592","2009-05-08",6.25
"593","2009-05-11",6
"594","2009-05-12",6.25
"595","2009-05-13",6
"596","2009-05-14",6
"597","2009-05-15",6
"598","2009-05-18",5.75
"599","2009-05-19",5.94
"600","2009-05-20",6
"601","2009-05-21",6
"602","2009-05-22",5.56
"603","2009-05-26",5.56
"604","2009-05-27",5.75
"605","2009-05-28",5.75
"606","2009-05-29",5.75
"607","2009-06-01",5.53
"608","2009-06-02",5.53
"609","2009-06-03",5.8
"610","2009-06-04",5.8
"611","2009-06-05",5.55
"612","2009-06-08",5.55
"613","2009-06-09",6
"614","2009-06-10",6
"615","2009-06-11",6
"616","2009-06-12",5.57
"617","2009-06-15",5.57
"618","2009-06-16",5.57
"619","2009-06-17",5.55
"620","2009-06-18",5.55
"621","2009-06-19",5.55
"622","2009-06-22",5.7
"623","2009-06-23",5.75
"624","2009-06-24",5.75
"625","2009-06-25",5.75
"626","2009-06-26",5.7
"627","2009-06-29",5.7
"628","2009-06-30",5.7
"629","2009-07-01",5.7
"630","2009-07-02",5.32
"631","2009-07-06",5.32
"632","2009-07-07",5.15
"633","2009-07-08",5.08
"634","2009-07-09",5.08
"635","2009-07-10",5.1
"636","2009-07-13",5.15
"637","2009-07-14",5.15
"638","2009-07-15",5.15
"639","2009-07-16",5.15
"640","2009-07-17",5.15
"641","2009-07-20",5.15
"642","2009-07-21",5.25
"643","2009-07-22",4.61
"644","2009-07-23",4.91
"645","2009-07-24",4.8
"646","2009-07-27",4.8
"647","2009-07-28",5
"648","2009-07-29",4.85
"649","2009-07-30",4.99
"650","2009-07-31",4.94
"651","2009-08-03",4.89
"652","2009-08-04",4.89
"653","2009-08-05",5
"654","2009-08-06",5.05
"655","2009-08-07",5.4
"656","2009-08-10",5.99
"657","2009-08-11",6
"658","2009-08-12",4.54
"659","2009-08-13",5.6
"660","2009-08-14",5.93
"661","2009-08-17",5.5
"662","2009-08-18",5.14
"663","2009-08-19",5.72
"664","2009-08-20",5.4
"665","2009-08-21",5.8
"666","2009-08-24",6.06
"667","2009-08-25",5.96
"668","2009-08-26",5.55
"669","2009-08-27",5.55
"670","2009-08-28",5.55
"671","2009-08-31",5.51
"672","2009-09-01",5.25
"673","2009-09-02",5.35
"674","2009-09-03",5.35
"675","2009-09-04",6
"676","2009-09-08",4.85
"677","2009-09-09",5.16
"678","2009-09-10",5.16
"679","2009-09-11",5.1
"680","2009-09-14",5.1
"681","2009-09-15",5.1
"682","2009-09-16",5.4
"683","2009-09-17",5.4
"684","2009-09-18",5.46
"685","2009-09-21",5.46
"686","2009-09-22",6.1
"687","2009-09-23",5.9
"688","2009-09-24",5.8
"689","2009-09-25",5.51
"690","2009-09-28",5.31
"691","2009-09-29",5.5
"692","2009-09-30",5.5
"693","2009-10-01",5.51
"694","2009-10-02",5.51
"695","2009-10-05",5.25
"696","2009-10-06",5.94
"697","2009-10-07",5.94
"698","2009-10-08",5.94
"699","2009-10-09",5.51
"700","2009-10-12",5.75
"701","2009-10-13",5.87
"702","2009-10-14",5.75
"703","2009-10-15",5.57
"704","2009-10-16",5.45
"705","2009-10-19",5.72
"706","2009-10-20",5.45
"707","2009-10-21",5.22
"708","2009-10-22",5.49
"709","2009-10-23",5.22
"710","2009-10-26",5.23
"711","2009-10-27",5.41
"712","2009-10-28",5.49
"713","2009-10-29",5.5
"714","2009-10-30",5.74
"715","2009-11-02",5.72
"716","2009-11-03",5.72
"717","2009-11-04",5.75
"718","2009-11-05",5.55
"719","2009-11-06",5.75
"720","2009-11-09",5.22
"721","2009-11-10",5.25
"722","2009-11-11",5.5
"723","2009-11-12",5.5
"724","2009-11-13",5.51
"725","2009-11-16",5.5
"726","2009-11-17",5.23
"727","2009-11-18",5.28
"728","2009-11-19",5.28
"729","2009-11-20",5.47
"730","2009-11-23",5.47
"731","2009-11-24",5.47
"732","2009-11-25",5.47
"733","2009-11-27",5.47
"734","2009-11-30",5.4
"735","2009-12-01",5.24
"736","2009-12-02",5.2
"737","2009-12-03",5.25
"738","2009-12-04",5.21
"739","2009-12-07",5.3
"740","2009-12-08",5.5
"741","2009-12-09",5.29
"742","2009-12-10",5.29
"743","2009-12-11",5.29
"744","2009-12-14",5.2
"745","2009-12-15",5.15
"746","2009-12-16",5.15
"747","2009-12-17",5.15
"748","2009-12-18",5.2
"749","2009-12-21",5.2
"750","2009-12-22",5.35
"751","2009-12-23",5.4
"752","2009-12-24",5.46
"753","2009-12-28",5.5
"754","2009-12-29",5.4
"755","2009-12-30",5.25
"756","2009-12-31",5.28
"757","2010-01-04",5.27
"758","2010-01-05",5.28
"759","2010-01-06",5.3
"760","2010-01-07",5.3
"761","2010-01-08",5.32
"762","2010-01-11",5.4
"763","2010-01-12",5.15
"764","2010-01-13",5.15
"765","2010-01-14",5.25
"766","2010-01-15",5.3
"767","2010-01-19",5.3
"768","2010-01-20",5.3
"769","2010-01-21",5.25
"770","2010-01-22",5.26
"771","2010-01-25",5.35
"772","2010-01-26",5.35
"773","2010-01-27",5.25
"774","2010-01-28",5.5
"775","2010-01-29",5.4
"776","2010-02-01",5.4
"777","2010-02-02",5.49
"778","2010-02-03",5.49
"779","2010-02-04",5.27
"780","2010-02-05",5.27
"781","2010-02-08",5.24
"782","2010-02-09",5.24
"783","2010-02-10",5.25
"784","2010-02-11",5.25
"785","2010-02-12",5
"786","2010-02-16",5.42
"787","2010-02-17",5.5
"788","2010-02-18",5.49
"789","2010-02-19",5.47
"790","2010-02-22",5.48
"791","2010-02-23",5.4
"792","2010-02-24",5.15
"793","2010-02-25",5.1
"794","2010-02-26",5.05
"795","2010-03-01",5
"796","2010-03-02",5
"797","2010-03-03",5
"798","2010-03-04",5
"799","2010-03-05",5.01
"800","2010-03-08",4.98
"801","2010-03-09",4.96
"802","2010-03-10",4.95
"803","2010-03-11",5.25
"804","2010-03-12",5.25
"805","2010-03-15",5.47
"806","2010-03-16",5.07
"807","2010-03-17",5.15
"808","2010-03-18",5.29
"809","2010-03-19",5.12
"810","2010-03-22",5.1
"811","2010-03-23",4.95
"812","2010-03-24",4.68
"813","2010-03-25",4.6
"814","2010-03-26",4.61
"815","2010-03-29",4.73
"816","2010-03-30",4.75
"817","2010-03-31",4.73
"818","2010-04-01",4.74
"819","2010-04-05",4.78
"820","2010-04-06",4.78
"821","2010-04-07",4.82
"822","2010-04-08",4.95
"823","2010-04-09",5.09
"824","2010-04-12",5.3
"825","2010-04-13",5.1
"826","2010-04-14",5.14
"827","2010-04-15",5.19
"828","2010-04-16",5.1
"829","2010-04-19",5.06
"830","2010-04-20",5.06
"831","2010-04-21",5.01
"832","2010-04-22",5.01
"833","2010-04-23",5.05
"834","2010-04-26",5.08
"835","2010-04-27",5.03
"836","2010-04-28",5
"837","2010-04-29",5.05
"838","2010-04-30",5.17
"839","2010-05-03",5.19
"840","2010-05-04",4.85
"841","2010-05-05",4.75
"842","2010-05-06",4.69
"843","2010-05-07",4.75
"844","2010-05-10",4.85
"845","2010-05-11",4.9
"846","2010-05-12",4.86
"847","2010-05-13",4.93
"848","2010-05-14",4.91
"849","2010-05-17",4.88
"850","2010-05-18",4.99
"851","2010-05-19",4.89
"852","2010-05-20",4.83
"853","2010-05-21",4.82
"854","2010-05-24",4.72
"855","2010-05-25",4.79
"856","2010-05-26",4.85
"857","2010-05-27",4.98
"858","2010-05-28",4.95
"859","2010-06-01",4.9
"860","2010-06-02",4.8
"861","2010-06-03",4.92
"862","2010-06-04",4.83
"863","2010-06-07",4.75
"864","2010-06-08",4.68
"865","2010-06-09",4.65
"866","2010-06-10",4.7
"867","2010-06-11",4.62
"868","2010-06-14",4.66
"869","2010-06-15",4.75
"870","2010-06-16",4.71
"871","2010-06-17",4.73
"872","2010-06-18",4.75
"873","2010-06-21",4.67
"874","2010-06-22",4.69
"875","2010-06-23",4.68
"876","2010-06-24",4.75
"877","2010-06-25",4.66
"878","2010-06-28",4.7
"879","2010-06-29",4.74
"880","2010-06-30",4.74
"881","2010-07-01",4.6
"882","2010-07-02",4.59
"883","2010-07-06",4.58
"884","2010-07-07",4.55
"885","2010-07-08",4.48
"886","2010-07-09",4.5
"887","2010-07-12",4.52
"888","2010-07-13",4.5
"889","2010-07-14",4.5
"890","2010-07-15",4.6
"891","2010-07-16",4.5
"892","2010-07-19",4.46
"893","2010-07-20",4.5
"894","2010-07-21",4.5
"895","2010-07-22",4.5
"896","2010-07-23",4.46
"897","2010-07-26",4.53
"898","2010-07-27",4.57
"899","2010-07-28",4.63
"900","2010-07-29",4.55
"901","2010-07-30",4.35
"902","2010-08-02",4.43
"903","2010-08-03",4.4
"904","2010-08-04",4.34
"905","2010-08-05",4.39
"906","2010-08-06",4.39
"907","2010-08-09",4.4
"908","2010-08-10",4.35
"909","2010-08-11",4.34
"910","2010-08-12",4.26
"911","2010-08-13",4.3
"912","2010-08-16",4.16
"913","2010-08-17",4.22
"914","2010-08-18",4.18
"915","2010-08-19",4.05
"916","2010-08-20",4.13
"917","2010-08-23",4.15
"918","2010-08-24",4.1
"919","2010-08-25",4
"920","2010-08-26",4.02
"921","2010-08-27",4.09
"922","2010-08-30",3.92
"923","2010-08-31",3.94
"924","2010-09-01",3.95
"925","2010-09-02",4.04
"926","2010-09-03",4.01
"927","2010-09-07",4.1
"928","2010-09-08",4.03
"929","2010-09-09",3.95
"930","2010-09-10",3.96
"931","2010-09-13",4.01
"932","2010-09-14",4.08
"933","2010-09-15",4.1
"934","2010-09-16",4.09
"935","2010-09-17",4.35
"936","2010-09-20",4.2
"937","2010-09-21",4.16
"938","2010-09-22",4.34
"939","2010-09-23",4.16
"940","2010-09-24",4
"941","2010-09-27",3.9
"942","2010-09-28",3.88
"943","2010-09-29",3.88
"944","2010-09-30",3.85
"945","2010-10-01",3.9
"946","2010-10-04",3.9
"947","2010-10-05",3.84
"948","2010-10-06",3.81
"949","2010-10-07",3.83
"950","2010-10-08",3.85
"951","2010-10-11",3.85
"952","2010-10-12",3.85
"953","2010-10-13",3.84
"954","2010-10-14",3.81
"955","2010-10-15",3.82
"956","2010-10-18",3.82
"957","2010-10-19",3.81
"958","2010-10-20",3.78
"959","2010-10-21",3.8
"960","2010-10-22",3.81
"961","2010-10-25",3.81
"962","2010-10-26",3.84
"963","2010-10-27",3.7
"964","2010-10-28",3.7
"965","2010-10-29",3.85
"966","2010-11-01",3.75
"967","2010-11-02",3.6
"968","2010-11-03",3.78
"969","2010-11-04",3.55
"970","2010-11-05",3.74
"971","2010-11-08",3.68
"972","2010-11-09",3.64
"973","2010-11-10",3.62
"974","2010-11-11",3.6
"975","2010-11-12",3.69
"976","2010-11-15",3.69
"977","2010-11-16",3.66
"978","2010-11-17",3.58
"979","2010-11-18",3.62
"980","2010-11-19",3.63
"981","2010-11-22",3.62
"982","2010-11-23",3.68
"983","2010-11-24",3.68
"984","2010-11-26",3.68
"985","2010-11-29",3.65
"986","2010-11-30",3.6
"987","2010-12-01",3.69
"988","2010-12-02",3.69
"989","2010-12-03",3.78
"990","2010-12-06",3.76
"991","2010-12-07",3.74
"992","2010-12-08",3.87
"993","2010-12-09",3.89
"994","2010-12-10",3.99
"995","2010-12-13",4.04
"996","2010-12-14",3.98
"997","2010-12-15",4.03
"998","2010-12-16",4.14
"999","2010-12-17",3.93
"1000","2010-12-20",4.08
"1001","2010-12-21",4.13
"1002","2010-12-22",4.18
"1003","2010-12-23",4.19
"1004","2010-12-27",4.24
"1005","2010-12-28",4.11
"1006","2010-12-29",4.18
"1007","2010-12-30",4.13
"1008","2010-12-31",4.25
"1009","2011-01-03",4.15
"1010","2011-01-04",4.3
"1011","2011-01-05",4.3
"1012","2011-01-06",4.25
"1013","2011-01-07",4.25
