"","date","NTB"
"1","2016-09-16",24.75
"2","2016-09-19",24.5
"3","2016-09-20",24.549999
"4","2016-09-21",24.030001
"5","2016-09-22",24.01
"6","2016-09-23",24.07
"7","2016-09-26",24.07
"8","2016-09-27",24.030001
"9","2016-09-28",24.049999
"10","2016-09-29",24.370001
"11","2016-09-30",24.76
"12","2016-10-03",24.77
"13","2016-10-04",25.030001
"14","2016-10-05",25.43
"15","2016-10-06",25.58
"16","2016-10-07",25.59
"17","2016-10-10",25.610001
"18","2016-10-11",25.76
"19","2016-10-12",25.799999
"20","2016-10-13",25.73
"21","2016-10-14",25.799999
"22","2016-10-17",25.719999
"23","2016-10-18",25.58
"24","2016-10-19",25.639999
"25","2016-10-20",25.6
"26","2016-10-21",25.450001
"27","2016-10-24",25.32
"28","2016-10-25",25.5
"29","2016-10-26",25.5
"30","2016-10-27",25.26
"31","2016-10-28",25.1
"32","2016-10-31",25.299999
"33","2016-11-01",25.469999
"34","2016-11-02",25.459999
"35","2016-11-03",25.68
"36","2016-11-04",26.24
"37","2016-11-07",26.280001
"38","2016-11-08",26.370001
"39","2016-11-09",26.950001
"40","2016-11-10",27.370001
"41","2016-11-11",28.73
"42","2016-11-14",28.6
"43","2016-11-15",29
"44","2016-11-16",29.700001
"45","2016-11-17",29.49
"46","2016-11-18",29.52
"47","2016-11-21",29.280001
"48","2016-11-22",29
"49","2016-11-23",29.18
"50","2016-11-25",29.030001
"51","2016-11-28",28.209999
"52","2016-11-29",27.75
"53","2016-11-30",28.799999
"54","2016-12-01",28.73
"55","2016-12-02",28.73
"56","2016-12-05",28.969999
"57","2016-12-06",29.02
"58","2016-12-07",28.549999
"59","2016-12-08",29
"60","2016-12-09",29.809999
"61","2016-12-12",30.059999
"62","2016-12-13",30.01
"63","2016-12-14",30.43
"64","2016-12-15",31.27
"65","2016-12-16",31.77
"66","2016-12-19",31.9
"67","2016-12-20",32.509998
"68","2016-12-21",32.759998
"69","2016-12-22",32.5
"70","2016-12-23",32.299999
"71","2016-12-27",32.509998
"72","2016-12-28",31.700001
"73","2016-12-29",31.709999
"74","2016-12-30",31.440001
"75","2017-01-03",31.6
"76","2017-01-04",32.389999
"77","2017-01-05",32.110001
"78","2017-01-06",32.48
"79","2017-01-09",32.09
"80","2017-01-10",32
"81","2017-01-11",32
"82","2017-01-12",31.450001
"83","2017-01-13",32.099998
"84","2017-01-17",31.68
"85","2017-01-18",32.220001
"86","2017-01-19",32.32
"87","2017-01-20",32.82
"88","2017-01-23",33.220001
"89","2017-01-24",33.959999
"90","2017-01-25",34.34
"91","2017-01-26",34.080002
"92","2017-01-27",33.900002
"93","2017-01-30",33.290001
"94","2017-01-31",32.889999
"95","2017-02-01",33.150002
"96","2017-02-02",33.139999
"97","2017-02-03",32.98
"98","2017-02-06",32.650002
"99","2017-02-07",32.200001
"100","2017-02-08",31.290001
"101","2017-02-09",32.279999
"102","2017-02-10",32.59
"103","2017-02-13",32.150002
"104","2017-02-14",32.509998
"105","2017-02-15",33.27
"106","2017-02-16",32.790001
"107","2017-02-17",33.009998
"108","2017-02-21",32.93
"109","2017-02-22",32.41
"110","2017-02-23",31.65
"111","2017-02-24",31.870001
"112","2017-02-27",32.189999
"113","2017-02-28",32.599998
"114","2017-03-01",33.5
"115","2017-03-02",33.490002
"116","2017-03-03",33.869999
"117","2017-03-06",34.299999
"118","2017-03-07",34.32
"119","2017-03-08",34.029999
"120","2017-03-09",33.470001
"121","2017-03-10",33
"122","2017-03-13",33.27
"123","2017-03-14",33.200001
"124","2017-03-15",33.09
"125","2017-03-16",32.799999
"126","2017-03-17",33.02
"127","2017-03-20",32.720001
"128","2017-03-21",31.299999
"129","2017-03-22",31.610001
"130","2017-03-23",31.549999
"131","2017-03-24",31.01
"132","2017-03-27",30.360001
"133","2017-03-28",30.370001
"134","2017-03-29",31.6
"135","2017-03-30",32.150002
"136","2017-03-31",31.91
"137","2017-04-03",32.380001
"138","2017-04-04",32.240002
"139","2017-04-05",31.75
"140","2017-04-06",31.91
"141","2017-04-07",31.83
"142","2017-04-10",31.709999
"143","2017-04-11",31.65
"144","2017-04-12",31.280001
"145","2017-04-13",30.690001
"146","2017-04-17",31.370001
"147","2017-04-18",31.290001
"148","2017-04-19",31.66
"149","2017-04-20",32.25
"150","2017-04-21",31.76
"151","2017-04-24",32.119999
"152","2017-04-25",32.189999
"153","2017-04-26",32.799999
"154","2017-04-27",32.82
"155","2017-04-28",33.25
"156","2017-05-01",33.970001
"157","2017-05-02",33.93
"158","2017-05-03",34.09
"159","2017-05-04",34.66
"160","2017-05-05",34.650002
"161","2017-05-08",34.610001
"162","2017-05-09",34.48
"163","2017-05-10",34.34
"164","2017-05-11",34.369999
"165","2017-05-12",34.169998
"166","2017-05-15",34.040001
"167","2017-05-16",34.029999
"168","2017-05-17",33.02
"169","2017-05-18",33.299999
"170","2017-05-19",33.360001
"171","2017-05-22",33.299999
"172","2017-05-23",33.290001
"173","2017-05-24",33.200001
"174","2017-05-25",33.150002
"175","2017-05-26",33.130001
"176","2017-05-30",33.16
"177","2017-05-31",32.98
"178","2017-06-01",33.540001
"179","2017-06-02",33.400002
"180","2017-06-05",33.18
"181","2017-06-06",33.5
"182","2017-06-07",34.189999
"183","2017-06-08",34.549999
"184","2017-06-09",34.91
"185","2017-06-12",34.48
"186","2017-06-13",34.91
"187","2017-06-14",34.869999
"188","2017-06-15",34.790001
"189","2017-06-16",34.950001
"190","2017-06-19",34.610001
"191","2017-06-20",34.009998
"192","2017-06-21",33.73
"193","2017-06-22",33.57
"194","2017-06-23",33.189999
"195","2017-06-26",33.439999
"196","2017-06-27",33.34
"197","2017-06-28",33.720001
"198","2017-06-29",33.939999
"199","2017-06-30",34.099998
"200","2017-07-03",34.82
"201","2017-07-05",34.869999
"202","2017-07-06",34.52
"203","2017-07-07",35
"204","2017-07-10",35.130001
"205","2017-07-11",34.880001
"206","2017-07-12",35.060001
"207","2017-07-13",34.93
"208","2017-07-14",34.740002
"209","2017-07-17",34.59
"210","2017-07-18",34.27
"211","2017-07-19",34.27
"212","2017-07-20",34.43
"213","2017-07-21",34.330002
"214","2017-07-24",34.41
"215","2017-07-25",34.779999
"216","2017-07-26",34.259998
"217","2017-07-27",34.419998
"218","2017-07-28",33.91
"219","2017-07-31",34.09
"220","2017-08-01",34.75
"221","2017-08-02",34.540001
"222","2017-08-03",34.330002
"223","2017-08-04",34.59
