"","date","VSEC"
"1","2007-01-03",8.4175
"2","2007-01-04",8.6325
"3","2007-01-05",8.755
"4","2007-01-08",8.7325
"5","2007-01-09",8.7575
"6","2007-01-10",9.1125
"7","2007-01-11",9.16
"8","2007-01-12",9.38
"9","2007-01-16",9.275
"10","2007-01-17",9.2025
"11","2007-01-18",9.1575
"12","2007-01-19",9.3475
"13","2007-01-22",9.47
"14","2007-01-23",9.6875
"15","2007-01-24",9.93
"16","2007-01-25",10.0025
"17","2007-01-26",9.75
"18","2007-01-29",9.735
"19","2007-01-30",9.825
"20","2007-01-31",9.9125
"21","2007-02-01",9.9375
"22","2007-02-02",10
"23","2007-02-05",10.0875
"24","2007-02-06",10.0225
"25","2007-02-07",10.01
"26","2007-02-08",10.0125
"27","2007-02-09",9.995
"28","2007-02-12",10.0025
"29","2007-02-13",10.1
"30","2007-02-14",10.1625
"31","2007-02-15",10.25
"32","2007-02-16",10.1775
"33","2007-02-20",10.0525
"34","2007-02-21",10.0175
"35","2007-02-22",11.25
"36","2007-02-23",10.9
"37","2007-02-26",10.975
"38","2007-02-27",10.55
"39","2007-02-28",10.5
"40","2007-03-01",10.5
"41","2007-03-02",10.365
"42","2007-03-05",10.115
"43","2007-03-06",10.175
"44","2007-03-07",10.42
"45","2007-03-08",10.505
"46","2007-03-09",10.5
"47","2007-03-12",10.6
"48","2007-03-13",10.5
"49","2007-03-14",10.355
"50","2007-03-15",10.3075
"51","2007-03-16",10.3725
"52","2007-03-19",10.5875
"53","2007-03-20",10.5925
"54","2007-03-21",10.5
"55","2007-03-22",10.415
"56","2007-03-23",10.415
"57","2007-03-26",10.25
"58","2007-03-27",10.3
"59","2007-03-28",10.3
"60","2007-03-29",10.2725
"61","2007-03-30",10.29
"62","2007-04-02",10.415
"63","2007-04-03",10.6725
"64","2007-04-04",10.5625
"65","2007-04-05",10.675
"66","2007-04-09",10.7
"67","2007-04-10",10.6
"68","2007-04-11",10.7025
"69","2007-04-12",10.8225
"70","2007-04-13",10.9125
"71","2007-04-16",11.3075
"72","2007-04-17",11.3725
"73","2007-04-18",11.41
"74","2007-04-19",11.4325
"75","2007-04-20",11.4675
"76","2007-04-23",11.5
"77","2007-04-24",11.46
"78","2007-04-25",11.5
"79","2007-04-26",11.45
"80","2007-04-27",12.38
"81","2007-04-30",12.3375
"82","2007-05-01",12.415
"83","2007-05-02",13.3
"84","2007-05-03",13.57
"85","2007-05-04",13.71
"86","2007-05-07",13.6525
"87","2007-05-08",13.3125
"88","2007-05-09",12.5
"89","2007-05-10",12.825
