"","date","LNN"
"1","2007-01-03",32.639999
"2","2007-01-04",31.870001
"3","2007-01-05",30.98
"4","2007-01-08",30.809999
"5","2007-01-09",30.83
"6","2007-01-10",30.42
"7","2007-01-11",29.75
"8","2007-01-12",30.809999
"9","2007-01-16",29.99
"10","2007-01-17",30.4
"11","2007-01-18",30.23
"12","2007-01-19",30.879999
"13","2007-01-22",30.5
"14","2007-01-23",31.66
"15","2007-01-24",30.73
"16","2007-01-25",29.860001
"17","2007-01-26",29.889999
"18","2007-01-29",30.360001
"19","2007-01-30",30.65
"20","2007-01-31",31.790001
"21","2007-02-01",32.689999
"22","2007-02-02",32.5
"23","2007-02-05",32.630001
"24","2007-02-06",33.25
"25","2007-02-07",33
"26","2007-02-08",33.549999
"27","2007-02-09",33.509998
"28","2007-02-12",33.599998
"29","2007-02-13",33.610001
"30","2007-02-14",34.610001
"31","2007-02-15",34.02
"32","2007-02-16",34.360001
"33","2007-02-20",34.91
"34","2007-02-21",35.540001
"35","2007-02-22",35.509998
"36","2007-02-23",35.610001
"37","2007-02-26",36.200001
"38","2007-02-27",33.709999
"39","2007-02-28",34.400002
"40","2007-03-01",33.700001
"41","2007-03-02",32.700001
"42","2007-03-05",32
"43","2007-03-06",32.450001
"44","2007-03-07",32.810001
"45","2007-03-08",32.93
"46","2007-03-09",33
"47","2007-03-12",33.240002
"48","2007-03-13",32.869999
"49","2007-03-14",33.639999
"50","2007-03-15",34.099998
"51","2007-03-16",34.189999
"52","2007-03-19",34.59
"53","2007-03-20",33.799999
"54","2007-03-21",32.560001
"55","2007-03-22",31.360001
"56","2007-03-23",32.950001
"57","2007-03-26",32.380001
"58","2007-03-27",31.5
"59","2007-03-28",31.1
"60","2007-03-29",30.52
"61","2007-03-30",31.790001
"62","2007-04-02",31.01
"63","2007-04-03",31.59
"64","2007-04-04",31.780001
"65","2007-04-05",31.629999
"66","2007-04-09",30.66
"67","2007-04-10",29.91
"68","2007-04-11",30.35
"69","2007-04-12",30.59
"70","2007-04-13",30.52
"71","2007-04-16",31.059999
"72","2007-04-17",30.6
"73","2007-04-18",30.129999
"74","2007-04-19",29.75
"75","2007-04-20",31.49
"76","2007-04-23",31.17
"77","2007-04-24",30.209999
"78","2007-04-25",30.459999
"79","2007-04-26",30.299999
"80","2007-04-27",31
"81","2007-04-30",30.549999
"82","2007-05-01",30.219999
"83","2007-05-02",30.48
"84","2007-05-03",30.459999
"85","2007-05-04",30.450001
"86","2007-05-07",31.15
"87","2007-05-08",31.16
"88","2007-05-09",33
"89","2007-05-10",32.400002
"90","2007-05-11",32.07
"91","2007-05-14",31.889999
"92","2007-05-15",32.349998
"93","2007-05-16",32.639999
"94","2007-05-17",33.049999
"95","2007-05-18",33.830002
"96","2007-05-21",34.59
"97","2007-05-22",35.450001
"98","2007-05-23",34.380001
"99","2007-05-24",33.700001
"100","2007-05-25",34.009998
"101","2007-05-29",33.619999
"102","2007-05-30",34.740002
"103","2007-05-31",34.349998
"104","2007-06-01",34.369999
"105","2007-06-04",33.68
"106","2007-06-05",33.790001
"107","2007-06-06",33.779999
"108","2007-06-07",33.02
"109","2007-06-08",33.619999
"110","2007-06-11",33.830002
"111","2007-06-12",33.25
"112","2007-06-13",34.240002
"113","2007-06-14",35.139999
"114","2007-06-15",35
"115","2007-06-18",35.720001
"116","2007-06-19",36.220001
"117","2007-06-20",39.25
"118","2007-06-21",44.5
"119","2007-06-22",42.689999
"120","2007-06-25",42.91
"121","2007-06-26",42.41
"122","2007-06-27",43.450001
"123","2007-06-28",43.740002
"124","2007-06-29",44.290001
"125","2007-07-02",45
"126","2007-07-03",44
"127","2007-07-05",44.630001
"128","2007-07-06",44.16
"129","2007-07-09",44.049999
"130","2007-07-10",43.580002
"131","2007-07-11",43.540001
"132","2007-07-12",44.5
"133","2007-07-13",44.509998
"134","2007-07-16",43.549999
"135","2007-07-17",42.77
"136","2007-07-18",42.369999
"137","2007-07-19",43.259998
"138","2007-07-20",42.130001
"139","2007-07-23",42.080002
"140","2007-07-24",40.349998
"141","2007-07-25",40.27
"142","2007-07-26",38.919998
"143","2007-07-27",39.779999
"144","2007-07-30",40.799999
"145","2007-07-31",40.66
"146","2007-08-01",40.970001
"147","2007-08-02",41.400002
"148","2007-08-03",40.110001
"149","2007-08-06",41.939999
"150","2007-08-07",43.759998
"151","2007-08-08",47.759998
"152","2007-08-09",47.880001
"153","2007-08-10",44.740002
"154","2007-08-13",43.509998
"155","2007-08-14",40.950001
"156","2007-08-15",39.189999
"157","2007-08-16",41
"158","2007-08-17",41.599998
"159","2007-08-20",41.57
"160","2007-08-21",39.330002
"161","2007-08-22",39.470001
"162","2007-08-23",38.459999
"163","2007-08-24",39.580002
"164","2007-08-27",38.77
"165","2007-08-28",37.529999
"166","2007-08-29",38.57
"167","2007-08-30",38.740002
"168","2007-08-31",40.529999
"169","2007-09-04",42.84
"170","2007-09-05",40.900002
"171","2007-09-06",41.310001
"172","2007-09-07",39.91
"173","2007-09-10",40.459999
"174","2007-09-11",41.040001
"175","2007-09-12",40.080002
"176","2007-09-13",40.099998
"177","2007-09-14",39.68
"178","2007-09-17",40.849998
"179","2007-09-18",43.459999
"180","2007-09-19",42
"181","2007-09-20",41.700001
"182","2007-09-21",42.939999
"183","2007-09-24",43.049999
"184","2007-09-25",43.599998
"185","2007-09-26",45.32
"186","2007-09-27",44.110001
"187","2007-09-28",43.779999
"188","2007-10-01",45.470001
"189","2007-10-02",45.470001
"190","2007-10-03",44.150002
"191","2007-10-04",44.27
"192","2007-10-05",45.25
"193","2007-10-08",44.709999
"194","2007-10-09",46.080002
"195","2007-10-10",49.5
"196","2007-10-11",47.07
"197","2007-10-12",48.700001
"198","2007-10-15",48.68
"199","2007-10-16",47.27
"200","2007-10-17",46.619999
"201","2007-10-18",47.93
"202","2007-10-19",46.27
"203","2007-10-22",47.59
"204","2007-10-23",47.740002
"205","2007-10-24",47.59
"206","2007-10-25",48.68
"207","2007-10-26",47.630001
"208","2007-10-29",48.959999
"209","2007-10-30",47.84
"210","2007-10-31",49.200001
"211","2007-11-01",46.939999
"212","2007-11-02",47.07
"213","2007-11-05",45.5
"214","2007-11-06",48.07
"215","2007-11-07",46.599998
"216","2007-11-08",47.91
"217","2007-11-09",47.349998
"218","2007-11-12",46.650002
"219","2007-11-13",47.720001
"220","2007-11-14",48.139999
"221","2007-11-15",48.009998
"222","2007-11-16",47.950001
"223","2007-11-19",46.880001
"224","2007-11-20",48.130001
"225","2007-11-21",47.369999
"226","2007-11-23",48.540001
"227","2007-11-26",47.830002
"228","2007-11-27",48.82
"229","2007-11-28",52.220001
"230","2007-11-29",53.18
"231","2007-11-30",52.919998
"232","2007-12-03",55.27
"233","2007-12-04",55.73
"234","2007-12-05",56.48
"235","2007-12-06",58.700001
"236","2007-12-07",57.68
"237","2007-12-10",57.939999
"238","2007-12-11",56.630001
"239","2007-12-12",59.419998
"240","2007-12-13",58.48
"241","2007-12-14",58.009998
"242","2007-12-17",54.799999
"243","2007-12-18",56.639999
"244","2007-12-19",57.700001
"245","2007-12-20",71.400002
"246","2007-12-21",71.040001
"247","2007-12-24",75.360001
"248","2007-12-26",72.470001
"249","2007-12-27",69.230003
"250","2007-12-28",72.730003
"251","2007-12-31",70.690002
"252","2008-01-02",67.120003
"253","2008-01-03",70.599998
"254","2008-01-04",67.32
"255","2008-01-07",66.650002
"256","2008-01-08",66
"257","2008-01-09",66.290001
"258","2008-01-10",68.410004
"259","2008-01-11",68.099998
"260","2008-01-14",73.050003
"261","2008-01-15",71.690002
"262","2008-01-16",67.349998
"263","2008-01-17",59.959999
"264","2008-01-18",58.43
"265","2008-01-22",62.16
"266","2008-01-23",60.25
"267","2008-01-24",61.119999
"268","2008-01-25",60.669998
"269","2008-01-28",59.189999
"270","2008-01-29",60.279999
"271","2008-01-30",60.16
"272","2008-01-31",61.02
"273","2008-02-01",65.040001
"274","2008-02-04",66.160004
"275","2008-02-05",62.099998
"276","2008-02-06",58.139999
"277","2008-02-07",58.34
"278","2008-02-08",57.939999
"279","2008-02-11",60.27
"280","2008-02-12",62.52
"281","2008-02-13",69.309998
"282","2008-02-14",67.629997
"283","2008-02-15",66.370003
"284","2008-02-19",69.82
"285","2008-02-20",70.260002
"286","2008-02-21",69.230003
"287","2008-02-22",68.980003
"288","2008-02-25",70.059998
"289","2008-02-26",74.150002
"290","2008-02-27",74.639999
"291","2008-02-28",80.230003
"292","2008-02-29",78.620003
"293","2008-03-03",77.029999
"294","2008-03-04",76.599998
"295","2008-03-05",77.790001
"296","2008-03-06",75.339996
"297","2008-03-07",70.870003
"298","2008-03-10",66.480003
"299","2008-03-11",70.150002
"300","2008-03-12",69.339996
"301","2008-03-13",73.690002
"302","2008-03-14",71.400002
"303","2008-03-17",69.290001
"304","2008-03-18",76.269997
"305","2008-03-19",90
"306","2008-03-20",96.889999
"307","2008-03-24",104.879997
"308","2008-03-25",102.290001
"309","2008-03-26",104.300003
"310","2008-03-27",100.5
"311","2008-03-28",102
"312","2008-03-31",102.470001
"313","2008-04-01",105.410004
"314","2008-04-02",106.25
"315","2008-04-03",109.709999
"316","2008-04-04",108.690002
"317","2008-04-07",109.32
"318","2008-04-08",111.18
"319","2008-04-09",107.879997
"320","2008-04-10",109.470001
"321","2008-04-11",106.730003
"322","2008-04-14",107.75
"323","2008-04-15",113.889999
"324","2008-04-16",120.379997
"325","2008-04-17",121.769997
"326","2008-04-18",127.57
"327","2008-04-21",126.639999
"328","2008-04-22",128.889999
"329","2008-04-23",113.559998
"330","2008-04-24",113.220001
"331","2008-04-25",112.050003
"332","2008-04-28",111.540001
"333","2008-04-29",103.379997
"334","2008-04-30",104.120003
"335","2008-05-01",103.739998
"336","2008-05-02",101.199997
"337","2008-05-05",99.5
"338","2008-05-06",99.089996
"339","2008-05-07",102.150002
"340","2008-05-08",106.669998
"341","2008-05-09",108.330002
"342","2008-05-12",110.139999
"343","2008-05-13",108.110001
"344","2008-05-14",111.25
"345","2008-05-15",109.830002
"346","2008-05-16",106.800003
"347","2008-05-19",102.93
"348","2008-05-20",100.040001
"349","2008-05-21",98.900002
"350","2008-05-22",98.019997
"351","2008-05-23",97.959999
"352","2008-05-27",103.160004
"353","2008-05-28",103.709999
"354","2008-05-29",105.720001
"355","2008-05-30",105
"356","2008-06-02",106.830002
"357","2008-06-03",108.389999
"358","2008-06-04",108.639999
"359","2008-06-05",112.839996
"360","2008-06-06",116.769997
"361","2008-06-09",114.389999
"362","2008-06-10",115.099998
"363","2008-06-11",112.029999
"364","2008-06-12",114.309998
"365","2008-06-13",125.82
"366","2008-06-16",129.149994
"367","2008-06-17",124.43
"368","2008-06-18",103.699997
"369","2008-06-19",98.849998
"370","2008-06-20",96.620003
"371","2008-06-23",99.889999
"372","2008-06-24",99.339996
"373","2008-06-25",91.050003
"374","2008-06-26",87.059998
"375","2008-06-27",85.610001
"376","2008-06-30",84.970001
"377","2008-07-01",83.139999
"378","2008-07-02",78.620003
"379","2008-07-03",78.040001
"380","2008-07-07",79.110001
"381","2008-07-08",78.230003
"382","2008-07-09",76.709999
"383","2008-07-10",77.209999
"384","2008-07-11",77.370003
"385","2008-07-14",76.82
"386","2008-07-15",76.510002
"387","2008-07-16",79.949997
"388","2008-07-17",82.639999
"389","2008-07-18",84.839996
"390","2008-07-21",89.639999
"391","2008-07-22",90.089996
"392","2008-07-23",90.019997
"393","2008-07-24",88.550003
"394","2008-07-25",91.220001
"395","2008-07-28",87.75
"396","2008-07-29",89.82
"397","2008-07-30",94.75
"398","2008-07-31",92.269997
"399","2008-08-01",94.889999
"400","2008-08-04",88.900002
"401","2008-08-05",86.209999
"402","2008-08-06",86.43
"403","2008-08-07",86.769997
"404","2008-08-08",90.330002
"405","2008-08-11",91.529999
"406","2008-08-12",89.589996
"407","2008-08-13",88.639999
"408","2008-08-14",90.379997
"409","2008-08-15",91.639999
"410","2008-08-18",90.419998
"411","2008-08-19",86.010002
"412","2008-08-20",84.129997
"413","2008-08-21",83.849998
"414","2008-08-22",82.779999
"415","2008-08-25",81.43
"416","2008-08-26",80.669998
"417","2008-08-27",84.019997
"418","2008-08-28",84.510002
"419","2008-08-29",81.910004
"420","2008-09-02",77.739998
"421","2008-09-03",73.080002
"422","2008-09-04",70.769997
"423","2008-09-05",72.669998
"424","2008-09-08",70.160004
"425","2008-09-09",65.139999
"426","2008-09-10",68.449997
"427","2008-09-11",70.050003
"428","2008-09-12",71.830002
"429","2008-09-15",67.419998
"430","2008-09-16",73.330002
"431","2008-09-17",71.07
"432","2008-09-18",83.410004
"433","2008-09-19",85.599998
"434","2008-09-22",79.589996
"435","2008-09-23",78.029999
"436","2008-09-24",73.919998
"437","2008-09-25",73.010002
"438","2008-09-26",70.300003
"439","2008-09-29",73.470001
"440","2008-09-30",72.75
"441","2008-10-01",67.949997
"442","2008-10-02",59.349998
"443","2008-10-03",58.380001
"444","2008-10-06",54.82
"445","2008-10-07",56
"446","2008-10-08",52
"447","2008-10-09",54.43
"448","2008-10-10",61.41
"449","2008-10-13",63.849998
"450","2008-10-14",57.849998
"451","2008-10-15",47.93
"452","2008-10-16",49.799999
"453","2008-10-17",48
"454","2008-10-20",51.02
"455","2008-10-21",50.360001
"456","2008-10-22",45.549999
"457","2008-10-23",41.759998
"458","2008-10-24",40.439999
"459","2008-10-27",36.560001
"460","2008-10-28",41.529999
"461","2008-10-29",42.5
"462","2008-10-30",44.639999
"463","2008-10-31",47.580002
"464","2008-11-03",43.919998
"465","2008-11-04",48.060001
"466","2008-11-05",49.080002
"467","2008-11-06",45.400002
"468","2008-11-07",46.139999
"469","2008-11-10",49.099998
"470","2008-11-11",46.290001
"471","2008-11-12",42.16
"472","2008-11-13",48.77
"473","2008-11-14",42.900002
"474","2008-11-17",41.529999
"475","2008-11-18",38.799999
"476","2008-11-19",35.650002
"477","2008-11-20",35.049999
"478","2008-11-21",38.439999
"479","2008-11-24",41.73
"480","2008-11-25",40.349998
"481","2008-11-26",41.900002
"482","2008-11-28",38.91
"483","2008-12-01",34.220001
"484","2008-12-02",31.76
"485","2008-12-03",31.65
"486","2008-12-04",30.92
"487","2008-12-05",29.950001
"488","2008-12-08",37.740002
"489","2008-12-09",37.700001
"490","2008-12-10",40.740002
"491","2008-12-11",40.68
"492","2008-12-12",42.060001
"493","2008-12-15",39.740002
"494","2008-12-16",38.299999
"495","2008-12-17",39.200001
"496","2008-12-18",37.150002
"497","2008-12-19",33.080002
"498","2008-12-22",32.34
"499","2008-12-23",32.150002
"500","2008-12-24",31.83
"501","2008-12-26",32.720001
"502","2008-12-29",34.200001
"503","2008-12-30",31.5
"504","2008-12-31",31.790001
"505","2009-01-02",34.189999
"506","2009-01-05",37.02
"507","2009-01-06",38.720001
"508","2009-01-07",36.419998
