"","date","DGLY"
"136","2007-11-27",39.599998
"137","2007-11-28",39.759998
"138","2007-11-29",45.200001
"139","2007-11-30",44.400002
"140","2007-12-03",44
"141","2007-12-04",44
"142","2007-12-05",44
"143","2007-12-06",48.959999
"144","2007-12-07",48.400002
"145","2007-12-10",48.560001
"146","2007-12-11",47.200001
"147","2007-12-12",47.200001
"148","2007-12-13",48
"149","2007-12-14",48.799999
"150","2007-12-17",49.200001
"151","2007-12-18",49.360001
"152","2007-12-19",49.599998
"153","2007-12-20",50.240002
"154","2007-12-21",52
"155","2007-12-24",54.799999
"156","2007-12-26",56.560001
"157","2007-12-27",58.799999
"158","2007-12-28",58.16
"159","2007-12-31",58.400002
"160","2008-01-02",54.400002
"161","2008-01-03",53.599998
"162","2008-01-04",52.799999
"163","2008-01-07",53.200001
"164","2008-01-08",53.919998
"165","2008-01-09",51.439999
"166","2008-01-10",53.200001
"167","2008-01-11",54.799999
"168","2008-01-14",55.68
"169","2008-01-15",54.400002
"170","2008-01-16",51.919998
"171","2008-01-17",53.599998
"172","2008-01-18",51.200001
"173","2008-01-22",48
"174","2008-01-23",47.200001
"175","2008-01-24",48
"176","2008-01-25",45.119999
"177","2008-01-28",46
"178","2008-01-29",47.360001
"179","2008-01-30",47.200001
"180","2008-01-31",47.279999
"181","2008-02-01",46.880001
"182","2008-02-04",47.360001
"183","2008-02-05",48.799999
"184","2008-02-06",53.119999
"185","2008-02-07",52.799999
"186","2008-02-08",51.919998
"187","2008-02-11",52
"188","2008-02-12",53.919998
"189","2008-02-13",55.040001
"190","2008-02-14",58
"191","2008-02-15",56.799999
"192","2008-02-19",56.880001
"193","2008-02-20",56.240002
"194","2008-02-21",57.919998
"195","2008-02-22",57.279999
"196","2008-02-25",59.200001
"197","2008-02-26",58.400002
"198","2008-02-27",58.16
"199","2008-02-28",56.799999
"200","2008-02-29",54.48
"201","2008-03-03",59.279999
"202","2008-03-04",58.959999
"203","2008-03-05",58.48
"204","2008-03-06",56.799999
"205","2008-03-07",56.400002
"206","2008-03-10",56.32
"207","2008-03-11",56.400002
"208","2008-03-12",57.68
"209","2008-03-13",56.959999
"210","2008-03-14",57.119999
"211","2008-03-17",54.080002
"212","2008-03-18",55.040001
"213","2008-03-19",55.759998
"214","2008-03-20",55.279999
"215","2008-03-24",55.439999
"216","2008-03-25",55.200001
"217","2008-03-26",55.119999
"218","2008-03-27",54.639999
"219","2008-03-28",55.040001
"220","2008-03-31",55.279999
"221","2008-04-01",57.599998
"222","2008-04-02",56.799999
"223","2008-04-03",56
"224","2008-04-04",56
"225","2008-04-07",56
"226","2008-04-08",55.119999
"227","2008-04-09",54.400002
"228","2008-04-10",58.720001
"229","2008-04-11",56.32
"230","2008-04-14",55.919998
"231","2008-04-15",55.68
"232","2008-04-16",59.279999
"233","2008-04-17",68.800003
"234","2008-04-18",72
"235","2008-04-21",75.040001
"236","2008-04-22",73.599998
"237","2008-04-23",73.599998
"238","2008-04-24",71.760002
"239","2008-04-25",71.360001
"240","2008-04-28",78.400002
"241","2008-04-29",75.839996
"242","2008-04-30",74.160004
"243","2008-05-01",71.360001
"244","2008-05-02",72.879997
"245","2008-05-05",74
"246","2008-05-06",73.839996
"247","2008-05-07",72.720001
"248","2008-05-08",72.239998
"249","2008-05-09",74.080002
"250","2008-05-12",76.160004
"251","2008-05-13",77.839996
"252","2008-05-14",88.480003
"253","2008-05-15",86.559998
"254","2008-05-16",85.120003
"255","2008-05-19",82.080002
"256","2008-05-20",82.080002
"257","2008-05-21",75.839996
"258","2008-05-22",70.879997
"259","2008-05-23",69.919998
"260","2008-05-27",71.760002
"261","2008-05-28",71.839996
"262","2008-05-29",70.639999
"263","2008-05-30",78.959999
"264","2008-06-02",75.120003
"265","2008-06-03",79.919998
"266","2008-06-04",81.839996
"267","2008-06-05",80.800003
"268","2008-06-06",78.639999
"269","2008-06-09",78
"270","2008-06-10",76.720001
"271","2008-06-11",71.760002
"272","2008-06-12",73.599998
"273","2008-06-13",70.879997
"274","2008-06-16",71.440002
"275","2008-06-17",69.839996
"276","2008-06-18",70.800003
"277","2008-06-19",71.199997
"278","2008-06-20",71.599998
"279","2008-06-23",74
"280","2008-06-24",71.040001
"281","2008-06-25",71.519997
"282","2008-06-26",68.800003
"283","2008-06-27",66.080002
"284","2008-06-30",68.160004
"285","2008-07-01",68.480003
"286","2008-07-02",69.040001
"287","2008-07-03",65.279999
"288","2008-07-07",62
"289","2008-07-08",63.919998
"290","2008-07-09",63.919998
"291","2008-07-10",64.559998
"292","2008-07-11",64
"293","2008-07-14",62.799999
"294","2008-07-15",62.720001
"295","2008-07-16",66.879997
"296","2008-07-17",71.360001
"297","2008-07-18",70
"298","2008-07-21",68.080002
"299","2008-07-22",71.599998
"300","2008-07-23",71.040001
"301","2008-07-24",69.68
"302","2008-07-25",70.639999
"303","2008-07-28",70.559998
"304","2008-07-29",72
"305","2008-07-30",63.68
"306","2008-07-31",66.800003
"307","2008-08-01",65.040001
"308","2008-08-04",60.16
"309","2008-08-05",62.080002
"310","2008-08-06",63.759998
"311","2008-08-07",62
"312","2008-08-08",62.720001
"313","2008-08-11",62.48
"314","2008-08-12",62.639999
"315","2008-08-13",62.240002
"316","2008-08-14",62.32
"317","2008-08-15",59.119999
"318","2008-08-18",62
"319","2008-08-19",63.759998
"320","2008-08-20",65.519997
"321","2008-08-21",65.599998
"322","2008-08-22",71.68
"323","2008-08-25",72.400002
"324","2008-08-26",72.800003
"325","2008-08-27",72.32
"326","2008-08-28",72
"327","2008-08-29",71.360001
"328","2008-09-02",72.480003
"329","2008-09-03",68.800003
"330","2008-09-04",67.199997
"331","2008-09-05",66.879997
"332","2008-09-08",67.599998
"333","2008-09-09",64.32
"334","2008-09-10",64.32
"335","2008-09-11",64
"336","2008-09-12",63.919998
"337","2008-09-15",60.080002
"338","2008-09-16",60.959999
"339","2008-09-17",61.119999
"340","2008-09-18",63.599998
"341","2008-09-19",63.040001
"342","2008-09-22",57.200001
"343","2008-09-23",56.32
"344","2008-09-24",57.439999
"345","2008-09-25",56.48
"346","2008-09-26",56
"347","2008-09-29",53.759998
"348","2008-09-30",54.959999
"349","2008-10-01",55.200001
"350","2008-10-02",51.360001
"351","2008-10-03",48.799999
"352","2008-10-06",43.200001
"353","2008-10-07",40.799999
"354","2008-10-08",37.119999
"355","2008-10-09",35.200001
"356","2008-10-10",32.240002
"357","2008-10-13",40
"358","2008-10-14",40.32
"359","2008-10-15",36
"360","2008-10-16",36
"361","2008-10-17",36.880001
"362","2008-10-20",37.360001
"363","2008-10-21",37.439999
"364","2008-10-22",37.279999
"365","2008-10-23",35.360001
"366","2008-10-24",33.52
"367","2008-10-27",33.360001
"368","2008-10-28",31.92
"369","2008-10-29",32.400002
"370","2008-10-30",26.24
"371","2008-10-31",30.4
"372","2008-11-03",29.200001
"373","2008-11-04",28
"374","2008-11-05",26.32
"375","2008-11-06",25.68
"376","2008-11-07",25.200001
"377","2008-11-10",24.719999
"378","2008-11-11",23.84
"379","2008-11-12",23.200001
"380","2008-11-13",27.040001
"381","2008-11-14",26.24
"382","2008-11-17",29.68
"383","2008-11-18",31.68
"384","2008-11-19",31.84
"385","2008-11-20",28.4
"386","2008-11-21",30.32
"387","2008-11-24",33.360001
"388","2008-11-25",28.4
"389","2008-11-26",30.799999
"390","2008-11-28",31.040001
"391","2008-12-01",29.6
"392","2008-12-02",30.24
"393","2008-12-03",28.4
"394","2008-12-04",27.440001
"395","2008-12-05",28.959999
"396","2008-12-08",30.4
"397","2008-12-09",30.4
"398","2008-12-10",31.76
"399","2008-12-11",31.120001
"400","2008-12-12",30.4
"401","2008-12-15",27.84
"402","2008-12-16",27.92
"403","2008-12-17",27.200001
"404","2008-12-18",26.559999
"405","2008-12-19",24.4
"406","2008-12-22",24.32
"407","2008-12-23",24.32
"408","2008-12-24",24.799999
"409","2008-12-26",24.719999
"410","2008-12-29",23.440001
"411","2008-12-30",20.879999
"412","2008-12-31",24.719999
"413","2009-01-02",25.200001
"414","2009-01-05",27.92
"415","2009-01-06",28.32
"416","2009-01-07",25.040001
"417","2009-01-08",23.52
"418","2009-01-09",23.360001
"419","2009-01-12",23.84
"420","2009-01-13",25.68
"421","2009-01-14",24.799999
"422","2009-01-15",23.76
"423","2009-01-16",24.48
"424","2009-01-20",24.719999
"425","2009-01-21",23.76
"426","2009-01-22",23.76
"427","2009-01-23",23.6
"428","2009-01-26",23.68
"429","2009-01-27",23.84
"430","2009-01-28",24.559999
"431","2009-01-29",24.4
"432","2009-01-30",24.08
"433","2009-02-02",23.84
"434","2009-02-03",24
"435","2009-02-04",23.92
"436","2009-02-05",24.639999
"437","2009-02-06",27.200001
"438","2009-02-09",26.559999
"439","2009-02-10",25.52
"440","2009-02-11",26.4
"441","2009-02-12",27.040001
"442","2009-02-13",27.92
"443","2009-02-17",28
"444","2009-02-18",30.24
"445","2009-02-19",30.879999
"446","2009-02-20",28.4
"447","2009-02-23",26.32
"448","2009-02-24",26.24
"449","2009-02-25",26.639999
"450","2009-02-26",26.559999
"451","2009-02-27",27.040001
"452","2009-03-02",26.639999
"453","2009-03-03",26.08
"454","2009-03-04",24.959999
"455","2009-03-05",25.120001
"456","2009-03-06",24.32
"457","2009-03-09",24.559999
"458","2009-03-10",16.959999
"459","2009-03-11",14
"460","2009-03-12",14.4
"461","2009-03-13",14.16
"462","2009-03-16",12.96
"463","2009-03-17",12.48
"464","2009-03-18",12.32
"465","2009-03-19",13.2
"466","2009-03-20",14
"467","2009-03-23",13.84
"468","2009-03-24",14.4
"469","2009-03-25",14.32
"470","2009-03-26",13.84
"471","2009-03-27",12.96
"472","2009-03-30",12.72
"473","2009-03-31",12.56
"474","2009-04-01",12.8
"475","2009-04-02",14.8
"476","2009-04-03",16.48
"477","2009-04-06",18.24
"478","2009-04-07",17.92
"479","2009-04-08",17.6
"480","2009-04-09",17.6
"481","2009-04-13",17.200001
"482","2009-04-14",15.6
"483","2009-04-15",14.16
"484","2009-04-16",17.040001
"485","2009-04-17",15.44
"486","2009-04-20",14.32
"487","2009-04-21",14.08
"488","2009-04-22",15.28
"489","2009-04-23",15.04
"490","2009-04-24",14.96
"491","2009-04-27",15.2
"492","2009-04-28",15.12
"493","2009-04-29",14.96
"494","2009-04-30",15.04
"495","2009-05-01",14.08
"496","2009-05-04",14.16
"497","2009-05-05",14.24
"498","2009-05-06",14
"499","2009-05-07",14
"500","2009-05-08",14.16
"501","2009-05-11",14.8
"502","2009-05-12",14.08
"503","2009-05-13",12.88
"504","2009-05-14",13.04
"505","2009-05-15",13.92
"506","2009-05-18",14
"507","2009-05-19",14
"508","2009-05-20",14
"509","2009-05-21",13.92
"510","2009-05-22",13.68
"511","2009-05-26",14.32
"512","2009-05-27",15.12
"513","2009-05-28",14.4
"514","2009-05-29",14.4
"515","2009-06-01",14.8
"516","2009-06-02",16.32
"517","2009-06-03",17.68
"518","2009-06-04",19.6
"519","2009-06-05",20.16
"520","2009-06-08",19.200001
"521","2009-06-09",19.92
"522","2009-06-10",18.799999
"523","2009-06-11",19.200001
"524","2009-06-12",18.799999
"525","2009-06-15",19.280001
"526","2009-06-16",19.040001
"527","2009-06-17",18.799999
"528","2009-06-18",18.799999
"529","2009-06-19",18.799999
"530","2009-06-22",18.959999
"531","2009-06-23",18.16
"532","2009-06-24",18.879999
"533","2009-06-25",18.24
"534","2009-06-26",17.6
"535","2009-06-29",17.68
"536","2009-06-30",17.76
"537","2009-07-01",19.200001
"538","2009-07-02",19.92
"539","2009-07-06",18.719999
"540","2009-07-07",20
"541","2009-07-08",20
"542","2009-07-09",20
"543","2009-07-10",20.16
"544","2009-07-13",19.6
"545","2009-07-14",19.68
"546","2009-07-15",19.84
"547","2009-07-16",20.4
"548","2009-07-17",19.6
"549","2009-07-20",19.84
"550","2009-07-21",20.959999
"551","2009-07-22",20.879999
"552","2009-07-23",20.879999
"553","2009-07-24",22
"554","2009-07-27",23.76
"555","2009-07-28",23.92
"556","2009-07-29",24.4
"557","2009-07-30",24.799999
"558","2009-07-31",24
"559","2009-08-03",22.799999
"560","2009-08-04",22.08
"561","2009-08-05",21.360001
"562","2009-08-06",21.6
"563","2009-08-07",21.84
"564","2009-08-10",22.879999
"565","2009-08-11",22.32
"566","2009-08-12",21.6
"567","2009-08-13",22.4
"568","2009-08-14",22.16
"569","2009-08-17",21.440001
"570","2009-08-18",21.52
"571","2009-08-19",20.719999
"572","2009-08-20",21.360001
"573","2009-08-21",21.280001
"574","2009-08-24",20.32
"575","2009-08-25",20.08
"576","2009-08-26",19.6
"577","2009-08-27",19.84
"578","2009-08-28",20.4
"579","2009-08-31",19.68
"580","2009-09-01",19.92
"581","2009-09-02",19.6
"582","2009-09-03",19.360001
"583","2009-09-04",19.360001
"584","2009-09-08",18.799999
"585","2009-09-09",19.040001
"586","2009-09-10",19.200001
"587","2009-09-11",19.200001
"588","2009-09-14",19.200001
"589","2009-09-15",19.84
"590","2009-09-16",20
"591","2009-09-17",19.92
"592","2009-09-18",19.200001
"593","2009-09-21",20.24
"594","2009-09-22",19.92
"595","2009-09-23",20.16
"596","2009-09-24",20
"597","2009-09-25",19.92
"598","2009-09-28",20
"599","2009-09-29",19.84
"600","2009-09-30",20
"601","2009-10-01",18.799999
"602","2009-10-02",19.120001
"603","2009-10-05",18.4
"604","2009-10-06",17.68
"605","2009-10-07",18.4
"606","2009-10-08",18.879999
"607","2009-10-09",18.559999
"608","2009-10-12",19.200001
"609","2009-10-13",18.799999
"610","2009-10-14",18.799999
"611","2009-10-15",19.200001
"612","2009-10-16",19.200001
"613","2009-10-19",19.120001
"614","2009-10-20",19.280001
"615","2009-10-21",19.440001
"616","2009-10-22",19.52
"617","2009-10-23",19.76
"618","2009-10-26",19.6
"619","2009-10-27",19.68
"620","2009-10-28",19.200001
"621","2009-10-29",16.719999
"622","2009-10-30",16.719999
"623","2009-11-02",16.719999
"624","2009-11-03",15.84
"625","2009-11-04",16.559999
"626","2009-11-05",15.76
"627","2009-11-06",15.6
"628","2009-11-09",15.04
"629","2009-11-10",15.52
"630","2009-11-11",15.52
"631","2009-11-12",15.6
"632","2009-11-13",14.4
"633","2009-11-16",15.12
"634","2009-11-17",14.96
"635","2009-11-18",14.8
"636","2009-11-19",14.32
"637","2009-11-20",13.84
"638","2009-11-23",13.6
"639","2009-11-24",12
"640","2009-11-25",12.4
"641","2009-11-27",15.04
"642","2009-11-30",15.04
"643","2009-12-01",16.799999
"644","2009-12-02",16.32
"645","2009-12-03",16.879999
"646","2009-12-04",16.08
"647","2009-12-07",15.84
"648","2009-12-08",16.08
"649","2009-12-09",15.68
"650","2009-12-10",15.6
"651","2009-12-11",15.68
"652","2009-12-14",15.52
"653","2009-12-15",15.2
"654","2009-12-16",15.2
"655","2009-12-17",14.96
"656","2009-12-18",14.56
"657","2009-12-21",14.88
"658","2009-12-22",15.2
"659","2009-12-23",15.2
"660","2009-12-24",15.28
"661","2009-12-28",15.52
"662","2009-12-29",16
"663","2009-12-30",15.68
"664","2009-12-31",16.4
"665","2010-01-04",23.120001
"666","2010-01-05",22.559999
"667","2010-01-06",22.32
"668","2010-01-07",22.08
"669","2010-01-08",22.4
"670","2010-01-11",22.32
"671","2010-01-12",21.52
"672","2010-01-13",20.24
"673","2010-01-14",20.32
"674","2010-01-15",19.68
"675","2010-01-19",20.4
"676","2010-01-20",20.48
"677","2010-01-21",19.76
"678","2010-01-22",19.200001
"679","2010-01-25",19.52
"680","2010-01-26",18.959999
"681","2010-01-27",18.799999
"682","2010-01-28",17.68
"683","2010-01-29",17.76
"684","2010-02-01",18.959999
"685","2010-02-02",18.639999
"686","2010-02-03",18.4
"687","2010-02-04",17.440001
"688","2010-02-05",17.280001
"689","2010-02-08",17.6
"690","2010-02-09",17.76
"691","2010-02-10",17.200001
"692","2010-02-11",16.799999
"693","2010-02-12",17.040001
"694","2010-02-16",17.040001
"695","2010-02-17",16.24
"696","2010-02-18",16.559999
"697","2010-02-19",17.200001
"698","2010-02-22",16.799999
"699","2010-02-23",17.040001
"700","2010-02-24",17.360001
"701","2010-02-25",16.799999
"702","2010-02-26",18.4
"703","2010-03-01",18.559999
"704","2010-03-02",18.4
"705","2010-03-03",17.84
"706","2010-03-04",17.76
"707","2010-03-05",18.16
"708","2010-03-08",18.32
"709","2010-03-09",17.76
"710","2010-03-10",17.84
"711","2010-03-11",16.639999
"712","2010-03-12",16.4
"713","2010-03-15",16.639999
"714","2010-03-16",16.639999
"715","2010-03-17",16.799999
"716","2010-03-18",16.639999
"717","2010-03-19",17.200001
"718","2010-03-22",17.360001
"719","2010-03-23",14.56
"720","2010-03-24",14.88
"721","2010-03-25",14.56
"722","2010-03-26",14.96
"723","2010-03-29",14.32
"724","2010-03-30",14.48
"725","2010-03-31",14.8
"726","2010-04-01",14.64
"727","2010-04-05",14.32
"728","2010-04-06",14.48
"729","2010-04-07",14.32
"730","2010-04-08",14.16
"731","2010-04-09",14.32
"732","2010-04-12",14.08
"733","2010-04-13",13.92
"734","2010-04-14",14.32
"735","2010-04-15",14.4
"736","2010-04-16",14.16
"737","2010-04-19",14.08
"738","2010-04-20",14.88
"739","2010-04-21",14.56
"740","2010-04-22",16.799999
"741","2010-04-23",16
"742","2010-04-26",15.52
"743","2010-04-27",15.52
"744","2010-04-28",15.76
"745","2010-04-29",16.959999
"746","2010-04-30",16.24
"747","2010-05-03",16.719999
"748","2010-05-04",16.48
"749","2010-05-05",16.32
"750","2010-05-06",15.6
"751","2010-05-07",16.799999
"752","2010-05-10",17.52
"753","2010-05-11",17.76
"754","2010-05-12",18.4
"755","2010-05-13",17.76
"756","2010-05-14",18.24
"757","2010-05-17",18.48
"758","2010-05-18",17.6
"759","2010-05-19",17.200001
"760","2010-05-20",16.719999
"761","2010-05-21",16.799999
"762","2010-05-24",17.120001
"763","2010-05-25",17.040001
"764","2010-05-26",16.32
"765","2010-05-27",16.959999
"766","2010-05-28",17.6
"767","2010-06-01",17.52
"768","2010-06-02",17.200001
"769","2010-06-03",17.68
"770","2010-06-04",17.200001
"771","2010-06-07",16.799999
"772","2010-06-08",16.32
"773","2010-06-09",16.4
"774","2010-06-10",17.120001
"775","2010-06-11",17.68
"776","2010-06-14",17.76
"777","2010-06-15",17.6
"778","2010-06-16",17.280001
"779","2010-06-17",17.440001
"780","2010-06-18",16.799999
"781","2010-06-21",17.6
"782","2010-06-22",17.120001
"783","2010-06-23",17.040001
"784","2010-06-24",16.879999
"785","2010-06-25",16.879999
"786","2010-06-28",17.360001
"787","2010-06-29",18.08
"788","2010-06-30",16.959999
"789","2010-07-01",16.799999
"790","2010-07-02",16.719999
"791","2010-07-06",16.48
"792","2010-07-07",16.16
"793","2010-07-08",16.559999
"794","2010-07-09",15.84
"795","2010-07-12",15.52
"796","2010-07-13",16.48
"797","2010-07-14",16.48
"798","2010-07-15",15.92
"799","2010-07-16",15.92
"800","2010-07-19",15.68
"801","2010-07-20",15.36
"802","2010-07-21",15.44
"803","2010-07-22",15.84
"804","2010-07-23",16.08
"805","2010-07-26",15.2
"806","2010-07-27",15.84
"807","2010-07-28",15.6
"808","2010-07-29",15.76
"809","2010-07-30",15.36
"810","2010-08-02",15.68
"811","2010-08-03",15.68
"812","2010-08-04",15.52
"813","2010-08-05",15.92
"814","2010-08-06",15.6
"815","2010-08-09",15.6
"816","2010-08-10",15.2
"817","2010-08-11",15.04
"818","2010-08-12",14.8
"819","2010-08-13",15.2
"820","2010-08-16",14.4
"821","2010-08-17",14.24
"822","2010-08-18",14.16
"823","2010-08-19",13.76
"824","2010-08-20",14.24
"825","2010-08-23",14.4
"826","2010-08-24",14.24
"827","2010-08-25",14.32
"828","2010-08-26",14.08
"829","2010-08-27",14.32
"830","2010-08-30",14.24
"831","2010-08-31",13.92
"832","2010-09-01",13.92
"833","2010-09-02",13.76
"834","2010-09-03",13.52
"835","2010-09-07",13.36
"836","2010-09-08",13.52
"837","2010-09-09",13.28
"838","2010-09-10",13.6
"839","2010-09-13",13.52
"840","2010-09-14",13.44
"841","2010-09-15",13.44
"842","2010-09-16",13.6
"843","2010-09-17",13.2
"844","2010-09-20",13.36
"845","2010-09-21",13.44
"846","2010-09-22",13.6
"847","2010-09-23",13.12
"848","2010-09-24",13.6
"849","2010-09-27",13.36
"850","2010-09-28",13.6
"851","2010-09-29",14.56
"852","2010-09-30",15.36
"853","2010-10-01",15.36
"854","2010-10-04",15.68
"855","2010-10-05",17.040001
"856","2010-10-06",17.52
"857","2010-10-07",17.280001
"858","2010-10-08",17.76
"859","2010-10-11",17.92
"860","2010-10-12",17.84
"861","2010-10-13",17.200001
"862","2010-10-14",16.719999
"863","2010-10-15",16.799999
"864","2010-10-18",16.719999
"865","2010-10-19",15.2
"866","2010-10-20",15.28
"867","2010-10-21",15.28
"868","2010-10-22",15.2
"869","2010-10-25",15.2
"870","2010-10-26",14.96
"871","2010-10-27",15.76
"872","2010-10-28",16.32
"873","2010-10-29",14.88
"874","2010-11-01",14.4
"875","2010-11-02",14.24
"876","2010-11-03",13.76
"877","2010-11-04",13.6
"878","2010-11-05",13.76
"879","2010-11-08",13.6
"880","2010-11-09",13.6
"881","2010-11-10",14.08
"882","2010-11-11",13.2
"883","2010-11-12",12.8
"884","2010-11-15",13.12
"885","2010-11-16",13.04
"886","2010-11-17",12.72
"887","2010-11-18",12.4
"888","2010-11-19",12.72
"889","2010-11-22",12.64
"890","2010-11-23",12.08
"891","2010-11-24",12.24
"892","2010-11-26",12.24
"893","2010-11-29",12.56
"894","2010-11-30",12.48
"895","2010-12-01",12.48
"896","2010-12-02",13.12
"897","2010-12-03",13.6
"898","2010-12-06",13.12
"899","2010-12-07",13.36
"900","2010-12-08",13.28
"901","2010-12-09",13.68
"902","2010-12-10",13.6
"903","2010-12-13",14.24
"904","2010-12-14",13.36
"905","2010-12-15",13.36
"906","2010-12-16",12.88
"907","2010-12-17",13.6
"908","2010-12-20",13.52
"909","2010-12-21",14.16
"910","2010-12-22",14.96
"911","2010-12-23",14.56
"912","2010-12-27",14.8
"913","2010-12-28",14.08
"914","2010-12-29",14.24
"915","2010-12-30",14
"916","2010-12-31",14
"917","2011-01-03",14.32
"918","2011-01-04",14.48
"919","2011-01-05",14.96
"920","2011-01-06",14.48
"921","2011-01-07",15.12
"922","2011-01-10",14.96
"923","2011-01-11",13.2
"924","2011-01-12",13.28
"925","2011-01-13",13.44
"926","2011-01-14",13.36
"927","2011-01-18",13.6
"928","2011-01-19",13.36
"929","2011-01-20",13.6
"930","2011-01-21",13.76
"931","2011-01-24",13.52
"932","2011-01-25",13.52
"933","2011-01-26",13.2
"934","2011-01-27",13.04
"935","2011-01-28",13.12
"936","2011-01-31",12.88
"937","2011-02-01",12.88
"938","2011-02-02",12.88
"939","2011-02-03",12.8
"940","2011-02-04",12.8
"941","2011-02-07",13.04
"942","2011-02-08",12.88
"943","2011-02-09",12.8
"944","2011-02-10",13.76
"945","2011-02-11",13.84
"946","2011-02-14",13.68
"947","2011-02-15",13.2
"948","2011-02-16",13.52
"949","2011-02-17",13.6
"950","2011-02-18",13.68
"951","2011-02-22",13.6
"952","2011-02-23",13.6
"953","2011-02-24",13.84
"954","2011-02-25",13.44
"955","2011-02-28",13.84
"956","2011-03-01",13.6
"957","2011-03-02",13.92
"958","2011-03-03",13.52
"959","2011-03-04",13.2
"960","2011-03-07",12.96
"961","2011-03-08",12.88
"962","2011-03-09",12.72
"963","2011-03-10",12.8
"964","2011-03-11",12.4
"965","2011-03-14",12.16
"966","2011-03-15",11.68
"967","2011-03-16",11.92
"968","2011-03-17",11.68
"969","2011-03-18",12
"970","2011-03-21",12
"971","2011-03-22",11.2
"972","2011-03-23",11.28
"973","2011-03-24",10.4
"974","2011-03-25",10.8
"975","2011-03-28",11.28
"976","2011-03-29",11.36
"977","2011-03-30",11.2
"978","2011-03-31",10.4
"979","2011-04-01",10.8
"980","2011-04-04",10.8
"981","2011-04-05",10.8
