"","date","TREE"
"316","2009-11-10",7.63
"317","2009-11-11",7.47
"318","2009-11-12",7.18
"319","2009-11-13",7.13
"320","2009-11-16",7.3
"321","2009-11-17",7.37
"322","2009-11-18",7.15
"323","2009-11-19",7.03
"324","2009-11-20",7.02
"325","2009-11-23",7.01
"326","2009-11-24",6.74
"327","2009-11-25",6.56
"328","2009-11-27",6.34
"329","2009-11-30",6.45
"330","2009-12-01",6.36
"331","2009-12-02",6.63
"332","2009-12-03",6.71
"333","2009-12-04",7.49
"334","2009-12-07",7.23
"335","2009-12-08",7.22
"336","2009-12-09",7.49
"337","2009-12-10",7.52
"338","2009-12-11",8.34
"339","2009-12-14",8.94
"340","2009-12-15",8.65
"341","2009-12-16",8.75
"342","2009-12-17",8.71
"343","2009-12-18",8.57
"344","2009-12-21",8.94
"345","2009-12-22",9.34
"346","2009-12-23",9.39
"347","2009-12-24",9.33
"348","2009-12-28",9.02
"349","2009-12-29",9.35
"350","2009-12-30",9.29
"351","2009-12-31",9.15
"352","2010-01-04",9.15
"353","2010-01-05",8.72
"354","2010-01-06",9.15
"355","2010-01-07",9.07
"356","2010-01-08",9.24
"357","2010-01-11",9.15
"358","2010-01-12",8.75
"359","2010-01-13",9.01
"360","2010-01-14",8.99
"361","2010-01-15",8.99
"362","2010-01-19",8.87
"363","2010-01-20",8.48
"364","2010-01-21",8.29
"365","2010-01-22",8.01
"366","2010-01-25",7.78
"367","2010-01-26",7.98
"368","2010-01-27",7.71
"369","2010-01-28",7.26
"370","2010-01-29",7.31
"371","2010-02-01",7.29
"372","2010-02-02",7.47
"373","2010-02-03",8.02
"374","2010-02-04",8.44
"375","2010-02-05",7.89
"376","2010-02-08",7.51
"377","2010-02-09",7.85
"378","2010-02-10",8.07
"379","2010-02-11",8.24
"380","2010-02-12",7.85
"381","2010-02-16",8.1
"382","2010-02-17",8.13
"383","2010-02-18",8.13
"384","2010-02-19",8.22
"385","2010-02-22",8.41
"386","2010-02-23",8.62
"387","2010-02-24",8.4
"388","2010-02-25",8.27
"389","2010-02-26",8.49
"390","2010-03-01",8.58
"391","2010-03-02",8.38
"392","2010-03-03",8.26
"393","2010-03-04",8.33
"394","2010-03-05",8.44
"395","2010-03-08",8.8
"396","2010-03-09",8.69
"397","2010-03-10",8.1
"398","2010-03-11",8.6
"399","2010-03-12",8.69
"400","2010-03-15",8.83
"401","2010-03-16",8.93
"402","2010-03-17",9.02
"403","2010-03-18",9.01
"404","2010-03-19",9.05
"405","2010-03-22",9.17
"406","2010-03-23",9.22
"407","2010-03-24",9.13
"408","2010-03-25",9.1
"409","2010-03-26",9.15
"410","2010-03-29",9.2
"411","2010-03-30",9.21
"412","2010-03-31",9.15
"413","2010-04-01",9.08
"414","2010-04-05",9.18
"415","2010-04-06",9.02
"416","2010-04-07",8.86
"417","2010-04-08",8.77
"418","2010-04-09",8.93
"419","2010-04-12",9.04
"420","2010-04-13",9.01
"421","2010-04-14",9.27
"422","2010-04-15",9.4
"423","2010-04-16",9.3
"424","2010-04-19",9.14
"425","2010-04-20",9.2
"426","2010-04-21",9.31
"427","2010-04-22",9.33
"428","2010-04-23",9.3
"429","2010-04-26",9.15
"430","2010-04-27",9.2
"431","2010-04-28",9.27
"432","2010-04-29",9.45
"433","2010-04-30",9.1
"434","2010-05-03",8.63
"435","2010-05-04",8
"436","2010-05-05",7.83
"437","2010-05-06",7.62
"438","2010-05-07",7.09
"439","2010-05-10",7.53
"440","2010-05-11",7.13
"441","2010-05-12",7.55
"442","2010-05-13",7.33
"443","2010-05-14",7.02
"444","2010-05-17",7.21
"445","2010-05-18",7.1
"446","2010-05-19",7.13
"447","2010-05-20",6.72
"448","2010-05-21",7.15
"449","2010-05-24",6.9
"450","2010-05-25",6.69
"451","2010-05-26",6.8
"452","2010-05-27",6.95
"453","2010-05-28",7.02
"454","2010-06-01",6.81
"455","2010-06-02",6.87
"456","2010-06-03",6.97
"457","2010-06-04",6.56
"458","2010-06-07",6.49
"459","2010-06-08",6.5
"460","2010-06-09",6.56
"461","2010-06-10",6.69
"462","2010-06-11",6.55
"463","2010-06-14",6.87
"464","2010-06-15",6.77
"465","2010-06-16",6.72
"466","2010-06-17",6.76
"467","2010-06-18",6.91
"468","2010-06-21",6.88
"469","2010-06-22",6.82
"470","2010-06-23",6.81
"471","2010-06-24",6.64
"472","2010-06-25",6.64
"473","2010-06-28",6.54
"474","2010-06-29",6.36
"475","2010-06-30",6.32
"476","2010-07-01",6.17
"477","2010-07-02",6.02
"478","2010-07-06",6.44
"479","2010-07-07",6.51
"480","2010-07-08",6.61
"481","2010-07-09",6.74
"482","2010-07-12",7.3
"483","2010-07-13",7.39
"484","2010-07-14",7.23
"485","2010-07-15",7.04
"486","2010-07-16",7.15
"487","2010-07-19",7.13
"488","2010-07-20",7.1
"489","2010-07-21",7.37
"490","2010-07-22",7.37
"491","2010-07-23",7.35
"492","2010-07-26",7.31
"493","2010-07-27",7.04
"494","2010-07-28",7.4
"495","2010-07-29",7.3
"496","2010-07-30",7.2
"497","2010-08-02",6.92
"498","2010-08-03",6.87
"499","2010-08-04",6.91
"500","2010-08-05",6.96
"501","2010-08-06",6.84
"502","2010-08-09",6.81
"503","2010-08-10",6.79
"504","2010-08-11",6.57
"505","2010-08-12",6.52
"506","2010-08-13",6.54
"507","2010-08-16",6.5
"508","2010-08-17",6.5
"509","2010-08-18",6.46
"510","2010-08-19",6.75
"511","2010-08-20",7.15
"512","2010-08-23",7.01
"513","2010-08-24",7.35
"514","2010-08-25",7.41
"515","2010-08-26",7.34
"516","2010-08-27",7.4
"517","2010-08-30",7.34
"518","2010-08-31",7.28
"519","2010-09-01",7.44
"520","2010-09-02",7.33
"521","2010-09-03",7.31
"522","2010-09-07",7.23
"523","2010-09-08",7.17
"524","2010-09-09",7.23
"525","2010-09-10",7.08
"526","2010-09-13",7.07
"527","2010-09-14",6.95
"528","2010-09-15",6.9
"529","2010-09-16",6.98
"530","2010-09-17",7.18
"531","2010-09-20",7.18
"532","2010-09-21",7.11
"533","2010-09-22",7.06
"534","2010-09-23",7.2
"535","2010-09-24",7.02
"536","2010-09-27",6.75
"537","2010-09-28",6.76
"538","2010-09-29",6.3
"539","2010-09-30",6.54
"540","2010-10-01",6.51
"541","2010-10-04",6.76
"542","2010-10-05",6.79
"543","2010-10-06",7
"544","2010-10-07",6.94
"545","2010-10-08",6.84
"546","2010-10-11",6.97
"547","2010-10-12",6.95
"548","2010-10-13",7.04
"549","2010-10-14",7.15
"550","2010-10-15",7.01
"551","2010-10-18",7.2
"552","2010-10-19",7.21
"553","2010-10-20",7.3
"554","2010-10-21",7.17
"555","2010-10-22",7.42
"556","2010-10-25",7.23
"557","2010-10-26",7.02
"558","2010-10-27",7.01
"559","2010-10-28",7.25
"560","2010-10-29",7.4
"561","2010-11-01",7.34
"562","2010-11-02",7.75
"563","2010-11-03",7.5
"564","2010-11-04",7.31
"565","2010-11-05",7.48
"566","2010-11-08",7.09
"567","2010-11-09",7.08
"568","2010-11-10",7.09
"569","2010-11-11",7
"570","2010-11-12",6.8
"571","2010-11-15",6.9
"572","2010-11-16",6.91
"573","2010-11-17",6.86
"574","2010-11-18",7.5
"575","2010-11-19",7.74
"576","2010-11-22",7.7
"577","2010-11-23",7.55
"578","2010-11-24",7.56
"579","2010-11-26",7.55
"580","2010-11-29",7.52
"581","2010-11-30",7.59
"582","2010-12-01",7.52
"583","2010-12-02",7.51
"584","2010-12-03",7.55
"585","2010-12-06",7.5
"586","2010-12-07",7.72
"587","2010-12-08",7.71
"588","2010-12-09",8.03
"589","2010-12-10",8.07
"590","2010-12-13",7.98
"591","2010-12-14",8.05
"592","2010-12-15",7.84
"593","2010-12-16",7.78
"594","2010-12-17",7.95
"595","2010-12-20",8.09
"596","2010-12-21",8.12
"597","2010-12-22",8.15
"598","2010-12-23",8.29
"599","2010-12-27",8.26
"600","2010-12-28",8.75
"601","2010-12-29",9
"602","2010-12-30",9
"603","2010-12-31",9.45
"604","2011-01-03",9.34
"605","2011-01-04",8.89
"606","2011-01-05",8.81
"607","2011-01-06",8.42
"608","2011-01-07",8.3
"609","2011-01-10",8.15
"610","2011-01-11",8.71
"611","2011-01-12",8.4
"612","2011-01-13",8.67
"613","2011-01-14",8.49
"614","2011-01-18",8.76
"615","2011-01-19",8.65
"616","2011-01-20",8.44
"617","2011-01-21",8.38
"618","2011-01-24",8.25
"619","2011-01-25",8.2
"620","2011-01-26",8.16
"621","2011-01-27",8.45
"622","2011-01-28",8.39
"623","2011-01-31",8.43
"624","2011-02-01",8.45
"625","2011-02-02",8.46
"626","2011-02-03",8.29
"627","2011-02-04",8.5
"628","2011-02-07",8.42
"629","2011-02-08",8.35
"630","2011-02-09",8.27
"631","2011-02-10",8.37
"632","2011-02-11",7.77
"633","2011-02-14",7.95
"634","2011-02-15",7.92
"635","2011-02-16",7.98
"636","2011-02-17",7.83
"637","2011-02-18",7.8
"638","2011-02-22",7.29
"639","2011-02-23",7.2
"640","2011-02-24",6.95
"641","2011-02-25",6.9
"642","2011-02-28",6.81
"643","2011-03-01",6.68
"644","2011-03-02",6.52
"645","2011-03-03",6.48
"646","2011-03-04",6.4
"647","2011-03-07",6.4
"648","2011-03-08",6.23
"649","2011-03-09",6.06
"650","2011-03-10",6.02
"651","2011-03-11",5.95
"652","2011-03-14",6.05
"653","2011-03-15",6.02
"654","2011-03-16",5.75
"655","2011-03-17",5.7
"656","2011-03-18",5.96
"657","2011-03-21",5.88
"658","2011-03-22",5.95
"659","2011-03-23",5.84
"660","2011-03-24",5.9
"661","2011-03-25",5.99
"662","2011-03-28",5.86
"663","2011-03-29",5.9
"664","2011-03-30",5.88
"665","2011-03-31",5.89
"666","2011-04-01",5.78
"667","2011-04-04",5.63
"668","2011-04-05",5.53
"669","2011-04-06",5.6
"670","2011-04-07",5.33
"671","2011-04-08",5.35
"672","2011-04-11",5.22
"673","2011-04-12",5.38
"674","2011-04-13",5.16
"675","2011-04-14",5.18
"676","2011-04-15",5.24
"677","2011-04-18",5.15
"678","2011-04-19",5.35
"679","2011-04-20",5.4
"680","2011-04-21",5.5
"681","2011-04-25",5.48
"682","2011-04-26",5.45
"683","2011-04-27",5.43
"684","2011-04-28",5.3
"685","2011-04-29",5.33
"686","2011-05-02",5.13
"687","2011-05-03",5.09
"688","2011-05-04",5.15
"689","2011-05-05",5.14
"690","2011-05-06",5.09
"691","2011-05-09",5.18
"692","2011-05-10",5.19
"693","2011-05-11",5.16
"694","2011-05-12",5.4
"695","2011-05-13",6.33
"696","2011-05-16",6.25
"697","2011-05-17",6.25
"698","2011-05-18",6.2
"699","2011-05-19",6.13
"700","2011-05-20",5.97
"701","2011-05-23",5.78
"702","2011-05-24",5.77
"703","2011-05-25",5.67
"704","2011-05-26",5.69
"705","2011-05-27",5.54
"706","2011-05-31",5.69
"707","2011-06-01",5.81
"708","2011-06-02",5.83
"709","2011-06-03",5.73
"710","2011-06-06",5.41
"711","2011-06-07",5.42
"712","2011-06-08",5.4
"713","2011-06-09",5.28
"714","2011-06-10",5.12
"715","2011-06-13",5.02
"716","2011-06-14",4.99
"717","2011-06-15",4.95
"718","2011-06-16",4.84
"719","2011-06-17",5.06
"720","2011-06-20",4.9
"721","2011-06-21",4.96
"722","2011-06-22",4.84
"723","2011-06-23",4.81
"724","2011-06-24",4.81
"725","2011-06-27",4.98
"726","2011-06-28",5.12
"727","2011-06-29",5.27
"728","2011-06-30",5.12
"729","2011-07-01",5.1
"730","2011-07-05",5.25
"731","2011-07-06",5.43
"732","2011-07-07",5.36
"733","2011-07-08",5.58
"734","2011-07-11",5.37
"735","2011-07-12",5.55
"736","2011-07-13",5.55
"737","2011-07-14",5.84
"738","2011-07-15",5.7
"739","2011-07-18",5.42
"740","2011-07-19",5.52
"741","2011-07-20",5.84
"742","2011-07-21",5.69
"743","2011-07-22",5.79
"744","2011-07-25",5.55
"745","2011-07-26",5.65
"746","2011-07-27",5.66
"747","2011-07-28",5.65
"748","2011-07-29",5.56
"749","2011-08-01",5.82
"750","2011-08-02",5.65
"751","2011-08-03",5.93
"752","2011-08-04",5.81
"753","2011-08-05",5.75
"754","2011-08-08",4.85
"755","2011-08-09",5.36
"756","2011-08-10",5.06
"757","2011-08-11",5.02
"758","2011-08-12",5.4
"759","2011-08-15",5.42
"760","2011-08-16",5.59
"761","2011-08-17",5.53
"762","2011-08-18",5.6
"763","2011-08-19",5.23
"764","2011-08-22",5.19
"765","2011-08-23",5.25
"766","2011-08-24",5.26
"767","2011-08-25",5.25
"768","2011-08-26",5.36
"769","2011-08-29",5.4
"770","2011-08-30",5.31
"771","2011-08-31",5.32
"772","2011-09-01",5.4
"773","2011-09-02",5.1
"774","2011-09-06",5.05
"775","2011-09-07",5.14
"776","2011-09-08",5
"777","2011-09-09",5.09
"778","2011-09-12",5.38
"779","2011-09-13",5.28
"780","2011-09-14",5.03
"781","2011-09-15",5.13
"782","2011-09-16",5.18
"783","2011-09-19",5.15
"784","2011-09-20",5.24
"785","2011-09-21",5.43
"786","2011-09-22",5.14
"787","2011-09-23",5.16
"788","2011-09-26",5.1
"789","2011-09-27",5.4
"790","2011-09-28",5.38
"791","2011-09-29",5.07
"792","2011-09-30",5
"793","2011-10-03",4.98
"794","2011-10-04",4.95
"795","2011-10-05",4.87
"796","2011-10-06",4.74
"797","2011-10-07",4.78
"798","2011-10-10",4.97
"799","2011-10-11",4.77
"800","2011-10-12",5.17
"801","2011-10-13",5.04
"802","2011-10-14",4.88
"803","2011-10-17",4.85
"804","2011-10-18",5
"805","2011-10-19",4.97
"806","2011-10-20",4.93
"807","2011-10-21",5.01
"808","2011-10-24",5.14
"809","2011-10-25",4.98
"810","2011-10-26",4.98
"811","2011-10-27",5.01
"812","2011-10-28",4.95
"813","2011-10-31",5.49
"814","2011-11-01",5.11
"815","2011-11-02",5.09
"816","2011-11-03",5.06
"817","2011-11-04",5.05
"818","2011-11-07",4.95
"819","2011-11-08",5.05
"820","2011-11-09",5.03
"821","2011-11-10",4.77
"822","2011-11-11",5.1
"823","2011-11-14",5.1
"824","2011-11-15",5.08
"825","2011-11-16",5.14
"826","2011-11-17",5.14
"827","2011-11-18",5.18
"828","2011-11-21",5.16
"829","2011-11-22",5.09
"830","2011-11-23",5.03
"831","2011-11-25",5.14
"832","2011-11-28",5.22
"833","2011-11-29",5.44
"834","2011-11-30",5.5
"835","2011-12-01",5.41
"836","2011-12-02",5.49
"837","2011-12-05",5.8
"838","2011-12-06",5.9
"839","2011-12-07",5.9
"840","2011-12-08",5.63
"841","2011-12-09",5.7
"842","2011-12-12",5.59
"843","2011-12-13",5.6
"844","2011-12-14",5.37
"845","2011-12-15",5.5
"846","2011-12-16",5.25
"847","2011-12-19",5.29
"848","2011-12-20",5.39
"849","2011-12-21",5.3
"850","2011-12-22",5.25
"851","2011-12-23",5.3
"852","2011-12-27",5.39
"853","2011-12-28",5.57
"854","2011-12-29",5.5
"855","2011-12-30",5.59
"856","2012-01-03",5.54
"857","2012-01-04",5.53
"858","2012-01-05",5.95
"859","2012-01-06",5.85
"860","2012-01-09",5.72
"861","2012-01-10",5.65
"862","2012-01-11",5.76
"863","2012-01-12",5.88
"864","2012-01-13",5.94
"865","2012-01-17",5.91
"866","2012-01-18",5.67
"867","2012-01-19",5.59
"868","2012-01-20",5.63
"869","2012-01-23",5.6
"870","2012-01-24",5.63
"871","2012-01-25",5.68
"872","2012-01-26",5.59
"873","2012-01-27",5.68
"874","2012-01-30",5.64
"875","2012-01-31",5.87
"876","2012-02-01",6.1
"877","2012-02-02",6.25
"878","2012-02-03",5.99
"879","2012-02-06",6.18
"880","2012-02-07",6.16
"881","2012-02-08",6.74
"882","2012-02-09",6.98
"883","2012-02-10",7.04
"884","2012-02-13",7
"885","2012-02-14",6.84
"886","2012-02-15",7.01
"887","2012-02-16",7.07
"888","2012-02-17",7.02
"889","2012-02-21",7.05
"890","2012-02-22",7.1
"891","2012-02-23",7.1
"892","2012-02-24",8.05
"893","2012-02-27",7.99
"894","2012-02-28",7.59
"895","2012-02-29",7.64
"896","2012-03-01",7.43
"897","2012-03-02",7.3
"898","2012-03-05",7.26
"899","2012-03-06",7.32
"900","2012-03-07",7.39
"901","2012-03-08",7.5
"902","2012-03-09",7.48
"903","2012-03-12",7.4
"904","2012-03-13",7.23
"905","2012-03-14",7.22
"906","2012-03-15",7.38
"907","2012-03-16",7.2
"908","2012-03-19",7.33
"909","2012-03-20",7.15
"910","2012-03-21",7.39
"911","2012-03-22",7.35
"912","2012-03-23",7.4
"913","2012-03-26",7.55
"914","2012-03-27",7.48
"915","2012-03-28",7.46
"916","2012-03-29",7.39
"917","2012-03-30",7.63
"918","2012-04-02",7.39
"919","2012-04-03",7.63
"920","2012-04-04",7.69
"921","2012-04-05",7.57
"922","2012-04-09",7.52
"923","2012-04-10",7.61
"924","2012-04-11",7.78
"925","2012-04-12",7.6
"926","2012-04-13",7.61
"927","2012-04-16",7.69
"928","2012-04-17",7.85
"929","2012-04-18",7.9
"930","2012-04-19",7.99
"931","2012-04-20",7.73
"932","2012-04-23",7.7
"933","2012-04-24",7.7
"934","2012-04-25",7.8
"935","2012-04-26",7.93
"936","2012-04-27",7.93
"937","2012-04-30",8
"938","2012-05-01",8.59
"939","2012-05-02",8.65
"940","2012-05-03",8.65
"941","2012-05-04",8.51
"942","2012-05-07",8.73
"943","2012-05-08",8.6
"944","2012-05-09",8.6
"945","2012-05-10",8.5
"946","2012-05-11",8.7
"947","2012-05-14",8.55
"948","2012-05-15",8.55
"949","2012-05-16",8.65
"950","2012-05-17",8.6
"951","2012-05-18",8.57
"952","2012-05-21",8.5
"953","2012-05-22",8.95
"954","2012-05-23",8.89
"955","2012-05-24",9.11
"956","2012-05-25",9.09
"957","2012-05-29",9.1
"958","2012-05-30",9.05
"959","2012-05-31",9.03
"960","2012-06-01",8.95
"961","2012-06-04",8.83
"962","2012-06-05",8.95
"963","2012-06-06",9.04
"964","2012-06-07",9.03
"965","2012-06-08",9.1
"966","2012-06-11",8.93
"967","2012-06-12",9.06
"968","2012-06-13",9.06
"969","2012-06-14",9.03
"970","2012-06-15",8.98
"971","2012-06-18",9.19
"972","2012-06-19",9.72
"973","2012-06-20",9.87
"974","2012-06-21",10.14
"975","2012-06-22",9.7
"976","2012-06-25",9.45
"977","2012-06-26",9.81
"978","2012-06-27",9.94
"979","2012-06-28",9.76
"980","2012-06-29",11.44
"981","2012-07-02",11.43
"982","2012-07-03",11.52
"983","2012-07-05",11.53
"984","2012-07-06",11.42
"985","2012-07-09",11.8
"986","2012-07-10",12.2
"987","2012-07-11",12.23
"988","2012-07-12",12.55
"989","2012-07-13",12.74
"990","2012-07-16",12.55
"991","2012-07-17",12.56
"992","2012-07-18",12.84
"993","2012-07-19",12.83
"994","2012-07-20",12.86
"995","2012-07-23",12.85
"996","2012-07-24",12.86
"997","2012-07-25",12.59
"998","2012-07-26",13.05
"999","2012-07-27",13.48
"1000","2012-07-30",13.43
"1001","2012-07-31",12.92
