"","date","CDLX"
"1","2018-02-09",13.37
"2","2018-02-12",15.55
"3","2018-02-13",17.799999
"4","2018-02-14",18.030001
"5","2018-02-15",17.530001
"6","2018-02-16",18.5
"7","2018-02-20",18.52
"8","2018-02-21",17.42
"9","2018-02-22",17.59
"10","2018-02-23",18.82
"11","2018-02-26",18.129999
"12","2018-02-27",17.870001
"13","2018-02-28",18.190001
"14","2018-03-01",17.76
"15","2018-03-02",17.299999
"16","2018-03-05",16.799999
"17","2018-03-06",16.85
"18","2018-03-07",16.799999
"19","2018-03-08",17.530001
"20","2018-03-09",17.68
"21","2018-03-12",17.48
"22","2018-03-13",16.5
"23","2018-03-14",16.799999
"24","2018-03-15",16.67
"25","2018-03-16",16.43
"26","2018-03-19",16.57
"27","2018-03-20",16.6
"28","2018-03-21",16.67
"29","2018-03-22",16.280001
"30","2018-03-23",16.52
"31","2018-03-26",16.120001
"32","2018-03-27",14.98
"33","2018-03-28",14.79
"34","2018-03-29",14.63
"35","2018-04-02",14.2
"36","2018-04-03",14.64
"37","2018-04-04",14.14
"38","2018-04-05",14.59
"39","2018-04-06",14.58
"40","2018-04-09",14.57
"41","2018-04-10",14.5
"42","2018-04-11",14.58
"43","2018-04-12",14.26
"44","2018-04-13",14.22
"45","2018-04-16",14.44
"46","2018-04-17",14.12
"47","2018-04-18",14.19
"48","2018-04-19",14.04
"49","2018-04-20",13.53
"50","2018-04-23",14.31
"51","2018-04-24",13.6
"52","2018-04-25",13.54
"53","2018-04-26",13.56
"54","2018-04-27",13.41
"55","2018-04-30",14.02
"56","2018-05-01",14.11
"57","2018-05-02",15.08
"58","2018-05-03",14.59
"59","2018-05-04",14.44
"60","2018-05-07",14.71
"61","2018-05-08",18.950001
"62","2018-05-09",20.440001
"63","2018-05-10",20.290001
"64","2018-05-11",20.23
"65","2018-05-14",18.940001
"66","2018-05-15",18.93
"67","2018-05-16",19.58
"68","2018-05-17",19.450001
"69","2018-05-18",19.43
"70","2018-05-21",20.110001
"71","2018-05-22",19.360001
"72","2018-05-23",20.1
"73","2018-05-24",19.870001
"74","2018-05-25",20.02
"75","2018-05-29",20.940001
"76","2018-05-30",21.309999
"77","2018-05-31",20.42
"78","2018-06-01",20.82
"79","2018-06-04",20.799999
"80","2018-06-05",21.370001
"81","2018-06-06",21.58
"82","2018-06-07",21.85
"83","2018-06-08",21.77
"84","2018-06-11",21.74
"85","2018-06-12",21.83
"86","2018-06-13",22.459999
"87","2018-06-14",21.709999
"88","2018-06-15",22.219999
"89","2018-06-18",25.110001
"90","2018-06-19",25.059999
"91","2018-06-20",24.92
"92","2018-06-21",24.440001
"93","2018-06-22",24.450001
"94","2018-06-25",23.809999
"95","2018-06-26",23.92
"96","2018-06-27",22.129999
"97","2018-06-28",22.49
"98","2018-06-29",21.76
"99","2018-07-02",21.82
"100","2018-07-03",21.280001
"101","2018-07-05",22.1
"102","2018-07-06",22.120001
"103","2018-07-09",22.120001
"104","2018-07-10",21.870001
"105","2018-07-11",22.780001
"106","2018-07-12",23.379999
"107","2018-07-13",22.34
"108","2018-07-16",21.299999
"109","2018-07-17",20.82
"110","2018-07-18",20.530001
"111","2018-07-19",20.709999
"112","2018-07-20",20.5
"113","2018-07-23",20.870001
"114","2018-07-24",19.91
"115","2018-07-25",20.639999
"116","2018-07-26",20.450001
"117","2018-07-27",19.280001
"118","2018-07-30",17.969999
"119","2018-07-31",18.82
"120","2018-08-01",18.540001
"121","2018-08-02",19.01
"122","2018-08-03",18.75
"123","2018-08-06",19.16
"124","2018-08-07",19.25
"125","2018-08-08",18.82
"126","2018-08-09",19.43
"127","2018-08-10",19.82
"128","2018-08-13",20.01
"129","2018-08-14",20.24
"130","2018-08-15",20.08
"131","2018-08-16",21.08
"132","2018-08-17",20.620001
"133","2018-08-20",18.43
"134","2018-08-21",18.25
"135","2018-08-22",18.459999
"136","2018-08-23",18.98
"137","2018-08-24",19.209999
"138","2018-08-27",20.040001
"139","2018-08-28",20.459999
"140","2018-08-29",21
"141","2018-08-30",20.92
"142","2018-08-31",20.389999
"143","2018-09-04",20.709999
"144","2018-09-05",20.23
"145","2018-09-06",20.25
"146","2018-09-07",21.040001
"147","2018-09-10",21.129999
"148","2018-09-11",24.4
"149","2018-09-12",25.389999
"150","2018-09-13",25.48
"151","2018-09-14",27.51
"152","2018-09-17",27.65
"153","2018-09-18",26.059999
"154","2018-09-19",26.299999
"155","2018-09-20",25.549999
"156","2018-09-21",25.290001
"157","2018-09-24",25.5
"158","2018-09-25",25.58
"159","2018-09-26",25.059999
"160","2018-09-27",24.77
"161","2018-09-28",25.040001
"162","2018-10-01",23.120001
"163","2018-10-02",22.75
"164","2018-10-03",22.93
"165","2018-10-04",23.84
"166","2018-10-05",22.799999
"167","2018-10-08",22.48
"168","2018-10-09",21.139999
"169","2018-10-10",20.969999
"170","2018-10-11",20.41
"171","2018-10-12",20.030001
"172","2018-10-15",20.1
"173","2018-10-16",20.9
"174","2018-10-17",20.68
"175","2018-10-18",20.440001
"176","2018-10-19",20.389999
"177","2018-10-22",20.01
"178","2018-10-23",19.77
"179","2018-10-24",18.309999
"180","2018-10-25",18.85
"181","2018-10-26",19.040001
"182","2018-10-29",19.030001
"183","2018-10-30",19.76
"184","2018-10-31",21.16
"185","2018-11-01",20.959999
"186","2018-11-02",21.25
"187","2018-11-05",20
"188","2018-11-06",19.790001
"189","2018-11-07",19.860001
"190","2018-11-08",19.200001
"191","2018-11-09",19.24
"192","2018-11-12",18.280001
"193","2018-11-13",17.75
"194","2018-11-14",13.73
"195","2018-11-15",13.66
"196","2018-11-16",14.65
"197","2018-11-19",14.03
"198","2018-11-20",14.05
"199","2018-11-21",15.2
"200","2018-11-23",14.79
"201","2018-11-26",15
"202","2018-11-27",14.51
"203","2018-11-28",14.8
"204","2018-11-29",14.36
"205","2018-11-30",14.38
"206","2018-12-03",14.5
"207","2018-12-04",14.03
"208","2018-12-06",14.03
"209","2018-12-07",13.51
"210","2018-12-10",13.49
"211","2018-12-11",13.43
"212","2018-12-12",12.71
"213","2018-12-13",12.92
"214","2018-12-14",13.53
"215","2018-12-17",12.34
"216","2018-12-18",11.87
"217","2018-12-19",11.25
"218","2018-12-20",10.85
"219","2018-12-21",10.4
"220","2018-12-24",10.5
"221","2018-12-26",11.29
"222","2018-12-27",11.55
"223","2018-12-28",10.62
"224","2018-12-31",10.83
"225","2019-01-02",10.86
"226","2019-01-03",10.85
"227","2019-01-04",11.13
"228","2019-01-07",11.65
"229","2019-01-08",11.84
"230","2019-01-09",12.09
"231","2019-01-10",12.7
"232","2019-01-11",13.43
"233","2019-01-14",15
"234","2019-01-15",16.370001
"235","2019-01-16",18.18
"236","2019-01-17",17.58
"237","2019-01-18",17.440001
"238","2019-01-22",16.700001
"239","2019-01-23",16.700001
"240","2019-01-24",16.940001
"241","2019-01-25",17.639999
"242","2019-01-28",18.290001
"243","2019-01-29",18.139999
"244","2019-01-30",17.35
"245","2019-01-31",17.49
"246","2019-02-01",17.59
"247","2019-02-04",16.379999
"248","2019-02-05",16.559999
"249","2019-02-06",16.799999
"250","2019-02-07",16.469999
"251","2019-02-08",16.43
"252","2019-02-11",16.629999
