"","date","IDN"
"1","2007-01-03",53.52
"2","2007-01-04",51.200001
"3","2007-01-05",49.279999
"4","2007-01-08",50.639999
"5","2007-01-09",48.400002
"6","2007-01-10",46.799999
"7","2007-01-11",48
"8","2007-01-12",49.200001
"9","2007-01-16",49.439999
"10","2007-01-17",47.759998
"11","2007-01-18",49.439999
"12","2007-01-19",49.599998
"13","2007-01-22",48
"14","2007-01-23",48.400002
"15","2007-01-24",50.080002
"16","2007-01-25",52.400002
"17","2007-01-26",55.200001
"18","2007-01-29",57.119999
"19","2007-01-30",58
"20","2007-01-31",58.48
"21","2007-02-01",61.119999
"22","2007-02-02",61.599998
"23","2007-02-05",58.880001
"24","2007-02-06",60
"25","2007-02-07",57.84
"26","2007-02-08",57.119999
"27","2007-02-09",57.599998
"28","2007-02-12",57.200001
"29","2007-02-13",56.240002
"30","2007-02-14",56
"31","2007-02-15",54.400002
"32","2007-02-16",53.279999
"33","2007-02-20",56
"34","2007-02-21",57.040001
"35","2007-02-22",58.080002
"36","2007-02-23",58.799999
"37","2007-02-26",59.279999
"38","2007-02-27",55.84
"39","2007-02-28",58.400002
"40","2007-03-01",58.720001
"41","2007-03-02",59.119999
"42","2007-03-05",57.200001
"43","2007-03-06",58.32
"44","2007-03-07",58.799999
"45","2007-03-08",57.200001
"46","2007-03-09",55.84
"47","2007-03-12",57.279999
"48","2007-03-13",56.240002
"49","2007-03-14",55.599998
"50","2007-03-15",56.400002
"51","2007-03-16",57.599998
"52","2007-03-19",56.48
"53","2007-03-20",55.759998
"54","2007-03-21",55.200001
"55","2007-03-22",54.48
"56","2007-03-23",56.16
"57","2007-03-26",56.16
"58","2007-03-27",58
"59","2007-03-28",57.360001
"60","2007-03-29",58.32
"61","2007-03-30",59.279999
"62","2007-04-02",56.959999
"63","2007-04-03",56.959999
"64","2007-04-04",58
"65","2007-04-05",56.799999
"66","2007-04-09",57.919998
"67","2007-04-10",57.360001
"68","2007-04-11",56.959999
"69","2007-04-12",57.119999
"70","2007-04-13",56.959999
"71","2007-04-16",56.400002
"72","2007-04-17",56.720001
"73","2007-04-18",56.32
"74","2007-04-19",56
"75","2007-04-20",55.200001
"76","2007-04-23",55.200001
"77","2007-04-24",56
"78","2007-04-25",56.959999
"79","2007-04-26",58.720001
"80","2007-04-27",58.880001
"81","2007-04-30",57.200001
"82","2007-05-01",56.400002
"83","2007-05-02",55.119999
"84","2007-05-03",55.119999
"85","2007-05-04",55.599998
"86","2007-05-07",56
"87","2007-05-08",55.84
"88","2007-05-09",55.200001
"89","2007-05-10",52.080002
"90","2007-05-11",51.599998
"91","2007-05-14",52
"92","2007-05-15",51.599998
"93","2007-05-16",52
"94","2007-05-17",53.200001
"95","2007-05-18",53.599998
"96","2007-05-21",55.200001
"97","2007-05-22",54.799999
"98","2007-05-23",55.119999
"99","2007-05-24",55.52
"100","2007-05-25",56
"101","2007-05-29",56.400002
"102","2007-05-30",54.639999
"103","2007-05-31",55.279999
"104","2007-06-01",57.599998
"105","2007-06-04",57.200001
"106","2007-06-05",57.200001
"107","2007-06-06",58.400002
"108","2007-06-07",56.240002
"109","2007-06-08",55.360001
"110","2007-06-11",56.400002
"111","2007-06-12",56.080002
"112","2007-06-13",56
"113","2007-06-14",55.759998
"114","2007-06-15",55.599998
"115","2007-06-18",54.400002
"116","2007-06-19",52.799999
"117","2007-06-20",51.200001
"118","2007-06-21",50.400002
"119","2007-06-22",48
"120","2007-06-25",38.080002
"121","2007-06-26",41.040001
"122","2007-06-27",42.560001
"123","2007-06-28",44.080002
"124","2007-06-29",44.639999
"125","2007-07-02",44
"126","2007-07-03",42.799999
"127","2007-07-05",43.200001
"128","2007-07-06",45.200001
"129","2007-07-09",44
"130","2007-07-10",44
"131","2007-07-11",43.360001
"132","2007-07-12",44
"133","2007-07-13",43.040001
"134","2007-07-16",41.68
"135","2007-07-17",41.200001
"136","2007-07-18",40.959999
"137","2007-07-19",40.080002
"138","2007-07-20",37.68
"139","2007-07-23",37.68
"140","2007-07-24",33.599998
"141","2007-07-25",35.439999
"142","2007-07-26",35.040001
"143","2007-07-27",36.959999
"144","2007-07-30",37.119999
"145","2007-07-31",34.400002
"146","2007-08-01",33.599998
"147","2007-08-02",34.400002
"148","2007-08-03",34
"149","2007-08-06",33.200001
"150","2007-08-07",34.799999
"151","2007-08-08",32.560001
"152","2007-08-09",32.560001
"153","2007-08-10",25.200001
"154","2007-08-13",25.200001
"155","2007-08-14",25.200001
"156","2007-08-15",25.52
"157","2007-08-16",24.4
"158","2007-08-17",25.280001
"159","2007-08-20",28.24
"160","2007-08-21",29.360001
"161","2007-08-22",30.799999
"162","2007-08-23",31.6
"163","2007-08-24",32.32
"164","2007-08-27",32
"165","2007-08-28",32
"166","2007-08-29",32.639999
"167","2007-08-30",32.080002
"168","2007-08-31",32.799999
"169","2007-09-04",31.52
"170","2007-09-05",30.799999
"171","2007-09-06",29.6
"172","2007-09-07",31.6
"173","2007-09-10",31.440001
"174","2007-09-11",31.6
"175","2007-09-12",31.84
"176","2007-09-13",32.16
"177","2007-09-14",33.599998
"178","2007-09-17",32.080002
"179","2007-09-18",31.76
"180","2007-09-19",31.84
"181","2007-09-20",31.200001
"182","2007-09-21",30.799999
"183","2007-09-24",32.240002
"184","2007-09-25",32.16
"185","2007-09-26",32.400002
"186","2007-09-27",32.400002
"187","2007-09-28",33.52
"188","2007-10-01",32.720001
"189","2007-10-02",32.400002
"190","2007-10-03",32.639999
"191","2007-10-04",32.400002
"192","2007-10-05",32.799999
"193","2007-10-08",32.799999
"194","2007-10-09",32.880001
"195","2007-10-10",32.799999
"196","2007-10-11",33.439999
"197","2007-10-12",31.6
"198","2007-10-15",31.040001
"199","2007-10-16",31.92
"200","2007-10-17",31.280001
