"","date","JHX"
"146","2007-08-01",6.188
"147","2007-08-02",6.368
"148","2007-08-03",6.194
"149","2007-08-06",6.242
"150","2007-08-07",6.31
"151","2007-08-08",6.634
"152","2007-08-09",6.414
"153","2007-08-10",6.324
"154","2007-08-13",6.322
"155","2007-08-14",6.17
"156","2007-08-15",6.246
"157","2007-08-16",5.67
"158","2007-08-17",5.9
"159","2007-08-20",6.12
"160","2007-08-21",6.02
"161","2007-08-22",6.25
"162","2007-08-23",6.504
"163","2007-08-24",6.558
"164","2007-08-27",6.788
"165","2007-08-28",6.358
"166","2007-08-29",6.53
"167","2007-08-30",6.418
"168","2007-08-31",6.686
"169","2007-09-04",6.684
"170","2007-09-05",6.464
"171","2007-09-06",6.55
"172","2007-09-07",6.378
"173","2007-09-10",6.44
"174","2007-09-11",6.458
"175","2007-09-12",6.296
"176","2007-09-13",6.364
"177","2007-09-14",6.35
"178","2007-09-17",6.2
"179","2007-09-18",6.374
"180","2007-09-19",6.46
"181","2007-09-20",6.338
"182","2007-09-21",6.25
"183","2007-09-24",6.128
"184","2007-09-25",6.172
"185","2007-09-26",6.244
"186","2007-09-27",6.3
"187","2007-09-28",6.32
"188","2007-10-01",6.63
"189","2007-10-02",6.558
"190","2007-10-03",6.5
"191","2007-10-04",6.45
"192","2007-10-05",6.502
"193","2007-10-08",6.558
"194","2007-10-09",6.662
"195","2007-10-10",6.702
"196","2007-10-11",6.75
"197","2007-10-12",6.634
"198","2007-10-15",6.502
"199","2007-10-16",6.37
"200","2007-10-17",6.29
"201","2007-10-18",6.34
"202","2007-10-19",6.244
"203","2007-10-22",6.24
"204","2007-10-23",6.346
"205","2007-10-24",6.304
"206","2007-10-25",6.228
"207","2007-10-26",6.132
"208","2007-10-29",6.21
"209","2007-10-30",6.216
"210","2007-10-31",6.094
"211","2007-11-01",5.914
"212","2007-11-02",5.93
"213","2007-11-05",5.89
"214","2007-11-06",5.924
"215","2007-11-07",5.658
"216","2007-11-08",5.824
"217","2007-11-09",5.576
"218","2007-11-12",5.432
"219","2007-11-13",5.8
"220","2007-11-14",5.818
"221","2007-11-15",5.632
"222","2007-11-16",5.62
"223","2007-11-19",5.87
"224","2007-11-20",5.64
"225","2007-11-21",5.456
"226","2007-11-23",5.476
"227","2007-11-26",5.55
"228","2007-11-27",5.532
"229","2007-11-28",5.55
"230","2007-11-29",5.476
"231","2007-11-30",5.58
"232","2007-12-03",5.45
"233","2007-12-04",5.346
"234","2007-12-05",5.354
"235","2007-12-06",5.502
"236","2007-12-07",5.69
"237","2007-12-10",5.696
"238","2007-12-11",5.68
"239","2007-12-12",5.63
"240","2007-12-13",5.638
"241","2007-12-14",5.594
"242","2007-12-17",5.36
"243","2007-12-18",5.468
"244","2007-12-19",5.49
"245","2007-12-20",5.574
"246","2007-12-21",5.866
"247","2007-12-24",5.862
"248","2007-12-26",5.854
"249","2007-12-27",5.764
"250","2007-12-28",5.836
"251","2007-12-31",5.632
"252","2008-01-02",5.636
"253","2008-01-03",5.63
"254","2008-01-04",5.428
"255","2008-01-07",5.326
"256","2008-01-08",5.19
"257","2008-01-09",5.272
"258","2008-01-10",5.24
"259","2008-01-11",5.126
"260","2008-01-14",5.308
"261","2008-01-15",5.224
"262","2008-01-16",5.05
"263","2008-01-17",5.092
"264","2008-01-18",4.952
"265","2008-01-22",4.95
"266","2008-01-23",5.118
"267","2008-01-24",5.37
"268","2008-01-25",5.528
"269","2008-01-28",5.688
"270","2008-01-29",5.608
"271","2008-01-30",5.708
"272","2008-01-31",5.646
"273","2008-02-01",6.082
"274","2008-02-04",6.106
"275","2008-02-05",5.96
"276","2008-02-06",5.58
"277","2008-02-07",5.394
"278","2008-02-08",5.46
"279","2008-02-11",5.422
"280","2008-02-12",5.452
"281","2008-02-13",5.386
"282","2008-02-14",5.466
"283","2008-02-15",5.5
"284","2008-02-19",5.594
"285","2008-02-20",5.474
"286","2008-02-21",5.474
"287","2008-02-22",5.372
"288","2008-02-25",5.626
"289","2008-02-26",5.798
"290","2008-02-27",5.808
"291","2008-02-28",5.862
"292","2008-02-29",5.508
"293","2008-03-03",5.366
"294","2008-03-04",5.398
"295","2008-03-05",5.348
"296","2008-03-06",5.306
"297","2008-03-07",5.264
"298","2008-03-10",5.006
"299","2008-03-11",5.292
"300","2008-03-12",5.382
"301","2008-03-13",5.394
"302","2008-03-14",5.382
"303","2008-03-17",5.198
"304","2008-03-18",5.45
"305","2008-03-19",5.336
"306","2008-03-20",5.364
"307","2008-03-24",5.434
"308","2008-03-25",5.8
"309","2008-03-26",5.83
"310","2008-03-27",5.852
"311","2008-03-28",5.718
"312","2008-03-31",5.762
"313","2008-04-01",5.926
"314","2008-04-02",6.092
"315","2008-04-03",6.08
"316","2008-04-04",6.12
"317","2008-04-07",6.31
"318","2008-04-08",6.106
"319","2008-04-09",5.86
"320","2008-04-10",5.692
"321","2008-04-11",5.592
"322","2008-04-14",5.524
"323","2008-04-15",5.562
"324","2008-04-16",5.8
"325","2008-04-17",5.712
"326","2008-04-18",5.66
"327","2008-04-21",5.736
"328","2008-04-22",5.658
"329","2008-04-23",5.69
"330","2008-04-24",5.622
"331","2008-04-25",5.668
"332","2008-04-28",5.638
"333","2008-04-29",5.504
"334","2008-04-30",5.6
"335","2008-05-01",5.452
"336","2008-05-02",5.668
"337","2008-05-05",5.67
"338","2008-05-06",5.7
"339","2008-05-07",5.512
"340","2008-05-08",5.494
"341","2008-05-09",5.416
"342","2008-05-12",5.564
"343","2008-05-13",5.434
"344","2008-05-14",5.516
"345","2008-05-15",5.508
"346","2008-05-16",5.6
"347","2008-05-19",5.68
"348","2008-05-20",5.612
"349","2008-05-21",5.836
"350","2008-05-22",5.38
"351","2008-05-23",5.274
"352","2008-05-27",5.192
"353","2008-05-28",5.386
"354","2008-05-29",5.33
"355","2008-05-30",5.24
"356","2008-06-02",5.246
"357","2008-06-03",5.178
"358","2008-06-04",5.18
"359","2008-06-05",5.202
"360","2008-06-06",4.982
"361","2008-06-09",4.904
"362","2008-06-10",4.91
"363","2008-06-11",4.85
"364","2008-06-12",4.76
"365","2008-06-13",4.85
"366","2008-06-16",4.846
"367","2008-06-17",4.622
"368","2008-06-18",4.58
"369","2008-06-19",4.482
"370","2008-06-20",4.444
"371","2008-06-23",4.34
"372","2008-06-24",4.214
"373","2008-06-25",4.416
"374","2008-06-26",4.106
"375","2008-06-27",4.178
"376","2008-06-30",4.03
"377","2008-07-01",3.92
"378","2008-07-02",4
"379","2008-07-03",3.912
"380","2008-07-07",3.842
"381","2008-07-08",4.026
"382","2008-07-09",3.88
"383","2008-07-10",3.834
"384","2008-07-11",3.894
"385","2008-07-14",3.788
"386","2008-07-15",3.772
"387","2008-07-16",3.782
"388","2008-07-17",4.078
"389","2008-07-18",4.108
"390","2008-07-21",4.474
"391","2008-07-22",4.26
"392","2008-07-23",4.584
"393","2008-07-24",4.686
"394","2008-07-25",4.444
"395","2008-07-28",4.354
"396","2008-07-29",4.306
"397","2008-07-30",4.36
"398","2008-07-31",4.384
"399","2008-08-01",4.308
"400","2008-08-04",4.25
"401","2008-08-05",4.42
"402","2008-08-06",4.35
"403","2008-08-07",4.22
"404","2008-08-08",4.3
"405","2008-08-11",4.244
"406","2008-08-12",4.354
"407","2008-08-13",4.132
"408","2008-08-14",4.152
"409","2008-08-15",4.16
"410","2008-08-18",4.294
"411","2008-08-19",4.042
"412","2008-08-20",3.866
"413","2008-08-21",3.842
"414","2008-08-22",3.914
"415","2008-08-25",3.846
"416","2008-08-26",3.99
"417","2008-08-27",4.066
"418","2008-08-28",4.182
"419","2008-08-29",3.96
"420","2008-09-02",4.104
"421","2008-09-03",4.094
"422","2008-09-04",4.032
"423","2008-09-05",4
"424","2008-09-08",4.324
"425","2008-09-09",3.95
"426","2008-09-10",3.944
"427","2008-09-11",3.87
"428","2008-09-12",4.114
"429","2008-09-15",4.032
"430","2008-09-16",4.158
"431","2008-09-17",3.976
"432","2008-09-18",3.806
"433","2008-09-19",4.284
"434","2008-09-22",4.666
"435","2008-09-23",4.756
"436","2008-09-24",4.59
"437","2008-09-25",4.626
"438","2008-09-26",4.434
"439","2008-09-29",4.13
"440","2008-09-30",4.174
"441","2008-10-01",4.174
"442","2008-10-02",4.028
"443","2008-10-03",3.862
"444","2008-10-06",3.348
"445","2008-10-07",3.362
"446","2008-10-08",3.306
"447","2008-10-09",3.186
"448","2008-10-10",2.8
"449","2008-10-13",3.172
"450","2008-10-14",3.396
"451","2008-10-15",3
"452","2008-10-16",3.286
"453","2008-10-17",3.23
"454","2008-10-20",3.4
"455","2008-10-21",3.084
"456","2008-10-22",3.012
"457","2008-10-23",2.8
"458","2008-10-24",2.7
"459","2008-10-27",2.58
"460","2008-10-28",2.97
"461","2008-10-29",3.022
"462","2008-10-30",2.98
"463","2008-10-31",2.894
"464","2008-11-03",3.23
"465","2008-11-04",3.54
"466","2008-11-05",3.54
"467","2008-11-06",3.208
"468","2008-11-07",3.17
"469","2008-11-10",3.384
"470","2008-11-11",3.254
"471","2008-11-12",3.02
"472","2008-11-13",3.058
"473","2008-11-14",2.98
"474","2008-11-17",2.834
"475","2008-11-18",2.7
"476","2008-11-19",2.142
"477","2008-11-20",2.158
"478","2008-11-21",2.344
"479","2008-11-24",2.514
"480","2008-11-25",2.37
"481","2008-11-26",2.388
"482","2008-11-28",2.456
"483","2008-12-01",2.334
"484","2008-12-02",2.278
"485","2008-12-03",2.348
"486","2008-12-04",2.454
"487","2008-12-05",2.66
"488","2008-12-08",2.866
"489","2008-12-09",2.768
"490","2008-12-10",2.828
"491","2008-12-11",2.666
"492","2008-12-12",2.49
"493","2008-12-15",2.49
"494","2008-12-16",2.68
"495","2008-12-17",2.694
"496","2008-12-18",2.672
"497","2008-12-19",2.848
"498","2008-12-22",2.822
"499","2008-12-23",2.822
"500","2008-12-24",2.822
"501","2008-12-26",2.902
"502","2008-12-29",2.91
"503","2008-12-30",3.04
"504","2008-12-31",3.268
"505","2009-01-02",3.302
"506","2009-01-05",3.21
"507","2009-01-06",3.32
"508","2009-01-07",3.22
"509","2009-01-08",3.25
"510","2009-01-09",3.17
"511","2009-01-12",3.048
"512","2009-01-13",3.048
"513","2009-01-14",3.048
"514","2009-01-15",2.876
"515","2009-01-16",2.876
"516","2009-01-20",2.672
"517","2009-01-21",2.802
"518","2009-01-22",2.656
"519","2009-01-23",2.63
"520","2009-01-26",2.626
"521","2009-01-27",2.672
"522","2009-01-28",2.672
"523","2009-01-29",2.672
"524","2009-01-30",2.486
"525","2009-02-02",2.486
"526","2009-02-03",2.454
"527","2009-02-04",2.392
"528","2009-02-05",2.27
"529","2009-02-06",2.344
"530","2009-02-09",2.402
"531","2009-02-10",2.246
"532","2009-02-11",2.18
"533","2009-02-12",2.362
"534","2009-02-13",2.362
"535","2009-02-17",2.168
"536","2009-02-18",2.074
"537","2009-02-19",2.114
"538","2009-02-20",2.018
"539","2009-02-23",1.996
"540","2009-02-24",2.056
"541","2009-02-25",2.074
"542","2009-02-26",2.074
"543","2009-02-27",2.06
"544","2009-03-02",2.06
"545","2009-03-03",1.92
"546","2009-03-04",1.92
"547","2009-03-05",1.92
"548","2009-03-06",1.876
"549","2009-03-09",1.946
"550","2009-03-10",2.014
"551","2009-03-11",2.238
"552","2009-03-12",2.298
"553","2009-03-13",2.518
"554","2009-03-16",2.518
"555","2009-03-17",2.472
"556","2009-03-18",2.472
"557","2009-03-19",2.93
"558","2009-03-20",2.83
"559","2009-03-23",2.9
"560","2009-03-24",2.876
"561","2009-03-25",2.876
"562","2009-03-26",2.876
"563","2009-03-27",2.758
"564","2009-03-30",2.846
"565","2009-03-31",2.838
"566","2009-04-01",2.838
"567","2009-04-02",2.838
"568","2009-04-03",3.14
"569","2009-04-06",3.14
"570","2009-04-07",3.114
"571","2009-04-08",3.102
"572","2009-04-09",3.422
"573","2009-04-13",3.7
"574","2009-04-14",3.5
"575","2009-04-15",3.416
"576","2009-04-16",3.416
"577","2009-04-17",3.372
"578","2009-04-20",3.224
"579","2009-04-21",3.132
"580","2009-04-22",3.132
"581","2009-04-23",3.02
"582","2009-04-24",3.132
"583","2009-04-27",3.082
"584","2009-04-28",3.122
"585","2009-04-29",3.246
"586","2009-04-30",3.262
"587","2009-05-01",3.262
"588","2009-05-04",3.454
"589","2009-05-05",3.632
"590","2009-05-06",3.756
"591","2009-05-07",3.512
"592","2009-05-08",3.68
"593","2009-05-11",3.546
"594","2009-05-12",3.564
"595","2009-05-13",3.402
"596","2009-05-14",3.264
"597","2009-05-15",3.26
"598","2009-05-18",3.26
"599","2009-05-19",3.26
"600","2009-05-20",3.48
"601","2009-05-21",3.214
"602","2009-05-22",3.294
"603","2009-05-26",3.43
"604","2009-05-27",3.396
"605","2009-05-28",3.354
"606","2009-05-29",3.424
"607","2009-06-01",3.586
"608","2009-06-02",3.738
"609","2009-06-03",3.662
"610","2009-06-04",3.468
"611","2009-06-05",3.5
"612","2009-06-08",3.498
"613","2009-06-09",3.462
"614","2009-06-10",3.418
"615","2009-06-11",3.418
"616","2009-06-12",3.422
"617","2009-06-15",3.204
"618","2009-06-16",3.282
"619","2009-06-17",3.24
"620","2009-06-18",3.132
"621","2009-06-19",3.132
"622","2009-06-22",3.236
"623","2009-06-23",3.238
"624","2009-06-24",3.37
"625","2009-06-25",3.32
"626","2009-06-26",3.348
"627","2009-06-29",3.348
"628","2009-06-30",3.348
"629","2009-07-01",3.348
"630","2009-07-02",3.258
"631","2009-07-06",3.12
"632","2009-07-07",3.12
"633","2009-07-08",3.034
"634","2009-07-09",2.9
"635","2009-07-10",2.9
"636","2009-07-13",2.9
"637","2009-07-14",2.994
"638","2009-07-15",2.994
"639","2009-07-16",3.272
"640","2009-07-17",3.214
"641","2009-07-20",3.486
"642","2009-07-21",3.728
"643","2009-07-22",3.766
"644","2009-07-23",4.052
"645","2009-07-24",4.178
"646","2009-07-27",4.078
"647","2009-07-28",4.226
"648","2009-07-29",4.08
"649","2009-07-30",4.08
"650","2009-07-31",4.08
"651","2009-08-03",4.364
"652","2009-08-04",4.304
"653","2009-08-05",4.182
"654","2009-08-06",4.18
"655","2009-08-07",4.2
"656","2009-08-10",4.248
"657","2009-08-11",4.2
"658","2009-08-12",4.172
"659","2009-08-13",4.646
"660","2009-08-14",4.62
"661","2009-08-17",4.83
"662","2009-08-18",5.936
"663","2009-08-19",5.74
"664","2009-08-20",5.702
"665","2009-08-21",5.616
"666","2009-08-24",6.004
"667","2009-08-25",5.87
"668","2009-08-26",5.744
"669","2009-08-27",6.15
"670","2009-08-28",5.9
"671","2009-08-31",5.77
"672","2009-09-01",5.744
"673","2009-09-02",5.652
"674","2009-09-03",5.76
"675","2009-09-04",5.87
"676","2009-09-08",6.232
"677","2009-09-09",6.218
"678","2009-09-10",6.318
"679","2009-09-11",6.252
"680","2009-09-14",6.11
"681","2009-09-15",6.16
"682","2009-09-16",6.368
"683","2009-09-17",6.274
"684","2009-09-18",6.398
"685","2009-09-21",6.398
"686","2009-09-22",6.596
"687","2009-09-23",6.58
"688","2009-09-24",6.62
"689","2009-09-25",6.416
"690","2009-09-28",6.582
"691","2009-09-29",6.82
"692","2009-09-30",6.804
"693","2009-10-01",6.53
"694","2009-10-02",6.296
"695","2009-10-05",6.41
"696","2009-10-06",6.786
"697","2009-10-07",6.54
"698","2009-10-08",6.86
"699","2009-10-09",6.87
"700","2009-10-12",7.034
"701","2009-10-13",7.12
"702","2009-10-14",7.24
"703","2009-10-15",7.308
"704","2009-10-16",7.308
"705","2009-10-19",7.116
"706","2009-10-20",6.898
"707","2009-10-21",7.02
"708","2009-10-22",6.834
"709","2009-10-23",6.88
"710","2009-10-26",6.618
"711","2009-10-27",6.376
"712","2009-10-28",6.186
"713","2009-10-29",6.438
"714","2009-10-30",6.142
"715","2009-11-02",6.284
"716","2009-11-03",6.338
"717","2009-11-04",6.53
"718","2009-11-05",6.54
"719","2009-11-06",6.602
"720","2009-11-09",7.056
"721","2009-11-10",6.808
"722","2009-11-11",6.91
"723","2009-11-12",7.11
"724","2009-11-13",7.13
"725","2009-11-16",7.332
"726","2009-11-17",7.2
"727","2009-11-18",7.098
"728","2009-11-19",6.714
"729","2009-11-20",6.768
"730","2009-11-23",7.418
"731","2009-11-24",7.116
"732","2009-11-25",7.536
"733","2009-11-27",7.208
"734","2009-11-30",7.394
"735","2009-12-01",7.6
"736","2009-12-02",7.65
"737","2009-12-03",7.88
"738","2009-12-04",7.564
"739","2009-12-07",7.502
"740","2009-12-08",7.408
"741","2009-12-09",7.352
"742","2009-12-10",7.488
"743","2009-12-11",7.498
"744","2009-12-14",7.5
"745","2009-12-15",7.22
"746","2009-12-16",7.238
"747","2009-12-17",7.188
"748","2009-12-18",6.962
"749","2009-12-21",7.188
"750","2009-12-22",7.29
"751","2009-12-23",7.466
"752","2009-12-24",7.342
"753","2009-12-28",7.426
"754","2009-12-29",7.56
"755","2009-12-30",7.462
"756","2009-12-31",7.64
"757","2010-01-04",7.842
"758","2010-01-05",7.794
"759","2010-01-06",7.532
"760","2010-01-07",7.592
"761","2010-01-08",7.61
"762","2010-01-11",7.976
"763","2010-01-12",8.014
"764","2010-01-13",8.074
"765","2010-01-14",8.1
"766","2010-01-15",7.89
"767","2010-01-19",7.884
"768","2010-01-20",7.24
"769","2010-01-21",6.886
"770","2010-01-22",7.106
"771","2010-01-25",7.066
"772","2010-01-26",7.196
"773","2010-01-27",7.138
"774","2010-01-28",6.898
"775","2010-01-29",6.638
"776","2010-02-01",6.73
"777","2010-02-02",6.866
"778","2010-02-03",6.93
"779","2010-02-04",6.444
"780","2010-02-05",6.522
"781","2010-02-08",6.38
"782","2010-02-09",6.69
"783","2010-02-10",6.508
"784","2010-02-11",6.932
"785","2010-02-12",6.73
"786","2010-02-16",6.814
"787","2010-02-17",6.778
"788","2010-02-18",7.116
"789","2010-02-19",6.914
"790","2010-02-22",6.91
"791","2010-02-23",6.754
"792","2010-02-24",6.94
"793","2010-02-25",6.68
"794","2010-02-26",6.642
"795","2010-03-01",6.74
"796","2010-03-02",6.696
"797","2010-03-03",6.728
"798","2010-03-04",6.6
"799","2010-03-05",6.884
"800","2010-03-08",6.85
"801","2010-03-09",6.94
"802","2010-03-10",6.888
"803","2010-03-11",6.858
"804","2010-03-12",6.732
"805","2010-03-15",6.676
"806","2010-03-16",6.84
"807","2010-03-17",7.06
"808","2010-03-18",7.174
"809","2010-03-19",6.726
"810","2010-03-22",6.842
"811","2010-03-23",6.85
"812","2010-03-24",6.78
"813","2010-03-25",6.708
"814","2010-03-26",6.512
"815","2010-03-29",6.518
"816","2010-03-30",6.612
"817","2010-03-31",6.598
"818","2010-04-01",6.616
"819","2010-04-05",6.62
"820","2010-04-06",6.828
"821","2010-04-07",6.754
"822","2010-04-08",6.8
"823","2010-04-09",6.8
"824","2010-04-12",6.742
"825","2010-04-13",6.642
"826","2010-04-14",6.75
"827","2010-04-15",6.716
"828","2010-04-16",6.5
"829","2010-04-19",6.456
"830","2010-04-20",6.538
"831","2010-04-21",6.618
"832","2010-04-22",6.694
"833","2010-04-23",6.864
"834","2010-04-26",6.87
"835","2010-04-27",6.72
"836","2010-04-28",6.77
"837","2010-04-29",7.004
"838","2010-04-30",7.092
"839","2010-05-03",7.344
"840","2010-05-04",7.158
"841","2010-05-05",6.888
"842","2010-05-06",6.384
"843","2010-05-07",6.64
"844","2010-05-10",6.926
"845","2010-05-11",6.858
"846","2010-05-12",6.862
"847","2010-05-13",6.824
"848","2010-05-14",6.734
"849","2010-05-17",6.72
"850","2010-05-18",6.61
"851","2010-05-19",6.49
"852","2010-05-20",6.11
"853","2010-05-21",6.206
"854","2010-05-24",6.178
"855","2010-05-25",5.994
"856","2010-05-26",5.908
"857","2010-05-27",6.14
"858","2010-05-28",6.14
"859","2010-06-01",6.038
"860","2010-06-02",6.222
"861","2010-06-03",6.288
"862","2010-06-04",6.1
"863","2010-06-07",5.88
"864","2010-06-08",5.89
"865","2010-06-09",5.9
"866","2010-06-10",6.01
"867","2010-06-11",5.88
"868","2010-06-14",5.932
"869","2010-06-15",6.146
"870","2010-06-16",6.02
"871","2010-06-17",5.974
"872","2010-06-18",5.918
"873","2010-06-21",5.954
"874","2010-06-22",5.8
"875","2010-06-23",5.56
"876","2010-06-24",5.512
"877","2010-06-25",5.692
"878","2010-06-28",5.572
"879","2010-06-29",5.2
"880","2010-06-30",5.174
"881","2010-07-01",5.296
"882","2010-07-02",5.22
"883","2010-07-06",5.22
"884","2010-07-07",5.396
"885","2010-07-08",5.742
"886","2010-07-09",5.72
"887","2010-07-12",5.542
"888","2010-07-13",5.552
"889","2010-07-14",5.6
"890","2010-07-15",5.52
"891","2010-07-16",5.232
"892","2010-07-19",5.25
"893","2010-07-20",5.514
"894","2010-07-21",5.338
"895","2010-07-22",5.652
"896","2010-07-23",5.71
"897","2010-07-26",5.98
"898","2010-07-27",6.062
"899","2010-07-28",5.9
"900","2010-07-29",5.876
"901","2010-07-30",5.84
"902","2010-08-02",6.08
"903","2010-08-03",6.03
"904","2010-08-04",5.81
"905","2010-08-05",5.72
"906","2010-08-06",5.728
"907","2010-08-09",5.798
"908","2010-08-10",5.798
"909","2010-08-11",5.57
"910","2010-08-12",5.068
"911","2010-08-13",4.99
"912","2010-08-16",4.93
"913","2010-08-17",5.066
"914","2010-08-18",4.95
"915","2010-08-19",4.802
"916","2010-08-20",4.84
"917","2010-08-23",4.876
"918","2010-08-24",4.744
"919","2010-08-25",4.516
"920","2010-08-26",4.674
"921","2010-08-27",4.732
"922","2010-08-30",4.798
"923","2010-08-31",4.808
"924","2010-09-01",4.828
"925","2010-09-02",4.868
"926","2010-09-03",4.922
"927","2010-09-07",5.102
"928","2010-09-08",5.13
"929","2010-09-09",5.35
"930","2010-09-10",5.34
"931","2010-09-13",5.544
"932","2010-09-14",5.578
"933","2010-09-15",5.578
"934","2010-09-16",5.196
"935","2010-09-17",5.258
"936","2010-09-20",5.198
"937","2010-09-21",5.41
"938","2010-09-22",5.332
"939","2010-09-23",5.286
"940","2010-09-24",5.488
"941","2010-09-27",5.488
"942","2010-09-28",5.4
"943","2010-09-29",5.414
"944","2010-09-30",5.352
"945","2010-10-01",5.364
"946","2010-10-04",5.35
"947","2010-10-05",5.434
"948","2010-10-06",5.668
"949","2010-10-07",5.526
"950","2010-10-08",5.57
"951","2010-10-11",5.562
"952","2010-10-12",5.54
"953","2010-10-13",5.574
"954","2010-10-14",5.55
"955","2010-10-15",5.55
"956","2010-10-18",5.442
"957","2010-10-19",5.314
"958","2010-10-20",5.36
"959","2010-10-21",5.35
"960","2010-10-22",5.478
"961","2010-10-25",5.506
"962","2010-10-26",5.482
"963","2010-10-27",5.242
"964","2010-10-28",5.306
"965","2010-10-29",5.26
"966","2010-11-01",5.202
"967","2010-11-02",5.266
"968","2010-11-03",5.332
"969","2010-11-04",5.572
"970","2010-11-05",5.682
"971","2010-11-08",5.75
"972","2010-11-09",5.688
"973","2010-11-10",5.772
"974","2010-11-11",5.678
"975","2010-11-12",5.568
"976","2010-11-15",5.568
"977","2010-11-16",5.258
"978","2010-11-17",5.252
"979","2010-11-18",5.252
"980","2010-11-19",5.302
"981","2010-11-22",5.238
"982","2010-11-23",5.114
"983","2010-11-24",5.26
"984","2010-11-26",5.11
"985","2010-11-29",5.022
"986","2010-11-30",5.172
"987","2010-12-01",5.4
"988","2010-12-02",5.688
"989","2010-12-03",6.08
"990","2010-12-06",6.08
"991","2010-12-07",6.142
"992","2010-12-08",5.922
"993","2010-12-09",6.272
"994","2010-12-10",6.348
"995","2010-12-13",6.434
"996","2010-12-14",6.624
"997","2010-12-15",6.71
"998","2010-12-16",6.692
"999","2010-12-17",6.65
