"","date","DRI"
"1","2007-01-03",36.042049
"2","2007-01-04",35.711304
"3","2007-01-05",34.978306
"4","2007-01-08",34.611809
"5","2007-01-09",34.728016
"6","2007-01-10",34.638626
"7","2007-01-11",35.371624
"8","2007-01-12",35.246475
"9","2007-01-16",35.809635
"10","2007-01-17",35.916901
"11","2007-01-18",35.836452
"12","2007-01-19",35.675549
"13","2007-01-22",35.166027
"14","2007-01-23",35.067696
"15","2007-01-24",35.166027
"16","2007-01-25",34.674381
"17","2007-01-26",34.25425
"18","2007-01-29",34.513477
"19","2007-01-30",34.576054
"20","2007-01-31",34.987247
"21","2007-02-01",35.353745
"22","2007-02-02",36.00629
"23","2007-02-05",35.84539
"24","2007-02-06",36.122498
"25","2007-02-07",37.08791
"26","2007-02-08",37.329266
"27","2007-02-09",36.989582
"28","2007-02-12",36.873375
"29","2007-02-13",38.115894
"30","2007-02-14",38.035446
"31","2007-02-15",38.106956
"32","2007-02-16",38.178471
"33","2007-02-20",38.169529
"34","2007-02-21",38.133774
"35","2007-02-22",38.098019
"36","2007-02-23",38.133774
"37","2007-02-26",37.56168
"38","2007-02-27",36.426426
"39","2007-02-28",36.640961
"40","2007-03-01",36.20295
"41","2007-03-02",35.568279
"42","2007-03-05",34.933613
"43","2007-03-06",35.344807
"44","2007-03-07",35.112392
"45","2007-03-08",35.639793
"46","2007-03-09",35.577221
"47","2007-03-12",35.764938
"48","2007-03-13",35.067696
"49","2007-03-14",35.407379
"50","2007-03-15",35.407379
"51","2007-03-16",35.246475
"52","2007-03-19",36.354912
"53","2007-03-20",36.944885
"54","2007-03-21",36.265522
"55","2007-03-22",36.435364
"56","2007-03-23",36.935947
"57","2007-03-26",36.846558
"58","2007-03-27",36.980644
"59","2007-03-28",36.873375
"60","2007-03-29",37.230934
"61","2007-03-30",36.81974
"62","2007-04-02",36.649899
"63","2007-04-03",37.186241
"64","2007-04-04",37.409714
"65","2007-04-05",37.624252
"66","2007-04-09",37.400776
"67","2007-04-10",36.90913
"68","2007-04-11",36.578388
"69","2007-04-12",36.417484
"70","2007-04-13",36.462181
"71","2007-04-16",36.775047
"72","2007-04-17",37.043217
"73","2007-04-18",37.070034
"74","2007-04-19",36.533691
"75","2007-04-20",36.873375
"76","2007-04-23",36.426426
"77","2007-04-24",36.435364
"78","2007-04-25",37.141544
"79","2007-04-26",37.5438
"80","2007-04-27",37.829849
"81","2007-04-30",37.078972
"82","2007-05-01",37.597435
"83","2007-05-02",37.838787
"84","2007-05-03",38.133774
"85","2007-05-04",38.634357
"86","2007-05-07",40.681389
"87","2007-05-08",40.788658
"88","2007-05-09",41.012131
"89","2007-05-10",40.565182
"90","2007-05-11",40.94062
"91","2007-05-14",40.538364
"92","2007-05-15",39.921574
"93","2007-05-16",40.431095
"94","2007-05-17",40.314892
"95","2007-05-18",40.529427
"96","2007-05-21",40.824413
"97","2007-05-22",40.618816
"98","2007-05-23",40.162926
"99","2007-05-24",40.136108
"100","2007-05-25",40.511547
"101","2007-05-29",40.39534
"102","2007-05-30",40.448975
"103","2007-05-31",40.735023
"104","2007-06-01",40.94062
"105","2007-06-04",41.75407
"106","2007-06-05",41.84346
"107","2007-06-06",40.931683
"108","2007-06-07",39.885818
"109","2007-06-08",40.422157
"110","2007-06-11",40.538364
"111","2007-06-12",40.57412
"112","2007-06-13",41.691498
"113","2007-06-14",41.798763
"114","2007-06-15",41.888153
"115","2007-06-18",42.084812
"116","2007-06-19",41.879215
"117","2007-06-20",38.831017
"118","2007-06-21",38.795261
"119","2007-06-22",38.375126
"120","2007-06-25",38.571785
"121","2007-06-26",38.759502
"122","2007-06-27",39.054489
"123","2007-06-28",38.884651
"124","2007-06-29",39.322662
"125","2007-07-02",39.456745
"126","2007-07-03",40.091415
"127","2007-07-05",39.841122
"128","2007-07-06",39.698097
"129","2007-07-09",39.59977
"130","2007-07-10",40.136108
"131","2007-07-11",40.538364
"132","2007-07-12",40.136108
"133","2007-07-13",40.082478
"134","2007-07-16",39.796429
"135","2007-07-17",39.778549
"136","2007-07-18",39.322662
"137","2007-07-19",39.447807
"138","2007-07-20",38.911469
"139","2007-07-23",39.322662
"140","2007-07-24",38.562847
"141","2007-07-25",38.151653
"142","2007-07-26",37.588493
"143","2007-07-27",37.552738
"144","2007-07-30",38.062263
"145","2007-07-31",38.053322
"146","2007-08-01",37.874542
"147","2007-08-02",37.588493
"148","2007-08-03",39.832184
"149","2007-08-06",39.96627
"150","2007-08-07",39.626587
"151","2007-08-08",38.60754
"152","2007-08-09",36.462181
"153","2007-08-10",38.384068
"154","2007-08-13",37.472286
"155","2007-08-14",35.997353
"156","2007-08-15",35.577221
"157","2007-08-16",35.720245
"158","2007-08-17",34.799526
"159","2007-08-20",36.02417
"160","2007-08-21",36.99852
"161","2007-08-22",37.034279
"162","2007-08-23",36.980644
"163","2007-08-24",37.838787
"164","2007-08-27",37.275631
"165","2007-08-28",35.890083
"166","2007-08-29",36.605206
"167","2007-08-30",36.247646
"168","2007-08-31",37.186241
"169","2007-09-04",37.90136
"170","2007-09-05",37.284569
"171","2007-09-06",37.186241
"172","2007-09-07",36.533691
"173","2007-09-10",36.211887
"174","2007-09-11",36.864437
"175","2007-09-12",36.560509
"176","2007-09-13",36.855495
"177","2007-09-14",37.937115
"178","2007-09-17",37.856667
"179","2007-09-18",39.188576
"180","2007-09-19",39.912636
"181","2007-09-20",38.795261
"182","2007-09-21",39.170696
"183","2007-09-24",38.509212
"184","2007-09-25",37.758335
"185","2007-09-26",38.410885
"186","2007-09-27",38.437698
"187","2007-09-28",37.418655
"188","2007-10-01",38.437698
"189","2007-10-02",38.991917
"190","2007-10-03",38.920406
"191","2007-10-04",38.839954
"192","2007-10-05",39.385235
"193","2007-10-08",39.814304
"194","2007-10-09",40.028843
"195","2007-10-10",39.778549
"196","2007-10-11",38.902527
"197","2007-10-12",38.679054
"198","2007-10-15",38.080139
"199","2007-10-16",38.276798
"200","2007-10-17",38.920406
"201","2007-10-18",38.857834
"202","2007-10-19",38.527088
"203","2007-10-22",39.286903
"204","2007-10-23",39.555077
"205","2007-10-24",38.687992
"206","2007-10-25",38.366188
"207","2007-10-26",38.35725
"208","2007-10-29",37.919239
"209","2007-10-30",38.258919
"210","2007-10-31",38.437698
"211","2007-11-01",36.891254
"212","2007-11-02",36.65884
"213","2007-11-05",36.703533
"214","2007-11-06",36.256584
"215","2007-11-07",36.301277
"216","2007-11-08",37.105789
"217","2007-11-09",35.872208
"218","2007-11-12",35.192844
"219","2007-11-13",36.623081
"220","2007-11-14",35.854328
"221","2007-11-15",35.711304
"222","2007-11-16",35.568279
"223","2007-11-19",35.264355
"224","2007-11-20",34.888916
"225","2007-11-21",34.799526
"226","2007-11-23",35.219662
"227","2007-11-26",35.112392
"228","2007-11-27",35.282234
"229","2007-11-28",36.158257
"230","2007-11-29",36.02417
"231","2007-11-30",35.568279
"232","2007-12-03",35.353745
"233","2007-12-04",35.201782
"234","2007-12-05",34.710136
"235","2007-12-06",34.298943
"236","2007-12-07",35.094513
"237","2007-12-10",35.30011
"238","2007-12-11",34.379395
"239","2007-12-12",33.708969
"240","2007-12-13",33.163689
"241","2007-12-14",31.992682
"242","2007-12-17",32.082069
"243","2007-12-18",32.484325
"244","2007-12-19",25.56554
"245","2007-12-20",24.573311
"246","2007-12-21",24.591188
"247","2007-12-24",24.680578
"248","2007-12-26",24.412409
"249","2007-12-27",24.564371
"250","2007-12-28",24.689518
"251","2007-12-31",24.76997
"252","2008-01-02",23.822435
"253","2008-01-03",23.339729
"254","2008-01-04",22.874901
"255","2008-01-07",21.855856
"256","2008-01-08",21.131796
"257","2008-01-09",20.452433
"258","2008-01-10",20.961954
"259","2008-01-11",19.835642
"260","2008-01-14",19.48702
"261","2008-01-15",19.138399
"262","2008-01-16",18.76296
"263","2008-01-17",18.816595
"264","2008-01-18",19.835642
"265","2008-01-22",20.443493
"266","2008-01-23",23.2414
"267","2008-01-24",24.546494
"268","2008-01-25",23.429119
"269","2008-01-28",24.555433
"270","2008-01-29",24.269384
"271","2008-01-30",23.920765
"272","2008-01-31",25.324186
"273","2008-02-01",25.780075
"274","2008-02-04",24.698458
"275","2008-02-05",24.010155
"276","2008-02-06",23.607899
"277","2008-02-07",24.03697
"278","2008-02-08",24.010155
"279","2008-02-11",25.932039
"280","2008-02-12",27.129866
"281","2008-02-13",27.996948
"282","2008-02-14",27.129866
"283","2008-02-15",27.299706
"284","2008-02-19",27.272888
"285","2008-02-20",28.25618
"286","2008-02-21",27.782412
"287","2008-02-22",28.050583
"288","2008-02-25",28.783581
"289","2008-02-26",29.695358
"290","2008-02-27",28.738886
"291","2008-02-28",27.836046
"292","2008-02-29",27.558937
"293","2008-03-03",27.853924
"294","2008-03-04",27.836046
"295","2008-03-05",27.380157
"296","2008-03-06",25.9231
"297","2008-03-07",25.252674
"298","2008-03-10",25.207979
"299","2008-03-11",26.084002
"300","2008-03-12",26.522013
"301","2008-03-13",26.307478
"302","2008-03-14",26.173391
"303","2008-03-17",26.334293
"304","2008-03-18",26.691854
"305","2008-03-19",28.452837
"306","2008-03-20",30.705465
"307","2008-03-24",30.473051
"308","2008-03-25",30.580318
"309","2008-03-26",29.748993
"310","2008-03-27",28.783581
"311","2008-03-28",28.32769
"312","2008-03-31",29.096445
"313","2008-04-01",30.696526
"314","2008-04-02",31.170294
"315","2008-04-03",31.241804
"316","2008-04-04",30.759098
"317","2008-04-07",31.197109
"318","2008-04-08",30.392599
"319","2008-04-09",29.784748
"320","2008-04-10",30.732283
