"","date","FFIC"
"1","2007-01-03",17.15
"2","2007-01-04",17.34
"3","2007-01-05",16.99
"4","2007-01-08",16.950001
"5","2007-01-09",16.969999
"6","2007-01-10",17.16
"7","2007-01-11",17.34
"8","2007-01-12",17.559999
"9","2007-01-16",17.32
"10","2007-01-17",17.09
"11","2007-01-18",17.09
"12","2007-01-19",17.07
"13","2007-01-22",17.07
"14","2007-01-23",17.139999
"15","2007-01-24",17.219999
"16","2007-01-25",16.84
"17","2007-01-26",17.049999
"18","2007-01-29",17.5
"19","2007-01-30",17.719999
"20","2007-01-31",17.49
"21","2007-02-01",17.360001
"22","2007-02-02",17.49
"23","2007-02-05",17.4
"24","2007-02-06",17.43
"25","2007-02-07",17.43
"26","2007-02-08",17.209999
"27","2007-02-09",17.07
"28","2007-02-12",17.17
"29","2007-02-13",17.299999
"30","2007-02-14",17.17
"31","2007-02-15",17.309999
"32","2007-02-16",17.280001
"33","2007-02-20",17.370001
"34","2007-02-21",17.27
"35","2007-02-22",17.290001
"36","2007-02-23",17.09
"37","2007-02-26",17.02
"38","2007-02-27",16.16
"39","2007-02-28",16.25
"40","2007-03-01",16.299999
"41","2007-03-02",16.030001
"42","2007-03-05",15.7
"43","2007-03-06",16.219999
"44","2007-03-07",15.84
"45","2007-03-08",15.87
"46","2007-03-09",16.23
"47","2007-03-12",16.02
"48","2007-03-13",15.55
"49","2007-03-14",15.93
"50","2007-03-15",16.17
"51","2007-03-16",16.379999
"52","2007-03-19",16.629999
"53","2007-03-20",16.799999
"54","2007-03-21",17.26
"55","2007-03-22",17.1
"56","2007-03-23",17.049999
"57","2007-03-26",17.01
"58","2007-03-27",16.700001
"59","2007-03-28",16.4
"60","2007-03-29",16.5
"61","2007-03-30",16.23
"62","2007-04-02",16.360001
"63","2007-04-03",16.5
"64","2007-04-04",16.42
"65","2007-04-05",16.23
"66","2007-04-09",16.27
"67","2007-04-10",16.120001
"68","2007-04-11",15.9
"69","2007-04-12",15.94
"70","2007-04-13",15.95
"71","2007-04-16",16.309999
"72","2007-04-17",16.219999
"73","2007-04-18",16.34
"74","2007-04-19",16.48
"75","2007-04-20",16.73
"76","2007-04-23",16.51
"77","2007-04-24",16.4
"78","2007-04-25",16.190001
"79","2007-04-26",16.09
"80","2007-04-27",15.92
"81","2007-04-30",15.55
"82","2007-05-01",16.15
"83","2007-05-02",16.389999
"84","2007-05-03",16.450001
"85","2007-05-04",16.700001
"86","2007-05-07",16.66
"87","2007-05-08",16.76
"88","2007-05-09",16.780001
"89","2007-05-10",16.4
"90","2007-05-11",16.780001
"91","2007-05-14",16.540001
"92","2007-05-15",16.33
"93","2007-05-16",16.6
"94","2007-05-17",16.549999
"95","2007-05-18",16.459999
"96","2007-05-21",16.73
"97","2007-05-22",17.040001
"98","2007-05-23",16.940001
"99","2007-05-24",16.73
"100","2007-05-25",16.889999
"101","2007-05-29",16.82
"102","2007-05-30",16.76
"103","2007-05-31",16.459999
"104","2007-06-01",16.780001
"105","2007-06-04",16.74
"106","2007-06-05",16.52
"107","2007-06-06",16.440001
"108","2007-06-07",16.209999
"109","2007-06-08",16.370001
"110","2007-06-11",16.15
"111","2007-06-12",16.049999
"112","2007-06-13",16.200001
"113","2007-06-14",16.23
"114","2007-06-15",16.83
"115","2007-06-18",16.66
"116","2007-06-19",16.58
"117","2007-06-20",16.16
"118","2007-06-21",16.040001
"119","2007-06-22",15.82
"120","2007-06-25",16.040001
"121","2007-06-26",15.92
"122","2007-06-27",16.51
"123","2007-06-28",16.549999
"124","2007-06-29",16.059999
"125","2007-07-02",16.190001
"126","2007-07-03",16.299999
"127","2007-07-05",16.17
"128","2007-07-06",16.32
"129","2007-07-09",16.1
"130","2007-07-10",15.54
"131","2007-07-11",15.48
"132","2007-07-12",16.030001
"133","2007-07-13",15.95
"134","2007-07-16",15.78
"135","2007-07-17",15.69
"136","2007-07-18",15.64
"137","2007-07-19",15.72
"138","2007-07-20",15.38
"139","2007-07-23",15.25
"140","2007-07-24",14.52
"141","2007-07-25",15.19
"142","2007-07-26",15.13
"143","2007-07-27",15.17
"144","2007-07-30",15.13
"145","2007-07-31",14.92
"146","2007-08-01",15.09
"147","2007-08-02",15.08
"148","2007-08-03",14.9
"149","2007-08-06",15.67
"150","2007-08-07",16
"151","2007-08-08",16.92
"152","2007-08-09",15.83
"153","2007-08-10",16.27
"154","2007-08-13",15.96
"155","2007-08-14",15.87
"156","2007-08-15",16.459999
"157","2007-08-16",17.700001
"158","2007-08-17",18.41
"159","2007-08-20",17.73
"160","2007-08-21",17.969999
"161","2007-08-22",17.9
"162","2007-08-23",17.139999
"163","2007-08-24",17.290001
"164","2007-08-27",17
"165","2007-08-28",16.15
"166","2007-08-29",16.58
"167","2007-08-30",16.33
"168","2007-08-31",16.42
"169","2007-09-04",16.530001
"170","2007-09-05",16.040001
"171","2007-09-06",15.8
"172","2007-09-07",16.15
"173","2007-09-10",16.16
"174","2007-09-11",16.26
"175","2007-09-12",16.280001
"176","2007-09-13",16.24
"177","2007-09-14",16.360001
"178","2007-09-17",16.129999
"179","2007-09-18",17.379999
"180","2007-09-19",17.459999
"181","2007-09-20",17.309999
"182","2007-09-21",17.41
"183","2007-09-24",17.280001
"184","2007-09-25",16.940001
"185","2007-09-26",17.27
"186","2007-09-27",17.25
"187","2007-09-28",16.799999
"188","2007-10-01",17.48
"189","2007-10-02",17.709999
"190","2007-10-03",17.34
"191","2007-10-04",17.389999
"192","2007-10-05",17.49
"193","2007-10-08",17.440001
"194","2007-10-09",17.35
"195","2007-10-10",17.059999
"196","2007-10-11",16.799999
"197","2007-10-12",16.889999
"198","2007-10-15",16.82
"199","2007-10-16",16.4
"200","2007-10-17",16.790001
"201","2007-10-18",16.84
"202","2007-10-19",15.99
"203","2007-10-22",16.85
"204","2007-10-23",16.77
"205","2007-10-24",16.59
"206","2007-10-25",16.24
"207","2007-10-26",16.93
"208","2007-10-29",16.99
"209","2007-10-30",16.610001
"210","2007-10-31",17
"211","2007-11-01",15.63
"212","2007-11-02",15.93
"213","2007-11-05",15.95
"214","2007-11-06",16.41
"215","2007-11-07",15.51
"216","2007-11-08",16.280001
"217","2007-11-09",16.309999
"218","2007-11-12",16.74
"219","2007-11-13",17.309999
"220","2007-11-14",16.940001
"221","2007-11-15",16.16
"222","2007-11-16",15.94
"223","2007-11-19",15.4
"224","2007-11-20",15.53
"225","2007-11-21",15.37
"226","2007-11-23",15.95
"227","2007-11-26",15.04
"228","2007-11-27",15.32
"229","2007-11-28",16.24
"230","2007-11-29",15.73
"231","2007-11-30",16.059999
"232","2007-12-03",15.75
"233","2007-12-04",15.62
"234","2007-12-05",15.84
"235","2007-12-06",16.6
"236","2007-12-07",16.25
"237","2007-12-10",16.75
"238","2007-12-11",15.94
"239","2007-12-12",15.72
"240","2007-12-13",16.01
"241","2007-12-14",15.1
"242","2007-12-17",15.1
"243","2007-12-18",15.68
"244","2007-12-19",15.44
"245","2007-12-20",15.73
"246","2007-12-21",16.690001
"247","2007-12-24",16.99
"248","2007-12-26",16.959999
"249","2007-12-27",16.01
"250","2007-12-28",15.94
"251","2007-12-31",16.049999
"252","2008-01-02",15.55
"253","2008-01-03",15.27
"254","2008-01-04",14.99
"255","2008-01-07",15.1
"256","2008-01-08",14.5
"257","2008-01-09",14.79
"258","2008-01-10",14.76
"259","2008-01-11",14.09
"260","2008-01-14",14.03
"261","2008-01-15",13.81
"262","2008-01-16",13.99
"263","2008-01-17",13.27
"264","2008-01-18",13.06
"265","2008-01-22",13.47
"266","2008-01-23",15.2
"267","2008-01-24",14.65
"268","2008-01-25",15.07
"269","2008-01-28",15.65
"270","2008-01-29",15.71
"271","2008-01-30",15.35
"272","2008-01-31",15.99
"273","2008-02-01",16.07
"274","2008-02-04",16.15
"275","2008-02-05",15.72
"276","2008-02-06",16.15
"277","2008-02-07",16.469999
"278","2008-02-08",16.209999
"279","2008-02-11",16.280001
"280","2008-02-12",16.530001
"281","2008-02-13",16.93
"282","2008-02-14",16.309999
"283","2008-02-15",16.24
"284","2008-02-19",16.24
"285","2008-02-20",16.58
"286","2008-02-21",16.08
"287","2008-02-22",16.76
"288","2008-02-25",17.219999
"289","2008-02-26",17.110001
"290","2008-02-27",17.030001
"291","2008-02-28",16.370001
"292","2008-02-29",16.299999
"293","2008-03-03",16.1
"294","2008-03-04",15.87
"295","2008-03-05",15.75
"296","2008-03-06",15.11
"297","2008-03-07",15.31
"298","2008-03-10",15.28
"299","2008-03-11",16.83
"300","2008-03-12",16.700001
"301","2008-03-13",17.120001
"302","2008-03-14",16.6
"303","2008-03-17",16.209999
"304","2008-03-18",17.25
"305","2008-03-19",17.25
"306","2008-03-20",18.27
"307","2008-03-24",17.940001
"308","2008-03-25",18.18
"309","2008-03-26",18.040001
"310","2008-03-27",17.790001
"311","2008-03-28",17.4
"312","2008-03-31",17.58
"313","2008-04-01",17.99
"314","2008-04-02",18.02
"315","2008-04-03",17.92
"316","2008-04-04",17.549999
"317","2008-04-07",17.540001
"318","2008-04-08",18
"319","2008-04-09",17.389999
"320","2008-04-10",17.219999
"321","2008-04-11",16.459999
"322","2008-04-14",16.42
"323","2008-04-15",16.68
"324","2008-04-16",17.65
"325","2008-04-17",17.889999
"326","2008-04-18",18.25
"327","2008-04-21",18.540001
"328","2008-04-22",18.870001
"329","2008-04-23",18.9
"330","2008-04-24",18.959999
"331","2008-04-25",19.280001
"332","2008-04-28",20.049999
"333","2008-04-29",18.99
"334","2008-04-30",19.52
"335","2008-05-01",19.52
"336","2008-05-02",19.1
"337","2008-05-05",18.969999
