"","date","RP"
"1","2010-08-12",14.52
"2","2010-08-13",15
"3","2010-08-16",16.25
"4","2010-08-17",16.209999
"5","2010-08-18",16.75
"6","2010-08-19",17.040001
"7","2010-08-20",17.09
"8","2010-08-23",17.440001
"9","2010-08-24",17
"10","2010-08-25",17.07
"11","2010-08-26",16.9
"12","2010-08-27",16.99
"13","2010-08-30",16.93
"14","2010-08-31",16.74
"15","2010-09-01",16.620001
"16","2010-09-02",16.99
"17","2010-09-03",17.17
"18","2010-09-07",17.209999
"19","2010-09-08",17.59
"20","2010-09-09",17.23
"21","2010-09-10",16.450001
"22","2010-09-13",16.559999
"23","2010-09-14",17.75
"24","2010-09-15",18
"25","2010-09-16",19.049999
"26","2010-09-17",19.040001
"27","2010-09-20",19.379999
"28","2010-09-21",19.700001
"29","2010-09-22",19.719999
"30","2010-09-23",19
"31","2010-09-24",18.73
"32","2010-09-27",18.360001
"33","2010-09-28",18.27
"34","2010-09-29",19.23
"35","2010-09-30",19.08
"36","2010-10-01",19.459999
"37","2010-10-04",19.43
"38","2010-10-05",19.700001
"39","2010-10-06",19.530001
"40","2010-10-07",19.43
"41","2010-10-08",20.879999
"42","2010-10-11",20.51
"43","2010-10-12",21.9
"44","2010-10-13",22
"45","2010-10-14",22.040001
"46","2010-10-15",21.219999
"47","2010-10-18",21.6
"48","2010-10-19",20.719999
"49","2010-10-20",22.34
"50","2010-10-21",21.98
"51","2010-10-22",21.950001
"52","2010-10-25",22.120001
"53","2010-10-26",21.99
"54","2010-10-27",23.07
"55","2010-10-28",23.950001
"56","2010-10-29",23.08
"57","2010-11-01",23
"58","2010-11-02",24.23
"59","2010-11-03",24.440001
"60","2010-11-04",26.91
"61","2010-11-05",26.74
"62","2010-11-08",27.18
"63","2010-11-09",27.879999
"64","2010-11-10",29.57
"65","2010-11-11",31.09
"66","2010-11-12",30.17
"67","2010-11-15",29.450001
"68","2010-11-16",27.08
"69","2010-11-17",26.059999
"70","2010-11-18",27.77
"71","2010-11-19",28.51
"72","2010-11-22",28.25
"73","2010-11-23",27.110001
"74","2010-11-24",27.309999
"75","2010-11-26",27.17
"76","2010-11-29",27.209999
"77","2010-11-30",27.4
"78","2010-12-01",28.950001
"79","2010-12-02",29.129999
"80","2010-12-03",28.040001
"81","2010-12-06",25.85
"82","2010-12-07",28.5
"83","2010-12-08",28.48
"84","2010-12-09",30.719999
"85","2010-12-10",28.83
"86","2010-12-13",28
"87","2010-12-14",27.9
"88","2010-12-15",29.059999
"89","2010-12-16",29.08
"90","2010-12-17",30.67
"91","2010-12-20",32.639999
"92","2010-12-21",32.759998
"93","2010-12-22",32.799999
"94","2010-12-23",32.509998
"95","2010-12-27",32.169998
"96","2010-12-28",31.07
"97","2010-12-29",30.059999
"98","2010-12-30",29.629999
"99","2010-12-31",30.93
"100","2011-01-03",30.110001
"101","2011-01-04",29.75
"102","2011-01-05",29.700001
"103","2011-01-06",29.34
"104","2011-01-07",29.450001
"105","2011-01-10",29
"106","2011-01-11",29.290001
"107","2011-01-12",28.99
"108","2011-01-13",28.02
"109","2011-01-14",27.67
"110","2011-01-18",27.360001
"111","2011-01-19",27.85
"112","2011-01-20",26.209999
"113","2011-01-21",26.4
"114","2011-01-24",26.68
"115","2011-01-25",27.040001
"116","2011-01-26",27.969999
"117","2011-01-27",28.290001
"118","2011-01-28",27.200001
"119","2011-01-31",27.389999
"120","2011-02-01",27.32
"121","2011-02-02",27.110001
"122","2011-02-03",27.16
"123","2011-02-04",27.48
"124","2011-02-07",26.41
"125","2011-02-08",27.459999
"126","2011-02-09",27.049999
"127","2011-02-10",27.530001
"128","2011-02-11",28.530001
"129","2011-02-14",28.719999
"130","2011-02-15",27.709999
"131","2011-02-16",27.110001
"132","2011-02-17",27.68
"133","2011-02-18",27.85
"134","2011-02-22",27.59
"135","2011-02-23",26.52
"136","2011-02-24",27.030001
"137","2011-02-25",24.639999
"138","2011-02-28",24.799999
"139","2011-03-01",24.030001
"140","2011-03-02",23.26
"141","2011-03-03",23.99
"142","2011-03-04",24.389999
"143","2011-03-07",23.780001
"144","2011-03-08",25.01
"145","2011-03-09",25
"146","2011-03-10",24.709999
"147","2011-03-11",24.76
"148","2011-03-14",24.42
"149","2011-03-15",24.469999
"150","2011-03-16",24.299999
"151","2011-03-17",24
"152","2011-03-18",23.969999
"153","2011-03-21",25.379999
"154","2011-03-22",25.870001
"155","2011-03-23",25.620001
"156","2011-03-24",25.440001
"157","2011-03-25",26.190001
"158","2011-03-28",26.92
"159","2011-03-29",27.93
"160","2011-03-30",28
"161","2011-03-31",27.73
"162","2011-04-01",28.52
"163","2011-04-04",28.42
"164","2011-04-05",27.940001
"165","2011-04-06",27.67
"166","2011-04-07",27.67
"167","2011-04-08",27
"168","2011-04-11",26.690001
"169","2011-04-12",26.790001
"170","2011-04-13",27.290001
"171","2011-04-14",28.25
"172","2011-04-15",28.379999
"173","2011-04-18",28.059999
"174","2011-04-19",28.799999
"175","2011-04-20",30.09
"176","2011-04-21",31.73
"177","2011-04-25",31.76
"178","2011-04-26",31.83
"179","2011-04-27",31.860001
"180","2011-04-28",31.68
"181","2011-04-29",31.9
"182","2011-05-02",30.969999
"183","2011-05-03",29.6
"184","2011-05-04",29.950001
"185","2011-05-05",29.459999
"186","2011-05-06",30.92
"187","2011-05-09",29.42
"188","2011-05-10",29.5
"189","2011-05-11",28.76
"190","2011-05-12",28.950001
"191","2011-05-13",29.42
"192","2011-05-16",28.809999
"193","2011-05-17",29.27
"194","2011-05-18",29.4
"195","2011-05-19",29.01
"196","2011-05-20",29.030001
"197","2011-05-23",29.219999
"198","2011-05-24",27.790001
"199","2011-05-25",28.469999
"200","2011-05-26",27.99
"201","2011-05-27",28.57
"202","2011-05-31",29.450001
"203","2011-06-01",27.43
"204","2011-06-02",27.27
"205","2011-06-03",26.6
"206","2011-06-06",26.02
"207","2011-06-07",25.82
"208","2011-06-08",25.16
"209","2011-06-09",24.790001
"210","2011-06-10",24.82
"211","2011-06-13",24.870001
"212","2011-06-14",24.969999
"213","2011-06-15",25.07
"214","2011-06-16",24.879999
"215","2011-06-17",24.5
"216","2011-06-20",24.4
"217","2011-06-21",25.639999
"218","2011-06-22",25.690001
"219","2011-06-23",25.25
"220","2011-06-24",24.92
"221","2011-06-27",26.139999
"222","2011-06-28",26.790001
"223","2011-06-29",26.790001
"224","2011-06-30",26.469999
"225","2011-07-01",26.5
"226","2011-07-05",25.309999
"227","2011-07-06",26.09
"228","2011-07-07",26.129999
"229","2011-07-08",26.4
"230","2011-07-11",25.629999
"231","2011-07-12",24.809999
"232","2011-07-13",25.98
"233","2011-07-14",25.33
"234","2011-07-15",25.51
"235","2011-07-18",25.15
"236","2011-07-19",25.01
"237","2011-07-20",24.5
"238","2011-07-21",24.959999
"239","2011-07-22",25.309999
"240","2011-07-25",25.030001
"241","2011-07-26",24.790001
"242","2011-07-27",23.860001
"243","2011-07-28",24.42
"244","2011-07-29",24.049999
"245","2011-08-01",23.690001
"246","2011-08-02",23.34
"247","2011-08-03",24.25
"248","2011-08-04",22.26
"249","2011-08-05",21
"250","2011-08-08",21.32
"251","2011-08-09",24.030001
"252","2011-08-10",23.5
"253","2011-08-11",24.34
"254","2011-08-12",24.440001
"255","2011-08-15",25.24
"256","2011-08-16",24.290001
"257","2011-08-17",24
"258","2011-08-18",23.299999
"259","2011-08-19",21.639999
"260","2011-08-22",21.25
"261","2011-08-23",18.82
"262","2011-08-24",20.01
"263","2011-08-25",18.98
"264","2011-08-26",19.799999
"265","2011-08-29",19.73
"266","2011-08-30",20.360001
"267","2011-08-31",20.82
"268","2011-09-01",20.030001
"269","2011-09-02",19.51
"270","2011-09-06",20.35
"271","2011-09-07",21.360001
"272","2011-09-08",19.52
"273","2011-09-09",18.57
"274","2011-09-12",19.110001
"275","2011-09-13",19.6
"276","2011-09-14",20.540001
"277","2011-09-15",21.24
"278","2011-09-16",21.030001
"279","2011-09-19",20.07
"280","2011-09-20",19.5
"281","2011-09-21",18.93
"282","2011-09-22",19.049999
"283","2011-09-23",19.700001
"284","2011-09-26",20.059999
"285","2011-09-27",20.77
"286","2011-09-28",20.43
"287","2011-09-29",20.75
"288","2011-09-30",20.450001
"289","2011-10-03",19.6
"290","2011-10-04",20.99
"291","2011-10-05",21.75
"292","2011-10-06",21.92
"293","2011-10-07",21.16
"294","2011-10-10",21.889999
"295","2011-10-11",21.98
"296","2011-10-12",22.77
"297","2011-10-13",22.860001
"298","2011-10-14",24.02
"299","2011-10-17",23.540001
"300","2011-10-18",23.98
"301","2011-10-19",23.43
"302","2011-10-20",23.16
"303","2011-10-21",24.32
"304","2011-10-24",26.110001
"305","2011-10-25",25.889999
"306","2011-10-26",26.48
"307","2011-10-27",27.08
"308","2011-10-28",27.91
"309","2011-10-31",26.35
"310","2011-11-01",25
"311","2011-11-02",24.969999
"312","2011-11-03",25.08
"313","2011-11-04",25.24
"314","2011-11-07",25.290001
"315","2011-11-08",25.799999
"316","2011-11-09",24.66
"317","2011-11-10",24.209999
"318","2011-11-11",24.639999
"319","2011-11-14",25.02
"320","2011-11-15",25.309999
"321","2011-11-16",25.200001
"322","2011-11-17",25.110001
"323","2011-11-18",24.440001
"324","2011-11-21",23.110001
"325","2011-11-22",23.059999
"326","2011-11-23",22.110001
"327","2011-11-25",22.18
"328","2011-11-28",23.719999
"329","2011-11-29",23.77
"330","2011-11-30",25.030001
"331","2011-12-01",24.68
"332","2011-12-02",24.969999
"333","2011-12-05",25.76
"334","2011-12-06",25.940001
"335","2011-12-07",25.91
"336","2011-12-08",25.629999
"337","2011-12-09",25.98
"338","2011-12-12",25.809999
"339","2011-12-13",25.52
"340","2011-12-14",24.93
"341","2011-12-15",25.18
"342","2011-12-16",25.49
"343","2011-12-19",24.83
"344","2011-12-20",26.01
"345","2011-12-21",25.5
"346","2011-12-22",25.58
"347","2011-12-23",25.59
"348","2011-12-27",25.77
"349","2011-12-28",25.290001
"350","2011-12-29",25.370001
"351","2011-12-30",25.27
"352","2012-01-03",25.780001
"353","2012-01-04",25.33
"354","2012-01-05",25.129999
"355","2012-01-06",25.35
"356","2012-01-09",25.290001
"357","2012-01-10",25.42
"358","2012-01-11",25.5
"359","2012-01-12",25.809999
"360","2012-01-13",25.629999
"361","2012-01-17",26.18
"362","2012-01-18",26.889999
"363","2012-01-19",27.200001
"364","2012-01-20",27.02
"365","2012-01-23",27.33
"366","2012-01-24",27.299999
"367","2012-01-25",27.42
"368","2012-01-26",27.15
"369","2012-01-27",27.51
"370","2012-01-30",26.25
"371","2012-01-31",25.719999
"372","2012-02-01",26.07
"373","2012-02-02",27.440001
"374","2012-02-03",28.66
"375","2012-02-06",28.530001
"376","2012-02-07",28.110001
"377","2012-02-08",27.059999
"378","2012-02-09",27.07
"379","2012-02-10",27.1
"380","2012-02-13",27.23
"381","2012-02-14",26.9
"382","2012-02-15",26.629999
"383","2012-02-16",24.190001
"384","2012-02-17",20.709999
"385","2012-02-21",20.530001
"386","2012-02-22",20.01
"387","2012-02-23",20.379999
"388","2012-02-24",20.299999
"389","2012-02-27",20.459999
"390","2012-02-28",20.09
"391","2012-02-29",19.83
"392","2012-03-01",20.059999
"393","2012-03-02",19.9
"394","2012-03-05",19.67
"395","2012-03-06",19.870001
"396","2012-03-07",19.74
"397","2012-03-08",20.15
"398","2012-03-09",21.559999
"399","2012-03-12",21.52
"400","2012-03-13",21.870001
"401","2012-03-14",20.85
"402","2012-03-15",21.219999
"403","2012-03-16",20.379999
"404","2012-03-19",19.77
"405","2012-03-20",19.280001
"406","2012-03-21",18.82
"407","2012-03-22",18.66
"408","2012-03-23",18.639999
"409","2012-03-26",19.129999
"410","2012-03-27",19.139999
"411","2012-03-28",19.129999
"412","2012-03-29",19.09
"413","2012-03-30",19.17
"414","2012-04-02",19.02
"415","2012-04-03",18.59
"416","2012-04-04",18.08
"417","2012-04-05",18.42
"418","2012-04-09",18.110001
"419","2012-04-10",18.15
"420","2012-04-11",18.559999
"421","2012-04-12",18.690001
"422","2012-04-13",18.6
"423","2012-04-16",18.15
"424","2012-04-17",18.74
"425","2012-04-18",18.030001
"426","2012-04-19",17.85
"427","2012-04-20",17.540001
"428","2012-04-23",17.610001
"429","2012-04-24",17.82
"430","2012-04-25",17.9
"431","2012-04-26",18.030001
"432","2012-04-27",17.99
"433","2012-04-30",18.15
"434","2012-05-01",18.51
