"","date","AGS"
"1","2018-01-26",18.5
"2","2018-01-29",18.9
"3","2018-01-30",19.43
"4","2018-01-31",19.57
"5","2018-02-01",19.42
"6","2018-02-02",19.43
"7","2018-02-05",19.18
"8","2018-02-06",19.02
"9","2018-02-07",19.379999
"10","2018-02-08",19.15
"11","2018-02-09",19.73
"12","2018-02-12",20.120001
"13","2018-02-13",19.76
"14","2018-02-14",20.27
"15","2018-02-15",19.84
"16","2018-02-16",19.950001
"17","2018-02-20",19.74
"18","2018-02-21",19.84
"19","2018-02-22",19.559999
"20","2018-02-23",20.01
"21","2018-02-26",19.85
"22","2018-02-27",19.790001
"23","2018-02-28",20.709999
"24","2018-03-01",21.4
"25","2018-03-02",21.25
"26","2018-03-05",20.92
"27","2018-03-06",20.959999
"28","2018-03-07",20.84
"29","2018-03-08",20.889999
"30","2018-03-09",20.84
"31","2018-03-12",20.969999
"32","2018-03-13",20.889999
"33","2018-03-14",21.51
"34","2018-03-15",22.02
"35","2018-03-16",21.889999
"36","2018-03-19",21.41
"37","2018-03-20",21.450001
"38","2018-03-21",22.040001
"39","2018-03-22",21.73
"40","2018-03-23",21.309999
"41","2018-03-26",21.709999
"42","2018-03-27",21.92
"43","2018-03-28",22.48
"44","2018-03-29",23.26
"45","2018-04-02",21.309999
"46","2018-04-03",21.51
"47","2018-04-04",21.860001
"48","2018-04-05",21.870001
"49","2018-04-06",21.99
"50","2018-04-09",22.030001
"51","2018-04-10",21.610001
"52","2018-04-11",21.870001
"53","2018-04-12",21.51
"54","2018-04-13",20.870001
"55","2018-04-16",21.32
"56","2018-04-17",21.690001
"57","2018-04-18",22.6
"58","2018-04-19",22.639999
"59","2018-04-20",22.85
"60","2018-04-23",22.959999
"61","2018-04-24",22.969999
"62","2018-04-25",22.709999
"63","2018-04-26",22.530001
"64","2018-04-27",22.719999
"65","2018-04-30",22.610001
"66","2018-05-01",21.82
"67","2018-05-02",22.110001
"68","2018-05-03",22.709999
"69","2018-05-04",23.190001
"70","2018-05-07",23.85
"71","2018-05-08",21.82
"72","2018-05-09",21.6
"73","2018-05-10",22.6
"74","2018-05-11",22.85
"75","2018-05-14",23.049999
"76","2018-05-15",22.57
"77","2018-05-16",22.639999
"78","2018-05-17",22.9
"79","2018-05-18",22.9
"80","2018-05-21",23.030001
"81","2018-05-22",22.809999
"82","2018-05-23",22.93
"83","2018-05-24",22.950001
"84","2018-05-25",23.780001
"85","2018-05-29",24.450001
"86","2018-05-30",24.459999
"87","2018-05-31",25.32
"88","2018-06-01",25.059999
"89","2018-06-04",24.57
"90","2018-06-05",24.26
"91","2018-06-06",24.389999
"92","2018-06-07",24.450001
"93","2018-06-08",24.059999
"94","2018-06-11",24.17
"95","2018-06-12",24.01
"96","2018-06-13",24.01
"97","2018-06-14",24.77
"98","2018-06-15",25.34
"99","2018-06-18",25.799999
"100","2018-06-19",25.01
"101","2018-06-20",25.35
"102","2018-06-21",24.870001
"103","2018-06-22",25.09
"104","2018-06-25",24.950001
"105","2018-06-26",24.950001
"106","2018-06-27",24.700001
"107","2018-06-28",25.33
"108","2018-06-29",27.07
"109","2018-07-02",27.610001
"110","2018-07-03",27.780001
"111","2018-07-05",28.309999
"112","2018-07-06",28.860001
"113","2018-07-09",28.4
"114","2018-07-10",28.41
"115","2018-07-11",28.32
"116","2018-07-12",28.41
"117","2018-07-13",28.549999
"118","2018-07-16",28.48
"119","2018-07-17",27.950001
"120","2018-07-18",29.01
"121","2018-07-19",28.389999
"122","2018-07-20",29.01
"123","2018-07-23",28.860001
"124","2018-07-24",28.41
"125","2018-07-25",27.85
"126","2018-07-26",28.620001
"127","2018-07-27",28.610001
"128","2018-07-30",27.799999
"129","2018-07-31",28.549999
"130","2018-08-01",28.26
"131","2018-08-02",28.75
"132","2018-08-03",30.120001
"133","2018-08-06",29.5
"134","2018-08-07",28.879999
"135","2018-08-08",29.75
"136","2018-08-09",28.950001
"137","2018-08-10",30.129999
"138","2018-08-13",30.16
"139","2018-08-14",30.48
"140","2018-08-15",30.09
"141","2018-08-16",30.299999
"142","2018-08-17",30.879999
"143","2018-08-20",30.85
"144","2018-08-21",30.799999
"145","2018-08-22",31.209999
"146","2018-08-23",31.74
"147","2018-08-24",31.440001
"148","2018-08-27",31.35
"149","2018-08-28",31.639999
"150","2018-08-29",31.950001
"151","2018-08-30",32.029999
"152","2018-08-31",32.040001
"153","2018-09-04",31.75
"154","2018-09-05",31.110001
"155","2018-09-06",30.059999
"156","2018-09-07",29.200001
"157","2018-09-10",28.73
"158","2018-09-11",28.34
"159","2018-09-12",28.42
"160","2018-09-13",29.52
"161","2018-09-14",29.99
"162","2018-09-17",30.549999
"163","2018-09-18",31.280001
"164","2018-09-19",30.23
"165","2018-09-20",30.91
"166","2018-09-21",29.82
"167","2018-09-24",29.139999
"168","2018-09-25",29.389999
"169","2018-09-26",29.5
"170","2018-09-27",29.65
"171","2018-09-28",29.469999
"172","2018-10-01",28.84
"173","2018-10-02",29.02
"174","2018-10-03",29.440001
"175","2018-10-04",29.299999
"176","2018-10-05",28.92
"177","2018-10-08",28.9
"178","2018-10-09",29.879999
"179","2018-10-10",28.629999
"180","2018-10-11",28.41
"181","2018-10-12",28.790001
"182","2018-10-15",28.219999
"183","2018-10-16",28.719999
"184","2018-10-17",28.059999
"185","2018-10-18",27.48
"186","2018-10-19",26.82
"187","2018-10-22",25.610001
"188","2018-10-23",24.73
"189","2018-10-24",24.01
"190","2018-10-25",24.9
"191","2018-10-26",24.290001
"192","2018-10-29",22.030001
"193","2018-10-30",23.559999
"194","2018-10-31",24.25
"195","2018-11-01",24.43
"196","2018-11-02",24.200001
"197","2018-11-05",22.780001
"198","2018-11-06",22.6
"199","2018-11-07",22.969999
"200","2018-11-08",24
"201","2018-11-09",21.01
"202","2018-11-12",20.879999
"203","2018-11-13",21.15
"204","2018-11-14",21.52
"205","2018-11-15",21.84
"206","2018-11-16",20.610001
"207","2018-11-19",19.17
"208","2018-11-20",19.379999
"209","2018-11-21",19.84
"210","2018-11-23",19.780001
"211","2018-11-26",21.1
"212","2018-11-27",20.690001
"213","2018-11-28",22.120001
"214","2018-11-29",22.110001
"215","2018-11-30",22.450001
"216","2018-12-03",23.16
"217","2018-12-04",22.59
"218","2018-12-06",23.790001
"219","2018-12-07",23.34
"220","2018-12-10",22.98
"221","2018-12-11",22.040001
"222","2018-12-12",22.639999
"223","2018-12-13",22.27
"224","2018-12-14",22.370001
"225","2018-12-17",22.040001
"226","2018-12-18",21.02
"227","2018-12-19",20.67
"228","2018-12-20",19.799999
"229","2018-12-21",19.6
"230","2018-12-24",20.110001
"231","2018-12-26",21.809999
"232","2018-12-27",22.809999
"233","2018-12-28",22.67
"234","2018-12-31",23
"235","2019-01-02",23.540001
"236","2019-01-03",22.030001
"237","2019-01-04",22.74
"238","2019-01-07",23.02
"239","2019-01-08",23.83
"240","2019-01-09",24.67
"241","2019-01-10",24.9
"242","2019-01-11",25.17
