"","date","NODK"
"1","2017-03-16",14.75
"2","2017-03-17",14.45
"3","2017-03-20",14.49
"4","2017-03-21",14.4
"5","2017-03-22",14.51
"6","2017-03-23",14.39
"7","2017-03-24",14.41
"8","2017-03-27",14.53
"9","2017-03-28",14.53
"10","2017-03-29",14.52
"11","2017-03-30",14.69
"12","2017-03-31",14.93
"13","2017-04-03",15.25
"14","2017-04-04",15.36
"15","2017-04-05",15.34
"16","2017-04-06",15.28
"17","2017-04-07",15.4
"18","2017-04-10",15.69
"19","2017-04-11",15.93
"20","2017-04-12",15.47
"21","2017-04-13",15.74
"22","2017-04-17",15.7
"23","2017-04-18",15.82
"24","2017-04-19",15.53
"25","2017-04-20",15.34
"26","2017-04-21",15.59
"27","2017-04-24",15.64
"28","2017-04-25",15.91
"29","2017-04-26",15.58
"30","2017-04-27",15.77
"31","2017-04-28",15.71
"32","2017-05-01",15.55
"33","2017-05-02",15.4
"34","2017-05-03",15.73
"35","2017-05-04",15.58
"36","2017-05-05",15.72
"37","2017-05-08",15.82
"38","2017-05-09",16
"39","2017-05-10",15.75
"40","2017-05-11",16.049999
"41","2017-05-12",15.85
"42","2017-05-15",15.96
"43","2017-05-16",16.24
"44","2017-05-17",15.99
"45","2017-05-18",16.17
"46","2017-05-19",16.35
"47","2017-05-22",16.65
"48","2017-05-23",16.559999
"49","2017-05-24",16.51
"50","2017-05-25",16.77
"51","2017-05-26",16.969999
"52","2017-05-30",17.26
"53","2017-05-31",17.450001
"54","2017-06-01",18.5
"55","2017-06-02",18.23
"56","2017-06-05",18.5
"57","2017-06-06",18.67
"58","2017-06-07",18.73
"59","2017-06-08",18.51
"60","2017-06-09",18.440001
"61","2017-06-12",18.43
"62","2017-06-13",18.469999
"63","2017-06-14",18.450001
"64","2017-06-15",18.469999
"65","2017-06-16",18.33
"66","2017-06-19",18.120001
"67","2017-06-20",17.58
"68","2017-06-21",17.959999
"69","2017-06-22",17.309999
"70","2017-06-23",17.15
"71","2017-06-26",17.790001
"72","2017-06-27",18
"73","2017-06-28",18
"74","2017-06-29",17.98
"75","2017-06-30",17.879999
"76","2017-07-03",17.809999
"77","2017-07-05",17.799999
"78","2017-07-06",17.620001
"79","2017-07-07",17.93
"80","2017-07-10",17.940001
"81","2017-07-11",17.92
"82","2017-07-12",17.99
"83","2017-07-13",17.620001
"84","2017-07-14",17.280001
"85","2017-07-17",17.370001
"86","2017-07-18",17.719999
"87","2017-07-19",17.969999
"88","2017-07-20",18
"89","2017-07-21",17.969999
"90","2017-07-24",17.959999
"91","2017-07-25",17.99
"92","2017-07-26",17.940001
"93","2017-07-27",17.870001
"94","2017-07-28",17.99
"95","2017-07-31",17.98
"96","2017-08-01",18
"97","2017-08-02",17.780001
"98","2017-08-03",17.709999
"99","2017-08-04",17.969999
"100","2017-08-07",18
"101","2017-08-08",17.93
"102","2017-08-09",17.75
"103","2017-08-10",17.65
"104","2017-08-11",17.42
"105","2017-08-14",17.139999
"106","2017-08-15",16.389999
"107","2017-08-16",16.059999
"108","2017-08-17",15.98
"109","2017-08-18",16.309999
"110","2017-08-21",16.26
"111","2017-08-22",16.219999
"112","2017-08-23",16.209999
"113","2017-08-24",16.18
"114","2017-08-25",16.120001
"115","2017-08-28",16.01
"116","2017-08-29",16.08
"117","2017-08-30",16.200001
"118","2017-08-31",16.51
"119","2017-09-01",16.33
"120","2017-09-05",16.299999
"121","2017-09-06",16.4
"122","2017-09-07",16.799999
"123","2017-09-08",16.51
"124","2017-09-11",16.379999
"125","2017-09-12",16.58
"126","2017-09-13",16.76
"127","2017-09-14",17.360001
"128","2017-09-15",17.4
"129","2017-09-18",17.370001
"130","2017-09-19",17.559999
"131","2017-09-20",17.370001
"132","2017-09-21",17.4
"133","2017-09-22",17.299999
"134","2017-09-25",17.540001
"135","2017-09-26",17.790001
"136","2017-09-27",18.02
"137","2017-09-28",18
"138","2017-09-29",17.9
"139","2017-10-02",18.01
"140","2017-10-03",18
"141","2017-10-04",18
"142","2017-10-05",18.049999
"143","2017-10-06",17.99
"144","2017-10-09",18.059999
"145","2017-10-10",18.35
"146","2017-10-11",18.27
"147","2017-10-12",18.209999
"148","2017-10-13",18.18
"149","2017-10-16",18.280001
"150","2017-10-17",18.25
"151","2017-10-18",18.25
"152","2017-10-19",18.190001
"153","2017-10-20",18.129999
"154","2017-10-23",17.870001
"155","2017-10-24",17.9
"156","2017-10-25",17.74
"157","2017-10-26",17.799999
"158","2017-10-27",17.85
"159","2017-10-30",17.65
"160","2017-10-31",17.889999
"161","2017-11-01",17.860001
"162","2017-11-02",17.870001
"163","2017-11-03",17.82
"164","2017-11-06",17.790001
"165","2017-11-07",17.309999
"166","2017-11-08",17.01
"167","2017-11-09",17.09
"168","2017-11-10",17.120001
"169","2017-11-13",17
"170","2017-11-14",16.9
"171","2017-11-15",16.9
"172","2017-11-16",17.48
"173","2017-11-17",17.360001
"174","2017-11-20",17.48
"175","2017-11-21",17.450001
"176","2017-11-22",17.299999
"177","2017-11-24",17.389999
"178","2017-11-27",17.35
"179","2017-11-28",17.5
"180","2017-11-29",17.620001
"181","2017-11-30",17.559999
"182","2017-12-01",17.309999
"183","2017-12-04",17.450001
"184","2017-12-05",16.99
"185","2017-12-06",17.07
"186","2017-12-07",16.959999
"187","2017-12-08",16.790001
"188","2017-12-11",16.73
"189","2017-12-12",17.110001
"190","2017-12-13",17.17
"191","2017-12-14",16.73
"192","2017-12-15",17.379999
"193","2017-12-18",17.42
"194","2017-12-19",17.18
"195","2017-12-20",17.209999
"196","2017-12-21",17.200001
"197","2017-12-22",16.85
"198","2017-12-26",16.809999
"199","2017-12-27",16.99
"200","2017-12-28",17.16
"201","2017-12-29",16.98
"202","2018-01-02",16.74
"203","2018-01-03",16.700001
"204","2018-01-04",16.549999
"205","2018-01-05",16.58
"206","2018-01-08",16.43
"207","2018-01-09",16.26
"208","2018-01-10",16.469999
"209","2018-01-11",16.65
"210","2018-01-12",16.799999
"211","2018-01-16",16.85
"212","2018-01-17",17
"213","2018-01-18",17
"214","2018-01-19",16.959999
"215","2018-01-22",16.799999
"216","2018-01-23",16.799999
"217","2018-01-24",16.620001
"218","2018-01-25",16.74
"219","2018-01-26",16.719999
"220","2018-01-29",16.73
"221","2018-01-30",16.639999
"222","2018-01-31",16.620001
"223","2018-02-01",16.76
