"","date","EHTH"
"1","2007-01-03",20.200001
"2","2007-01-04",21.5
"3","2007-01-05",20.799999
"4","2007-01-08",20.9
"5","2007-01-09",20.940001
"6","2007-01-10",21.66
"7","2007-01-11",21.879999
"8","2007-01-12",21.799999
"9","2007-01-16",22.48
"10","2007-01-17",22.139999
"11","2007-01-18",22.190001
"12","2007-01-19",22.18
"13","2007-01-22",23.620001
"14","2007-01-23",24.049999
"15","2007-01-24",23.6
"16","2007-01-25",22.940001
"17","2007-01-26",22.75
"18","2007-01-29",22.75
"19","2007-01-30",22.4
"20","2007-01-31",22.040001
"21","2007-02-01",21.690001
"22","2007-02-02",21.84
"23","2007-02-05",21.620001
"24","2007-02-06",21.719999
"25","2007-02-07",21.74
"26","2007-02-08",21.68
"27","2007-02-09",21.219999
"28","2007-02-12",20.879999
"29","2007-02-13",20.93
"30","2007-02-14",22.16
"31","2007-02-15",23.049999
"32","2007-02-16",24.01
"33","2007-02-20",24
"34","2007-02-21",24.5
"35","2007-02-22",24.73
"36","2007-02-23",25.07
"37","2007-02-26",25.25
"38","2007-02-27",24.74
"39","2007-02-28",25.02
"40","2007-03-01",25.07
"41","2007-03-02",25.01
"42","2007-03-05",23.5
"43","2007-03-06",23.370001
"44","2007-03-07",23.16
"45","2007-03-08",23.219999
"46","2007-03-09",23.67
"47","2007-03-12",23.93
"48","2007-03-13",23.27
"49","2007-03-14",22.82
"50","2007-03-15",22.93
"51","2007-03-16",23.27
"52","2007-03-19",23.709999
"53","2007-03-20",25.08
"54","2007-03-21",25.299999
"55","2007-03-22",24.83
"56","2007-03-23",25.610001
"57","2007-03-26",25.27
"58","2007-03-27",24.610001
"59","2007-03-28",23.99
"60","2007-03-29",23.83
"61","2007-03-30",23.549999
"62","2007-04-02",23.26
"63","2007-04-03",23.66
"64","2007-04-04",23.860001
"65","2007-04-05",23.67
"66","2007-04-09",23.549999
"67","2007-04-10",22.969999
"68","2007-04-11",22
"69","2007-04-12",21.860001
"70","2007-04-13",21.5
"71","2007-04-16",22.190001
"72","2007-04-17",22.120001
"73","2007-04-18",21.74
"74","2007-04-19",21.68
"75","2007-04-20",22
"76","2007-04-23",22
"77","2007-04-24",21.92
"78","2007-04-25",21.879999
"79","2007-04-26",21.51
"80","2007-04-27",21.120001
"81","2007-04-30",22.08
"82","2007-05-01",21.940001
"83","2007-05-02",22.690001
"84","2007-05-03",22.65
"85","2007-05-04",22
"86","2007-05-07",20.51
"87","2007-05-08",20.530001
"88","2007-05-09",20.02
"89","2007-05-10",19.91
"90","2007-05-11",20.15
"91","2007-05-14",19.610001
"92","2007-05-15",19.049999
"93","2007-05-16",18.5
"94","2007-05-17",18.17
"95","2007-05-18",18.15
"96","2007-05-21",19.08
"97","2007-05-22",19.129999
"98","2007-05-23",19.200001
"99","2007-05-24",19.65
"100","2007-05-25",20.35
"101","2007-05-29",20.43
"102","2007-05-30",20.290001
"103","2007-05-31",19.9
"104","2007-06-01",19.950001
"105","2007-06-04",19.540001
"106","2007-06-05",19.5
"107","2007-06-06",19.25
"108","2007-06-07",17.98
"109","2007-06-08",17.889999
"110","2007-06-11",17.99
"111","2007-06-12",17.99
"112","2007-06-13",18.280001
"113","2007-06-14",18.09
"114","2007-06-15",19.01
"115","2007-06-18",18.360001
"116","2007-06-19",18.379999
"117","2007-06-20",18
"118","2007-06-21",18.02
"119","2007-06-22",18
"120","2007-06-25",19.17
"121","2007-06-26",19
"122","2007-06-27",19.35
"123","2007-06-28",19.290001
"124","2007-06-29",19.09
"125","2007-07-02",19.389999
"126","2007-07-03",19.02
"127","2007-07-05",18.98
"128","2007-07-06",19.440001
"129","2007-07-09",19.690001
"130","2007-07-10",19.780001
"131","2007-07-11",19.35
"132","2007-07-12",19.059999
"133","2007-07-13",18.889999
"134","2007-07-16",19.049999
"135","2007-07-17",19
"136","2007-07-18",19.09
"137","2007-07-19",19.1
"138","2007-07-20",19.16
"139","2007-07-23",19.1
"140","2007-07-24",19.08
"141","2007-07-25",19.43
"142","2007-07-26",19.440001
"143","2007-07-27",20
"144","2007-07-30",19.780001
"145","2007-07-31",19.620001
"146","2007-08-01",21.66
"147","2007-08-02",21.58
"148","2007-08-03",20.639999
"149","2007-08-06",22.190001
"150","2007-08-07",22.200001
"151","2007-08-08",22.120001
"152","2007-08-09",21.82
"153","2007-08-10",21.950001
"154","2007-08-13",21.6
"155","2007-08-14",21.780001
"156","2007-08-15",19.950001
"157","2007-08-16",20.35
"158","2007-08-17",20.969999
"159","2007-08-20",20.43
"160","2007-08-21",20.879999
"161","2007-08-22",21.18
"162","2007-08-23",20.469999
"163","2007-08-24",20.48
"164","2007-08-27",20.309999
"165","2007-08-28",20.08
"166","2007-08-29",20
"167","2007-08-30",20.450001
"168","2007-08-31",20.049999
"169","2007-09-04",20.5
"170","2007-09-05",21.75
"171","2007-09-06",22
"172","2007-09-07",22.15
"173","2007-09-10",23.440001
"174","2007-09-11",24.690001
"175","2007-09-12",24.57
"176","2007-09-13",24.879999
"177","2007-09-14",24.540001
"178","2007-09-17",24.34
"179","2007-09-18",24.459999
"180","2007-09-19",25.18
"181","2007-09-20",26.23
"182","2007-09-21",27.09
"183","2007-09-24",26.889999
"184","2007-09-25",26.030001
"185","2007-09-26",26.23
"186","2007-09-27",27.23
"187","2007-09-28",27.700001
"188","2007-10-01",27.85
"189","2007-10-02",27.219999
"190","2007-10-03",28.18
"191","2007-10-04",27.98
"192","2007-10-05",29.030001
"193","2007-10-08",27.68
"194","2007-10-09",28.52
"195","2007-10-10",26.959999
"196","2007-10-11",26.91
"197","2007-10-12",27.08
"198","2007-10-15",27.139999
"199","2007-10-16",27.01
"200","2007-10-17",27.43
"201","2007-10-18",27.26
"202","2007-10-19",26.700001
"203","2007-10-22",26.68
"204","2007-10-23",27.08
"205","2007-10-24",26.48
"206","2007-10-25",26.700001
"207","2007-10-26",26.43
"208","2007-10-29",26.280001
"209","2007-10-30",27.799999
"210","2007-10-31",27.940001
"211","2007-11-01",27.99
"212","2007-11-02",32.419998
"213","2007-11-05",34.299999
"214","2007-11-06",33.599998
"215","2007-11-07",32.810001
"216","2007-11-08",33.860001
"217","2007-11-09",32.970001
"218","2007-11-12",32.990002
"219","2007-11-13",33.330002
"220","2007-11-14",33.830002
"221","2007-11-15",35.060001
"222","2007-11-16",35.990002
"223","2007-11-19",34.630001
"224","2007-11-20",34.709999
"225","2007-11-21",31.120001
"226","2007-11-23",31.67
"227","2007-11-26",31.07
"228","2007-11-27",31.51
"229","2007-11-28",31.370001
"230","2007-11-29",31.74
"231","2007-11-30",30.99
"232","2007-12-03",31.6
"233","2007-12-04",30.9
"234","2007-12-05",31.5
"235","2007-12-06",31.74
"236","2007-12-07",31
"237","2007-12-10",30.110001
"238","2007-12-11",30.049999
"239","2007-12-12",31.23
"240","2007-12-13",31.120001
"241","2007-12-14",31.440001
"242","2007-12-17",34.57
"243","2007-12-18",31.08
"244","2007-12-19",32.259998
"245","2007-12-20",32.580002
"246","2007-12-21",32.57
"247","2007-12-24",32.27
"248","2007-12-26",32.419998
"249","2007-12-27",31.77
"250","2007-12-28",32.279999
"251","2007-12-31",32.110001
"252","2008-01-02",32.200001
"253","2008-01-03",32.610001
"254","2008-01-04",32.400002
"255","2008-01-07",32.25
"256","2008-01-08",31.959999
"257","2008-01-09",33.169998
"258","2008-01-10",35.310001
"259","2008-01-11",35
"260","2008-01-14",33.509998
"261","2008-01-15",33.169998
"262","2008-01-16",32.189999
"263","2008-01-17",30.959999
"264","2008-01-18",29.620001
"265","2008-01-22",30.49
"266","2008-01-23",31.02
"267","2008-01-24",30.18
"268","2008-01-25",29.27
"269","2008-01-28",28.139999
"270","2008-01-29",28.18
"271","2008-01-30",27.01
"272","2008-01-31",26.190001
"273","2008-02-01",26.469999
"274","2008-02-04",26.540001
"275","2008-02-05",25.57
"276","2008-02-06",24.43
"277","2008-02-07",24.84
"278","2008-02-08",24.379999
"279","2008-02-11",23.41
"280","2008-02-12",24
"281","2008-02-13",22.549999
"282","2008-02-14",22.030001
"283","2008-02-15",26.120001
"284","2008-02-19",25.27
"285","2008-02-20",23.889999
"286","2008-02-21",23.83
"287","2008-02-22",22.799999
"288","2008-02-25",23.82
"289","2008-02-26",24.51
"290","2008-02-27",25.280001
"291","2008-02-28",24.73
"292","2008-02-29",24.49
"293","2008-03-03",24.450001
"294","2008-03-04",25.030001
"295","2008-03-05",25.35
"296","2008-03-06",25
"297","2008-03-07",25.42
"298","2008-03-10",24.85
"299","2008-03-11",23.799999
