"","date","ATRA"
"1","2014-10-16",10.65
"2","2014-10-17",12
"3","2014-10-20",14.35
"4","2014-10-21",13.85
"5","2014-10-22",13.67
"6","2014-10-23",13.28
"7","2014-10-24",14.89
"8","2014-10-27",17.34
"9","2014-10-28",20.24
"10","2014-10-29",18.799999
"11","2014-10-30",19.719999
"12","2014-10-31",19.18
"13","2014-11-03",23.93
"14","2014-11-04",23.950001
"15","2014-11-05",24.91
"16","2014-11-06",24.799999
"17","2014-11-07",28.75
"18","2014-11-10",26.42
"19","2014-11-11",27.209999
"20","2014-11-12",22.549999
"21","2014-11-13",22.99
"22","2014-11-14",23.17
"23","2014-11-17",26.67
"24","2014-11-18",26.35
"25","2014-11-19",27
"26","2014-11-20",26.08
"27","2014-11-21",26.870001
"28","2014-11-24",27.059999
"29","2014-11-25",25.889999
"30","2014-11-26",26.99
"31","2014-11-28",27
"32","2014-12-01",26.66
"33","2014-12-02",31.799999
"34","2014-12-03",30.48
"35","2014-12-04",31.51
"36","2014-12-05",30.48
"37","2014-12-08",30.48
"38","2014-12-09",28.139999
"39","2014-12-10",31.030001
"40","2014-12-11",27.6
"41","2014-12-12",25.49
"42","2014-12-15",22.5
"43","2014-12-16",24.35
"44","2014-12-17",30.120001
"45","2014-12-18",27.950001
"46","2014-12-19",27.85
"47","2014-12-22",27.32
"48","2014-12-23",27.59
"49","2014-12-24",28
"50","2014-12-26",27.709999
"51","2014-12-29",27.09
"52","2014-12-30",27.26
"53","2014-12-31",26.75
"54","2015-01-02",26.700001
"55","2015-01-05",27.780001
"56","2015-01-06",25.889999
"57","2015-01-07",26
"58","2015-01-08",26.110001
"59","2015-01-09",25.370001
"60","2015-01-12",27.459999
"61","2015-01-13",25.719999
"62","2015-01-14",26.73
"63","2015-01-15",24.690001
"64","2015-01-16",25.15
"65","2015-01-20",23.84
"66","2015-01-21",23.379999
"67","2015-01-22",23.6
"68","2015-01-23",23.139999
"69","2015-01-26",23.83
"70","2015-01-27",24.639999
"71","2015-01-28",22.75
"72","2015-01-29",24.450001
"73","2015-01-30",24.360001
"74","2015-02-02",23.459999
"75","2015-02-03",23.030001
"76","2015-02-04",20.98
"77","2015-02-05",19.27
"78","2015-02-06",19.280001
"79","2015-02-09",18.299999
"80","2015-02-10",19.139999
"81","2015-02-11",18.549999
"82","2015-02-12",18.1
"83","2015-02-13",18
"84","2015-02-17",18.9
"85","2015-02-18",20.08
"86","2015-02-19",21.66
"87","2015-02-20",21.32
"88","2015-02-23",22.870001
"89","2015-02-24",21.459999
"90","2015-02-25",20.790001
"91","2015-02-26",20.959999
"92","2015-02-27",19.559999
"93","2015-03-02",20.48
"94","2015-03-03",22.02
"95","2015-03-04",26.549999
"96","2015-03-05",28.75
"97","2015-03-06",28.309999
"98","2015-03-09",29.75
"99","2015-03-10",30.07
"100","2015-03-11",31.75
"101","2015-03-12",33.119999
"102","2015-03-13",31.42
"103","2015-03-16",33.099998
"104","2015-03-17",33.34
"105","2015-03-18",31.790001
"106","2015-03-19",35.889999
"107","2015-03-20",38.779999
"108","2015-03-23",38.959999
"109","2015-03-24",38.939999
"110","2015-03-25",36.25
"111","2015-03-26",34.900002
"112","2015-03-27",36.599998
"113","2015-03-30",42.900002
"114","2015-03-31",41.57
"115","2015-04-01",40.18
"116","2015-04-02",43.18
"117","2015-04-06",41.669998
"118","2015-04-07",42.560001
"119","2015-04-08",45.950001
"120","2015-04-09",46.889999
"121","2015-04-10",47.490002
"122","2015-04-13",47.880001
"123","2015-04-14",47.779999
"124","2015-04-15",47.75
"125","2015-04-16",53.279999
"126","2015-04-17",52.240002
"127","2015-04-20",53.610001
"128","2015-04-21",56.150002
"129","2015-04-22",63.790001
"130","2015-04-23",64.019997
"131","2015-04-24",59.889999
"132","2015-04-27",48.290001
"133","2015-04-28",47.02
"134","2015-04-29",46.23
"135","2015-04-30",41.450001
"136","2015-05-01",40.450001
"137","2015-05-04",41.209999
"138","2015-05-05",39.080002
"139","2015-05-06",38.029999
"140","2015-05-07",36.669998
"141","2015-05-08",37.369999
"142","2015-05-11",37.700001
"143","2015-05-12",40.240002
"144","2015-05-13",38.439999
"145","2015-05-14",37.580002
"146","2015-05-15",37.299999
"147","2015-05-18",39.560001
"148","2015-05-19",37.990002
"149","2015-05-20",39.400002
"150","2015-05-21",37.330002
"151","2015-05-22",37.73
"152","2015-05-26",38.540001
"153","2015-05-27",39.57
"154","2015-05-28",39.779999
"155","2015-05-29",42.360001
"156","2015-06-01",40.630001
"157","2015-06-02",41.419998
"158","2015-06-03",40.889999
"159","2015-06-04",43.200001
"160","2015-06-05",45.220001
"161","2015-06-08",44.720001
"162","2015-06-09",44.150002
"163","2015-06-10",44.490002
"164","2015-06-11",44.150002
"165","2015-06-12",48
"166","2015-06-15",56.189999
"167","2015-06-16",52.07
"168","2015-06-17",55.82
"169","2015-06-18",52.540001
"170","2015-06-19",54.07
"171","2015-06-22",54.200001
"172","2015-06-23",54.119999
"173","2015-06-24",52.09
"174","2015-06-25",52.630001
"175","2015-06-26",52.619999
"176","2015-06-29",51.549999
"177","2015-06-30",52.759998
"178","2015-07-01",45.330002
"179","2015-07-02",45.5
"180","2015-07-06",47.240002
"181","2015-07-07",46.32
"182","2015-07-08",48.830002
"183","2015-07-09",53.41
"184","2015-07-10",54.169998
"185","2015-07-13",62.029999
"186","2015-07-14",63.110001
"187","2015-07-15",62.16
"188","2015-07-16",61.310001
"189","2015-07-17",59.919998
"190","2015-07-20",56.299999
"191","2015-07-21",59.450001
"192","2015-07-22",59.970001
"193","2015-07-23",59.330002
"194","2015-07-24",55.98
"195","2015-07-27",57.889999
"196","2015-07-28",59.73
"197","2015-07-29",58.830002
"198","2015-07-30",55.619999
"199","2015-07-31",56.139999
"200","2015-08-03",56.98
"201","2015-08-04",56.959999
"202","2015-08-05",58.419998
"203","2015-08-06",55.98
"204","2015-08-07",51.779999
"205","2015-08-10",50.02
"206","2015-08-11",49.32
"207","2015-08-12",51.619999
"208","2015-08-13",47.799999
"209","2015-08-14",47.18
"210","2015-08-17",50.060001
"211","2015-08-18",49.52
"212","2015-08-19",47.07
"213","2015-08-20",42.799999
"214","2015-08-21",42.009998
"215","2015-08-24",38.290001
"216","2015-08-25",40.02
"217","2015-08-26",39.450001
"218","2015-08-27",39.970001
"219","2015-08-28",40.220001
"220","2015-08-31",40.529999
"221","2015-09-01",39.02
"222","2015-09-02",43.150002
"223","2015-09-03",42.59
"224","2015-09-04",42.110001
"225","2015-09-08",43.759998
"226","2015-09-09",44.369999
"227","2015-09-10",46.810001
"228","2015-09-11",47.369999
"229","2015-09-14",44.580002
"230","2015-09-15",45.380001
"231","2015-09-16",45.009998
"232","2015-09-17",49.110001
"233","2015-09-18",48.970001
"234","2015-09-21",45.619999
"235","2015-09-22",43.220001
"236","2015-09-23",43.049999
"237","2015-09-24",43.48
"238","2015-09-25",40.09
"239","2015-09-28",35.48
"240","2015-09-29",33.09
"241","2015-09-30",31.440001
"242","2015-10-01",29.969999
"243","2015-10-02",34.18
"244","2015-10-05",33.43
"245","2015-10-06",32.860001
"246","2015-10-07",36.32
"247","2015-10-08",32.080002
"248","2015-10-09",32.279999
"249","2015-10-12",33.029999
"250","2015-10-13",31.48
"251","2015-10-14",29.27
"252","2015-10-15",29.379999
"253","2015-10-16",29.459999
"254","2015-10-19",29.93
"255","2015-10-20",28.049999
"256","2015-10-21",24.99
"257","2015-10-22",24.43
"258","2015-10-23",24.15
"259","2015-10-26",23.879999
"260","2015-10-27",24.299999
"261","2015-10-28",26.719999
