"","date","MPB"
"224","2007-11-20",24.299999
"225","2007-11-21",24.299999
"226","2007-11-23",24.299999
"227","2007-11-26",25.25
"228","2007-11-27",25.75
"229","2007-11-28",25.5
"230","2007-11-29",25.5
"231","2007-11-30",25.299999
"232","2007-12-03",25
"233","2007-12-04",25
"234","2007-12-05",25
"235","2007-12-06",25.5
"236","2007-12-07",25.25
"237","2007-12-10",25.200001
"238","2007-12-11",25.200001
"239","2007-12-12",25.200001
"240","2007-12-13",25.200001
"241","2007-12-14",25.200001
"242","2007-12-17",25.35
"243","2007-12-18",25.35
"244","2007-12-19",25.5
"245","2007-12-20",25.5
"246","2007-12-21",25.5
"247","2007-12-24",25.5
"248","2007-12-26",26
"249","2007-12-27",26.35
"250","2007-12-28",26.9
"251","2007-12-31",26.9
"252","2008-01-02",26
"253","2008-01-03",26
"254","2008-01-04",26
"255","2008-01-07",23.9
"256","2008-01-08",23.9
"257","2008-01-09",23.450001
"258","2008-01-10",23.35
"259","2008-01-11",23.450001
"260","2008-01-14",23
"261","2008-01-15",23
"262","2008-01-16",22.799999
"263","2008-01-17",23.33
"264","2008-01-18",23.65
"265","2008-01-22",23.4
"266","2008-01-23",23.6
"267","2008-01-24",23.799999
"268","2008-01-25",24.200001
"269","2008-01-28",24.25
"270","2008-01-29",24.25
"271","2008-01-30",24.43
"272","2008-01-31",25.1
"273","2008-02-01",25.1
"274","2008-02-04",25
"275","2008-02-05",25.4
"276","2008-02-06",25.4
"277","2008-02-07",25.299999
"278","2008-02-08",25.299999
"279","2008-02-11",25.299999
"280","2008-02-12",25.1
"281","2008-02-13",25.1
"282","2008-02-14",25.1
"283","2008-02-15",25.1
"284","2008-02-19",25.1
"285","2008-02-20",24.4
"286","2008-02-21",24.6
"287","2008-02-22",24.6
"288","2008-02-25",25.1
"289","2008-02-26",25.18
"290","2008-02-27",25.5
"291","2008-02-28",25.5
"292","2008-02-29",25.5
"293","2008-03-03",25.5
"294","2008-03-04",25.5
"295","2008-03-05",25.5
"296","2008-03-06",25.450001
"297","2008-03-07",25.5
"298","2008-03-10",25.35
"299","2008-03-11",25.190001
"300","2008-03-12",24.799999
"301","2008-03-13",24.75
"302","2008-03-14",24.75
"303","2008-03-17",24.75
"304","2008-03-18",25.15
"305","2008-03-19",25.15
"306","2008-03-20",25
"307","2008-03-24",24.639999
"308","2008-03-25",24.549999
"309","2008-03-26",25.25
"310","2008-03-27",25.15
"311","2008-03-28",25.15
"312","2008-03-31",25.299999
"313","2008-04-01",25.25
"314","2008-04-02",25.5
"315","2008-04-03",25.5
"316","2008-04-04",25.5
"317","2008-04-07",25.35
"318","2008-04-08",25.35
"319","2008-04-09",25.35
"320","2008-04-10",25.4
"321","2008-04-11",25.4
"322","2008-04-14",24.9
"323","2008-04-15",24.4
"324","2008-04-16",24.4
"325","2008-04-17",24.6
"326","2008-04-18",24.290001
"327","2008-04-21",23.799999
"328","2008-04-22",24.049999
"329","2008-04-23",24.049999
"330","2008-04-24",24.049999
"331","2008-04-25",24.049999
"332","2008-04-28",23.85
"333","2008-04-29",23.85
"334","2008-04-30",23.790001
"335","2008-05-01",23.299999
"336","2008-05-02",23.5
"337","2008-05-05",22.85
"338","2008-05-06",25.299999
"339","2008-05-07",25.299999
"340","2008-05-08",25.299999
"341","2008-05-09",25.9
"342","2008-05-12",25.9
"343","2008-05-13",25.450001
"344","2008-05-14",25.450001
"345","2008-05-15",25.450001
"346","2008-05-16",25.450001
"347","2008-05-19",25.450001
"348","2008-05-20",25.450001
"349","2008-05-21",25.450001
"350","2008-05-22",25.450001
"351","2008-05-23",25.299999
"352","2008-05-27",25.700001
"353","2008-05-28",26.049999
"354","2008-05-29",25.950001
"355","2008-05-30",26.1
"356","2008-06-02",26.1
"357","2008-06-03",26.1
"358","2008-06-04",26
"359","2008-06-05",26
"360","2008-06-06",26
"361","2008-06-09",26
"362","2008-06-10",26
"363","2008-06-11",26.35
"364","2008-06-12",26.799999
"365","2008-06-13",27
"366","2008-06-16",26.57
"367","2008-06-17",26.9
"368","2008-06-18",26.9
"369","2008-06-19",26.700001
"370","2008-06-20",26.700001
"371","2008-06-23",27
"372","2008-06-24",27.200001
"373","2008-06-25",27.25
"374","2008-06-26",27.25
"375","2008-06-27",25.9
"376","2008-06-30",25.200001
"377","2008-07-01",24.1
"378","2008-07-02",24.280001
"379","2008-07-03",24.280001
"380","2008-07-07",24.25
"381","2008-07-08",23.9
"382","2008-07-09",23.9
"383","2008-07-10",23.700001
"384","2008-07-11",23.049999
"385","2008-07-14",23.25
"386","2008-07-15",23.25
"387","2008-07-16",22.299999
"388","2008-07-17",22.299999
"389","2008-07-18",22.35
"390","2008-07-21",22.35
"391","2008-07-22",22.15
"392","2008-07-23",23.18
"393","2008-07-24",23.18
"394","2008-07-25",23.299999
"395","2008-07-28",23.450001
"396","2008-07-29",23.450001
"397","2008-07-30",23.450001
"398","2008-07-31",23.450001
"399","2008-08-01",23.65
"400","2008-08-04",23.65
"401","2008-08-05",23.65
"402","2008-08-06",23.25
"403","2008-08-07",23.450001
"404","2008-08-08",23.25
"405","2008-08-11",23.25
"406","2008-08-12",23.4
"407","2008-08-13",23.42
"408","2008-08-14",23.440001
"409","2008-08-15",23.629999
"410","2008-08-18",23.629999
"411","2008-08-19",23.5
"412","2008-08-20",23.5
"413","2008-08-21",23.6
"414","2008-08-22",23.790001
"415","2008-08-25",24.25
"416","2008-08-26",24.1
"417","2008-08-27",24.1
"418","2008-08-28",24.299999
"419","2008-08-29",24.799999
"420","2008-09-02",24.450001
"421","2008-09-03",24.799999
"422","2008-09-04",24.950001
"423","2008-09-05",24.950001
"424","2008-09-08",25.450001
"425","2008-09-09",25.450001
"426","2008-09-10",25.450001
"427","2008-09-11",25.35
"428","2008-09-12",25.35
"429","2008-09-15",24.700001
"430","2008-09-16",24.950001
"431","2008-09-17",25.35
"432","2008-09-18",25.35
"433","2008-09-19",26
"434","2008-09-22",23.75
"435","2008-09-23",22.75
"436","2008-09-24",22.4
"437","2008-09-25",22.700001
"438","2008-09-26",22.700001
"439","2008-09-29",23.360001
"440","2008-09-30",23.360001
"441","2008-10-01",23.360001
"442","2008-10-02",23.700001
"443","2008-10-03",23.700001
"444","2008-10-06",23.700001
"445","2008-10-07",23.700001
"446","2008-10-08",19.200001
"447","2008-10-09",17.42
"448","2008-10-10",20.049999
"449","2008-10-13",19.549999
"450","2008-10-14",20.049999
"451","2008-10-15",20.549999
"452","2008-10-16",21
"453","2008-10-17",21
"454","2008-10-20",20.6
"455","2008-10-21",22.32
"456","2008-10-22",19.5
"457","2008-10-23",20.01
"458","2008-10-24",20.01
"459","2008-10-27",20.02
"460","2008-10-28",20.969999
"461","2008-10-29",21
"462","2008-10-30",20.049999
"463","2008-10-31",22
"464","2008-11-03",22
"465","2008-11-04",21.5
"466","2008-11-05",21.5
"467","2008-11-06",21
"468","2008-11-07",21
"469","2008-11-10",21
"470","2008-11-11",21
"471","2008-11-12",21
"472","2008-11-13",19
"473","2008-11-14",21.57
"474","2008-11-17",18.799999
"475","2008-11-18",20
"476","2008-11-19",20
"477","2008-11-20",20
"478","2008-11-21",20
"479","2008-11-24",24
"480","2008-11-25",23.25
"481","2008-11-26",21.01
"482","2008-11-28",21.01
"483","2008-12-01",21.01
"484","2008-12-02",21.01
"485","2008-12-03",19.9
"486","2008-12-04",19
"487","2008-12-05",19
"488","2008-12-08",19
"489","2008-12-09",19
"490","2008-12-10",19
"491","2008-12-11",19.75
"492","2008-12-12",19.75
"493","2008-12-15",19.75
"494","2008-12-16",21.67
"495","2008-12-17",20.129999
"496","2008-12-18",19.75
"497","2008-12-19",22
"498","2008-12-22",22
"499","2008-12-23",22
"500","2008-12-24",22
"501","2008-12-26",19.75
"502","2008-12-29",19.75
"503","2008-12-30",19.75
"504","2008-12-31",20.969999
"505","2009-01-02",20.969999
"506","2009-01-05",19
"507","2009-01-06",19.5
"508","2009-01-07",19.5
"509","2009-01-08",19.5
"510","2009-01-09",19.5
"511","2009-01-12",19.5
"512","2009-01-13",19.5
"513","2009-01-14",19.5
"514","2009-01-15",19.5
"515","2009-01-16",19.5
"516","2009-01-20",18
"517","2009-01-21",18
"518","2009-01-22",18.040001
"519","2009-01-23",18
"520","2009-01-26",18.129999
"521","2009-01-27",18.129999
"522","2009-01-28",18.139999
"523","2009-01-29",18.139999
"524","2009-01-30",18.139999
"525","2009-02-02",18.139999
"526","2009-02-03",18.139999
"527","2009-02-04",18.139999
"528","2009-02-05",18.139999
"529","2009-02-06",18.139999
"530","2009-02-09",17.799999
"531","2009-02-10",17.799999
"532","2009-02-11",17.799999
"533","2009-02-12",17.799999
"534","2009-02-13",17.799999
"535","2009-02-17",17.799999
"536","2009-02-18",19.450001
"537","2009-02-19",18.75
"538","2009-02-20",18.75
"539","2009-02-23",20.639999
"540","2009-02-24",20.299999
"541","2009-02-25",20.969999
"542","2009-02-26",20.969999
"543","2009-02-27",21.9
"544","2009-03-02",20.5
"545","2009-03-03",20
"546","2009-03-04",19.5
"547","2009-03-05",20.75
"548","2009-03-06",19.5
"549","2009-03-09",19.5
"550","2009-03-10",19.5
"551","2009-03-11",19.5
"552","2009-03-12",19.5
"553","2009-03-13",19.299999
"554","2009-03-16",19.299999
"555","2009-03-17",18.799999
"556","2009-03-18",18.799999
"557","2009-03-19",18.799999
"558","2009-03-20",18.799999
"559","2009-03-23",18.799999
"560","2009-03-24",18.799999
"561","2009-03-25",18.799999
"562","2009-03-26",19
"563","2009-03-27",19
"564","2009-03-30",19
"565","2009-03-31",19
"566","2009-04-01",19
"567","2009-04-02",19
"568","2009-04-03",19.99
"569","2009-04-06",19.99
"570","2009-04-07",19.99
"571","2009-04-08",19.99
"572","2009-04-09",18.799999
"573","2009-04-13",19
"574","2009-04-14",19
"575","2009-04-15",19
"576","2009-04-16",19
"577","2009-04-17",19
"578","2009-04-20",19
"579","2009-04-21",18.200001
"580","2009-04-22",19.799999
"581","2009-04-23",18.200001
"582","2009-04-24",18.200001
"583","2009-04-27",19.92
"584","2009-04-28",18.01
"585","2009-04-29",18.01
"586","2009-04-30",18.01
"587","2009-05-01",19
"588","2009-05-04",19
"589","2009-05-05",19
"590","2009-05-06",19
"591","2009-05-07",19
"592","2009-05-08",18.9
"593","2009-05-11",17.84
"594","2009-05-12",18.040001
"595","2009-05-13",19
"596","2009-05-14",19
"597","2009-05-15",19.15
"598","2009-05-18",19.549999
"599","2009-05-19",19.5
"600","2009-05-20",20
"601","2009-05-21",20
"602","2009-05-22",19.9
"603","2009-05-26",20.25
"604","2009-05-27",20.98
"605","2009-05-28",20.5
"606","2009-05-29",22.469999
"607","2009-06-01",24
"608","2009-06-02",24
"609","2009-06-03",24
"610","2009-06-04",23
"611","2009-06-05",23
"612","2009-06-08",23
"613","2009-06-09",22.6
"614","2009-06-10",23.5
"615","2009-06-11",23.5
"616","2009-06-12",23.75
"617","2009-06-15",20
"618","2009-06-16",17.049999
"619","2009-06-17",16.65
"620","2009-06-18",16.969999
"621","2009-06-19",16.5
"622","2009-06-22",16.25
"623","2009-06-23",16.049999
"624","2009-06-24",16.5
"625","2009-06-25",16.5
"626","2009-06-26",16.25
"627","2009-06-29",16.5
"628","2009-06-30",15.8
"629","2009-07-01",15.7
"630","2009-07-02",15.7
"631","2009-07-06",15.7
"632","2009-07-07",15.7
"633","2009-07-08",15.7
"634","2009-07-09",15.75
"635","2009-07-10",17.690001
"636","2009-07-13",17.690001
"637","2009-07-14",15.7
"638","2009-07-15",16.5
"639","2009-07-16",16.5
"640","2009-07-17",16.65
"641","2009-07-20",16.25
"642","2009-07-21",16.25
"643","2009-07-22",16.25
"644","2009-07-23",16.299999
"645","2009-07-24",16.23
"646","2009-07-27",16.23
"647","2009-07-28",16.23
"648","2009-07-29",15.16
"649","2009-07-30",14.5
"650","2009-07-31",15.35
"651","2009-08-03",15
"652","2009-08-04",15
"653","2009-08-05",15
"654","2009-08-06",15
"655","2009-08-07",15
"656","2009-08-10",15.35
"657","2009-08-11",15.05
"658","2009-08-12",16.5
"659","2009-08-13",16.5
"660","2009-08-14",16.5
"661","2009-08-17",16.5
"662","2009-08-18",16.35
"663","2009-08-19",16.35
"664","2009-08-20",16.059999
"665","2009-08-21",17
"666","2009-08-24",17.6
"667","2009-08-25",16.549999
"668","2009-08-26",15.56
"669","2009-08-27",16
"670","2009-08-28",16
"671","2009-08-31",15.5
"672","2009-09-01",15.5
"673","2009-09-02",15.5
"674","2009-09-03",15.26
"675","2009-09-04",15.3
"676","2009-09-08",15.25
"677","2009-09-09",15.25
"678","2009-09-10",15.25
"679","2009-09-11",15.24
"680","2009-09-14",15.24
"681","2009-09-15",15.24
"682","2009-09-16",15.24
"683","2009-09-17",15.24
"684","2009-09-18",15.24
"685","2009-09-21",14.1
"686","2009-09-22",14.1
"687","2009-09-23",14.25
"688","2009-09-24",14.25
"689","2009-09-25",14.75
"690","2009-09-28",14.26
"691","2009-09-29",15.5
"692","2009-09-30",15.5
"693","2009-10-01",15.06
"694","2009-10-02",14.75
"695","2009-10-05",14.41
"696","2009-10-06",14.41
"697","2009-10-07",14.41
"698","2009-10-08",14.35
"699","2009-10-09",14.74
"700","2009-10-12",14.74
"701","2009-10-13",14.06
"702","2009-10-14",14.06
"703","2009-10-15",14.06
"704","2009-10-16",14.06
"705","2009-10-19",13.85
"706","2009-10-20",14.4
"707","2009-10-21",14.4
"708","2009-10-22",14.4
"709","2009-10-23",14
"710","2009-10-26",14.25
"711","2009-10-27",14.25
"712","2009-10-28",14.29
"713","2009-10-29",14.29
"714","2009-10-30",14.04
"715","2009-11-02",14.75
"716","2009-11-03",14.75
"717","2009-11-04",14
"718","2009-11-05",13.87
"719","2009-11-06",13.87
"720","2009-11-09",13.87
"721","2009-11-10",13.87
"722","2009-11-11",13.87
"723","2009-11-12",13.83
"724","2009-11-13",12.8
"725","2009-11-16",12.6
"726","2009-11-17",12.05
"727","2009-11-18",12.05
"728","2009-11-19",11
"729","2009-11-20",11
"730","2009-11-23",10.8
"731","2009-11-24",10.8
"732","2009-11-25",10.8
"733","2009-11-27",10.5
"734","2009-11-30",11.55
"735","2009-12-01",14.5
"736","2009-12-02",12.5
"737","2009-12-03",12.25
"738","2009-12-04",12.25
"739","2009-12-07",12
"740","2009-12-08",12
"741","2009-12-09",11.03
"742","2009-12-10",11.03
"743","2009-12-11",11.15
"744","2009-12-14",11.22
"745","2009-12-15",11.23
"746","2009-12-16",11.14
"747","2009-12-17",11.1
"748","2009-12-18",10.1
"749","2009-12-21",10
"750","2009-12-22",10
"751","2009-12-23",10.47
"752","2009-12-24",10.1
"753","2009-12-28",9.75
"754","2009-12-29",9.75
"755","2009-12-30",10.29
"756","2009-12-31",10.29
"757","2010-01-04",9.78
"758","2010-01-05",9.78
"759","2010-01-06",9.78
"760","2010-01-07",10.15
"761","2010-01-08",10.15
"762","2010-01-11",9.8
"763","2010-01-12",9.78
"764","2010-01-13",9.42
"765","2010-01-14",9.45
"766","2010-01-15",9.45
"767","2010-01-19",9.05
"768","2010-01-20",9.1
"769","2010-01-21",9.73
"770","2010-01-22",9.73
"771","2010-01-25",9.3
"772","2010-01-26",10.45
"773","2010-01-27",9.25
"774","2010-01-28",10
"775","2010-01-29",10
"776","2010-02-01",10
"777","2010-02-02",10
"778","2010-02-03",9.51
"779","2010-02-04",9.51
"780","2010-02-05",9.51
"781","2010-02-08",9.97
"782","2010-02-09",10.5
"783","2010-02-10",10.5
"784","2010-02-11",10.5
"785","2010-02-12",10.47
"786","2010-02-16",10
"787","2010-02-17",10
"788","2010-02-18",10
"789","2010-02-19",10
"790","2010-02-22",10.45
"791","2010-02-23",10.5
"792","2010-02-24",10.5
"793","2010-02-25",9.75
"794","2010-02-26",9.75
"795","2010-03-01",9.5
"796","2010-03-02",10.55
"797","2010-03-03",10.45
"798","2010-03-04",9.7
"799","2010-03-05",9.79
"800","2010-03-08",9.79
"801","2010-03-09",10
"802","2010-03-10",9.64
"803","2010-03-11",10
"804","2010-03-12",10
"805","2010-03-15",10
"806","2010-03-16",10
"807","2010-03-17",10
"808","2010-03-18",10
"809","2010-03-19",10.48
"810","2010-03-22",10.02
"811","2010-03-23",10.26
"812","2010-03-24",10.26
"813","2010-03-25",10.26
"814","2010-03-26",10.4
"815","2010-03-29",10.4
"816","2010-03-30",10
"817","2010-03-31",10
"818","2010-04-01",10
"819","2010-04-05",10
"820","2010-04-06",9.6
"821","2010-04-07",10
"822","2010-04-08",10
"823","2010-04-09",10
"824","2010-04-12",9.61
"825","2010-04-13",9.61
"826","2010-04-14",10
"827","2010-04-15",10
"828","2010-04-16",10
"829","2010-04-19",9.51
"830","2010-04-20",9.51
"831","2010-04-21",9.75
"832","2010-04-22",9.75
"833","2010-04-23",10
"834","2010-04-26",10
"835","2010-04-27",10
"836","2010-04-28",10
"837","2010-04-29",10
"838","2010-04-30",10
"839","2010-05-03",10.49
"840","2010-05-04",10
"841","2010-05-05",10
"842","2010-05-06",10
"843","2010-05-07",10
"844","2010-05-10",10
"845","2010-05-11",9.51
"846","2010-05-12",10
"847","2010-05-13",10
"848","2010-05-14",10
"849","2010-05-17",9.65
"850","2010-05-18",9.8
"851","2010-05-19",9.65
"852","2010-05-20",9.65
"853","2010-05-21",9.65
"854","2010-05-24",9.65
"855","2010-05-25",10.6
"856","2010-05-26",9.65
"857","2010-05-27",10.2
"858","2010-05-28",9.65
"859","2010-06-01",9.6
"860","2010-06-02",10
"861","2010-06-03",10.3
"862","2010-06-04",10
"863","2010-06-07",10
"864","2010-06-08",10
"865","2010-06-09",10
"866","2010-06-10",10
"867","2010-06-11",10
"868","2010-06-14",10
"869","2010-06-15",10
"870","2010-06-16",9.51
"871","2010-06-17",9.51
"872","2010-06-18",9.51
"873","2010-06-21",9.5
"874","2010-06-22",9.5
"875","2010-06-23",9.33
"876","2010-06-24",9.1
"877","2010-06-25",9.1
"878","2010-06-28",9.45
"879","2010-06-29",9.14
"880","2010-06-30",9.14
"881","2010-07-01",8.6
"882","2010-07-02",8.6
"883","2010-07-06",8.6
"884","2010-07-07",8.25
"885","2010-07-08",8.25
"886","2010-07-09",8.25
"887","2010-07-12",8.04
"888","2010-07-13",7.5
"889","2010-07-14",7.71
"890","2010-07-15",8.3
"891","2010-07-16",8.3
"892","2010-07-19",8.3
"893","2010-07-20",8.3
"894","2010-07-21",7.25
"895","2010-07-22",7.42
"896","2010-07-23",7.26
"897","2010-07-26",7.5
"898","2010-07-27",7.28
"899","2010-07-28",7.28
"900","2010-07-29",7.79
"901","2010-07-30",7.53
"902","2010-08-02",7.5
"903","2010-08-03",7.5
"904","2010-08-04",7.52
"905","2010-08-05",7.55
"906","2010-08-06",7.55
"907","2010-08-09",7.45
"908","2010-08-10",7.45
"909","2010-08-11",7.52
"910","2010-08-12",7.75
"911","2010-08-13",7.75
"912","2010-08-16",7.75
"913","2010-08-17",7.75
"914","2010-08-18",7.6
"915","2010-08-19",7.9
"916","2010-08-20",7.85
"917","2010-08-23",7.85
"918","2010-08-24",7.5
"919","2010-08-25",7.62
"920","2010-08-26",7
"921","2010-08-27",6.15
"922","2010-08-30",7.5
"923","2010-08-31",7.43
"924","2010-09-01",7.43
"925","2010-09-02",7.43
"926","2010-09-03",6.75
"927","2010-09-07",6.75
"928","2010-09-08",7.16
"929","2010-09-09",7.16
"930","2010-09-10",6.85
"931","2010-09-13",6.81
"932","2010-09-14",6.81
"933","2010-09-15",6.75
"934","2010-09-16",6.75
"935","2010-09-17",7.53
"936","2010-09-20",7.53
"937","2010-09-21",7.53
"938","2010-09-22",7.25
"939","2010-09-23",6.75
"940","2010-09-24",6.75
"941","2010-09-27",6.85
"942","2010-09-28",6.85
"943","2010-09-29",6.9
"944","2010-09-30",6.9
"945","2010-10-01",6.85
"946","2010-10-04",6.75
"947","2010-10-05",6.95
"948","2010-10-06",6.95
"949","2010-10-07",7.2
"950","2010-10-08",6.7
"951","2010-10-11",6.7
"952","2010-10-12",6.7
"953","2010-10-13",6.85
"954","2010-10-14",6.5
"955","2010-10-15",6.5
"956","2010-10-18",6.36
"957","2010-10-19",6.35
"958","2010-10-20",6.35
"959","2010-10-21",6.45
"960","2010-10-22",6.45
"961","2010-10-25",6.43
"962","2010-10-26",6.5
"963","2010-10-27",7
"964","2010-10-28",7
"965","2010-10-29",7
"966","2010-11-01",7
"967","2010-11-02",6.62
"968","2010-11-03",6.62
"969","2010-11-04",6.75
"970","2010-11-05",6.75
"971","2010-11-08",7
"972","2010-11-09",6.75
"973","2010-11-10",6.75
"974","2010-11-11",6.75
"975","2010-11-12",6.75
"976","2010-11-15",6.75
"977","2010-11-16",6.75
"978","2010-11-17",6.56
"979","2010-11-18",7.5
"980","2010-11-19",7.5
"981","2010-11-22",7.5
"982","2010-11-23",7.5
"983","2010-11-24",8
"984","2010-11-26",8
"985","2010-11-29",8
"986","2010-11-30",7.65
"987","2010-12-01",7
"988","2010-12-02",7
"989","2010-12-03",7
"990","2010-12-06",6.85
"991","2010-12-07",7.5
"992","2010-12-08",7.25
"993","2010-12-09",7.25
"994","2010-12-10",7.99
"995","2010-12-13",7.99
"996","2010-12-14",7.99
"997","2010-12-15",7.98
"998","2010-12-16",7.5
"999","2010-12-17",7.5
"1000","2010-12-20",7.56
"1001","2010-12-21",7.61
"1002","2010-12-22",8
"1003","2010-12-23",7.97
"1004","2010-12-27",7.95
"1005","2010-12-28",7.95
