"","date","AAT"
"1","2011-01-13",21.25
"2","2011-01-14",21.309999
"3","2011-01-18",21.370001
"4","2011-01-19",21.25
"5","2011-01-20",21.209999
"6","2011-01-21",21.25
"7","2011-01-24",21.299999
"8","2011-01-25",21.27
"9","2011-01-26",21.27
"10","2011-01-27",21.4
"11","2011-01-28",21.299999
"12","2011-01-31",21.290001
"13","2011-02-01",21.299999
"14","2011-02-02",21.110001
"15","2011-02-03",21.18
"16","2011-02-04",21.059999
"17","2011-02-07",21.16
"18","2011-02-08",20.950001
"19","2011-02-09",21.139999
"20","2011-02-10",21.24
"21","2011-02-11",21.389999
"22","2011-02-14",21.35
"23","2011-02-15",21.280001
"24","2011-02-16",21.299999
"25","2011-02-17",21.540001
"26","2011-02-18",21.51
"27","2011-02-22",21.42
"28","2011-02-23",21.219999
"29","2011-02-24",21.08
"30","2011-02-25",21.4
"31","2011-02-28",21.559999
"32","2011-03-01",21.5
"33","2011-03-02",21.17
"34","2011-03-03",21.49
"35","2011-03-04",21.27
"36","2011-03-07",21.030001
"37","2011-03-08",21.35
"38","2011-03-09",21.15
"39","2011-03-10",20.77
"40","2011-03-11",20.700001
"41","2011-03-14",20.99
"42","2011-03-15",20.950001
"43","2011-03-16",20.85
"44","2011-03-17",20.93
"45","2011-03-18",21.5
"46","2011-03-21",21.459999
"47","2011-03-22",21.5
"48","2011-03-23",21.360001
"49","2011-03-24",21.389999
"50","2011-03-25",21.49
"51","2011-03-28",21.450001
"52","2011-03-29",21.27
"53","2011-03-30",21.08
"54","2011-03-31",21.27
"55","2011-04-01",21.67
"56","2011-04-04",21.74
"57","2011-04-05",21.75
"58","2011-04-06",21.950001
"59","2011-04-07",21.530001
"60","2011-04-08",21.370001
"61","2011-04-11",21.25
"62","2011-04-12",21.23
"63","2011-04-13",21.379999
"64","2011-04-14",21.4
"65","2011-04-15",21.5
"66","2011-04-18",21.26
"67","2011-04-19",21.25
"68","2011-04-20",21.67
"69","2011-04-21",21.68
"70","2011-04-25",21.68
"71","2011-04-26",21.950001
"72","2011-04-27",22.030001
"73","2011-04-28",22.049999
"74","2011-04-29",22.08
"75","2011-05-02",22.110001
"76","2011-05-03",22.02
"77","2011-05-04",21.93
"78","2011-05-05",21.889999
"79","2011-05-06",21.719999
"80","2011-05-09",21.9
"81","2011-05-10",22.07
"82","2011-05-11",22.030001
"83","2011-05-12",22.01
"84","2011-05-13",21.799999
"85","2011-05-16",21.75
"86","2011-05-17",21.790001
"87","2011-05-18",21.879999
"88","2011-05-19",21.950001
"89","2011-05-20",21.809999
"90","2011-05-23",21.18
"91","2011-05-24",21.23
"92","2011-05-25",21.639999
"93","2011-05-26",21.76
"94","2011-05-27",22.040001
"95","2011-05-31",22.42
"96","2011-06-01",21.940001
"97","2011-06-02",21.809999
"98","2011-06-03",21.83
"99","2011-06-06",21.719999
"100","2011-06-07",21.700001
"101","2011-06-08",21.66
"102","2011-06-09",21.610001
"103","2011-06-10",21.52
"104","2011-06-13",21.290001
"105","2011-06-14",21.719999
"106","2011-06-15",21.57
"107","2011-06-16",21.5
"108","2011-06-17",21.68
"109","2011-06-20",21.809999
"110","2011-06-21",22.110001
"111","2011-06-22",22.07
"112","2011-06-23",21.82
"113","2011-06-24",22.360001
"114","2011-06-27",22.25
"115","2011-06-28",22.190001
"116","2011-06-29",22.530001
"117","2011-06-30",22.450001
"118","2011-07-01",22.58
"119","2011-07-05",22.65
"120","2011-07-06",22.9
"121","2011-07-07",22.99
"122","2011-07-08",23.01
"123","2011-07-11",22.809999
"124","2011-07-12",22.809999
"125","2011-07-13",22.4
"126","2011-07-14",21.780001
"127","2011-07-15",22.709999
"128","2011-07-18",22.280001
"129","2011-07-19",22.200001
"130","2011-07-20",22.25
"131","2011-07-21",22.290001
"132","2011-07-22",22.26
"133","2011-07-25",22.33
"134","2011-07-26",22.58
"135","2011-07-27",21.809999
"136","2011-07-28",22
"137","2011-07-29",21.99
"138","2011-08-01",21.969999
"139","2011-08-02",21.51
"140","2011-08-03",21.33
"141","2011-08-04",20.440001
"142","2011-08-05",20
"143","2011-08-08",18.41
"144","2011-08-09",18.700001
"145","2011-08-10",18.059999
"146","2011-08-11",18.35
"147","2011-08-12",18.190001
"148","2011-08-15",19.67
"149","2011-08-16",19.4
"150","2011-08-17",19.879999
"151","2011-08-18",18.48
"152","2011-08-19",18.27
"153","2011-08-22",18.360001
"154","2011-08-23",19.09
"155","2011-08-24",19.07
"156","2011-08-25",18.700001
"157","2011-08-26",18.860001
"158","2011-08-29",19.65
"159","2011-08-30",19.700001
"160","2011-08-31",20.120001
"161","2011-09-01",19.780001
"162","2011-09-02",19.07
"163","2011-09-06",19.18
"164","2011-09-07",19.67
"165","2011-09-08",19.450001
"166","2011-09-09",18.690001
"167","2011-09-12",18.620001
"168","2011-09-13",18.83
"169","2011-09-14",18.99
"170","2011-09-15",19
"171","2011-09-16",19.49
"172","2011-09-19",18.92
"173","2011-09-20",18.790001
"174","2011-09-21",18.549999
"175","2011-09-22",18.18
"176","2011-09-23",18.200001
"177","2011-09-26",17.950001
"178","2011-09-27",18.459999
"179","2011-09-28",17.860001
"180","2011-09-29",18.43
"181","2011-09-30",17.950001
"182","2011-10-03",16.959999
"183","2011-10-04",18.120001
"184","2011-10-05",17.67
"185","2011-10-06",17.799999
"186","2011-10-07",17.41
"187","2011-10-10",17.76
"188","2011-10-11",17.360001
"189","2011-10-12",18.690001
"190","2011-10-13",18.34
"191","2011-10-14",18.68
"192","2011-10-17",18.33
"193","2011-10-18",18.940001
"194","2011-10-19",18.540001
"195","2011-10-20",18.639999
"196","2011-10-21",19.35
"197","2011-10-24",20
"198","2011-10-25",19.639999
"199","2011-10-26",19.940001
"200","2011-10-27",20.84
"201","2011-10-28",20.879999
"202","2011-10-31",20.27
"203","2011-11-01",19.110001
"204","2011-11-02",19.65
"205","2011-11-03",20
"206","2011-11-04",20.15
"207","2011-11-07",20.1
"208","2011-11-08",20.6
"209","2011-11-09",19.639999
"210","2011-11-10",19.85
"211","2011-11-11",20.280001
"212","2011-11-14",19.9
"213","2011-11-15",20.360001
"214","2011-11-16",20.879999
"215","2011-11-17",20.48
"216","2011-11-18",20.77
"217","2011-11-21",20.68
"218","2011-11-22",20.139999
"219","2011-11-23",19.85
"220","2011-11-25",19.75
"221","2011-11-28",20.25
"222","2011-11-29",20.309999
"223","2011-11-30",20.639999
"224","2011-12-01",20.440001
"225","2011-12-02",20.209999
"226","2011-12-05",20.41
"227","2011-12-06",20.42
"228","2011-12-07",20.42
"229","2011-12-08",19.959999
"230","2011-12-09",20.440001
"231","2011-12-12",20.290001
"232","2011-12-13",19.969999
"233","2011-12-14",19.969999
"234","2011-12-15",20.379999
"235","2011-12-16",20.58
"236","2011-12-19",20.57
"237","2011-12-20",20.969999
"238","2011-12-21",20.99
"239","2011-12-22",20.690001
"240","2011-12-23",20.690001
"241","2011-12-27",20.610001
"242","2011-12-28",20.52
"243","2011-12-29",20.85
"244","2011-12-30",20.51
"245","2012-01-03",20.92
"246","2012-01-04",20.25
"247","2012-01-05",20.49
"248","2012-01-06",20.370001
"249","2012-01-09",19.92
"250","2012-01-10",20.299999
"251","2012-01-11",20.73
"252","2012-01-12",20.43
"253","2012-01-13",20.690001
"254","2012-01-17",20.68
"255","2012-01-18",21.219999
"256","2012-01-19",21.23
"257","2012-01-20",21.25
"258","2012-01-23",21.459999
"259","2012-01-24",21.469999
"260","2012-01-25",21.370001
"261","2012-01-26",21.93
"262","2012-01-27",22.07
"263","2012-01-30",21.959999
"264","2012-01-31",22.139999
"265","2012-02-01",22.639999
"266","2012-02-02",22.559999
"267","2012-02-03",23.110001
"268","2012-02-06",22.700001
"269","2012-02-07",22.809999
"270","2012-02-08",22.66
"271","2012-02-09",22.23
"272","2012-02-10",22.049999
"273","2012-02-13",22.09
"274","2012-02-14",21.59
"275","2012-02-15",21.620001
"276","2012-02-16",22.530001
"277","2012-02-17",22.52
