"","date","FCF"
"451","2008-10-15",12.85
"452","2008-10-16",13.36
"453","2008-10-17",13.48
"454","2008-10-20",13.91
"455","2008-10-21",13.02
"456","2008-10-22",12.48
"457","2008-10-23",12.12
"458","2008-10-24",11.88
"459","2008-10-27",11.13
"460","2008-10-28",11.48
"461","2008-10-29",11.19
"462","2008-10-30",11.18
"463","2008-10-31",11.03
"464","2008-11-03",11.16
"465","2008-11-04",11.92
"466","2008-11-05",11.13
"467","2008-11-06",11.16
"468","2008-11-07",11.18
"469","2008-11-10",11.18
"470","2008-11-11",10.69
"471","2008-11-12",10.15
"472","2008-11-13",11.34
"473","2008-11-14",10.84
"474","2008-11-17",10.67
"475","2008-11-18",10.37
"476","2008-11-19",9.62
"477","2008-11-20",9.12
"478","2008-11-21",10
"479","2008-11-24",11.16
"480","2008-11-25",11.29
"481","2008-11-26",11.68
"482","2008-11-28",12.01
"483","2008-12-01",9.79
"484","2008-12-02",10.14
"485","2008-12-03",10.33
"486","2008-12-04",10.01
"487","2008-12-05",10.9
"488","2008-12-08",11.2
"489","2008-12-09",10.68
"490","2008-12-10",10.81
"491","2008-12-11",10.12
"492","2008-12-12",10.59
"493","2008-12-15",10.16
"494","2008-12-16",11.06
"495","2008-12-17",11.47
"496","2008-12-18",11.56
"497","2008-12-19",11.32
"498","2008-12-22",11.29
"499","2008-12-23",11.61
"500","2008-12-24",11.79
"501","2008-12-26",11.74
"502","2008-12-29",11.88
"503","2008-12-30",12.28
"504","2008-12-31",12.38
"505","2009-01-02",12.3
"506","2009-01-05",12.09
"507","2009-01-06",12.24
"508","2009-01-07",12.1
"509","2009-01-08",12.1
"510","2009-01-09",11.32
"511","2009-01-12",10.94
"512","2009-01-13",11.07
"513","2009-01-14",10.6
"514","2009-01-15",10.17
"515","2009-01-16",10.07
"516","2009-01-20",9.22
"517","2009-01-21",9.73
"518","2009-01-22",9.01
"519","2009-01-23",9.27
"520","2009-01-26",9.77
"521","2009-01-27",10
"522","2009-01-28",10.35
"523","2009-01-29",9.9
"524","2009-01-30",9.59
"525","2009-02-02",9.83
"526","2009-02-03",9.4
"527","2009-02-04",9.4
"528","2009-02-05",9.53
"529","2009-02-06",10.32
"530","2009-02-09",10.31
"531","2009-02-10",9.73
"532","2009-02-11",9.93
"533","2009-02-12",9.95
"534","2009-02-13",9.51
"535","2009-02-17",8.89
"536","2009-02-18",8.57
"537","2009-02-19",8.28
"538","2009-02-20",8.44
"539","2009-02-23",8.24
"540","2009-02-24",8.76
"541","2009-02-25",8.74
"542","2009-02-26",8.56
"543","2009-02-27",8.18
"544","2009-03-02",7.75
"545","2009-03-03",7.43
"546","2009-03-04",7.45
"547","2009-03-05",6.73
"548","2009-03-06",6.59
"549","2009-03-09",6.44
"550","2009-03-10",7.91
"551","2009-03-11",7.67
"552","2009-03-12",8.46
"553","2009-03-13",8.25
"554","2009-03-16",8.25
"555","2009-03-17",8.87
"556","2009-03-18",9.49
"557","2009-03-19",8.91
"558","2009-03-20",8.61
"559","2009-03-23",9.9
"560","2009-03-24",9.04
"561","2009-03-25",9.49
"562","2009-03-26",9.74
"563","2009-03-27",9.06
"564","2009-03-30",8.59
"565","2009-03-31",8.87
"566","2009-04-01",9.12
"567","2009-04-02",9.6
"568","2009-04-03",9.74
"569","2009-04-06",9.51
"570","2009-04-07",9.32
"571","2009-04-08",9.32
"572","2009-04-09",10.12
"573","2009-04-13",10.48
"574","2009-04-14",9.59
"575","2009-04-15",9.87
"576","2009-04-16",10.27
"577","2009-04-17",10.52
"578","2009-04-20",9.52
"579","2009-04-21",10.02
"580","2009-04-22",9.6
"581","2009-04-23",9.14
"582","2009-04-24",9.26
"583","2009-04-27",8.66
"584","2009-04-28",8.7
"585","2009-04-29",9.15
"586","2009-04-30",8.67
"587","2009-05-01",8.45
"588","2009-05-04",9.01
"589","2009-05-05",8.79
"590","2009-05-06",9.08
"591","2009-05-07",8.8
"592","2009-05-08",9.78
"593","2009-05-11",9.15
"594","2009-05-12",8.78
"595","2009-05-13",8.3
"596","2009-05-14",8.23
"597","2009-05-15",7.95
"598","2009-05-18",8.33
"599","2009-05-19",7.72
"600","2009-05-20",7.17
"601","2009-05-21",7.06
"602","2009-05-22",7.02
"603","2009-05-26",7.45
"604","2009-05-27",7.05
"605","2009-05-28",7.12
"606","2009-05-29",7.4
"607","2009-06-01",7.47
"608","2009-06-02",7.33
"609","2009-06-03",7.36
"610","2009-06-04",7.71
"611","2009-06-05",7.26
"612","2009-06-08",7.25
"613","2009-06-09",7.29
"614","2009-06-10",6.92
"615","2009-06-11",7.05
"616","2009-06-12",6.85
"617","2009-06-15",6.56
"618","2009-06-16",6.53
"619","2009-06-17",6.36
"620","2009-06-18",6.43
"621","2009-06-19",6.56
"622","2009-06-22",6.26
"623","2009-06-23",6.14
"624","2009-06-24",5.96
"625","2009-06-25",6.29
"626","2009-06-26",6.35
"627","2009-06-29",6.37
"628","2009-06-30",6.34
"629","2009-07-01",6.47
"630","2009-07-02",6.04
"631","2009-07-06",6.29
"632","2009-07-07",6.24
"633","2009-07-08",6.35
"634","2009-07-09",6.4
"635","2009-07-10",6.23
"636","2009-07-13",6.78
"637","2009-07-14",6.81
"638","2009-07-15",7.3
"639","2009-07-16",7.08
"640","2009-07-17",6.66
"641","2009-07-20",6.94
"642","2009-07-21",6.57
"643","2009-07-22",6.63
"644","2009-07-23",6.39
"645","2009-07-24",6.3
"646","2009-07-27",6.91
"647","2009-07-28",6.37
"648","2009-07-29",6.53
"649","2009-07-30",6.68
"650","2009-07-31",6.67
"651","2009-08-03",6.77
"652","2009-08-04",6.82
"653","2009-08-05",6.74
"654","2009-08-06",6.61
"655","2009-08-07",6.88
"656","2009-08-10",6.98
"657","2009-08-11",6.71
"658","2009-08-12",6.71
"659","2009-08-13",6.43
"660","2009-08-14",6.33
"661","2009-08-17",6.04
"662","2009-08-18",6.11
"663","2009-08-19",6.11
"664","2009-08-20",6.11
"665","2009-08-21",6.46
"666","2009-08-24",6.19
"667","2009-08-25",6.11
"668","2009-08-26",6.36
"669","2009-08-27",6.33
"670","2009-08-28",6.2
"671","2009-08-31",6.16
"672","2009-09-01",5.98
"673","2009-09-02",5.89
"674","2009-09-03",5.98
"675","2009-09-04",5.99
"676","2009-09-08",6.09
"677","2009-09-09",6.08
"678","2009-09-10",6.01
"679","2009-09-11",5.87
"680","2009-09-14",5.8
"681","2009-09-15",5.68
"682","2009-09-16",6.03
"683","2009-09-17",5.8
"684","2009-09-18",5.76
"685","2009-09-21",5.66
"686","2009-09-22",5.68
"687","2009-09-23",5.6
"688","2009-09-24",5.5
"689","2009-09-25",5.51
"690","2009-09-28",5.55
"691","2009-09-29",5.63
"692","2009-09-30",5.68
"693","2009-10-01",5.42
"694","2009-10-02",5.24
"695","2009-10-05",5.42
"696","2009-10-06",5.4
"697","2009-10-07",5.37
"698","2009-10-08",5.51
"699","2009-10-09",5.63
"700","2009-10-12",5.56
"701","2009-10-13",5.49
"702","2009-10-14",5.64
"703","2009-10-15",5.72
"704","2009-10-16",5.57
"705","2009-10-19",5.71
"706","2009-10-20",5.49
"707","2009-10-21",5.14
"708","2009-10-22",5.4
"709","2009-10-23",4.96
"710","2009-10-26",5.05
"711","2009-10-27",5.59
"712","2009-10-28",5.49
"713","2009-10-29",5.69
"714","2009-10-30",5.25
"715","2009-11-02",5.02
"716","2009-11-03",4.87
"717","2009-11-04",4.71
"718","2009-11-05",4.83
"719","2009-11-06",4.65
"720","2009-11-09",4.68
"721","2009-11-10",4.54
"722","2009-11-11",4.6
"723","2009-11-12",4.32
"724","2009-11-13",4.32
"725","2009-11-16",4.49
"726","2009-11-17",4.56
"727","2009-11-18",4.6
"728","2009-11-19",4.29
"729","2009-11-20",4.33
"730","2009-11-23",4.47
"731","2009-11-24",4.41
"732","2009-11-25",4.3
"733","2009-11-27",4.14
"734","2009-11-30",4.25
"735","2009-12-01",4.3
"736","2009-12-02",4.37
"737","2009-12-03",4.21
"738","2009-12-04",4.53
"739","2009-12-07",4.49
"740","2009-12-08",4.45
"741","2009-12-09",4.37
"742","2009-12-10",4.36
"743","2009-12-11",4.38
"744","2009-12-14",4.49
"745","2009-12-15",4.37
"746","2009-12-16",4.44
"747","2009-12-17",4.34
"748","2009-12-18",4.68
"749","2009-12-21",4.56
"750","2009-12-22",4.48
"751","2009-12-23",4.47
"752","2009-12-24",4.52
"753","2009-12-28",4.52
"754","2009-12-29",4.57
"755","2009-12-30",4.62
"756","2009-12-31",4.65
"757","2010-01-04",4.71
"758","2010-01-05",4.32
"759","2010-01-06",4.15
"760","2010-01-07",4.4
"761","2010-01-08",4.59
"762","2010-01-11",4.39
"763","2010-01-12",4.4
"764","2010-01-13",4.55
"765","2010-01-14",4.83
"766","2010-01-15",4.75
"767","2010-01-19",5.07
"768","2010-01-20",5.12
"769","2010-01-21",5.81
"770","2010-01-22",5.7
"771","2010-01-25",5.75
"772","2010-01-26",5.7
"773","2010-01-27",6.15
"774","2010-01-28",6.1
"775","2010-01-29",5.86
"776","2010-02-01",5.72
"777","2010-02-02",5.71
"778","2010-02-03",5.59
"779","2010-02-04",5.45
"780","2010-02-05",5.57
"781","2010-02-08",5.44
"782","2010-02-09",5.52
"783","2010-02-10",5.5
"784","2010-02-11",5.51
"785","2010-02-12",5.48
"786","2010-02-16",5.69
"787","2010-02-17",5.59
"788","2010-02-18",5.49
"789","2010-02-19",5.56
"790","2010-02-22",5.6
"791","2010-02-23",5.53
"792","2010-02-24",5.65
"793","2010-02-25",5.7
"794","2010-02-26",5.61
"795","2010-03-01",5.6
"796","2010-03-02",5.59
"797","2010-03-03",5.71
"798","2010-03-04",5.78
"799","2010-03-05",6.07
"800","2010-03-08",6.15
"801","2010-03-09",6.2
"802","2010-03-10",6.42
"803","2010-03-11",6.58
"804","2010-03-12",6.49
"805","2010-03-15",6.5
"806","2010-03-16",6.51
"807","2010-03-17",6.7
"808","2010-03-18",6.63
"809","2010-03-19",6.85
"810","2010-03-22",7
"811","2010-03-23",7
"812","2010-03-24",6.93
"813","2010-03-25",6.95
"814","2010-03-26",6.87
"815","2010-03-29",6.74
"816","2010-03-30",6.77
"817","2010-03-31",6.71
"818","2010-04-01",6.82
"819","2010-04-05",7.01
"820","2010-04-06",7.43
"821","2010-04-07",7.38
"822","2010-04-08",7.43
"823","2010-04-09",7.26
"824","2010-04-12",7.32
"825","2010-04-13",7.21
"826","2010-04-14",7.49
"827","2010-04-15",7.49
"828","2010-04-16",7.38
"829","2010-04-19",7.45
"830","2010-04-20",7.54
"831","2010-04-21",7.09
"832","2010-04-22",7.38
"833","2010-04-23",7.38
"834","2010-04-26",6.94
"835","2010-04-27",6.64
"836","2010-04-28",6.57
"837","2010-04-29",6.87
"838","2010-04-30",6.55
"839","2010-05-03",6.59
"840","2010-05-04",6.11
"841","2010-05-05",6.03
"842","2010-05-06",5.74
"843","2010-05-07",5.46
"844","2010-05-10",5.94
"845","2010-05-11",6.2
"846","2010-05-12",6.49
"847","2010-05-13",6.43
"848","2010-05-14",6.3
"849","2010-05-17",6.66
"850","2010-05-18",6.3
"851","2010-05-19",6.12
"852","2010-05-20",5.56
"853","2010-05-21",5.64
"854","2010-05-24",5.37
"855","2010-05-25",5.31
"856","2010-05-26",5.24
"857","2010-05-27",5.38
"858","2010-05-28",5.23
"859","2010-06-01",4.96
"860","2010-06-02",5.3
"861","2010-06-03",5.36
"862","2010-06-04",4.98
"863","2010-06-07",5
"864","2010-06-08",4.86
"865","2010-06-09",5
"866","2010-06-10",5.12
"867","2010-06-11",5.21
"868","2010-06-14",5.17
"869","2010-06-15",5.33
"870","2010-06-16",5.32
"871","2010-06-17",5.34
"872","2010-06-18",5.25
"873","2010-06-21",5.18
"874","2010-06-22",5.17
"875","2010-06-23",5.26
"876","2010-06-24",5.21
"877","2010-06-25",5.5
"878","2010-06-28",5.56
"879","2010-06-29",5.25
"880","2010-06-30",5.25
"881","2010-07-01",5.21
"882","2010-07-02",5.09
"883","2010-07-06",5.01
"884","2010-07-07",5.35
"885","2010-07-08",5.59
"886","2010-07-09",5.75
"887","2010-07-12",5.79
"888","2010-07-13",6.17
"889","2010-07-14",5.89
"890","2010-07-15",5.67
"891","2010-07-16",5.29
"892","2010-07-19",5.17
"893","2010-07-20",5.11
"894","2010-07-21",4.91
"895","2010-07-22",5.02
"896","2010-07-23",5.22
"897","2010-07-26",5.12
"898","2010-07-27",5.13
"899","2010-07-28",5.12
"900","2010-07-29",5.27
"901","2010-07-30",5.3
"902","2010-08-02",5.05
"903","2010-08-03",5.14
"904","2010-08-04",4.9
"905","2010-08-05",5.05
"906","2010-08-06",5.08
"907","2010-08-09",5.12
"908","2010-08-10",5.09
"909","2010-08-11",5
"910","2010-08-12",5.02
"911","2010-08-13",5
"912","2010-08-16",5.08
"913","2010-08-17",5.25
"914","2010-08-18",5.26
"915","2010-08-19",5.1
"916","2010-08-20",5.1
"917","2010-08-23",5
"918","2010-08-24",4.95
"919","2010-08-25",5.07
"920","2010-08-26",5.06
"921","2010-08-27",5.1
"922","2010-08-30",4.97
"923","2010-08-31",4.95
"924","2010-09-01",5.28
"925","2010-09-02",5.2
"926","2010-09-03",5.31
"927","2010-09-07",5.05
"928","2010-09-08",5.19
"929","2010-09-09",5.25
"930","2010-09-10",5.27
"931","2010-09-13",5.51
"932","2010-09-14",5.48
"933","2010-09-15",5.54
"934","2010-09-16",5.37
"935","2010-09-17",5.31
"936","2010-09-20",5.56
"937","2010-09-21",5.45
"938","2010-09-22",5.2
"939","2010-09-23",5.05
"940","2010-09-24",5.35
"941","2010-09-27",5.28
"942","2010-09-28",5.29
"943","2010-09-29",5.5
"944","2010-09-30",5.45
"945","2010-10-01",5.53
"946","2010-10-04",5.47
"947","2010-10-05",5.62
"948","2010-10-06",5.76
"949","2010-10-07",5.73
"950","2010-10-08",5.67
"951","2010-10-11",5.55
"952","2010-10-12",5.61
"953","2010-10-13",5.71
"954","2010-10-14",5.71
"955","2010-10-15",5.63
"956","2010-10-18",5.73
"957","2010-10-19",5.67
"958","2010-10-20",5.6
"959","2010-10-21",5.56
"960","2010-10-22",5.55
"961","2010-10-25",5.48
"962","2010-10-26",5.54
"963","2010-10-27",5.6
"964","2010-10-28",5.71
"965","2010-10-29",5.82
"966","2010-11-01",5.71
"967","2010-11-02",5.8
"968","2010-11-03",5.99
"969","2010-11-04",6.34
"970","2010-11-05",6.32
"971","2010-11-08",6.36
"972","2010-11-09",6.26
"973","2010-11-10",6.39
"974","2010-11-11",6.35
"975","2010-11-12",6.25
"976","2010-11-15",6.34
"977","2010-11-16",6.21
"978","2010-11-17",6.12
"979","2010-11-18",6.21
"980","2010-11-19",6.26
"981","2010-11-22",6.28
"982","2010-11-23",6.29
"983","2010-11-24",6.44
"984","2010-11-26",6.25
"985","2010-11-29",6.29
"986","2010-11-30",6.2
"987","2010-12-01",6.48
"988","2010-12-02",6.57
"989","2010-12-03",6.69
"990","2010-12-06",6.83
"991","2010-12-07",6.85
"992","2010-12-08",6.89
"993","2010-12-09",6.89
"994","2010-12-10",6.98
"995","2010-12-13",6.93
"996","2010-12-14",7.03
"997","2010-12-15",6.94
"998","2010-12-16",7.02
"999","2010-12-17",6.75
"1000","2010-12-20",6.78
