"","date","RRR"
"1","2016-04-27",18.700001
"2","2016-04-28",18.73
"3","2016-04-29",18.639999
"4","2016-05-02",18.870001
"5","2016-05-03",18.959999
"6","2016-05-04",18.780001
"7","2016-05-05",18.799999
"8","2016-05-06",18.870001
"9","2016-05-09",18.9
"10","2016-05-10",18.99
"11","2016-05-11",19.23
"12","2016-05-12",19.5
"13","2016-05-13",19.17
"14","2016-05-16",19.540001
"15","2016-05-17",19.4
"16","2016-05-18",19.440001
"17","2016-05-19",19.309999
"18","2016-05-20",19.32
"19","2016-05-23",19.370001
"20","2016-05-24",19.58
"21","2016-05-25",19.74
"22","2016-05-26",19.84
"23","2016-05-27",20.110001
"24","2016-05-31",20.389999
"25","2016-06-01",20.16
"26","2016-06-02",20.49
"27","2016-06-03",20.459999
"28","2016-06-06",20.5
"29","2016-06-07",20.85
"30","2016-06-08",21.18
"31","2016-06-09",21.690001
"32","2016-06-10",21.719999
"33","2016-06-13",22.01
"34","2016-06-14",22.09
"35","2016-06-15",22.52
"36","2016-06-16",22.41
"37","2016-06-17",22.049999
"38","2016-06-20",22.450001
"39","2016-06-21",22.83
"40","2016-06-22",22.700001
"41","2016-06-23",22.5
"42","2016-06-24",21.379999
"43","2016-06-27",20.950001
"44","2016-06-28",21.059999
"45","2016-06-29",21.16
"46","2016-06-30",21.98
"47","2016-07-01",22.049999
"48","2016-07-05",21.77
"49","2016-07-06",22.15
"50","2016-07-07",22.16
"51","2016-07-08",22.27
"52","2016-07-11",22.27
"53","2016-07-12",22.51
"54","2016-07-13",22.42
"55","2016-07-14",22.34
"56","2016-07-15",22.41
"57","2016-07-18",22.530001
"58","2016-07-19",22.51
"59","2016-07-20",22.48
"60","2016-07-21",22.049999
"61","2016-07-22",22.09
"62","2016-07-25",22.110001
"63","2016-07-26",22.690001
"64","2016-07-27",23.139999
"65","2016-07-28",22.9
"66","2016-07-29",23.01
"67","2016-08-01",22.65
"68","2016-08-02",22.969999
"69","2016-08-03",23.200001
"70","2016-08-04",22.629999
"71","2016-08-05",22.75
"72","2016-08-08",22.93
"73","2016-08-09",22.74
"74","2016-08-10",22.209999
"75","2016-08-11",22.34
"76","2016-08-12",22.030001
"77","2016-08-15",21.91
"78","2016-08-16",23.049999
"79","2016-08-17",22.889999
"80","2016-08-18",22.92
"81","2016-08-19",22.809999
"82","2016-08-22",22.84
"83","2016-08-23",22.68
"84","2016-08-24",22.209999
"85","2016-08-25",22.23
"86","2016-08-26",22.23
"87","2016-08-29",22.15
"88","2016-08-30",22.309999
"89","2016-08-31",22.540001
"90","2016-09-01",22.84
"91","2016-09-02",22.370001
"92","2016-09-06",22.309999
"93","2016-09-07",22.209999
"94","2016-09-08",21.98
"95","2016-09-09",21.440001
"96","2016-09-12",21.549999
"97","2016-09-13",20.799999
"98","2016-09-14",21.049999
"99","2016-09-15",21.309999
"100","2016-09-16",21.49
"101","2016-09-19",21.879999
"102","2016-09-20",21.83
"103","2016-09-21",21.98
"104","2016-09-22",22.719999
"105","2016-09-23",23.07
"106","2016-09-26",23.129999
"107","2016-09-27",22.889999
"108","2016-09-28",22.99
"109","2016-09-29",22.879999
"110","2016-09-30",23.59
"111","2016-10-03",23.049999
"112","2016-10-04",22.92
"113","2016-10-05",23.41
"114","2016-10-06",23.309999
"115","2016-10-07",23.07
"116","2016-10-10",23.290001
"117","2016-10-11",22.959999
"118","2016-10-12",22.75
"119","2016-10-13",22.5
"120","2016-10-14",22.41
"121","2016-10-17",22.24
"122","2016-10-18",22.01
"123","2016-10-19",22.040001
"124","2016-10-20",22.4
"125","2016-10-21",22.52
"126","2016-10-24",22.67
"127","2016-10-25",22.5
"128","2016-10-26",22.43
"129","2016-10-27",22.120001
"130","2016-10-28",22.35
"131","2016-10-31",21.9
"132","2016-11-01",22.209999
"133","2016-11-02",21.870001
"134","2016-11-03",21.33
"135","2016-11-04",21.66
"136","2016-11-07",22.32
"137","2016-11-08",22.200001
"138","2016-11-09",22.559999
"139","2016-11-10",22.049999
"140","2016-11-11",22.25
"141","2016-11-14",21.690001
"142","2016-11-15",22.02
"143","2016-11-16",22.24
"144","2016-11-17",22.25
"145","2016-11-18",22.77
"146","2016-11-21",22.73
"147","2016-11-22",23.139999
"148","2016-11-23",23.16
"149","2016-11-25",23.58
"150","2016-11-28",23.209999
"151","2016-11-29",23.379999
"152","2016-11-30",22.92
"153","2016-12-01",22.530001
"154","2016-12-02",22.950001
"155","2016-12-05",23.379999
"156","2016-12-06",23.18
"157","2016-12-07",23.17
"158","2016-12-08",23.1
"159","2016-12-09",23.52
"160","2016-12-12",23.08
"161","2016-12-13",23.190001
"162","2016-12-14",22.969999
"163","2016-12-15",22.719999
"164","2016-12-16",22.73
"165","2016-12-19",23.08
"166","2016-12-20",23.09
"167","2016-12-21",23.75
"168","2016-12-22",23.77
"169","2016-12-23",23.639999
"170","2016-12-27",23.360001
"171","2016-12-28",23.190001
"172","2016-12-29",23.129999
"173","2016-12-30",23.190001
"174","2017-01-03",23.85
"175","2017-01-04",24.41
"176","2017-01-05",23.879999
"177","2017-01-06",23.93
"178","2017-01-09",23.34
"179","2017-01-10",23.5
"180","2017-01-11",23.559999
"181","2017-01-12",23.01
"182","2017-01-13",23.030001
"183","2017-01-17",23.17
"184","2017-01-18",22.809999
"185","2017-01-19",22.620001
"186","2017-01-20",22.870001
"187","2017-01-23",22.93
"188","2017-01-24",23.6
"189","2017-01-25",23.73
"190","2017-01-26",23.690001
"191","2017-01-27",23.690001
"192","2017-01-30",23.6
"193","2017-01-31",23.48
"194","2017-02-01",23.530001
"195","2017-02-02",23.610001
"196","2017-02-03",23.73
"197","2017-02-06",23.73
"198","2017-02-07",23.469999
"199","2017-02-08",23.23
"200","2017-02-09",23.58
"201","2017-02-10",23.66
"202","2017-02-13",23.83
"203","2017-02-14",23.77
"204","2017-02-15",24.030001
"205","2017-02-16",23.5
"206","2017-02-17",23.370001
"207","2017-02-21",23.379999
"208","2017-02-22",22.98
"209","2017-02-23",22.68
"210","2017-02-24",22.34
"211","2017-02-27",22.1
"212","2017-02-28",21.969999
"213","2017-03-01",22.120001
"214","2017-03-02",22.09
"215","2017-03-03",22.34
"216","2017-03-06",22.35
"217","2017-03-07",22.01
"218","2017-03-08",21.27
"219","2017-03-09",21.17
"220","2017-03-10",21.73
"221","2017-03-13",21.700001
"222","2017-03-14",21.67
"223","2017-03-15",21.950001
"224","2017-03-16",21.85
"225","2017-03-17",22.190001
"226","2017-03-20",22.190001
"227","2017-03-21",21.629999
"228","2017-03-22",21.440001
"229","2017-03-23",21.41
"230","2017-03-24",21.43
"231","2017-03-27",22
"232","2017-03-28",22.280001
"233","2017-03-29",22.57
"234","2017-03-30",22.48
"235","2017-03-31",22.18
"236","2017-04-03",21.99
"237","2017-04-04",22
"238","2017-04-05",22
"239","2017-04-06",22.33
"240","2017-04-07",22.27
"241","2017-04-10",22.379999
"242","2017-04-11",22.559999
"243","2017-04-12",22.469999
"244","2017-04-13",22.35
"245","2017-04-17",22.43
"246","2017-04-18",22.34
"247","2017-04-19",22.49
"248","2017-04-20",22.99
"249","2017-04-21",22.955
"250","2017-04-24",22.9
"251","2017-04-25",22.969999
"252","2017-04-26",23.08
"253","2017-04-27",23.639999
"254","2017-04-28",23.379999
"255","2017-05-01",23.09
"256","2017-05-02",23
"257","2017-05-03",23.139999
"258","2017-05-04",22.84
"259","2017-05-05",22.83
"260","2017-05-08",22.51
"261","2017-05-09",22.92
"262","2017-05-10",23.33
"263","2017-05-11",23.379999
"264","2017-05-12",24.030001
"265","2017-05-15",24.01
"266","2017-05-16",24.32
"267","2017-05-17",23.6
"268","2017-05-18",23.59
"269","2017-05-19",23.73
"270","2017-05-22",23.73
"271","2017-05-23",23.690001
"272","2017-05-24",23.639999
"273","2017-05-25",23.540001
"274","2017-05-26",23.75
"275","2017-05-30",23.549999
"276","2017-05-31",23.639999
"277","2017-06-01",23.799999
"278","2017-06-02",23.57
"279","2017-06-05",23.700001
"280","2017-06-06",23.9
"281","2017-06-07",24.200001
"282","2017-06-08",24.15
"283","2017-06-09",23.76
"284","2017-06-12",23.790001
"285","2017-06-13",24.4
"286","2017-06-14",24.049999
"287","2017-06-15",23.77
"288","2017-06-16",23.92
"289","2017-06-19",24.299999
"290","2017-06-20",23.75
"291","2017-06-21",23.299999
"292","2017-06-22",23.33
"293","2017-06-23",24
"294","2017-06-26",23.870001
"295","2017-06-27",23.559999
"296","2017-06-28",23.77
"297","2017-06-29",23.51
"298","2017-06-30",23.549999
"299","2017-07-03",23.41
"300","2017-07-05",23.120001
"301","2017-07-06",23.09
"302","2017-07-07",23.469999
"303","2017-07-10",23.780001
"304","2017-07-11",24.01
"305","2017-07-12",24.190001
"306","2017-07-13",23.98
"307","2017-07-14",23.969999
"308","2017-07-17",23.58
"309","2017-07-18",23.780001
"310","2017-07-19",23.860001
"311","2017-07-20",24.059999
"312","2017-07-21",23.940001
"313","2017-07-24",24.51
"314","2017-07-25",24.719999
"315","2017-07-26",24.73
"316","2017-07-27",24.379999
"317","2017-07-28",24.01
"318","2017-07-31",23.9
"319","2017-08-01",23.889999
"320","2017-08-02",23.639999
"321","2017-08-03",23.530001
"322","2017-08-04",24.059999
"323","2017-08-07",23.889999
"324","2017-08-08",23.690001
"325","2017-08-09",22.83
"326","2017-08-10",22.26
"327","2017-08-11",22
"328","2017-08-14",22.01
"329","2017-08-15",22.030001
"330","2017-08-16",21.9
"331","2017-08-17",21.67
"332","2017-08-18",21.65
"333","2017-08-21",21.785
"334","2017-08-22",22.059999
"335","2017-08-23",21.879999
"336","2017-08-24",22.1
"337","2017-08-25",22.200001
"338","2017-08-28",22.16
"339","2017-08-29",22.129999
"340","2017-08-30",22.18
"341","2017-08-31",22.6
"342","2017-09-01",22.719999
"343","2017-09-05",22.620001
"344","2017-09-06",22.690001
"345","2017-09-07",22.629999
"346","2017-09-08",22.68
"347","2017-09-11",22.700001
"348","2017-09-12",22.59
"349","2017-09-13",22.65
"350","2017-09-14",22.57
"351","2017-09-15",22.610001
"352","2017-09-18",22.77
"353","2017-09-19",23.219999
"354","2017-09-20",23.280001
"355","2017-09-21",23.75
"356","2017-09-22",23.51
"357","2017-09-25",23.120001
"358","2017-09-26",23.110001
"359","2017-09-27",23.07
"360","2017-09-28",23.200001
"361","2017-09-29",23.16
"362","2017-10-02",23.1
"363","2017-10-03",23.459999
"364","2017-10-04",23.59
"365","2017-10-05",23.950001
"366","2017-10-06",23.639999
"367","2017-10-09",23.92
"368","2017-10-10",23.709999
"369","2017-10-11",23.889999
"370","2017-10-12",23.879999
"371","2017-10-13",23.879999
"372","2017-10-16",24
"373","2017-10-17",23.780001
"374","2017-10-18",23.889999
"375","2017-10-19",23.73
"376","2017-10-20",23.74
"377","2017-10-23",23.790001
"378","2017-10-24",23.74
"379","2017-10-25",23.700001
"380","2017-10-26",23.450001
"381","2017-10-27",24.139999
"382","2017-10-30",23.879999
"383","2017-10-31",24.629999
"384","2017-11-01",24.74
"385","2017-11-02",24.51
"386","2017-11-03",24.73
"387","2017-11-06",24.9
"388","2017-11-07",24.75
"389","2017-11-08",26.48
"390","2017-11-09",26.5
"391","2017-11-10",26.48
"392","2017-11-13",26.6
"393","2017-11-14",26.860001
"394","2017-11-15",27.049999
"395","2017-11-16",27.67
"396","2017-11-17",28.120001
"397","2017-11-20",28.309999
"398","2017-11-21",28.32
"399","2017-11-22",28.67
"400","2017-11-24",28.85
"401","2017-11-27",29.299999
"402","2017-11-28",30.59
"403","2017-11-29",30.52
"404","2017-11-30",30.85
"405","2017-12-01",31.110001
"406","2017-12-04",31.73
"407","2017-12-05",31.57
"408","2017-12-06",31.360001
"409","2017-12-07",31.370001
"410","2017-12-08",31.879999
"411","2017-12-11",32.450001
"412","2017-12-12",32.700001
"413","2017-12-13",32.98
"414","2017-12-14",31.98
"415","2017-12-15",32.599998
"416","2017-12-18",33.529999
"417","2017-12-19",33.57
"418","2017-12-20",33.43
"419","2017-12-21",34.389999
"420","2017-12-22",34.299999
"421","2017-12-26",34.509998
"422","2017-12-27",34.419998
"423","2017-12-28",34.52
"424","2017-12-29",33.740002
"425","2018-01-02",33.580002
