"","date","CLBK"
"450","2020-02-04",16.98
"451","2020-02-05",17.190001
"452","2020-02-06",17.26
"453","2020-02-07",17.290001
"454","2020-02-10",17.23
"455","2020-02-11",17.299999
"456","2020-02-12",17.299999
"457","2020-02-13",17.299999
"458","2020-02-14",17.15
"459","2020-02-18",17.15
"460","2020-02-19",17.09
"461","2020-02-20",17.24
"462","2020-02-21",17.209999
"463","2020-02-24",16.91
"464","2020-02-25",16.6
"465","2020-02-26",16.65
"466","2020-02-27",16.02
"467","2020-02-28",15.52
"468","2020-03-02",16.24
"469","2020-03-03",16.040001
"470","2020-03-04",16.450001
"471","2020-03-05",16.030001
"472","2020-03-06",15.68
"473","2020-03-09",14.42
"474","2020-03-10",15
"475","2020-03-11",14.25
"476","2020-03-12",12.99
"477","2020-03-13",13.54
"478","2020-03-16",12.36
"479","2020-03-17",13.37
"480","2020-03-18",12.54
"481","2020-03-19",13.44
"482","2020-03-20",13.33
"483","2020-03-23",13.52
"484","2020-03-24",14.13
"485","2020-03-25",14.3
"486","2020-03-26",15.03
"487","2020-03-27",13.9
"488","2020-03-30",14.77
"489","2020-03-31",14.4
"490","2020-04-01",13.86
"491","2020-04-02",14.19
"492","2020-04-03",13.83
"493","2020-04-06",14.25
"494","2020-04-07",14.29
"495","2020-04-08",14.65
"496","2020-04-09",15.07
"497","2020-04-13",14.77
"498","2020-04-14",14.83
"499","2020-04-15",14.29
"500","2020-04-16",14.43
"501","2020-04-17",14.65
"502","2020-04-20",14.66
"503","2020-04-21",14.57
"504","2020-04-22",14.46
"505","2020-04-23",14.34
"506","2020-04-24",14.02
"507","2020-04-27",14.24
"508","2020-04-28",14.56
"509","2020-04-29",14.89
"510","2020-04-30",14.155
"511","2020-05-01",13.91
"512","2020-05-04",13.95
"513","2020-05-05",13.61
"514","2020-05-06",13.36
"515","2020-05-07",13.5
"516","2020-05-08",13.96
"517","2020-05-11",13.81
"518","2020-05-12",13.62
"519","2020-05-13",13.06
"520","2020-05-14",12.9
"521","2020-05-15",12.86
"522","2020-05-18",13.51
"523","2020-05-19",12.97
"524","2020-05-20",13.5
"525","2020-05-21",13.46
"526","2020-05-22",13.43
"527","2020-05-26",14.01
"528","2020-05-27",14.635
"529","2020-05-28",14.5
"530","2020-05-29",14.1
"531","2020-06-01",14.05
"532","2020-06-02",14.04
"533","2020-06-03",14.28
"534","2020-06-04",14.19
"535","2020-06-05",14.415
"536","2020-06-08",14.48
"537","2020-06-09",14.65
"538","2020-06-10",14.31
"539","2020-06-11",13.44
"540","2020-06-12",13.68
"541","2020-06-15",13.74
"542","2020-06-16",14.125
"543","2020-06-17",13.5
"544","2020-06-18",13.64
"545","2020-06-19",13.51
"546","2020-06-22",13.71
"547","2020-06-23",13.41
"548","2020-06-24",13.08
"549","2020-06-25",13.39
"550","2020-06-26",13.13
"551","2020-06-29",13.61
"552","2020-06-30",13.955
"553","2020-07-01",13.78
"554","2020-07-02",13.64
"555","2020-07-06",13.64
"556","2020-07-07",13.23
"557","2020-07-08",13.055
"558","2020-07-09",12.68
"559","2020-07-10",12.87
"560","2020-07-13",12.91
"561","2020-07-14",12.86
"562","2020-07-15",13.355
"563","2020-07-16",13.28
"564","2020-07-17",13.085
"565","2020-07-20",12.99
"566","2020-07-21",13.35
"567","2020-07-22",13.12
"568","2020-07-23",13.18
"569","2020-07-24",12.95
"570","2020-07-27",12.69
"571","2020-07-28",12.53
"572","2020-07-29",12.57
"573","2020-07-30",12.52
"574","2020-07-31",12.03
"575","2020-08-03",11.67
"576","2020-08-04",11.61
"577","2020-08-05",11.68
"578","2020-08-06",11.69
"579","2020-08-07",12.1
"580","2020-08-10",12.13
"581","2020-08-11",12.16
"582","2020-08-12",11.98
"583","2020-08-13",11.86
"584","2020-08-14",11.8
"585","2020-08-17",11.745
"586","2020-08-18",11.49
"587","2020-08-19",11.32
"588","2020-08-20",10.95
"589","2020-08-21",10.9
"590","2020-08-24",11.12
"591","2020-08-25",11.05
"592","2020-08-26",10.75
"593","2020-08-27",10.87
"594","2020-08-28",10.84
"595","2020-08-31",10.67
"596","2020-09-01",10.78
"597","2020-09-02",10.81
"598","2020-09-03",10.8
"599","2020-09-04",11.02
"600","2020-09-08",10.82
"601","2020-09-09",10.82
"602","2020-09-10",10.68
"603","2020-09-11",11.22
"604","2020-09-14",11.24
"605","2020-09-15",11.17
"606","2020-09-16",11.25
"607","2020-09-17",11.34
"608","2020-09-18",11.46
"609","2020-09-21",10.88
"610","2020-09-22",10.95
"611","2020-09-23",10.66
"612","2020-09-24",10.85
"613","2020-09-25",10.86
"614","2020-09-28",11.02
"615","2020-09-29",11.03
"616","2020-09-30",11.1
"617","2020-10-01",11.35
"618","2020-10-02",11.64
"619","2020-10-05",11.66
"620","2020-10-06",11.78
"621","2020-10-07",12.06
"622","2020-10-08",12.3
"623","2020-10-09",12.31
"624","2020-10-12",12.45
"625","2020-10-13",12.45
"626","2020-10-14",11.9
"627","2020-10-15",12.2
"628","2020-10-16",12.24
"629","2020-10-19",12.12
"630","2020-10-20",12.38
"631","2020-10-21",12.45
"632","2020-10-22",12.63
"633","2020-10-23",12.92
"634","2020-10-26",13.21
"635","2020-10-27",12.88
"636","2020-10-28",12.7
"637","2020-10-29",12.92
"638","2020-10-30",12.19
"639","2020-11-02",12.73
"640","2020-11-03",13.05
"641","2020-11-04",12.79
"642","2020-11-05",13.03
"643","2020-11-06",12.93
"644","2020-11-09",13.63
"645","2020-11-10",14.26
"646","2020-11-11",14.19
"647","2020-11-12",13.95
"648","2020-11-13",14.39
"649","2020-11-16",14.74
"650","2020-11-17",14.67
"651","2020-11-18",14.5
"652","2020-11-19",14.55
"653","2020-11-20",14.49
"654","2020-11-23",14.53
"655","2020-11-24",15
"656","2020-11-25",14.9
"657","2020-11-27",14.7
