"","date","CLBK"
"1","2018-04-23",15.45
"2","2018-04-24",15.73
"3","2018-04-25",15.56
"4","2018-04-26",15.72
"5","2018-04-27",15.68
"6","2018-04-30",15.5
"7","2018-05-01",15.53
"8","2018-05-02",15.55
"9","2018-05-03",15.55
"10","2018-05-04",15.5
"11","2018-05-07",15.58
"12","2018-05-08",15.62
"13","2018-05-09",15.65
"14","2018-05-10",15.69
"15","2018-05-11",15.98
"16","2018-05-14",16.190001
"17","2018-05-15",16.629999
"18","2018-05-16",16.940001
"19","2018-05-17",17.120001
"20","2018-05-18",17.24
"21","2018-05-21",17.5
"22","2018-05-22",17.6
"23","2018-05-23",17.540001
"24","2018-05-24",17.110001
"25","2018-05-25",16.780001
"26","2018-05-29",16.59
"27","2018-05-30",16.879999
"28","2018-05-31",16.98
"29","2018-06-01",17.07
"30","2018-06-04",17.24
"31","2018-06-05",17.07
"32","2018-06-06",17.219999
"33","2018-06-07",17.15
"34","2018-06-08",17.26
"35","2018-06-11",17.370001
"36","2018-06-12",17.309999
"37","2018-06-13",17.43
"38","2018-06-14",17.42
"39","2018-06-15",17.34
"40","2018-06-18",17.440001
"41","2018-06-19",17.35
"42","2018-06-20",17.309999
"43","2018-06-21",17.280001
"44","2018-06-22",17.209999
"45","2018-06-25",17.290001
"46","2018-06-26",17.17
"47","2018-06-27",16.85
"48","2018-06-28",16.26
"49","2018-06-29",16.549999
"50","2018-07-02",16.4
"51","2018-07-03",16.120001
"52","2018-07-05",16.23
"53","2018-07-06",16.15
"54","2018-07-09",16.299999
"55","2018-07-10",16.219999
"56","2018-07-11",16.1
"57","2018-07-12",16.209999
"58","2018-07-13",16.18
"59","2018-07-16",16.4
"60","2018-07-17",16.299999
"61","2018-07-18",16.34
"62","2018-07-19",16.5
"63","2018-07-20",16.540001
"64","2018-07-23",16.65
"65","2018-07-24",16.620001
"66","2018-07-25",16.74
"67","2018-07-26",16.82
"68","2018-07-27",16.68
"69","2018-07-30",16.549999
"70","2018-07-31",16.790001
"71","2018-08-01",16.879999
"72","2018-08-02",16.9
"73","2018-08-03",16.639999
"74","2018-08-06",16.84
"75","2018-08-07",16.84
"76","2018-08-08",16.889999
"77","2018-08-09",16.84
"78","2018-08-10",16.85
"79","2018-08-13",16.879999
"80","2018-08-14",16.9
"81","2018-08-15",16.889999
"82","2018-08-16",16.879999
"83","2018-08-17",16.91
"84","2018-08-20",16.860001
"85","2018-08-21",16.85
"86","2018-08-22",16.834999
"87","2018-08-23",16.879999
"88","2018-08-24",16.879999
"89","2018-08-27",16.85
"90","2018-08-28",16.809999
"91","2018-08-29",16.870001
"92","2018-08-30",16.889999
"93","2018-08-31",16.93
"94","2018-09-04",16.940001
"95","2018-09-05",16.93
"96","2018-09-06",16.9
"97","2018-09-07",16.93
"98","2018-09-10",16.92
"99","2018-09-11",16.9
"100","2018-09-12",16.84
"101","2018-09-13",16.780001
"102","2018-09-14",16.84
"103","2018-09-17",16.709999
"104","2018-09-18",16.68
"105","2018-09-19",16.77
"106","2018-09-20",16.870001
"107","2018-09-21",16.799999
"108","2018-09-24",16.799999
"109","2018-09-25",16.799999
"110","2018-09-26",16.73
"111","2018-09-27",16.639999
"112","2018-09-28",16.700001
"113","2018-10-01",16.41
"114","2018-10-02",16.17
"115","2018-10-03",16.360001
"116","2018-10-04",16.48
"117","2018-10-05",16.33
"118","2018-10-08",16.42
"119","2018-10-09",16.27
"120","2018-10-10",16.07
"121","2018-10-11",15.58
"122","2018-10-12",15.37
"123","2018-10-15",15.22
"124","2018-10-16",15.9
"125","2018-10-17",15.94
"126","2018-10-18",15.64
"127","2018-10-19",15.55
"128","2018-10-22",15.55
"129","2018-10-23",15.39
"130","2018-10-24",15.05
"131","2018-10-25",15.35
"132","2018-10-26",15.27
"133","2018-10-29",14.97
"134","2018-10-30",15.27
"135","2018-10-31",15.08
"136","2018-11-01",15.38
"137","2018-11-02",15.58
"138","2018-11-05",15.6
"139","2018-11-06",15.72
"140","2018-11-07",15.74
"141","2018-11-08",16
"142","2018-11-09",15.78
"143","2018-11-12",15.67
"144","2018-11-13",15.58
"145","2018-11-14",15.58
"146","2018-11-15",15.9
"147","2018-11-16",15.86
"148","2018-11-19",15.78
"149","2018-11-20",15.64
"150","2018-11-21",15.56
"151","2018-11-23",15.8
"152","2018-11-26",15.81
"153","2018-11-27",15.63
"154","2018-11-28",15.98
"155","2018-11-29",15.82
"156","2018-11-30",15.76
"157","2018-12-03",15.94
"158","2018-12-04",15.38
"159","2018-12-06",15.65
"160","2018-12-07",15.63
"161","2018-12-10",15.75
"162","2018-12-11",15.7
"163","2018-12-12",15.76
"164","2018-12-13",15.4
"165","2018-12-14",15.5
"166","2018-12-17",15.6
"167","2018-12-18",15.58
"168","2018-12-19",15.35
"169","2018-12-20",15.36
"170","2018-12-21",14.81
"171","2018-12-24",14.93
"172","2018-12-26",15.31
"173","2018-12-27",15.25
"174","2018-12-28",15.49
"175","2018-12-31",15.29
"176","2019-01-02",15.27
"177","2019-01-03",15.09
"178","2019-01-04",15.43
"179","2019-01-07",15.51
"180","2019-01-08",15.58
"181","2019-01-09",15.2
"182","2019-01-10",15.03
"183","2019-01-11",14.97
"184","2019-01-14",14.96
"185","2019-01-15",15
"186","2019-01-16",15.14
"187","2019-01-17",15.02
"188","2019-01-18",15.01
"189","2019-01-22",14.95
"190","2019-01-23",14.94
"191","2019-01-24",14.91
"192","2019-01-25",14.84
"193","2019-01-28",14.76
"194","2019-01-29",14.72
"195","2019-01-30",14.72
"196","2019-01-31",14.81
"197","2019-02-01",15.28
"198","2019-02-04",15.5
"199","2019-02-05",15.71
"200","2019-02-06",15.77
"201","2019-02-07",15.8
"202","2019-02-08",15.77
"203","2019-02-11",15.92
"204","2019-02-12",15.93
"205","2019-02-13",15.91
"206","2019-02-14",15.81
"207","2019-02-15",15.95
"208","2019-02-19",15.93
"209","2019-02-20",15.92
"210","2019-02-21",15.98
"211","2019-02-22",15.97
"212","2019-02-25",15.91
"213","2019-02-26",15.8
"214","2019-02-27",15.95
"215","2019-02-28",16.030001
"216","2019-03-01",16.040001
"217","2019-03-04",16.01
"218","2019-03-05",16.059999
"219","2019-03-06",16.049999
"220","2019-03-07",15.73
"221","2019-03-08",15.89
"222","2019-03-11",16.030001
"223","2019-03-12",15.95
"224","2019-03-13",15.99
"225","2019-03-14",15.97
"226","2019-03-15",15.98
"227","2019-03-18",15.93
"228","2019-03-19",15.76
"229","2019-03-20",15.65
"230","2019-03-21",15.65
"231","2019-03-22",15.05
"232","2019-03-25",15.13
"233","2019-03-26",15.62
"234","2019-03-27",15.53
"235","2019-03-28",15.68
"236","2019-03-29",15.67
"237","2019-04-01",15.61
"238","2019-04-02",15.67
"239","2019-04-03",15.52
"240","2019-04-04",15.59
"241","2019-04-05",15.75
"242","2019-04-08",15.64
"243","2019-04-09",15.5
"244","2019-04-10",15.51
"245","2019-04-11",15.53
"246","2019-04-12",15.56
"247","2019-04-15",15.55
"248","2019-04-16",15.64
"249","2019-04-17",15.7
"250","2019-04-18",15.55
"251","2019-04-22",15.15
"252","2019-04-23",15.21
"253","2019-04-24",15.37
"254","2019-04-25",15.34
"255","2019-04-26",15.49
"256","2019-04-29",15.8
"257","2019-04-30",15.86
"258","2019-05-01",15.72
"259","2019-05-02",15.75
"260","2019-05-03",15.86
"261","2019-05-06",15.85
"262","2019-05-07",15.67
"263","2019-05-08",15.67
"264","2019-05-09",15.62
"265","2019-05-10",15.76
"266","2019-05-13",15.45
"267","2019-05-14",15.65
"268","2019-05-15",15.66
"269","2019-05-16",15.8
"270","2019-05-17",15.62
"271","2019-05-20",15.75
"272","2019-05-21",15.75
"273","2019-05-22",15.65
"274","2019-05-23",15.43
"275","2019-05-24",15.45
"276","2019-05-28",15.6
"277","2019-05-29",15.68
"278","2019-05-30",15.61
"279","2019-05-31",15.27
"280","2019-06-03",15.27
"281","2019-06-04",15.36
"282","2019-06-05",15.3
"283","2019-06-06",15.17
"284","2019-06-07",14.47
"285","2019-06-10",14.87
"286","2019-06-11",14.93
"287","2019-06-12",14.6
"288","2019-06-13",14.65
"289","2019-06-14",14.51
"290","2019-06-17",14.48
"291","2019-06-18",14.69
"292","2019-06-19",14.68
"293","2019-06-20",14.89
"294","2019-06-21",14.83
"295","2019-06-24",14.83
"296","2019-06-25",14.9
"297","2019-06-26",14.91
"298","2019-06-27",15.07
"299","2019-06-28",15.1
"300","2019-07-01",15.18
"301","2019-07-02",15.13
"302","2019-07-03",15.26
"303","2019-07-05",15.31
"304","2019-07-08",15.32
"305","2019-07-09",15.35
"306","2019-07-10",15.21
"307","2019-07-11",15.34
"308","2019-07-12",15.33
"309","2019-07-15",15.45
"310","2019-07-16",15.47
"311","2019-07-17",15.51
"312","2019-07-18",15.6
"313","2019-07-19",15.52
"314","2019-07-22",15.53
"315","2019-07-23",15.6
"316","2019-07-24",15.53
"317","2019-07-25",15.34
"318","2019-07-26",15.59
"319","2019-07-29",15.53
"320","2019-07-30",15.56
"321","2019-07-31",15.29
"322","2019-08-01",15.12
"323","2019-08-02",15.1
"324","2019-08-05",14.8
"325","2019-08-06",15.12
"326","2019-08-07",15.1
"327","2019-08-08",15.29
"328","2019-08-09",15.35
"329","2019-08-12",15.35
"330","2019-08-13",15.54
"331","2019-08-14",15.14
"332","2019-08-15",15.18
"333","2019-08-16",15.41
"334","2019-08-19",15.32
"335","2019-08-20",15.25
"336","2019-08-21",15.43
"337","2019-08-22",15.44
"338","2019-08-23",14.88
"339","2019-08-26",15.16
"340","2019-08-27",14.88
"341","2019-08-28",14.94
"342","2019-08-29",15.03
"343","2019-08-30",15.16
"344","2019-09-03",15.05
"345","2019-09-04",15.2
"346","2019-09-05",15.29
"347","2019-09-06",15.21
"348","2019-09-09",15.45
"349","2019-09-10",15.49
"350","2019-09-11",15.62
"351","2019-09-12",15.69
"352","2019-09-13",15.76
"353","2019-09-16",15.8
"354","2019-09-17",15.81
"355","2019-09-18",15.79
"356","2019-09-19",15.77
"357","2019-09-20",15.79
"358","2019-09-23",15.77
"359","2019-09-24",15.65
"360","2019-09-25",15.82
"361","2019-09-26",15.77
"362","2019-09-27",15.76
"363","2019-09-30",15.79
"364","2019-10-01",15.81
"365","2019-10-02",15.76
"366","2019-10-03",15.725
"367","2019-10-04",15.87
"368","2019-10-07",15.93
"369","2019-10-08",15.86
"370","2019-10-09",15.87
"371","2019-10-10",15.845
"372","2019-10-11",15.865
"373","2019-10-14",15.88
"374","2019-10-15",15.92
"375","2019-10-16",15.91
"376","2019-10-17",15.99
"377","2019-10-18",16.09
"378","2019-10-21",16.389999
"379","2019-10-22",16.440001
"380","2019-10-23",16.4
"381","2019-10-24",16.299999
"382","2019-10-25",16.92
"383","2019-10-28",16.940001
"384","2019-10-29",16.860001
"385","2019-10-30",16.780001
"386","2019-10-31",16.49
"387","2019-11-01",16.639999
"388","2019-11-04",16.629999
"389","2019-11-05",16.59
"390","2019-11-06",16.559999
"391","2019-11-07",16.58
"392","2019-11-08",16.549999
"393","2019-11-11",16.559999
"394","2019-11-12",16.6
"395","2019-11-13",16.540001
"396","2019-11-14",16.5
"397","2019-11-15",16.370001
"398","2019-11-18",16.42
"399","2019-11-19",16.559999
"400","2019-11-20",16.389999
"401","2019-11-21",16.26
"402","2019-11-22",16.280001
"403","2019-11-25",16.790001
"404","2019-11-26",16.66
"405","2019-11-27",16.799999
"406","2019-11-29",16.66
"407","2019-12-02",16.34
"408","2019-12-03",16.540001
"409","2019-12-04",16.57
"410","2019-12-05",16.33
"411","2019-12-06",16.52
"412","2019-12-09",16.459999
"413","2019-12-10",16.58
"414","2019-12-11",16.75
"415","2019-12-12",16.91
"416","2019-12-13",16.870001
"417","2019-12-16",17
"418","2019-12-17",16.995001
"419","2019-12-18",17.049999
"420","2019-12-19",17.049999
"421","2019-12-20",17.030001
"422","2019-12-23",17.105
"423","2019-12-24",17.15
"424","2019-12-26",17.16
"425","2019-12-27",17.200001
"426","2019-12-30",17.094999
"427","2019-12-31",16.940001
"428","2020-01-02",16.940001
"429","2020-01-03",16.950001
"430","2020-01-06",16.870001
"431","2020-01-07",16.709999
"432","2020-01-08",16.780001
"433","2020-01-09",16.825001
"434","2020-01-10",16.809999
"435","2020-01-13",16.83
"436","2020-01-14",16.860001
"437","2020-01-15",16.83
"438","2020-01-16",16.92
"439","2020-01-17",16.879999
"440","2020-01-21",16.790001
"441","2020-01-22",16.879999
"442","2020-01-23",16.879999
"443","2020-01-24",16.85
"444","2020-01-27",16.790001
"445","2020-01-28",16.82
"446","2020-01-29",16.780001
"447","2020-01-30",16.92
"448","2020-01-31",16.77
"449","2020-02-03",16.98
