"","date","AON"
"1","2007-01-03",35.389999
"2","2007-01-04",35.790001
"3","2007-01-05",35.580002
"4","2007-01-08",35.400002
"5","2007-01-09",35.200001
"6","2007-01-10",35.18
"7","2007-01-11",35.200001
"8","2007-01-12",35.639999
"9","2007-01-16",35.450001
"10","2007-01-17",34.700001
"11","2007-01-18",34.669998
"12","2007-01-19",35.580002
"13","2007-01-22",35.43
"14","2007-01-23",35.599998
"15","2007-01-24",35.66
"16","2007-01-25",35.689999
"17","2007-01-26",35.73
"18","2007-01-29",35.619999
"19","2007-01-30",35.450001
"20","2007-01-31",35.860001
"21","2007-02-01",36.119999
"22","2007-02-02",36.450001
"23","2007-02-05",36.48
"24","2007-02-06",36.66
"25","2007-02-07",36.779999
"26","2007-02-08",36.43
"27","2007-02-09",37.73
"28","2007-02-12",38.18
"29","2007-02-13",38.580002
"30","2007-02-14",38.799999
"31","2007-02-15",38.810001
"32","2007-02-16",39.009998
"33","2007-02-20",39.080002
"34","2007-02-21",38.650002
"35","2007-02-22",38.66
"36","2007-02-23",38.700001
"37","2007-02-26",38.689999
"38","2007-02-27",37.360001
"39","2007-02-28",37.639999
"40","2007-03-01",37.400002
"41","2007-03-02",37.560001
"42","2007-03-05",37.490002
"43","2007-03-06",37.849998
"44","2007-03-07",37.919998
"45","2007-03-08",37.880001
"46","2007-03-09",38.09
"47","2007-03-12",37.549999
"48","2007-03-13",36.830002
"49","2007-03-14",36.740002
"50","2007-03-15",37.43
"51","2007-03-16",37.939999
"52","2007-03-19",38.25
"53","2007-03-20",38.450001
"54","2007-03-21",39.09
"55","2007-03-22",38.599998
"56","2007-03-23",39.040001
"57","2007-03-26",38.630001
"58","2007-03-27",38.439999
"59","2007-03-28",38.34
"60","2007-03-29",38.080002
"61","2007-03-30",37.959999
"62","2007-04-02",37.939999
"63","2007-04-03",38.540001
"64","2007-04-04",38.790001
"65","2007-04-05",38.610001
"66","2007-04-09",38.48
"67","2007-04-10",38.669998
"68","2007-04-11",38.48
"69","2007-04-12",38.5
"70","2007-04-13",38.490002
"71","2007-04-16",39.360001
"72","2007-04-17",39.5
"73","2007-04-18",39.84
"74","2007-04-19",39.52
"75","2007-04-20",39.75
"76","2007-04-23",39.139999
"77","2007-04-24",38.900002
"78","2007-04-25",38.450001
"79","2007-04-26",39.48
"80","2007-04-27",39.259998
"81","2007-04-30",38.75
"82","2007-05-01",38.990002
"83","2007-05-02",39.5
"84","2007-05-03",40.02
"85","2007-05-04",41.759998
"86","2007-05-07",41.48
"87","2007-05-08",41.330002
"88","2007-05-09",41.5
"89","2007-05-10",41.310001
"90","2007-05-11",41.490002
"91","2007-05-14",42.599998
"92","2007-05-15",43.060001
"93","2007-05-16",43.59
"94","2007-05-17",43.549999
"95","2007-05-18",43.650002
"96","2007-05-21",43.509998
"97","2007-05-22",42.98
"98","2007-05-23",42.470001
"99","2007-05-24",42.52
"100","2007-05-25",42.490002
"101","2007-05-29",42.349998
"102","2007-05-30",43.02
"103","2007-05-31",42.919998
"104","2007-06-01",42.93
"105","2007-06-04",42.959999
"106","2007-06-05",42.779999
"107","2007-06-06",42.450001
"108","2007-06-07",41.619999
"109","2007-06-08",41.639999
"110","2007-06-11",41.68
"111","2007-06-12",41.799999
"112","2007-06-13",42.279999
"113","2007-06-14",42.279999
"114","2007-06-15",42.439999
"115","2007-06-18",42.689999
"116","2007-06-19",42.810001
"117","2007-06-20",42.380001
"118","2007-06-21",42.380001
"119","2007-06-22",41.830002
"120","2007-06-25",41.709999
"121","2007-06-26",41.860001
"122","2007-06-27",42.119999
"123","2007-06-28",42.25
"124","2007-06-29",42.610001
"125","2007-07-02",42.630001
"126","2007-07-03",42.470001
"127","2007-07-05",42.209999
"128","2007-07-06",42.68
"129","2007-07-09",42.290001
"130","2007-07-10",41.110001
"131","2007-07-11",41.23
"132","2007-07-12",41.849998
"133","2007-07-13",41.59
"134","2007-07-16",41.639999
"135","2007-07-17",41.27
"136","2007-07-18",40.740002
"137","2007-07-19",41.060001
"138","2007-07-20",40.450001
"139","2007-07-23",40.959999
"140","2007-07-24",40.18
"141","2007-07-25",40.950001
"142","2007-07-26",40.439999
"143","2007-07-27",40.259998
"144","2007-07-30",40.52
"145","2007-07-31",40.040001
"146","2007-08-01",41.990002
